energy_ev,total_up,C_s_up,C_p_up,Cr_p_up,Cr_d_up,S_s_up,S_p_up,W_p_up,W_d_up
-5.81990995,8.63279764,0.02761430,1.62602874,2.22058652,0.36959716,0.06678692,3.00675472,5.73623552,2.17820143
-5.81390695,8.63816045,0.02644555,1.61502477,2.27042128,0.36528105,0.06424519,3.02378468,5.77293809,2.17732658
-5.80790395,8.64706947,0.02531806,1.60199810,2.32370172,0.36176032,0.06163369,3.04667106,5.80669125,2.17591048
-5.80190095,8.65847332,0.02423462,1.58710252,2.37921582,0.35904374,0.05896534,3.07460999,5.83631361,2.17390568
-5.79589795,8.67129720,0.02319710,1.57050269,2.43566947,0.35713885,0.05625472,3.10673925,5.86063135,2.17127417
-5.78989495,8.68450886,0.02220671,1.55237453,2.49172203,0.35605506,0.05351783,3.14217503,5.87853865,2.16799640
-5.78389195,8.69718437,0.02126425,1.53290616,2.54602431,0.35580643,0.05077177,3.18004886,5.88905794,2.16408024
-5.77788894,8.70856957,0.02037039,1.51229916,2.59725752,0.35641395,0.04803443,3.21954296,5.89139615,2.15956932
-5.77188594,8.71813367,0.01952585,1.49076976,2.64417188,0.35790727,0.04532407,3.25992273,5.88499371,2.15454964
-5.76588294,8.72561163,0.01873163,1.46854938,2.68562374,0.36032567,0.04265897,3.30056466,5.86956274,2.14915399
-5.75987994,8.73103220,0.01798914,1.44588414,2.72060956,0.36371814,0.04005704,3.34097861,5.84511216,2.14356351
-5.75387694,8.73472945,0.01730028,1.42303306,2.74829588,0.36814261,0.03753543,3.38082328,5.81195746,2.13800580
-5.74787394,8.73733648,0.01666748,1.40026471,2.76804398,0.37366425,0.03511024,3.41991411,5.77071424,2.13274945
-5.74187094,8.73976064,0.01609368,1.37785215,2.77942835,0.38035289,0.03279618,3.45822322,5.72227528,2.12809501
-5.73586793,8.74314094,0.01558224,1.35606627,2.78224833,0.38827953,0.03060636,3.49587123,5.66777219,2.12436240
-5.72986493,8.74878906,0.01513683,1.33516767,2.77653248,0.39751229,0.02855207,3.53311129,5.60852321,2.12187547
-5.72386193,8.75811665,0.01476123,1.31539750,2.76253531,0.40811165,0.02664262,3.57030586,5.54597001,2.12094416
-5.71785893,8.77255202,0.01445914,1.29696763,2.74072665,0.42012547,0.02488531,3.60789736,5.48160688,2.12184524
-5.71185593,8.79345047,0.01423396,1.28005075,2.71177383,0.43358379,0.02328531,3.64637387,5.41690604,2.12480265
-5.70585293,8.82200260,0.01408855,1.26477107,2.67651732,0.44849383,0.02184570,3.68623146,5.35324334,2.12996840
-5.69984992,8.85914556,0.01402496,1.25119612,2.63594073,0.46483532,0.02056751,3.72793495,5.29182854,2.13740536
-5.69384692,8.90548194,0.01404428,1.23933042,2.59113606,0.48255650,0.01944975,3.77187894,5.23364393,2.14707288
-5.68784392,8.96121078,0.01414635,1.22911140,2.54326574,0.50157097,0.01848952,3.81835107,5.17939490,2.15881627
-5.68184092,9.02607491,0.01432969,1.22040816,2.49352252,0.52175574,0.01768211,3.86749926,5.12947523,2.17236102
-5.67583792,9.09932779,0.01459129,1.21302323,2.44308901,0.54295040,0.01702109,3.91930483,5.08394890,2.18731226
-5.66983492,9.17972235,0.01492659,1.20669745,2.39309836,0.56495786,0.01649849,3.97356286,5.04254949,2.20315997
-5.66383192,9.26552311,0.01532946,1.20111807,2.34459742,0.58754640,0.01610491,4.02987102,5.00469721,2.21928976
-5.65782891,9.35454193,0.01579217,1.19592954,2.29851422,0.61045328,0.01582964,4.08762773,4.96953244,2.23499921
-5.65182591,9.44419624,0.01630557,1.19074692,2.25563074,0.63338974,0.01566090,4.14604002,4.93596391,2.24951907
-5.64582291,9.53158795,0.01685914,1.18517095,2.21656234,0.65604726,0.01558592,4.20414111,4.90272902,2.26203849
-5.63981991,9.61359976,0.01744125,1.17880449,2.18174463,0.67810487,0.01559120,4.26081717,4.86846273,2.27173342
-5.63381691,9.68700499,0.01803938,1.17126926,2.15142831,0.69923734,0.01566271,4.31484242,4.83177162,2.27779672
-5.62781391,9.74858636,0.01864039,1.16222225,2.12568228,0.71912387,0.01578607,4.36492106,4.79130923,2.27946879
-5.62181091,9.79525861,0.01923084,1.15137099,2.10440478,0.73745708,0.01594685,4.40973470,4.74584872,2.27606736
-5.61580790,9.82418978,0.01979732,1.13848692,2.08734208,0.75395183,0.01613080,4.44799293,4.69434965,2.26701501
-5.60980490,9.83291591,0.02032681,1.12341631,2.07411380,0.76835361,0.01632413,4.47848525,4.63601546,2.25186335
-5.60380190,9.81944432,0.02080701,1.10608821,2.06424361,0.78044623,0.01651375,4.50013188,4.57033932,2.23031263
-5.59779890,9.78234111,0.02122670,1.08651910,2.05719385,0.79005840,0.01668760,4.51203133,4.49713655,2.20222613
-5.59179590,9.72079938,0.02157604,1.06481408,2.05240218,0.79706907,0.01683483,4.51350259,4.41656241,2.16763862
-5.58579290,9.63468510,0.02184687,1.04116472,2.04931858,0.80141123,0.01694610,4.50412003,4.32911500,2.12675876
-5.57978989,9.52455922,0.02203294,1.01584361,2.04744066,0.80307413,0.01701371,4.48373930,4.23562367,2.07996523
-5.57378689,9.39167496,0.02213010,0.98919603,2.04634541,0.80210380,0.01703182,4.45251310,4.13722392,2.02779715
-5.56778389,9.23795058,0.02213644,0.96162916,2.04571576,0.79860178,0.01699651,4.41089587,4.03532041,1.97093897
-5.56178089,9.06591904,0.02205233,0.93359944,2.04536047,0.79272237,0.01690585,4.35963715,3.93154008,1.91020096
-5.55577789,8.87865649,0.02188040,0.90559859,2.04522627,0.78466820,0.01675984,4.29976371,3.82767768,1.84649582
-5.54977489,8.67969265,0.02162549,0.87813886,2.04540154,0.77468461,0.01656040,4.23255110,3.72563624,1.78081274
-5.54377189,8.47290672,0.02129444,0.85173836,2.04611146,0.76305282,0.01631116,4.15948570,3.62736489,1.71418972
-5.53776888,8.26241285,0.02089591,0.82690663,2.04770461,0.75008238,0.01601730,4.08221896,3.53479667,1.64768541
-5.53176588,8.05243963,0.02044006,0.80413139,2.05063215,0.73610299,0.01568527,4.00251548,3.44978846,1.58235140
-5.52576288,7.84720815,0.01993824,0.78386644,2.05542040,0.72145618,0.01532256,3.92219744,3.37406514,1.51920596
-5.51975988,7.65081316,0.01940262,0.76652134,2.06263873,0.70648697,0.01493732,3.84308730,3.30916975,1.45920995
-5.51375688,7.46711145,0.01884578,0.75245296,2.07286431,0.69153595,0.01453806,3.76695160,3.25642100,1.40324577
-5.50775388,7.29962143,0.01828033,0.74195898,2.08664599,0.67693196,0.01413334,3.69544781,3.21687920,1.35209963
-5.50175088,7.15143724,0.01771852,0.73527345,2.10446929,0.66298554,0.01373143,3.63007662,3.19132131,1.30644776
-5.49574787,7.02515974,0.01717189,0.73256431,2.12672457,0.64998343,0.01334007,3.57214145,3.18022524,1.26684646
-5.48974487,6.92284661,0.01665091,0.73393277,2.15368016,0.63818411,0.01296620,3.52271661,3.18376366,1.23372637
-5.48374187,6.84598218,0.01616473,0.73941436,2.18546205,0.62781448,0.01261579,3.48262528,3.20180662,1.20739050
-5.47773887,6.79546752,0.01572098,0.74898157,2.22204124,0.61906774,0.01229372,3.45242771,3.23393265,1.18801600
-5.47173587,6.77162982,0.01532559,0.76254768,2.26322940,0.61210224,0.01200372,3.43241975,3.27944723,1.17565935
-5.46573287,6.77424977,0.01498275,0.77997170,2.30868300,0.60704145,0.01174838,3.42264130,3.33740779,1.17026434
-5.45972986,6.80260487,0.01469488,0.80106417,2.35791564,0.60397465,0.01152921,3.42289357,3.40665385,1.17167251
-5.45372686,6.85552580,0.01446268,0.82559352,2.41031759,0.60295843,0.01134680,3.43276402,3.48584122,1.17963550
-5.44772386,6.93146286,0.01428532,0.85329290,2.46518149,0.60401864,0.01120096,3.45165728,3.57347873,1.19382866
-5.44172086,7.02855913,0.01416055,0.88386714,2.52173248,0.60715274,0.01109100,3.47883022,3.66796648,1.21386535
-5.43571786,7.14472681,0.01408496,0.91699983,2.57916097,0.61233241,0.01101595,3.51342921,3.76763408,1.23931152
-5.42971486,7.27772346,0.01405426,0.95236010,2.63665619,0.61950617,0.01097487,3.55452783,3.87077795,1.26969982
-5.42371186,7.42522489,0.01406353,0.98960919,2.69343853,0.62860206,0.01096712,3.60116304,3.97569666,1.30454296
-5.41770885,7.58489210,0.01410755,1.02840642,2.74878881,0.63953018,0.01099266,3.65236846,4.08072328,1.34334569
-5.41170585,7.75442974,0.01418110,1.06841457,2.80207318,0.65218519,0.01105228,3.70720336,4.18425442,1.38561524
-5.40570285,7.93163466,0.01427921,1.10930445,2.85276199,0.66644853,0.01114792,3.76477650,4.28477503,1.43086982
-5.39969985,8.11443309,0.01439747,1.15075848,2.90044223,0.68219066,0.01128279,3.82426421,4.38087907,1.47864496
-5.39369685,8.30090628,0.01453225,1.19247335,2.94482273,0.69927306,0.01146157,3.88492258,4.47128560,1.52849770
-5.38769385,8.48930434,0.01468090,1.23416153,2.98573236,0.71755019,0.01169049,3.94609369,4.55485047,1.58000854
-5.38169085,8.67804918,0.01484189,1.27555168,3.02311151,0.73687140,0.01197737,4.00720661,4.63057368,1.63278121
-5.37568784,8.86572745,0.01501494,1.31638794,3.05699767,0.75708273,0.01233160,4.06777353,4.69760273,1.68644059
-5.36968484,9.05107507,0.01520106,1.35642827,3.08750624,0.77802869,0.01276401,4.12738195,4.75523233,1.74062888
-5.36368184,9.23295497,0.01540254,1.39544186,3.11480777,0.79955392,0.01328670,4.18568389,4.80290082,1.79500044
-5.35767884,9.41033012,0.01562289,1.43320582,3.13910322,0.82150473,0.01391280,4.24238296,4.84018391,1.84921575
-5.35167584,9.58223358,0.01586673,1.46950156,3.16059860,0.84373046,0.01465608,4.29722030,4.86678618,1.90293492
-5.34567284,9.74773787,0.01613958,1.50411089,3.17948060,0.86608453,0.01553060,4.34996010,4.88253093,1.95581113
-5.33966983,9.90592517,0.01644769,1.53681245,3.19589438,0.88842518,0.01655017,4.40037555,4.88734883,2.00748476
-5.33366683,10.05586026,0.01679767,1.56737851,3.20992480,0.91061575,0.01772785,4.44823577,4.88126605,2.05757836
-5.32766383,10.19656755,0.01719628,1.59557280,3.22158204,0.93252450,0.01907534,4.49329414,4.86439214,2.10569310
-5.32166083,10.32701339,0.01764998,1.62114935,3.23079205,0.95402389,0.02060231,4.53527841,4.83690838,2.15140704
-5.31565783,10.44609450,0.01816460,1.64385285,3.23739245,0.97498935,0.02231581,4.57388282,4.79905677,2.19427536
-5.30965483,10.55263316,0.01874496,1.66342045,3.24113374,0.99529755,0.02421954,4.60876241,4.75113011,2.23383293
-5.30365183,10.64537945,0.01939448,1.67958531,3.24168572,1.01482436,0.02631332,4.63952946,4.69346348,2.26959906
-5.29764882,10.72302041,0.02011480,1.69208168,3.23864860,1.03344244,0.02859243,4.66575236,4.62642716,2.30108449
-5.29164582,10.78419605,0.02090550,1.70065145,3.23156823,1.05101883,0.03104720,4.68695664,4.55042131,2.32780036
-5.28564282,10.82752144,0.02176379,1.70505188,3.21995449,1.06741270,0.03366261,4.70262846,4.46587213,2.34926890
-5.27963982,10.85161444,0.02268434,1.70506423,3.20330199,1.08247340,0.03641810,4.71222039,4.37322982,2.36503535
-5.27363682,10.85512785,0.02365914,1.70050278,3.18111214,1.09603912,0.03928747,4.71515946,4.27296778,2.37468070
-5.26763382,10.83678523,0.02467750,1.69122382,3.15291535,1.10793647,0.04223912,4.71085765,4.16558314,2.37783463
-5.26163082,10.79541894,0.02572612,1.67713409,3.11829264,1.11798101,0.04523630,4.69872449,4.05159825,2.37418811
-5.25562781,10.73000934,0.02678928,1.65819829,3.07689560,1.12597902,0.04823778,4.67818178,3.93156279,2.36350507
-5.24962481,10.63972387,0.02784915,1.63444503,3.02846391,1.13173052,0.05119855,4.64868018,3.80605620,2.34563268
-5.24362181,10.52395454,0.02888617,1.60597112,2.97283989,1.13503362,0.05407089,4.60971734,3.67569019,2.32050963
-5.23761881,10.38235286,0.02987958,1.57294373,2.90997937,1.13569010,0.05680541,4.56085700,3.54111092,2.28817223
-5.23161581,10.21486075,0.03080794,1.53560040,2.83995879,1.13351208,0.05935247,4.50174877,3.40300067,2.24875790
-5.22561281,10.02173665,0.03164980,1.49424694,2.76297815,1.12832951,0.06166345,4.43214767,3.26207880,2.20250596
-5.21960980,9.80357555,0.03238432,1.44925318,2.67936000,1.11999825,0.06369226,4.35193283,3.11910181,2.14975577
-5.21360680,9.56132258,0.03299198,1.40104693,2.58954459,1.10840828,0.06539671,4.26112455,2.97486247,2.09094231
-5.20760380,9.29627911,0.03345518,1.35010650,2.49408139,1.09349174,0.06673985,4.15989886,2.83018801,2.02658926
-5.20160080,9.01010141,0.03375885,1.29695204,2.39361763,1.07523024,0.06769121,4.04859889,2.68593727,1.95730017
-5.19559780,8.70479129,0.03389098,1.24213632,2.28888420,1.05366119,0.06822777,3.92774226,2.54299709,1.88374786
-5.18959480,8.38267904,0.03384306,1.18623523,2.18067956,1.02888258,0.06833478,3.79802389,2.40227781,1.80666267
-5.18359180,8.04639866,0.03361033,1.12983847,2.06985235,1.00105606,0.06800627,3.66031386,2.26470809,1.72681976
-5.17758879,7.69885594,0.03319202,1.07354086,1.95728327,0.97040790,0.06724526,3.51565007,2.13122908,1.64502623
-5.17158579,7.34318988,0.03259137,1.01793441,1.84386689,0.93722780,0.06606371,3.36522551,2.00278793,1.56210809
-5.16558279,6.98272814,0.03181552,0.96360139,1.73049385,0.90186540,0.06448208,3.21037045,1.88033070,1.47889772
-5.15957979,6.62093749,0.03087530,0.91110844,1.61803415,0.86472459,0.06252871,3.05252994,1.76479464,1.39622188
-5.15357679,6.26137007,0.02978490,0.86100172,1.50732177,0.82625571,0.06023890,2.89323702,1.65709959,1.31489060
-5.14757379,5.90760662,0.02856136,0.81380288,1.39914108,0.78694592,0.05765376,2.73408270,1.55813863,1.23568698
-5.14157079,5.56319766,0.02722409,0.77000567,1.29421516,0.74730813,0.05481892,2.57668329,1.46876765,1.15935801
-5.13556778,5.23160388,0.02579424,0.73007294,1.19319634,0.70786872,0.05178316,2.42264644,1.38979379,1.08660627
-5.12956478,4.91613677,0.02429408,0.69443379,1.09665895,0.66915470,0.04859696,2.27353667,1.32196275,1.01808267
-5.12356178,4.61990093,0.02274635,0.66348042,1.00509419,0.63168062,0.04531109,2.13084176,1.26594486,0.95437993
-5.11755878,4.34573903,0.02117365,0.63756471,0.91890728,0.59593580,0.04197527,1.99594093,1.22232004,0.89602679
-5.11155578,4.09618085,0.01959786,0.61699419,0.83841654,0.56237226,0.03863692,1.87007590,1.19156197,0.84348297
-5.10555278,3.87339763,0.01803962,0.60202742,0.76385444,0.53139389,0.03534009,1.75432581,1.17402175,0.79713476
-5.09954977,3.67916291,0.01651785,0.59286895,0.69537032,0.50334708,0.03212464,1.64958675,1.16991164,0.75729121
-5.09354677,3.51482115,0.01504944,0.58966382,0.63303473,0.47851330,0.02902548,1.55655660,1.17928950,0.72418113
-5.08754377,3.38126531,0.01364899,0.59249214,0.57684507,0.45710367,0.02607218,1.47572566,1.20204499,0.69795098
-5.08154077,3.27892444,0.01232858,0.60136407,0.52673252,0.43925585,0.02328871,1.40737344,1.23788810,0.67866370
-5.07553777,3.20776229,0.01109780,0.61621560,0.48256991,0.42503325,0.02069341,1.35157162,1.28634137,0.66629890
-5.06953477,3.16728755,0.00996369,0.63690582,0.44418050,0.41442652,0.01829913,1.30819328,1.34673661,0.66075453
-5.06353177,3.15657641,0.00893088,0.66321611,0.41134742,0.40735736,0.01611355,1.27692790,1.41821709,0.66185021
-5.05752876,3.17430738,0.00800176,0.69485169,0.38382362,0.40368435,0.01413962,1.25730200,1.49974596,0.66933262
-5.05152576,3.21880826,0.00717668,0.73144608,0.36134213,0.40321070,0.01237609,1.24870440,1.59012155,0.68288284
-5.04552276,3.28811443,0.00645428,0.77256856,0.34362641,0.40569360,0.01081813,1.25041570,1.68799976,0.70212583
-5.03951976,3.38003728,0.00583172,0.81773483,0.33040060,0.41085474,0.00945795,1.26164065,1.79192337,0.72664205
-5.03351676,3.49224096,0.00530502,0.86642069,0.32139935,0.41839183,0.00828545,1.28154256,1.90035791,0.75598088
-5.02751376,3.62232507,0.00486937,0.91807846,0.31637706,0.42799050,0.00728887,1.30927842,2.01173307,0.78967558
-5.02151076,3.76791059,0.00451944,0.97215551,0.31511610,0.43933625,0.00645537,1.34403347,2.12448832,0.82725937
-5.01550775,3.92672548,0.00424965,1.02811413,0.31743382,0.45212600,0.00577157,1.38505387,2.23712089,0.86828191
-5.00950475,4.09668661,0.00405439,1.08545181,0.32318800,0.46607882,0.00522401,1.43167612,2.34823418,0.91232555
-5.00350175,4.27597395,0.00392827,1.14372076,0.33228049,0.48094531,0.00479958,1.48335193,2.45658414,0.95902042
-4.99749875,4.46309329,0.00386628,1.20254554,0.34465867,0.49651547,0.00448581,1.53966746,2.56112123,1.00805762
-4.99149575,4.65692378,0.00386387,1.26163747,0.36031472,0.51262441,0.00427112,1.60035563,2.66102547,1.05919952
-4.98549275,4.85674706,0.00391711,1.32080481,0.37928238,0.52915600,0.00414504,1.66530105,2.75573239,1.11228645
-4.97948974,5.06225535,0.00402265,1.37995767,0.40163125,0.54604394,0.00409823,1.73453669,2.84494794,1.16723905
-4.97348674,5.27353671,0.00417774,1.43910673,0.42745869,0.56327042,0.00412261,1.80823229,2.92865082,1.22405576
-4.96748374,5.49103677,0.00438018,1.49835562,0.45687941,0.58086217,0.00421130,1.88667452,3.00708148,1.28280510
-4.96148074,5.71549745,0.00462824,1.55788658,0.49001310,0.59888423,0.00435860,1.97023952,3.08071751,1.34361286
-4.95547774,5.94787417,0.00492056,1.61793974,0.52697058,0.61743158,0.00455991,2.05935854,3.15023616,1.40664428
-4.94947474,6.18923484,0.00525602,1.67878690,0.56783873,0.63661886,0.00481159,2.15447824,3.21646520,1.47208190
-4.94347174,6.44064459,0.00563360,1.74070075,0.61266519,0.65656894,0.00511093,2.25601703,3.28032431,1.54010006
-4.93746873,6.70304170,0.00605225,1.80392107,0.66144311,0.67740052,0.00545595,2.36431952,3.34275976,1.61083701
-4.93146573,6.97711086,0.00651074,1.86861974,0.71409704,0.69921558,0.00584535,2.47961114,3.40467561,1.68436619
-4.92546273,7.26316030,0.00700756,1.93486644,0.77047044,0.72208723,0.00627840,2.60195526,3.46686502,1.76066828
-4.91945973,7.56100995,0.00754081,2.00259733,0.83031564,0.74604860,0.00675485,2.73121496,3.52994553,1.83960554
-4.91345673,7.86989716,0.00810815,2.07158852,0.89328683,0.77108330,0.00727488,2.86702170,3.59430185,1.92090022
-4.90745373,8.18840619,0.00870670,2.14143645,0.95893662,0.79711812,0.00783905,3.00875270,3.66003973,2.00411849
-4.90145073,8.51442658,0.00933310,2.21154663,1.02671657,0.82401832,0.00844833,3.15551868,3.72695352,2.08866131
-4.89544772,8.84514430,0.00998346,2.28113215,1.09598178,0.85158577,0.00910403,3.30616298,3.79450987,2.17376313
-4.88944472,9.17706779,0.01065347,2.34922240,1.16599973,0.87956031,0.00980786,3.45927267,3.86184857,2.25849915
-4.88344172,9.50608931,0.01133844,2.41468245,1.23596299,0.90762421,0.01056193,3.61320166,3.92780127,2.34180136
-4.87743872,9.82758017,0.01203341,2.47624241,1.30500554,0.93540955,0.01136876,3.76610519,3.99092708,2.42248286
-4.87143572,10.13651635,0.01273326,2.53253588,1.37222209,0.96250836,0.01223129,3.91598441,4.04956377,2.49927001
-4.86543272,10.42762941,0.01343283,2.58214575,1.43668968,0.98848504,0.01315284,4.06073947,4.10189200,2.57084085
-4.85942971,10.69557617,0.01412702,2.62365550,1.49749076,1.01289039,0.01413710,4.19822881,4.14600939,2.63586841
-4.85342671,10.93511943,0.01481091,2.65570331,1.55373675,1.03527673,0.01518797,4.32633213,4.18001070,2.69306688
-4.84742371,11.14131133,0.01547986,2.67703657,1.60459137,1.05521334,0.01630953,4.44301440,4.20207017,2.74123849
-4.84142071,11.30967078,0.01612956,2.68656398,1.64929254,1.07230155,0.01750581,4.54638811,4.21052167,2.77931891
-4.83541771,11.43634668,0.01675606,2.68340262,1.68717235,1.08618867,0.01878059,4.63477107,4.20393286,2.80641901
-4.82941471,11.51825934,0.01735581,2.66691762,1.71767411,1.09658028,0.02013721,4.70673733,4.18116962,2.82186090
-4.82341171,11.55321383,0.01792565,2.63675256,1.74036613,1.10325030,0.02157824,4.76115929,4.14144783,2.82520662
-4.81740870,11.53998034,0.01846276,2.59284889,1.75495168,1.10604836,0.02310526,4.79723929,4.08437005,2.81627817
-4.81140570,11.47833846,0.01896460,2.53545372,1.76127498,1.10490434,0.02471855,4.81452985,4.00994587,2.79516778
-4.80540270,11.36908432,0.01942886,2.46511559,1.75932320,1.09982990,0.02641684,4.81294187,3.91859528,2.76223836
-4.79939970,11.21400101,0.01985339,2.38266850,1.74922447,1.09091707,0.02819708,4.79274117,3.81113537,2.71811401
-4.79339670,11.01579506,0.02023612,2.28920528,1.73124233,1.07833410,0.03005424,4.75453393,3.68875174,2.66366124
-4.78739370,10.77800258,0.02057503,2.18604172,1.70576680,1.06231888,0.03198120,4.69924212,3.55295636,2.59996201
-4.78139070,10.50487068,0.02086808,2.07467329,1.67330275,1.04317039,0.03396868,4.62807052,3.40553453,2.52827991
-4.77538769,10.20122000,0.02111322,1.95672670,1.63445591,1.02123852,0.03600525,4.54246700,3.24848371,2.45002110
-4.76938469,9.87229504,0.02130839,1.83390854,1.58991721,0.99691298,0.03807745,4.44407806,3.08394758,2.36669195
-4.76338169,9.52360907,0.02145156,1.70795352,1.54044592,0.97061164,0.04016993,4.33470150,2.91414813,2.27985509
-4.75737869,9.16078994,0.02154080,1.58057437,1.48685221,0.94276887,0.04226566,4.21623815,2.74131924,2.19108572
-4.75137569,8.78943265,0.02157438,1.45341550,1.42997954,0.91382430,0.04434629,4.09064430,2.56764401,2.10192992
-4.74537269,8.41496382,0.02155085,1.32801221,1.37068743,0.88421240,0.04639243,3.95988650,2.39519856,2.01386630
-4.73936968,8.04252188,0.02146917,1.20575654,1.30983498,0.85435308,0.04838403,3.82589974,2.22590373,1.92827216
-4.73336668,7.67685599,0.02132883,1.08787084,1.24826545,0.82464367,0.05030075,3.69055017,2.06148623,1.84639512
-4.72736368,7.32224555,0.02112994,0.97538935,1.18679226,0.79545217,0.05212234,3.55560297,1.90344974,1.76933064
-4.72136068,6.98244086,0.02087339,0.86914796,1.12618661,0.76711209,0.05382902,3.42269572,1.75305614,1.69800573
-4.71535768,6.66062477,0.02056085,0.76978152,1.06716692,0.73991861,0.05540179,3.29331757,1.61131667,1.63316873
-4.70935468,6.35939441,0.02019486,0.67772835,1.01039016,0.71412619,0.05682277,3.16879418,1.47899211,1.57538493
-4.70335168,6.08076111,0.01977888,0.59324069,0.95644528,0.68994740,0.05807545,3.05027818,1.35660107,1.52503747
-4.69734867,5.82616656,0.01931723,0.51640017,0.90584858,0.66755290,0.05914497,2.93874503,1.24443507,1.48233294
-4.69134567,5.59651273,0.01881506,0.44713701,0.85904113,0.64707247,0.06001834,2.83499368,1.14257890,1.44731086
-4.68534267,5.39220298,0.01827832,0.38525178,0.81638811,0.62859689,0.06068464,2.73965185,1.05093510,1.41985637
-4.67933967,5.21319183,0.01771360,0.33043840,0.77817982,0.61218062,0.06113523,2.65318517,0.96925071,1.39971528
-4.67333667,5.05904089,0.01712806,0.28230756,0.74463435,0.59784511,0.06136394,2.57590979,0.89714542,1.38651088
-4.66733367,4.92897859,0.01652930,0.24040927,0.71590139,0.58558266,0.06136727,2.50800771,0.83413959,1.37976165
-4.66133067,4.82196162,0.01592515,0.20425411,0.69206718,0.57536070,0.06114455,2.44954433,0.77968124,1.37889953
-4.65532766,4.73673606,0.01532360,0.17333234,0.67316002,0.56712636,0.06069818,2.40048725,0.73317132,1.38328813
-4.64932466,4.67189643,0.01473260,0.14713062,0.65915611,0.56081126,0.06003379,2.36072575,0.69398632,1.39224048
-4.64332166,4.62594124,0.01415995,0.12514597,0.64998542,0.55633627,0.05916038,2.33008998,0.66149809,1.40503617
