energy_ev,total_up,Ge_p_up,Ge_d_up,Se_s_up,Se_p_up,W_p_up,W_d_up
-5.80190095,1.86954295,0.53437465,0.00000000,0.01802050,0.45890239,1.73285817,0.71847850
-5.79589795,1.96303271,0.57300710,0.00000000,0.01880763,0.47223387,1.82575126,0.76101922
-5.78989495,2.05836020,0.61220117,0.00000000,0.01960711,0.48650667,1.91791450,0.80458025
-5.78389195,2.15453166,0.65165879,0.00000000,0.02041365,0.50154589,2.00824142,0.84877054
-5.77788894,2.25049357,0.69106129,0.00000000,0.02122202,0.51715372,2.09558583,0.89317675
-5.77188594,2.34515783,0.73007415,0.00000000,0.02202722,0.53311624,2.17878897,0.93737120
-5.76588294,2.43742756,0.76835214,0.00000000,0.02282472,0.54921067,2.25670794,0.98091989
-5.75987994,2.52622280,0.80554483,0.00000000,0.02361063,0.56521260,2.32824441,1.02339031
-5.75387694,2.61050504,0.84130225,0.00000000,0.02438181,0.58090292,2.39237253,1.06435888
-5.74787394,2.68929991,0.87528055,0.00000000,0.02513600,0.59607420,2.44816520,1.10341777
-5.74187094,2.76171718,0.90714768,0.00000000,0.02587182,0.61053614,2.49481755,1.14018113
-5.73586793,2.82696765,0.93658883,0.00000000,0.02658873,0.62412010,2.53166705,1.17429038
-5.72986493,2.88437648,0.96331160,0.00000000,0.02728699,0.63668232,2.55820952,1.20541885
-5.72386193,2.93339266,0.98705082,0.00000000,0.02796745,0.64810593,2.57411047,1.23327542
-5.71785893,2.97359472,1.00757282,0.00000000,0.02863141,0.65830165,2.57921151,1.25760749
-5.71185593,3.00469266,1.02467930,0.00000000,0.02928035,0.66720727,2.57353183,1.27820318
-5.70585293,3.02652637,1.03821047,0.00000000,0.02991570,0.67478606,2.55726456,1.29489287
-5.69984992,3.03906103,1.04804766,0.00000000,0.03053855,0.68102417,2.53076849,1.30755014
-5.69384692,3.04237985,1.05411519,0.00000000,0.03114941,0.68592737,2.49455550,1.31609232
-5.68784392,3.03667476,1.05638155,0.00000000,0.03174796,0.68951738,2.44927416,1.32048057
-5.68184092,3.02223569,1.05485992,0.00000000,0.03233289,0.69182789,2.39569031,1.32071972
-5.67583792,2.99943903,1.04960797,0.00000000,0.03290171,0.69290081,2.33466528,1.31685783
-5.66983492,2.96873583,1.04072699,0.00000000,0.03345071,0.69278277,2.26713263,1.30898569
-5.66383192,2.93064042,1.02836044,0.00000000,0.03397496,0.69152222,2.19407419,1.29723605
-5.65782891,2.88571981,1.01269185,0.00000000,0.03446837,0.68916734,2.11649628,1.28178287
-5.65182591,2.83458436,0.99394238,0.00000000,0.03492390,0.68576485,2.03540688,1.26284044
-5.64582291,2.77788000,0.97236786,0.00000000,0.03533374,0.68135975,1.95179443,1.24066242
-5.63981991,2.71628218,0.94825557,0.00000000,0.03568970,0.67599620,1.86660903,1.21554079
-5.63381691,2.65049159,0.92192083,0.00000000,0.03598352,0.66971918,1.78074633,1.18780462
-5.62781391,2.58123166,0.89370347,0.00000000,0.03620731,0.66257716,1.69503470,1.15781876
-5.62181091,2.50924744,0.86396423,0.00000000,0.03635399,0.65462532,1.61022582,1.12598213
-5.61580790,2.43530586,0.83308129,0.00000000,0.03641774,0.64592923,1.52698876,1.09272581
-5.60980490,2.36019657,0.80144683,0.00000000,0.03639441,0.63656871,1.44590754,1.05851068
-5.60380190,2.28473329,0.76946369,0.00000000,0.03628190,0.62664155,1.36748195,1.02382453
-5.59779890,2.20975467,0.73754220,0.00000000,0.03608049,0.61626677,1.29213120,0.98917861
-5.59179590,2.13612454,0.70609709,0.00000000,0.03579305,0.60558723,1.22020010,0.95510341
-5.58579290,2.06473055,0.67554441,0.00000000,0.03542520,0.59477121,1.15196712,0.92214375
-5.57978989,1.99648108,0.64629842,0.00000000,0.03498535,0.58401268,1.08765371,0.89085289
-5.57378689,1.93229970,0.61876842,0.00000000,0.03448456,0.57353036,1.02743431,0.86178585
-5.56778389,1.87311699,0.59335529,0.00000000,0.03393637,0.56356508,0.97144642,0.83549176
-5.56178089,1.81985956,0.57044786,0.00000000,0.03335648,0.55437574,0.91980009,0.81250535
-5.55577789,1.77343619,0.55041879,0.00000000,0.03276228,0.54623369,0.87258629,0.79333774
-5.54977489,1.73472141,0.53362021,0.00000000,0.03217241,0.53941585,0.82988382,0.77846654
-5.54377189,1.70453671,0.52037889,0.00000000,0.03160609,0.53419658,0.79176431,0.76832560
-5.53776888,1.68363013,0.51099104,0.00000000,0.03108254,0.53083878,0.75829529,0.76329467
-5.53176588,1.67265477,0.50571692,0.00000000,0.03062028,0.52958449,0.72954103,0.76368921
-5.52576288,1.67214732,0.50477521,0.00000000,0.03023652,0.53064532,0.70556151,0.76975080
-5.51975988,1.68250728,0.50833751,0.00000000,0.02994653,0.53419332,0.68640942,0.78163859
-5.51375688,1.70397822,0.51652299,0.00000000,0.02976304,0.54035250,0.67212582,0.79942199
-5.50775388,1.73663177,0.52939360,0.00000000,0.02969581,0.54919169,0.66273452,0.82307525
-5.50175088,1.78035555,0.54694988,0.00000000,0.02975124,0.56071890,0.65823594,0.85247409
-5.49574787,1.83484575,0.56912791,0.00000000,0.02993210,0.57487763,0.65860067,0.88739470
-5.48974487,1.89960508,0.59579726,0.00000000,0.03023744,0.59154546,0.66376343,0.92751540
-5.48374187,1.97394641,0.62676051,0.00000000,0.03066258,0.61053488,0.67361777,0.97242095
-5.47773887,2.05700250,0.66175417,0.00000000,0.03119928,0.63159668,0.68801183,1.02160956
-5.47173587,2.14774148,0.70045130,0.00000000,0.03183602,0.65442560,0.70674572,1.07450247
-5.46573287,2.24498781,0.74246575,0.00000000,0.03255844,0.67866823,0.72957051,1.13045577
-5.45972986,2.34744810,0.78735795,0.00000000,0.03334980,0.70393286,0.75618900,1.18877417
-5.45372686,2.45374066,0.83464216,0.00000000,0.03419160,0.72980072,0.78625838,1.24872620
-5.44772386,2.56242789,0.88379497,0.00000000,0.03506422,0.75583841,0.81939456,1.30956031
-5.44172086,2.67205001,0.93426477,0.00000000,0.03594761,0.78161077,0.85517797,1.37052123
-5.43571786,2.78115890,0.98548186,0.00000000,0.03682193,0.80669368,0.89316065,1.43086600
-5.42971486,2.88835064,1.03686897,0.00000000,0.03766818,0.83068628,0.93287413,1.48987917
-5.42371186,2.99229541,1.08785171,0.00000000,0.03846882,0.85322193,0.97383783,1.54688644
-5.41770885,3.09176364,1.13786870,0.00000000,0.03920824,0.87397763,1.01556749,1.60126644
-5.41170585,3.18564751,1.18638108,0.00000000,0.03987312,0.89268126,1.05758329,1.65246021
-5.40570285,3.27297704,1.23288113,0.00000000,0.04045276,0.90911655,1.09941729,1.69997827
-5.39969985,3.35293045,1.27689973,0.00000000,0.04093919,0.92312547,1.14061983,1.74340507
-5.39369685,3.42483878,1.31801261,0.00000000,0.04132721,0.93460817,1.18076474,1.78240092
-5.38769385,3.48818490,1.35584527,0.00000000,0.04161426,0.94352045,1.21945318,1.81670159
-5.38169085,3.54259762,1.39007654,0.00000000,0.04180025,0.94986903,1.25631611,1.84611591
-5.37568784,3.58784150,1.42044085,0.00000000,0.04188723,0.95370508,1.29101536,1.87052164
-5.36968484,3.62380351,1.44672923,0.00000000,0.04187899,0.95511630,1.32324356,1.88986008
-5.36368184,3.65047743,1.46878931,0.00000000,0.04178067,0.95421820,1.35272306,1.90412985
-5.35767884,3.66794724,1.48652422,0.00000000,0.04159831,0.95114506,1.37920418,1.91338040
-5.35167584,3.67637058,1.49989073,0.00000000,0.04133838,0.94604111,1.40246309,1.91770535
-5.34567284,3.67596308,1.50889676,0.00000000,0.04100737,0.93905242,1.42229966,1.91723628
-5.33966983,3.66698469,1.51359819,0.00000000,0.04061148,0.93032003,1.43853558,1.91213709
-5.33366683,3.64972819,1.51409535,0.00000000,0.04015626,0.91997449,1.45101309,1.90259902
-5.32766383,3.62451074,1.51052902,0.00000000,0.03964648,0.90813227,1.45959443,1.88883649
-5.32166083,3.59166810,1.50307623,0.00000000,0.03908598,0.89489387,1.46416234,1.87108373
-5.31565783,3.55155186,1.49194564,0.00000000,0.03847767,0.88034396,1.46462141,1.84959197
-5.30965483,3.50452901,1.47737285,0.00000000,0.03782363,0.86455307,1.46090051,1.82462722
-5.30365183,3.45098362,1.45961534,0.00000000,0.03712526,0.84758085,1.45295595,1.79646829
-5.29764882,3.39131992,1.43894739,0.00000000,0.03638355,0.82948052,1.44077524,1.76540499
-5.29164582,3.32596607,1.41565477,0.00000000,0.03559930,0.81030397,1.42438125,1.73173621
-5.28564282,3.25537806,1.39002946,0.00000000,0.03477351,0.79010738,1.40383625,1.69576783
-5.27963982,3.18004309,1.36236441,0.00000000,0.03390767,0.76895668,1.37924563,1.65781034
-5.27363682,3.10048181,1.33294845,0.00000000,0.03300407,0.74693259,1.35076098,1.61817610
-5.26763382,3.01724905,1.30206150,0.00000000,0.03206610,0.72413481,1.31858203,1.57717631
-5.26163082,2.93093289,1.26997031,0.00000000,0.03109846,0.70068520,1.28295744,1.53511771
-5.25562781,2.84215167,1.23692470,0.00000000,0.03010732,0.67672951,1.24418404,1.49229927
-5.24962481,2.75154930,1.20315458,0.00000000,0.02910041,0.65243779,1.20260453,1.44900877
-5.24362181,2.65978881,1.16886789,0.00000000,0.02808699,0.62800324,1.15860366,1.40551973
-5.23761881,2.56754443,1.13424933,0.00000000,0.02707780,0.60363966,1.11260286,1.36208867
-5.23161581,2.47549269,1.09946024,0.00000000,0.02608484,0.57957758,1.06505351,1.31895287
-5.22561281,2.38430271,1.06463931,0.00000000,0.02512112,0.55605930,1.01642927,1.27632878
-5.21960980,2.29462630,1.02990425,0.00000000,0.02420034,0.53333301,0.96721740,1.23441107
-5.21360680,2.20708801,0.99535425,0.00000000,0.02333652,0.51164635,0.91790978,1.19337242
-5.20760380,2.12227573,0.96107301,0.00000000,0.02254357,0.49123954,0.86899366,1.15336388
-5.20160080,2.04073184,0.92713222,0.00000000,0.02183483,0.47233866,0.82094263,1.11451575
-5.19559780,1.96294534,0.89359519,0.00000000,0.02122263,0.45514896,0.77420806,1.07693891
-5.18959480,1.88934503,0.86052043,0.00000000,0.02071787,0.43984885,0.72921131,1.04072632
-5.18359180,1.82029379,0.82796491,0.00000000,0.02032964,0.42658454,0.68633688,1.00595462
-5.17758879,1.75608420,0.79598689,0.00000000,0.02006480,0.41546557,0.64592662,0.97268560
-5.17158579,1.69693527,0.76464796,0.00000000,0.01992779,0.40656151,0.60827526,0.94096753
-5.16558279,1.64299060,0.73401439,0.00000000,0.01992033,0.39989977,0.57362711,0.91083613
-5.15957979,1.59431778,0.70415759,0.00000000,0.02004138,0.39546465,0.54217414,0.88231521
-5.15357679,1.55090916,0.67515373,0.00000000,0.02028705,0.39319779,0.51405516,0.85541709
-5.14757379,1.51268404,0.64708259,0.00000000,0.02065072,0.39299979,0.48935628,0.83014263
-5.14157079,1.47949221,0.62002575,0.00000000,0.02112317,0.39473309,0.46811238,0.80648121
-5.13556778,1.45111909,0.59406426,0.00000000,0.02169284,0.39822601,0.45030953,0.78441070
-5.12956478,1.42729219,0.56927610,0.00000000,0.02234618,0.40327783,0.43588832,0.76389755
-5.12356178,1.40768910,0.54573342,0.00000000,0.02306802,0.40966469,0.42474778,0.74489715
-5.11755878,1.39194677,0.52350001,0.00000000,0.02384207,0.41714622,0.41675005,0.72735466
-5.11155578,1.37967195,0.50262901,0.00000000,0.02465137,0.42547259,0.41172532,0.71120624
-5.10555278,1.37045264,0.48316104,0.00000000,0.02547879,0.43439180,0.40947731,0.69638091
-5.09954977,1.36387008,0.46512301,0.00000000,0.02630757,0.44365700,0.40978882,0.68280288
-5.09354677,1.35951110,0.44852748,0.00000000,0.02712175,0.45303350,0.41242745,0.67039437
-5.08754377,1.35698024,0.43337264,0.00000000,0.02790660,0.46230529,0.41715127,0.65907870
-5.08154077,1.35591133,0.41964304,0.00000000,0.02864900,0.47128078,0.42371445,0.64878367
-5.07553777,1.35597800,0.40731077,0.00000000,0.02933770,0.47979771,0.43187257,0.63944485
-5.06953477,1.35690269,0.39633715,0.00000000,0.02996355,0.48772686,0.44138766,0.63100871
-5.06353177,1.35846388,0.38667471,0.00000000,0.03051959,0.49497460,0.45203281,0.62343532
-5.05752876,1.36050114,0.37826947,0.00000000,0.03100107,0.50148420,0.46359630,0.61670049
-5.05152576,1.36291785,0.37106316,0.00000000,0.03140540,0.50723576,0.47588519,0.61079719
-5.04552276,1.36568143,0.36499547,0.00000000,0.03173199,0.51224499,0.48872817,0.60573602
-5.03951976,1.36882119,0.36000611,0.00000000,0.03198207,0.51656078,0.50197785,0.60154490
-5.03351676,1.37242369,0.35603653,0.00000000,0.03215841,0.52026174,0.51551227,0.59826769
-5.02751376,1.37662599,0.35303139,0.00000000,0.03226506,0.52345183,0.52923555,0.59596197
-5.02151076,1.38160695,0.35093953,0.00000000,0.03230702,0.52625536,0.54307785,0.59469591
-5.01550775,1.38757682,0.34971452,0.00000000,0.03228997,0.52881139,0.55699442,0.59454440
-5.00950475,1.39476560,0.34931479,0.00000000,0.03221997,0.53126786,0.57096384,0.59558458
-5.00350175,1.40341043,0.34970322,0.00000000,0.03210320,0.53377554,0.58498535,0.59789086
-4.99749875,1.41374249,0.35084636,0.00000000,0.03194574,0.53648204,0.59907549,0.60152968
-4.99149575,1.42597365,0.35271320,0.00000000,0.03175341,0.53952602,0.61326382,0.60655410
-4.98549275,1.44028342,0.35527359,0.00000000,0.03153161,0.54303168,0.62758811,0.61299858
-4.97948974,1.45680654,0.35849640,0.00000000,0.03128525,0.54710377,0.64208891,0.62087391
-4.97348674,1.47562157,0.36234739,0.00000000,0.03101866,0.55182321,0.65680369,0.63016273
-4.96748374,1.49674098,0.36678714,0.00000000,0.03073563,0.55724335,0.67176097,0.64081566
-4.96148074,1.52010301,0.37176883,0.00000000,0.03043937,0.56338705,0.68697437,0.65274842
-4.95547774,1.54556590,0.37723629,0.00000000,0.03013258,0.57024475,0.70243714,0.66583988
-4.94947474,1.57290466,0.38312229,0.00000000,0.02981750,0.57777344,0.71811733,0.67993153
-4.94347174,1.60181088,0.38934733,0.00000000,0.02949597,0.58589676,0.73395397,0.69482825
-4.93746873,1.63189575,0.39581894,0.00000000,0.02916954,0.59450628,0.74985457,0.71030058
-4.93146573,1.66269658,0.40243173,0.00000000,0.02883952,0.60346389,0.76569412,0.72608863
-4.92546273,1.69368669,0.40906827,0.00000000,0.02850711,0.61260544,0.78131589,0.74190747
-4.91945973,1.72428882,0.41560072,0.00000000,0.02817351,0.62174551,0.79653412,0.75745406
-4.91345673,1.75389153,0.42189344,0.00000000,0.02784000,0.63068320,0.81113853,0.77241541
-4.90745373,1.78186829,0.42780637,0.00000000,0.02750805,0.63920887,0.82490072,0.78647794
-4.90145073,1.80759863,0.43319909,0.00000000,0.02717948,0.64711148,0.83758209,0.79933743
-4.89544772,1.83049036,0.43793558,0.00000000,0.02685649,0.65418645,0.84894304,0.81070943
-4.88944472,1.85000214,0.44188915,0.00000000,0.02654183,0.66024359,0.85875306,0.82033952
-4.88344172,1.86566522,0.44494763,0.00000000,0.02623884,0.66511475,0.86680106,0.82801304
-4.87743872,1.87710323,0.44701832,0.00000000,0.02595149,0.66866097,0.87290558,0.83356364
-4.87143572,1.88404912,0.44803248,0.00000000,0.02568446,0.67077863,0.87692417,0.83688044
-4.86543272,1.88635822,0.44794907,0.00000000,0.02544308,0.67140431,0.87876144,0.83791316
-4.85942971,1.88401656,0.44675753,0.00000000,0.02523328,0.67051820,0.87837535,0.83667499
-4.85342671,1.87714404,0.44447934,0.00000000,0.02506149,0.66814568,0.87578122,0.83324304
-4.84742371,1.86599196,0.44116818,0.00000000,0.02493448,0.66435706,0.87105332,0.82775615
-4.84142071,1.85093515,0.43690877,0.00000000,0.02485915,0.65926547,0.86432382,0.82041025
-4.83541771,1.83245874,0.43181420,0.00000000,0.02484226,0.65302292,0.85577918,0.81145125
-4.82941471,1.81114029,0.42602199,0.00000000,0.02489017,0.64581472,0.84565413,0.80116608
-4.82341171,1.78762819,0.41968900,0.00000000,0.02500851,0.63785253,0.83422347,0.78987190
-4.81740870,1.76261719,0.41298539,0.00000000,0.02520185,0.62936645,0.82179228,0.77790437
-4.81140570,1.73682242,0.40608805,0.00000000,0.02547342,0.62059639,0.80868491,0.76560528
-4.80540270,1.71095302,0.39917360,0.00000000,0.02582482,0.61178322,0.79523330,0.75331022
-4.79939970,1.68568671,0.39241159,0.00000000,0.02625572,0.60316013,0.78176534,0.74133682
-4.79339670,1.66164635,0.38595798,0.00000000,0.02676376,0.59494449,0.76859365,0.72997418
-4.78739370,1.63937954,0.37994935,0.00000000,0.02734437,0.58733069,0.75600536,0.71947371
-4.78139070,1.61934204,0.37449808,0.00000000,0.02799078,0.58048404,0.74425330,0.71004192
-4.77538769,1.60188539,0.36968868,0.00000000,0.02869404,0.57453612,0.73354879,0.70183533
-4.76938469,1.58724932,0.36557537,0.00000000,0.02944319,0.56958155,0.72405636,0.69495750
-4.76338169,1.57555858,0.36218109,0.00000000,0.03022547,0.56567627,0.71589038,0.68945831
-4.75737869,1.56682434,0.35949776,0.00000000,0.03102665,0.56283731,0.70911354,0.68533522
-4.75137569,1.56094949,0.35748784,0.00000000,0.03183134,0.56104382,0.70373718,0.68253647
-4.74537269,1.55773742,0.35608701,0.00000000,0.03262346,0.56023939,0.69972309,0.68096574
-4.73936968,1.55690362,0.35520772,0.00000000,0.03338667,0.56033532,0.69698680,0.68048810
-4.73336668,1.55808944,0.35474347,0.00000000,0.03410480,0.56121471,0.69540178,0.68093688
-4.72736368,1.56087721,0.35457360,0.00000000,0.03476237,0.56273715,0.69480466,0.68212106
-4.72136068,1.56480626,0.35456824,0.00000000,0.03534495,0.56474390,0.69500096,0.68383296
-4.71535768,1.56938925,0.35459336,0.00000000,0.03583962,0.56706327,0.69577125,0.68585592
-4.70935468,1.57412833,0.35451558,0.00000000,0.03623529,0.56951626,0.69687761,0.68797169
-4.70335168,1.57853073,0.35420669,0.00000000,0.03652301,0.57192214,0.69807026,0.68996755
-4.69734867,1.58212376,0.35354766,0.00000000,0.03669619,0.57410416,0.69909417,0.69164275
-4.69134567,1.58446870,0.35243217,0.00000000,0.03675075,0.57589503,0.69969578,0.69281441
-4.68534267,1.58517377,0.35076945,0.00000000,0.03668524,0.57714234,0.69962961,0.69332277
-4.67933967,1.58390574,0.34848655,0.00000000,0.03650083,0.57771381,0.69866485,0.69303562
-4.67333667,1.58040038,0.34552995,0.00000000,0.03620129,0.57750217,0.69659166,0.69185203
-4.66733367,1.57447126,0.34186661,0.00000000,0.03579290,0.57642968,0.69322736,0.68970526
-4.66133067,1.56601698,0.33748437,0.00000000,0.03528427,0.57445219,0.68842205,0.68656477
-4.65532766,1.55502639,0.33239190,0.00000000,0.03468613,0.57156242,0.68206382,0.68243731
-4.64932466,1.54158167,0.32661810,0.00000000,0.03401109,0.56779252,0.67408313,0.67736699
-4.64332166,1.52585887,0.32021103,0.00000000,0.03327333,0.56321549,0.66445622,0.67143434
-4.63731866,1.50812577,0.31323648,0.00000000,0.03248829,0.55794550,0.65320745,0.66475412
-4.63131566,1.48873671,0.30577607,0.00000000,0.03167231,0.55213682,0.64041017,0.65747205
-4.62531266,1.46812437,0.29792505,0.00000000,0.03084223,0.54598127,0.62618623,0.64976033
-4.61930965,1.44678846,0.28978972,0.00000000,0.03001501,0.53970415,0.61070374,0.64181204
-4.61330665,1.42528134,0.28148461,0.00000000,0.02920734,0.53355865,0.59417336,0.63383456
-4.60730365,1.40419110,0.27312948,0.00000000,0.02843524,0.52781874,0.57684280,0.62604210
-4.60130065,1.38412225,0.26484599,0.00000000,0.02771366,0.52277087,0.55899004,0.61864766
-4.59529765,1.36567493,0.25675452,0.00000000,0.02705613,0.51870444,0.54091510,0.61185471
-4.58929465,1.34942318,0.24897081,0.00000000,0.02647446,0.51590161,0.52293098,0.60584883
-4.58329165,1.33589326,0.24160280,0.00000000,0.02597844,0.51462669,0.50535375,0.60078980
-4.57728864,1.32554283,0.23474771,0.00000000,0.02557565,0.51511550,0.48849257,0.59680444
-4.57128564,1.31874206,0.22848938,0.00000000,0.02527129,0.51756525,0.47263964,0.59398062
-4.56528264,1.31575748,0.22289615,0.00000000,0.02506810,0.52212530,0.45806083,0.59236268
-4.55927964,1.31673936,0.21801920,0.00000000,0.02496640,0.52888928,0.44498717,0.59194863
-4.55327664,1.32171336,0.21389158,0.00000000,0.02496414,0.53788888,0.43360762,0.59268925
-4.54727364,1.33057687,0.21052785,0.00000000,0.02505703,0.54908984,0.42406344,0.59448927
-4.54127064,1.34310039,0.20792445,0.00000000,0.02523885,0.56239011,0.41644435,0.59721052
-4.53526763,1.35893388,0.20606081,0.00000000,0.02550162,0.57762060,0.41078661,0.60067705
-4.52926463,1.37761800,0.20490107,0.00000000,0.02583601,0.59454840,0.40707309,0.60468200
-4.52326163,1.39859984,0.20439640,0.00000000,0.02623168,0.61288249,0.40523533,0.60899595
-4.51725863,1.42125240,0.20448781,0.00000000,0.02667761,0.63228179,0.40515740,0.61337627
-4.51125563,1.44489717,0.20510936,0.00000000,0.02716255,0.65236526,0.40668140,0.61757734
-4.50525263,1.46882894,0.20619152,0.00000000,0.02767531,0.67272372,0.40961443,0.62136087
-4.49924962,1.49234158,0.20766461,0.00000000,0.02820513,0.69293300,0.41373655,0.62450611
-4.49324662,1.51475417,0.20946218,0.00000000,0.02874197,0.71256784,0.41880956,0.62681945
-4.48724362,1.53543607,0.21152401,0.00000000,0.02927676,0.73121618,0.42458612,0.62814296
-4.48124062,1.55383022,0.21379878,0.00000000,0.02980159,0.74849318,0.43081896,0.62836155
-4.47523762,1.56947370,0.21624611,0.00000000,0.03030986,0.76405455,0.43726969,0.62740861
-4.46923462,1.58201482,0.21883799,0.00000000,0.03079639,0.77760860,0.44371708,0.62526960
-4.46323162,1.59122619,0.22155941,0.00000000,0.03125745,0.78892667,0.44996431,0.62198387
-4.45722861,1.59701325,0.22440828,0.00000000,0.03169079,0.79785151,0.45584510,0.61764434
-4.45122561,1.59941814,0.22739448,0.00000000,0.03209563,0.80430324,0.46122846,0.61239525
-4.44522261,1.59861868,0.23053829,0.00000000,0.03247257,0.80828276,0.46602196,0.60642804
-4.43921961,1.59492271,0.23386802,0.00000000,0.03282354,0.80987247,0.47017342,0.59997553
-4.43321661,1.58875789,0.23741722,0.00000000,0.03315171,0.80923421,0.47367103,0.59330462
-4.42721361,1.58065741,0.24122134,0.00000000,0.03346136,0.80660444,0.47654190,0.58670780
-4.42121061,1.57124205,0.24531427,0.00000000,0.03375774,0.80228691,0.47884919,0.58049370
-4.41520760,1.56119931,0.24972471,0.00000000,0.03404693,0.79664300,0.48068788,0.57497705
-4.40920460,1.55126006,0.25447270,0.00000000,0.03433567,0.79007992,0.48217947,0.57046835
-4.40320160,1.54217361,0.25956639,0.00000000,0.03463109,0.78303736,0.48346570,0.56726355
-4.39719860,1.53468193,0.26499938,0.00000000,0.03494053,0.77597270,0.48470164,0.56563403
-4.39119560,1.52949365,0.27074851,0.00000000,0.03527126,0.76934556,0.48604832,0.56581724
-4.38519260,1.52725880,0.27677251,0.00000000,0.03563012,0.76360196,0.48766522,0.56800813
-4.37918959,1.52854496,0.28301139,0.00000000,0.03602326,0.75915864,0.48970287,0.57235176
-4.37318659,1.53381548,0.28938672,0.00000000,0.03645572,0.75638812,0.49229576,0.57893719
-4.36718359,1.54341057,0.29580276,0.00000000,0.03693115,0.75560495,0.49555588,0.58779287
-4.36118059,1.55753176,0.30214842,0.00000000,0.03745141,0.75705359,0.49956711,0.59888364
-4.35517759,1.57623029,0.30829995,0.00000000,0.03801625,0.76089837,0.50438050,0.61210948
-4.34917459,1.59939992,0.31412429,0.00000000,0.03862310,0.76721600,0.51001081,0.62730594
-4.34317159,1.62677432,0.31948288,0.00000000,0.03926680,0.77599073,0.51643425,0.64424648
-4.33716858,1.65792944,0.32423585,0.00000000,0.03993957,0.78711262,0.52358757,0.66264645
-4.33116558,1.69229069,0.32824629,0.00000000,0.04063092,0.80037878,0.53136855,0.68216876
-4.32516258,1.72914497,0.33138457,0.00000000,0.04132783,0.81549782,0.53963778,0.70243112
-4.31915958,1.76765727,0.33353241,0.00000000,0.04201497,0.83209733,0.54822180,0.72301458
-4.31315658,1.80689135,0.33458658,0.00000000,0.04267503,0.84973413,0.55691746,0.74347329
-4.30715358,1.84583405,0.33446217,0.00000000,0.04328924,0.86790706,0.56549725,0.76334515
