energy_ev,total_up,Hg_p_up,Hg_d_up,In_p_up,In_d_up,Se_s_up,Se_p_up
-5.80790395,2.94844748,1.10329592,0.64948709,0.33450389,0.00440750,0.09116745,1.20905041
-5.80190095,2.87080181,1.06615479,0.63399876,0.32041037,0.00417296,0.08851003,1.19569696
-5.79589795,2.78499778,1.02647529,0.61662812,0.30586043,0.00393936,0.08569522,1.17754093
-5.78989495,2.69155882,0.98451053,0.59752544,0.29092543,0.00370763,0.08275087,1.15465957
-5.78389195,2.59119460,0.94057214,0.57688202,0.27568817,0.00347870,0.07970804,1.12724018
-5.77788894,2.48478677,0.89502391,0.55492500,0.26024196,0.00325354,0.07660017,1.09557644
-5.77188594,2.37336618,0.84827251,0.53191040,0.24468893,0.00303310,0.07346204,1.06006041
-5.76588294,2.25808301,0.80075590,0.50811481,0.22913770,0.00281835,0.07032867,1.02117056
-5.75987994,2.14017140,0.75293013,0.48382608,0.21370051,0.00261023,0.06723406,0.97945646
-5.75387694,2.02091055,0.70525524,0.45933367,0.19849010,0.00240964,0.06421008,0.93552094
-5.74787394,1.90158441,0.65818101,0.43491903,0.18361637,0.00221742,0.06128531,0.89000062
-5.74187094,1.78344207,0.61213338,0.41084655,0.16918323,0.00203433,0.05848406,0.84354567
-5.73586793,1.66766059,0.56750220,0.38735557,0.15528560,0.00186101,0.05582564,0.79679999
-5.72986493,1.55531233,0.52463081,0.36465376,0.14200686,0.00169797,0.05332376,0.75038226
-5.72386193,1.44733777,0.48380801,0.34291210,0.12941680,0.00154559,0.05098629,0.70486907
-5.71785893,1.34452511,0.44526257,0.32226181,0.11757021,0.00140410,0.04881524,0.66078044
-5.71185593,1.24749709,0.40916055,0.30279306,0.10650609,0.00127356,0.04680702,0.61856833
-5.70585293,1.15670506,0.37560518,0.28455559,0.09624753,0.00115389,0.04495296,0.57860834
-5.69984992,1.07243031,0.34463938,0.26756100,0.08680221,0.00104487,0.04324007,0.54119477
-5.69384692,0.99479177,0.31625041,0.25178653,0.07816345,0.00094616,0.04165195,0.50653890
-5.68784392,0.92375941,0.29037634,0.23717996,0.07031178,0.00085727,0.04016983,0.47477027
-5.68184092,0.85917205,0.26691392,0.22366545,0.06321675,0.00077768,0.03877373,0.44594068
-5.67583792,0.80075859,0.24572739,0.21114976,0.05683915,0.00070676,0.03744357,0.42003041
-5.66983492,0.74816126,0.22665759,0.19952871,0.05113325,0.00064386,0.03616029,0.39695629
-5.66383192,0.70095968,0.20953120,0.18869338,0.04604908,0.00058832,0.03490689,0.37658094
-5.65782891,0.65869479,0.19416946,0.17853589,0.04153469,0.00053948,0.03366932,0.35872296
-5.65182591,0.62089155,0.18039626,0.16895448,0.03753818,0.00049672,0.03243722,0.34316739
-5.64582291,0.58707980,0.16804523,0.15985772,0.03400957,0.00045948,0.03120452,0.32967614
-5.63981991,0.55681266,0.15696567,0.15116777,0.03090240,0.00042726,0.02996981,0.31799820
-5.63381691,0.52968215,0.14702737,0.14282268,0.02817501,0.00039964,0.02873657,0.30787906
-5.62781391,0.50533195,0.13812417,0.13477771,0.02579161,0.00037631,0.02751319,0.29906952
-5.62181091,0.48346727,0.13017638,0.12700574,0.02372299,0.00035707,0.02631288,0.29133349
-5.61580790,0.46386196,0.12313219,0.11949703,0.02194706,0.00034180,0.02515344,0.28445485
-5.60980490,0.44636326,0.11696813,0.11225826,0.02044917,0.00033053,0.02405691,0.27824329
-5.60380190,0.43089429,0.11168882,0.10531117,0.01922220,0.00032337,0.02304918,0.27253919
-5.59779890,0.41745476,0.10732609,0.09869097,0.01826661,0.00032057,0.02215949,0.26721745
-5.59179590,0.40612016,0.10393764,0.09244459,0.01759033,0.00032247,0.02142002,0.26219045
-5.58579290,0.39703974,0.10160549,0.08662895,0.01720869,0.00032950,0.02086537,0.25740998
-5.57978989,0.39043343,0.10043402,0.08130941,0.01714422,0.00034221,0.02053213,0.25286840
-5.57378689,0.38658803,0.10054809,0.07655843,0.01742661,0.00036123,0.02045837,0.24859884
-5.56778389,0.38585263,0.10209095,0.07245449,0.01809254,0.00038724,0.02068330,0.24467464
-5.56178089,0.38863345,0.10522214,0.06908137,0.01918567,0.00042102,0.02124684,0.24120794
-5.55577789,0.39538801,0.11011532,0.06652763,0.02075660,0.00046337,0.02218923,0.23834748
-5.54977489,0.40661875,0.11695609,0.06488638,0.02286285,0.00051514,0.02355071,0.23627577
-5.54377189,0.42286592,0.12593965,0.06425527,0.02556889,0.00057721,0.02537114,0.23520544
-5.53776888,0.44469983,0.13726834,0.06473645,0.02894604,0.00065043,0.02768961,0.23537503
-5.53176588,0.47271226,0.15114907,0.06643664,0.03307245,0.00073568,0.03054412,0.23704424
-5.52576288,0.50750717,0.16779043,0.06946700,0.03803282,0.00083377,0.03397114,0.24048856
-5.51975988,0.54969052,0.18739961,0.07394281,0.04391808,0.00094546,0.03800519,0.24599358
-5.51375688,0.59985918,0.21017894,0.07998275,0.05082474,0.00107146,0.04267839,0.25384889
-5.50775388,0.65858903,0.23632217,0.08770778,0.05885411,0.00121237,0.04801996,0.26434165
-5.50175088,0.72642208,0.26601032,0.09723948,0.06811103,0.00136867,0.05405566,0.27774994
-5.49574787,0.80385275,0.29940706,0.10869777,0.07870237,0.00154072,0.06080726,0.29433591
-5.48974487,0.89131319,0.33665378,0.12219797,0.09073492,0.00172873,0.06829187,0.31433875
-5.48374187,0.98915784,0.37786414,0.13784725,0.10431300,0.00193274,0.07652135,0.33796758
-5.47773887,1.09764722,0.42311821,0.15574037,0.11953539,0.00215260,0.08550156,0.36539423
-5.47173587,1.21693110,0.47245625,0.17595493,0.13649188,0.00238796,0.09523170,0.39674599
-5.46573287,1.34703133,0.52587216,0.19854605,0.15525933,0.00263827,0.10570348,0.43209852
-5.45972986,1.48782459,0.58330672,0.22354081,0.17589723,0.00290275,0.11690045,0.47146877
-5.45372686,1.63902556,0.64464078,0.25093252,0.19844309,0.00318037,0.12879714,0.51480841
-5.44772386,1.80017098,0.70968869,0.28067507,0.22290750,0.00346988,0.14135836,0.56199756
-5.44172086,1.97060537,0.77819210,0.31267771,0.24926926,0.00376976,0.15453846,0.61283949
-5.43571786,2.14946918,0.84981459,0.34680043,0.27747066,0.00407823,0.16828074,0.66705616
-5.42971486,2.33569017,0.92413742,0.38285035,0.30741325,0.00439326,0.18251690,0.72428527
-5.42371186,2.52797921,1.00065691,0.42057939,0.33895423,0.00471257,0.19716672,0.78407889
-5.41770885,2.72483118,1.07878370,0.45968345,0.37190385,0.00503362,0.21213795,0.84590422
-5.41170585,2.92453210,1.15784460,0.49980352,0.40602403,0.00535363,0.22732643,0.90914667
-5.40570285,3.12517316,1.23708701,0.54052865,0.44102843,0.00566964,0.24261661,0.97311558
-5.39969985,3.32467223,1.31568661,0.58140117,0.47658423,0.00597849,0.25788234,1.03705275
-5.39369685,3.52080321,1.39275822,0.62192400,0.51231570,0.00627688,0.27298815,1.10014393
-5.38769385,3.71123296,1.46736999,0.66157001,0.54780966,0.00656143,0.28779087,1.16153310
-5.38169085,3.89356564,1.53856082,0.69979329,0.58262280,0.00682871,0.30214170,1.22033946
-5.37568784,4.06539326,1.60536070,0.73604198,0.61629077,0.00707534,0.31588864,1.27567673
-5.36968484,4.22435128,1.66681331,0.76977224,0.64833878,0.00729806,0.32887929,1.32667420
-5.36368184,4.36817742,1.72200052,0.80046293,0.67829340,0.00749378,0.34096385,1.37249888
-5.35767884,4.49477168,1.77006760,0.82763032,0.70569520,0.00765969,0.35199837,1.41237813
-5.35167584,4.60225508,1.81024834,0.85084235,0.73011169,0.00779333,0.36184797,1.44562155
-5.34567284,4.68902481,1.84188900,0.86973171,0.75115002,0.00789269,0.37039009,1.47164162
-5.33966983,4.75380316,1.86446998,0.88400724,0.76846905,0.00795625,0.37751744,1.48997187
-5.33366683,4.79567804,1.87762406,0.89346302,0.78178998,0.00798305,0.38314076,1.50028188
-5.32766383,4.81413299,1.88115044,0.89798482,0.79090525,0.00797276,0.38719103,1.50238840
-5.32166083,4.80906507,1.87502366,0.89755349,0.79568529,0.00792564,0.38962123,1.49626191
-5.31565783,4.78078977,1.85939684,0.89224517,0.79608257,0.00784264,0.39040747,1.48202837
-5.30965483,4.73003226,1.83459912,0.88222827,0.79213300,0.00772531,0.38954944,1.45996589
-5.30365183,4.65790552,1.80112700,0.86775741,0.78395449,0.00757579,0.38707027,1.43049653
-5.29764882,4.56587607,1.75963019,0.84916452,0.77174264,0.00739676,0.38301570,1.39417355
-5.29164582,4.45571895,1.71089238,0.82684763,0.75576400,0.00719138,0.37745261,1.35166454
-5.28564282,4.32946396,1.65580788,0.80125772,0.73634695,0.00696317,0.37046714,1.30373134
-5.27963982,4.18933569,1.59535506,0.77288448,0.71387093,0.00671592,0.36216230,1.25120757
-5.27363682,4.03768996,1.53056799,0.74224138,0.68875422,0.00645362,0.35265525,1.19497468
-5.26763382,3.87694964,1.46250742,0.70985087,0.66144109,0.00618029,0.34207449,1.13593768
-5.26163082,3.70954233,1.39223238,0.67623031,0.63238876,0.00589994,0.33055691,1.07500140
-5.25562781,3.53784268,1.32077368,0.64187907,0.60205480,0.00561642,0.31824485,1.01304835
-5.24962481,3.36412125,1.24911031,0.60726741,0.57088534,0.00533336,0.30528339,0.95091881
-5.24362181,3.19050166,1.17814953,0.57282741,0.53930473,0.00505413,0.29181781,0.88939395
-5.23761881,3.01892716,1.10871144,0.53894616,0.50770677,0.00478170,0.27799136,0.82918233
-5.23161581,2.85113712,1.04151813,0.50596126,0.47644796,0.00451868,0.26394340,0.77091005
-5.22561281,2.68865343,0.97718764,0.47415869,0.44584261,0.00426730,0.24980782,0.71511471
-5.21960980,2.53277641,0.91623257,0.44377281,0.41616009,0.00402934,0.23571190,0.66224291
-5.21360680,2.38458910,0.85906282,0.41498820,0.38762398,0.00380622,0.22177551,0.61265113
-5.20760380,2.24496888,0.80599192,0.38794314,0.36041285,0.00359899,0.20811060,0.56660963
-5.20160080,2.11460477,0.75724634,0.36273431,0.33466272,0.00340838,0.19482100,0.52430869
-5.19559780,1.99401890,0.71297679,0.33942223,0.31047049,0.00323482,0.18200249,0.48586690
-5.18959480,1.88359061,0.67327091,0.31803722,0.28789846,0.00307852,0.16974302,0.45134073
-5.18359180,1.78358155,0.63816639,0.29858545,0.26697928,0.00293952,0.15812317,0.42073496
-5.17758879,1.69416065,0.60766400,0.28105475,0.24772120,0.00281769,0.14721670,0.39401336
-5.17158579,1.61542768,0.58173964,0.26541993,0.23011331,0.00271283,0.13709114,0.37110924
-5.16558279,1.54743462,0.56035531,0.25164757,0.21413052,0.00262468,0.12780856,0.35193540
-5.15957979,1.49020419,0.54346818,0.23969984,0.19973815,0.00255295,0.11942623,0.33639326
-5.15357679,1.44374509,0.53103799,0.22953763,0.18689593,0.00249735,0.11199731,0.32438077
-5.14757379,1.40806379,0.52303221,0.22112272,0.17556134,0.00245762,0.10557158,0.31579907
-5.14157079,1.38317271,0.51942931,0.21441914,0.16569226,0.00243350,0.10019596,0.31055767
-5.13556778,1.36909485,0.52021993,0.20939370,0.15724892,0.00242480,0.09591500,0.30857809
-5.12956478,1.36586497,0.52540620,0.20601593,0.15019512,0.00243133,0.09277120,0.30979595
-5.12356178,1.37352743,0.53499920,0.20425729,0.14449885,0.00245293,0.09080515,0.31416154
-5.11755878,1.39213088,0.54901497,0.20409001,0.14013226,0.00248946,0.09005538,0.32163881
-5.11155578,1.42171994,0.56746893,0.20548544,0.13707112,0.00254079,0.09055801,0.33220296
-5.10555278,1.46232409,0.59036921,0.20841223,0.13529378,0.00260677,0.09234610,0.34583667
-5.09954977,1.51394409,0.61770888,0.21283427,0.13477976,0.00268720,0.09544863,0.36252512
-5.09354677,1.57653618,0.64945738,0.21870865,0.13550804,0.00278186,0.09988918,0.38225004
-5.08754377,1.64999460,0.68555154,0.22598359,0.13745508,0.00289042,0.10568436,0.40498296
-5.08154077,1.73413300,0.72588623,0.23459655,0.14059267,0.00301250,0.11284193,0.43067795
-5.07553777,1.82866540,0.77030527,0.24447265,0.14488581,0.00314755,0.12135865,0.45926428
-5.06953477,1.93318766,0.81859287,0.25552333,0.15029051,0.00329490,0.13121814,0.49063922
-5.06353177,2.04716054,0.87046599,0.26764558,0.15675184,0.00345372,0.14238860,0.52466149
-5.05752876,2.16989520,0.92556830,0.28072162,0.16420212,0.00362299,0.15482070,0.56114571
-5.05152576,2.30054265,0.98346604,0.29461927,0.17255960,0.00380149,0.16844570,0.59985836
-5.04552276,2.43808799,1.04364635,0.30919296,0.18172744,0.00398778,0.18317401,0.64051544
-5.03951976,2.58135058,1.10551847,0.32428548,0.19159341,0.00418023,0.19889419,0.68278234
-5.03351676,2.72899100,1.16841822,0.33973042,0.20203005,0.00437699,0.21547279,0.72627605
-5.02751376,2.87952530,1.23161588,0.35535528,0.21289569,0.00457601,0.23275482,0.77056984
-5.02151076,3.03134671,1.29432755,0.37098526,0.22403602,0.00477508,0.25056529,0.81520046
-5.01550775,3.18275476,1.35572998,0.38644739,0.23528654,0.00497187,0.26871149,0.85967761
-5.00950475,3.33199095,1.41497845,0.40157512,0.24647550,0.00516393,0.28698638,0.90349560
-5.00350175,3.47728012,1.47122720,0.41621294,0.25742761,0.00534881,0.30517271,0.94614650
-4.99749875,3.61687577,1.52365172,0.43022092,0.26796807,0.00552406,0.32304799,0.98713451
-4.99149575,3.74910772,1.57147210,0.44347895,0.27792701,0.00568733,0.34039001,1.02599067
-4.98549275,3.87242972,1.61397627,0.45589032,0.28714407,0.00583642,0.35698278,1.06228739
-4.97948974,3.98546500,1.65054223,0.46738461,0.29547287,0.00596936,0.37262259,1.09565187
-4.97348674,4.08704718,1.68065812,0.47791950,0.30278531,0.00608447,0.38712390,1.12577786
-4.96748374,4.17625457,1.70393902,0.48748141,0.30897533,0.00618038,0.40032485,1.15243497
-4.96148074,4.25243583,1.72013973,0.49608499,0.31396210,0.00625615,0.41209201,1.17547508
-4.95547774,4.31522547,1.72916256,0.50377123,0.31769234,0.00631120,0.42232420,1.19483531
-4.94947474,4.36454828,1.73105983,0.51060440,0.32014175,0.00634540,0.43095506,1.21053747
-4.94347174,4.40061216,1.72603068,0.51666785,0.32131543,0.00635904,0.43795439,1.22268386
-4.93746873,4.42388955,1.71441237,0.52205887,0.32124723,0.00635282,0.44332791,1.23144965
-4.93146573,4.43508849,1.69666628,0.52688288,0.31999813,0.00632781,0.44711570,1.23707212
-4.92546273,4.43511454,1.67335939,0.53124726,0.31765363,0.00628539,0.44938920,1.23983750
-4.91945973,4.42502568,1.64514198,0.53525505,0.31432036,0.00622720,0.45024700,1.24006593
-4.91345673,4.40598258,1.61272276,0.53899907,0.31012203,0.00615511,0.44980962,1.23809548
-4.90745373,4.37919676,1.57684258,0.54255652,0.30519491,0.00607105,0.44821359,1.23426606
-4.90145073,4.34587953,1.53824798,0.54598464,0.29968307,0.00597705,0.44560507,1.22890415
-4.89544772,4.30719430,1.49766597,0.54931750,0.29373362,0.00587508,0.44213348,1.22230910
-4.88944472,4.26421474,1.45578105,0.55256419,0.28749213,0.00576701,0.43794536,1.21474176
-4.88344172,4.21789079,1.41321565,0.55570855,0.28109846,0.00565458,0.43317879,1.20641615
-4.87743872,4.16902411,1.37051470,0.55871038,0.27468310,0.00553930,0.42795881,1.19749426
-4.87143572,4.11825382,1.32813493,0.56150818,0.26836423,0.00542249,0.42239376,1.18808453
-4.86543272,4.06605294,1.28643916,0.56402310,0.26224554,0.00530517,0.41657298,1.17824359
-4.85942971,4.01273500,1.24569550,0.56616409,0.25641482,0.00518816,0.41056573,1.16798135
-4.85342671,3.95846994,1.20608122,0.56783377,0.25094335,0.00507201,0.40442142,1.15726875
-4.84742371,3.90330765,1.16769077,0.56893467,0.24588601,0.00495705,0.39817097,1.14604769
-4.84142071,3.84720738,1.13054704,0.56937565,0.24128195,0.00484344,0.39182919,1.13424233
-4.83541771,3.79007048,1.09461515,0.56907787,0.23715586,0.00473120,0.38539791,1.12177105
-4.82941471,3.73177443,1.05981765,0.56798014,0.23351951,0.00462023,0.37886965,1.10855817
-4.82341171,3.67220553,1.02605020,0.56604329,0.23037351,0.00451040,0.37223149,1.09454474
-4.81740870,3.61128829,0.99319671,0.56325315,0.22770918,0.00440154,0.36546891,1.07969765
-4.81140570,3.54900955,0.96114316,0.55962231,0.22551028,0.00429354,0.35856932,1.06401659
-4.80540270,3.48543602,0.92978939,0.55519012,0.22375459,0.00418632,0.35152509,1.04753838
-4.79939970,3.42072427,0.89905817,0.55002140,0.22241525,0.00407991,0.34433587,1.03033861
-4.79339670,3.35512289,0.86890160,0.54420358,0.22146182,0.00397441,0.33701016,1.01253036
-4.78739370,3.28896691,0.83930426,0.53784266,0.22086090,0.00387004,0.32956601,0.99426046
-4.78139070,3.22266528,0.81028365,0.53105820,0.22057663,0.00376710,0.32203101,0.97570338
-4.77538769,3.15668248,0.78188788,0.52397765,0.22057083,0.00366597,0.31444145,0.95705338
-4.76938469,3.09151576,0.75419119,0.51673028,0.22080295,0.00356711,0.30684094,0.93851538
-4.76338169,3.02766970,0.72728773,0.50944118,0.22122997,0.00347098,0.29927858,0.92029529
-4.75737869,2.96562993,0.70128422,0.50222561,0.22180627,0.00337808,0.29180688,0.90259032
-4.75137569,2.90583767,0.67629217,0.49518398,0.22248350,0.00328884,0.28447954,0.88557999
-4.74537269,2.84866684,0.65242004,0.48839772,0.22321070,0.00320367,0.27734937,0.86941825
-4.73936968,2.79440502,0.62976613,0.48192633,0.22393450,0.00312287,0.27046639,0.85422717
-4.73336668,2.74323939,0.60841232,0.47580556,0.22459962,0.00304666,0.26387629,0.84009264
-4.72736368,2.69524828,0.58841932,0.47004689,0.22514959,0.00297512,0.25761926,0.82706193
-4.72136068,2.65039862,0.56982328,0.46463823,0.22552771,0.00290821,0.25172933,0.81514353
-4.71535768,2.60854920,0.55263416,0.45954571,0.22567818,0.00284575,0.24623407,0.80430877
-4.70935468,2.56945929,0.53683559,0.45471646,0.22554744,0.00278746,0.24115471,0.79449529
-4.70335168,2.53280181,0.52238619,0.45008214,0.22508557,0.00273290,0.23650655,0.78561182
-4.69734867,2.49818014,0.50922210,0.44556291,0.22424763,0.00268157,0.23229963,0.77754407
-4.69134567,2.46514724,0.49726047,0.44107178,0.22299512,0.00263287,0.22853946,0.77016116
-4.68534267,2.43322611,0.48640354,0.43651888,0.22129712,0.00258616,0.22522772,0.76332214
-4.67933967,2.40193019,0.47654306,0.43181559,0.21913132,0.00254076,0.22236295,0.75688243
-4.67333667,2.37078263,0.46756467,0.42687823,0.21648486,0.00249599,0.21994092,0.75069945
-4.66733367,2.33933356,0.45935207,0.42163120,0.21335480,0.00245121,0.21795488,0.74463754
-4.66133067,2.30717454,0.45179064,0.41600950,0.20974830,0.00240580,0.21639543,0.73857168
-4.65532766,2.27394963,0.44477043,0.40996044,0.20568262,0.00235921,0.21525010,0.73238999
-4.64932466,2.23936294,0.43818846,0.40344468,0.20118471,0.00231098,0.21450276,0.72599509
-4.64332166,2.20318258,0.43195016,0.39643652,0.19629066,0.00226072,0.21413270,0.71930417
-4.63731866,2.16524110,0.42597018,0.38892359,0.19104493,0.00220817,0.21411370,0.71224818
-4.63131566,2.12543308,0.42017246,0.38090594,0.18549947,0.00215313,0.21441300,0.70477007
-4.62531266,2.08371020,0.41448985,0.37239472,0.17971272,0.00209552,0.21499035,0.69682257
-4.61930965,2.04007451,0.40886337,0.36341061,0.17374868,0.00203534,0.21579730,0.68836560
-4.61330665,1.99457064,0.40324130,0.35398202,0.16767599,0.00197269,0.21677677,0.67936372
-4.60730365,1.94727770,0.39757821,0.34414328,0.16156708,0.00190771,0.21786298,0.66978378
-4.60130065,1.89830140,0.39183419,0.33393293,0.15549748,0.00184064,0.21898188,0.65959309
-4.59529765,1.84776703,0.38597437,0.32339213,0.14954527,0.00177173,0.22005204,0.64875820
-4.58929465,1.79581379,0.37996873,0.31256339,0.14379069,0.00170130,0.22098612,0.63724451
-4.58329165,1.74259071,0.37379241,0.30148947,0.13831587,0.00162965,0.22169277,0.62501662
-4.57728864,1.68825428,0.36742643,0.29021274,0.13320461,0.00155713,0.22207903,0.61203967
-4.57128564,1.63296779,0.36085870,0.27877471,0.12854235,0.00148407,0.22205304,0.59828123
-4.56528264,1.57690222,0.35408540,0.26721596,0.12441597,0.00141080,0.22152699,0.58371395
-4.55927964,1.52023836,0.34711249,0.25557623,0.12091365,0.00133764,0.22042028,0.56831857
-4.55327664,1.46316970,0.33995720,0.24389472,0.11812447,0.00126490,0.21866247,0.55208719
-4.54727364,1.40590571,0.33264938,0.23221052,0.11613788,0.00119286,0.21619623,0.53502642
-4.54127064,1.34867492,0.32523249,0.22056307,0.11504281,0.00112179,0.21297979,0.51716035
-4.53526763,1.29172734,0.31776415,0.20899260,0.11492650,0.00105193,0.20898904,0.49853300
-4.52926463,1.23533578,0.31031606,0.19754052,0.11587288,0.00098352,0.20421899,0.47921008
-4.52326163,1.17979576,0.30297314,0.18624962,0.11796064,0.00091677,0.19868464,0.45927986
-4.51725863,1.12542375,0.29583203,0.17516416,0.12126087,0.00085188,0.19242104,0.43885322
-4.51125563,1.07255356,0.28899871,0.16432974,0.12583440,0.00078904,0.18548276,0.41806260
-4.50525263,1.02153116,0.28258558,0.15379301,0.13172888,0.00072840,0.17794264,0.39706012
-4.49924962,0.97270784,0.27670779,0.14360114,0.13897573,0.00067014,0.16988991,0.37601481
-4.49324662,0.92643234,0.27147930,0.13380126,0.14758707,0.00061441,0.16142783,0.35510913
-4.48724362,0.88304213,0.26700864,0.12443969,0.15755286,0.00056135,0.15267095,0.33453503
-4.48124062,0.84285459,0.26339476,0.11556115,0.16883830,0.00051108,0.14374216,0.31448968
-4.47523762,0.80615845,0.26072305,0.10720802,0.18138185,0.00046373,0.13476957,0.29517120
-4.46923462,0.77320630,0.25906198,0.09941960,0.19509388,0.00041939,0.12588349,0.27677454
-4.46323162,0.74420840,0.25846037,0.09223148,0.20985624,0.00037817,0.11721364,0.25948781
-4.45722861,0.71932852,0.25894561,0.08567515,0.22552279,0.00034015,0.10888655,0.24348909
-4.45122561,0.69868194,0.26052297,0.07977768,0.24192113,0.00030539,0.10102345,0.22894407
-4.44522261,0.68233580,0.26317596,0.07456166,0.25885537,0.00027395,0.09373851,0.21600440
-4.43921961,0.67031188,0.26686783,0.07004532,0.27611013,0.00024588,0.08713759,0.20480676
-4.43321661,0.66259158,0.27154422,0.06624285,0.29345561,0.00022121,0.08131740,0.19547282
-4.42721361,0.65912272,0.27713658,0.06316480,0.31065353,0.00019996,0.07636503,0.18810964
-4.42121061,0.65982774,0.28356643,0.06081863,0.32746383,0.00018216,0.07235779,0.18281059
-4.41520760,0.66461266,0.29075000,0.05920925,0.34365190,0.00016781,0.06936334,0.17965653
-4.40920460,0.67337603,0.29860310,0.05833955,0.35899585,0.00015691,0.06743982,0.17871694
-4.40320160,0.68601732,0.30704571,0.05821083,0.37329375,0.00014948,0.06663605,0.18005086
-4.39719860,0.70244383,0.31600623,0.05882302,0.38637023,0.00014550,0.06699160,0.18370738
-4.39119560,0.72257565,0.32542489,0.06017477,0.39808239,0.00014498,0.06853670,0.18972552
-4.38519260,0.74634812,0.33525609,0.06226321,0.40832437,0.00014791,0.07129188,0.19813336
-4.37918959,0.77371143,0.34546967,0.06508348,0.41703074,0.00015428,0.07526732,0.20894633
-4.37318659,0.80462723,0.35605069,0.06862803,0.42417811,0.00016408,0.08046195,0.22216476
-4.36718359,0.83906241,0.36699807,0.07288561,0.42978515,0.00017730,0.08686225,0.23777061
-4.36118059,0.87698030,0.37832180,0.07784012,0.43391095,0.00019390,0.09444098,0.25572376
-4.35517759,0.91832989,0.39003918,0.08346938,0.43665162,0.00021386,0.10315574,0.27595794
-4.34917459,0.96303377,0.40217021,0.08974381,0.43813564,0.00023714,0.11294764,0.29837667
-4.34317159,1.01097576,0.41473246,0.09662525,0.43851783,0.00026368,0.12374022,0.32284959
-4.33716858,1.06198911,0.42773583,0.10406593,0.43797259,0.00029341,0.13543866,0.34920942
-4.33116558,1.11584640,0.44117762,0.11200773,0.43668665,0.00032626,0.14792957,0.37725011
-4.32516258,1.17225206,0.45503828,0.12038191,0.43485159,0.00036213,0.16108143,0.40672638
-4.31915958,1.23083842,0.46927819,0.12910921,0.43265687,0.00040092,0.17474575,0.43735491
-4.31315658,1.29116587,0.48383586,0.13810054,0.43028333,0.00044252,0.18875915,0.46881750
-4.30715358,1.35272778,0.49862773,0.14725826,0.42789777,0.00048681,0.20294627,0.50076624
