energy_ev,total_up,Mg_p_up,Mg_d_up,N_s_up,N_p_up,Se_s_up,Se_p_up,Zn_p_up,Zn_d_up
-6.00000000,1.59719172,0.50942320,0.00000000,0.06567862,0.06302680,0.03242207,0.46602799,0.36710125,0.43190669
-5.99399700,1.56617660,0.50462937,0.00000000,0.06692315,0.06111909,0.03154240,0.45221594,0.35859131,0.42422282
-5.98799400,1.53549381,0.49891910,0.00000000,0.06777406,0.05949700,0.03066950,0.43891475,0.35130329,0.41649821
-5.98199100,1.50446829,0.49211876,0.00000000,0.06820654,0.05811231,0.02979863,0.42599964,0.34499125,0.40850609
-5.97598799,1.47250205,0.48408469,0.00000000,0.06820535,0.05691593,0.02892621,0.41335482,0.33940759,0.40005172
-5.96998499,1.43909806,0.47470948,0.00000000,0.06776521,0.05585940,0.02805040,0.40088010,0.33431162,0.39097863
-5.96398199,1.40387945,0.46392677,0.00000000,0.06689104,0.05489626,0.02717155,0.38849660,0.32947748,0.38117326
-5.95797899,1.36660372,0.45171424,0.00000000,0.06559767,0.05398328,0.02629261,0.37615152,0.32470125,0.37056765
-5.95197599,1.32717148,0.43809486,0.00000000,0.06390936,0.05308155,0.02541946,0.36382177,0.31980714,0.35914046
-5.94597299,1.28562969,0.42313637,0.00000000,0.06185890,0.05215743,0.02456100,0.35151630,0.31465245,0.34691617
-5.93996998,1.24216951,0.40694904,0.00000000,0.05948654,0.05118317,0.02372931,0.33927722,0.30913128,0.33396268
-5.93396698,1.19711897,0.38968182,0.00000000,0.05683864,0.05013748,0.02293946,0.32717947,0.30317690,0.32038751
-5.92796398,1.15093081,0.37151727,0.00000000,0.05396614,0.04900579,0.02220934,0.31532921,0.29676263,0.30633272
-5.92196098,1.10416617,0.35266532,0.00000000,0.05092307,0.04778029,0.02155924,0.30386097,0.28990133,0.29196891
-5.91595798,1.05747463,0.33335631,0.00000000,0.04776484,0.04645976,0.02101140,0.29293352,0.28264345,0.27748845
-5.90995498,1.01157144,0.31383348,0.00000000,0.04454672,0.04504920,0.02058938,0.28272468,0.27507377,0.26309827
-5.90395198,0.96721256,0.29434534,0.00000000,0.04132234,0.04355925,0.02031729,0.27342521,0.26730680,0.24901245
-5.89794897,0.92516843,0.27513814,0.00000000,0.03814237,0.04200544,0.02021908,0.26523188,0.25948131,0.23544483
-5.89194597,0.88619725,0.25644869,0.00000000,0.03505328,0.04040732,0.02031757,0.25834004,0.25175377,0.22260191
-5.88594297,0.85101844,0.23849779,0.00000000,0.03209648,0.03878741,0.02063363,0.25293572,0.24429131,0.21067618
-5.87993997,0.82028722,0.22148454,0.00000000,0.02930751,0.03717015,0.02118522,0.24918777,0.23726425,0.19984004
-5.87393697,0.79457096,0.20558145,0.00000000,0.02671555,0.03558082,0.02198648,0.24724004,0.23083851,0.19024054
-5.86793397,0.77432791,0.19093076,0.00000000,0.02434318,0.03404441,0.02304694,0.24720401,0.22516824,0.18199492
-5.86193097,0.75988916,0.17764172,0.00000000,0.02220626,0.03258457,0.02437070,0.24915220,0.22038894,0.17518719
-5.85592796,0.75144414,0.16578910,0.00000000,0.02031408,0.03122274,0.02595577,0.25311243,0.21661131,0.16986562
-5.84992496,0.74903042,0.15541279,0.00000000,0.01866966,0.02997724,0.02779359,0.25906341,0.21391615,0.16604137
-5.84392196,0.75252799,0.14651840,0.00000000,0.01727017,0.02886271,0.02986866,0.26693178,0.21235046,0.16368816
-5.83791896,0.76165848,0.13907892,0.00000000,0.01610751,0.02788960,0.03215843,0.27659082,0.21192499,0.16274301
-5.83191596,0.77598941,0.13303723,0.00000000,0.01516893,0.02706394,0.03463333,0.28786103,0.21261324,0.16310805
-5.82591296,0.79494359,0.12830939,0.00000000,0.01443772,0.02638723,0.03725715,0.30051256,0.21435218,0.16465329
-5.81990995,0.81781337,0.12478861,0.00000000,0.01389398,0.02585670,0.03998756,0.31426971,0.21704437,0.16722039
-5.81390695,0.84377963,0.12234968,0.00000000,0.01351533,0.02546555,0.04277693,0.32881720,0.22056176,0.17062718
-5.80790395,0.87193492,0.12085382,0.00000000,0.01327766,0.02520357,0.04557339,0.34380831,0.22475073,0.17467301
-5.80190095,0.90131003,0.12015368,0.00000000,0.01315588,0.02505772,0.04832209,0.35887442,0.22943833,0.17914456
-5.79589795,0.93090328,0.12009848,0.00000000,0.01312461,0.02501301,0.05096656,0.37363586,0.23443938,0.18382213
-5.78989495,0.95971136,0.12053895,0.00000000,0.01315878,0.02505328,0.05345035,0.38771352,0.23956413,0.18848610
-5.78389195,0.98676074,0.12133209,0.00000000,0.01323429,0.02516211,0.05571860,0.40074084,0.24462619,0.19292343
-5.77788894,1.01113846,0.12234551,0.00000000,0.01332848,0.02532368,0.05771971,0.41237574,0.24945027,0.19693384
-5.77188594,1.03202092,0.12346120,0.00000000,0.01342065,0.02552360,0.05940691,0.42231180,0.25387943,0.20033566
-5.76588294,1.04869969,0.12457864,0.00000000,0.01349237,0.02574958,0.06073971,0.43028847,0.25778147,0.20297097
-5.75987994,1.06060320,0.12561716,0.00000000,0.01352785,0.02599202,0.06168522,0.43609961,0.26105420,0.20470990
-5.75387694,1.06731332,0.12651749,0.00000000,0.01351415,0.02624443,0.06221919,0.43960005,0.26362918,0.20545393
-5.74787394,1.06857625,0.12724231,0.00000000,0.01344126,0.02650366,0.06232670,0.44070997,0.26547402,0.20513806
-5.74187094,1.06430712,0.12777607,0.00000000,0.01330223,0.02676993,0.06200266,0.43941664,0.26659278,0.20373176
-5.73586793,1.05458840,0.12812382,0.00000000,0.01309306,0.02704666,0.06125187,0.43577372,0.26702481,0.20123872
-5.72986493,1.03966196,0.12830934,0.00000000,0.01281267,0.02734019,0.06008875,0.42989800,0.26684178,0.19769544
-5.72386193,1.01991552,0.12837250,0.00000000,0.01246264,0.02765925,0.05853678,0.42196374,0.26614332,0.19316864
-5.71785893,0.99586407,0.12836618,0.00000000,0.01204702,0.02801437,0.05662759,0.41219509,0.26505133,0.18775178
-5.71185593,0.96812729,0.12835276,0.00000000,0.01157202,0.02841716,0.05439982,0.40085669,0.26370340,0.18156079
-5.70585293,0.93740412,0.12840041,0.00000000,0.01104573,0.02887961,0.05189779,0.38824324,0.26224563,0.17472923
-5.69984992,0.90444582,0.12857947,0.00000000,0.01047769,0.02941330,0.04916999,0.37466835,0.26082527,0.16740314
-5.69384692,0.87002881,0.12895901,0.00000000,0.00987862,0.03002875,0.04626756,0.36045327,0.25958360,0.15973582
-5.68784392,0.83492854,0.12960375,0.00000000,0.00926006,0.03073484,0.04324272,0.34591612,0.25864944,0.15188277
-5.68184092,0.79989574,0.13057167,0.00000000,0.00863405,0.03153831,0.04014729,0.33136204,0.25813367,0.14399699
-5.67583792,0.76563595,0.13191221,0.00000000,0.00801282,0.03244358,0.03703130,0.31707467,0.25812499,0.13622492
-5.66983492,0.73279309,0.13366533,0.00000000,0.00740860,0.03345254,0.03394185,0.30330943,0.25868720,0.12870301
-5.66383192,0.70193772,0.13586138,0.00000000,0.00683340,0.03456477,0.03092209,0.29028860,0.25985818,0.12155519
-5.65782891,0.67356016,0.13852175,0.00000000,0.00629889,0.03577780,0.02801043,0.27819860,0.26165042,0.11489114
-5.65182591,0.64806833,0.14166034,0.00000000,0.00581632,0.03708758,0.02524011,0.26718917,0.26405324,0.10880539
-5.64582291,0.62579004,0.14528558,0.00000000,0.00539645,0.03848914,0.02263884,0.25737448,0.26703634,0.10337734
-5.63981991,0.60697913,0.14940287,0.00000000,0.00504964,0.03997729,0.02022878,0.24883597,0.27055458,0.09867179
-5.63381691,0.59182450,0.15401738,0.00000000,0.00478581,0.04154743,0.01802669,0.24162645,0.27455342,0.09474014
