energy_ev,total_up,Al_p_up,Al_d_up,Re_p_up,Re_d_up,Te_p_up,Te_d_up
-6.00000000,6.20186093,0.98944972,0.00000000,1.49508239,3.36835493,1.87460445,0.00000000
-5.99399700,6.13813418,0.98027220,0.00000000,1.47681761,3.34057388,1.85720717,0.00000000
-5.98799400,6.07112594,0.97215309,0.00000000,1.45867347,3.30988089,1.83876253,0.00000000
-5.98199100,6.00003560,0.96477206,0.00000000,1.44030600,3.27594844,1.81889701,0.00000000
-5.97598799,5.92390057,0.95776024,0.00000000,1.42134407,3.23835787,1.79720010,0.00000000
-5.96998499,5.84164110,0.95071383,0.00000000,1.40140248,3.19662139,1.77324372,0.00000000
-5.96398199,5.75211184,0.94320893,0.00000000,1.38009561,3.15020850,1.74660265,0.00000000
-5.95797899,5.65415817,0.93481715,0.00000000,1.35705116,3.09857587,1.71687494,0.00000000
-5.95197599,5.54667517,0.92512157,0.00000000,1.33192389,3.04119926,1.68370175,0.00000000
-5.94597299,5.42866682,0.91373232,0.00000000,1.30440871,2.97760610,1.64678564,0.00000000
-5.93996998,5.29930270,0.90030123,0.00000000,1.27425299,2.90740704,1.60590662,0.00000000
-5.93396698,5.15796974,0.88453512,0.00000000,1.24126747,2.83032497,1.56093527,0.00000000
-5.92796398,5.00431640,0.86620699,0.00000000,1.20533535,2.74621988,1.51184240,0.00000000
-5.92196098,4.83828708,0.84516475,0.00000000,1.16641928,2.65510850,1.45870485,0.00000000
-5.91595798,4.66014521,0.82133724,0.00000000,1.12456583,2.55717742,1.40170722,0.00000000
-5.90995498,4.47048356,0.79473705,0.00000000,1.07990728,2.45278912,1.34113951,0.00000000
-5.90395198,4.27022138,0.76546036,0.00000000,1.03266052,2.34248062,1.27739081,0.00000000
-5.89794897,4.06058859,0.73368363,0.00000000,0.98312323,2.22695473,1.21093941,0.00000000
-5.89194597,3.84309761,0.69965745,0.00000000,0.93166745,2.10706449,1.14233986,0.00000000
-5.88594297,3.61950456,0.66369788,0.00000000,0.87873080,1.98379155,1.07220753,0.00000000
-5.87993997,3.39176169,0.62617571,0.00000000,0.82480588,1.85821965,1.00120163,0.00000000
-5.87393697,3.16196350,0.58750423,0.00000000,0.77042831,1.73150470,0.93000719,0.00000000
-5.86793397,2.93228926,0.54812607,0.00000000,0.71616398,1.60484275,0.85931716,0.00000000
-5.86193097,2.70494476,0.50849976,0.00000000,0.66259626,1.47943764,0.78981512,0.00000000
-5.85592796,2.48210580,0.46908655,0.00000000,0.61031355,1.35646968,0.72215952,0.00000000
-5.84992496,2.26586619,0.43033812,0.00000000,0.55989792,1.23706681,0.65696985,0.00000000
-5.84392196,2.05819199,0.39268561,0.00000000,0.51191510,1.12227939,0.59481546,0.00000000
-5.83791896,1.86088385,0.35653028,0.00000000,0.46690629,1.01305945,0.53620698,0.00000000
-5.83191596,1.67554838,0.32223616,0.00000000,0.42538190,0.91024507,0.48159083,0.00000000
-5.82591296,1.50357891,0.29012470,0.00000000,0.38781727,0.81454998,0.43134646,0.00000000
