energy_ev,total_up,N_s_up,N_p_up,Se_s_up,Se_p_up,V_p_up,V_d_up,Zr_p_up,Zr_d_up
-5.78389195,6.26444454,0.01807400,1.50921826,0.15235775,2.63904520,1.03095153,0.66129340,2.27854104,1.22385480
-5.77788894,6.24096829,0.01767247,1.49422474,0.15170849,2.64260519,1.02123943,0.68502000,2.26664511,1.19929143
-5.77188594,6.21865619,0.01732383,1.47929957,0.15108548,2.64670114,1.01111785,0.71080876,2.25516097,1.17499123
-5.76588294,6.19876569,0.01703227,1.46482876,0.15051015,2.65174654,1.00087823,0.73859455,2.24455990,1.15139985
-5.75987994,6.18231395,0.01680074,1.45112164,0.14999687,2.65808113,0.99080179,0.76824098,2.23522454,1.12889362
-5.75387694,6.17004758,0.01663098,1.43840429,0.14955231,2.66595718,0.98115135,0.79953706,2.22744278,1.10777089
-5.74787394,6.16242506,0.01652362,1.42681704,0.14917497,2.67552966,0.97216380,0.83219667,2.22140604,1.08824701
-5.74187094,6.15961193,0.01647829,1.41641606,0.14885527,2.68685048,0.96404366,0.86586115,2.21721171,1.07045312
-5.73586793,6.16148827,0.01649377,1.40717865,0.14857589,2.69986694,0.95695778,0.90010495,2.21486943,1.05443845
-5.72986493,6.16766756,0.01656808,1.39901175,0.14831247,2.71442424,0.95103141,0.93444444,2.21431047,1.04017582
-5.72386193,6.17752548,0.01669862,1.39176319,0.14803474,2.73027187,0.94634587,0.96834937,2.21539956,1.02756989
-5.71785893,6.19023685,0.01688224,1.38523476,0.14770774,2.74707341,0.94293773,1.00125690,2.21794858,1.01646762
-5.71185593,6.20481860,0.01711539,1.37919654,0.14729338,2.76441945,0.94079977,1.03258747,2.22173111,1.00667023
-5.70585293,6.22017680,0.01739408,1.37340164,0.14675202,2.78184276,0.93988332,1.06176198,2.22649731,0.99794620
-5.69984992,6.23515537,0.01771403,1.36760057,0.14604420,2.79883537,0.94010226,1.08821954,2.23198840,0.99004454
-5.69384692,6.24858457,0.01807065,1.36155471,0.14513226,2.81486669,0.94133816,1.11143512,2.23795023,0.98270780
-5.68784392,6.25932727,0.01845907,1.35504820,0.14398190,2.82940207,0.94344655,1.13093620,2.24414538,0.97568443
-5.68184092,6.26632146,0.01887415,1.34789788,0.14256356,2.84192126,0.94626398,1.14631792,2.25036373,0.96873987
-5.67583792,6.26861764,0.01931052,1.33996111,0.14085363,2.85193594,0.94961561,1.15725583,2.25643094,0.96166620
-5.66983492,6.26541026,0.01976252,1.33114103,0.13883530,2.85900605,0.95332298,1.16351593,2.26221520,0.95429014
-5.66383192,6.25606251,0.02022432,1.32138964,0.13649923,2.86275434,0.95721168,1.16496150,2.26763183,0.94647917
-5.65782891,6.24012421,0.02068986,1.31070843,0.13384388,2.86287878,0.96111864,1.16155647,2.27264616,0.93814585
-5.65182591,6.21734292,0.02115297,1.29914712,0.13087549,2.85916260,0.96489881,1.15336533,2.27727462,0.92925038
-5.64582291,6.18766848,0.02160737,1.28680046,0.12760785,2.85148176,0.96843085,1.14054957,2.28158426,0.91980139
-5.63981991,6.15125146,0.02204683,1.27380374,0.12406179,2.83980969,0.97162181,1.12336106,2.28569082,0.90985531
-5.63381691,6.10843607,0.02246517,1.26032710,0.12026441,2.82421928,0.97441056,1.10213253,2.28975552,0.89951428
-5.62781391,6.05974827,0.02285646,1.24656912,0.11624817,2.80488213,0.97676981,1.07726592,2.29398067,0.88892299
-5.62181091,6.00587956,0.02321506,1.23275005,0.11204984,2.78206509,0.97870683,1.04921895,2.29860405,0.87826439
-5.61580790,5.94766727,0.02353579,1.21910474,0.10770936,2.75612410,0.98026260,1.01849059,2.30389225,0.86775465
-5.60980490,5.88607175,0.02381399,1.20587583,0.10326867,2.72749563,0.98150967,0.98560617,2.31013293,0.85763735
-5.60380190,5.82215101,0.02404565,1.19330706,0.09877055,2.69668570,0.98254865,0.95110251,2.31762593,0.84817704
-5.59779890,5.75703333,0.02422751,1.18163698,0.09425750,2.66425670,0.98350346,0.91551383,2.32667339,0.83965236
-5.59179590,5.69188809,0.02435705,1.17109312,0.08977073,2.63081238,0.98451551,0.87935870,2.33756889,0.83234863
-5.58579290,5.62789543,0.02443262,1.16188660,0.08534928,2.59698116,0.98573698,0.84312860,2.35058570,0.82655009
-5.57978989,5.56621504,0.02445337,1.15420727,0.08102921,2.56339819,0.98732343,0.80727815,2.36596446,0.82253188
-5.57378689,5.50795466,0.02441929,1.14821928,0.07684301,2.53068659,0.98942592,0.77221733,2.38390044,0.82055182
-5.56778389,5.45413887,0.02433115,1.14405718,0.07281914,2.49943833,0.99218302,0.73830569,2.40453098,0.82084207
-5.56178089,5.40567895,0.02419040,1.14182252,0.06898173,2.47019537,0.99571291,0.70584853,2.42792333,0.82360100
-5.55577789,5.36334459,0.02399917,1.14158101,0.06535048,2.44343165,1.00010594,0.67509493,2.45406371,0.82898525
-5.54977489,5.32773843,0.02376012,1.14336025,0.06194060,2.41953663,1.00541791,0.64623758,2.48284798,0.83710242
-5.54377189,5.29927444,0.02347632,1.14714821,0.05876300,2.39880097,1.01166449,0.61941405,2.51407463,0.84800449
-5.53776888,5.27816109,0.02315122,1.15289249,0.05582454,2.38140519,1.01881694,0.59470946,2.54744072,0.86168245
-5.53176588,5.26439037,0.02278851,1.16050039,0.05312838,2.36741167,1.02679948,0.57216019,2.58254112,0.87806222
-5.52576288,5.25773342,0.02239201,1.16984008,0.05067440,2.35676071,1.03548857,0.55175850,2.61887171,0.89700233
-5.51975988,5.25774346,0.02196565,1.18074269,0.04845971,2.34927096,1.04471412,0.53345773,2.65583648,0.91829343
-5.51375688,5.26376630,0.02151337,1.19300558,0.04647913,2.34464439,1.05426279,0.51717803,2.69275881,0.94165999
-5.50775388,5.27495855,0.02103910,1.20639658,0.04472578,2.34247587,1.06388343,0.50281231,2.72889675,0.96676414
-5.50175088,5.29031320,0.02054672,1.22065919,0.04319155,2.34226713,1.07329434,0.49023230,2.76346178,0.99321176
-5.49574787,5.30869167,0.02004003,1.23551870,0.04186762,2.34344481,1.08219240,0.47929454,2.79564053,1.02056067
-5.48974487,5.32886152,0.01952278,1.25068884,0.04074492,2.34538172,1.09026349,0.46984629,2.82461877,1.04833078
-5.48374187,5.34953811,0.01899867,1.26587882,0.03981446,2.34742084,1.09719407,0.46173103,2.84960641,1.07601584
-5.47773887,5.36942862,0.01847132,1.28080049,0.03906771,2.34890074,1.10268313,0.45479365,2.86986276,1.10309633
-5.47173587,5.38727657,0.01794430,1.29517526,0.03849676,2.34918165,1.10645434,0.44888518,2.88472065,1.12905315
-5.46573287,5.40190484,0.01742113,1.30874045,0.03809450,2.34767084,1.10826751,0.44386690,2.89360845,1.15338149
-5.45972986,5.41225512,0.01690528,1.32125487,0.03785464,2.34384625,1.10792904,0.43961392,2.89606882,1.17560424
-5.45372686,5.41742229,0.01640010,1.33250332,0.03777169,2.33727729,1.10530076,0.43601801,2.89177343,1.19528455
-5.44772386,5.41668193,0.01590886,1.34229985,0.03784078,2.32764193,1.10030668,0.43298978,2.88053284,1.21203689
-5.44172086,5.40951001,0.01543463,1.35048971,0.03805751,2.31473915,1.09293736,0.43046010,2.86230116,1.22553625
-5.43571786,5.39559378,0.01498030,1.35694996,0.03841763,2.29849636,1.08325158,0.42838076,2.83717543,1.23552508
-5.42971486,5.37483391,0.01454845,1.36158885,0.03891678,2.27897142,1.07137526,0.42672442,2.80538962,1.24181786
-5.42371186,5.34733771,0.01414131,1.36434411,0.03955014,2.25634916,1.05749759,0.42548379,2.76730397,1.24430298
-5.41770885,5.31340441,0.01376074,1.36518039,0.04031204,2.23093276,1.04186456,0.42467014,2.72339016,1.24294230
-5.41170585,5.27350336,0.01340808,1.36408621,0.04119574,2.20313021,1.02477012,0.42431124,2.67421325,1.23776824
-5.40570285,5.22824663,0.01308417,1.36107065,0.04219300,2.17343684,1.00654548,0.42444860,2.62041147,1.22887895
-5.39969985,5.17835762,0.01278927,1.35616018,0.04329398,2.14241457,0.98754690,0.42513435,2.56267497,1.21643170
-5.39369685,5.12463751,0.01252307,1.34939592,0.04448697,2.11066885,0.96814264,0.42642772,2.50172461,1.20063517
-5.38769385,5.06793125,0.01228465,1.34083158,0.04575834,2.07882461,0.94869955,0.42839120,2.43829196,1.18174094
-5.38169085,5.00909493,0.01207253,1.33053228,0.04709255,2.04750200,0.92956998,0.43108667,2.37310137,1.16003476
-5.37568784,4.94896603,0.01188468,1.31857441,0.04847223,2.01729323,0.91107949,0.43457140,2.30685491,1.13582797
-5.36968484,4.88833780,0.01171861,1.30504642,0.04987837,1.98874136,0.89351598,0.43889434,2.24022069,1.10944955
-5.36368184,4.82793893,0.01157143,1.29005067,0.05129064,1.96232193,0.87712048,0.44409254,2.17382495,1.08123915
-5.35767884,4.76841898,0.01143995,1.27370601,0.05268770,1.93842821,0.86208016,0.45018817,2.10824775,1.05154116
-5.35167584,4.71034001,0.01132077,1.25615096,0.05404769,1.91736037,0.84852356,0.45718591,2.04402240,1.02070015
-5.34567284,4.65417443,0.01121044,1.23754722,0.05534866,1.89931916,0.83651840,0.46507119,1.98163790,0.98905770
-5.33966983,4.60030854,0.01110553,1.21808313,0.05656914,1.88440398,0.82607165,0.47380912,1.92154402,0.95695039
-5.33366683,4.54905137,0.01100280,1.19797687,0.05768863,1.87261537,0.81713218,0.48334428,1.86415838,0.92470907
-5.32766383,4.50064781,0.01089929,1.17747897,0.05868814,1.86386155,0.80959538,0.49360149,1.80987458,0.89265904
-5.32166083,4.45529524,0.01079246,1.15687402,0.05955066,1.85796868,0.80330980,0.50448734,1.75907084,0.86112098
-5.31565783,4.41316240,0.01068027,1.13648129,0.06026166,1.85469412,0.79808532,0.51589276,1.71211828,0.83041234
-5.30965483,4.37440944,0.01056128,1.11665404,0.06080939,1.85374205,0.79370251,0.52769622,1.66938834,0.80084895
-5.30365183,4.33920801,0.01043476,1.09777765,0.06118527,1.85478069,0.78992282,0.53976775,1.63125860,0.77274648
-5.29764882,4.30776034,0.01030069,1.08026634,0.06138401,1.85746026,0.78649921,0.55197335,1.59811680,0.74642165
-5.29164582,4.28031617,0.01015984,1.06455869,0.06140382,1.86143087,0.78318669,0.56417979,1.57036270,0.72219286
-5.28564282,4.25718675,0.01001379,1.05111195,0.06124640,1.86635950,0.77975260,0.57625945,1.54840759,0.70038007
-5.27963982,4.23875494,0.00986493,1.04039539,0.06091687,1.87194538,0.77598611,0.58809505,1.53267152,0.68130378
-5.27363682,4.22548096,0.00971641,1.03288269,0.06042361,1.87793306,0.77170669,0.59958393,1.52357833,0.66528311
-5.26763382,4.21790292,0.00957215,1.02904372,0.05977809,1.88412261,0.76677130,0.61064173,1.52154856,0.65263268
-5.26163082,4.21663211,0.00943672,1.02933571,0.05899449,1.89037657,0.76108006,0.62120522,1.52699056,0.64365852
-5.25562781,4.22234250,0.00931529,1.03419393,0.05808938,1.89662325,0.75458014,0.63123402,1.54028997,0.63865285
-5.24962481,4.23575465,0.00921348,1.04402217,0.05708133,1.90285648,0.74726800,0.64071122,1.56179799,0.63788788
-5.24362181,4.25761398,0.00913727,1.05918291,0.05599041,1.90913154,0.73918954,0.64964272,1.59181849,0.64160861
-5.23761881,4.28866390,0.00909281,1.07998736,0.05483777,1.91555772,0.73043853,0.65805529,1.63059453,0.65002494
-5.23161581,4.32961429,0.00908628,1.10668550,0.05364514,1.92228772,0.72115310,0.66599349,1.67829431,0.66330309
-5.22561281,4.38110617,0.00912364,1.13945611,0.05243431,1.92950443,0.71151044,0.67351542,1.73499714,0.68155675
-5.21960980,4.44367372,0.00921050,1.17839705,0.05122667,1.93740567,0.70172005,0.68068770,1.80067953,0.70483805
-5.21360680,4.51770479,0.00935186,1.22351592,0.05004271,1.94618769,0.69201543,0.68757978,1.87520200,0.73312887
-5.20760380,4.60340161,0.00955189,1.27472133,0.04890155,1.95602808,0.68264478,0.69425796,1.95829690,0.76633273
-5.20160080,4.70074335,0.00981377,1.33181527,0.04782048,1.96706907,0.67386083,0.70077939,2.04955782,0.80426777
-5.19559780,4.80945237,0.01013944,1.39448672,0.04681460,1.97940203,0.66591029,0.70718648,2.14843122,0.84666116
-5.18959480,4.92896611,0.01052947,1.46230718,0.04589639,1.99305386,0.65902312,0.71350201,2.25421076,0.89314551
-5.18359180,5.05841655,0.01098288,1.53472849,0.04507545,2.00797618,0.65340233,0.71972520,2.36603505,0.94325759
-5.17758879,5.19661890,0.01149706,1.61108345,0.04435822,2.02403793,0.64921437,0.72582912,2.48288945,0.99643976
-5.17158579,5.34207114,0.01206770,1.69058980,0.04374780,2.04102168,0.64658086,0.73175951,2.60361243,1.05204441
-5.16558279,5.49296545,0.01268882,1.77235769,0.04324392,2.05862433,0.64557181,0.73743530,2.72690705,1.10934171
-5.15957979,5.64721228,0.01335276,1.85540127,0.04284288,2.07646200,0.64620074,0.74275060,2.85135773,1.16753054
-5.15357679,5.80247725,0.01405038,1.93865417,0.04253773,2.09407926,0.64842204,0.74757850,2.97545247,1.22575273
-5.14757379,5.95623029,0.01477116,2.02098903,0.04231849,2.11096234,0.65213063,0.75177613,3.09761036,1.28311019
-5.14157079,6.10580595,0.01550349,2.10124062,0.04217246,2.12655591,0.65716413,0.75519107,3.21621386,1.33868472
-5.13556778,6.24847321,0.01623493,2.17823215,0.04208470,2.14028273,0.66330750,0.75766872,3.32964515,1.39155974
-5.12956478,6.38151240,0.01695256,2.25080389,0.04203860,2.15156538,0.67029994,0.75906017,3.43632549,1.44084338
-5.12356178,6.50229633,0.01764332,2.31784326,0.04201644,2.15984923,0.67784402,0.75923051,3.53475623,1.48569203
-5.11755878,6.60837272,0.01829440,2.37831526,0.04200013,2.16462556,0.68561644,0.75806679,3.62356004,1.52533350
-5.11155578,6.69754421,0.01889362,2.43129199,0.04197195,2.16545390,0.69328030,0.75548564,3.70152060,1.55908878
-5.10555278,6.76794282,0.01942979,2.47598008,0.04191522,2.16198258,0.70049809,0.75143994,3.76761918,1.58639157
-5.09954977,6.81809544,0.01989308,2.51174470,0.04181507,2.15396666,0.70694516,0.74592432,3.82106633,1.60680472
-5.09354677,6.84697753,0.02027525,2.53812924,0.04165908,2.14128237,0.71232279,0.73897930,3.86132726,1.62003272
-5.08754377,6.85405256,0.02056996,2.55486947,0.04143787,2.12393743,0.71637062,0.73069381,3.88813953,1.62592986
-5.08154077,6.83929540,0.02077293,2.56190173,0.04114552,2.10207697,0.71887766,0.72120604,3.90152234,1.62450355
-5.07553777,6.80319862,0.02088204,2.55936448,0.04077997,2.07598463,0.71969160,0.71070256,3.90177655,1.61591268
-5.06953477,6.74676144,0.02089734,2.54759328,0.04034318,2.04607886,0.71872590,0.69941578,3.88947553,1.60046102
-5.06353177,6.67146170,0.02082110,2.52710928,0.03984117,2.01290463,0.71596445,0.68761985,3.86544707,1.57858616
-5.05752876,6.57921227,0.02065762,2.49860173,0.03928390,1.97712083,0.71146356,0.67562514,3.83074697,1.55084411
-5.05152576,6.47230350,0.02041312,2.46290520,0.03868498,1.93948385,0.70535128,0.66377150,3.78662550,1.51789068
-5.04552276,6.35333430,0.02009551,2.42097258,0.03806125,1.90082798,0.69782402,0.65242054,3.73448805,1.48046002
-5.03951976,6.22513448,0.01971414,2.37384490,0.03743226,1.86204327,0.68914062,0.64194706,3.67585154,1.43934155
-5.03351676,6.09068136,0.01927950,2.32261919,0.03681957,1.82405166,0.67961419,0.63273007,3.61229836,1.39535600
-5.02751376,5.95301368,0.01880295,2.26841565,0.03624604,1.78778205,0.66960192,0.62514342,3.54542953,1.34933156
-5.02151076,5.81514574,0.01829637,2.21234529,0.03573505,1.75414511,0.65949331,0.61954630,3.47681883,1.30208109
-5.01550775,5.67998454,0.01777189,2.15547928,0.03530969,1.72400852,0.64969726,0.61627398,3.40796939,1.25438097
-5.00950475,5.55025243,0.01724157,2.09882075,0.03499193,1.69817330,0.64062843,0.61562869,3.34027407,1.20695242
-5.00350175,5.42841723,0.01671710,2.04328017,0.03480187,1.67735173,0.63269332,0.61787108,3.27498085,1.16044576
-4.99749875,5.31663164,0.01620959,1.98965461,0.03475703,1.66214752,0.62627656,0.62321232,3.21316394,1.11542782
-4.99149575,5.21668326,0.01572931,1.93861152,0.03487168,1.65303860,0.62172786,0.63180687,3.15570125,1.07237292
-4.98549275,5.12995598,0.01528546,1.89067732,0.03515632,1.65036291,0.61934999,0.64374642,3.10325852,1.03165721
-4.97948974,5.05740354,0.01488605,1.84623063,0.03561727,1.65430754,0.61938817,0.65905477,3.05628032,0.99355655
-4.97348674,4.99953536,0.01453767,1.80550036,0.03625632,1.66490159,0.62202123,0.67768414,3.01498756,0.95824743
-4.96748374,4.95641471,0.01424543,1.76856827,0.03707060,1.68201286,0.62735476,0.69951288,2.97938168,0.92581097
-4.96148074,4.92766901,0.01401287,1.73537585,0.03805255,1.70534865,0.63541664,0.72434479,2.94925468,0.89623933
-4.95547774,4.91251176,0.01384183,1.70573500,0.03919001,1.73446080,0.64615486,0.75191033,2.92420498,0.86944436
-4.94947474,4.90977563,0.01373250,1.67934222,0.04046652,1.76875493,0.65943801,0.78186956,2.90365817,0.84526801
-4.94347174,4.91795568,0.01368338,1.65579563,0.04186166,1.80750409,0.67505833,0.81381724,2.88689244,0.82349403
-4.93746873,4.93526194,0.01369133,1.63461451,0.04335163,1.84986635,0.69273734,0.84728991,2.87306763,0.80386060
-4.93146573,4.95967993,0.01375164,1.61526055,0.04490984,1.89490644,0.71213394,0.88177495,2.86125747,0.78607343
-4.92546273,4.98903782,0.01385817,1.59716032,0.04650767,1.94162082,0.73285483,0.91672166,2.85048407,0.76981905
-4.91945973,5.02107845,0.01400348,1.57972832,0.04811530,1.98896572,0.75446691,0.95155409,2.83975374,0.75477781
-4.91345673,5.05353435,0.01417902,1.56238984,0.04970255,2.03588754,0.77651144,0.98568539,2.82809326,0.74063630
-4.90745373,5.08420358,0.01437541,1.54460301,0.05123985,2.08135468,0.79851941,1.01853335,2.81458547,0.72709895
-4.90145073,5.11102421,0.01458263,1.52587939,0.05269906,2.12438998,0.82002774,1.04953679,2.79840318,0.71389836
-4.89544772,5.13214496,0.01479039,1.50580228,0.05405442,2.16410257,0.84059570,1.07817213,2.77884021,0.70080430
-4.88944472,5.14598966,0.01498836,1.48404234,0.05528331,2.19971818,0.85982100,1.10396992,2.75533854,0.68763105
-4.88344172,5.15131315,0.01516653,1.46036985,0.05636699,2.23060671,0.87735496,1.12653035,2.72751046,0.67424288
-4.87743872,5.14724655,0.01531554,1.43466315,0.05729119,2.25630592,0.89291620,1.14553759,2.69515497,0.66055769
-4.87143572,5.13333009,0.01542690,1.40691301,0.05804652,2.27654034,0.90630212,1.16077200,2.65826755,0.64654862
-4.86543272,5.10953194,0.01549334,1.37722277,0.05862878,2.29123444,0.91739802,1.17212003,2.61704290,0.63224359
-4.85942971,5.07625227,0.01550900,1.34580416,0.05903904,2.30051934,0.92618299,1.17958101,2.57187044,0.61772301
-4.85342671,5.03431206,0.01546961,1.31296910,0.05928351,2.30473278,0.93273266,1.18327078,2.52332258,0.60311553
-4.84742371,4.98492677,0.01537263,1.27911759,0.05937324,2.30441188,0.93721836,1.18342156,2.47213615,0.58859229
-4.84142071,4.92966594,0.01521732,1.24472252,0.05932371,2.30027899,0.93990274,1.18037828,2.41918770,0.57435958
-4.83541771,4.87039975,0.01500471,1.21031166,0.05915411,2.29322074,0.94113190,1.17459095,2.36546352,0.56065055
-4.82941471,4.80923473,0.01473758,1.17644784,0.05888659,2.28426112,0.94132422,1.16660358,2.31202564,0.54771596
-4.82341171,4.74844072,0.01442030,1.14370794,0.05854542,2.27452926,0.94095633,1.15703955,2.25997506,0.53581457
-4.81740870,4.69037177,0.01405867,1.11266167,0.05815597,2.26522294,0.94054662,1.14658415,2.21041370,0.52520334
-4.81140570,4.63738388,0.01365970,1.08385080,0.05774374,2.25756917,0.94063686,1.13596446,2.16440650,0.51612793
-4.80540270,4.59175236,0.01323134,1.05776979,0.05733342,2.25278299,0.94177264,1.12592736,2.12294511,0.50881364
-4.79939970,4.55559177,0.01278221,1.03484835,0.05694789,2.25202592,0.94448326,1.11721626,2.08691443,0.50345721
-4.79339670,4.53078108,0.01232129,1.01543665,0.05660738,2.25636543,0.94926189,1.11054727,2.05706329,0.50021972
-4.78739370,4.51889641,0.01185767,0.99979354,0.05632879,2.26673669,0.95654658,1.10658550,2.03398001,0.49922068
-4.78139070,4.52115365,0.01140022,0.98807813,0.05612498,2.28390791,0.96670295,1.10592232,2.01807369,0.50053348
-4.77538769,4.53836234,0.01095739,0.98034488,0.05600443,2.30845030,0.98000906,1.10905426,2.00956155,0.50418231
-4.76938469,4.57089241,0.01053695,0.97654224,0.05597092,2.34071366,0.99664312,1.11636427,2.00846266,0.51014056
-4.76338169,4.61865438,0.01014581,0.97651471,0.05602347,2.38080844,1.01667434,1.12810596,2.01459776,0.51833062
-4.75737869,4.68109352,0.00978990,0.98000807,0.05615643,2.42859464,1.04005743,1.14439149,2.02759515,0.52862515
-4.75137569,4.75719797,0.00947406,0.98667755,0.05635974,2.48367836,1.06663083,1.16518347,2.04690201,0.54084951
-4.74537269,4.84552047,0.00920194,0.99609844,0.05661935,2.54541576,1.09611873,1.19029135,2.07180068,0.55478552
-4.73936968,4.94421294,0.00897603,1.00777876,0.05691779,2.61292485,1.12813702,1.21937255,2.10142908,0.57017612
-4.73336668,5.05107289,0.00879767,1.02117358,0.05723483,2.68510454,1.16220282,1.25193849,2.13480464,0.58673105
-4.72736368,5.16360051,0.00866706,1.03570035,0.05754824,2.76066093,1.19774737,1.28736536,2.17085084,0.60413324
-4.72136068,5.27906474,0.00858333,1.05075500,0.05783461,2.83813991,1.23413191,1.32490972,2.20842565,0.62204577
-4.71535768,5.39457668,0.00854467,1.06572815,0.05807019,2.91596550,1.27066613,1.36372832,2.24635109,0.64011944
-4.70935468,5.50716853,0.00854840,1.08002120,0.05823170,2.99248286,1.30662842,1.40290186,2.28344308,0.65800045
-4.70335168,5.61387584,0.00859105,1.09306178,0.05829721,3.06600493,1.34128760,1.44146180,2.31854112,0.67533848
-4.69734867,5.71182098,0.00866854,1.10431827,0.05824682,3.13486121,1.37392517,1.47841971,2.35053687,0.69179465
-4.69134567,5.79829572,0.00877625,1.11331316,0.05806340,3.19744748,1.40385762,1.51279794,2.37840130,0.70704936
-4.68534267,5.87084034,0.00890916,1.11963484,0.05773317,3.25227488,1.43045797,1.54366074,2.40120974,0.72080993
-4.67933967,5.92731733,0.00906197,1.12294776,0.05724615,3.29801673,1.45317597,1.57014476,2.41816441,0.73281769
-4.67333667,5.96597735,0.00922919,1.12300064,0.05659656,3.33355175,1.47155631,1.59148770,2.42861386,0.74285453
-4.66733367,5.98551547,0.00940529,1.11963267,0.05578303,3.35800204,1.48525416,1.60705423,2.43206926,0.75074860
-4.66133067,5.98511593,0.00958481,1.11277759,0.05480868,3.37076466,1.49404782,1.61635805,2.42821681,0.75637914
-4.65532766,5.96448398,0.00976244,1.10246557,0.05368114,3.37153554,1.49784782,1.61907934,2.41692637,0.75968017
-4.64932466,5.92386360,0.00993319,1.08882288,0.05241236,3.36032492,1.49670237,1.61507680,2.39825603,0.76064301
-4.64332166,5.86404053,0.01009243,1.07206940,0.05101837,3.33746368,1.49079891,1.60439398,2.37245247,0.75931739
