energy_ev,total_up,Ag_p_up,Ag_d_up,N_s_up,N_p_up,Sc_p_up,Sc_d_up,Te_p_up,Te_d_up
-5.81990995,3.06410009,1.04039474,1.79999061,0.03183280,0.05287600,0.53999018,0.26229968,0.89222140,0.00000000
-5.81390695,2.96266258,1.01149376,1.73383277,0.03066794,0.05136980,0.52254104,0.25235380,0.86713121,0.00000000
-5.80790395,2.85877392,0.98120229,1.66683658,0.02951543,0.04967609,0.50495295,0.24231950,0.84091706,0.00000000
-5.80190095,2.75380919,0.94994860,1.59990965,0.02837384,0.04783476,0.48741571,0.23228240,0.81390784,0.00000000
-5.79589795,2.64925886,0.91820758,1.53400216,0.02724199,0.04588926,0.47014200,0.22233932,0.78648133,0.00000000
-5.78989495,2.54669834,0.88648995,1.47008836,0.02611917,0.04388538,0.45336373,0.21259636,0.75905600,0.00000000
-5.78389195,2.44775226,0.85532964,1.40914644,0.02500534,0.04186996,0.43732681,0.20316623,0.73208043,0.00000000
-5.77788894,2.35405453,0.82526955,1.35213728,0.02390129,0.03988959,0.42228457,0.19416497,0.70602061,0.00000000
-5.77188594,2.26720569,0.79684633,1.29998252,0.02280866,0.03798930,0.40849004,0.18570828,0.68134579,0.00000000
-5.76588294,2.18872864,0.77057465,1.25354278,0.02172995,0.03621137,0.39618731,0.17790759,0.65851331,0.00000000
-5.75987994,2.12002446,0.74693144,1.21359634,0.02066844,0.03459420,0.38560253,0.17086592,0.63795299,0.00000000
-5.75387694,2.06232956,0.72634070,1.18081894,0.01962805,0.03317132,0.37693471,0.16467396,0.62005176,0.00000000
-5.74787394,2.01667572,0.70915941,1.15576513,0.01861315,0.03197056,0.37034692,0.15940632,0.60513912,0.00000000
-5.74187094,1.98385430,0.69566488,1.13885175,0.01762837,0.03101344,0.36595812,0.15511822,0.59347400,0.00000000
-5.73586793,1.96438582,0.68604423,1.13034384,0.01667838,0.03031468,0.36383614,0.15184272,0.58523360,0.00000000
-5.72986493,1.95849622,0.68038620,1.13034364,0.01576760,0.02988195,0.36399212,0.14958872,0.58050463,0.00000000
-5.72386193,1.96610069,0.67867567,1.13878292,0.01490003,0.02971583,0.36637661,0.14833963,0.57927741,0.00000000
-5.71785893,1.98679585,0.68079133,1.15541914,0.01407902,0.02980992,0.37087777,0.14805298,0.58144305,0.00000000
-5.71185593,2.01986100,0.68650634,1.17983580,0.01330712,0.03015117,0.37732166,0.14866096,0.58679398,0.00000000
-5.70585293,2.06426873,0.69549248,1.21144712,0.01258592,0.03072038,0.38547477,0.15007167,0.59502780,0.00000000
-5.69984992,2.11870496,0.70732743,1.24950751,0.01191600,0.03149279,0.39504883,0.15217149,0.60575449,0.00000000
-5.69384692,2.18159822,0.72150525,1.29312553,0.01129687,0.03243894,0.40570772,0.15482801,0.61850672,0.00000000
-5.68784392,2.25115761,0.73744980,1.34128255,0.01072700,0.03352546,0.41707634,0.15789376,0.63275301,0.00000000
-5.68184092,2.32541846,0.75453065,1.39285567,0.01020391,0.03471612,0.42875116,0.16121058,0.64791325,0.00000000
-5.67583792,2.40229456,0.77208107,1.44664452,0.00972422,0.03597279,0.44031205,0.16461421,0.66337613,0.00000000
-5.66983492,2.47963527,0.78941758,1.50140118,0.00928385,0.03725657,0.45133505,0.16793934,0.67851786,0.00000000
-5.66383192,2.55528581,0.80586031,1.55586251,0.00887818,0.03852880,0.46140553,0.17102460,0.69272140,0.00000000
-5.65782891,2.62714862,0.82075346,1.60878379,0.00850225,0.03975216,0.47013119,0.17371748,0.70539567,0.00000000
-5.65182591,2.69324365,0.83348522,1.65897254,0.00815094,0.04089160,0.47715453,0.17587891,0.71599388,0.00000000
-5.64582291,2.75176540,0.84350635,1.70532138,0.00781922,0.04191536,0.48216422,0.17738741,0.72403038,0.00000000
-5.63981991,2.80113462,0.85034664,1.74683866,0.00750230,0.04279569,0.48490486,0.17814265,0.72909535,0.00000000
-5.63381691,2.84004269,0.85362881,1.78267569,0.00719586,0.04350967,0.48518487,0.17806813,0.73086687,0.00000000
-5.62781391,2.86748713,0.85307920,1.81214947,0.00689615,0.04403971,0.48288211,0.17711316,0.72911992,0.00000000
-5.62181091,2.88279680,0.84853498,1.83476014,0.00660014,0.04437404,0.47794708,0.17525387,0.72373195,0.00000000
-5.61580790,2.88564617,0.83994748,1.85020232,0.00630562,0.04450697,0.47040367,0.17249336,0.71468505,0.00000000
-5.60980490,2.87605811,0.82738185,1.85837008,0.00601123,0.04443903,0.46034734,0.16886085,0.70206464,0.00000000
-5.60380190,2.85439535,0.81101294,1.85935530,0.00571647,0.04417696,0.44794101,0.16441015,0.68605475,0.00000000
-5.59779890,2.82134135,0.79111777,1.85343964,0.00542169,0.04373348,0.43340884,0.15921728,0.66693045,0.00000000
-5.59179590,2.77787148,0.76806491,1.84108059,0.00512803,0.04312704,0.41702826,0.15337750,0.64504759,0.00000000
-5.58579290,2.72521596,0.74230144,1.82289217,0.00483735,0.04238125,0.39912050,0.14700191,0.62083046,0.00000000
-5.57978989,2.66481626,0.71433790,1.79962133,0.00455213,0.04152440,0.38004033,0.14021366,0.59475797,0.00000000
-5.57378689,2.59827693,0.68473194,1.77212102,0.00427532,0.04058867,0.36016508,0.13314403,0.56734881,0.00000000
-5.56778389,2.52731464,0.65407147,1.74132106,0.00401026,0.03960938,0.33988375,0.12592850,0.53914632,0.00000000
-5.56178089,2.45370653,0.62295760,1.70819805,0.00376054,0.03862409,0.31958630,0.11870290,0.51070352,0.00000000
-5.55577789,2.37923969,0.59198835,1.67374538,0.00352984,0.03767168,0.29965372,0.11159986,0.48256878,0.00000000
-5.54977489,2.30566333,0.56174328,1.63894451,0.00332188,0.03679134,0.28044898,0.10474560,0.45527262,0.00000000
-5.54377189,2.23464506,0.53276975,1.60473834,0.00314026,0.03602156,0.26230928,0.09825708,0.42931594,0.00000000
-5.53776888,2.16773248,0.50557085,1.57200751,0.00298840,0.03539917,0.24553951,0.09223974,0.40515985,0.00000000
-5.53176588,2.10632069,0.48059546,1.54155020,0.00286948,0.03495830,0.23040728,0.08678562,0.38321736,0.00000000
-5.52576288,2.05162635,0.45823042,1.51406574,0.00278635,0.03472949,0.21713922,0.08197210,0.36384687,0.00000000
-5.51975988,2.00466833,0.43879482,1.49014238,0.00274156,0.03473875,0.20591881,0.07786107,0.34734755,0.00000000
-5.51375688,1.96625499,0.42253647,1.47024903,0.00273730,0.03500686,0.19688536,0.07449855,0.33395642,0.00000000
-5.50775388,1.93697773,0.40963034,1.45473102,0.00277544,0.03554866,0.19013420,0.07191481,0.32384709,0.00000000
-5.50175088,1.91721032,0.40017887,1.44380947,0.00285751,0.03637255,0.18571782,0.07012476,0.31712998,0.00000000
-5.49574787,1.90711344,0.39421394,1.43758394,0.00298477,0.03748014,0.18364786,0.06912873,0.31385382,0.00000000
-5.48974487,1.90664376,0.39170034,1.43603795,0.00315821,0.03886608,0.18389773,0.06891347,0.31400821,0.00000000
-5.48374187,1.91556676,0.39254037,1.43904689,0.00337866,0.04051808,0.18640569,0.06945340,0.31752713,0.00000000
-5.47773887,1.93347270,0.39657958,1.44638770,0.00364674,0.04241712,0.19107830,0.07071199,0.32429321,0.00000000
-5.47173587,1.95979489,0.40361323,1.45775007,0.00396298,0.04453793,0.19779403,0.07264319,0.33414247,0.00000000
-5.46573287,1.99382970,0.41339336,1.47274851,0.00432784,0.04684952,0.20640700,0.07519305,0.34686955,0.00000000
-5.45972986,2.03475766,0.42563617,1.49093496,0.00474170,0.04931606,0.21675065,0.07830125,0.36223318,0.00000000
-5.45372686,2.08166501,0.44002965,1.51181159,0.00520495,0.05189775,0.22864133,0.08190265,0.37996173,0.00000000
-5.44772386,2.13356541,0.45624111,1.53484347,0.00571792,0.05455195,0.24188176,0.08592881,0.39975891,0.00000000
-5.44172086,2.18942118,0.47392455,1.55947086,0.00628093,0.05723423,0.25626423,0.09030938,0.42130923,0.00000000
-5.43571786,2.24816382,0.49272761,1.58512093,0.00689424,0.05989963,0.27157358,0.09497350,0.44428348,0.00000000
-5.42971486,2.30871356,0.51229815,1.61121877,0.00755808,0.06250378,0.28759002,0.09985092,0.46834383,0.00000000
-5.42371186,2.36999765,0.53229004,1.63719767,0.00827254,0.06500400,0.30409154,0.10487315,0.49314880,0.00000000
-5.41770885,2.43096741,0.55236846,1.66250852,0.00903763,0.06736033,0.32085627,0.10997434,0.51835788,0.00000000
-5.41170585,2.49061379,0.57221433,1.68662846,0.00985319,0.06953642,0.33766454,0.11509211,0.54363584,0.00000000
-5.40570285,2.54798167,0.59152813,1.70906873,0.01071893,0.07150024,0.35430083,0.12016819,0.56865682,0.00000000
-5.39969985,2.60218282,0.61003302,1.72938183,0.01163444,0.07322459,0.37055566,0.12514895,0.59310812,0.00000000
-5.39369685,2.65240777,0.62747733,1.74716813,0.01259919,0.07468753,0.38622738,0.12998582,0.61669387,0.00000000
-5.38769385,2.69793664,0.64363662,1.76208185,0.01361267,0.07587247,0.40112411,0.13463564,0.63913852,0.00000000
-5.38169085,2.73814917,0.65831534,1.77383672,0.01467447,0.07676820,0.41506564,0.13906091,0.66019022,0.00000000
-5.37568784,2.77253405,0.67134828,1.78221121,0.01578444,0.07736872,0.42788556,0.14322999,0.67962422,0.00000000
-5.36968484,2.80069763,0.68260187,1.78705336,0.01694290,0.07767294,0.43943351,0.14711728,0.69724623,0.00000000
-5.36368184,2.82237200,0.69197554,1.78828536,0.01815083,0.07768435,0.44957760,0.15070342,0.71289577,0.00000000
-5.35767884,2.83742242,0.69940306,1.78590753,0.01941019,0.07741049,0.45820688,0.15397534,0.72644943,0.00000000
-5.35167584,2.84585381,0.70485407,1.78000176,0.02072410,0.07686256,0.46523400,0.15692649,0.73782404,0.00000000
-5.34567284,2.84781606,0.70833552,1.77073419,0.02209715,0.07605488,0.47059768,0.15955683,0.74697955,0.00000000
-5.33966983,2.84360768,0.70989324,1.75835675,0.02353562,0.07500447,0.47426514,0.16187294,0.75392147,0.00000000
-5.33366683,2.83367733,0.70961320,1.74320739,0.02504763,0.07373063,0.47623413,0.16388799,0.75870283,0.00000000
-5.32766383,2.81862271,0.70762258,1.72570866,0.02664325,0.07225457,0.47653458,0.16562154,0.76142518,0.00000000
-5.32166083,2.79918618,0.70409018,1.70636428,0.02833450,0.07059909,0.47522952,0.16709937,0.76223874,0.00000000
-5.31565783,2.77624671,0.69922610,1.68575345,0.03013524,0.06878828,0.47241534,0.16835301,0.76134127,0.00000000
-5.30965483,2.75080756,0.69328052,1.66452274,0.03206086,0.06684732,0.46822108,0.16941917,0.75897567,0.00000000
-5.30365183,2.72397968,0.68654118,1.64337523,0.03412795,0.06480222,0.46280673,0.17033897,0.75542604,0.00000000
-5.29764882,2.69696047,0.67932969,1.62305715,0.03635367,0.06267957,0.45636051,0.17115697,0.75101237,0.00000000
-5.29164582,2.67100817,0.67199627,1.60434180,0.03875510,0.06050634,0.44909511,0.17192007,0.74608364,0.00000000
-5.28564282,2.64741220,0.66491318,1.58801125,0.04134833,0.05830957,0.44124292,0.17267617,0.74100959,0.00000000
-5.27963982,2.62746003,0.65846670,1.57483597,0.04414762,0.05611610,0.43305037,0.17347282,0.73617131,0.00000000
-5.27363682,2.61240137,0.65304785,1.56555302,0.04716430,0.05395217,0.42477159,0.17435570,0.73195079,0.00000000
-5.26763382,2.60341067,0.64904208,1.56084333,0.05040575,0.05184303,0.41666143,0.17536717,0.72871986,0.00000000
-5.26163082,2.60154917,0.64681811,1.56130880,0.05387439,0.04981254,0.40896831,0.17654476,0.72682876,0.00000000
-5.25562781,2.60772765,0.64671642,1.56744997,0.05756673,0.04788271,0.40192684,0.17791978,0.72659482,0.00000000
-5.24962481,2.62267127,0.64903753,1.57964507,0.06147252,0.04607320,0.39575078,0.17951610,0.72829150,0.00000000
-5.24362181,2.64688773,0.65403067,1.59813126,0.06557412,0.04440092,0.39062633,0.18134905,0.73213834,0.00000000
-5.23761881,2.68064016,0.66188322,1.62298878,0.06984610,0.04287959,0.38670619,0.18342457,0.73829202,0.00000000
-5.23161581,2.72392565,0.67271119,1.65412876,0.07425506,0.04151937,0.38410444,0.18573860,0.74683902,0.00000000
-5.22561281,2.77646064,0.68655136,1.69128528,0.07875980,0.04032660,0.38289252,0.18827673,0.75779004,0.00000000
-5.21960980,2.83767379,0.70335525,1.73401224,0.08331180,0.03930358,0.38309645,0.19101415,0.77107650,0.00000000
-5.21360680,2.90670699,0.72298535,1.78168522,0.08785598,0.03844848,0.38469538,0.19391582,0.78654923,0.00000000
-5.20760380,2.98242490,0.74521385,1.83350876,0.09233184,0.03775537,0.38762149,0.19693702,0.80397957,0.00000000
-5.20160080,3.06343295,0.76972401,1.88852897,0.09667478,0.03721436,0.39176130,0.20002410,0.82306277,0.00000000
-5.19559780,3.14810378,0.79611443,1.94565130,0.10081773,0.03681187,0.39695846,0.20311551,0.84342380,0.00000000
-5.18959480,3.23461160,0.82390603,2.00366330,0.10469298,0.03653102,0.40301773,0.20614313,0.86462548,0.00000000
-5.18359180,3.32097376,0.85255193,2.06126176,0.10823402,0.03635211,0.40971025,0.20903374,0.88617865,0.00000000
-5.17758879,3.40509867,0.88144993,2.11708365,0.11137754,0.03625321,0.41677997,0.21171083,0.90755433,0.00000000
-5.17158579,3.48483873,0.90995732,2.16974006,0.11406534,0.03621088,0.42395082,0.21409650,0.92819745,0.00000000
-5.16558279,3.55804696,0.93740781,2.21785215,0.11624613,0.03620088,0.43093479,0.21611363,0.94754194,0.00000000
-5.15957979,3.62263574,0.96313002,2.26008815,0.11787718,0.03619901,0.43744033,0.21768802,0.96502661,0.00000000
-5.15357679,3.67663588,0.98646701,2.29520019,0.11892572,0.03618186,0.44318113,0.21875078,0.98011154,0.00000000
-5.14757379,3.71825420,1.00679640,2.32205986,0.11937001,0.03612775,0.44788478,0.21924066,0.99229436,0.00000000
-5.14157079,3.74592773,1.02355019,2.33969123,0.11920015,0.03601745,0.45130112,0.21910625,1.00112601,0.00000000
-5.13556778,3.75837274,1.03623391,2.34730033,0.11841847,0.03583501,0.45321012,0.21830826,1.00622539,0.00000000
-5.12956478,3.75462686,1.04444416,2.34429988,0.11703957,0.03556848,0.45342880,0.21682139,1.00729236,0.00000000
-5.12356178,3.73408265,1.04788411,2.33032844,0.11509001,0.03521053,0.45181717,0.21463600,1.00411875,0.00000000
-5.11755878,3.69651145,1.04637622,2.30526326,0.11260764,0.03475907,0.44828278,0.21175945,0.99659672,0.00000000
-5.11155578,3.64207647,1.03987179,2.26922634,0.10964058,0.03421763,0.44278398,0.20821687,0.98472440,0.00000000
-5.10555278,3.57133452,1.02845698,2.22258322,0.10624605,0.03359579,0.43533144,0.20405150,0.96860829,0.00000000
-5.09954977,3.48522621,1.01235490,2.16593491,0.10248884,0.03290932,0.42598816,0.19932443,0.94846248,0.00000000
-5.09354677,3.38505493,0.99192379,2.10010273,0.09843965,0.03218037,0.41486784,0.19411369,0.92460448,0.00000000
-5.08754377,3.27245509,0.96765136,2.02610710,0.09417341,0.03143739,0.40213169,0.18851282,0.89744796,0.00000000
-5.08154077,3.14935105,0.94014524,1.94514062,0.08976742,0.03071501,0.38798386,0.18262875,0.86749246,0.00000000
-5.07553777,3.01790776,0.91012016,1.85853669,0.08529952,0.03005375,0.37266557,0.17657922,0.83531049,0.00000000
-5.06953477,2.88047522,0.87838198,1.76773471,0.08084642,0.02949965,0.35644833,0.17048965,0.80153246,0.00000000
-5.06353177,2.73952837,0.84580930,1.67424305,0.07648193,0.02910371,0.33962631,0.16448967,0.76682994,0.00000000
-5.05752876,2.59760466,0.81333305,1.57960120,0.07227550,0.02892127,0.32250839,0.15870944,0.73189781,0.00000000
-5.05152576,2.45724116,0.78191477,1.48534210,0.06829078,0.02901120,0.30540989,0.15327572,0.69743597,0.00000000
-5.04552276,2.32091333,0.75252398,1.39295611,0.06458449,0.02943500,0.28864449,0.14830808,0.66413108,0.00000000
-5.03951976,2.19097712,0.72611550,1.30385746,0.06120538,0.03025573,0.27251652,0.14391517,0.63263904,0.00000000
-5.03351676,2.06961600,0.70360692,1.21935411,0.05819344,0.03153681,0.25731380,0.14019137,0.60356865,0.00000000
-5.02751376,1.95879417,0.68585686,1.14062175,0.05557940,0.03334066,0.24330123,0.13721373,0.57746691,0.00000000
-5.02151076,1.86021691,0.67364446,1.06868236,0.05338431,0.03572722,0.23071534,0.13503959,0.55480635,0.00000000
-5.01550775,1.77529875,0.66765029,1.00438758,0.05161942,0.03875233,0.21975978,0.13370473,0.53597459,0.00000000
-5.00950475,1.70513960,0.66843912,0.94840701,0.05028630,0.04246594,0.21060187,0.13322219,0.52126643,0.00000000
-5.00350175,1.65050909,0.67644470,0.90122130,0.04937706,0.04691033,0.20337010,0.13358189,0.51087844,0.00000000
-4.99749875,1.61183868,0.69195688,0.86311974,0.04887479,0.05211815,0.19815268,0.13475089,0.50490611,0.00000000
-4.99149575,1.58922132,0.71511116,0.83420210,0.04875426,0.05811056,0.19499699,0.13667441,0.50334347,0.00000000
-4.98549275,1.58241793,0.74588097,0.81438409,0.04898262,0.06489536,0.19390978,0.13927749,0.50608508,0.00000000
-4.97948974,1.59087023,0.78407296,0.80340620,0.04952036,0.07246527,0.19485816,0.14246726,0.51293016,0.00000000
-4.97348674,1.61371909,0.82932528,0.80084529,0.05032230,0.08079641,0.19777115,0.14613567,0.52358868,0.00000000
-4.96748374,1.64982787,0.88110934,0.80612849,0.05133877,0.08984709,0.20254183,0.15016268,0.53768921,0.00000000
-4.96148074,1.69781001,0.93873504,0.81854907,0.05251675,0.09955694,0.20902983,0.15441960,0.55478825,0.00000000
-4.95547774,1.75606034,1.00135983,0.83728387,0.05380114,0.10984653,0.21706427,0.15877276,0.57438078,0.00000000
-4.94947474,1.82278949,1.06800141,0.86141202,0.05513602,0.12061755,0.22644699,0.16308705,0.59591192,0.00000000
-4.94347174,1.89606097,1.13755443,0.88993453,0.05646588,0.13175349,0.23695615,0.16722948,0.61878922,0.00000000
-4.93746873,1.97383033,1.20881075,0.92179480,0.05773688,0.14312106,0.24834997,0.17107250,0.64239566,0.00000000
-4.93146573,2.05398588,1.28048333,0.95589949,0.05889800,0.15457218,0.26037086,0.17449706,0.66610280,0.00000000
-4.92546273,2.13439061,1.35123301,0.99113982,0.05990211,0.16594662,0.27274980,0.17739526,0.68928413,0.00000000
-4.91945973,2.21292438,1.41969804,1.02641283,0.06070694,0.17707523,0.28521082,0.17967266,0.71132817,0.00000000
-4.91345673,2.28752605,1.48452521,1.06064250,0.06127594,0.18778365,0.29747592,0.18125002,0.73165120,0.00000000
-4.90745373,2.35623461,1.54440210,1.09280025,0.06157896,0.19789648,0.30926997,0.18206463,0.74970930,0.00000000
-4.90145073,2.41722847,1.59808928,1.12192463,0.06159275,0.20724163,0.32032582,0.18207110,0.76500951,0.00000000
-4.89544772,2.46886213,1.64445146,1.14713967,0.06130131,0.21565492,0.33038947,0.18124169,0.77711978,0.00000000
-4.88944472,2.50969932,1.68248655,1.16767150,0.06069605,0.22298449,0.33922508,0.17956617,0.78567753,0.00000000
-4.88344172,2.53854150,1.71135158,1.18286289,0.05977575,0.22909514,0.34661987,0.17705122,0.79039660,0.00000000
-4.87743872,2.55445118,1.73038445,1.19218515,0.05854630,0.23387219,0.35238866,0.17371951,0.79107232,0.00000000
-4.87143572,2.55676897,1.73912078,1.19524710,0.05702034,0.23722485,0.35637788,0.16960847,0.78758470,0.00000000
-4.86543272,2.54512400,1.73730503,1.19180081,0.05521664,0.23908892,0.35846905,0.16476866,0.77989942,0.00000000
-4.85942971,2.51943708,1.72489567,1.18174378,0.05315944,0.23942866,0.35858140,0.15926213,0.76806680,0.00000000
-4.85342671,2.47991658,1.70206392,1.16511752,0.05087755,0.23823786,0.35667362,0.15316043,0.75221864,0.00000000
-4.84742371,2.42704693,1.66918642,1.14210254,0.04840347,0.23553995,0.35274467,0.14654271,0.73256303,0.00000000
-4.84142071,2.36157019,1.62683186,1.11300980,0.04577238,0.23138725,0.34683346,0.13949362,0.70937736,0.00000000
-4.83541771,2.28446116,1.57574235,1.07826895,0.04302112,0.22585929,0.33901755,0.13210137,0.68299968,0.00000000
-4.82941471,2.19689702,1.51681019,1.03841383,0.04018719,0.21906038,0.32941068,0.12445573,0.65381879,0.00000000
-4.82341171,2.10022236,1.45105105,0.99406550,0.03730778,0.21111647,0.31815944,0.11664619,0.62226326,0.00000000
-4.81740870,1.99591100,1.37957455,0.94591368,0.03441883,0.20217145,0.30543899,0.10876028,0.58878991,0.00000000
-4.81140570,1.88552582,1.30355350,0.89469706,0.03155427,0.19238304,0.29144806,0.10088202,0.55387199,0.00000000
-4.80540270,1.77067802,1.22419286,0.84118320,0.02874530,0.18191842,0.27640344,0.09309056,0.51798756,0.00000000
-4.79939970,1.65298716,1.14269956,0.78614878,0.02601979,0.17094983,0.26053411,0.08545904,0.48160832,0.00000000
-4.79339670,1.53404329,1.06025420,0.73036071,0.02340195,0.15965019,0.24407520,0.07805371,0.44518935,0.00000000
-4.78739370,1.41537222,0.97798545,0.67455880,0.02091196,0.14818904,0.22726211,0.07093323,0.40915995,0.00000000
-4.78139070,1.29840507,0.89694792,0.61944042,0.01856588,0.13672874,0.21032483,0.06414820,0.37391584,0.00000000
-4.77538769,1.18445263,0.81810384,0.56564744,0.01637568,0.12542124,0.19348286,0.05774097,0.33981287,0.00000000
-4.76938469,1.07468507,0.74230909,0.51375590,0.01434930,0.11440534,0.17694059,0.05174555,0.30716237,0.00000000
-4.76338169,0.97011738,0.67030332,0.46426834,0.01249095,0.10380458,0.16088361,0.04618782,0.27622807,0.00000000
-4.75737869,0.87160024,0.60270439,0.41760886,0.01080140,0.09372572,0.14547573,0.04108582,0.24722468,0.00000000
-4.75137569,0.77981630,0.54000655,0.37412085,0.00927835,0.08425784,0.13085692,0.03645024,0.22031780,0.00000000
-4.74537269,0.69528136,0.48258221,0.33406709,0.00791690,0.07547202,0.11714212,0.03228494,0.19562532,0.00000000
-4.73936968,0.61834977,0.43068656,0.29763198,0.00670998,0.06742153,0.10442086,0.02858765,0.17321975,0.00000000
-4.73336668,0.54922347,0.38446465,0.26492552,0.00564882,0.06014247,0.09275772,0.02535063,0.15313164,0.00000000
-4.72736368,0.48796377,0.34396022,0.23598871,0.00472340,0.05365479,0.08219339,0.02256139,0.13535352,0.00000000
-4.72136068,0.43450531,0.30912578,0.21080000,0.00392286,0.04796354,0.07274634,0.02020345,0.11984444,0.00000000
-4.71535768,0.38867114,0.27983331,0.18928232,0.00323590,0.04306045,0.06441492,0.01825695,0.10653462,0.00000000
-4.70935468,0.35018860,0.25588533,0.17131053,0.00265109,0.03892548,0.05717981,0.01669941,0.09533031,0.00000000
-4.70335168,0.31870520,0.23702569,0.15671888,0.00215722,0.03552855,0.05100667,0.01550627,0.08611849,0.00000000
-4.69734867,0.29380414,0.22295011,0.14530829,0.00174343,0.03283122,0.04584891,0.01465150,0.07877138,0.00000000
-4.69134567,0.27501915,0.21331606,0.13685340,0.00139950,0.03078833,0.04165045,0.01410810,0.07315077,0.00000000
-4.68534267,0.26184842,0.20775215,0.13110913,0.00111590,0.02934961,0.03834851,0.01384861,0.06911189,0.00000000
-4.67933967,0.25376760,0.20586674,0.12781679,0.00088395,0.02846113,0.03587613,0.01384553,0.06650708,0.00000000
-4.67333667,0.25024175,0.20725617,0.12670986,0.00069579,0.02806678,0.03416477,0.01407178,0.06518906,0.00000000
-4.66733367,0.25073648,0.21151249,0.12751920,0.00054444,0.02810953,0.03314649,0.01450108,0.06501400,0.00000000
-4.66133067,0.25472823,0.21823084,0.12997806,0.00042378,0.02853267,0.03275612,0.01510840,0.06584417,0.00000000
-4.65532766,0.26171384,0.22701672,0.13382673,0.00032853,0.02928102,0.03293315,0.01587036,0.06755056,0.00000000
-4.64932466,0.27121956,0.23749304,0.13881692,0.00025413,0.03030195,0.03362344,0.01676566,0.07001515,0.00000000
-4.64332166,0.28280950,0.24930712,0.14471602,0.00019678,0.03154649,0.03478065,0.01777552,0.07313307,0.00000000
