energy_ev,total_up,C_s_up,C_p_up,Ir_p_up,Ir_d_up,S_s_up,S_p_up,V_p_up,V_d_up
-5.88594297,3.07296503,0.01019834,0.41020682,1.03676573,0.99049646,0.01256386,1.22075474,0.56800143,0.37306963
-5.87993997,3.18426425,0.01025593,0.43008114,1.06640301,1.03657270,0.01250974,1.25548996,0.58669870,0.38930674
-5.87393697,3.29810939,0.01034303,0.45032664,1.09844321,1.08322103,0.01241101,1.29141631,0.60677428,0.40546429
-5.86793397,3.41306797,0.01044872,0.47062836,1.13222336,1.12993492,0.01226906,1.32811009,0.62789276,0.42136444
-5.86193097,3.52761761,0.01056244,0.49064758,1.16699534,1.17618166,0.01208694,1.36511866,0.64968807,0.43683139
-5.85592796,3.64018397,0.01067430,0.51003060,1.20194779,1.22141429,0.01186926,1.40197196,0.67177432,0.45169581
-5.84992496,3.74918298,0.01077531,0.52841865,1.23623106,1.26508518,0.01162213,1.43819559,0.69375770,0.46579952
-5.84392196,3.85306622,0.01085762,0.54545826,1.26898425,1.30666051,0.01135287,1.47332481,0.71524914,0.47899999
-5.83791896,3.95036755,0.01091470,0.56081198,1.29936326,1.34563540,0.01106982,1.50691922,0.73587697,0.49117472
-5.83191596,4.03974921,0.01094149,0.57416877,1.32656883,1.38154890,0.01078206,1.53857729,0.75529937,0.50222519
-5.82591296,4.12004528,0.01093444,0.58525384,1.34987334,1.41399831,0.01049906,1.56795015,0.77321577,0.51208015
-5.81990995,4.19030048,0.01089154,0.59383744,1.36864529,1.44265206,0.01023039,1.59475396,0.78937691,0.52069808
-5.81390695,4.24980221,0.01081232,0.59974218,1.38237037,1.46726056,0.00998537,1.61878006,0.80359282,0.52806869
-5.80790395,4.29810409,0.01069774,0.60284862,1.39066828,1.48766439,0.00977275,1.63990245,0.81573866,0.53421321
-5.80190095,4.33503962,0.01055004,0.60309891,1.39330447,1.50379923,0.00960039,1.65808182,0.82575776,0.53918350
-5.79589795,4.36072498,0.01037260,0.60049817,1.39019646,1.51569742,0.00947496,1.67336614,0.83366196,0.54305989
-5.78989495,4.37555055,0.01016968,0.59511374,1.38141443,1.52348566,0.00940172,1.68588725,0.83952909,0.54594783
-5.78389195,4.38016142,0.00994624,0.58707222,1.36717613,1.52737920,0.00938430,1.69585382,0.84349777,0.54797340
-5.77788894,4.37542766,0.00970768,0.57655452,1.34783658,1.52767246,0.00942452,1.70354084,0.84575982,0.54927795
-5.77188594,4.36240595,0.00945957,0.56378917,1.32387302,1.52472670,0.00952236,1.70927616,0.84655058,0.55001210
-5.76588294,4.34229434,0.00920745,0.54904415,1.29586597,1.51895525,0.00967584,1.71342481,0.84613787,0.55032933
-5.75987994,4.31638276,0.00895662,0.53261778,1.26447750,1.51080713,0.00988110,1.71637196,0.84480995,0.55037959
-5.75387694,4.28600166,0.00871196,0.51482898,1.23042764,1.50074976,0.01013251,1.71850557,0.84286335,0.55030317
-5.74787394,4.25247185,0.00847777,0.49600739,1.19447027,1.48925188,0.01042278,1.72019956,0.84059112,0.55022527
-5.74187094,4.21705783,0.00825771,0.47648380,1.15736945,1.47676731,0.01074322,1.72179872,0.83827210,0.55025149
-5.73586793,4.18092734,0.00805478,0.45658132,1.11987731,1.46372054,0.01108396,1.72360597,0.83616185,0.55046453
-5.72986493,4.14511875,0.00787125,0.43660758,1.08271444,1.45049475,0.01143433,1.72587288,0.83448549,0.55092221
-5.72386193,4.11051793,0.00770877,0.41684819,1.04655326,1.43742273,0.01178314,1.72879380,0.83343296,0.55165702
-5.71785893,4.07784515,0.00756842,0.39756181,1.01200503,1.42478110,0.01211911,1.73250383,0.83315654,0.55267707
-5.71185593,4.04765216,0.00745084,0.37897667,0.97961056,1.41278781,0.01243120,1.73708059,0.83377081,0.55396839
-5.70585293,4.02032861,0.00735633,0.36128871,0.94983467,1.40160286,0.01270898,1.74254934,0.83535461,0.55549840
-5.69984992,3.99611674,0.00728502,0.34466120,0.92306403,1.39133180,0.01294300,1.74889102,0.83795486,0.55722028
-5.69384692,3.97513235,0.00723696,0.32922561,0.89960794,1.38203167,0.01312509,1.75605222,0.84159154,0.55907788
-5.68784392,3.95738992,0.00721223,0.31508355,0.87970151,1.37371857,0.01324860,1.76395621,0.84626337,0.56101089
-5.68184092,3.94282959,0.00721108,0.30230955,0.86351046,1.36637618,0.01330861,1.77251408,0.85195357,0.56295977
-5.67583792,3.93134356,0.00723391,0.29095431,0.85113681,1.35996466,0.01330208,1.78163485,0.85863519,0.56487021
-5.66983492,3.92279967,0.00728135,0.28104821,0.84262483,1.35442903,0.01322788,1.79123371,0.86627531,0.56669679
-5.66383192,3.91706046,0.00735415,0.27260484,0.83796662,1.34970660,0.01308675,1.80123768,0.87483794,0.56840545
-5.65782891,3.91399625,0.00745321,0.26562433,0.83710677,1.34573293,0.01288127,1.81158810,0.88428507,0.56997481
-5.65182591,3.91349152,0.00757939,0.26009628,0.83994593,1.34244607,0.01261565,1.82223978,0.89457604,0.57139614
-5.64582291,3.91544451,0.00773342,0.25600226,0.84634311,1.33978897,0.01229551,1.83315680,0.90566504,0.57267200
-5.63981991,3.91976045,0.00791572,0.25331786,0.85611668,1.33771013,0.01192764,1.84430535,0.91749715,0.57381374
-5.63381691,3.92633971,0.00812625,0.25201421,0.86904456,1.33616275,0.01151968,1.85564424,0.93000323,0.57483808
-5.62781391,3.93506219,0.00836432,0.25205915,0.88486374,1.33510280,0.01107980,1.86711387,0.94309417,0.57576290
-5.62181091,3.94577016,0.00862846,0.25341812,0.90326983,1.33448643,0.01061639,1.87862476,0.95665517,0.57660284
-5.61580790,3.95825149,0.00891629,0.25605487,0.92391702,1.33426731,0.01013775,1.89004671,0.97054064,0.57736488
-5.60980490,3.97222538,0.00922443,0.25993210,0.94641924,1.33439433,0.00965177,1.90119962,0.98457044,0.57804425
-5.60380190,3.98733265,0.00954844,0.26501227,0.97035279,1.33481031,0.00916575,1.91184715,0.99852785,0.57862125
-5.59779890,4.00313208,0.00988287,0.27125843,0.99526097,1.33545184,0.00868613,1.92169399,1.01216007,0.57905902
-5.59179590,4.01910387,0.01022131,0.27863536,1.02066099,1.33625077,0.00821839,1.93038736,1.02518121,0.57930259
-5.58579290,4.03466097,0.01055652,0.28711088,1.04605310,1.33713718,0.00776692,1.93752314,1.03727813,0.57927940
-5.57978989,4.04916784,0.01088061,0.29665722,1.07093187,1.33804391,0.00733504,1.94265669,1.04811901,0.57890125
-5.57378689,4.06196626,0.01118526,0.30725249,1.09479931,1.33891228,0.00692495,1.94531793,1.05736431,0.57806769
-5.56778389,4.07240643,0.01146201,0.31888204,1.11717920,1.33969873,0.00653786,1.94503013,1.06467978,0.57667058
-5.56178089,4.07988188,0.01170252,0.33153943,1.13763201,1.34038168,0.00617404,1.94133158,1.06975066,0.57459974
-5.55577789,4.08386565,0.01189889,0.34522702,1.15576960,1.34096817,0.00583302,1.93379873,1.07229659,0.57174923
-5.54977489,4.08394529,0.01204395,0.35995584,1.17126878,1.34149957,0.00551368,1.92206979,1.07208612,0.56802389
-5.54377189,4.07985432,0.01213154,0.37574465,1.18388290,1.34205576,0.00521448,1.90586714,1.06895007,0.56334587
-5.53776888,4.07149751,0.01215675,0.39261800,1.19345079,1.34275721,0.00493359,1.88501733,1.06279282,0.55766052
-5.53176588,4.05896803,0.01211613,0.41060345,1.19990212,1.34376460,0.00466907,1.85946731,1.05360092,0.55094145
-5.52576288,4.04255474,0.01200781,0.42972760,1.20325905,1.34527565,0.00441901,1.82929575,1.04144812,0.54319435
-5.51975988,4.02273869,0.01183160,0.45001143,1.20363362,1.34751906,0.00418167,1.79471872,1.02649672,0.53445919
-5.51375688,4.00017832,0.01158900,0.47146478,1.20122107,1.35074563,0.00395559,1.75608904,1.00899476,0.52481083
-5.50775388,3.97568381,0.01128315,0.49408046,1.19628922,1.35521698,0.00373961,1.71388929,0.98926917,0.51435772
-5.50175088,3.95018153,0.01091870,0.51782817,1.18916443,1.36119213,0.00353298,1.66871850,0.96771517,0.50323893
-5.49574787,3.92467032,0.01050166,0.54264862,1.18021496,1.36891279,0.00333535,1.62127307,0.94478227,0.49161941
-5.48974487,3.90017182,0.01003918,0.56844821,1.16983233,1.37858794,0.00314677,1.57232292,0.92095765,0.47968386
-5.48374187,3.87767745,0.00953927,0.59509477,1.15841202,1.39037862,0.00296768,1.52268377,0.89674759,0.46762947
-5.47773887,3.85809491,0.00901057,0.62241446,1.14633422,1.40438381,0.00279884,1.47318703,0.87265806,0.45565784
-5.47173587,3.84219722,0.00846200,0.65019046,1.13394591,1.42062811,0.00264131,1.42464873,0.84917520,0.44396655
-5.46573287,3.83057705,0.00790256,0.67816347,1.12154505,1.43905220,0.00249640,1.37783893,0.82674689,0.43274079
-5.45972986,3.82360893,0.00734099,0.70603415,1.10936782,1.45950644,0.00236556,1.33345314,0.80576604,0.42214548
-5.45372686,3.82142153,0.00678557,0.73346774,1.09757942,1.48174840,0.00225040,1.29208709,0.78655666,0.41231829
-5.44772386,3.82388150,0.00624390,0.76010064,1.08626892,1.50544431,0.00215256,1.25421594,0.76936308,0.40336386
-5.44172086,3.83058988,0.00572272,0.78554874,1.07544834,1.53017476,0.00207373,1.22017888,0.75434299,0.39534955
-5.43571786,3.84089137,0.00522785,0.80941740,1.06505587,1.55544440,0.00201556,1.19016980,0.74156432,0.38830293
-5.42971486,3.85389586,0.00476401,0.83131252,1.05496287,1.58069526,0.00197963,1.16423418,0.73100623,0.38221106
-5.42371186,3.86851143,0.00433489,0.85085240,1.04498428,1.60532326,0.00196746,1.14227229,0.72256382,0.37702156
-5.41770885,3.88348681,0.00394308,0.86767978,1.03489171,1.62869714,0.00198043,1.12404838,0.71605630,0.37264548
-5.41170585,3.89746138,0.00359016,0.88147359,1.02442839,1.65017893,0.00201977,1.10920514,0.71123810,0.36896171
-5.40570285,3.90902005,0.00327675,0.89195998,1.01332514,1.66914518,0.00208657,1.09728270,0.70781226,0.36582270
-5.39969985,3.91675035,0.00300259,0.89892188,1.00131650,1.68500784,0.00218169,1.08774103,0.70544523,0.36306118
-5.39369685,3.91929883,0.00276669,0.90220693,0.98815615,1.69723388,0.00230576,1.07998462,0.70378261,0.36049759
-5.38769385,3.91542417,0.00256740,0.90173324,0.97363079,1.70536289,0.00245914,1.07338825,0.70246463,0.35794774
-5.38169085,3.90404445,0.00240257,0.89749272,0.95757188,1.70902167,0.00264184,1.06732251,0.70114100,0.35523043
-5.37568784,3.88427644,0.00226964,0.88955188,0.93986470,1.70793535,0.00285353,1.06117812,0.69948426,0.35217465
-5.36968484,3.85546531,0.00216575,0.87804997,0.92045436,1.70193455,0.00309341,1.05438775,0.69720113,0.34862595
-5.36368184,3.81720368,0.00208785,0.86319456,0.89934852,1.69095832,0.00336022,1.04644478,0.69404150,0.34445192
-5.35767884,3.76933943,0.00203281,0.84525476,0.87661700,1.67505284,0.00365216,1.03691814,0.68980474,0.33954634
-5.35167584,3.71197244,0.00199743,0.82455232,0.85238825,1.65436619,0.00396683,1.02546292,0.68434326,0.33383205
-5.34567284,3.64544093,0.00197859,0.80145109,0.82684306,1.62913935,0.00430124,1.01182658,0.67756338,0.32726246
-5.33966983,3.57029857,0.00197322,0.77634515,0.80020610,1.59969439,0.00465176,0.99585079,0.66942369,0.31982160
-5.33366683,3.48728415,0.00197839,0.74964628,0.77273553,1.56642015,0.00501413,0.97746915,0.65993125,0.31152299
-5.32766383,3.39728551,0.00199135,0.72177119,0.74471168,1.52975663,0.00538353,0.95670141,0.64913597,0.30240727
-5.32166083,3.30130026,0.00200951,0.69312913,0.71642500,1.49017863,0.00575459,0.93364458,0.63712374,0.29253904
-5.31565783,3.20039529,0.00203054,0.66411033,0.68816431,1.44817988,0.00612150,0.90846191,0.62400874,0.28200287
-5.30965483,3.09566723,0.00205229,0.63507575,0.66020563,1.40425801,0.00647813,0.88137021,0.60992552,0.27089892
-5.30365183,2.98820611,0.00207293,0.60634848,0.63280226,1.35890153,0.00681815,0.85262665,0.59502119,0.25933835
-5.29764882,2.87906345,0.00209084,0.57820721,0.60617649,1.31257909,0.00713523,0.82251540,0.57944833,0.24743880
-5.29164582,2.76922648,0.00210474,0.55088175,0.58051324,1.26573137,0.00742317,0.79133512,0.56335871,0.23532004
-5.28564282,2.65959901,0.00211363,0.52455083,0.55595579,1.21876602,0.00767611,0.75938758,0.54689831,0.22310014
-5.27963982,2.55098931,0.00211683,0.49934207,0.53260378,1.17205538,0.00788871,0.72696794,0.53020358,0.21089213
-5.27363682,2.44410502,0.00211399,0.47533404,0.51051321,1.12593681,0.00805635,0.69435698,0.51339908,0.19880137
-5.26763382,2.33955428,0.00210507,0.45256000,0.48969855,1.08071528,0.00817526,0.66181529,0.49659636,0.18692356
-5.26163082,2.23785225,0.00209038,0.43101328,0.47013645,1.03666769,0.00824266,0.62957958,0.47989406,0.17534346
-5.25562781,2.13943175,0.00207053,0.41065366,0.45177089,0.99404813,0.00825689,0.59786067,0.46337883,0.16413429
-5.24962481,2.04465657,0.00204642,0.39141452,0.43451934,0.95309358,0.00821745,0.56684329,0.44712703,0.15335759
-5.24362181,1.95383597,0.00201923,0.37321029,0.41827955,0.91402924,0.00812504,0.53668707,0.43120673,0.14306369
-5.23761881,1.86723888,0.00199035,0.35594385,0.40293654,0.87707287,0.00798153,0.50752848,0.41567986,0.13329241
-5.23161581,1.78510652,0.00196136,0.33951345,0.38836946,0.84243762,0.00778991,0.47948346,0.40060428,0.12407408
-5.22561281,1.70766224,0.00193396,0.32381889,0.37445794,0.81033297,0.00755419,0.45265015,0.38603535,0.11543062
-5.21960980,1.63511790,0.00190990,0.30876679,0.36108773,0.78096341,0.00727923,0.42711166,0.37202710,0.10737670
-5.21360680,1.56767619,0.00189095,0.29427466,0.34815533,0.75452497,0.00697062,0.40293846,0.35863262,0.09992076
-5.20760380,1.50552875,0.00187878,0.28027373,0.33557146,0.73119955,0.00663448,0.38019026,0.34590388,0.09306599
-5.20160080,1.44885038,0.00187492,0.26671065,0.32326347,0.71114743,0.00627722,0.35891727,0.33389074,0.08681103
-5.19559780,1.39778984,0.00188067,0.25354787,0.31117644,0.69449838,0.00590539,0.33916075,0.32263940,0.08115057
-5.18959480,1.35245790,0.00189707,0.24076310,0.29927324,0.68134192,0.00552545,0.32095297,0.31219037,0.07607566
-5.18359180,1.31291386,0.00192481,0.22834778,0.28753354,0.67171744,0.00514358,0.30431651,0.30257606,0.07157396
-5.17758879,1.27915147,0.00196420,0.21630488,0.27595206,0.66560479,0.00476553,0.28926316,0.29381823,0.06762969
-5.17158579,1.25108549,0.00201515,0.20464627,0.26453610,0.66291619,0.00439648,0.27579250,0.28592551,0.06422365
-5.16558279,1.22854013,0.00207711,0.19338975,0.25330269,0.66348998,0.00404092,0.26389040,0.27889118,0.06133305
-5.15957979,1.21124026,0.00214912,0.18255609,0.24227549,0.66708693,0.00370257,0.25352751,0.27269140,0.05893138
-5.15357679,1.19880637,0.00222980,0.17216623,0.23148169,0.67338945,0.00338435,0.24465800,0.26728400,0.05698836
-5.14757379,1.19075404,0.00231736,0.16223868,0.22094911,0.68200412,0.00308836,0.23721871,0.26260810,0.05546993
-5.14157079,1.18649802,0.00240969,0.15278750,0.21070357,0.69246759,0.00281592,0.23112872,0.25858446,0.05433834
-5.13556778,1.18536137,0.00250439,0.14382071,0.20076680,0.70425583,0.00256757,0.22628955,0.25511679,0.05355243
-5.12956478,1.18658933,0.00259887,0.13533927,0.19115483,0.71679650,0.00234321,0.22258600,0.25209383,0.05306802
-5.12356178,1.18936734,0.00269038,0.12733666,0.18187700,0.72948400,0.00214212,0.21988761,0.24939224,0.05283848
-5.11755878,1.19284283,0.00277616,0.11979901,0.17293558,0.74169657,0.00196309,0.21805079,0.24688021,0.05281539
-5.11155578,1.19614950,0.00285350,0.11270571,0.16432598,0.75281492,0.00180453,0.21692148,0.24442152,0.05294940
-5.10555278,1.19843324,0.00291986,0.10603042,0.15603738,0.76224125,0.00166456,0.21633839,0.24188002,0.05319113
-5.09954977,1.19887853,0.00297289,0.09974242,0.14805396,0.76941821,0.00154112,0.21613654,0.23912419,0.05349214
-5.09354677,1.19673397,0.00301059,0.09380811,0.14035626,0.77384664,0.00143209,0.21615119,0.23603165,0.05380600
-5.08754377,1.19133591,0.00303133,0.08819269,0.13292291,0.77510148,0.00133534,0.21622185,0.23249343,0.05408926
-5.08154077,1.18212921,0.00303391,0.08286172,0.12573236,0.77284502,0.00124882,0.21619633,0.22841769,0.05430252
-5.07553777,1.16868403,0.00301758,0.07778265,0.11876463,0.76683705,0.00117063,0.21593471,0.22373289,0.05441127
-5.06953477,1.15070820,0.00298212,0.07292619,0.11200297,0.75694132,0.00109907,0.21531304,0.21839011,0.05438684
-5.06353177,1.12805461,0.00292774,0.06826733,0.10543526,0.74312831,0.00103265,0.21422676,0.21236455,0.05420705
-5.05752876,1.10072354,0.00285517,0.06378620,0.09905518,0.72547403,0.00097010,0.21259368,0.20565613,0.05385688
-5.05152576,1.06885993,0.00276553,0.05946856,0.09286318,0.70415518,0.00091045,0.21035638,0.19828917,0.05332890
-5.04552276,1.03274597,0.00266035,0.05530601,0.08686698,0.67944090,0.00085290,0.20748420,0.19031123,0.05262360
-5.03951976,0.99278957,0.00254147,0.05129595,0.08108189,0.65168169,0.00079694,0.20397450,0.18179120,0.05174961
-5.03351676,0.94950933,0.00241099,0.04744125,0.07553082,0.62129592,0.00074222,0.19985338,0.17281674,0.05072370
-5.02751376,0.90351692,0.00227118,0.04374976,0.07024401,0.58875481,0.00068858,0.19517577,0.16349120,0.04957067
-5.02151076,0.85549773,0.00212443,0.04023367,0.06525866,0.55456650,0.00063600,0.19002493,0.15393032,0.04832315
-5.01550775,0.80619067,0.00197311,0.03690872,0.06061828,0.51925987,0.00058457,0.18451136,0.14425859,0.04702124
-5.00950475,0.75636790,0.00181959,0.03379347,0.05637207,0.48336889,0.00053448,0.17877115,0.13460580,0.04571200
-5.00350175,0.70681543,0.00166609,0.03090846,0.05257411,0.44741804,0.00048595,0.17296388,0.12510356,0.04444890
-4.99749875,0.65831496,0.00151469,0.02827550,0.04928263,0.41190926,0.00043923,0.16726992,0.11588216,0.04329107
-4.99149575,0.61162765,0.00136723,0.02591689,0.04655917,0.37731085,0.00039458,0.16188739,0.10706776,0.04230251
-4.98549275,0.56747995,0.00122533,0.02385492,0.04446772,0.34404856,0.00035225,0.15702866,0.09877995,0.04155112
-4.97948974,0.52655172,0.00109030,0.02211122,0.04307387,0.31249890,0.00031243,0.15291645,0.09112978,0.04110763
-4.97348674,0.48946661,0.00096323,0.02070638,0.04244386,0.28298475,0.00027528,0.14977956,0.08421813,0.04104442
-4.96748374,0.45678451,0.00084487,0.01965953,0.04264356,0.25577309,0.00024093,0.14784832,0.07813461,0.04143410
-4.96148074,0.42899585,0.00073576,0.01898799,0.04373727,0.23107462,0.00020944,0.14734964,0.07295664,0.04234812
-4.95547774,0.40651746,0.00063615,0.01870698,0.04578647,0.20904507,0.00018082,0.14850190,0.06874895,0.04385506
-4.94947474,0.38968963,0.00054609,0.01882926,0.04884832,0.18978776,0.00015503,0.15150958,0.06556321,0.04601894
-4.94347174,0.37877410,0.00046542,0.01936487,0.05297402,0.17335727,0.00013200,0.15655780,0.06343790,0.04889735
-4.93746873,0.37395266,0.00039383,0.02032076,0.05820699,0.15976366,0.00011160,0.16380688,0.06239816,0.05253955
-4.93146573,0.37532621,0.00033086,0.02170045,0.06458101,0.14897718,0.00009369,0.17338695,0.06245582,0.05698457
-4.92546273,0.38291423,0.00027596,0.02350366,0.07211819,0.14093307,0.00007810,0.18539294,0.06360937,0.06225935
-4.91945973,0.39665453,0.00022853,0.02572589,0.08082704,0.13553630,0.00006465,0.19987997,0.06584406,0.06837696
-4.91345673,0.41640357,0.00018789,0.02835812,0.09070067,0.13266616,0.00005313,0.21685948,0.06913191,0.07533514
-4.90745373,0.44193738,0.00015337,0.03138650,0.10171522,0.13218047,0.00004335,0.23629621,0.07343196,0.08311502
-4.90145073,0.47295348,0.00012430,0.03479210,0.11382867,0.13391956,0.00003513,0.25810632,0.07869050,0.09168032
-4.89544772,0.50907388,0.00010001,0.03855083,0.12698014,0.13770981,0.00002826,0.28215685,0.08484160,0.10097700
-4.88944472,0.54984963,0.00007990,0.04263350,0.14108983,0.14336696,0.00002257,0.30826657,0.09180780,0.11093345
-4.88344172,0.59476711,0.00006337,0.04700605,0.15605960,0.15069913,0.00001790,0.33620850,0.09950111,0.12146127
-4.87743872,0.64325604,0.00004990,0.05163002,0.17177436,0.15950956,0.00001409,0.36571407,0.10782433,0.13245676
-4.87143572,0.69469950,0.00003901,0.05646318,0.18810421,0.16959928,0.00001101,0.39647881,0.11667275,0.14380293
-4.86543272,0.74844564,0.00003028,0.06146039,0.20490727,0.18076947,0.00000855,0.42816959,0.12593608,0.15537219
-4.85942971,0.80382096,0.00002333,0.06657467,0.22203320,0.19282381,0.00000659,0.46043310,0.13550077,0.16702949
-4.85342671,0.86014471,0.00001785,0.07175835,0.23932726,0.20557054,0.00000504,0.49290530,0.14525249,0.17863594
-4.84742371,0.91674391,0.00001356,0.07696441,0.25663462,0.21882439,0.00000383,0.52522145,0.15507881,0.19005261
-4.84142071,0.97296825,0.00001023,0.08214773,0.27380487,0.23240818,0.00000289,0.55702620,0.16487179,0.20114453
-4.83541771,1.02820434,0.00000766,0.08726637,0.29069632,0.24615420,0.00000216,0.58798343,0.17453061,0.21178446
-4.82941471,1.08188842,0.00000569,0.09228274,0.30717996,0.25990509,0.00000161,0.61778513,0.18396378,0.22185652
-4.82341171,1.13351688,0.00000420,0.09716448,0.32314280,0.27351442,0.00000119,0.64615899,0.19309109,0.23125930
-4.81740870,1.18265411,0.00000308,0.10188519,0.33849027,0.28684675,0.00000087,0.67287422,0.20184501,0.23990830
-4.81140570,1.22893699,0.00000224,0.10642473,0.35314770,0.29977730,0.00000064,0.69774528,0.21017142,0.24773764
-4.80540270,1.27207601,0.00000162,0.11076922,0.36706054,0.31219114,0.00000046,0.72063340,0.21802977,0.25470096
-4.79939970,1.31185280,0.00000116,0.11491067,0.38019349,0.32398215,0.00000034,0.74144558,0.22539247,0.26077130
-4.79339670,1.34811426,0.00000083,0.11884617,0.39252835,0.33505168,0.00000024,0.76013147,0.23224363,0.26594021
-4.78739370,1.38076385,0.00000059,0.12257684,0.40406089,0.34530708,0.00000018,0.77667805,0.23857714,0.27021593
-4.78139070,1.40975045,0.00000042,0.12610647,0.41479690,0.35466038,0.00000014,0.79110269,0.24439435,0.27362091
-4.77538769,1.43505585,0.00000030,0.12943996,0.42474755,0.36302708,0.00000012,0.80344497,0.24970127,0.27618878
-4.76938469,1.45668151,0.00000021,0.13258172,0.43392456,0.37032531,0.00000011,0.81375783,0.25450573,0.27796098
-4.76338169,1.47463579,0.00000016,0.13553406,0.44233543,0.37647552,0.00000012,0.82209867,0.25881447,0.27898322
-4.75737869,1.48892253,0.00000013,0.13829573,0.44997900,0.38140067,0.00000014,0.82852112,0.26263052,0.27930207
-4.75137569,1.49953178,0.00000011,0.14086075,0.45684192,0.38502713,0.00000019,0.83306790,0.26595094,0.27896191
-4.74537269,1.50643353,0.00000012,0.14321751,0.46289604,0.38728616,0.00000026,0.83576542,0.26876526,0.27800228
-4.73936968,1.50957485,0.00000014,0.14534842,0.46809715,0.38811603,0.00000036,0.83662036,0.27105448,0.27645604
-4.73336668,1.50888074,0.00000017,0.14722991,0.47238517,0.38746457,0.00000051,0.83561870,0.27279103,0.27434822
-4.72736368,1.50425873,0.00000023,0.14883303,0.47568574,0.38529217,0.00000072,0.83272701,0.27393949,0.27169573
-4.72136068,1.49560687,0.00000032,0.15012449,0.47791336,0.38157482,0.00000102,0.82789611,0.27445812,0.26850793
-4.71535768,1.48282465,0.00000045,0.15106819,0.47897573,0.37630728,0.00000143,0.82106678,0.27430115,0.26478796
-4.70935468,1.46582614,0.00000062,0.15162705,0.47877917,0.36950587,0.00000200,0.81217708,0.27342165,0.26053471
-4.70335168,1.44455438,0.00000086,0.15176517,0.47723481,0.36121091,0.00000277,0.80117085,0.27177480,0.25574535
-4.69734867,1.41899615,0.00000118,0.15145011,0.47426507,0.35148855,0.00000380,0.78800677,0.26932144,0.25041816
-4.69134567,1.38919601,0.00000161,0.15065518,0.46981019,0.34043184,0.00000519,0.77266732,0.26603157,0.24455545
-4.68534267,1.35526868,0.00000218,0.14936160,0.46383424,0.32816094,0.00000704,0.75516707,0.26188761,0.23816648
-4.67933967,1.31740898,0.00000293,0.14756040,0.45633036,0.31482256,0.00000948,0.73555968,0.25688726,0.23126999
-4.67333667,1.27589849,0.00000392,0.14525394,0.44732473,0.30058846,0.00001267,0.71394315,0.25104569,0.22389636
-4.66733367,1.23110862,0.00000521,0.14245696,0.43687922,0.28565323,0.00001682,0.69046296,0.24439700,0.21608913
-4.66133067,1.18349964,0.00000686,0.13919703,0.42509227,0.27023143,0.00002216,0.66531281,0.23699480,0.20790584
-4.65532766,1.13361585,0.00000897,0.13551449,0.41209814,0.25455420,0.00002899,0.63873291,0.22891180,0.19941811
-4.64932466,1.08207688,0.00001165,0.13146169,0.39806433,0.23886556,0.00003765,0.61100587,0.22023857,0.19071095
-4.64332166,1.02956572,0.00001502,0.12710174,0.38318748,0.22341857,0.00004854,0.58245037,0.21108141,0.18188138
