energy_ev,total_up,Hg_p_up,Hg_d_up,N_s_up,N_p_up,Se_s_up,Se_p_up,V_p_up,V_d_up
-3.02251126,2.25397820,0.54312924,0.18843310,0.06261151,0.53784522,0.04805354,0.24884580,0.48733327,0.77417111
-3.01650825,2.25504848,0.54322169,0.18716190,0.06262476,0.54310240,0.04743750,0.24319746,0.48462225,0.77558175
-3.01050525,2.25112355,0.54185823,0.18556522,0.06257766,0.54637959,0.04672202,0.23784000,0.48178716,0.77516881
-3.00450225,2.24143806,0.53892945,0.18360258,0.06243525,0.54753048,0.04590740,0.23270053,0.47856340,0.77259873
-2.99849925,2.22535499,0.53435514,0.18124042,0.06216427,0.54644462,0.04499588,0.22770632,0.47470863,0.76759738
-2.99249625,2.20239059,0.52808703,0.17845418,0.06173445,0.54305184,0.04399187,0.22278987,0.47001117,0.75995826
-2.98649325,2.17223453,0.52011097,0.17523017,0.06111976,0.53732568,0.04290208,0.21789342,0.46429715,0.74954846
-2.98049025,2.13476449,0.51044821,0.17156706,0.06029945,0.52928563,0.04173559,0.21297299,0.45743622,0.73631215
-2.97448724,2.09005477,0.49915615,0.16747680,0.05925880,0.51899823,0.04050383,0.20800152,0.44934574,0.72027178
-2.96848424,2.03837874,0.48632815,0.16298522,0.05798967,0.50657683,0.03922053,0.20297125,0.43999321,0.70152676
-2.96248124,1.98020494,0.47209274,0.15813200,0.05649076,0.49218002,0.03790156,0.19789505,0.42939709,0.68024992
-2.95647824,1.91618722,0.45661202,0.15297017,0.05476763,0.47600885,0.03656463,0.19280678,0.41762590,0.65668194
-2.95047524,1.84714898,0.44007928,0.14756509,0.05283243,0.45830279,0.03522904,0.18776072,0.40479572,0.63112378
-2.94447224,1.77406235,0.42271591,0.14199301,0.05070344,0.43933458,0.03391528,0.18282989,0.39106615,0.60392773
-2.93846923,1.69802279,0.40476758,0.13633918,0.04840436,0.41940424,0.03264453,0.17810364,0.37663501,0.57548703
-2.93246623,1.62022008,0.38649974,0.13069562,0.04596347,0.39883217,0.03143821,0.17368436,0.36173177,0.54622468
-2.92646323,1.54190658,0.36819246,0.12515860,0.04341266,0.37795181,0.03031743,0.16968358,0.34661019,0.51658177
-2.92046023,1.46436380,0.35013480,0.11982595,0.04078637,0.35710195,0.02930243,0.16621758,0.33154023,0.48700550
-2.91445723,1.38886840,0.33261868,0.11479430,0.03812052,0.33661893,0.02841199,0.16340263,0.31679950,0.45793755
-2.90845423,1.31665855,0.31593246,0.11015622,0.03545143,0.31682896,0.02766294,0.16135018,0.30266477,0.42980284
-2.90245123,1.24890177,0.30035439,0.10599758,0.03281484,0.29804088,0.02706963,0.16016199,0.28940339,0.40299921
-2.89644822,1.18666507,0.28614593,0.10239494,0.03024494,0.28053938,0.02664348,0.15992559,0.27726533,0.37788811
-2.89044522,1.13088836,0.27354537,0.09941333,0.02777355,0.26457898,0.02639262,0.16071003,0.26647568,0.35478664
-2.88444222,1.08236170,0.26276168,0.09710425,0.02542953,0.25037893,0.02632164,0.16256225,0.25722811,0.33396100
-2.87843922,1.04170696,0.25396888,0.09550411,0.02323815,0.23811906,0.02643137,0.16550413,0.24967932,0.31562146
-2.87243622,1.00936435,0.24730108,0.09463310,0.02122081,0.22793661,0.02671893,0.16953036,0.24394457,0.29991903
-2.86643322,0.98558403,0.24284831,0.09449451,0.01939477,0.21992434,0.02717773,0.17460715,0.24009461,0.28694367
-2.86043022,0.97042282,0.24065338,0.09507453,0.01777311,0.21412954,0.02779771,0.18067190,0.23815375,0.27672409
-2.85442721,0.96374612,0.24070975,0.09634257,0.01636477,0.21055427,0.02856569,0.18763389,0.23809943,0.26922903
-2.84842421,0.96523461,0.24296066,0.09825200,0.01517475,0.20915658,0.02946575,0.19537580,0.23986302,0.26437004
-2.84242121,0.97439569,0.24729944,0.10074134,0.01420435,0.20985272,0.03047983,0.20375626,0.24333188,0.26200539
-2.83641821,0.99057899,0.25357121,0.10373597,0.01345152,0.21252020,0.03158822,0.21261311,0.24835271,0.26194523
-2.83041521,1.01299563,0.26157586,0.10714999,0.01291124,0.21700171,0.03277031,0.22176747,0.25473587,0.26395762
-2.82441221,1.04074056,0.27107236,0.11088860,0.01257593,0.22310960,0.03400514,0.23102835,0.26226073,0.26777544
-2.81840920,1.07281733,0.28178421,0.11485053,0.01243584,0.23063101,0.03527211,0.24019767,0.27068179,0.27310390
-2.81240620,1.10816462,0.29340614,0.11893074,0.01247951,0.23933333,0.03655150,0.24907558,0.27973543,0.27962839
-2.80640320,1.14568377,0.30561169,0.12302313,0.01269410,0.24897000,0.03782505,0.25746586,0.28914701,0.28702274
-2.80040020,1.18426657,0.31806157,0.12702327,0.01306573,0.25928635,0.03907637,0.26518120,0.29863830,0.29495739
-2.79439720,1.22282261,0.33041261,0.13083102,0.01357984,0.27002550,0.04029121,0.27204820,0.30793486,0.30310749
-2.78839420,1.26030533,0.34232701,0.13435298,0.01422141,0.28093409,0.04145772,0.27791198,0.31677319,0.31116065
-2.78239120,1.29573622,0.35348147,0.13750477,0.01497517,0.29176759,0.04256645,0.28264014,0.32490751,0.31882420
-2.77638819,1.32822644,0.36357620,0.14021287,0.01582584,0.30229537,0.04361035,0.28612600,0.33211592,0.32583171
-2.77038519,1.35699536,0.37234318,0.14241627,0.01675819,0.31230502,0.04458454,0.28829110,0.33820579,0.33194874
-2.76438219,1.38138564,0.37955364,0.14406760,0.01775722,0.32160622,0.04548610,0.28908671,0.34301821,0.33697751
-2.75837919,1.40087440,0.38502433,0.14513391,0.01880828,0.33003374,0.04631368,0.28849454,0.34643136,0.34076061
-2.75237619,1.41508048,0.38862249,0.14559705,0.01989710,0.33744981,0.04706717,0.28652643,0.34836286,0.34318339
-2.74637319,1.42376771,0.39026925,0.14545355,0.02100998,0.34374566,0.04774730,0.28322332,0.34877083,0.34417531
-2.74037019,1.42684422,0.38994137,0.14471422,0.02213387,0.34884238,0.04835527,0.27865329,0.34765392,0.34370998
-2.73436718,1.42435827,0.38767139,0.14340334,0.02325652,0.35269100,0.04889244,0.27290902,0.34505017,0.34180406
-2.72836418,1.41649076,0.38354605,0.14155756,0.02436667,0.35527204,0.04936009,0.26610461,0.34103488,0.33851517
-2.72236118,1.40354504,0.37770313,0.13922454,0.02545424,0.35659443,0.04975930,0.25837201,0.33571763,0.33393874
-2.71635818,1.38593449,0.37032695,0.13646146,0.02651060,0.35669403,0.05009086,0.24985718,0.32923853,0.32820408
-2.71035518,1.36416846,0.36164256,0.13333333,0.02752879,0.35563179,0.05035539,0.24071609,0.32176390,0.32146977
-2.70435218,1.33883705,0.35190893,0.12991128,0.02850379,0.35349157,0.05055350,0.23111071,0.31348164,0.31391864
-2.69834917,1.31059540,0.34141149,0.12627088,0.02943282,0.35037785,0.05068602,0.22120521,0.30459633,0.30575229
-2.69234617,1.28014770,0.33045403,0.12249038,0.03031557,0.34641328,0.05075433,0.21116231,0.29532429,0.29718562
-2.68634317,1.24823150,0.31935047,0.11864915,0.03115438,0.34173604,0.05076071,0.20114001,0.28588877,0.28844119
-2.68034017,1.21560244,0.30841662,0.11482607,0.03195442,0.33649718,0.05070867,0.19128867,0.27651541,0.27974390
-2.67433717,1.18301963,0.29796211,0.11109820,0.03272370,0.33085784,0.05060328,0.18174854,0.26742795,0.27131573
-2.66833417,1.15123171,0.28828277,0.10753937,0.03347307,0.32498629,0.05045133,0.17264774,0.25884442,0.26337096
-2.66233117,1.12096375,0.27965356,0.10421902,0.03421601,0.31905488,0.05026153,0.16410062,0.25097372,0.25611169
-2.65632816,1.09290475,0.27232222,0.10120110,0.03496835,0.31323678,0.05004444,0.15620660,0.24401271,0.24972390
-2.65032516,1.06769599,0.26650364,0.09854302,0.03574781,0.30770251,0.04981238,0.14904933,0.23814371,0.24437394
-2.64432216,1.04592000,0.26237519,0.09629479,0.03657343,0.30261628,0.04957904,0.14269627,0.23353248,0.24020558
-2.63831916,1.02809033,0.26007291,0.09449812,0.03746489,0.29813228,0.04935912,0.13719849,0.23032660,0.23733757
-2.63231616,1.01464220,0.25968875,0.09318579,0.03844168,0.29439074,0.04916772,0.13259079,0.22865418,0.23586185
-2.62631316,1.00592417,0.26126878,0.09238093,0.03952223,0.29151412,0.04901969,0.12889211,0.22862300,0.23584233
-2.62031016,1.00219110,0.26481250,0.09209664,0.04072299,0.28960343,0.04892889,0.12610606,0.23031985,0.23731423
-2.61430715,1.00359870,0.27027326,0.09233558,0.04205751,0.28873484,0.04890746,0.12422172,0.23381017,0.24028427
-2.60830415,1.01020000,0.27755975,0.09308987,0.04353552,0.28895680,0.04896510,0.12321463,0.23913799,0.24473133
-2.60230115,1.02194406,0.28653865,0.09434117,0.04516217,0.29028783,0.04910842,0.12304790,0.24632592,0.25060801
-2.59629815,1.03867718,0.29703841,0.09606099,0.04693733,0.29271508,0.04934048,0.12367357,0.25537549,0.25784279
-2.59029515,1.06014689,0.30885397,0.09821125,0.04885506,0.29619396,0.04966032,0.12503409,0.26626750,0.26634286
-2.58429215,1.08600876,0.32175260,0.10074520,0.05090334,0.30064875,0.05006291,0.12706392,0.27896260,0.27599767
-2.57828914,1.11583608,0.33548047,0.10360844,0.05306395,0.30597437,0.05053905,0.12969130,0.29340186,0.28668290
-2.57228614,1.14913216,0.34976997,0.10674040,0.05531264,0.31203932,0.05107569,0.13284005,0.30950754,0.29826500
-2.56628314,1.18534491,0.36434738,0.11007584,0.05761952,0.31868962,0.05165633,0.13643144,0.32718382,0.31060587
-2.56028014,1.22388327,0.37894088,0.11354665,0.05994968,0.32575370,0.05226160,0.14038605,0.34631762,0.32356779
-2.55427714,1.26413477,0.39328838,0.11708369,0.06226408,0.33304803,0.05287008,0.14462551,0.36677946,0.33701813
-2.54827414,1.30548355,0.40714497,0.12061868,0.06452057,0.34038326,0.05345912,0.14907419,0.38842435,0.35083387
-2.54227114,1.34732804,0.42028973,0.12408601,0.06667509,0.34757056,0.05400577,0.15366060,0.41109277,0.36490562
-2.53626813,1.38909740,0.43253149,0.12742449,0.06868298,0.35442790,0.05448775,0.15831858,0.43461171,0.37914091
-2.53026513,1.43026621,0.44371344,0.13057882,0.07050036,0.36078599,0.05488435,0.16298828,0.45879587,0.39346672
-2.52426213,1.47036641,0.45371621,0.13350081,0.07208545,0.36649349,0.05517721,0.16761667,0.48344908,0.40783105
-2.51825913,1.50899634,0.46245941,0.13615030,0.07339994,0.37142138,0.05535107,0.17215787,0.50836592,0.42220345
-2.51225613,1.54582622,0.46990158,0.13849571,0.07441017,0.37546626,0.05539426,0.17657304,0.53333366,0.43657457
-2.50625313,1.58060021,0.47603841,0.14051415,0.07508819,0.37855232,0.05529906,0.18083007,0.55813460,0.45095471
-2.50025013,1.61313499,0.48089959,0.14219128,0.07541265,0.38063213,0.05506189,0.18490293,0.58254873,0.46537146
-2.49424712,1.64331512,0.48454424,0.14352074,0.07536944,0.38168608,0.05468323,0.18877094,0.60635685,0.47986667
-2.48824412,1.67108582,0.48705535,0.14450333,0.07495212,0.38172069,0.05416743,0.19241776,0.62934399,0.49449281
-2.48224112,1.69644365,0.48853348,0.14514591,0.07416207,0.38076584,0.05352232,0.19583051,0.65130327,0.50930907
-2.47623812,1.71942589,0.48909006,0.14546026,0.07300841,0.37887121,0.05275872,0.19899877,0.67203985,0.52437733
-2.47023512,1.74009939,0.48884072,0.14546170,0.07150767,0.37610215,0.05188979,0.20191379,0.69137507,0.53975823
-2.46423212,1.75854960,0.48789887,0.14516793,0.06968325,0.37253521,0.05093044,0.20456771,0.70915056,0.55550770
-2.45822911,1.77487065,0.48637005,0.14459774,0.06756466,0.36825367,0.04989656,0.20695319,0.72523201,0.57167392
-2.45222611,1.78915684,0.48434718,0.14377004,0.06518664,0.36334332,0.04880443,0.20906304,0.73951265,0.58829506
-2.44622311,1.80149627,0.48190688,0.14270299,0.06258814,0.35788860,0.04767008,0.21089022,0.75191602,0.60539771
-2.44022011,1.81196660,0.47910718,0.14141341,0.05981122,0.35196946,0.04650875,0.21242803,0.76239795,0.62299631
-2.43421711,1.82063328,0.47598644,0.13991646,0.05689989,0.34565895,0.04533444,0.21367045,0.77094768,0.64109324
-2.42821411,1.82754996,0.47256362,0.13822547,0.05389899,0.33902159,0.04415962,0.21461261,0.77758779,0.65967991
-2.42221111,1.83276100,0.46883970,0.13635210,0.05085310,0.33211260,0.04299500,0.21525141,0.78237306,0.67873839
-2.41620810,1.83630552,0.46480004,0.13430661,0.04780547,0.32497789,0.04184939,0.21558604,0.78538822,0.69824378
-2.41020510,1.83822262,0.46041764,0.13209829,0.04479710,0.31765473,0.04072973,0.21561854,0.78674452,0.71816693
-2.40420210,1.83855717,0.45565684,0.12973593,0.04186591,0.31017293,0.03964115,0.21535418,0.78657542,0.73847753
-2.39819910,1.83736566,0.45047732,0.12722840,0.03904604,0.30255645,0.03858710,0.21480173,0.78503138,0.75914727
-2.39219610,1.83472154,0.44483815,0.12458504,0.03636725,0.29482513,0.03756953,0.21397352,0.78227410,0.78015298
-2.38619310,1.83071964,0.43870159,0.12181614,0.03385459,0.28699658,0.03658911,0.21288522,0.77847047,0.80147954
-2.38019010,1.82547932,0.43203653,0.11893317,0.03152801,0.27908791,0.03564542,0.21155554,0.77378634,0.82312249
-2.37418709,1.81914602,0.42482133,0.11594895,0.02940232,0.27111721,0.03473720,0.21000559,0.76838068,0.84509005
-2.36818409,1.81189129,0.41704606,0.11287764,0.02748710,0.26310479,0.03386247,0.20825816,0.76240011,0.86740461
-2.36218109,1.80391109,0.40871394,0.10973459,0.02578687,0.25507399,0.03301875,0.20633687,0.75597433,0.89010338
-2.35617809,1.79542255,0.39984211,0.10653608,0.02430125,0.24705165,0.03220318,0.20426529,0.74921247,0.91323832
-2.35017509,1.78665945,0.39046169,0.10329894,0.02302531,0.23906818,0.03141261,0.20206599,0.74220062,0.93687506
-2.34417209,1.77786655,0.38061718,0.10004015,0.02194999,0.23115728,0.03064373,0.19975974,0.73500072,0.96109093
-2.33816908,1.76929319,0.37036530,0.09677636,0.02106252,0.22335545,0.02989314,0.19736480,0.72765065,0.98597198
-2.33216608,1.76118639,0.35977341,0.09352350,0.02034699,0.21570125,0.02915737,0.19489640,0.72016579,1.01160906
-2.32616308,1.75378381,0.34891754,0.09029638,0.01978494,0.20823439,0.02843306,0.19236639,0.71254165,1.03809295
-2.32016008,1.74730680,0.33788020,0.08710842,0.01935596,0.20099494,0.02771693,0.18978321,0.70475772,1.06550874
-2.31415708,1.74195399,0.32674806,0.08397144,0.01903834,0.19402233,0.02700599,0.18715199,0.69678211,1.09392944
-2.30815408,1.73789535,0.31560957,0.08089560,0.01880971,0.18735468,0.02629757,0.18447497,0.68857687,1.12340933
-2.30215108,1.73526717,0.30455263,0.07788947,0.01864769,0.18102801,0.02558949,0.18175207,0.68010361,1.15397690
-2.29614807,1.73416802,0.29366238,0.07496013,0.01853049,0.17507579,0.02488022,0.17898159,0.67132931,1.18562818
-2.29014507,1.73465572,0.28301919,0.07211347,0.01843754,0.16952851,0.02416898,0.17616115,0.66223173,1.21832031
-2.28414207,1.73674555,0.27269686,0.06935446,0.01834992,0.16441351,0.02345593,0.17328848,0.65280440,1.25196616
-2.27813907,1.74040964,0.26276108,0.06668755,0.01825093,0.15975478,0.02274227,0.17036244,0.64306081,1.28643009
-2.27213607,1.74557757,0.25326826,0.06411697,0.01812638,0.15557306,0.02203036,0.16738374,0.63303752,1.32152533
-2.26613307,1.75213825,0.24426466,0.06164714,0.01796491,0.15188585,0.02132377,0.16435578,0.62279608,1.35701325
-2.26013007,1.75994287,0.23578586,0.05928288,0.01775820,0.14870753,0.02062732,0.16128511,0.61242365,1.39260477
-2.25412706,1.76880902,0.22785664,0.05702968,0.01750099,0.14604945,0.01994700,0.15818188,0.60203209,1.42796403
-2.24812406,1.77852579,0.22049119,0.05489380,0.01719110,0.14392007,0.01928996,0.15505995,0.59175571,1.46271440
-2.24212106,1.78885960,0.21369367,0.05288229,0.01682929,0.14232491,0.01866424,0.15193687,0.58174761,1.49644669
-2.23611806,1.79956083,0.20745909,0.05100291,0.01641902,0.14126662,0.01807865,0.14883353,0.57217476,1.52872927
-2.23011506,1.81037074,0.20177454,0.04926392,0.01596614,0.14074479,0.01754247,0.14577374,0.56321203,1.55912004
-2.22411206,1.82102871,0.19662055,0.04767386,0.01547854,0.14075592,0.01706511,0.14278355,0.55503542,1.58717943
-2.21810905,1.83127949,0.19197279,0.04624114,0.01496566,0.14129312,0.01665581,0.13989049,0.54781473,1.61248421
-2.21210605,1.84088018,0.18780380,0.04497371,0.01443809,0.14234600,0.01632326,0.13712268,0.54170613,1.63464144
-2.20610305,1.84960686,0.18408485,0.04387863,0.01390701,0.14390040,0.01607523,0.13450799,0.53684478,1.65330199
-2.20010005,1.85726074,0.18078787,0.04296168,0.01338381,0.14593836,0.01591830,0.13207317,0.53333815,1.66817300
-2.19409705,1.86367359,0.17788726,0.04222704,0.01287957,0.14843802,0.01585746,0.12984310,0.53126017,1.67902899
-2.18809405,1.86871264,0.17536166,0.04167700,0.01240470,0.15137381,0.01589598,0.12784020,0.53064666,1.68572095
-2.18209105,1.87228472,0.17319567,0.04131176,0.01196861,0.15471677,0.01603516,0.12608397,0.53149242,1.68818328
-2.17608804,1.87433992,0.17138125,0.04112942,0.01157944,0.15843515,0.01627428,0.12459081,0.53375002,1.68643835
-2.17008504,1.87487471,0.16991907,0.04112600,0.01124387,0.16249518,0.01661061,0.12337403,0.53733069,1.68059856
-2.16408204,1.87393469,0.16881956,0.04129564,0.01096703,0.16686223,0.01703947,0.12244420,0.54210719,1.67086598
-2.15807904,1.87161702,0.16810377,0.04163096,0.01075248,0.17150216,0.01755444,0.12180962,0.54791881,1.65752975
-2.15207604,1.86807253,0.16780388,0.04212344,0.01060226,0.17638286,0.01814758,0.12147711,0.55457823,1.64096136
-2.14607304,1.86350755,0.16796348,0.04276400,0.01051701,0.18147605,0.01880982,0.12145288,0.56187999,1.62160812
-2.14007004,1.85818525,0.16863756,0.04354356,0.01049616,0.18675907,0.01953128,0.12174362,0.56961038,1.59998508
-2.13406703,1.85242627,0.16989203,0.04445368,0.01053813,0.19221673,0.02030169,0.12235749,0.57755807,1.57666554
-2.12806403,1.84660845,0.17180300,0.04548713,0.01064056,0.19784289,0.02111081,0.12330517,0.58552514,1.55227060
-2.12206103,1.84116499,0.17445552,0.04663847,0.01080055,0.20364194,0.02194876,0.12460070,0.59333779,1.52745756
-2.11605803,1.83658095,0.17794191,0.04790447,0.01101491,0.20962966,0.02280646,0.12626214,0.60085625,1.50290765
-2.11005503,1.83338728,0.18235960,0.04928443,0.01128037,0.21583366,0.02367578,0.12831184,0.60798321,1.47931287
-2.10405203,1.83215226,0.18780850,0.05078032,0.01159374,0.22229313,0.02454984,0.13077642,0.61467016,1.45736214
-2.09804902,1.83346980,0.19438780,0.05239666,0.01195207,0.22905781,0.02542302,0.13368622,0.62092141,1.43772674
-2.09204602,1.83794460,0.20219236,0.05414032,0.01235275,0.23618613,0.02629099,0.13707431,0.62679513,1.42104515
-2.08604302,1.84617408,0.21130869,0.05601993,0.01279352,0.24374261,0.02715059,0.14097501,0.63240137,1.40790738
-2.08004002,1.85872743,0.22181056,0.05804525,0.01327254,0.25179448,0.02799962,0.14542202,0.63789700,1.39883900
-2.07403702,1.87612220,0.23375449,0.06022627,0.01378832,0.26040755,0.02883655,0.15044604,0.64347765,1.39428529
-2.06803402,1.89879935,0.24717516,0.06257216,0.01433964,0.26964172,0.02966017,0.15607223,0.64936690,1.39459571
-2.06203102,1.92709765,0.26208100,0.06509021,0.01492552,0.27954611,0.03046920,0.16231740,0.65580327,1.40000955
-2.05602801,1.96122879,0.27845020,0.06778465,0.01554507,0.29015410,0.03126192,0.16918720,0.66302566,1.41064306
-2.05002501,2.00125442,0.29622730,0.07065561,0.01619740,0.30147868,0.03203578,0.17667347,0.67125778,1.42647900
-2.04402201,2.04706666,0.31532066,0.07369804,0.01688156,0.31350823,0.03278710,0.18475182,0.68069258,1.44735918
-2.03801901,2.09837345,0.33560096,0.07690098,0.01759638,0.32620314,0.03351083,0.19337973,0.69147751,1.47298067
-2.03201601,2.15468996,0.35690104,0.08024692,0.01834045,0.33949344,0.03420044,0.20249524,0.70370135,1.50289633
-2.02601301,2.21533719,0.37901712,0.08371150,0.01911205,0.35327776,0.03484788,0.21201635,0.71738346,1.53652012
-2.02001001,2.27944841,0.40171154,0.08726357,0.01990907,0.36742366,0.03544367,0.22184133,0.73246624,1.57313723
-2.01400700,2.34598393,0.42471710,0.09086552,0.02072902,0.38176961,0.03597720,0.23184984,0.74881108,1.61191942
-2.00800400,2.41375401,0.44774285,0.09447402,0.02156901,0.39612847,0.03643703,0.24190506,0.76619844,1.65194502
-2.00200100,2.48144960,0.47048138,0.09804105,0.02242566,0.41029256,0.03681134,0.25185660,0.78433204,1.69222320
-1.99599800,2.54767977,0.49261723,0.10151531,0.02329519,0.42404002,0.03708850,0.26154432,0.80284707,1.73172197
-1.98999500,2.61101477,0.51383625,0.10484380,0.02417332,0.43714245,0.03725764,0.27080271,0.82132226,1.76939859
-1.98399200,2.67003284,0.53383565,0.10797368,0.02505528,0.44937329,0.03730928,0.27946588,0.83929522,1.80423157
-1.97798899,2.72336902,0.55233415,0.11085413,0.02593579,0.46051680,0.03723588,0.28737287,0.85628038,1.83525289
-1.97198599,2.76976387,0.56908206,0.11343840,0.02680903,0.47037710,0.03703247,0.29437301,0.87178879,1.86157915
-1.96598299,2.80810991,0.58387069,0.11568568,0.02766863,0.47878697,0.03669710,0.30033126,0.88534875,1.88244033
-1.95997999,2.83749397,0.59654077,0.11756289,0.02850769,0.48561586,0.03623128,0.30513315,0.89652635,1.89720508
-1.95397699,2.85723335,0.60698943,0.11904627,0.02931877,0.49077683,0.03564021,0.30868923,0.90494499,1.90540139
-1.94797399,2.86690444,0.61517543,0.12012264,0.03009400,0.49423199,0.03493300,0.31093880,0.91030288,1.90673195
-1.94197099,2.86636241,0.62112243,0.12079029,0.03082518,0.49599621,0.03412269,0.31185274,0.91238776,1.90108353
-1.93596798,2.85575128,0.62491996,0.12105961,0.03150391,0.49613882,0.03322611,0.31143539,0.91108812,1.88853009
-1.92996498,2.83550385,0.62672213,0.12095309,0.03212186,0.49478321,0.03226370,0.30972535,0.90640052,1.86932971
-1.92396198,2.80633176,0.62674401,0.12050512,0.03267099,0.49210423,0.03125910,0.30679521,0.89843253,1.84391546
-1.91795898,2.76920587,0.62525583,0.11976114,0.03314391,0.48832360,0.03023878,0.30275019,0.88740137,1.81288085
-1.91195598,2.72532815,0.62257504,0.11877658,0.03353421,0.48370337,0.02923141,0.29772582,0.87362833,1.77696048
-1.90595298,2.67609596,0.61905673,0.11761533,0.03383687,0.47853759,0.02826732,0.29188463,0.85752917,1.73700680
-1.89994997,2.62306043,0.61508257,0.11634793,0.03404863,0.47314279,0.02737779,0.28541207,0.83960107,1.69396397
-1.89394697,2.56788032,0.61104871,0.11504950,0.03416835,0.46784739,0.02659438,0.27851179,0.82040682,1.64883985
-1.88794397,2.51227326,0.60735313,0.11379757,0.03419735,0.46298049,0.02594819,0.27140038,0.80055670,1.60267719
-1.88194097,2.45796595,0.60438286,0.11266964,0.03413966,0.45886067,0.02546916,0.26430177,0.78068916,1.55652496
-1.87593797,2.40664502,0.60250148,0.11174093,0.03400217,0.45578494,0.02518534,0.25744148,0.76145079,1.51141081
-1.86993497,2.35991015,0.60203741,0.11108195,0.03379472,0.45401852,0.02512218,0.25104079,0.74347656,1.46831541
-1.86393197,2.31923067,0.60327334,0.11075639,0.03352999,0.45378567,0.02530187,0.24531106,0.72737085,1.42814934
-1.85792896,2.28590698,0.60643711,0.11081902,0.03322332,0.45526187,0.02574269,0.24044830,0.71369011,1.39173308
-1.85192596,2.26103761,0.61169443,0.11131394,0.03289239,0.45856779,0.02645841,0.23662814,0.70292741,1.35978052
-1.84592296,2.24549268,0.61914352,0.11227308,0.03255675,0.46376501,0.02745775,0.23400121,0.69549951,1.33288606
-1.83991996,2.23989418,0.62881192,0.11371498,0.03223725,0.47085369,0.02874394,0.23268923,0.69173659,1.31151562
-1.83391696,2.24460348,0.64065548,0.11564404,0.03195543,0.47977231,0.03031428,0.23278163,0.69187480,1.29600134
-1.82791396,2.25971590,0.65455951,0.11805004,0.03173275,0.49039927,0.03215988,0.23433302,0.69605178,1.28654000
-1.82191096,2.28506248,0.67034207,0.12090813,0.03158993,0.50255640,0.03426551,0.23736141,0.70430492,1.28319488
-1.81590795,2.32021839,0.68775919,0.12417920,0.03154611,0.51601408,0.03660953,0.24184730,0.71657241,1.28590075
-1.80990495,2.36451784,0.70651191,0.12781067,0.03161823,0.53049788,0.03916403,0.24773368,0.73269683,1.29447169
-1.80390195,2.41707466,0.72625479,0.13173761,0.03182034,0.54569647,0.04189512,0.25492691,0.75243085,1.30861141
-1.79789895,2.47680811,0.74660577,0.13588430,0.03216305,0.56127040,0.04476340,0.26329864,0.77544515,1.32792549
-1.79189595,2.54247305,0.76715690,0.14016608,0.03265311,0.57686166,0.04772465,0.27268848,0.80133784,1.35193528
-1.78589295,2.61269365,0.78748580,0.14449146,0.03329304,0.59210360,0.05073060,0.28290771,0.82964539,1.38009291
-1.77988994,2.68599973,0.80716730,0.14876457,0.03408099,0.60663098,0.05373000,0.29374372,0.85985458,1.41179694
-1.77388694,2.76086474,0.82578517,0.15288762,0.03501070,0.62008986,0.05666978,0.30496515,0.89141525,1.44640821
-1.76788394,2.83574448,0.84294340,0.15676362,0.03607156,0.63214706,0.05949632,0.31632771,0.92375346,1.48326557
-1.76188094,2.90911527,0.85827678,0.16029902,0.03724883,0.64249896,0.06215684,0.32758034,0.95628489,1.52170087
-1.75587794,2.97951085,0.87146052,0.16340635,0.03852402,0.65087940,0.06460077,0.33847172,0.98842800,1.56105304
-1.74987494,3.04555671,0.88221854,0.16600666,0.03987528,0.65706641,0.06678120,0.34875674,1.01961680,1.60068087
-1.74387194,3.10600116,0.89033028,0.16803177,0.04127793,0.66088779,0.06865615,0.35820293,1.04931291,1.63997414
-1.73786893,3.15974208,0.89563575,0.16942618,0.04270507,0.66222509,0.07018981,0.36659641,1.07701658,1.67836320
-1.73186593,3.20584875,0.89803868,0.17014863,0.04412820,0.66101615,0.07135353,0.37374733,1.10227653,1.71532651
-1.72586293,3.24357824,0.89750776,0.17017316,0.04551788,0.65725598,0.07212663,0.37949451,1.12469831,1.75039649
-1.71985993,3.27238584,0.89407581,0.16948972,0.04684441,0.65099601,0.07249694,0.38370913,1.14395105,1.78316339
-1.71385693,3.29192955,0.88783704,0.16810425,0.04807851,0.64234165,0.07246107,0.38629735,1.15977244,1.81327762
-1.70785393,3.30206857,0.87894241,0.16603822,0.04919202,0.63144834,0.07202435,0.38720182,1.17197182,1.84045038
-1.70185093,3.30285615,0.86759337,0.16332771,0.05015846,0.61851611,0.07120053,0.38640194,1.18043149,1.86445312
-1.69584792,3.29452715,0.85403403,0.16002193,0.05095370,0.60378292,0.07001116,0.38391297,1.18510606,1.88511584
-1.68984492,3.27748121,0.83854240,0.15618144,0.05155647,0.58751688,0.06848479,0.37978409,1.18602012,1.90232461
-1.68384192,3.25226207,0.82142057,0.15187596,0.05194888,0.57000769,0.06665588,0.37409535,1.18326424,1.91601849
-1.67783892,3.21953415,0.80298467,0.14718194,0.05211678,0.55155761,0.06456366,0.36695395,1.17698956,1.92618613
-1.67183592,3.18005722,0.78355466,0.14218003,0.05205016,0.53247222,0.06225081,0.35848972,1.16740118,1.93286208
-1.66583292,3.13466025,0.76344446,0.13695245,0.05174332,0.51305133,0.05976217,0.34885026,1.15475055,1.93612312
-1.65982991,3.08421525,0.74295284,0.13158050,0.05119509,0.49358037,0.05714342,0.33819580,1.13932721,1.93608449
