energy_ev,total_up,Au_p_up,Au_d_up,C_s_up,C_p_up,Co_p_up,Co_d_up,Se_s_up,Se_p_up
-5.78389195,13.78550448,3.44603419,7.80520960,0.08010970,0.44691785,1.71276251,1.07895406,0.09669313,3.71055202
-5.77788894,13.99478059,3.40393275,7.97696199,0.08236032,0.43582000,1.69997820,1.11110524,0.09784098,3.75114883
-5.77188594,14.19622030,3.35696520,8.14869482,0.08454323,0.42404153,1.68380587,1.14205060,0.09881341,3.78770934
-5.76588294,14.38837063,3.30533077,8.31931826,0.08663620,0.41166933,1.66431408,1.17159724,0.09960087,3.82000108
-5.75987994,14.57007374,3.24934717,8.48785178,0.08861654,0.39881617,1.64164165,1.19957549,0.10019807,3.84788151
-5.75387694,14.74042434,3.18943303,8.65339922,0.09046150,0.38561452,1.61599225,1.22583723,0.10060350,3.87128836
-5.74787394,14.89872035,3.12608692,8.81512262,0.09214866,0.37220986,1.58762659,1.25025344,0.10081898,3.89022717
-5.74187094,15.04440974,3.05986399,8.97221669,0.09365633,0.35875375,1.55685231,1.27271134,0.10084906,3.90475668
-5.73586793,15.17703678,2.99135144,9.12388548,0.09496398,0.34539708,1.52401213,1.29311120,0.10070037,3.91497269
-5.72986493,15.29619042,2.92114397,9.26932260,0.09605268,0.33228375,1.48947091,1.31136318,0.10038104,3.92099140
-5.72386193,15.40145736,2.84982031,9.40769577,0.09690542,0.31954503,1.45360205,1.32738430,0.09990001,3.92293285
-5.71785893,15.49238188,2.77792212,9.53813634,0.09750746,0.30729480,1.41677413,1.34109584,0.09926643,3.92090548
-5.71185593,15.56843395,2.70593584,9.65973381,0.09784658,0.29562590,1.37933811,1.35242134,0.09848917,3.91499244
-5.70585293,15.62898685,2.63427854,9.77153525,0.09791330,0.28460758,1.34161599,1.36128531,0.09757636,3.90524035
-5.69984992,15.67330469,2.56328818,9.87254912,0.09770096,0.27428423,1.30389115,1.36761288,0.09653503,3.89165114
-5.69384692,15.70053999,2.49321853,9.96175287,0.09720584,0.26467522,1.26640097,1.37133034,0.09537090,3.87417727
-5.68784392,15.70974090,2.42423885,10.03810366,0.09642717,0.25577596,1.22933181,1.37236661,0.09408832,3.85272064
-5.68184092,15.69986744,2.35643810,10.10055129,0.09536705,0.24755987,1.19281671,1.37065566,0.09269030,3.82713522
-5.67583792,15.66981548,2.28983326,10.14805279,0.09403044,0.23998124,1.15693554,1.36613965,0.09117867,3.79723327
-5.66983492,15.61844742,2.22438113,10.17958805,0.09242503,0.23297882,1.12171770,1.35877271,0.08955437,3.76279488
-5.66383192,15.54462809,2.15999276,10.19417587,0.09056110,0.22647977,1.08714695,1.34852517,0.08781785,3.72358032
-5.65782891,15.44726431,2.09654981,10.19089046,0.08845142,0.22040393,1.05316815,1.33538786,0.08596950,3.67934468
-5.65182591,15.32534677,2.03392160,10.16887792,0.08611110,0.21466815,1.01969537,1.31937643,0.08401013,3.62985402
-5.64582291,15.17799255,1.97198223,10.12737283,0.08355739,0.20919048,0.98662098,1.30053515,0.08194152,3.57490230
-5.63981991,15.00448706,1.91062652,10.06571499,0.08080956,0.20389396,0.95382527,1.27894024,0.07976682,3.51432828
-5.63381691,14.80432385,1.84978428,9.98336627,0.07788868,0.19871007,0.92118598,1.25470213,0.07749101,3.44803151
-5.62781391,14.57724113,1.78943193,9.87992767,0.07481746,0.19358147,0.88858743,1.22796681,0.07512125,3.37598669
-5.62181091,14.32325382,1.72960115,9.75515629,0.07161995,0.18846416,0.85592877,1.19891577,0.07266706,3.29825568
-5.61580790,14.04267995,1.67038403,9.60898226,0.06832133,0.18332887,0.82313101,1.16776481,0.07014046,3.21499651
-5.60980490,13.73616055,1.61193467,9.44152485,0.06494763,0.17816169,0.79014266,1.13476130,0.06755589,3.12646893
-5.60380190,13.40467215,1.55446714,9.25310748,0.06152536,0.17296402,0.75694367,1.10018038,0.06493011,3.03303628
-5.59779890,13.04953117,1.49825008,9.04427062,0.05808117,0.16775177,0.72354766,1.06431977,0.06228179,2.93516328
-5.59179590,12.67238977,1.44359811,8.81578195,0.05464151,0.16255406,0.69000247,1.02749380,0.05963117,2.83341012
-5.58579290,12.27522281,1.39086071,8.56864261,0.05123214,0.15741120,0.65638895,0.99002656,0.05699953,2.72842267
-5.57978989,11.86030593,1.34040894,8.30408892,0.04787783,0.15237248,0.62281832,0.95224467,0.05440855,2.62091942
-5.57378689,11.43018494,1.29262075,8.02358851,0.04460187,0.14749345,0.58942811,0.91446986,0.05187972,2.51167558
-5.56778389,10.98763717,1.24786552,7.72883046,0.04142573,0.14283315,0.55637704,0.87701173,0.04943369,2.40150494
-5.56178089,10.53562550,1.20648850,7.42170898,0.03836869,0.13845115,0.52383913,0.84016092,0.04708964,2.29124017
-5.55577789,10.07724639,1.16879572,7.10430052,0.03544755,0.13440479,0.49199714,0.80418305,0.04486468,2.18171244
-5.54977489,9.61567330,1.13504015,6.77883481,0.03267637,0.13074636,0.46103592,0.76931362,0.04277342,2.07373108
-5.54377189,9.15409719,1.10540946,6.44766017,0.03006626,0.12752077,0.43113569,0.73575399,0.04082749,1.96806399
-5.53776888,8.69566615,1.08001603,6.11320440,0.02762535,0.12476332,0.40246572,0.70366874,0.03903530,1.86541976
-5.53176588,8.24342601,1.05888936,5.77793229,0.02535870,0.12249806,0.37517853,0.67318425,0.03740184,1.76643182
-5.52576288,7.80026414,1.04197141,5.44430133,0.02326834,0.12073644,0.34940488,0.64438869,0.03592868,1.67164551
-5.51975988,7.36885838,1.02911484,5.11471737,0.02135348,0.11947661,0.32524972,0.61733321,0.03461401,1.58150820
-5.51375688,6.95163292,1.02008428,4.79149185,0.01961062,0.11870304,0.30278915,0.59203432,0.03345284,1.49636292
-5.50775388,6.55072272,1.01456065,4.47680231,0.01803386,0.11838683,0.28206858,0.56847720,0.03243733,1.41644557
-5.50175088,6.16794761,1.01214837,4.17265769,0.01661520,0.11848639,0.26310203,0.54661987,0.03155712,1.34188565
-5.49574787,5.80479701,1.01238514,3.88086967,0.01534487,0.11894859,0.24587255,0.52639782,0.03079982,1.27271038
-5.48974487,5.46242535,1.01475416,3.60303114,0.01421175,0.11971041,0.23033379,0.50772904,0.03015148,1.20885189
-5.48374187,5.14165822,1.01869813,3.34050216,0.01320368,0.12070084,0.21641245,0.49051907,0.02959710,1.15015705
-5.47773887,4.84300837,1.02363485,3.09440381,0.01230791,0.12184308,0.20401162,0.47466593,0.02912116,1.09639943
-5.47173587,4.56670059,1.02897351,2.86561964,0.01151145,0.12305701,0.19301479,0.46006469,0.02870812,1.04729282
-5.46573287,4.31270370,1.03413147,2.65480400,0.01080138,0.12426166,0.18329027,0.44661147,0.02834286,1.00250560
-5.45972986,4.08076798,1.03855059,2.46239654,0.01016521,0.12537776,0.17469599,0.43420678,0.02801110,0.96167545
-5.45372686,3.87046574,1.04171267,2.28864144,0.00959108,0.12633016,0.16708428,0.42275807,0.02769974,0.92442369
-5.44772386,3.68123306,1.04315339,2.13361013,0.00906808,0.12705009,0.16030658,0.41218137,0.02739711,0.89036867
-5.44172086,3.51241040,1.04247409,1.99722593,0.00858630,0.12747715,0.15421787,0.40240210,0.02709319,0.85913774
-5.43571786,3.36328005,1.03935118,1.87928907,0.00813708,0.12756093,0.14868059,0.39335501,0.02677966,0.83037749
-5.42971486,3.23309889,1.03354253,1.77950075,0.00771296,0.12726222,0.14356803,0.38498338,0.02644994,0.80376175
-5.42371186,3.12112488,1.02489093,1.69748494,0.00730782,0.12655384,0.13876702,0.37723753,0.02609915,0.77899741
-5.41770885,3.02663641,1.01332423,1.63280686,0.00691675,0.12542095,0.13417985,0.37007284,0.02572397,0.75582788
-5.41170585,2.94894404,0.99885262,1.58498740,0.00653608,0.12386087,0.12972552,0.36344747,0.02532245,0.73403439
-5.40570285,2.88739461,0.98156284,1.55351299,0.00616327,0.12188249,0.12534011,0.35731990,0.02489384,0.71343519
-5.39969985,2.84136818,0.96161010,1.53784088,0.00579675,0.11950533,0.12097657,0.35164655,0.02443830,0.69388308
-5.39369685,2.81026858,0.93920789,1.53739977,0.00543585,0.11675817,0.11660379,0.34637975,0.02395668,0.67526155
-5.38769385,2.79350880,0.91461638,1.55158636,0.00508061,0.11367749,0.11220523,0.34146597,0.02345031,0.65747994
-5.38169085,2.79049263,0.88813006,1.57975845,0.00473166,0.11030570,0.10777706,0.33684486,0.02292074,0.64046819
-5.37568784,2.80059402,0.86006508,1.62122525,0.00439005,0.10668932,0.10332608,0.33244876,0.02236962,0.62417133
-5.36968484,2.82313583,0.83074709,1.67523602,0.00405711,0.10287716,0.09886745,0.32820318,0.02179856,0.60854438
-5.36368184,2.85736942,0.80049999,1.74096793,0.00373434,0.09891851,0.09442240,0.32402786,0.02120905,0.59354782
-5.35767884,2.90245655,0.76963606,1.81751422,0.00342327,0.09486165,0.09001601,0.31983874,0.02060250,0.57914385
-5.35167584,2.95745472,0.73844786,1.90387350,0.00312538,0.09075242,0.08567513,0.31555043,0.01998024,0.56529379
-5.34567284,3.02130688,0.70720202,1.99894138,0.00284204,0.08663310,0.08142667,0.31107929,0.01934367,0.55195646
-5.33966983,3.09283638,0.67613508,2.10150488,0.00257443,0.08254164,0.07729600,0.30634680,0.01869440,0.53908773
-5.33366683,3.17074735,0.64545123,2.21024065,0.00232352,0.07851109,0.07330583,0.30128318,0.01803441,0.52664106
-5.32766383,3.25363089,0.61532192,2.32371725,0.00209005,0.07456932,0.06947541,0.29583088,0.01736632,0.51456887
-5.32166083,3.33997688,0.58588703,2.44040209,0.00187457,0.07073901,0.06581994,0.28994793,0.01669353,0.50282468
-5.31565783,3.42819127,0.55725722,2.55867312,0.00167743,0.06703791,0.06235048,0.28361091,0.01602050,0.49136565
-5.30965483,3.51661837,0.52951736,2.67683529,0.00149884,0.06347914,0.05907393,0.27681729,0.01535293,0.48015543
-5.30365183,3.60356760,0.50273036,2.79314181,0.00133891,0.06007175,0.05599337,0.26958722,0.01469791,0.46916708
-5.29764882,3.68734400,0.47694147,2.90581967,0.00119771,0.05682132,0.05310848,0.26196453,0.01406406,0.45838588
-5.29164582,3.76628183,0.45218242,3.01309916,0.00107536,0.05373056,0.05041613,0.25401704,0.01346161,0.44781183
-5.28564282,3.83878013,0.42847537,3.11324651,0.00097208,0.05079999,0.04791101,0.24583603,0.01290244,0.43746182
-5.27963982,3.90333964,0.40583650,3.20459894,0.00088827,0.04802852,0.04558629,0.23753508,0.01240003,0.42737128
-5.27363682,3.95859967,0.38427899,3.28560106,0.00082461,0.04541400,0.04343422,0.22924825,0.01196939,0.41759535
-5.26763382,4.00337403,0.36381551,3.35484147,0.00078210,0.04295373,0.04144675,0.22112765,0.01162694,0.40820943
-5.26163082,4.03668468,0.34446005,3.41108833,0.00076217,0.04064483,0.03961602,0.21334067,0.01139024,0.39930919
-5.25562781,4.05779197,0.32622927,3.45332248,0.00076669,0.03848453,0.03793478,0.20606669,0.01127780,0.39100998
-5.24962481,4.06622006,0.30914327,3.48076686,0.00079811,0.03647043,0.03639667,0.19949366,0.01130877,0.38344560
-5.24362181,4.06177642,0.29322595,3.49291089,0.00085944,0.03460060,0.03499644,0.19381436,0.01150254,0.37676647
-5.23761881,4.04456420,0.27850497,3.48952848,0.00095433,0.03287362,0.03373003,0.18922264,0.01187836,0.37113720
-5.23161581,4.01498649,0.26501136,3.47068881,0.00108708,0.03128856,0.03259451,0.18590943,0.01245492,0.36673346
-5.22561281,3.97374165,0.25277883,3.43675890,0.00126260,0.02984494,0.03158800,0.18405879,0.01324984,0.36373822
-5.21960980,3.92180938,0.24184282,3.38839752,0.00148648,0.02854249,0.03070943,0.18384390,0.01427919,0.36233735
-5.21360680,3.86042719,0.23223928,3.32654023,0.00176484,0.02738106,0.02995827,0.18542297,0.01555693,0.36271456
-5.20760380,3.79105768,0.22400318,3.25237578,0.00210431,0.02636034,0.02933417,0.18893523,0.01709441,0.36504576
-5.20160080,3.71534725,0.21716682,3.16731437,0.00251189,0.02547966,0.02883658,0.19449689,0.01889981,0.36949295
-5.19559780,3.63507730,0.21175789,3.07294870,0.00299481,0.02473770,0.02846434,0.20219719,0.02097763,0.37619766
-5.18959480,3.55210951,0.20779730,2.97100918,0.00356030,0.02413225,0.02821529,0.21209461,0.02332819,0.38527426
-5.18359180,3.46832691,0.20529689,2.86331473,0.00421543,0.02365999,0.02808588,0.22421331,0.02594722,0.39680323
-5.17758879,3.38557303,0.20425701,2.75172111,0.00496674,0.02331624,0.02807082,0.23853986,0.02882550,0.41082463
-5.17158579,3.30559119,0.20466408,2.63806849,0.00582004,0.02309483,0.02816281,0.25502054,0.03194852,0.42733215
-5.16558279,3.22996656,0.20648826,2.52413049,0.00678001,0.02298792,0.02835237,0.27355909,0.03529642,0.44626788
-5.15957979,3.16007317,0.20968121,2.41156636,0.00784990,0.02298597,0.02862771,0.29401539,0.03884384,0.46751822
-5.15357679,3.09702802,0.21417435,2.30187821,0.00903115,0.02307772,0.02897476,0.31620489,0.04256010,0.49091109
-5.14757379,3.04165429,0.21987734,2.19637476,0.01032308,0.02325027,0.02937730,0.33989916,0.04640938,0.51621476
-5.14157079,2.99445516,0.22667733,2.09614284,0.01172258,0.02348920,0.02981719,0.36482755,0.05035117,0.54313845
-5.13556778,2.95559925,0.23443879,2.00202763,0.01322382,0.02377879,0.03027474,0.39068005,0.05434076,0.57133486
-5.12956478,2.92491843,0.24300406,1.91462193,0.01481807,0.02410233,0.03072915,0.41711144,0.05832998,0.60040466
-5.12356178,2.90191794,0.25219487,1.83426478,0.01649357,0.02444240,0.03115904,0.44374660,0.06226803,0.62990296
-5.11755878,2.88579849,0.26181454,1.76104897,0.01823548,0.02478130,0.03154305,0.47018711,0.06610236,0.65934760
-5.11155578,2.87548936,0.27165117,1.69483690,0.02002599,0.02510145,0.03186049,0.49601885,0.06977976,0.68822917
-5.10555278,2.86969110,0.28148148,1.63528379,0.02184448,0.02538581,0.03209193,0.52082043,0.07324743,0.71602237
-5.09954977,2.86692621,0.29107540,1.58186702,0.02366786,0.02561831,0.03221988,0.54417244,0.07645414,0.74219849
-5.09354677,2.86559567,0.30020125,1.53392024,0.02547099,0.02578426,0.03222930,0.56566697,0.07935130,0.76623858
-5.08754377,2.86403916,0.30863122,1.49067079,0.02722723,0.02587071,0.03210814,0.58491737,0.08189412,0.78764684
-5.08154077,2.86059662,0.31614714,1.45127869,0.02890908,0.02586678,0.03184771,0.60156777,0.08404261,0.80596386
-5.07553777,2.85366903,0.32254620,1.41487602,0.03048894,0.02576388,0.03144300,0.61530211,0.08576251,0.82077918
-5.06953477,2.84177598,0.32764652,1.38060489,0.03193984,0.02555595,0.03089282,0.62585234,0.08702613,0.83174280
-5.06353177,2.82360828,0.33129220,1.34765299,0.03323629,0.02523952,0.03019981,0.63300555,0.08781298,0.83857513
-5.05752876,2.79807374,0.33335782,1.31528552,0.03435511,0.02481373,0.02937042,0.63660967,0.08811027,0.84107511
-5.05152576,2.76433475,0.33375212,1.28287258,0.03527613,0.02428034,0.02841462,0.63657762,0.08791323,0.83912618
-5.04552276,2.72183657,0.33242075,1.24991131,0.03598298,0.02364352,0.02734563,0.63288973,0.08722518,0.83269991
-5.03951976,2.67032571,0.32934790,1.21604256,0.03646361,0.02290973,0.02617950,0.62559418,0.08605750,0.82185704
-5.03351676,2.60985809,0.32455685,1.18106152,0.03671084,0.02208744,0.02493462,0.61480575,0.08442927,0.80674613
-5.02751376,2.54079696,0.31810938,1.14492267,0.03672262,0.02118688,0.02363120,0.60070254,0.08236688,0.78759958
-5.02151076,2.46380120,0.31010399,1.10773898,0.03650222,0.02021968,0.02229074,0.58352102,0.07990331,0.76472746
-5.01550775,2.37980455,0.30067309,1.06977586,0.03605818,0.01919858,0.02093547,0.56354960,0.07707742,0.73850915
-5.00950475,2.28998700,0.28997927,1.03144031,0.03540415,0.01813710,0.01958780,0.54112070,0.07393293,0.70938320
-5.00350175,2.19573935,0.27821071,0.99326588,0.03455853,0.01704918,0.01826987,0.51660188,0.07051746,0.67783580
-4.99749875,2.09862257,0.26557598,0.95589413,0.03354391,0.01594890,0.01700309,0.49038621,0.06688144,0.64438816
-4.99149575,2.00032324,0.25229842,0.92005330,0.03238645,0.01485017,0.01580777,0.46288223,0.06307693,0.60958336
-4.98549275,1.90260674,0.23861023,0.88653498,0.03111514,0.01376654,0.01470276,0.43450380,0.05915652,0.57397293
-4.97948974,1.80726967,0.22474659,0.85616947,0.02976094,0.01271091,0.01370530,0.40566031,0.05517223,0.53810382
-4.97348674,1.71609283,0.21093990,0.82980058,0.02835595,0.01169543,0.01283073,0.37674740,0.05117446,0.50250594
-4.96748374,1.63079621,0.19741441,0.80826048,0.02693248,0.01073133,0.01209245,0.34813855,0.04721105,0.46768079
-4.96148074,1.55299701,0.18438127,0.79234536,0.02552224,0.00982882,0.01150180,0.32017780,0.04332642,0.43409131
-4.95547774,1.48417167,0.17203426,0.78279221,0.02415549,0.00899707,0.01106808,0.29317371,0.03956088,0.40215340
-4.94947474,1.42562279,0.16054620,0.78025737,0.02286036,0.00824413,0.01079849,0.26739468,0.03595009,0.37222906
-4.94347174,1.37845128,0.15006617,0.78529724,0.02166217,0.00757699,0.01069822,0.24306577,0.03252463,0.34462142
-4.93746873,1.34353426,0.14071744,0.79835131,0.02058290,0.00700155,0.01077043,0.22036691,0.02930978,0.31957157
-4.93146573,1.32150888,0.13259626,0.81972804,0.01964084,0.00652268,0.01101631,0.19943260,0.02632538,0.29725715
-4.92546273,1.31276193,0.12577137,0.84959350,0.01885024,0.00614428,0.01143512,0.18035277,0.02358593,0.27779272
-4.91945973,1.31742524,0.12028419,0.88796318,0.01822116,0.00586932,0.01202422,0.16317496,0.02110071,0.26123162
-4.91345673,1.33537666,0.11614967,0.93469693,0.01775946,0.00569990,0.01277905,0.14790736,0.01887407,0.24756920
-4.90745373,1.36624623,0.11335767,0.98949721,0.01746680,0.00563731,0.01369323,0.13452271,0.01690583,0.23674730
-4.90145073,1.40942721,0.11187478,1.05191059,0.01734082,0.00568215,0.01475847,0.12296288,0.01519165,0.22865957
-4.89544772,1.46409176,0.11164657,1.12133277,0.01737535,0.00583434,0.01596469,0.11314371,0.01372358,0.22315763
-4.88944472,1.52921070,0.11260010,1.19701680,0.01756073,0.00609326,0.01730003,0.10496024,0.01249054,0.22005770
-4.88344172,1.60357713,0.11464670,1.27808489,0.01788411,0.00645782,0.01875089,0.09829194,0.01147880,0.21914763
-4.87743872,1.68583363,0.11768491,1.36354346,0.01832993,0.00692663,0.02030209,0.09300781,0.01067259,0.22019399
-4.87143572,1.77450249,0.12160360,1.45230154,0.01888024,0.00749808,0.02193699,0.08897133,0.01005451,0.22294934
-4.86543272,1.86801894,0.12628506,1.54319236,0.01951523,0.00817062,0.02363775,0.08604506,0.00960607,0.22715919
-4.85942971,1.96476671,0.13160831,1.63499786,0.02021364,0.00894288,0.02538562,0.08409485,0.00930810,0.23256892
-4.85342671,2.06311571,0.13745230,1.72647596,0.02095325,0.00981399,0.02716127,0.08299353,0.00914121,0.23893026
-4.84742371,2.16146121,0.14369913,1.81639003,0.02171137,0.01078384,0.02894526,0.08262421,0.00908617,0.24600740
-4.84142071,2.25826388,0.15023722,1.90354022,0.02246524,0.01185339,0.03071855,0.08288292,0.00912424,0.25358264
-4.83541771,2.35209002,0.15696440,1.98679577,0.02319258,0.01302500,0.03246308,0.08368081,0.00923754,0.26146148
-4.82941471,2.44165101,0.16379071,2.06512766,0.02387196,0.01430279,0.03416236,0.08494575,0.00940934,0.26947702
-4.82341171,2.52584088,0.17064107,2.13764056,0.02448328,0.01569292,0.03580211,0.08662340,0.00962436,0.27749378
-4.81740870,2.60377093,0.17745750,2.20360311,0.02500814,0.01720389,0.03737094,0.08867773,0.00986898,0.28541054
-4.81140570,2.67480011,0.18420104,2.26247522,0.02543023,0.01884677,0.03886089,0.09109098,0.01013152,0.29316245
-4.80540270,2.73855975,0.19085293,2.31393143,0.02573565,0.02063529,0.04026804,0.09386312,0.01040239,0.30072202
-4.79939970,2.79497136,0.19741537,2.35787892,0.02591317,0.02258588,0.04159288,0.09701078,0.01067426,0.30809915
-4.79339670,2.84425644,0.20391138,2.39446924,0.02595447,0.02471751,0.04284067,0.10056568,0.01094216,0.31533992
-4.78739370,2.88693705,0.21038397,2.42410270,0.02585428,0.02705143,0.04402152,0.10457253,0.01120355,0.32252426
-4.78139070,2.92382640,0.21689443,2.44742476,0.02561045,0.02961063,0.04515041,0.10908653,0.01145829,0.32976237
-4.77538769,2.95600926,0.22351971,2.46531387,0.02522395,0.03241923,0.04624688,0.11417044,0.01170858,0.33718999
-4.76938469,2.98481179,0.23034912,2.47886075,0.02469881,0.03550155,0.04733454,0.11989129,0.01195882,0.34496247
-4.76338169,3.01176156,0.23748009,2.48933924,0.02404189,0.03888117,0.04844044,0.12631681,0.01221534,0.35324803
-4.75737869,3.03853851,0.24501343,2.49816950,0.02326273,0.04257964,0.04959408,0.13351172,0.01248616,0.36221999
-4.75137569,3.06691832,0.25304805,2.50687454,0.02237313,0.04661526,0.05082642,0.14153388,0.01278054,0.37204864
-4.74537269,3.09871006,0.26167538,2.51703153,0.02138688,0.05100164,0.05216861,0.15043051,0.01310859,0.38289266
-4.73936968,3.13569035,0.27097385,2.53021968,0.02031927,0.05574635,0.05365067,0.16023459,0.01348072,0.39489071
-4.73336668,3.17953658,0.28100340,2.54796654,0.01918665,0.06084957,0.05530015,0.17096162,0.01390711,0.40815327
-4.72736368,3.23176192,0.29180062,2.57169509,0.01800599,0.06630281,0.05714079,0.18260676,0.01439715,0.42275533
-4.72136068,3.29365484,0.30337453,2.60267356,0.01679439,0.07208794,0.05919125,0.19514262,0.01495881,0.43873008
-4.71535768,3.36622573,0.31570330,2.64197020,0.01556861,0.07817635,0.06146399,0.20851771,0.01559815,0.45606406
-4.70935468,3.45016309,0.32873215,2.69041493,0.01434469,0.08452848,0.06396436,0.22265578,0.01631875,0.47469387
-4.70335168,3.54580112,0.34237250,2.74856938,0.01313757,0.09109370,0.06668994,0.23745590,0.01712132,0.49450487
-4.69734867,3.65310028,0.35650259,2.81670666,0.01196078,0.09781061,0.06963013,0.25279355,0.01800332,0.51533174
-4.69134567,3.77164165,0.37096934,2.89480150,0.01082617,0.10460771,0.07276614,0.26852260,0.01895878,0.53696110
-4.68534267,3.90063525,0.38559173,2.98253116,0.00974378,0.11140458,0.07607119,0.28447806,0.01997816,0.55913610
-4.67933967,4.03894202,0.40016530,3.07928683,0.00872173,0.11811338,0.07951113,0.30047965,0.02104845,0.58156272
-4.67333667,4.18510821,0.41446774,3.18419475,0.00776618,0.12464078,0.08304533,0.31633610,0.02215334,0.60391773
-4.66733367,4.33741081,0.42826536,3.29614609,0.00688138,0.13089017,0.08662785,0.33184977,0.02327361,0.62585777
-4.66133067,4.49391171,0.44132000,3.41383390,0.00606979,0.13676414,0.09020883,0.34682178,0.02438763,0.64702938
-4.65532766,4.65251835,0.45339634,3.53579554,0.00533221,0.14216709,0.09373611,0.36105715,0.02547197,0.66707949
-4.64932466,4.81104817,0.46426908,3.66045865,0.00466796,0.14700792,0.09715688,0.37436995,0.02650216,0.68566589
-4.64332166,4.96729438,0.47372987,3.78618871,0.00407518,0.15120268,0.10041953,0.38658824,0.02745347,0.70246745
