energy_ev,total_up,C_s_up,C_p_up,Ir_p_up,Ir_d_up,Se_s_up,Se_p_up,Zn_p_up,Zn_d_up
-5.48374187,3.42907153,0.05161420,0.17257208,0.68932292,2.45644993,0.05316624,0.58125841,0.12559187,0.03319738
-5.47773887,3.32991033,0.05287674,0.17015131,0.67520403,2.35166377,0.05418702,0.58229118,0.12851709,0.03505122
-5.47173587,3.22978555,0.05398178,0.16782912,0.66019823,2.24601333,0.05527210,0.58359066,0.13131485,0.03721150
-5.46573287,3.13109708,0.05491702,0.16576361,0.64466706,2.14142249,0.05646546,0.58543031,0.13401267,0.03971695
-5.45972986,3.03603597,0.05567019,0.16410700,0.62894391,2.03963430,0.05781087,0.58805492,0.13663791,0.04260274
-5.45372686,2.94653734,0.05622935,0.16300103,0.61332631,1.94217899,0.05935020,0.59167386,0.13921643,0.04589901
-5.44772386,2.86424571,0.05658316,0.16257287,0.59807049,1.85035263,0.06112163,0.59645569,0.14177143,0.04962937
-5.44172086,2.79049317,0.05672137,0.16293131,0.58338816,1.76520638,0.06315804,0.60252462,0.14432236,0.05380951
-5.43571786,2.72629020,0.05663527,0.16416364,0.56944550,1.68754571,0.06548541,0.60995865,0.14688415,0.05844594
-5.42971486,2.67232838,0.05631828,0.16633319,0.55636427,1.61793864,0.06812148,0.61878940,0.14946656,0.06353484
-5.42371186,2.62899388,0.05576648,0.16947768,0.54422484,1.55673156,0.07107458,0.62900378,0.15207384,0.06906119
-5.41770885,2.59639018,0.05497915,0.17360842,0.53307076,1.50407119,0.07434288,0.64054711,0.15470460,0.07499827
-5.41170585,2.57436844,0.05395930,0.17871045,0.52291473,1.45993084,0.07791388,0.65332791,0.15735197,0.08130744
-5.40570285,2.56256383,0.05271401,0.18474365,0.51374542,1.42413937,0.08176439,0.66722395,0.16000397,0.08793837
-5.39969985,2.56043589,0.05125474,0.19164478,0.50553507,1.39641132,0.08586089,0.68208959,0.16264413,0.09482972
-5.39369685,2.56731155,0.04959746,0.19933053,0.49824725,1.37637650,0.09016036,0.69776416,0.16525237,0.10191032
-5.38769385,2.58242904,0.04776264,0.20770134,0.49184487,1.36360818,0.09461149,0.71408127,0.16780601,0.10910080
-5.38169085,2.60498154,0.04577504,0.21664617,0.48629783,1.35764854,0.09915636,0.73087882,0.17028106,0.11631567
-5.37568784,2.63415920,0.04366340,0.22604780,0.48159032,1.35803092,0.10373243,0.74800942,0.17265356,0.12346587
-5.36968484,2.66918856,0.04145996,0.23578869,0.47772764,1.36429815,0.10827490,0.76535107,0.17490115,0.13046155
-5.36368184,2.70936844,0.03919986,0.24575716,0.47474212,1.37601703,0.11271924,0.78281766,0.17700467,0.13721523
-5.35767884,2.75410146,0.03692042,0.25585361,0.47269827,1.39278856,0.11700384,0.80036903,0.17894971,0.14364496
-5.35167584,2.80292030,0.03466042,0.26599652,0.47169690,1.41425433,0.12107277,0.81802005,0.18072829,0.14967754
-5.34567284,2.85550821,0.03245928,0.27612801,0.47187801,1.44009923,0.12487831,0.83584836,0.18234022,0.15525159
-5.33966983,2.91171289,0.03035629,0.28621864,0.47342242,1.47005077,0.12838338,0.85400017,0.18379441,0.16032025
-5.33366683,2.97155334,0.02838982,0.29627107,0.47655187,1.50387556,0.13156351,0.87269379,0.18510981,0.16485349
-5.32766383,3.03521899,0.02659665,0.30632252,0.48152753,1.54137328,0.13440848,0.89222021,0.18631603,0.16883979
-5.32166083,3.10306101,0.02501127,0.31644558,0.48864661,1.58236875,0.13692327,0.91294041,0.18745346,0.17228709
-5.31565783,3.17557534,0.02366536,0.32674736,0.49823710,1.62670249,0.13912846,0.93527916,0.18857284,0.17522298
-5.30965483,3.25337784,0.02258727,0.33736671,0.51065047,1.67422032,0.14105989,0.95971487,0.18973439,0.17769398
-5.30365183,3.33717160,0.02180166,0.34846965,0.52625229,1.72476242,0.14276762,0.98676572,0.19100617,0.17976402
-5.29764882,3.42770737,0.02132918,0.36024291,0.54541090,1.77815237,0.14431415,1.01697198,0.19246198,0.18151196
-5.29164582,3.52573801,0.02118621,0.37288584,0.56848415,1.83418667,0.14577201,1.05087504,0.19417863,0.18302845
-5.28564282,3.63196839,0.02138470,0.38660081,0.59580464,1.89262495,0.14722071,1.08899363,0.19623282,0.18441208
-5.27963982,3.74700251,0.02193205,0.40158257,0.62766370,1.95318157,0.14874326,1.13179794,0.19869761,0.18576500
-5.27363682,3.87128975,0.02283103,0.41800687,0.66429473,2.01551868,0.15042231,1.17968281,0.20163864,0.18718826
-5.26763382,4.00507264,0.02407973,0.43601891,0.70585640,2.07924125,0.15233609,1.23294078,0.20511042,0.18877695
-5.26163082,4.14833839,0.02567162,0.45572203,0.75241643,2.14389421,0.15455441,1.29173656,0.20915259,0.19061558
-5.25562781,4.30077657,0.02759549,0.47716727,0.80393684,2.20896188,0.15713476,1.35608389,0.21378669,0.19277358
-5.24962481,4.46174528,0.02983564,0.50034440,0.86026116,2.27386987,0.16011885,1.42582626,0.21901329,0.19530153
-5.24362181,4.63024786,0.03237189,0.52517471,0.92110464,2.33798932,0.16352962,1.50062249,0.22480993,0.19822793
-5.23761881,4.80492171,0.03517981,0.55150626,0.98604804,2.40064358,0.16736894,1.57993837,0.23112977,0.20155698
-5.23161581,4.98404077,0.03823094,0.57911181,1.05453556,2.46111706,0.17161617,1.66304494,0.23790135,0.20526731
-5.22561281,5.16553211,0.04149302,0.60768969,1.12587737,2.51866603,0.17622761,1.74902417,0.24502917,0.20931176
-5.21960980,5.34700691,0.04493041,0.63686779,1.19925718,2.57253116,0.18113682,1.83678214,0.25239544,0.21361832
-5.21360680,5.52580535,0.04850441,0.66621065,1.27374457,2.62195128,0.18625604,1.92506952,0.25986279,0.21809211
-5.20760380,5.69905419,0.05217381,0.69522938,1.34831226,2.66617814,0.19147840,2.01250907,0.26727781,0.22261836
-5.20160080,5.86373536,0.05589541,0.72339436,1.42185767,2.70449152,0.19668110,2.09762918,0.27447544,0.22706633
-5.19559780,6.01676319,0.05962455,0.75014995,1.49322833,2.73621446,0.20172926,2.17890240,0.28128390,0.23129385
-5.18959480,6.15506770,0.06331584,0.77493102,1.56125012,2.76072798,0.20648031,2.25478751,0.28753007,0.23515247
-5.18359180,6.27568073,0.06692373,0.79718031,1.62475757,2.77748498,0.21078887,2.32377361,0.29304492,0.23849290
-5.17758879,6.37582176,0.07040323,0.81636630,1.68262497,2.78602285,0.21451177,2.38442448,0.29766896,0.24117043
-5.17158579,6.45298015,0.07371058,0.83200045,1.73379709,2.78597448,0.21751306,2.43542143,0.30125735,0.24305034
-5.16558279,6.50499062,0.07680390,0.84365346,1.77731854,2.77707742,0.21966883,2.47560298,0.30368449,0.24401280
-5.15957979,6.53009909,0.07964382,0.85096961,1.81236032,2.75918088,0.22087156,2.50399981,0.30484793,0.24395724
-5.15357679,6.52701651,0.08219412,0.85367878,1.83824292,2.73225051,0.22103396,2.51986356,0.30467137,0.24280594
-5.14757379,6.49495868,0.08442221,0.85160546,1.85445473,2.69637088,0.22009193,2.52268854,0.30310683,0.24050677
-5.14157079,6.43367077,0.08629970,0.84467458,1.86066543,2.65174567,0.21800678,2.51222545,0.30013569,0.23703487
-5.13556778,6.34343600,0.08780278,0.83291384,1.85673383,2.59869568,0.21476646,2.48848684,0.29576882,0.23239338
-5.12956478,6.22506844,0.08891264,0.81645251,1.84270988,2.53765473,0.21038575,2.45174435,0.29004569,0.22661306
-5.12356178,6.07989068,0.08961578,0.79551682,1.81883119,2.46916387,0.20490563,2.40251791,0.28303261,0.21975106
-5.11755878,5.90969781,0.08990426,0.77042226,1.78551418,2.39386393,0.19839162,2.34155780,0.27482025,0.21188862
-5.11155578,5.71670941,0.08977591,0.74156299,1.74334054,2.31248683,0.19093137,2.26982043,0.26552042,0.20312820
-5.10555278,5.50351198,0.08923445,0.70939916,1.69303962,2.22584597,0.18263150,2.18843907,0.25526254,0.19358985
-5.09954977,5.27299415,0.08828952,0.67444246,1.63546777,2.13482587,0.17361404,2.09869084,0.24418970,0.18340723
-5.09354677,5.02827762,0.08695671,0.63724065,1.57158535,2.04037151,0.16401232,2.00196157,0.23245467,0.17272334
-5.08754377,4.77264612,0.08525743,0.59836179,1.50243262,1.94347735,0.15396684,1.89970964,0.22021591,0.16168619
-5.08154077,4.50947520,0.08321872,0.55837864,1.42910526,1.84517651,0.14362099,1.79343051,0.20763373,0.15044454
-5.07553777,4.24216496,0.08087298,0.51785399,1.35273053,1.74653002,0.13311703,1.68462289,0.19486679,0.13914397
-5.06953477,3.97407763,0.07825753,0.47732728,1.27444479,1.64861624,0.12259233,1.57475777,0.18206896,0.12792325
-5.06353177,3.70848141,0.07541417,0.43730307,1.19537301,1.55252050,0.11217600,1.46525105,0.16938654,0.11691127
-5.05752876,3.44850171,0.07238851,0.39824154,1.11661084,1.45932492,0.10198609,1.35744026,0.15695610,0.10622454
-5.05152576,3.19708016,0.06922926,0.36055130,1.03920940,1.37009819,0.09212739,1.25256597,0.14490266,0.09596527
-5.04552276,2.95694167,0.06598739,0.32458454,0.96416309,1.28588533,0.08268981,1.15175763,0.13333836,0.08622011
-5.03951976,2.73056906,0.06271519,0.29063447,0.89240033,1.20769718,0.07374741,1.05602398,0.12236162,0.07705949
-5.03351676,2.52018479,0.05946525,0.25893497,0.82477709,1.13649952,0.06535803,0.96624757,0.11205663,0.06853751
-5.02751376,2.32773878,0.05628941,0.22966215,0.76207296,1.07320170,0.05756349,0.88318300,0.10249313,0.06069239
-5.02151076,2.15490149,0.05323760,0.20293757,0.70498934,1.01864474,0.05039023,0.80745821,0.09372649,0.05354728
-5.01550775,2.00306084,0.05035673,0.17883281,0.65414941,0.97358885,0.04385043,0.73957831,0.08579801,0.04711144
-5.00950475,1.87332228,0.04768963,0.15737500,0.61009926,0.93870045,0.03794336,0.67993115,0.07873535,0.04138170
-5.00350175,1.76651070,0.04527393,0.13855289,0.57330987,0.91453891,0.03265702,0.62879411,0.07255300,0.03634400
-4.99749875,1.68317358,0.04314118,0.12232329,0.54417929,0.90154322,0.02796985,0.58634146,0.06725293,0.03197512
-4.99149575,1.62358460,0.04131597,0.10861734,0.52303474,0.90001890,0.02385259,0.55265175,0.06282518,0.02824431
-4.98549275,1.58774754,0.03981529,0.09734649,0.51013418,0.91012573,0.02026999,0.52771486,0.05924857,0.02511492
-4.97948974,1.57540009,0.03864800,0.08840791,0.50566698,0.93186659,0.01718252,0.51143842,0.05649132,0.02254592
-4.97348674,1.58601791,0.03781460,0.08168917,0.50975366,0.96507816,0.01454793,0.50365328,0.05451181,0.02049324
-4.96748374,1.61881900,0.03730711,0.07707199,0.52244435,1.00942398,0.01232264,0.50411810,0.05325934,0.01891098
-4.96148074,1.67276911,0.03710927,0.07443518,0.54371618,1.06439036,0.01046288,0.51252299,0.05267494,0.01775247
-4.95547774,1.74658855,0.03719695,0.07365657,0.57346946,1.12928579,0.00892576,0.52849224,0.05269226,0.01697108
-4.94947474,1.83876115,0.03753880,0.07461411,0.61152309,1.20324416,0.00767003,0.55158653,0.05323858,0.01652095
-4.94347174,1.94754598,0.03809709,0.07718614,0.65760924,1.28523219,0.00665668,0.58130466,0.05423594,0.01635752
-4.93746873,2.07099234,0.03882881,0.08125103,0.71136785,1.37406120,0.00584941,0.61708515,0.05560233,0.01643795
-4.93146573,2.20695860,0.03968687,0.08668621,0.77234131,1.46840325,0.00521488,0.65830804,0.05725304,0.01672145
-4.92546273,2.35313491,0.04062148,0.09336694,0.83996993,1.56681145,0.00472290,0.70429724,0.05910211,0.01716946
-4.91945973,2.50707022,0.04158163,0.10116475,0.91358855,1.66774405,0.00434646,0.75432356,0.06106382,0.01774588
-4.91345673,2.66620317,0.04251655,0.10994598,0.99242502,1.76959184,0.00406170,0.80760888,0.06305432,0.01841707
-4.90745373,2.82789671,0.04337724,0.11957041,1.07560101,1.87070809,0.00384780,0.86333149,0.06499315,0.01915203
-4.90145073,2.98947579,0.04411786,0.12989019,1.16213560,1.96944019,0.00368685,0.92063294,0.06680481,0.01992234
-4.89544772,3.14826757,0.04469708,0.14074921,1.25095203,2.06416217,0.00356364,0.97862631,0.06842024,0.02070225
-4.88944472,3.30164304,0.04507920,0.15198302,1.34088801,2.15330689,0.00346550,1.03640604,0.06977811,0.02146861
-4.88344172,3.44705934,0.04523510,0.16341935,1.43070954,2.23539721,0.00338205,1.09305925,0.07082600,0.02220091
-4.87743872,3.58210153,0.04514294,0.17487933,1.51912838,2.30907497,0.00330502,1.14767829,0.07152127,0.02288122
-4.87143572,3.70452287,0.04478863,0.18617927,1.60482291,2.37312698,0.00322801,1.19937444,0.07183176,0.02349412
-4.86543272,3.81228260,0.04416594,0.19713322,1.68646199,2.42650741,0.00314629,1.24729241,0.07173611,0.02402668
-4.85942971,3.90358009,0.04327646,0.20755592,1.76273129,2.46835584,0.00305658,1.29062527,0.07122383,0.02446832
-4.85342671,3.97688472,0.04212915,0.21726630,1.83236128,2.49801065,0.00295688,1.32862933,0.07029506,0.02481078
-4.84742371,4.03096055,0.04073977,0.22609129,1.89415618,2.51501751,0.00284626,1.36063872,0.06896001,0.02504793
-4.84142071,4.06488522,0.03913005,0.23386969,1.94702265,2.51913294,0.00272468,1.38607894,0.06723816,0.02517569
-4.83541771,4.07806264,0.03732667,0.24045617,1.98999737,2.51032302,0.00259282,1.40447906,0.06515722,0.02519189
-4.82941471,4.07022920,0.03536016,0.24572494,2.02227230,2.48875751,0.00245193,1.41548209,0.06275192,0.02509613
-4.82341171,4.04145319,0.03326374,0.24957315,2.04321671,2.45479982,0.00230365,1.41885300,0.06006257,0.02488959
-4.81740870,3.99212774,0.03107209,0.25192367,2.05239488,2.40899325,0.00214993,1.41448412,0.05713371,0.02457497
-4.81140570,3.92295713,0.02882021,0.25272733,2.04957881,2.35204405,0.00199283,1.40239767,0.05401256,0.02415626
-4.80540270,3.83493704,0.02654235,0.25196422,2.03475522,2.28480189,0.00183447,1.38274503,0.05074760,0.02363867
-4.79939970,3.72932915,0.02427098,0.24964425,2.00812655,2.20823837,0.00167694,1.35580291,0.04738721,0.02302843
-4.79339670,3.60763066,0.02203605,0.24580679,1.97010564,2.12342408,0.00152218,1.32196637,0.04397840,0.02233273
-4.78739370,3.47153951,0.01986428,0.24051937,1.92130446,2.03150490,0.00137194,1.28173876,0.04056572,0.02155955
-4.78139070,3.32291618,0.01777871,0.23387564,1.86251702,1.93367799,0.00122777,1.23571903,0.03719037,0.02071753
-4.77538769,3.16374300,0.01579839,0.22599245,1.79469726,1.83116804,0.00109094,1.18458666,0.03388943,0.01981586
-4.76938469,2.99608198,0.01393825,0.21700637,1.71893269,1.72520420,0.00096245,1.12908484,0.03069541,0.01886418
-4.76338169,2.82203227,0.01220916,0.20706970,1.63641474,1.61699827,0.00084305,1.07000222,0.02763591,0.01787239
-4.75737869,2.64368835,0.01061808,0.19634611,1.54840702,1.50772427,0.00073321,1.00815416,0.02473350,0.01685054
-4.75137569,2.46309996,0.00916837,0.18500613,1.45621267,1.39850006,0.00063316,0.94436380,0.02200582,0.01580872
-4.74537269,2.28223486,0.00786012,0.17322269,1.36114191,1.29037107,0.00054290,0.87944379,0.01946578,0.01475687
-4.73936968,2.10294535,0.00669067,0.16116674,1.26448101,1.18429646,0.00046226,0.81417911,0.01712197,0.01370469
-4.73336668,1.92693924,0.00565502,0.14900325,1.16746374,1.08113794,0.00039090,0.74931159,0.01497914,0.01266143
-4.72736368,1.75575613,0.00474634,0.13688770,1.07124603,0.98165138,0.00032838,0.68552657,0.01303881,0.01163584
-4.72136068,1.59074922,0.00395645,0.12496302,0.97688467,0.88648115,0.00027415,0.62344201,0.01129993,0.01063597
-4.71535768,1.43307318,0.00327629,0.11335724,0.88532058,0.79615735,0.00022762,0.56360023,0.00975968,0.00966913
-4.70935468,1.28367794,0.00269633,0.10218174,0.79736679,0.71109581,0.00018817,0.50646257,0.00841423,0.00874175
-4.70335168,1.14330842,0.00220695,0.09153026,0.71370124,0.63160062,0.00015521,0.45240676,0.00725963,0.00785935
-4.69734867,1.01250982,0.00179877,0.08147843,0.63486437,0.55786909,0.00012817,0.40172707,0.00629268,0.00702647
-4.69134567,0.89163797,0.00146289,0.07208409,0.56126105,0.48999886,0.00010654,0.35463696,0.00551187,0.00624669
-4.68534267,0.78087424,0.00119117,0.06338797,0.49316645,0.42799678,0.00008990,0.31127393,0.00491839,0.00552260
-4.67933967,0.68024410,0.00097640,0.05541501,0.43073530,0.37178930,0.00007794,0.27170635,0.00451710,0.00485591
-4.67333667,0.58963870,0.00081239,0.04817595,0.37401384,0.32123383,0.00007044,0.23594180,0.00431765,0.00424744
-4.66733367,0.50883847,0.00069413,0.04166923,0.32295380,0.27613098,0.00006736,0.20393650,0.00433556,0.00369727
-4.66133067,0.43753803,0.00061786,0.03588313,0.27742771,0.23623692,0.00006881,0.17560554,0.00459336,0.00320482
-4.65532766,0.37537147,0.00058110,0.03079790,0.23724487,0.20127580,0.00007506,0.15083340,0.00512182,0.00276898
-4.64932466,0.32193729,0.00058272,0.02638803,0.20216736,0.17095178,0.00008660,0.12948446,0.00596109,0.00238822
-4.64332166,0.27682217,0.00062295,0.02262432,0.17192552,0.14496032,0.00010414,0.11141315,0.00716185,0.00206076
