energy_ev,total_up,C_s_up,C_p_up,Ir_p_up,Ir_d_up,Se_s_up,Se_p_up,Zn_p_up,Zn_d_up
-6.00000000,7.24845974,0.03617818,0.37967712,2.06355809,3.58492004,0.04451604,2.07540886,0.20370924,0.74649965
-5.99399700,6.92378640,0.03426393,0.37207714,1.92220978,3.48667409,0.04054075,1.93655295,0.18816033,0.69319381
-5.98799400,6.62789653,0.03257543,0.36706448,1.78895975,3.40186602,0.03686809,1.80742561,0.17434429,0.64237126
-5.98199100,6.36030524,0.03112103,0.36451376,1.66407113,3.32976067,0.03349181,1.68807394,0.16224565,0.59419178
-5.97598799,6.12011880,0.02990531,0.36426134,1.54767071,3.26947004,0.03040237,1.57840724,0.15182293,0.54876293
-5.96998499,5.90609690,0.02892898,0.36610933,1.43976482,3.21998783,0.02758753,1.47821637,0.14301246,0.50614396
-5.96398199,5.71671152,0.02818893,0.36982965,1.34025493,3.18021991,0.02503294,1.38719253,0.13573210,0.46635015
-5.95797899,5.55020066,0.02767825,0.37516807,1.24895252,3.14901002,0.02272271,1.30494457,0.12988469,0.42935773
-5.95197599,5.40461577,0.02738632,0.38184844,1.16559265,3.12516026,0.02063993,1.23101460,0.12536133,0.39510889
-5.94597299,5.27786274,0.02729900,0.38957693,1.08984623,3.10744668,0.01876718,1.16489149,0.12204422,0.36351682
-5.93996998,5.16773678,0.02739878,0.39804652,1.02133066,3.09463062,0.01708686,1.10602242,0.11980919,0.33447077
-5.93396698,5.07195253,0.02766507,0.40694166,0.95961922,3.08546688,0.01558160,1.05382259,0.11852782,0.30784081
-5.92796398,4.98817049,0.02807445,0.41594323,0.90424923,3.07871001,0.01423450,1.00768350,0.11806931,0.28348243
-5.92196098,4.91402175,0.02860104,0.42473375,0.85472927,3.07311997,0.01302939,0.96698006,0.11830199,0.26124080
-5.91595798,4.84713232,0.02921695,0.43300289,0.81054595,3.06746855,0.01195094,0.93107717,0.11909468,0.24095472
-5.90995498,4.78514856,0.02989273,0.44045305,0.77117023,3.06054743,0.01098481,0.89933598,0.12031788,0.22246028
-5.90395198,4.72576464,0.03059798,0.44680515,0.73606386,3.05117897,0.01011773,0.87112024,0.12184489,0.20559409
-5.89794897,4.66675255,0.03130191,0.45180422,0.70468588,3.03822976,0.00933753,0.84580307,0.12355287,0.19019623
-5.89194597,4.60599462,0.03197402,0.45522481,0.67649945,3.02062727,0.00863315,0.82277413,0.12532393,0.17611276
-5.88594297,4.54151809,0.03258482,0.45687584,0.65097888,2.99737902,0.00799463,0.80144725,0.12704625,0.16319794
-5.87993997,4.47153055,0.03310653,0.45660493,0.62761697,2.96759366,0.00741311,0.78126844,0.12861523,0.15131595
-5.87393697,4.39445501,0.03351378,0.45430167,0.60593232,2.93050274,0.00688075,0.76172395,0.12993473,0.14034236
-5.86793397,4.30896289,0.03378423,0.44990002,0.58547649,2.88548221,0.00639073,0.74234815,0.13091818,0.13016507
-5.86193097,4.21400311,0.03389922,0.44337944,0.56584075,2.83207211,0.00593714,0.72273090,0.13148985,0.12068491
-5.85592796,4.10882574,0.03384420,0.43476481,0.54666214,2.76999323,0.00551499,0.70252386,0.13158584,0.11181593
-5.84992496,3.99299848,0.03360917,0.42412502,0.52762852,2.69915962,0.00512006,0.68144563,0.13115508,0.10348519
-5.84392196,3.86641500,0.03318881,0.41157039,0.50848245,2.61968582,0.00474892,0.65928519,0.13016006,0.09563229
-5.83791896,3.72929413,0.03258267,0.39724884,0.48902369,2.53188840,0.00439877,0.63590353,0.12857730,0.08820866
-5.83191596,3.58216977,0.03179501,0.38134110,0.46911009,2.43628119,0.00406746,0.61123334,0.12639762,0.08117644
-5.82591296,3.42587165,0.03083460,0.36405512,0.44865705,2.33356445,0.00375333,0.58527660,0.12362596,0.07450736
-5.81990995,3.26149762,0.02971432,0.34561984,0.42763532,2.22460826,0.00345523,0.55810025,0.12028093,0.06818133
-5.81390695,3.09037873,0.02845067,0.32627865,0.40606744,2.11043084,0.00317237,0.52983018,0.11639402,0.06218503
-5.80790395,2.91403843,0.02706311,0.30628271,0.38402290,1.99217290,0.00290432,0.50064357,0.11200844,0.05651044
-5.80190095,2.73414794,0.02557345,0.28588454,0.36161230,1.87106909,0.00265091,0.47076021,0.10717767,0.05115349
-5.79589795,2.55247953,0.02400500,0.26533189,0.33898073,1.74841792,0.00241223,0.44043295,0.10196379,0.04611270
-5.78989495,2.37085987,0.02238195,0.24486223,0.31630084,1.62555160,0.00218854,0.40993787,0.09643559,0.04138801
-5.78389195,2.19112531,0.02072852,0.22469804,0.29376565,1.50380696,0.00198028,0.37956451,0.09066656,0.03697974
-5.77788894,2.01508080,0.01906838,0.20504295,0.27158164,1.38449882,0.00178803,0.34960652,0.08473285,0.03288779
-5.77188594,1.84446401,0.01742402,0.18607878,0.24996226,1.26889670,0.00161255,0.32035315,0.07871129,0.02911095
-5.76588294,1.68091564,0.01581621,0.16796362,0.22912219,1.15820565,0.00145471,0.29208189,0.07267744,0.02564646
-5.75987994,1.52595668,0.01426368,0.15083080,0.20927234,1.05355167,0.00131561,0.26505232,0.06670391,0.02248977
-5.75387694,1.38097284,0.01278281,0.13478882,0.19061600,0.95597187,0.00119655,0.23950145,0.06085884,0.01963438
-5.74787394,1.24720606,0.01138748,0.11992203,0.17334582,0.86640927,0.00109910,0.21564052,0.05520472,0.01707197
-5.74187094,1.12575238,0.01008908,0.10629201,0.15764193,0.78571164,0.00102516,0.19365326,0.04979745,0.01479248
-5.73586793,1.01756539,0.00889654,0.09393947,0.14367085,0.71463390,0.00097702,0.17369540,0.04468579,0.01278444
-5.72986493,0.92346398,0.00781651,0.08288664,0.13158528,0.65384300,0.00095745,0.15589534,0.03991108,0.01103524
-5.72386193,0.84414290,0.00685366,0.07313979,0.12152435,0.60392425,0.00096974,0.14035575,0.03550727,0.00953151
-5.71785893,0.78018467,0.00601090,0.06469192,0.11361431,0.56538811,0.00101781,0.12715574,0.03150123,0.00825947
-5.71185593,0.73207112,0.00528979,0.05752542,0.10796929,0.53867602,0.00110622,0.11635349,0.02791326,0.00720528
-5.70585293,0.70019327,0.00469083,0.05161448,0.10469195,0.52416450,0.00124027,0.10798881,0.02475782,0.00635532
-5.69984992,0.68485799,0.00421387,0.04692737,0.10387383,0.52216638,0.00142597,0.10208568,0.02204430,0.00569645
-5.69384692,0.68629045,0.00385837,0.04342820,0.10559513,0.53292852,0.00167009,0.09865428,0.01977793,0.00521624
-5.68784392,0.70463170,0.00362374,0.04107843,0.10992384,0.55662563,0.00198006,0.09769246,0.01796063,0.00490303
-5.68184092,0.73993082,0.00350951,0.03983779,0.11691409,0.59334993,0.00236395,0.09918655,0.01659183,0.00474599
-5.67583792,0.79213194,0.00351556,0.03966481,0.12660371,0.64309697,0.00283031,0.10311130,0.01566918,0.00473516
-5.66983492,0.86105646,0.00364218,0.04051688,0.13901102,0.70574813,0.00338803,0.10942915,0.01518915,0.00486129
-5.66383192,0.94638146,0.00389012,0.04234994,0.15413105,0.78105068,0.00404606,0.11808874,0.01514739,0.00511574
-5.65782891,1.04761577,0.00426054,0.04511775,0.17193125,0.86859675,0.00481318,0.12902286,0.01553897,0.00549030
-5.65182591,1.16407527,0.00475491,0.04877095,0.19234697,0.96780244,0.00569768,0.14214603,0.01635844,0.00597701
-5.64582291,1.29485938,0.00537488,0.05325591,0.21527714,1.07788899,0.00670697,0.15735190,0.01759963,0.00656788
-5.63981991,1.43883093,0.00612200,0.05851349,0.24058023,1.19786757,0.00784718,0.17451077,0.01925535,0.00725475
-5.63381691,1.59460147,0.00699758,0.06447794,0.26807106,1.32652948,0.00912279,0.19346745,0.02131698,0.00802902
-5.62781391,1.76052404,0.00800231,0.07107578,0.29751875,1.46244334,0.01053618,0.21403982,0.02377391,0.00888155
-5.62181091,1.93469524,0.00913609,0.07822509,0.32864596,1.60396065,0.01208726,0.23601826,0.02661295,0.00980254
-5.61580790,2.11496788,0.01039772,0.08583510,0.36112997,1.74923061,0.01377315,0.25916616,0.02981783,0.01078146
-5.60980490,2.29897521,0.01178470,0.09380617,0.39460556,1.89622482,0.01558784,0.28322182,0.03336860,0.01180708
-5.60380190,2.48416696,0.01329302,0.10203034,0.42866984,2.04277187,0.01752209,0.30790158,0.03724131,0.01286761
-5.59779890,2.66785677,0.01491706,0.11039241,0.46288915,2.18660114,0.01956330,0.33290445,0.04140776,0.01395084
-5.59179590,2.84728010,0.01664948,0.11877146,0.49680777,2.32539480,0.02169561,0.35791801,0.04583542,0.01504447
-5.58579290,3.01966066,0.01848128,0.12704305,0.52995825,2.45684626,0.02390011,0.38262551,0.05048766,0.01613638
-5.57978989,3.18228313,0.02040184,0.13508178,0.56187307,2.57872287,0.02615524,0.40671388,0.05532416,0.01721514
-5.57378689,3.33256938,0.02239905,0.14276424,0.59209716,2.68893037,0.02843725,0.42988238,0.06030155,0.01827043
-5.56778389,3.46815466,0.02445957,0.14997231,0.62020073,2.78557616,0.03072099,0.45185145,0.06537430,0.01929355
-5.56178089,3.58696074,0.02656901,0.15659658,0.64579192,2.86702865,0.03298064,0.47237157,0.07049577,0.02027802
-5.55577789,3.68726211,0.02871227,0.16253975,0.66852862,2.93196970,0.03519072,0.49123136,0.07561945,0.02122005
-5.54977489,3.76774249,0.03087381,0.16771995,0.68812897,2.97943769,0.03732704,0.50826481,0.08070023,0.02211913
-5.54377189,3.82753832,0.03303791,0.17207375,0.70437990,3.00885889,0.03936777,0.52335716,0.08569574,0.02297843
-5.53776888,3.86626745,0.03518899,0.17555874,0.71714342,3.02006571,0.04129451,0.53644906,0.09056758,0.02380526
-5.53176588,3.88404106,0.03731177,0.17815552,0.72636024,3.01330056,0.04309322,0.54753879,0.09528251,0.02461134
-5.52576288,3.88145842,0.03939147,0.17986908,0.73205048,2.98920533,0.04475518,0.55668246,0.09981344,0.02541302
-5.51975988,3.85958442,0.04141386,0.18072934,0.73431157,2.94879674,0.04627762,0.56399203,0.10414011,0.02623130
-5.51375688,3.81991085,0.04336532,0.18079101,0.73331326,2.89342888,0.04766432,0.56963128,0.10824958,0.02709181
-5.50775388,3.76430343,0.04523278,0.18013248,0.72929014,2.82474454,0.04892591,0.57380986,0.11213641,0.02802444
-5.50175088,3.69493672,0.04700361,0.17885406,0.72253189,2.74461800,0.05007984,0.57677575,0.11580244,0.02906304
-5.49574787,3.61422024,0.04866553,0.17707537,0.71337191,2.65509158,0.05115021,0.57880631,0.11925633,0.03024472
-5.48974487,3.52471893,0.05020642,0.17493207,0.70217473,2.55830923,0.05216719,0.58019847,0.12251286,0.03160910
