energy_ev,total_up,C_s_up,C_p_up,Cu_p_up,Cu_d_up,S_s_up,S_p_up,Ti_p_up,Ti_d_up
-6.00000000,3.80077956,0.07380345,0.31654201,0.71335169,0.65104536,0.04506508,1.52039752,0.35269839,0.19766455
-5.99399700,4.00966985,0.07638738,0.31855470,0.76193232,0.66573432,0.04790147,1.63401820,0.37645919,0.21069952
-5.98799400,4.23550370,0.07959253,0.32362238,0.81501754,0.68570576,0.05079098,1.75121476,0.40198161,0.22409832
-5.98199100,4.47567416,0.08338637,0.33166750,0.87223659,0.71071425,0.05368944,1.87067817,0.42896447,0.23768711
-5.97598799,4.72730642,0.08772386,0.34257102,0.93317744,0.74042392,0.05655103,1.99103603,0.45707973,0.25128336
-5.96998499,4.98733863,0.09254846,0.35617676,0.99739729,0.77441854,0.05932963,2.11088954,0.48598041,0.26470124
-5.96398199,5.25260623,0.09779333,0.37229619,1.06443331,0.81221289,0.06198025,2.22885159,0.51530905,0.27775708
-5.95797899,5.51992576,0.10338262,0.39071325,1.13381273,0.85326475,0.06446039,2.34358411,0.54470619,0.29027483
-5.95197599,5.78617399,0.10923307,0.41118905,1.20506165,0.89698708,0.06673136,2.45383280,0.57381848,0.30209126
-5.94597299,6.04835856,0.11525552,0.43346613,1.27771180,0.94275994,0.06875945,2.55845765,0.60230624,0.31306049
-5.93996998,6.30367708,0.12135664,0.45727218,1.35130483,0.98994173,0.07051688,2.65645759,0.62984990,0.32305784
-5.93396698,6.54956221,0.12744060,0.48232317,1.42539389,1.03787958,0.07198256,2.74698833,0.65615528,0.33198273
-5.92796398,6.78371147,0.13341078,0.50832571,1.49954228,1.08591860,0.07314260,2.82937257,0.68095748,0.33976043
-5.92196098,7.00410136,0.13917144,0.53497886,1.57331956,1.13341004,0.07399049,2.90310240,0.70402325,0.34634286
-5.91595798,7.20898653,0.14462935,0.56197542,1.64629534,1.17971827,0.07452706,2.96783417,0.72515189,0.35170810
-5.90995498,7.39688590,0.14969532,0.58900288,1.71803165,1.22422685,0.07476013,3.02337653,0.74417485,0.35585901
-5.90395198,7.56655834,0.15428572,0.61574425,1.78807458,1.26634380,0.07470395,3.06967291,0.76095417,0.35882093
-5.89794897,7.71697123,0.15832382,0.64187906,1.85594633,1.30550636,0.07437846,3.10677992,0.77537998,0.36063858
-5.89194597,7.84726582,0.16174108,0.66708474,1.92113862,1.34118559,0.07380832,3.13484338,0.78736760,0.36137258
-5.88594297,7.95672315,0.16447830,0.69103866,1.98310856,1.37289101,0.07302189,3.15407392,0.79685433,0.36109563
-5.87993997,8.04473444,0.16648658,0.71342097,2.04127785,1.40017552,0.07205017,3.16472386,0.80379642,0.35988868
-5.87393697,8.11077890,0.16772829,0.73391847,2.09503610,1.42264085,0.07092568,3.16706710,0.80816658,0.35783736
-5.86793397,8.15441175,0.16817764,0.75222946,2.14374859,1.43994353,0.06968146,3.16138326,0.80995216,0.35502872
-5.86193097,8.17526375,0.16782133,0.76806962,2.18676871,1.45180138,0.06835012,3.14794713,0.80915423,0.35154860
-5.85592796,8.17305289,0.16665876,0.78117878,2.22345487,1.45800043,0.06696304,3.12702375,0.80578767,0.34747965
-5.84992496,8.14760741,0.16470221,0.79132831,2.25319109,1.45840189,0.06554969,3.09886943,0.79988227,0.34290005
-5.84392196,8.09889876,0.16197667,0.79832887,2.27541073,1.45294899,0.06413718,3.06373800,0.79148465,0.33788298
-5.83791896,8.02708169,0.15851947,0.80203821,2.28962180,1.44167307,0.06274997,3.02189161,0.78066089,0.33249676
-5.83191596,7.93253839,0.15437964,0.80236840,2.29543280,1.42469873,0.06140967,2.97361489,0.76749957,0.32680555
-5.82591296,7.81592297,0.14961705,0.79929238,2.29257742,1.40224727,0.06013515,2.91923111,0.75211492,0.32087055
-5.81990995,7.67820250,0.14430122,0.79284909,2.28093670,1.37463828,0.05894269,2.85911873,0.73464975,0.31475147
-5.81390695,7.52069099,0.13850998,0.78314704,2.26055736,1.34228878,0.05784628,2.79372705,0.71527786,0.30850821
-5.80790395,7.34507319,0.13232793,0.77036596,2.23166490,1.30570984,0.05685802,2.72358946,0.69420569,0.30220249
-5.80190095,7.15341547,0.12584461,0.75475619,2.19467086,1.26550039,0.05598861,2.64933315,0.67167289,0.29589941
-5.79589795,6.94816239,0.11915270,0.73663594,2.15017343,1.22233828,0.05524785,2.57168454,0.64795177,0.28966872
-5.78989495,6.73211778,0.11234605,0.71638615,2.09895124,1.17696874,0.05464516,2.49146977,0.62334548,0.28358576
-5.78389195,6.50841066,0.10551770,0.69444328,2.04195060,1.13019039,0.05419007,2.40961012,0.59818502,0.27773197
-5.77788894,6.28044685,0.09875798,0.67129007,1.98026651,1.08283928,0.05389273,2.32711244,0.57282509,0.27219497
-5.77188594,6.05184803,0.09215263,0.64744475,1.91511829,1.03577136,0.05376423,2.24505513,0.54763902,0.26706816
-5.76588294,5.82638035,0.08578114,0.62344879,1.84782078,0.98984390,0.05381690,2.16457009,0.52301295,0.26244984
-5.75987994,5.60787550,0.07971522,0.59985389,1.77975242,0.94589649,0.05406452,2.08682166,0.49933956,0.25844191
-5.75387694,5.40014688,0.07401754,0.57720846,1.71232117,0.90473207,0.05452227,2.01298325,0.47701153,0.25514813
-5.74787394,5.20690390,0.06874071,0.55604405,1.64692984,0.86709864,0.05520662,1.94421273,0.45641508,0.25267210
-5.74187094,5.03166713,0.06392656,0.53686211,1.58494169,0.83367216,0.05613507,1.88162732,0.43792377,0.25111480
-5.73586793,4.87768681,0.05960568,0.52012161,1.52764756,0.80504099,0.05732559,1.82627885,0.42189279,0.25057201
-5.72986493,4.74786695,0.05579726,0.50622761,1.47623537,0.78169239,0.05879604,1.77913011,0.40865383,0.25113150
-5.72386193,4.64469683,0.05250926,0.49552124,1.43176269,0.76400126,0.06056333,1.74103278,0.39851071,0.25287004
-5.71785893,4.57019143,0.04973875,0.48827121,1.39513294,0.75222153,0.06264247,1.71270759,0.39173581,0.25585044
-5.71185593,4.52584192,0.04747263,0.48466715,1.36707565,0.74648025,0.06504556,1.69472687,0.38856720,0.26011867
-5.70585293,4.51257714,0.04568840,0.48481468,1.34813096,0.74677445,0.06778063,1.68750002,0.38920659,0.26570098
-5.69984992,4.53073675,0.04435528,0.48873250,1.33863862,0.75297109,0.07085054,1.69126198,0.39381790,0.27260140
-5.69384692,4.58005650,0.04343537,0.49635152,1.33873133,0.76480976,0.07425186,1.70606500,0.40252638,0.28079951
-5.68784392,4.65966594,0.04288499,0.50751583,1.34833261,0.78190830,0.07797384,1.73177392,0.41541823,0.29024866
-5.68184092,4.76809890,0.04265603,0.52198579,1.36715906,0.80377126,0.08199764,1.76806497,0.43254057,0.30087481
-5.67583792,4.90331660,0.04269744,0.53944296,1.39472691,0.82980087,0.08629564,1.81442847,0.45390153,0.31257600
-5.66983492,5.06274339,0.04295661,0.55949690,1.43036279,0.85931043,0.09083110,1.87017522,0.47947061,0.32522259
-5.66383192,5.24331467,0.04338081,0.58169364,1.47321853,0.89153992,0.09555812,1.93444686,0.50917893,0.33865828
-5.65782891,5.44153640,0.04391850,0.60552579,1.52228976,0.92567327,0.10042196,2.00622997,0.54291949,0.35270210
-5.65182591,5.65355511,0.04452056,0.63044398,1.57643817,0.96085713,0.10535971,2.08437383,0.58054732,0.36715110
-5.64582291,5.87523719,0.04514138,0.65586940,1.63441679,0.99622054,0.11030135,2.16761145,0.62187950,0.38178403
-5.63981991,6.10225565,0.04573977,0.68120724,1.69489813,1.03089503,0.11517107,2.25458354,0.66669501,0.39636570
-5.63381691,6.33018219,0.04627969,0.70586061,1.75650430,1.06403463,0.11988906,2.34386476,0.71473446,0.41065194
-5.62781391,6.55458234,0.04673080,0.72924467,1.81783856,1.09483521,0.12437339,2.43399162,0.76569982,0.42439514
-5.62181091,6.77111083,0.04706873,0.75080047,1.87751749,1.12255258,0.12854219,2.52349126,0.81925407,0.43735009
-5.61580790,6.97560446,0.04727522,0.77000822,1.93420279,1.14651882,0.13231584,2.61091018,0.87502108,0.44927989
-5.60980490,7.16416978,0.04733794,0.78639951,1.98663180,1.16615640,0.13561925,2.69484218,0.93258576,0.45996181
-5.60380190,7.33326265,0.04725024,0.79956813,2.03364584,1.18098958,0.13838401,2.77395462,0.99149458,0.46919290
-5.59779890,7.47975753,0.04701061,0.80917913,2.07421544,1.19065283,0.14055037,2.84701226,1.05125687,0.47679501
-5.59179590,7.60100432,0.04662204,0.81497583,2.10746152,1.19489611,0.14206902,2.91289806,1.11134693,0.48261920
-5.58579290,7.69487133,0.04609135,0.81678463,2.13267213,1.19358680,0.14290245,2.97063036,1.17120712,0.48654928
-5.57978989,7.75977335,0.04542828,0.81451730,2.14931384,1.18670844,0.14302601,3.01937637,1.23025234,0.48850448
-5.57378689,7.79468468,0.04464474,0.80817093,2.15703791,1.17435629,0.14242852,3.05846152,1.28787582,0.48844102
-5.56778389,7.79913719,0.04375395,0.79782537,2.15568087,1.15673017,0.14111243,3.08737501,1.34345644,0.48635268
-5.56178089,7.77320452,0.04276965,0.78363849,2.14525982,1.13412479,0.13909355,3.10577157,1.39636759,0.48227030
-5.55577789,7.71747370,0.04170550,0.76583928,2.12596285,1.10691810,0.13640039,3.11346988,1.44598761,0.47626032
-5.54977489,7.63300610,0.04057444,0.74471932,2.09813507,1.07555810,0.13307313,3.11044808,1.49171151,0.46842242
-5.54377189,7.52128973,0.03938829,0.72062272,2.06226122,1.04054870,0.12916223,3.09683683,1.53296390,0.45888627
-5.53776888,7.38418521,0.03815747,0.69393520,2.01894548,1.00243513,0.12472682,3.07291045,1.56921277,0.44780780
-5.53176588,7.22386778,0.03689084,0.66507254,1.96888962,0.96178940,0.11983296,3.03907668,1.59998363,0.43536474
-5.52576288,7.04276751,0.03559571,0.63446891,1.91287039,0.91919629,0.11455174,2.99586545,1.62487367,0.42175204
-5.51975988,6.84350977,0.03427797,0.60256550,1.85171706,0.87524030,0.10895737,2.94391710,1.64356524,0.40717692
-5.51375688,6.62885784,0.03294228,0.56979981,1.78629000,0.83049389,0.10312542,2.88397027,1.65583829,0.39185397
-5.50775388,6.40165902,0.03159240,0.53659594,1.71746091,0.78550726,0.09713102,2.81684982,1.66158101,0.37600036
-5.50175088,6.16479560,0.03023151,0.50335613,1.64609547,0.74079989,0.09104737,2.74345479,1.66079840,0.35983130
-5.49574787,5.92114122,0.02886262,0.47045382,1.57303863,0.69685392,0.08494441,2.66474654,1.65361814,0.34355588
-5.48974487,5.67352350,0.02748889,0.43822824,1.49910287,0.65410945,0.07888771,2.58173722,1.64029355,0.32737331
-5.48374187,5.42469287,0.02611401,0.40698071,1.42505958,0.61296167,0.07293768,2.49547841,1.62120333,0.31146981
-5.47773887,5.17729770,0.02474249,0.37697255,1.35163330,0.57375981,0.06714894,2.40705016,1.59684816,0.29601606
-5.47173587,4.93386553,0.02337986,0.34842458,1.27949887,0.53680768,0.06157006,2.31755027,1.56784400,0.28116532
-5.46573287,4.69678997,0.02203285,0.32151801,1.20928096,0.50236569,0.05624342,2.22808398,1.53491240,0.26705216
-5.45972986,4.46832265,0.02070951,0.29639669,1.14155579,0.47065413,0.05120530,2.13975402,1.49886809,0.25379194
-5.45372686,4.25056965,0.01941917,0.27317027,1.07685450,0.44185739,0.04648622,2.05365110,1.46060417,0.24148085
-5.44772386,4.04549153,0.01817246,0.25191835,1.01566771,0.41612893,0.04211127,1.97084482,1.42107535,0.23019657
-5.44172086,3.85490621,0.01698114,0.23269507,0.95845089,0.39359675,0.03810068,1.89237501,1.38127977,0.21999936
-5.43571786,3.68049353,0.01585801,0.21553414,0.90563001,0.37436888,0.03447031,1.81924347,1.34223967,0.21093368
-5.42971486,3.52380063,0.01481668,0.20045384,0.85760698,0.35853888,0.03123231,1.75240591,1.30498157,0.20302997
-5.42371186,3.38624698,0.01387137,0.18746202,0.81476461,0.34619074,0.02839564,1.69276406,1.27051615,0.19630674
-5.41770885,3.26912801,0.01303671,0.17656061,0.77747060,0.33740321,0.02596661,1.64115773,1.23981831,0.19077260
-5.41170585,3.17361631,0.01232746,0.16774967,0.74608026,0.33225303,0.02394937,1.59835650,1.21380757,0.18642827
-5.40570285,3.10075942,0.01175831,0.16103064,0.72093769,0.33081702,0.02234628,1.56505103,1.19332919,0.18326841
-5.39969985,3.05147348,0.01134362,0.15640882,0.70237523,0.33317277,0.02115823,1.54184358,1.17913605,0.18128310
-5.39369685,3.02653227,0.01109720,0.15389482,0.69071093,0.33939786,0.02038479,1.52923784,1.17187168,0.18045897
-5.38769385,3.02655136,0.01103206,0.15350507,0.68624412,0.34956748,0.02002429,1.52762796,1.17205452,0.18077986
-5.38169085,3.05196758,0.01116015,0.15526124,0.68924895,0.36375057,0.02007381,1.53728687,1.18006373,0.18222701
-5.37568784,3.10301441,0.01149217,0.15918865,0.69996611,0.38200456,0.02052907,1.55835434,1.19612681,0.18477877
-5.36968484,3.17969419,0.01203727,0.16531377,0.71859284,0.40436882,0.02138417,1.59082501,1.22030948,0.18840989
-5.36368184,3.28174864,0.01280282,0.17366082,0.74527161,0.43085732,0.02263137,1.63453712,1.25250809,0.19309043
-5.35767884,3.40862940,0.01379413,0.18424771,0.78007790,0.46145057,0.02426073,1.68916267,1.29244512,0.19878438
-5.35167584,3.55947055,0.01501420,0.19708142,0.82300749,0.49608746,0.02625983,1.75419973,1.33966822,0.20544819
-5.34567284,3.73306531,0.01646349,0.21215316,0.87396390,0.53465748,0.02861341,1.82896782,1.39355305,0.21302921
-5.33966983,3.92784914,0.01813963,0.22943335,0.93274664,0.57699358,0.03130312,1.91260715,1.45331051,0.22146428
-5.33366683,4.14189111,0.02003728,0.24886687,0.99904085,0.62286639,0.03430727,2.00408246,1.51799841,0.23067858
-5.32766383,4.37289564,0.02214789,0.27036877,1.07240910,0.67198011,0.03760074,2.10219201,1.58653777,0.24058479
-5.32166083,4.61821558,0.02445965,0.29382061,1.15228588,0.72397047,0.04115497,2.20558206,1.65773354,0.25108283
-5.31565783,4.87487774,0.02695741,0.31906776,1.23797542,0.77840504,0.04493803,2.31276686,1.73029951,0.26206001
