energy_ev,total_up,total_down,B_p_up,B_p_down,B_d_up,B_d_down,Cr_p_up,Cr_p_down,Cr_d_up,Cr_d_down,S_s_up,S_s_down,S_p_up,S_p_down
-5.92796398,0.00083770,-0.00000004,0.00010233,-0.00000000,0.00000000,-0.00000000,0.00000307,-0.00000005,0.00016956,-0.00000001,0.00000519,-0.00000000,0.00029779,-0.00000000
-5.92196098,0.00111129,-0.00000002,0.00013579,-0.00000000,0.00000000,-0.00000000,0.00000360,-0.00000003,0.00022492,-0.00000001,0.00000689,-0.00000000,0.00039514,-0.00000000
-5.91595798,0.00146402,-0.00000002,0.00017893,-0.00000000,0.00000000,-0.00000000,0.00000445,-0.00000002,0.00029632,-0.00000000,0.00000908,-0.00000000,0.00052061,-0.00000000
-5.90995498,0.00191523,-0.00000002,0.00023411,-0.00000000,0.00000000,-0.00000000,0.00000564,-0.00000001,0.00038766,-0.00000000,0.00001188,-0.00000000,0.00068108,-0.00000000
-5.90395198,0.00248794,-0.00000002,0.00030414,-0.00000000,0.00000000,-0.00000000,0.00000723,-0.00000001,0.00050362,-0.00000000,0.00001544,-0.00000000,0.00088474,-0.00000001
-5.89794897,0.00320923,-0.00000002,0.00039236,-0.00000000,0.00000000,-0.00000000,0.00000927,-0.00000000,0.00064969,-0.00000000,0.00001992,-0.00000000,0.00114121,-0.00000001
-5.89194597,0.00411064,-0.00000004,0.00050262,-0.00000000,0.00000000,-0.00000000,0.00001186,-0.00000000,0.00083226,-0.00000001,0.00002553,-0.00000000,0.00146170,-0.00000001
-5.88594297,0.00522840,-0.00000006,0.00063935,-0.00000001,0.00000000,-0.00000000,0.00001510,-0.00000000,0.00105868,-0.00000001,0.00003249,-0.00000000,0.00185907,-0.00000002
-5.87993997,0.00660367,-0.00000009,0.00080762,-0.00000001,0.00000000,-0.00000000,0.00001912,-0.00000000,0.00133733,-0.00000001,0.00004106,-0.00000000,0.00234795,-0.00000004
-5.87393697,0.00828263,-0.00000014,0.00101307,-0.00000002,0.00000000,-0.00000000,0.00002406,-0.00000000,0.00167757,-0.00000002,0.00005153,-0.00000000,0.00294472,-0.00000006
-5.86793397,0.01031635,-0.00000022,0.00126199,-0.00000003,0.00000000,-0.00000000,0.00003008,-0.00000000,0.00208979,-0.00000003,0.00006423,-0.00000000,0.00366752,-0.00000009
-5.86193097,0.01276052,-0.00000035,0.00156121,-0.00000004,0.00000000,-0.00000000,0.00003736,-0.00000000,0.00258534,-0.00000005,0.00007952,-0.00000000,0.00453610,-0.00000015
-5.85592796,0.01567496,-0.00000054,0.00191809,-0.00000006,0.00000000,-0.00000000,0.00004611,-0.00000001,0.00317640,-0.00000008,0.00009776,-0.00000000,0.00557167,-0.00000023
-5.84992496,0.01912282,-0.00000083,0.00234039,-0.00000010,0.00000000,-0.00000000,0.00005653,-0.00000001,0.00387585,-0.00000012,0.00011938,-0.00000000,0.00679660,-0.00000035
-5.84392196,0.02316956,-0.00000126,0.00283620,-0.00000015,0.00000000,-0.00000000,0.00006887,-0.00000001,0.00469707,-0.00000018,0.00014479,-0.00000001,0.00823408,-0.00000053
-5.83791896,0.02788160,-0.00000191,0.00341371,-0.00000023,0.00000000,-0.00000000,0.00008338,-0.00000002,0.00565366,-0.00000027,0.00017444,-0.00000001,0.00990760,-0.00000081
-5.83191596,0.03332476,-0.00000288,0.00408107,-0.00000034,0.00000000,-0.00000000,0.00010030,-0.00000003,0.00675914,-0.00000040,0.00020875,-0.00000001,0.01184042,-0.00000121
-5.82591296,0.03956235,-0.00000429,0.00484613,-0.00000051,0.00000000,-0.00000000,0.00011992,-0.00000004,0.00802656,-0.00000060,0.00024815,-0.00000002,0.01405488,-0.00000181
-5.81990995,0.04665309,-0.00000636,0.00571624,-0.00000076,0.00000000,-0.00000000,0.00014250,-0.00000006,0.00946807,-0.00000089,0.00029306,-0.00000003,0.01657163,-0.00000268
-5.81390695,0.05464886,-0.00000936,0.00669788,-0.00000112,0.00000000,-0.00000000,0.00016830,-0.00000009,0.01109449,-0.00000131,0.00034383,-0.00000004,0.01940887,-0.00000394
-5.80790395,0.06359231,-0.00001367,0.00779648,-0.00000164,0.00000000,-0.00000000,0.00019758,-0.00000014,0.01291484,-0.00000191,0.00040079,-0.00000006,0.02258148,-0.00000576
-5.80190095,0.07351445,-0.00001982,0.00901604,-0.00000237,0.00000000,-0.00000000,0.00023060,-0.00000020,0.01493580,-0.00000277,0.00046420,-0.00000009,0.02610016,-0.00000835
-5.79589795,0.08443235,-0.00002853,0.01035890,-0.00000341,0.00000000,-0.00000000,0.00026758,-0.00000029,0.01716132,-0.00000399,0.00053422,-0.00000012,0.02997059,-0.00001202
-5.78989495,0.09634698,-0.00004078,0.01182547,-0.00000488,0.00000000,-0.00000000,0.00030871,-0.00000041,0.01959211,-0.00000570,0.00061094,-0.00000018,0.03419271,-0.00001718
-5.78389195,0.10924131,-0.00005787,0.01341395,-0.00000692,0.00000000,-0.00000000,0.00035415,-0.00000058,0.02222529,-0.00000808,0.00069434,-0.00000025,0.03876001,-0.00002438
-5.77788894,0.12307885,-0.00008153,0.01512020,-0.00000975,0.00000000,-0.00000000,0.00040404,-0.00000082,0.02505409,-0.00001139,0.00078428,-0.00000035,0.04365904,-0.00003435
-5.77188594,0.13780256,-0.00011405,0.01693758,-0.00001364,0.00000000,-0.00000000,0.00045844,-0.00000114,0.02806760,-0.00001593,0.00088051,-0.00000049,0.04886900,-0.00004806
-5.76588294,0.15333443,-0.00015839,0.01885691,-0.00001895,0.00000000,-0.00000000,0.00051737,-0.00000159,0.03125068,-0.00002213,0.00098263,-0.00000068,0.05436165,-0.00006674
-5.75987994,0.16957553,-0.00021841,0.02086641,-0.00002613,0.00000000,-0.00000000,0.00058078,-0.00000219,0.03458393,-0.00003051,0.00109012,-0.00000094,0.06010130,-0.00009203
-5.75387694,0.18640679,-0.00029901,0.02295186,-0.00003577,0.00000000,-0.00000000,0.00064856,-0.00000300,0.03804387,-0.00004177,0.00120234,-0.00000129,0.06604512,-0.00012599
-5.74787394,0.20369034,-0.00040644,0.02509670,-0.00004862,0.00000000,-0.00000000,0.00072053,-0.00000408,0.04160315,-0.00005678,0.00131852,-0.00000175,0.07214364,-0.00017125
-5.74187094,0.22127146,-0.00054853,0.02728226,-0.00006562,0.00000000,-0.00000000,0.00079642,-0.00000551,0.04523092,-0.00007663,0.00143775,-0.00000236,0.07834145,-0.00023112
-5.73586793,0.23898109,-0.00073501,0.02948806,-0.00008794,0.00000000,-0.00000000,0.00087588,-0.00000739,0.04889335,-0.00010269,0.00155905,-0.00000317,0.08457815,-0.00030970
-5.72986493,0.25663875,-0.00097790,0.03169217,-0.00011700,0.00000000,-0.00000000,0.00095848,-0.00000984,0.05255411,-0.00013663,0.00168133,-0.00000422,0.09078939,-0.00041203
-5.72386193,0.27405588,-0.00129179,0.03387155,-0.00015456,0.00000000,-0.00000000,0.00104370,-0.00001301,0.05617508,-0.00018049,0.00180344,-0.00000557,0.09690805,-0.00054428
-5.71785893,0.29103937,-0.00169432,0.03600253,-0.00020272,0.00000000,-0.00000000,0.00113093,-0.00001708,0.05971704,-0.00023674,0.00192414,-0.00000731,0.10286559,-0.00071388
-5.71185593,0.30739519,-0.00220652,0.03806117,-0.00026402,0.00000000,-0.00000000,0.00121948,-0.00002226,0.06314032,-0.00030833,0.00204217,-0.00000952,0.10859330,-0.00092968
-5.70585293,0.32293207,-0.00285321,0.04002377,-0.00034141,0.00000000,-0.00000000,0.00130856,-0.00002880,0.06640558,-0.00039871,0.00215627,-0.00001231,0.11402367,-0.00120214
-5.69984992,0.33746505,-0.00366336,0.04186725,-0.00043838,0.00000000,-0.00000000,0.00139732,-0.00003702,0.06947449,-0.00051196,0.00226515,-0.00001582,0.11909160,-0.00154347
-5.69384692,0.35081878,-0.00467034,0.04356956,-0.00055891,0.00000000,-0.00000000,0.00148483,-0.00004725,0.07231041,-0.00065273,0.00236756,-0.00002017,0.12373565,-0.00196772
-5.68784392,0.36283057,-0.00591220,0.04511008,-0.00070757,0.00000000,-0.00000000,0.00157009,-0.00005988,0.07487898,-0.00082636,0.00246227,-0.00002555,0.12789909,-0.00249090
-5.68184092,0.37335313,-0.00743166,0.04646992,-0.00088948,0.00000000,-0.00000000,0.00165208,-0.00007537,0.07714874,-0.00103883,0.00254813,-0.00003213,0.13153085,-0.00313103
-5.67583792,0.38225688,-0.00927615,0.04763225,-0.00111032,0.00000000,-0.00000000,0.00172971,-0.00009422,0.07909155,-0.00129679,0.00262406,-0.00004013,0.13458633,-0.00390807
-5.66983492,0.38943191,-0.01149748,0.04858255,-0.00137632,0.00000000,-0.00000000,0.00180190,-0.00011698,0.08068312,-0.00160750,0.00268907,-0.00004977,0.13702809,-0.00484384
-5.66383192,0.39478956,-0.01415140,0.04930880,-0.00169417,0.00000000,-0.00000000,0.00186759,-0.00014425,0.08190327,-0.00197879,0.00274228,-0.00006130,0.13882633,-0.00596182
-5.65782891,0.39826363,-0.01729691,0.04980172,-0.00207096,0.00000000,-0.00000000,0.00192572,-0.00017667,0.08273633,-0.00241895,0.00278296,-0.00007498,0.13995933,-0.00728683
-5.65182591,0.39981125,-0.02099526,0.05005485,-0.00251405,0.00000000,-0.00000000,0.00197533,-0.00021493,0.08317131,-0.00293659,0.00281049,-0.00009109,0.14041365,-0.00884465
-5.64582291,0.39941344,-0.02530872,0.05006467,-0.00303094,0.00000000,-0.00000000,0.00201550,-0.00025973,0.08320210,-0.00354049,0.00282443,-0.00010991,0.14018434,-0.01066150
-5.63981991,0.39707536,-0.03029903,0.04983068,-0.00362908,0.00000000,-0.00000000,0.00204548,-0.00031180,0.08282761,-0.00423936,0.00282451,-0.00013172,0.13927493,-0.01276334
-5.63381691,0.39282626,-0.03602568,0.04935544,-0.00431566,0.00000000,-0.00000000,0.00206460,-0.00037186,0.08205182,-0.00504163,0.00281061,-0.00015680,0.13769735,-0.01517517
-5.62781391,0.38671916,-0.04254389,0.04864451,-0.00509738,0.00000000,-0.00000000,0.00207240,-0.00044063,0.08088376,-0.00595515,0.00278282,-0.00018541,0.13547180,-0.01792021
-5.62181091,0.37883018,-0.04990245,0.04770647,-0.00598018,0.00000000,-0.00000000,0.00206857,-0.00051876,0.07933748,-0.00698689,0.00274143,-0.00021780,0.13262645,-0.02101893
-5.61580790,0.36925762,-0.05814150,0.04655279,-0.00696899,0.00000000,-0.00000000,0.00205303,-0.00060687,0.07743186,-0.00814265,0.00268690,-0.00025416,0.12919705,-0.02448815
-5.60980490,0.35812059,-0.06729027,0.04519769,-0.00806745,0.00000000,-0.00000000,0.00202587,-0.00070552,0.07519043,-0.00942675,0.00261990,-0.00029466,0.12522645,-0.02834007
-5.60380190,0.34555738,-0.07736488,0.04365795,-0.00927766,0.00000000,-0.00000000,0.00198742,-0.00081515,0.07264101,-0.01084169,0.00254129,-0.00033943,0.12076397,-0.03258138
-5.59779890,0.33172339,-0.08836637,0.04195269,-0.01059995,0.00000000,-0.00000000,0.00193823,-0.00093610,0.06981535,-0.01238791,0.00245208,-0.00038851,0.11586467,-0.03721235
-5.59179590,0.31678876,-0.10027901,0.04010302,-0.01203264,0.00000000,-0.00000000,0.00187904,-0.00106857,0.06674861,-0.01406354,0.00235347,-0.00044191,0.11058850,-0.04222621
-5.58579290,0.30093554,-0.11306899,0.03813175,-0.01357193,0.00000000,-0.00000000,0.00181077,-0.00121263,0.06347883,-0.01586421,0.00224681,-0.00049953,0.10499934,-0.04760854
-5.57978989,0.28435468,-0.12668366,0.03606294,-0.01521178,0.00000000,-0.00000000,0.00173452,-0.00136818,0.06004620,-0.01778296,0.00213354,-0.00056123,0.09916389,-0.05333696
-5.57378689,0.26724264,-0.14105122,0.03392152,-0.01694388,0.00000000,-0.00000000,0.00165155,-0.00153498,0.05649241,-0.01981019,0.00201522,-0.00062677,0.09315057,-0.05938101
-5.56778389,0.24979799,-0.15608113,0.03173280,-0.01875767,0.00000000,-0.00000000,0.00156319,-0.00171260,0.05285990,-0.02193366,0.00189348,-0.00069584,0.08702830,-0.06570234
-5.56178089,0.23221779,-0.17166508,0.02952202,-0.02064051,0.00000000,-0.00000000,0.00147090,-0.00190043,0.04919103,-0.02413871,0.00176999,-0.00076805,0.08086529,-0.07225509
-5.55577789,0.21469412,-0.18767856,0.02731386,-0.02257777,0.00000000,-0.00000000,0.00137615,-0.00209773,0.04552736,-0.02640836,0.00164644,-0.00084295,0.07472782,-0.07898660
-5.54977489,0.19741074,-0.20398308,0.02513205,-0.02455318,0.00000000,-0.00000000,0.00128046,-0.00230357,0.04190890,-0.02872370,0.00152448,-0.00092002,0.06867915,-0.08583830
-5.54377189,0.18053999,-0.22042875,0.02299890,-0.02654905,0.00000000,-0.00000000,0.00118529,-0.00251687,0.03837342,-0.03106415,0.00140574,-0.00099867,0.06277844,-0.09274685
-5.53776888,0.16424016,-0.23685730,0.02093498,-0.02854666,0.00000000,-0.00000000,0.00109210,-0.00273640,0.03495585,-0.03340796,0.00129179,-0.00107829,0.05707984,-0.09964541
-5.53176588,0.14865321,-0.25310538,0.01895879,-0.03052664,0.00000000,-0.00000000,0.00100224,-0.00296080,0.03168779,-0.03573253,0.00118410,-0.00115822,0.05163175,-0.10646502
-5.52576288,0.13390306,-0.26900785,0.01708656,-0.03246934,0.00000000,-0.00000000,0.00091699,-0.00318859,0.02859711,-0.03801496,0.00108404,-0.00123778,0.04647627,-0.11313604
-5.51975988,0.12009448,-0.28440111,0.01533206,-0.03435521,0.00000000,-0.00000000,0.00083750,-0.00341817,0.02570767,-0.04023243,0.00099288,-0.00131627,0.04164877,-0.11958950
-5.51375688,0.10731247,-0.29912621,0.01370654,-0.03616516,0.00000000,-0.00000000,0.00076480,-0.00364782,0.02303917,-0.04236264,0.00091173,-0.00139297,0.03717776,-0.12575849
-5.50775388,0.09562223,-0.31303164,0.01221866,-0.03788090,0.00000000,-0.00000000,0.00069980,-0.00387573,0.02060714,-0.04438415,0.00084160,-0.00146721,0.03308484,-0.13157929
-5.50175088,0.08506958,-0.32597576,0.01087463,-0.03948520,0.00000000,-0.00000000,0.00064326,-0.00410000,0.01842297,-0.04627675,0.00078334,-0.00153828,0.02938492,-0.13699242
-5.49574787,0.07568183,-0.33782868,0.00967823,-0.04096212,0.00000000,-0.00000000,0.00059579,-0.00431865,0.01649405,-0.04802170,0.00073766,-0.00160551,0.02608650,-0.14194346
-5.48974487,0.06746897,-0.34847378,0.00863100,-0.04229719,0.00000000,-0.00000000,0.00055787,-0.00452963,0.01482406,-0.04960190,0.00070515,-0.00166827,0.02319212,-0.14638365
-5.48374187,0.06042510,-0.35780858,0.00773244,-0.04347750,0.00000000,-0.00000000,0.00052984,-0.00473080,0.01341316,-0.05100207,0.00068621,-0.00172593,0.02069888,-0.15027029
-5.47773887,0.05452999,-0.36574536,0.00698015,-0.04449180,0.00000000,-0.00000000,0.00051189,-0.00492002,0.01225834,-0.05220880,0.00068111,-0.00177791,0.01859897,-0.15356695
-5.47173587,0.04975066,-0.37221127,0.00637009,-0.04533051,0.00000000,-0.00000000,0.00050410,-0.00509509,0.01135367,-0.05321062,0.00068998,-0.00182365,0.01688029,-0.15624359
-5.46573287,0.04604304,-0.37714830,0.00589676,-0.04598575,0.00000000,-0.00000000,0.00050639,-0.00525384,0.01069066,-0.05399799,0.00071276,-0.00186266,0.01552700,-0.15827645
-5.45972986,0.04335337,-0.38051299,0.00555341,-0.04645129,0.00000000,-0.00000000,0.00051857,-0.00539410,0.01025848,-0.05456330,0.00074923,-0.00189445,0.01452005,-0.15964797
-5.45372686,0.04161958,-0.38227618,0.00533219,-0.04672261,0.00000000,-0.00000000,0.00054031,-0.00551380,0.01004421,-0.05490089,0.00079900,-0.00191861,0.01383768,-0.16034664
-5.44772386,0.04077247,-0.38242276,0.00522431,-0.04679681,0.00000000,-0.00000000,0.00057115,-0.00561100,0.01003307,-0.05500703,0.00086147,-0.00193480,0.01345586,-0.16036686
-5.44172086,0.04073672,-0.38095147,0.00522020,-0.04667271,0.00000000,-0.00000000,0.00061050,-0.00568389,0.01020858,-0.05487996,0.00093587,-0.00194271,0.01334862,-0.15970888
-5.43571786,0.04143176,-0.37787492,0.00530959,-0.04635081,0.00000000,-0.00000000,0.00065764,-0.00573093,0.01055272,-0.05451993,0.00102119,-0.00194212,0.01348842,-0.15837875
-5.42971486,0.04277255,-0.37321974,0.00548162,-0.04583337,0.00000000,-0.00000000,0.00071172,-0.00575083,0.01104608,-0.05392927,0.00111625,-0.00193290,0.01384638,-0.15638834
-5.42371186,0.04467024,-0.36702677,0.00572493,-0.04512449,0.00000000,-0.00000000,0.00077176,-0.00574264,0.01166798,-0.05311247,0.00121964,-0.00191500,0.01439256,-0.15375548
-5.41770885,0.04703290,-0.35935140,0.00602778,-0.04423012,0.00000000,-0.00000000,0.00083668,-0.00570580,0.01239666,-0.05207627,0.00132974,-0.00188848,0.01509617,-0.15050397
-5.41170585,0.04976622,-0.35026379,0.00637809,-0.04315815,0.00000000,-0.00000000,0.00090528,-0.00564015,0.01320940,-0.05082971,0.00144477,-0.00185351,0.01592580,-0.14666375
-5.40570285,0.05277433,-0.33984904,0.00676359,-0.04191844,0.00000000,-0.00000000,0.00097627,-0.00554602,0.01408280,-0.04938418,0.00156277,-0.00181036,0.01684975,-0.14227090
-5.39969985,0.05596078,-0.32820700,0.00717193,-0.04052281,0.00000000,-0.00000000,0.00104831,-0.00542418,0.01499297,-0.04775345,0.00168163,-0.00175942,0.01783623,-0.13736761
-5.39369685,0.05922960,-0.31545188,0.00759081,-0.03898499,0.00000000,-0.00000000,0.00112000,-0.00527589,0.01591588,-0.04595357,0.00179916,-0.00170122,0.01885380,-0.13200193
-5.38769385,0.06248656,-0.30171135,0.00800815,-0.03732050,0.00000000,-0.00000000,0.00118995,-0.00510287,0.01682772,-0.04400277,0.00191310,-0.00163637,0.01987169,-0.12622747
-5.38169085,0.06564060,-0.28712519,0.00841228,-0.03554653,0.00000000,-0.00000000,0.00125678,-0.00490729,0.01770525,-0.04192126,0.00202120,-0.00156560,0.02086029,-0.12010279
-5.37568784,0.06860531,-0.27184347,0.00879212,-0.03368163,0.00000000,-0.00000000,0.00131921,-0.00469168,0.01852629,-0.03973092,0.00212126,-0.00148974,0.02179157,-0.11369066
-5.36968484,0.07130060,-0.25602422,0.00913740,-0.03174548,0.00000000,-0.00000000,0.00137610,-0.00445892,0.01927013,-0.03745501,0.00221118,-0.00140966,0.02263963,-0.10705711
-5.36368184,0.07365424,-0.23983078,0.00943883,-0.02975851,0.00000000,-0.00000000,0.00142646,-0.00421215,0.01991803,-0.03511769,0.00228904,-0.00132634,0.02338117,-0.10027030
-5.35767884,0.07560347,-0.22342869,0.00968836,-0.02774151,0.00000000,-0.00000000,0.00146957,-0.00395468,0.02045364,-0.03274356,0.00235314,-0.00124076,0.02399599,-0.09339923
-5.35167584,0.07709644,-0.20698247,0.00987929,-0.02571519,0.00000000,-0.00000000,0.00150505,-0.00368991,0.02086338,-0.03035722,0.00240207,-0.00115393,0.02446746,-0.08651246
-5.34567284,0.07809349,-0.19065235,0.01000651,-0.02369981,0.00000000,-0.00000000,0.00153288,-0.00342128,0.02113686,-0.02798266,0.00243475,-0.00106685,0.02478289,-0.07967667
-5.33966983,0.07856818,-0.17459097,0.01006654,-0.02171471,0.00000000,-0.00000000,0.00155356,-0.00315211,0.02126714,-0.02564288,0.00245043,-0.00098049,0.02493392,-0.07295536
-5.33366683,0.07850801,-0.15894042,0.01005770,-0.01977793,0.00000000,-0.00000000,0.00156815,-0.00288558,0.02125090,-0.02335932,0.00244879,-0.00089578,0.02491667,-0.06640758
-5.32766383,0.07791488,-0.14382960,0.00998010,-0.01790591,0.00000000,-0.00000000,0.00157844,-0.00262467,0.02108860,-0.02115154,0.00242988,-0.00081359,0.02473200,-0.06008685
-5.32166083,0.07680518,-0.12937200,0.00983567,-0.01611315,0.00000000,-0.00000000,0.00158705,-0.00237204,0.02078447,-0.01903682,0.00239417,-0.00073471,0.02438549,-0.05404024
-5.31565783,0.07520960,-0.11566414,0.00962814,-0.01441204,0.00000000,-0.00000000,0.00159762,-0.00213005,0.02034648,-0.01702997,0.00234250,-0.00065982,0.02388743,-0.04830773
-5.30965483,0.07317269,-0.10278454,0.00936291,-0.01281272,0.00000000,-0.00000000,0.00161502,-0.00190069,0.01978613,-0.01514312,0.00227610,-0.00058954,0.02325272,-0.04292174
-5.30365183,0.07075215,-0.09079340,0.00904700,-0.01132304,0.00000000,-0.00000000,0.00164556,-0.00168557,0.01911828,-0.01338571,0.00219654,-0.00052439,0.02250071,-0.03790703
-5.29764882,0.06801807,-0.07973278,0.00868890,-0.00994857,0.00000000,-0.00000000,0.00169732,-0.00148595,0.01836087,-0.01176451,0.00210565,-0.00046480,0.02165499,-0.03328077
-5.29164582,0.06505205,-0.06962752,0.00829843,-0.00869272,0.00000000,-0.00000000,0.00178049,-0.00130272,0.01753462,-0.01028371,0.00200556,-0.00041110,0.02074320,-0.02905293
-5.28564282,0.06194637,-0.06048649,0.00788664,-0.00755689,0.00000000,-0.00000000,0.00190781,-0.00113642,0.01666278,-0.00894520,0.00189858,-0.00036356,0.01979687,-0.02522676
-5.27963982,0.05880338,-0.05230441,0.00746562,-0.00654072,0.00000000,-0.00000000,0.00209501,-0.00098731,0.01577083,-0.00774873,0.00178719,-0.00032241,0.01885130,-0.02179958
-5.27363682,0.05573499,-0.04506379,0.00704848,-0.00564232,0.00000000,-0.00000000,0.00236141,-0.00085538,0.01488629,-0.00669229,0.00167397,-0.00028781,0.01794553,-0.01876356
-5.26763382,0.05286257,-0.03873722,0.00664923,-0.00485854,0.00000000,-0.00000000,0.00273056,-0.00074041,0.01403858,-0.00577243,0.00156160,-0.00025989,0.01712243,-0.01610673
-5.26163082,0.05031712,-0.03328964,0.00628279,-0.00418530,0.00000000,-0.00000000,0.00323088,-0.00064200,0.01325895,-0.00498455,0.00145279,-0.00023878,0.01642892,-0.01381381
-5.25562781,0.04823984,-0.02868055,0.00596499,-0.00361783,0.00000000,-0.00000000,0.00389647,-0.00055963,0.01258053,-0.00432331,0.00135030,-0.00022459,0.01591626,-0.01186727
-5.24962481,0.04678305,-0.02486613,0.00571265,-0.00315093,0.00000000,-0.00000000,0.00476786,-0.00049271,0.01203842,-0.00378287,0.00125687,-0.00021745,0.01564052,-0.01024812
-5.24362181,0.04611143,-0.02180112,0.00554368,-0.00277926,0.00000000,-0.00000000,0.00589280,-0.00044061,0.01166995,-0.00335723,0.00117529,-0.00021749,0.01566314,-0.00893673
-5.23761881,0.04640349,-0.01944040,0.00547721,-0.00249747,0.00000000,-0.00000000,0.00732704,-0.00040268,0.01151495,-0.00304039,0.00110835,-0.00022488,0.01605153,-0.00791350
-5.23161581,0.04785317,-0.01774021,0.00553379,-0.00230038,0.00000000,-0.00000000,0.00913499,-0.00037830,0.01161604,-0.00282658,0.00105887,-0.00023980,0.01687968,-0.00715938
-5.22561281,0.05067134,-0.01665905,0.00573552,-0.00218311,0.00000000,-0.00000000,0.01139030,-0.00036688,0.01201903,-0.00271036,0.00102975,-0.00026244,0.01822881,-0.00665627
-5.21960980,0.05508714,-0.01615818,0.00610621,-0.00214108,0.00000000,-0.00000000,0.01417621,-0.00036789,0.01277315,-0.00268665,0.00102393,-0.00029300,0.02018781,-0.00638723
-5.21360680,0.06134892,-0.01620175,0.00667152,-0.00217008,0.00000000,-0.00000000,0.01758571,-0.00038087,0.01393134,-0.00275078,0.00104449,-0.00033167,0.02285352,-0.00633660
-5.20760380,0.06972439,-0.01675663,0.00745898,-0.00226617,0.00000000,-0.00000000,0.02172130,-0.00040538,0.01555037,-0.00289840,0.00109461,-0.00037863,0.02633082,-0.00648992
-5.20160080,0.08050007,-0.01779196,0.00849801,-0.00242569,0.00000000,-0.00000000,0.02669443,-0.00044109,0.01769069,-0.00312540,0.00117760,-0.00043398,0.03073222,-0.00683379
-5.19559780,0.09397953,-0.01927837,0.00981976,-0.00264509,0.00000000,-0.00000000,0.03262438,-0.00048768,0.02041627,-0.00342777,0.00129691,-0.00049779,0.03617714,-0.00735558
-5.18959480,0.11048042,-0.02118719,0.01145687,-0.00292085,0.00000000,-0.00000000,0.03963676,-0.00054492,0.02379396,-0.00380144,0.00145613,-0.00057001,0.04279064,-0.00804317
-5.18359180,0.13033004,-0.02348944,0.01344304,-0.00324931,0.00000000,-0.00000000,0.04786132,-0.00061261,0.02789268,-0.00424211,0.00165893,-0.00065046,0.05070151,-0.00888452
-5.17758879,0.15385940,-0.02615490,0.01581253,-0.00362657,0.00000000,-0.00000000,0.05742922,-0.00069066,0.03278229,-0.00474510,0.00190905,-0.00073885,0.06003992,-0.00986734
-5.17158579,0.18139572,-0.02915120,0.01859938,-0.00404834,0.00000000,-0.00000000,0.06846971,-0.00077906,0.03853203,-0.00530514,0.00221022,-0.00083469,0.07093428,-0.01097878
-5.16558279,0.21325342,-0.03244306,0.02183658,-0.00450987,0.00000000,-0.00000000,0.08110623,-0.00087797,0.04520882,-0.00591631,0.00256612,-0.00093734,0.08350763,-0.01220510
