energy_ev,total_up,Ga_p_up,Ga_d_up,Hg_p_up,Hg_d_up,S_s_up,S_p_up
-5.41770885,0.64632545,0.08207973,0.00000000,0.29788333,0.13334447,0.09715846,0.21422703
-5.41170585,0.64682329,0.07787343,0.00000000,0.30253340,0.13337472,0.09559008,0.21895615
-5.40570285,0.64823159,0.07466018,0.00000000,0.30948189,0.13333372,0.09353112,0.22388430
-5.39969985,0.65086054,0.07248718,0.00000000,0.31895438,0.13326824,0.09100384,0.22914068
-5.39369685,0.65506076,0.07139378,0.00000000,0.33116966,0.13323757,0.08804378,0.23486867
-5.38769385,0.66120702,0.07141111,0.00000000,0.34633061,0.13331022,0.08469807,0.24121886
-5.38169085,0.66967997,0.07256157,0.00000000,0.36461409,0.13356004,0.08102352,0.24834116
-5.37568784,0.68084663,0.07485828,0.00000000,0.38616019,0.13406220,0.07708445,0.25637651
-5.36968484,0.69504053,0.07830432,0.00000000,0.41106159,0.13488903,0.07295050,0.26544856
-5.36368184,0.71254242,0.08289186,0.00000000,0.43935348,0.13610607,0.06869438,0.27565579
-5.35767884,0.73356287,0.08860138,0.00000000,0.47100474,0.13776843,0.06438967,0.28706442
-5.35167584,0.75822740,0.09540083,0.00000000,0.50591112,0.13991778,0.06010890,0.29970273
-5.34567284,0.78656554,0.10324500,0.00000000,0.54389096,0.14257998,0.05592178,0.31355698
-5.33966983,0.81850418,0.11207513,0.00000000,0.58468413,0.14576373,0.05189375,0.32856943
-5.33366683,0.85386617,0.12181889,0.00000000,0.62795451,0.14946012,0.04808489,0.34463855
-5.32766383,0.89237436,0.13239080,0.00000000,0.67329629,0.15364328,0.04454918,0.36162166
-5.32166083,0.93366114,0.14369316,0.00000000,0.72024426,0.15827202,0.04133408,0.37933994
-5.31565783,0.97728331,0.15561751,0.00000000,0.76828775,0.16329254,0.03848050,0.39758560
-5.30965483,1.02274168,0.16804671,0.00000000,0.81688801,0.16864187,0.03602293,0.41613110
-5.30365183,1.06950444,0.18085752,0.00000000,0.86549825,0.17425212,0.03398996,0.43473988
-5.29764882,1.11703338,0.19392363,0.00000000,0.91358555,0.18005501,0.03240481,0.45317808
-5.29164582,1.16481127,0.20711907,0.00000000,0.96065359,0.18598674,0.03128603,0.47122674
-5.28564282,1.21236917,0.22032183,0.00000000,1.00626507,0.19199263,0.03064816,0.48869369
-5.27963982,1.25931183,0.23341747,0.00000000,1.05006240,0.19803135,0.03050238,0.50542452
-5.27363682,1.30533969,0.24630262,0.00000000,1.09178561,0.20407854,0.03085698,0.52131192
-5.26763382,1.35026602,0.25888810,0.00000000,1.13128613,0.21012934,0.03171765,0.53630268
-5.26163082,1.39402770,0.27110147,0.00000000,1.16853538,0.21619980,0.03308762,0.55040198
-5.25562781,1.43668899,0.28288888,0.00000000,1.20362748,0.22232693,0.03496748,0.56367444
-5.24962481,1.47843733,0.29421597,0.00000000,1.23677535,0.22856732,0.03735481,0.57624167
-5.24362181,1.51957115,0.30506783,0.00000000,1.26830012,0.23499426,0.04024360,0.58827644
-5.23761881,1.56047994,0.31544797,0.00000000,1.29861396,0.24169353,0.04362343,0.59999344
-5.23161581,1.60161732,0.32537614,0.00000000,1.32819697,0.24875800,0.04747857,0.61163702
-5.22561281,1.64346829,0.33488536,0.00000000,1.35756890,0.25628118,0.05178702,0.62346656
-5.21960980,1.68651231,0.34401807,0.00000000,1.38725726,0.26435023,0.05651955,0.63574003
-5.21360680,1.73118420,0.35282169,0.00000000,1.41776312,0.27303861,0.06163882,0.64869670
-5.20760380,1.77783499,0.36134389,0.00000000,1.44952662,0.28239891,0.06709874,0.66253990
-5.20160080,1.82669510,0.36962780,0.00000000,1.48289394,0.29245621,0.07284407,0.67742074
-5.19559780,1.87784215,0.37770750,0.00000000,1.51808779,0.30320243,0.07881036,0.69342386
-5.18959480,1.93117548,0.38560408,0.00000000,1.55518316,0.31459208,0.08492430,0.71055605
-5.18359180,1.98639930,0.39332264,0.00000000,1.59408989,0.32653961,0.09110457,0.72873847
-5.17758879,2.04301596,0.40085033,0.00000000,1.63454349,0.33891877,0.09726306,0.74780306
-5.17158579,2.10033011,0.40815587,0.00000000,1.67610492,0.35156404,0.10330662,0.76749362
-5.16558279,2.15746429,0.41519034,0.00000000,1.71816979,0.36427411,0.10913925,0.78747147
-5.15957979,2.21338544,0.42188964,0.00000000,1.75998687,0.37681750,0.11466460,0.80732572
-5.15357679,2.26694152,0.42817818,0.00000000,1.80068521,0.38893998,0.11978879,0.82658774
-5.14757379,2.31690670,0.43397404,0.00000000,1.83930873,0.40037347,0.12442345,0.84474907
-5.14157079,2.36203287,0.43919491,0.00000000,1.87485659,0.41084619,0.12848873,0.86128210
-5.13556778,2.40110515,0.44376493,0.00000000,1.90632751,0.42009340,0.13191636,0.87566235
-5.12956478,2.43299850,0.44762163,0.00000000,1.93276561,0.42786831,0.13465237,0.88739137
-5.12356178,2.45673249,0.45072287,0.00000000,1.95330547,0.43395259,0.13665957,0.89601895
-5.11755878,2.47152137,0.45305315,0.00000000,1.96721405,0.43816593,0.13791956,0.90116363
-5.11155578,2.47681674,0.45462881,0.00000000,1.97392712,0.44037422,0.13843408,0.90253045
-5.10555278,2.47234047,0.45550199,0.00000000,1.97307839,0.44049588,0.13822585,0.89992489
-5.09954977,2.45810606,0.45576265,0.00000000,1.96451957,0.43850596,0.13733858,0.89326248
-5.09354677,2.43442719,0.45553878,0.00000000,1.94833047,0.43443797,0.13583633,0.88257353
-5.08754377,2.40191294,0.45499431,0.00000000,1.92481835,0.42838315,0.13380213,0.86800270
-5.08154077,2.36144982,0.45432503,0.00000000,1.89450678,0.42048736,0.13133585,0.84980371
-5.07553777,2.31417136,0.45375236,0.00000000,1.85811450,0.41094568,0.12855160,0.82832920
-5.06953477,2.26141696,0.45351536,0.00000000,1.81652540,0.39999501,0.12557446,0.80401661
-5.06353177,2.20468170,0.45386125,0.00000000,1.77075135,0.38790513,0.12253686,0.77737066
-5.05752876,2.14555988,0.45503479,0.00000000,1.72188967,0.37496850,0.11957470,0.74894348
-5.05152576,2.08568475,0.45726728,0.00000000,1.67107773,0.36148942,0.11682327,0.71931326
-5.04552276,2.02666744,0.46076536,0.00000000,1.61944677,0.34777311,0.11441320,0.68906270
-5.03951976,1.97003790,0.46570052,0.00000000,1.56807745,0.33411501,0.11246650,0.65875807
-5.03351676,1.91719042,0.47219959,0.00000000,1.51795929,0.32079103,0.11109285,0.62892997
-5.02751376,1.86933612,0.48033695,0.00000000,1.46995583,0.30804891,0.11038628,0.60005662
-5.02151076,1.82746436,0.49012874,0.00000000,1.42477725,0.29610126,0.11042226,0.57255029
-5.01550775,1.79231444,0.50152938,0.00000000,1.38296137,0.28512025,0.11125536,0.54674731
-5.00950475,1.76435847,0.51443077,0.00000000,1.34486382,0.27523441,0.11291752,0.52290206
-5.00350175,1.74379575,0.52866413,0.00000000,1.31065742,0.26652722,0.11541694,0.50118482
-4.99749875,1.73055837,0.54400447,0.00000000,1.28034041,0.25903778,0.11873762,0.48168340
-4.99149575,1.72432731,0.56017755,0.00000000,1.25375268,0.25276313,0.12283968,0.46440831
-4.98549275,1.72455777,0.57686894,0.00000000,1.23059883,0.24766214,0.12766022,0.44930070
-4.97948974,1.73051229,0.59373486,0.00000000,1.21047642,0.24366071,0.13311495,0.43624283
-4.97348674,1.74129968,0.61041433,0.00000000,1.19290777,0.24065787,0.13910037,0.42507012
-4.96748374,1.75591785,0.62654200,0.00000000,1.17737338,0.23853245,0.14549647,0.41558410
-4.96148074,1.77329847,0.64176104,0.00000000,1.16334501,0.23715003,0.15217002,0.40756569
-4.95547774,1.79235141,0.65573574,0.00000000,1.15031692,0.23636982,0.15897810,0.40078792
-4.94947474,1.81200710,0.66816300,0.00000000,1.13783337,0.23605106,0.16577209,0.39502769
-4.94347174,1.83125508,0.67878234,0.00000000,1.12551129,0.23605885,0.17240167,0.39007583
-4.93746873,1.84917738,0.68738402,0.00000000,1.11305706,0.23626903,0.17871899,0.38574535
-4.93146573,1.86497552,0.69381500,0.00000000,1.10027678,0.23657204,0.18458267,0.38187734
-4.92546273,1.87799053,0.69798232,0.00000000,1.08707989,0.23687566,0.18986169,0.37834454
-4.91945973,1.88771552,0.69985414,0.00000000,1.07347614,0.23710658,0.19443879,0.37505261
-4.91345673,1.89380067,0.69945823,0.00000000,1.05956659,0.23721077,0.19821352,0.37193910
-4.90745373,1.89605129,0.69687816,0.00000000,1.04552937,0.23715291,0.20110463,0.36897046
-4.90145073,1.89441917,0.69224750,0.00000000,1.03160132,0.23691471,0.20305182,0.36613739
-4.89544772,1.88898853,0.68574232,0.00000000,1.01805680,0.23649266,0.20401678,0.36344895
-4.88944472,1.87995739,0.67757246,0.00000000,1.00518503,0.23589505,0.20398343,0.36092575
-4.88344172,1.86761594,0.66797203,0.00000000,0.99326740,0.23513873,0.20295741,0.35859295
-4.87743872,1.85232301,0.65718963,0.00000000,0.98255607,0.23424574,0.20096489,0.35647325
-4.87143572,1.83448222,0.64547883,0.00000000,0.97325523,0.23324000,0.19805070,0.35458045
-4.86543272,1.81451906,0.63308928,0.00000000,0.96550585,0.23214430,0.19427590,0.35291400
-4.85942971,1.79286007,0.62025891,0.00000000,0.95937499,0.23097778,0.18971498,0.35145471
-4.85342671,1.76991518,0.60720749,0.00000000,0.95484992,0.22975397,0.18445272,0.35016208
-4.84742371,1.74606384,0.59413184,0.00000000,0.95183755,0.22847958,0.17858097,0.34897309
-4.84142071,1.72164546,0.58120271,0.00000000,0.95016878,0.22715395,0.17219543,0.34780280
-4.83541771,1.69695431,0.56856338,0.00000000,0.94960759,0.22576933,0.16539260,0.34654648
-4.82941471,1.67223862,0.55632988,0.00000000,0.94986410,0.22431177,0.15826702,0.34508321
-4.82341171,1.64770343,0.54459258,0.00000000,0.95061068,0.22276257,0.15090886,0.34328074
-4.81740870,1.62351658,0.53341893,0.00000000,0.95150014,0.22110026,0.14340206,0.34100125
-4.81140570,1.59981665,0.52285691,0.00000000,0.95218475,0.21930277,0.13582288,0.33810767
-4.80540270,1.57672207,0.51293892,0.00000000,0.95233484,0.21734972,0.12823902,0.33447028
-4.79939970,1.55434011,0.50368557,0.00000000,0.95165598,0.21522463,0.12070919,0.32997303
-4.79339670,1.53277480,0.49510918,0.00000000,0.94990363,0.21291684,0.11328317,0.32451943
-4.78739370,1.51213271,0.48721652,0.00000000,0.94689427,0.21042299,0.10600222,0.31803751
-4.78139070,1.49252607,0.48001068,0.00000000,0.94251265,0.20774795,0.09889973,0.31048368
-4.77538769,1.47407257,0.47349180,0.00000000,0.93671452,0.20490515,0.09200221,0.30184531
-4.76938469,1.45689176,0.46765675,0.00000000,0.92952506,0.20191619,0.08533025,0.29214185
-4.76338169,1.44109826,0.46249774,0.00000000,0.92103290,0.19880981,0.07889959,0.28142452
-4.75737869,1.42679220,0.45800004,0.00000000,0.91138054,0.19562029,0.07272212,0.26977465
-4.75137569,1.41404765,0.45413911,0.00000000,0.90075167,0.19238539,0.06680680,0.25730069
-4.74537269,1.40290010,0.45087743,0.00000000,0.88935640,0.18914387,0.06116038,0.24413427
-4.73936968,1.39333403,0.44816142,0.00000000,0.87741543,0.18593300,0.05578805,0.23042543
-4.73336668,1.38527186,0.44591882,0.00000000,0.86514418,0.18278596,0.05069379,0.21633733
-4.72736368,1.37856540,0.44405689,0.00000000,0.85273801,0.17972958,0.04588067,0.20204081
-4.72136068,1.37299080,0.44246172,0.00000000,0.84035952,0.17678235,0.04135094,0.18770900
-4.71535768,1.36824781,0.44099890,0.00000000,0.82812866,0.17395309,0.03710599,0.17351239
-4.70935468,1.36396403,0.43951566,0.00000000,0.81611636,0.17124023,0.03314632,0.15961438
-4.70335168,1.35970405,0.43784457,0.00000000,0.80434204,0.16863171,0.02947135,0.14616776
-4.69734867,1.35498363,0.43580853,0.00000000,0.79277511,0.16610581,0.02607931,0.13331206
-4.69134567,1.34928819,0.43322710,0.00000000,0.78134035,0.16363249,0.02296711,0.12117192
-4.68534267,1.34209483,0.42992358,0.00000000,0.76992675,0.16117553,0.02013024,0.10985640
-4.67933967,1.33289687,0.42573276,0.00000000,0.75839932,0.15869501,0.01756279,0.09945939
-4.67333667,1.32122945,0.42050861,0.00000000,0.74661297,0.15615029,0.01525747,0.09006069
-4.66733367,1.30669487,0.41413171,0.00000000,0.73442759,0.15350311,0.01320576,0.08172792
-4.66133067,1.28898626,0.40651589,0.00000000,0.72172357,0.15072069,0.01139803,0.07451889
-4.65532766,1.26790816,0.39761361,0.00000000,0.70841648,0.14777861,0.00982386,0.06848425
-4.64932466,1.24339286,0.38741989,0.00000000,0.69447032,0.14466343,0.00847223,0.06367030
-4.64332166,1.21551148,0.37597447,0.00000000,0.67990829,0.14137467,0.00733184,0.06012159
-4.63731866,1.18447918,0.36336209,0.00000000,0.66482063,0.13792622,0.00639141,0.05788326
-4.63131566,1.15065409,0.34971089,0.00000000,0.64936887,0.13434702,0.00563991,0.05700284
-4.62531266,1.11452990,0.33518892,0.00000000,0.63378629,0.13068098,0.00506678,0.05753132
-4.61930965,1.07672252,0.31999910,0.00000000,0.61837457,0.12698603,0.00466216,0.05952349
-4.61330665,1.03795126,0.30437274,0.00000000,0.60349658,0.12333259,0.00441695,0.06303735
-4.60730365,0.99901548,0.28856207,0.00000000,0.58956579,0.11980119,0.00432287,0.06813267
-4.60130065,0.96076778,0.27283211,0.00000000,0.57703268,0.11647961,0.00437247,0.07486857
-4.59529765,0.92408486,0.25745232,0.00000000,0.56636887,0.11345958,0.00455901,0.08330029
-4.58929465,0.88983742,0.24268834,0.00000000,0.55804963,0.11083314,0.00487633,0.09347534
-4.58329165,0.85886037,0.22879437,0.00000000,0.55253559,0.10868888,0.00531865,0.10542895
-4.57728864,0.83192459,0.21600630,0.00000000,0.55025463,0.10710825,0.00588037,0.11917932
-4.57128564,0.80971157,0.20453612,0.00000000,0.55158462,0.10616198,0.00655575,0.13472273
-4.56528264,0.79279174,0.19456759,0.00000000,0.55683813,0.10590699,0.00733875,0.15202891
-4.55927964,0.78160755,0.18625346,0.00000000,0.56624948,0.10638365,0.00822270,0.17103683
-4.55327664,0.77646187,0.17971429,0.00000000,0.57996524,0.10761375,0.00920013,0.19165141
-4.54727364,0.77751218,0.17503871,0.00000000,0.59803833,0.10959925,0.01026264,0.21374128
-4.54127064,0.78477069,0.17228531,0.00000000,0.62042633,0.11232164,0.01140073,0.23713787
-4.53526763,0.79811039,0.17148565,0.00000000,0.64699396,0.11574235,0.01260384,0.26163613
-4.52926463,0.81727664,0.17264847,0.00000000,0.67751994,0.11980382,0.01386037,0.28699694
-4.52326163,0.84190384,0.17576468,0.00000000,0.71170775,0.12443146,0.01515784,0.31295117
-4.51725863,0.87153622,0.18081280,0.00000000,0.74919986,0.12953628,0.01648310,0.33920563
-4.51125563,0.90565197,0.18776463,0.00000000,0.78959484,0.13501823,0.01782261,0.36545039
-4.50525263,0.94368930,0.19659061,0.00000000,0.83246637,0.14076987,0.01916280,0.39136750
-4.49924962,0.98507331,0.20726466,0.00000000,0.87738309,0.14668050,0.02049046,0.41664069
-4.49324662,1.02924217,0.21976807,0.00000000,0.92392827,0.15264033,0.02179316,0.44096546
-4.48724362,1.07567130,0.23409209,0.00000000,0.97171791,0.15854459,0.02305960,0.46405936
-4.48124062,1.12389408,0.25023907,0.00000000,1.02041633,0.16429738,0.02428001,0.48567163
-4.47523762,1.17351808,0.26822177,0.00000000,1.06974800,0.16981507,0.02544642,0.50559187
-4.46923462,1.22423565,0.28806095,0.00000000,1.11950472,0.17502898,0.02655292,0.52365718
-4.46323162,1.27582824,0.30978095,0.00000000,1.16954763,0.17988741,0.02759571,0.53975732
-4.45722861,1.32816413,0.33340364,0.00000000,1.21980356,0.18435666,0.02857313,0.55383760
-4.45122561,1.38118943,0.35894076,0.00000000,1.27025571,0.18842119,0.02948552,0.56589920
-4.44522261,1.43491293,0.38638507,0.00000000,1.32092920,0.19208280,0.03033496,0.57599710
-4.43921961,1.48938565,0.41570078,0.00000000,1.37187205,0.19535897,0.03112491,0.58423535
-4.43321661,1.54467608,0.44681376,0.00000000,1.42313284,0.19828033,0.03185973,0.59076028
-4.42721361,1.60084298,0.47960216,0.00000000,1.47473641,0.20088760,0.03254418,0.59575181
-4.42121061,1.65790721,0.51388819,0.00000000,1.52665922,0.20322799,0.03318287,0.59941353
-4.41520760,1.71582465,0.54943154,0.00000000,1.57880620,0.20535145,0.03377963,0.60196194
-4.40920460,1.77446212,0.58592526,0.00000000,1.63099069,0.20730687,0.03433705,0.60361571
-4.40320160,1.83357803,0.62299452,0.00000000,1.68291931,0.20913855,0.03485601,0.60458547
-4.39719860,1.89280937,0.66019861,0.00000000,1.73418303,0.21088305,0.03533535,0.60506470
-4.39119560,1.95166619,0.69703662,0.00000000,1.78425547,0.21256677,0.03577160,0.60522235
-4.38519260,2.00953433,0.73295661,0.00000000,1.83249913,0.21420414,0.03615901,0.60519744
-4.37918959,2.06568664,0.76736825,0.00000000,1.87817960,0.21579681,0.03648959,0.60509595
-4.37318659,2.11930223,0.79965853,0.00000000,1.92048731,0.21733361,0.03675340,0.60499007
-4.36718359,2.16949304,0.82920994,0.00000000,1.95856591,0.21879140,0.03693896,0.60491970
-4.36118059,2.21533621,0.85542033,0.00000000,1.99154579,0.22013664,0.03703378,0.60489593
-4.35517759,2.25591052,0.87772363,0.00000000,2.01858102,0.22132766,0.03702502,0.60490610
-4.34917459,2.29033484,0.89561028,0.00000000,2.03888751,0.22231731,0.03690014,0.60492002
-4.34317159,2.31780619,0.90864658,0.00000000,2.05178032,0.22305590,0.03664766,0.60489666
-4.33716858,2.33763538,0.91649166,0.00000000,2.05670768,0.22349418,0.03625784,0.60479082
-4.33116558,2.34927793,0.91891148,0.00000000,2.05327990,0.22358622,0.03572330,0.60455922
-4.32516258,2.35235847,0.91578885,0.00000000,2.04129124,0.22329191,0.03503952,0.60416545
-4.31915958,2.34668741,0.90712907,0.00000000,2.02073346,0.22257898,0.03420529,0.60358345
-4.31315658,2.33226860,0.89306081,0.00000000,1.99180027,0.22142447,0.03322292,0.60279934
-4.30715358,2.30929798,0.87383221,0.00000000,1.95488230,0.21981549,0.03209833,0.60181128
