energy_ev,total_up,Au_p_up,Au_d_up,Ca_p_up,Ca_d_up,N_s_up,N_p_up,S_s_up,S_p_up
-5.90395198,7.45770032,1.52589987,4.07988148,0.07076789,0.00000000,0.03471136,0.26586648,0.15836134,1.96397556
-5.89794897,7.46366660,1.52883767,4.07682358,0.07118214,0.00000000,0.03463600,0.26307506,0.16068955,1.97131085
-5.89194597,7.47800841,1.53316163,4.08066061,0.07160658,0.00000000,0.03451001,0.26067285,0.16300825,1.97971169
-5.88594297,7.50159168,1.53912540,4.09188730,0.07204962,0.00000000,0.03434479,0.25866199,0.16533091,1.98943957
-5.87993997,7.53523863,1.54696499,4.11095942,0.07251951,0.00000000,0.03415258,0.25704690,0.16766980,2.00074575
-5.87393697,7.57969140,1.55688661,4.13827789,0.07302391,0.00000000,0.03394588,0.25583269,0.17003467,2.01385878
-5.86793397,7.63557437,1.56905538,4.17417185,0.07356945,0.00000000,0.03373687,0.25502356,0.17243149,2.02897211
-5.86193097,7.70335696,1.58358529,4.21888127,0.07416127,0.00000000,0.03353690,0.25462125,0.17486145,2.04623230
-5.85592796,7.78331903,1.60053122,4.27254026,0.07480267,0.00000000,0.03335592,0.25462364,0.17732004,2.06572861
-5.84992496,7.87552081,1.61988329,4.33516165,0.07549476,0.00000000,0.03320214,0.25502362,0.17979660,2.08748455
-5.84392196,7.97977912,1.64156401,4.40662394,0.07623621,0.00000000,0.03308159,0.25580826,0.18227402,2.11145192
-5.83791896,8.09565155,1.66542840,4.48666131,0.07702310,0.00000000,0.03299801,0.25695831,0.18472894,2.13750781
-5.83191596,8.22242952,1.69126704,4.57485728,0.07784894,0.00000000,0.03295264,0.25844816,0.18713221,2.16545476
-5.82591296,8.35914088,1.71881210,4.67064258,0.07870472,0.00000000,0.03294433,0.26024609,0.18944967,2.19502417
-5.81990995,8.50456228,1.74774590,4.77329738,0.07957916,0.00000000,0.03296965,0.26231495,0.19164334,2.22588291
-5.81390695,8.65724065,1.77771165,4.88195798,0.08045904,0.00000000,0.03302312,0.26461311,0.19367268,2.25764281
-5.80790395,8.81552316,1.80832578,4.99562782,0.08132964,0.00000000,0.03309765,0.26709566,0.19549614,2.28987253
-5.80190095,8.97759414,1.83919129,5.11319242,0.08217521,0.00000000,0.03318491,0.26971575,0.19707275,2.32211141
-5.79589795,9.14151751,1.86991127,5.23343775,0.08297958,0.00000000,0.03327589,0.27242609,0.19836373,2.35388448
-5.78989495,9.30528279,1.90010218,5.35507155,0.08372673,0.00000000,0.03336137,0.27518036,0.19933400,2.38471794
-5.78389195,9.46685293,1.92940592,5.47674681,0.08440135,0.00000000,0.03343251,0.27793456,0.19995362,2.41415456
-5.77788894,9.62421204,1.95750034,5.59708681,0.08498939,0.00000000,0.03348131,0.28064821,0.20019891,2.44176798
-5.77188594,9.77541140,1.98410773,5.71471103,0.08547857,0.00000000,0.03350110,0.28328529,0.20005344,2.46717575
-5.76588294,9.91861221,2.00900080,5.82826131,0.08585876,0.00000000,0.03348691,0.28581497,0.19950861,2.49005017
-5.75987994,10.05212412,2.03200616,5.93642770,0.08612228,0.00000000,0.03343575,0.28821204,0.19856403,2.51012691
-5.75387694,10.17443844,2.05300520,6.03797342,0.08626414,0.00000000,0.03334685,0.29045696,0.19722750,2.52721102
-5.74787394,10.28425573,2.07193257,6.13175863,0.08628210,0.00000000,0.03322170,0.29253578,0.19551480,2.54118027
-5.74187094,10.38050755,2.08877240,6.21676247,0.08617668,0.00000000,0.03306404,0.29443969,0.19344917,2.55198597
-5.73586793,10.46237223,2.10355289,6.29210307,0.08595107,0.00000000,0.03287975,0.29616444,0.19106056,2.55965140
-5.72986493,10.52928510,2.11633943,6.35705526,0.08561091,0.00000000,0.03267662,0.29770958,0.18838480,2.56426806
-5.72386193,10.58094339,2.12722704,6.41106551,0.08516405,0.00000000,0.03246405,0.29907768,0.18546254,2.56599026
-5.71785893,10.61730625,2.13633241,6.45376392,0.08462025,0.00000000,0.03225272,0.30027346,0.18233826,2.56502825
-5.71185593,10.63859028,2.14378623,6.48497281,0.08399085,0.00000000,0.03205417,0.30130298,0.17905914,2.56164045
-5.70585293,10.64526087,2.14972605,6.50471163,0.08328840,0.00000000,0.03188038,0.30217299,0.17567404,2.55612489
-5.69984992,10.63801963,2.15429018,6.51319792,0.08252634,0.00000000,0.03174338,0.30289036,0.17223250,2.54881047
-5.69384692,10.61778811,2.15761274,6.51084393,0.08171868,0.00000000,0.03165482,0.30346164,0.16878384,2.54004808
-5.68784392,10.58568786,2.15982003,6.49824886,0.08087965,0.00000000,0.03162563,0.30389290,0.16537634,2.53020182
-5.68184092,10.54301689,2.16102827,6.47618651,0.08002347,0.00000000,0.03166567,0.30418964,0.16205650,2.51964052
-5.67583792,10.49122271,2.16134261,6.44558835,0.07916410,0.00000000,0.03178345,0.30435693,0.15886841,2.50872949
-5.66983492,10.43187184,2.16085713,6.40752236,0.07831502,0.00000000,0.03198596,0.30439966,0.15585320,2.49782267
-5.66383192,10.36661627,2.15965575,6.36316785,0.07748906,0.00000000,0.03227845,0.30432284,0.15304860,2.48725507
-5.65782891,10.29715704,2.15781370,6.31378679,0.07669824,0.00000000,0.03266437,0.30413202,0.15048844,2.47733556
-5.65182591,10.22520567,2.15539915,6.26069259,0.07595365,0.00000000,0.03314531,0.30383365,0.14820235,2.46834001
-5.64582291,10.15244408,2.15247489,6.20521690,0.07526533,0.00000000,0.03372100,0.30343544,0.14621537,2.46050484
-5.63981991,10.08048398,2.14909974,6.14867567,0.07464216,0.00000000,0.03438936,0.30294659,0.14454766,2.45402100
-5.63381691,10.01082699,2.14532943,6.09233550,0.07409179,0.00000000,0.03514656,0.30237798,0.14321423,2.44902863
-5.62781391,9.94482657,2.14121701,6.03738133,0.07362053,0.00000000,0.03598717,0.30174213,0.14222472,2.44561245
-5.62181091,9.88365330,2.13681252,5.98488666,0.07323326,0.00000000,0.03690423,0.30105307,0.14158317,2.44379824
-5.61580790,9.82826467,2.13216217,5.93578732,0.07293342,0.00000000,0.03788946,0.30032608,0.14128793,2.44355052
-5.60980490,9.77938074,2.12730702,5.89085965,0.07272290,0.00000000,0.03893340,0.29957726,0.14133164,2.44477168
-5.60380190,9.73746671,2.12228127,5.85070386,0.07260200,0.00000000,0.04002558,0.29882302,0.14170125,2.44730293
-5.59779890,9.70272325,2.11711048,5.81573309,0.07256947,0.00000000,0.04115470,0.29807945,0.14237821,2.45092694
-5.59179590,9.67508504,2.11180983,5.78616837,0.07262241,0.00000000,0.04230883,0.29736174,0.14333874,2.45537259
-5.58579290,9.65422781,2.10638254,5.76203969,0.07275640,0.00000000,0.04347561,0.29668350,0.14455429,2.46032157
-5.57978989,9.63958350,2.10081884,5.74319267,0.07296544,0.00000000,0.04464240,0.29605618,0.14599203,2.46541684
-5.57378689,9.63036320,2.09509540,5.72930079,0.07324211,0.00000000,0.04579652,0.29548854,0.14761553,2.47027278
-5.56778389,9.62558667,2.08917539,5.71988216,0.07357761,0.00000000,0.04692539,0.29498620,0.14938554,2.47448660
-5.56178089,9.62411739,2.08300920,5.71432029,0.07396190,0.00000000,0.04801673,0.29455137,0.15126081,2.47765069
-5.55577789,9.62470166,2.07653578,5.71188791,0.07438387,0.00000000,0.04905873,0.29418266,0.15319899,2.47936541
-5.54977489,9.62601010,2.06968451,5.71177276,0.07483142,0.00000000,0.05004016,0.29387508,0.15515755,2.47925178
-5.54377189,9.62667992,2.06237750,5.71310457,0.07529174,0.00000000,0.05095058,0.29362016,0.15709469,2.47696350
-5.53776888,9.62535644,2.05453214,5.71498207,0.07575141,0.00000000,0.05178040,0.29340619,0.15897021,2.47219788
-5.53176588,9.62073217,2.04606394,5.71649938,0.07619666,0.00000000,0.05252100,0.29321865,0.16074625,2.46470504
-5.52576288,9.61158241,2.03688918,5.71677083,0.07661357,0.00000000,0.05316484,0.29304071,0.16238805,2.45429520
-5.51975988,9.59679607,2.02692768,5.71495368,0.07698828,0.00000000,0.05370549,0.29285384,0.16386446,2.44084359
-5.51375688,9.57540126,2.01610522,5.71026821,0.07730727,0.00000000,0.05413770,0.29263842,0.16514838,2.42429289
-5.50775388,9.54658489,2.00435582,5.70201486,0.07755755,0.00000000,0.05445745,0.29237456,0.16621706,2.40465318
-5.50175088,9.50970640,1.99162372,5.68958816,0.07772692,0.00000000,0.05466198,0.29204278,0.16705224,2.38199947
-5.49574787,9.46430563,1.97786511,5.67248747,0.07780426,0.00000000,0.05474978,0.29162480,0.16764019,2.35646708
-5.48974487,9.41010519,1.96304958,5.65032436,0.07777975,0.00000000,0.05472064,0.29110423,0.16797156,2.32824501
-5.48374187,9.34700803,1.94716144,5.62282712,0.07764513,0.00000000,0.05457565,0.29046735,0.16804123,2.29756800
-5.47773887,9.27509068,1.93020073,5.58984216,0.07739394,0.00000000,0.05431718,0.28970362,0.16784801,2.26470744
-5.47173587,9.19459317,1.91218418,5.55133294,0.07702170,0.00000000,0.05394890,0.28880631,0.16739436,2.22996176
-5.46573287,9.10590620,1.89314587,5.50737650,0.07652618,0.00000000,0.05347575,0.28777282,0.16668599,2.19364678
-5.45972986,9.00955653,1.87313777,5.45815800,0.07590747,0.00000000,0.05290393,0.28660500,0.16573154,2.15608640
-5.45372686,8.90619111,1.85223002,5.40396353,0.07516814,0.00000000,0.05224086,0.28530922,0.16454225,2.11760403
-5.44772386,8.79656076,1.83051080,5.34517158,0.07431325,0.00000000,0.05149509,0.28389626,0.16313165,2.07851515
-5.44172086,8.68150368,1.80808594,5.28224342,0.07335037,0.00000000,0.05067628,0.28238105,0.16151529,2.03912117
-5.43571786,8.56192948,1.78507796,5.21571272,0.07228947,0.00000000,0.04979505,0.28078217,0.15971056,1.99970473
-5.42971486,8.43880380,1.76162464,5.14617467,0.07114279,0.00000000,0.04886286,0.27912116,0.15773646,1.96052660
-5.42371186,8.31313384,1.73787695,5.07427488,0.06992459,0.00000000,0.04789187,0.27742163,0.15561355,1.92182404
-5.41770885,8.18595500,1.71399656,5.00069827,0.06865089,0.00000000,0.04689476,0.27570832,0.15336379,1.88381060
-5.41170585,8.05831847,1.69015266,4.92615815,0.06733910,0.00000000,0.04588455,0.27400590,0.15101053,1.84667717
-5.40570285,7.93128000,1.66651847,4.85138566,0.06600765,0.00000000,0.04487436,0.27233782,0.14857841,1.81059406
-5.39969985,7.80588964,1.64326738,4.77711974,0.06467552,0.00000000,0.04387723,0.27072512,0.14609330,1.77571388
-5.39369685,7.68318242,1.62056896,4.70409765,0.06336185,0.00000000,0.04290592,0.26918531,0.14358223,1.74217489
-5.38769385,7.56416982,1.59858505,4.63304607,0.06208544,0.00000000,0.04197270,0.26773136,0.14107325,1.71010464
-5.38169085,7.44983177,1.57746601,4.56467291,0.06086433,0.00000000,0.04108914,0.26637089,0.13859528,1.67962348
-5.37568784,7.34110917,1.55734747,4.49965956,0.05971541,0.00000000,0.04026603,0.26510559,0.13617785,1.65084774
-5.36968484,7.23889641,1.53834765,4.43865364,0.05865401,0.00000000,0.03951320,0.26393092,0.13385085,1.62389240
-5.36368184,7.14403391,1.52056533,4.38226205,0.05769362,0.00000000,0.03883946,0.26283614,0.13164412,1.59887284
-5.35767884,7.05730018,1.50407864,4.33104417,0.05684561,0.00000000,0.03825256,0.26180463,0.12958705,1.57590575
-5.35167584,6.97940329,1.48894460,4.28550507,0.05611904,0.00000000,0.03775913,0.26081453,0.12770809,1.55510886
-5.34567284,6.91097144,1.47519938,4.24608849,0.05552054,0.00000000,0.03736474,0.25983961,0.12603417,1.53659949
-5.33966983,6.85254252,1.46285909,4.21316963,0.05505420,0.00000000,0.03707389,0.25885044,0.12459008,1.52049198
-5.33366683,6.80455252,1.45192099,4.18704757,0.05472162,0.00000000,0.03689009,0.25781563,0.12339787,1.50689393
-5.32766383,6.76732289,1.44236494,4.16793736,0.05452186,0.00000000,0.03681586,0.25670323,0.12247616,1.49590136
-5.32166083,6.74104697,1.43415477,4.15596194,0.05445158,0.00000000,0.03685283,0.25548200,0.12183950,1.48759313
-5.31565783,6.72577592,1.42723944,4.15114417,0.05450514,0.00000000,0.03700170,0.25412274,0.12149774,1.48202455
-5.30965483,6.72140463,1.42155376,4.15339910,0.05467468,0.00000000,0.03726227,0.25259937,0.12145542,1.47922076
-5.30365183,6.72765828,1.41701866,4.16252717,0.05495034,0.00000000,0.03763339,0.25088975,0.12171127,1.47916996
-5.29764882,6.74408057,1.41354073,4.17820874,0.05532036,0.00000000,0.03811292,0.24897633,0.12225784,1.48181702
-5.29164582,6.77002433,1.41101140,4.20000051,0.05577130,0.00000000,0.03869759,0.24684641,0.12308114,1.48705771
-5.28564282,6.80464584,1.40930549,4.22733455,0.05628819,0.00000000,0.03938292,0.24449213,0.12416050,1.49473409
-5.27963982,6.84690375,1.40827961,4.25952051,0.05685476,0.00000000,0.04016303,0.24191020,0.12546863,1.50463118
-5.27363682,6.89556363,1.40777063,4.29575146,0.05745363,0.00000000,0.04103052,0.23910137,0.12697175,1.51647551
-5.26763382,6.94920906,1.40759434,4.33511397,0.05806654,0.00000000,0.04197630,0.23606975,0.12862998,1.52993562
-5.26163082,7.00625981,1.40754491,4.37660252,0.05867460,0.00000000,0.04298950,0.23282202,0.13039790,1.54462478
-5.25562781,7.06499752,1.40739527,4.41913841,0.05925859,0.00000000,0.04405734,0.22936664,0.13222531,1.56010608
-5.24962481,7.12359886,1.40689874,4.46159302,0.05979923,0.00000000,0.04516513,0.22571307,0.13405815,1.57589986
-5.24362181,7.18017562,1.40579224,4.50281489,0.06027753,0.00000000,0.04629632,0.22187123,0.13583961,1.59149338
-5.23761881,7.23282120,1.40380106,4.54166021,0.06067517,0.00000000,0.04743259,0.21785108,0.13751133,1.60635251
-5.23161581,7.27966191,1.40064530,4.57702548,0.06097481,0.00000000,0.04855411,0.21366246,0.13901480,1.61993526
-5.22561281,7.31891187,1.39604783,4.60788162,0.06116054,0.00000000,0.04963982,0.20931523,0.14029276,1.63170654
-5.21960980,7.34892922,1.38974359,4.63330798,0.06121821,0.00000000,0.05066786,0.20481962,0.14129066,1.64115379
-5.21360680,7.36827189,1.38148987,4.65252505,0.06113584,0.00000000,0.05161606,0.20018686,0.14195811,1.64780295
-5.20760380,7.37575029,1.37107703,4.66492444,0.06090391,0.00000000,0.05246249,0.19542995,0.14225029,1.65123404
-5.20160080,7.37047504,1.35833936,4.67009481,0.06051571,0.00000000,0.05318610,0.19056464,0.14212924,1.65109588
-5.19559780,7.35189721,1.34316527,4.66784241,0.05996751,0.00000000,0.05376741,0.18561033,0.14156502,1.64711933
-5.18959480,7.31983940,1.32550639,4.65820533,0.05925882,0.00000000,0.05418914,0.18059100,0.14053665,1.63912839
-5.18359180,7.27451583,1.30538503,4.64146046,0.05839237,0.00000000,0.05443691,0.17553602,0.13903287,1.62704882
-5.17758879,7.21654036,1.28289945,4.61812269,0.05737421,0.00000000,0.05449981,0.17048072,0.13705262,1.61091388
-5.17158579,7.14692156,1.25822653,4.58893609,0.05621355,0.00000000,0.05437099,0.16546662,0.13460528,1.59086672
-5.16558279,7.06704469,1.23162176,4.55485715,0.05492262,0.00000000,0.05404805,0.16054149,0.13171057,1.56715953
-5.15957979,6.97864088,1.20341610,4.51703045,0.05351637,0.00000000,0.05353336,0.15575882,0.12839821,1.54014920
-5.15357679,6.88374421,1.17401001,4.47675750,0.05201218,0.00000000,0.05283428,0.15117714,0.12470734,1.51028970
-5.14757379,6.78463820,1.14386467,4.43545967,0.05042937,0.00000000,0.05196311,0.14685877,0.12068560,1.47812138
-5.14157079,6.68379324,1.11349063,4.39463656,0.04878883,0.00000000,0.05093700,0.14286842,0.11638803,1.44425744
-5.13556778,6.58379723,1.08343448,4.35582103,0.04711245,0.00000000,0.04977761,0.13927135,0.11187583,1.40936822
-5.12956478,6.48728178,1.05426388,4.32053269,0.04542262,0.00000000,0.04851066,0.13613152,0.10721487,1.37416358
-5.12356178,6.39684638,1.02655160,4.29023115,0.04374174,0.00000000,0.04716535,0.13350941,0.10247419,1.33937413
-5.11755878,6.31498342,1.00085930,4.26627101,0.04209170,0.00000000,0.04577358,0.13146003,0.09772440,1.30573186
-5.11155578,6.24400649,0.97772146,4.24985992,0.04049338,0.00000000,0.04436918,0.13003083,0.09303609,1.27395082
-5.10555278,6.18598454,0.95763026,4.24202135,0.03896628,0.00000000,0.04298700,0.12925992,0.08847827,1.24470852
-5.09954977,6.14268412,0.94102194,4.24356331,0.03752810,0.00000000,0.04166194,0.12917444,0.08411694,1.21862848
-5.09354677,6.11552169,0.92826498,4.25505427,0.03619447,0.00000000,0.04042807,0.12978930,0.08001371,1.19626475
-5.08754377,6.10552759,0.91965064,4.27680692,0.03497869,0.00000000,0.03931769,0.13110632,0.07622469,1.17808857
-5.08154077,6.11332275,0.91538609,4.30887068,0.03389156,0.00000000,0.03836049,0.13311380,0.07279944,1.16447771
-5.07553777,6.13910887,0.91559020,4.35103283,0.03294133,0.00000000,0.03758277,0.13578650,0.06978021,1.15570882
-5.06953477,6.18267215,0.92029215,4.40282852,0.03213363,0.00000000,0.03700681,0.13908608,0.06720135,1.15195275
-5.06353177,6.24340006,0.92943265,4.46355897,0.03147152,0.00000000,0.03665033,0.14296209,0.06508897,1.15327312
-5.05752876,6.32031052,0.94286773,4.53231724,0.03095559,0.00000000,0.03652617,0.14735318,0.06346077,1.15962794
-5.05152576,6.41209177,0.96037472,4.60802045,0.03058409,0.00000000,0.03664203,0.15218879,0.06232608,1.17087421
-5.04552276,6.51715136,0.98166016,4.68944706,0.03035315,0.00000000,0.03700042,0.15739111,0.06168612,1.18677511
-5.03951976,6.63367203,1.00636919,4.77527768,0.03025694,0.00000000,0.03759882,0.16287720,0.06153438,1.20700965
-5.03351676,6.75967207,1.03409609,4.86413776,0.03028791,0.00000000,0.03842986,0.16856133,0.06185716,1.23118415
-5.02751376,6.89306772,1.06439546,4.95464018,0.03043709,0.00000000,0.03948176,0.17435722,0.06263423,1.25884515
-5.02151076,7.03173497,1.09679377,5.04542626,0.03069428,0.00000000,0.04073875,0.18018042,0.06383956,1.28949334
-5.01550775,7.17356847,1.13080069,5.13520323,0.03104833,0.00000000,0.04218173,0.18595043,0.06544217,1.32259786
-5.00950475,7.31653517,1.16592010,5.22277694,0.03148737,0.00000000,0.04378881,0.19159266,0.06740693,1.35761055
-5.00350175,7.45872096,1.20166034,5.30707846,0.03199907,0.00000000,0.04553607,0.19704018,0.06969548,1.39397966
-4.99749875,7.59836881,1.23754351,5.38718374,0.03257082,0.00000000,0.04739818,0.20223509,0.07226703,1.43116259
-4.99149575,7.73390731,1.27311367,5.46232583,0.03318997,0.00000000,0.04934908,0.20712958,0.07507926,1.46863730
-4.98549275,7.86396933,1.30794385,5.53189956,0.03384401,0.00000000,0.05136258,0.21168660,0.07808910,1.50591208
-4.97948974,7.98740069,1.34164178,5.59545895,0.03452075,0.00000000,0.05341295,0.21588017,0.08125343,1.54253359
-4.97348674,8.10325947,1.37385440,5.65270806,0.03520843,0.00000000,0.05547539,0.21969529,0.08452983,1.57809293
-4.96748374,8.21080710,1.40427120,5.70348617,0.03589594,0.00000000,0.05752644,0.22312755,0.08787712,1.61222979
-4.96148074,8.30949247,1.43262641,5.74774882,0.03657289,0.00000000,0.05954429,0.22618235,0.09125594,1.64463477
-4.95547774,8.39893094,1.45870036,5.78554581,0.03722975,0.00000000,0.06150902,0.22887398,0.09462917,1.67505000
-4.94947474,8.47888009,1.48231986,5.81699806,0.03785794,0.00000000,0.06340277,0.23122438,0.09796228,1.70326829
-4.94347174,8.54921430,1.50335811,5.84227475,0.03844994,0.00000000,0.06520980,0.23326185,0.10122367,1.72913103
-4.93746873,8.60989998,1.52173396,5.86157223,0.03899938,0.00000000,0.06691655,0.23501964,0.10438486,1.75252519
-4.93146573,8.66097340,1.53741086,5.87509613,0.03950107,0.00000000,0.06851158,0.23653459,0.10742062,1.77337978
-4.92546273,8.70252249,1.55039568,5.88304771,0.03995111,0.00000000,0.06998558,0.23784578,0.11030908,1.79166197
-4.91945973,8.73467396,1.56073720,5.88561516,0.04034690,0.00000000,0.07133126,0.23899335,0.11303177,1.80737321
-4.91345673,8.75758640,1.56852473,5.88297048,0.04068721,0.00000000,0.07254335,0.24001746,0.11557360,1.82054564
-4.90745373,8.77144967,1.57388660,5.87527176,0.04097214,0.00000000,0.07361847,0.24095748,0.11792280,1.83123893
-4.90145073,8.77649041,1.57698860,5.86267082,0.04120318,0.00000000,0.07455516,0.24185138,0.12007087,1.83953771
-4.89544772,8.77298320,1.57803242,5.84532534,0.04138314,0.00000000,0.07535382,0.24273532,0.12201245,1.84554962
-4.88944472,8.76126600,1.57725385,5.82341466,0.04151612,0.00000000,0.07601670,0.24364357,0.12374523,1.84940402
-4.88344172,8.74175887,1.57492082,5.79715799,0.04160741,0.00000000,0.07654793,0.24460845,0.12526980,1.85125121
-4.87743872,8.71498396,1.57133100,5.76683369,0.04166340,0.00000000,0.07695345,0.24566054,0.12658950,1.85126210
-4.87143572,8.68158523,1.56680898,5.73279807,0.04169146,0.00000000,0.07724106,0.24682895,0.12771031,1.84962812
-4.86543272,8.64234588,1.56170282,5.69550234,0.04169975,0.00000000,0.07742034,0.24814165,0.12864061,1.84656110
-4.85942971,8.59820175,1.55637997,5.65550625,0.04169700,0.00000000,0.07750259,0.24962572,0.12939109,1.84229295
-4.85342671,8.55024920,1.55122242,5.61348719,0.04169238,0.00000000,0.07750070,0.25130767,0.12997449,1.83707493
-4.84742371,8.49974599,1.54662111,5.57024389,0.04169516,0.00000000,0.07742894,0.25321346,0.13040541,1.83117629
-4.84142071,8.44810449,1.54296961,5.52669385,0.04171454,0.00000000,0.07730278,0.25536857,0.13070009,1.82488202
-4.83541771,8.39687654,1.54065722,5.48386439,0.04175935,0.00000000,0.07713851,0.25779769,0.13087614,1.81848982
-4.82941471,8.34773014,1.54006156,5.44287717,0.04183783,0.00000000,0.07695295,0.26052443,0.13095227,1.81230608
-4.82341171,8.30241832,1.54154081,5.40492669,0.04195738,0.00000000,0.07676294,0.26357068,0.13094797,1.80664094
-4.81740870,8.26274131,1.54542599,5.37125350,0.04212433,0.00000000,0.07658500,0.26695591,0.13088318,1.80180257
-4.81140570,8.23050319,1.55201328,5.34311302,0.04234383,0.00000000,0.07643476,0.27069636,0.13077798,1.79809078
-4.80540270,8.20746485,1.56155694,5.32174147,0.04261965,0.00000000,0.07632655,0.27480410,0.13065219,1.79579023
-4.79939970,8.19529506,1.57426275,5.30832007,0.04295414,0.00000000,0.07627291,0.27928614,0.13052499,1.79516342
-4.79339670,8.19552164,1.59028255,5.30393922,0.04334818,0.00000000,0.07628421,0.28414355,0.13041463,1.79644383
-4.78739370,8.20948484,1.60970982,5.30956403,0.04380126,0.00000000,0.07636830,0.28937071,0.13033799,1.79982939
-4.78139070,8.23829474,1.63257655,5.32600276,0.04431150,0.00000000,0.07653023,0.29495465,0.13031031,1.80547662
-4.77538769,8.28279434,1.65885155,5.35387919,0.04487583,0.00000000,0.07677211,0.30087468,0.13034482,1.81349569
-4.76938469,8.34352982,1.68844008,5.39361025,0.04549017,0.00000000,0.07709305,0.30710217,0.13045255,1.82394646
-4.76338169,8.42072890,1.72118498,5.44538949,0.04614964,0.00000000,0.07748922,0.31360064,0.13064203,1.83683588
-4.75737869,8.51428797,1.75686900,5.50917692,0.04684881,0.00000000,0.07795399,0.32032600,0.13091918,1.85211656
-4.75137569,8.62376837,1.79521842,5.58469552,0.04758191,0.00000000,0.07847825,0.32722718,0.13128714,1.86968682
-4.74537269,8.74840150,1.83590766,5.67143426,0.04834310,0.00000000,0.07905073,0.33424683,0.13174624,1.88939199
-4.73936968,8.88710250,1.87856476,5.76865729,0.04912668,0.00000000,0.07965845,0.34132234,0.13229400,1.91102694
-4.73336668,9.03849159,1.92277753,5.87541883,0.04992726,0.00000000,0.08028720,0.34838690,0.13292520,1.93433986
-4.72736368,9.20092235,1.96810025,5.99058294,0.05073990,0.00000000,0.08092207,0.35537081,0.13363194,1.95903695
-4.72136068,9.37251551,2.01406069,6.11284745,0.05156019,0.00000000,0.08154795,0.36220273,0.13440393,1.98478804
-4.71535768,9.55119740,2.06016734,6.24077104,0.05238428,0.00000000,0.08215006,0.36881103,0.13522861,2.01123289
-4.70935468,9.73474159,2.10591681,6.37280265,0.05320883,0.00000000,0.08271441,0.37512521,0.13609151,2.03798809
-4.70335168,9.92081277,2.15080114,6.50731224,0.05403097,0.00000000,0.08322818,0.38107710,0.13697655,2.06465430
-4.69734867,10.10701154,2.19431516,6.64262212,0.05484809,0.00000000,0.08368009,0.38660218,0.13786641,2.09082378
-4.69134567,10.29091932,2.23596373,6.77703810,0.05565775,0.00000000,0.08406064,0.39164074,0.13874293,2.11608806
-4.68534267,10.47014224,2.27526877,6.90887974,0.05645742,0.00000000,0.08436227,0.39613889,0.13958757,2.14004563
-4.67933967,10.64235348,2.31177619,7.03650923,0.05724432,0.00000000,0.08457949,0.40004953,0.14038180,2.16230942
-4.67333667,10.80533303,2.34506255,7.15835831,0.05801518,0.00000000,0.08470881,0.40333314,0.14110760,2.18251415
-4.66733367,10.95700457,2.37474131,7.27295298,0.05876613,0.00000000,0.08474877,0.40595843,0.14174787,2.20032322
-4.66133067,11.09546864,2.40046882,7.37893559,0.05949248,0.00000000,0.08469970,0.40790282,0.14228688,2.21543514
-4.65532766,11.21903177,2.42194965,7.47508413,0.06018872,0.00000000,0.08456366,0.40915276,0.14271065,2.22758926
-4.64932466,11.32623104,2.43894137,7.56032845,0.06084843,0.00000000,0.08434415,0.40970387,0.14300733,2.23657072
-4.64332166,11.41585366,2.45125849,7.63376331,0.06146431,0.00000000,0.08404591,0.40956088,0.14316744,2.24221446
