energy_ev,total_up,C_s_up,C_p_up,Os_p_up,Os_d_up,Se_s_up,Se_p_up,Zn_p_up,Zn_d_up
-5.77788894,0.96792524,0.00904668,0.11079241,0.37522020,0.24385072,0.00489035,0.34486919,0.47527730,0.04854705
-5.77188594,1.04232138,0.00843209,0.11888687,0.40379015,0.26867497,0.00521664,0.36960373,0.50782237,0.05172330
-5.76588294,1.11892774,0.00783273,0.12686471,0.43257731,0.29527526,0.00558040,0.39485135,0.53990493,0.05489952
-5.75987994,1.19696442,0.00725668,0.13460192,0.46117777,0.32347620,0.00597888,0.42037315,0.57104891,0.05803480
-5.75387694,1.27561217,0.00671086,0.14197511,0.48917510,0.35308189,0.00640902,0.44591249,0.60077762,0.06108783
-5.74787394,1.35402764,0.00620101,0.14886481,0.51614900,0.38387715,0.00686741,0.47120054,0.62862579,0.06401783
-5.74187094,1.43136166,0.00573157,0.15515891,0.54168504,0.41562989,0.00735038,0.49596289,0.65415256,0.06678554
-5.73586793,1.50678023,0.00530572,0.16075626,0.56538524,0.44809486,0.00785413,0.51992711,0.67695479,0.06935440
-5.72986493,1.57948765,0.00492541,0.16557014,0.58687907,0.48101865,0.00837474,0.54283093,0.69668033,0.07169161
-5.72386193,1.64875090,0.00459144,0.16953158,0.60583453,0.51414597,0.00890844,0.56443089,0.71304063,0.07376928
-5.71785893,1.71392475,0.00430362,0.17259226,0.62196880,0.54722719,0.00945164,0.58451105,0.72582220,0.07556544
-5.71185593,1.77447633,0.00406086,0.17472695,0.63505799,0.58002673,0.01000118,0.60289150,0.73489640,0.07706503
-5.70585293,1.83000851,0.00386139,0.17593527,0.64494559,0.61233229,0.01055444,0.61943629,0.74022709,0.07826068
-5.69984992,1.88028088,0.00370288,0.17624271,0.65154922,0.64396438,0.01110953,0.63406055,0.74187573,0.07915332
-5.69384692,1.92522749,0.00358266,0.17570087,0.65486533,0.67478599,0.01166541,0.64673634,0.74000362,0.07975255
-5.68784392,1.96497041,0.00349787,0.17438668,0.65497156,0.70471174,0.01222198,0.65749709,0.73487115,0.08007685
-5.68184092,1.99982833,0.00344561,0.17240089,0.65202666,0.73371622,0.01278018,0.66644035,0.72683384,0.08015341
-5.67583792,2.03031945,0.00342309,0.16986557,0.64626785,0.76184103,0.01334196,0.67372858,0.71633536,0.08001778
-5.66983492,2.05715838,0.00342776,0.16692088,0.63800570,0.78920000,0.01391033,0.67958798,0.70389757,0.07971322
-5.66383192,2.08124637,0.00345743,0.16372102,0.62761658,0.81598231,0.01448920,0.68430520,0.69010786,0.07928974
-5.65782891,2.10365518,0.00351031,0.16042975,0.61553304,0.84245301,0.01508326,0.68822196,0.67560425,0.07880299
-5.65182591,2.12560442,0.00358513,0.15721532,0.60223234,0.86895092,0.01569778,0.69172766,0.66105852,0.07831287
-5.64582291,2.14843279,0.00368112,0.15424523,0.58822353,0.89588341,0.01633837,0.69525007,0.64715799,0.07788190
-5.63981991,2.17356394,0.00379807,0.15168095,0.57403357,0.92371843,0.01701066,0.69924438,0.63458651,0.07757356
-5.63381691,2.20246756,0.00393631,0.14967260,0.56019285,0.95297344,0.01771998,0.70418079,0.62400513,0.07745041
-5.62781391,2.23661693,0.00409667,0.14835415,0.54722068,0.98420190,0.01847104,0.71053107,0.61603310,0.07757226
-5.62181091,2.27744397,0.00428047,0.14783892,0.53561123,1.01797724,0.01926753,0.71875431,0.61122974,0.07799422
-5.61580790,2.32629320,0.00448943,0.14821584,0.52582021,1.05487504,0.02011181,0.72928250,0.61007773,0.07876491
-5.60980490,2.38437614,0.00472559,0.14954648,0.51825296,1.09545382,0.02100462,0.74250608,0.61296824,0.07992474
-5.60380190,2.45272748,0.00499124,0.15186295,0.51325404,1.14023513,0.02194478,0.75876024,0.62018847,0.08150433
-5.59779890,2.53216464,0.00528880,0.15516686,0.51109881,1.18968342,0.02292907,0.77831208,0.63191188,0.08352323
-5.59179590,2.62325217,0.00562074,0.15942933,0.51198709,1.24418662,0.02395207,0.80134942,0.64819138,0.08598884
-5.58579290,2.72627211,0.00598940,0.16459198,0.51603916,1.30403779,0.02500618,0.82797132,0.66895587,0.08889566
-5.57978989,2.84120175,0.00639694,0.17056913,0.52329401,1.36941870,0.02608170,0.85818093,0.69401010,0.09222499
-5.57378689,2.96769935,0.00684518,0.17725078,0.53371006,1.44038573,0.02716701,0.89188082,0.72303797,0.09594488
-5.56778389,3.10509869,0.00733547,0.18450671,0.54716799,1.51685861,0.02824890,0.92887099,0.75560925,0.10001053
-5.56178089,3.25241275,0.00786860,0.19219112,0.56347570,1.59861235,0.02931292,0.96884990,0.79118948,0.10436519
-5.55577789,3.40834642,0.00844466,0.20014798,0.58237520,1.68527276,0.03034385,1.01141825,0.82915291,0.10894124
-5.54977489,3.57131811,0.00906298,0.20821675,0.60355097,1.77631552,0.03132622,1.05608571,0.86879807,0.11366186
-5.54377189,3.73948950,0.00972201,0.21623823,0.62663966,1.87106903,0.03224492,1.10228040,0.90936547,0.11844280
-5.53776888,3.91080272,0.01041927,0.22406037,0.65124065,1.96872102,0.03308567,1.14936079,0.95005703,0.12319460
-5.53176588,4.08302371,0.01115131,0.23154379,0.67692716,2.06832878,0.03383569,1.19662979,0.99005662,0.12782486
-5.52576288,4.25379055,0.01191367,0.23856680,0.70325753,2.16883274,0.03448414,1.24335063,1.02855095,0.13224071
-5.51975988,4.42066526,0.01270088,0.24502954,0.72978631,2.26907342,0.03502262,1.28876403,1.06475038,0.13635129
-5.51375688,4.58118759,0.01350652,0.25085741,0.75607477,2.36781121,0.03544546,1.33210623,1.09790875,0.14007012
-5.50775388,4.73292931,0.01432323,0.25600319,0.78170057,2.46374869,0.03575005,1.37262724,1.12734181,0.14331746
-5.50175088,4.87354739,0.01514286,0.26044814,0.80626644,2.55555519,0.03593687,1.40960890,1.15244355,0.14602231
-5.49574787,5.00083473,0.01595653,0.26420176,0.82940740,2.64189296,0.03600952,1.44238211,1.17270000,0.14812425
-5.48974487,5.11276717,0.01675484,0.26730034,0.85079673,2.72144464,0.03597458,1.47034281,1.18770004,0.14957483
-5.48374187,5.20754557,0.01752796,0.26980432,0.87015034,2.79294120,0.03584125,1.49296619,1.19714302,0.15033868
-5.47773887,5.28363197,0.01826591,0.27179463,0.88722962,2.85519001,0.03562100,1.50981868,1.20084301,0.15039408
-5.47173587,5.33977923,0.01895873,0.27336802,0.90184291,2.90710211,0.03532705,1.52056753,1.19872965,0.14973325
-5.46573287,5.37505335,0.01959669,0.27463184,0.91384555,2.94771814,0.03497375,1.52498755,1.19084566,0.14836209
-5.45972986,5.38884826,0.02017054,0.27569827,0.92313867,2.97623206,0.03457593,1.52296498,1.17734135,0.14629962
-5.45372686,5.38089286,0.02067173,0.27667845,0.92966699,2.99201203,0.03414830,1.51449836,1.15846635,0.14357704
-5.44772386,5.35125033,0.02109259,0.27767671,0.93341572,2.99461764,0.03370473,1.49969639,1.13455904,0.14023643
-5.44172086,5.30030999,0.02142655,0.27878511,0.93440681,2.98381282,0.03325764,1.47877306,1.10603410,0.13632931
-5.43571786,5.22877196,0.02166828,0.28007873,0.93269470,2.95957402,0.03281752,1.45204010,1.07336874,0.13191490
-5.42971486,5.13762547,0.02181383,0.28161171,0.92836192,2.92209307,0.03239243,1.41989713,1.03708821,0.12705837
-5.42371186,5.02812120,0.02186071,0.28341438,0.92151447,2.87177448,0.03198771,1.38281994,0.99775085,0.12182895
-5.41770885,4.90173879,0.02180794,0.28549153,0.91227743,2.80922719,0.03160581,1.34134721,0.95593361,0.11629815
-5.41170585,4.76015041,0.02165607,0.28782191,0.90079070,2.73525090,0.03124621,1.29606630,0.91221799,0.11053797
-5.40570285,4.60518137,0.02140712,0.29035900,0.88720509,2.65081721,0.03090554,1.24759840,0.86717722,0.10461933
-5.39969985,4.43876903,0.02106451,0.29303285,0.87167888,2.55704632,0.03057785,1.19658372,0.82136467,0.09861054
-5.39369685,4.26292112,0.02063299,0.29575318,0.85437475,2.45517991,0.03025491,1.14366705,0.77530395,0.09257612
-5.38769385,4.07967453,0.02011842,0.29841321,0.83545731,2.34655114,0.02992675,1.08948411,0.72948069,0.08657575
-5.38169085,3.89105577,0.01952771,0.30089435,0.81509100,2.23255289,0.02958215,1.03464917,0.68433610,0.08066344
-5.37568784,3.69904389,0.01886855,0.30307131,0.79343855,2.11460523,0.02920927,0.97974402,0.64026243,0.07488700
-5.36968484,3.50553698,0.01814927,0.30481750,0.77065981,1.99412328,0.02879626,0.92530868,0.59760009,0.06928769
-5.36368184,3.31232267,0.01737866,0.30601039,0.74691096,1.87248654,0.02833188,0.87183384,0.55663633,0.06390009
-5.35767884,3.12105328,0.01656574,0.30653665,0.72234401,1.75101064,0.02780605,0.81975517,0.51760542,0.05875216
-5.35167584,2.93322597,0.01571962,0.30629684,0.69710652,1.63092237,0.02721037,0.76944938,0.48069002,0.05386542
-5.34567284,2.75016786,0.01484934,0.30520935,0.67134146,1.51333865,0.02653854,0.72123196,0.44602352,0.04925536
-5.33966983,2.57302623,0.01396370,0.30321358,0.64518715,1.39924992,0.02578665,0.67535657,0.41369314,0.04493186
-5.33366683,2.40276350,0.01307113,0.30027216,0.61877718,1.28950811,0.02495339,0.63201564,0.38374363,0.04089969
-5.32766383,2.24015664,0.01217962,0.29637213,0.59224026,1.18481944,0.02404010,0.59134233,0.35618127,0.03715914
-5.32166083,2.08580053,0.01129659,0.29152510,0.56570007,1.08574168,0.02305073,0.55341339,0.33097799,0.03370658
-5.31565783,1.94011484,0.01042883,0.28576639,0.53927482,0.99268575,0.02199169,0.51825278,0.30807566,0.03053502
-5.30965483,1.80335378,0.00958247,0.27915324,0.51307683,0.90592111,0.02087154,0.48583609,0.28739012,0.02763476
-5.30365183,1.67561813,0.00876291,0.27176220,0.48721189,0.82558441,0.01970071,0.45609526,0.26881517,0.02499387
-5.29764882,1.55686917,0.00797482,0.26368588,0.46177861,0.75169075,0.01849104,0.42892385,0.25222631,0.02259873
-5.29164582,1.44694389,0.00722213,0.25502914,0.43686757,0.68414706,0.01725536,0.40418246,0.23748425,0.02043446
-5.28564282,1.34557101,0.00650802,0.24590508,0.41256065,0.62276675,0.01600702,0.38170443,0.22443828,0.01848537
-5.27963982,1.25238763,0.00583495,0.23643083,0.38893027,0.56728517,0.01475945,0.36130162,0.21292940,0.01673527
-5.27363682,1.16695598,0.00520469,0.22672350,0.36603882,0.51737529,0.01352573,0.34277030,0.20279329,0.01516785
-5.26763382,1.08878016,0.00461833,0.21689644,0.34393824,0.47266318,0.01231819,0.32589699,0.19386323,0.01376692
-5.26163082,1.01732253,0.00407632,0.20705589,0.32266985,0.43274274,0.01114811,0.31046424,0.18597287,0.01251664
-5.25562781,0.95201971,0.00357855,0.19729824,0.30226440,0.39718959,0.01002546,0.29625628,0.17895893,0.01140175
-5.24962481,0.89229788,0.00312439,0.18770802,0.28274248,0.36557368,0.00895870,0.28306435,0.17266389,0.01040774
-5.24362181,0.83758728,0.00271271,0.17835661,0.26411517,0.33747062,0.00795467,0.27069169,0.16693850,0.00952100
-5.23761881,0.78733580,0.00234202,0.16930170,0.24638499,0.31247148,0.00701856,0.25895807,0.16164420,0.00872892
-5.23161581,0.74102139,0.00201047,0.16058762,0.22954713,0.29019121,0.00615395,0.24770367,0.15665544,0.00802003
-5.22561281,0.69816316,0.00171594,0.15224621,0.21359090,0.27027549,0.00536287,0.23679234,0.15186166,0.00738404
-5.21960980,0.65833116,0.00145611,0.14429847,0.19850127,0.25240617,0.00464591,0.22611406,0.14716907,0.00681192
-5.21360680,0.62115444,0.00122853,0.13675661,0.18426058,0.23630534,0.00400246,0.21558650,0.14250211,0.00629592
-5.20760380,0.58632747,0.00103068,0.12962650,0.17085021,0.22173803,0.00343082,0.20515581,0.13780441,0.00582961
-5.20160080,0.55361468,0.00086003,0.12291028,0.15825221,0.20851373,0.00292846,0.19479650,0.13303946,0.00540782
-5.19559780,0.52285316,0.00071410,0.11660906,0.14645083,0.19648680,0.00249223,0.18451043,0.12819064,0.00502667
-5.18959480,0.49395337,0.00059050,0.11072555,0.13543379,0.18555575,0.00211851,0.17432515,0.12326090,0.00468347
-5.18359180,0.46689794,0.00048701,0.10526630,0.12519335,0.17566164,0.00180349,0.16429145,0.11827191,0.00437671
-5.17758879,0.44173860,0.00040158,0.10024368,0.11572713,0.16678561,0.00154326,0.15448044,0.11326269,0.00410590
-5.17158579,0.41859126,0.00033242,0.09567734,0.10703850,0.15894556,0.00133400,0.14498017,0.10828789,0.00387155
-5.16558279,0.39762948,0.00027799,0.09159508,0.09913679,0.15219220,0.00117211,0.13589193,0.10341567,0.00367497
-5.15957979,0.37907630,0.00023704,0.08803307,0.09203706,0.14660443,0.00105427,0.12732652,0.09872518,0.00351824
-5.15357679,0.36319486,0.00020868,0.08503547,0.08575962,0.14228419,0.00097754,0.11940037,0.09430389,0.00340398
-5.14757379,0.35027768,0.00019236,0.08265340,0.08032919,0.13935078,0.00093936,0.11223183,0.09024469,0.00333527
-5.14157079,0.34063517,0.00018791,0.08094327,0.07577391,0.13793483,0.00093760,0.10593766,0.08664286,0.00331548
-5.13556778,0.33458330,0.00019558,0.07996455,0.07212401,0.13817193,0.00097049,0.10062974,0.08359305,0.00334810
-5.12956478,0.33243087,0.00021607,0.07977715,0.06941041,0.14019602,0.00103665,0.09641219,0.08118623,0.00343660
-5.12356178,0.33446656,0.00025051,0.08043834,0.06766309,0.14413273,0.00113496,0.09337873,0.07950685,0.00358427
-5.11755878,0.34094608,0.00030054,0.08199951,0.06690951,0.15009262,0.00126455,0.09161052,0.07862999,0.00379407
-5.11155578,0.35207969,0.00036828,0.08450275,0.06717289,0.15816471,0.00142470,0.09117434,0.07861892,0.00406843
-5.10555278,0.36802046,0.00045636,0.08797751,0.06847059,0.16841020,0.00161473,0.09212111,0.07952280,0.00440919
-5.09954977,0.38885359,0.00056792,0.09243742,0.07081259,0.18085686,0.00183393,0.09448484,0.08137476,0.00481738
-5.09354677,0.41458715,0.00070658,0.09787745,0.07420006,0.19549395,0.00208150,0.09828186,0.08419031,0.00529316
-5.08754377,0.44514456,0.00087645,0.10427153,0.07862414,0.21226819,0.00235638,0.10351044,0.08796624,0.00583569
-5.08154077,0.48035927,0.00108204,0.11157078,0.08406499,0.23108077,0.00265726,0.11015074,0.09267989,0.00644308
-5.07553777,0.51997176,0.00132824,0.11970245,0.09049102,0.25178570,0.00298247,0.11816500,0.09828895,0.00711231
-5.06953477,0.56362933,0.00162015,0.12856970,0.09785850,0.27418960,0.00332997,0.12749815,0.10473175,0.00783925
-5.06353177,0.61088870,0.00196303,0.13805221,0.10611146,0.29805309,0.00369727,0.13807860,0.11192807,0.00861864
-5.05752876,0.66122160,0.00236212,0.14800777,0.11518189,0.32309381,0.00408145,0.14981939,0.11978047,0.00944419
-5.05152576,0.71402327,0.00282244,0.15827474,0.12499024,0.34899114,0.00447915,0.16261955,0.12817609,0.01030862
-5.04552276,0.76862377,0.00334860,0.16867536,0.13544632,0.37539248,0.00488664,0.17636568,0.13698899,0.01120382
-5.03951976,0.82430174,0.00394458,0.17901992,0.14645031,0.40192090,0.00529980,0.19093367,0.14608279,0.01212099
-5.03351676,0.88030030,0.00461343,0.18911151,0.15789409,0.42818409,0.00571424,0.20619061,0.15531375,0.01305082
-5.02751376,0.93584445,0.00535708,0.19875132,0.16966275,0.45378417,0.00612534,0.22199667,0.16453401,0.01398370
-5.02151076,0.99015937,0.00617603,0.20774422,0.18163612,0.47832799,0.00652837,0.23820704,0.17359507,0.01490990
-5.01550775,1.04248905,0.00706911,0.21590445,0.19369043,0.50143765,0.00691853,0.25467379,0.18235125,0.01581982
-5.00950475,1.09211434,0.00803330,0.22306119,0.20569998,0.52276071,0.00729113,0.27124758,0.19066309,0.01670418
-5.00350175,1.13836987,0.00906351,0.22906375,0.21753871,0.54197971,0.00764163,0.28777927,0.19840060,0.01755419
-4.99749875,1.18065925,0.01015246,0.23378620,0.22908168,0.55882056,0.00796574,0.30412133,0.20544619,0.01836177
-4.99149575,1.21846779,0.01129067,0.23713129,0.24020657,0.57305958,0.00825953,0.32012904,0.21169729,0.01911964
-4.98549275,1.25137262,0.01246642,0.23903337,0.25079489,0.58452881,0.00851951,0.33566160,0.21706850,0.01982148
-4.97948974,1.27904982,0.01366589,0.23946037,0.26073326,0.59311947,0.00874267,0.35058310,0.22149328,0.02046200
-4.97348674,1.30127850,0.01487336,0.23841464,0.26991447,0.59878351,0.00892658,0.36476345,0.22492516,0.02103698
-4.96748374,1.31794199,0.01607150,0.23593275,0.27823863,0.60153326,0.00906940,0.37807935,0.22733846,0.02154331
-4.96148074,1.32902630,0.01724174,0.23208415,0.28561419,0.60143930,0.00916993,0.39041542,0.22872854,0.02197900
-4.95547774,1.33461638,0.01836475,0.22696900,0.29195905,0.59862679,0.00922762,0.40166546,0.22911167,0.02234315
-4.94947474,1.33489049,0.01942093,0.22071503,0.29720175,0.59327056,0.00924259,0.41173405,0.22852450,0.02263598
-4.94347174,1.33011330,0.02039103,0.21347388,0.30128265,0.58558924,0.00921561,0.42053845,0.22702326,0.02285874
-4.93746873,1.32062821,0.02125667,0.20541682,0.30415528,0.57583877,0.00914811,0.42801077,0.22468270,0.02301373
-4.93146573,1.30684936,0.02200100,0.19673031,0.30578771,0.56430576,0.00904218,0.43410049,0.22159485,0.02310431
-4.92546273,1.28925368,0.02260924,0.18761135,0.30616387,0.55130084,0.00890048,0.43877715,0.21786767,0.02313484
-4.91945973,1.26837331,0.02306915,0.17826300,0.30528499,0.53715231,0.00872626,0.44203316,0.21362351,0.02311071
-4.91345673,1.24478847,0.02337152,0.16889000,0.30317074,0.52220035,0.00852331,0.44388650,0.20899752,0.02303839
-4.90745373,1.21912076,0.02351050,0.15969485,0.29986025,0.50679175,0.00829590,0.44438320,0.20413590,0.02292535
-4.90145073,1.19202676,0.02348376,0.15087418,0.29541284,0.49127537,0.00804871,0.44359934,0.19919401,0.02278012
-4.89544772,1.16419168,0.02329264,0.14261564,0.28990826,0.47599798,0.00778678,0.44164228,0.19433430,0.02261225
-4.88944472,1.13632263,0.02294210,0.13509515,0.28344651,0.46130073,0.00751541,0.43865109,0.18972402,0.02243225
-4.88344172,1.10914124,0.02244053,0.12847466,0.27614701,0.44751571,0.00724008,0.43479580,0.18553265,0.02225151
-4.87743872,1.08337517,0.02179946,0.12290024,0.26814725,0.43496268,0.00696633,0.43027544,0.18192909,0.02208213
-4.87143572,1.05974823,0.02103318,0.11850040,0.25960073,0.42394560,0.00669967,0.42531469,0.17907849,0.02193677
-4.86543272,1.03896883,0.02015824,0.11538479,0.25067427,0.41474890,0.00644543,0.42015931,0.17713886,0.02182836
-4.85942971,1.02171674,0.01919287,0.11364287,0.24154482,0.40763318,0.00620864,0.41507008,0.17625740,0.02176983
-4.85342671,1.00862827,0.01815645,0.11334286,0.23239568,0.40283058,0.00599394,0.41031577,0.17656671,0.02177372
-4.84742371,1.00027997,0.01706882,0.11453062,0.22341243,0.40053944,0.00580539,0.40616499,0.17818086,0.02185182
-4.84142071,0.99717154,0.01594974,0.11722866,0.21477858,0.40091865,0.00564638,0.40287751,0.18119165,0.02201472
-4.83541771,0.99970830,0.01481833,0.12143524,0.20667110,0.40408179,0.00551953,0.40069513,0.18566498,0.02227138
-4.82941471,1.00818428,0.01369254,0.12712349,0.19925607,0.41009115,0.00542660,0.39983271,0.19163769,0.02262872
-4.82341171,1.02276646,0.01258872,0.13424080,0.19268460,0.41895224,0.00536838,0.40046958,0.19911500,0.02309124
-4.81740870,1.04348135,0.01152134,0.14270847,0.18708908,0.43060889,0.00534469,0.40274188,0.20806860,0.02366066
-4.81140570,1.07020470,0.01050267,0.15242169,0.18258005,0.44493954,0.00535434,0.40673616,0.21843579,0.02433570
-4.80540270,1.10265510,0.00954269,0.16325002,0.17924370,0.46175491,0.00539515,0.41248455,0.23011951,0.02511189
-4.79939970,1.14039241,0.00864903,0.17503848,0.17714013,0.48079757,0.00546401,0.41996189,0.24298963,0.02598155
-4.79339670,1.18282124,0.00782697,0.18760920,0.17630246,0.50174361,0.00555692,0.42908487,0.25688529,0.02693384
-4.78739370,1.22920008,0.00707959,0.20076390,0.17673672,0.52420662,0.00566917,0.43971346,0.27161843,0.02795496
-4.78139070,1.27865592,0.00640794,0.21428703,0.17842258,0.54774409,0.00579540,0.45165444,0.28697834,0.02902849
-4.77538769,1.33020415,0.00581127,0.22794964,0.18131479,0.57186614,0.00592982,0.46466710,0.30273716,0.03013579
-4.76938469,1.38277322,0.00528726,0.24151394,0.18534535,0.59604657,0.00606636,0.47847068,0.31865601,0.03125657
-4.76338169,1.43523331,0.00483237,0.25473843,0.19042613,0.61973573,0.00619888,0.49275348,0.33449165,0.03236947
-4.75737869,1.48642776,0.00444205,0.26738337,0.19645193,0.64237499,0.00632135,0.50718305,0.35000324,0.03345272
-4.75137569,1.53520629,0.00411107,0.27921657,0.20330376,0.66341217,0.00642806,0.52141706,0.36495904,0.03448481
-4.74537269,1.58045844,0.00383376,0.29001917,0.21085222,0.68231735,0.00651379,0.53511444,0.37914257,0.03544517
-4.73936968,1.62114591,0.00360426,0.29959125,0.21896077,0.69859859,0.00657397,0.54794615,0.39235817,0.03631477
-4.73336668,1.65633247,0.00341670,0.30775694,0.22748878,0.71181656,0.00660487,0.55960520,0.40443540,0.03707671
-4.72736368,1.68520999,0.00326538,0.31436901,0.23629433,0.72159782,0.00660363,0.56981552,0.41523247,0.03771661
-4.72136068,1.70711978,0.00314490,0.31931250,0.24523656,0.72764599,0.00656845,0.57833917,0.42463820,0.03822303
-4.71535768,1.72156819,0.00305023,0.32250747,0.25417750,0.72975023,0.00649857,0.58498183,0.43257272,0.03858761
-4.70935468,1.72823601,0.00297680,0.32391053,0.26298361,0.72779101,0.00639430,0.58959623,0.43898680,0.03880519
-4.70335168,1.72698152,0.00292049,0.32351531,0.27152676,0.72174255,0.00625704,0.59208364,0.44386003,0.03887379
-4.69734867,1.71783722,0.00287766,0.32135166,0.27968491,0.71167222,0.00608923,0.59239337,0.44719794,0.03879436
-4.69134567,1.70100087,0.00284514,0.31748382,0.28734259,0.69773672,0.00589427,0.59052056,0.44902840,0.03857059
-4.68534267,1.67682138,0.00282017,0.31200752,0.29439118,0.68017552,0.00567648,0.58650241,0.44939755,0.03820853
-4.67933967,1.64578069,0.00280036,0.30504632,0.30072920,0.65930174,0.00544099,0.58041339,0.44836554,0.03771618
-4.67333667,1.60847274,0.00278370,0.29674720,0.30626278,0.63549109,0.00519365,0.57235955,0.44600253,0.03710307
-4.66733367,1.56558079,0.00276846,0.28727583,0.31090626,0.60916941,0.00494098,0.56247264,0.44238506,0.03637981
-4.66133067,1.51785427,0.00275322,0.27681155,0.31458321,0.58079933,0.00469002,0.55090414,0.43759319,0.03555772
-4.65532766,1.46608643,0.00273679,0.26554245,0.31722775,0.55086679,0.00444833,0.53781976,0.43170853,0.03464842
-4.64932466,1.41109372,0.00271822,0.25366070,0.31878622,0.51986788,0.00422393,0.52339457,0.42481320,0.03366360
-4.64332166,1.35369777,0.00269681,0.24135822,0.31921930,0.48829664,0.00402523,0.50780912,0.41698992,0.03261476
