energy_ev,total_up,C_s_up,C_p_up,Cd_p_up,Cd_d_up,Mg_p_up,Mg_d_up,Te_p_up,Te_d_up
-6.00000000,1.19838218,0.08027671,0.02764023,0.39273417,0.25190425,0.36448633,0.00000000,0.55114568,0.00000000
-5.99399700,1.22607547,0.07705369,0.02924332,0.40413915,0.25445449,0.38628052,0.00000000,0.56995635,0.00000000
-5.98799400,1.24981600,0.07350112,0.03089314,0.41484022,0.25591896,0.40703972,0.00000000,0.58697625,0.00000000
-5.98199100,1.26947333,0.06969970,0.03257815,0.42481087,0.25628982,0.42653722,0.00000000,0.60205882,0.00000000
-5.97598799,1.28504342,0.06573384,0.03429345,0.43408030,0.25557849,0.44459524,0.00000000,0.61511956,0.00000000
-5.96998499,1.29665596,0.06168939,0.03604123,0.44273576,0.25381593,0.46109449,0.00000000,0.62614265,0.00000000
-5.96398199,1.30457851,0.05765145,0.03783105,0.45092347,0.25105265,0.47598175,0.00000000,0.63518582,0.00000000
-5.95797899,1.30921654,0.05370232,0.03967976,0.45884752,0.24735833,0.48927511,0.00000000,0.64238280,0.00000000
-5.95197599,1.31110875,0.04991962,0.04161126,0.46676657,0.24282085,0.50106623,0.00000000,0.64794301,0.00000000
-5.94597299,1.31091726,0.04637468,0.04365584,0.47498815,0.23754495,0.51151936,0.00000000,0.65214809,0.00000000
-5.93996998,1.30941215,0.04313121,0.04584921,0.48386031,0.23165024,0.52086685,0.00000000,0.65534514,0.00000000
-5.93396698,1.30745059,0.04024415,0.04823126,0.49376077,0.22526868,0.52940121,0.00000000,0.65793660,0.00000000
-5.92796398,1.30595064,0.03775895,0.05084440,0.50508356,0.21854159,0.53746368,0.00000000,0.66036693,0.00000000
-5.92196098,1.30586037,0.03571091,0.05373170,0.51822352,0.21161611,0.54542990,0.00000000,0.66310650,0.00000000
-5.91595798,1.30812327,0.03412497,0.05693477,0.53355909,0.20464140,0.55369293,0.00000000,0.66663300,0.00000000
-5.90995498,1.31364123,0.03301552,0.06049153,0.55143400,0.19776448,0.56264453,0.00000000,0.67141140,0.00000000
-5.90395198,1.32323636,0.03238654,0.06443396,0.57213853,0.19112611,0.57265533,0.00000000,0.67787299,0.00000000
-5.89794897,1.33761374,0.03223183,0.06878585,0.59589128,0.18485664,0.58405498,0.00000000,0.68639464,0.00000000
-5.89194597,1.35732654,0.03253541,0.07356084,0.62282224,0.17907218,0.59711311,0.00000000,0.69727921,0.00000000
-5.88594297,1.38274562,0.03327207,0.07876067,0.65295820,0.17387121,0.61202222,0.00000000,0.71073820,0.00000000
-5.87993997,1.41403533,0.03440800,0.08437396,0.68621136,0.16933183,0.62888323,0.00000000,0.72687754,0.00000000
-5.87393697,1.45113704,0.03590160,0.09037544,0.72237184,0.16550974,0.64769484,0.00000000,0.74568752,0.00000000
-5.86793397,1.49376170,0.03770439,0.09672585,0.76110503,0.16243714,0.66834704,0.00000000,0.76703740,0.00000000
-5.86193097,1.54139244,0.03976200,0.10337246,0.80195398,0.16012257,0.69061951,0.00000000,0.79067541,0.00000000
-5.85592796,1.59329750,0.04201537,0.11025031,0.84434731,0.15855179,0.71418511,0.00000000,0.81623426,0.00000000
-5.84992496,1.64855352,0.04440198,0.11728418,0.88761247,0.15768957,0.73861840,0.00000000,0.84324218,0.00000000
-5.84392196,1.70607844,0.04685724,0.12439104,0.93099419,0.15748248,0.76340912,0.00000000,0.87113922,0.00000000
-5.83791896,1.76467290,0.04931598,0.13148322,0.97367743,0.15786232,0.78797995,0.00000000,0.89929822,0.00000000
-5.83191596,1.82306841,0.05171393,0.13847182,1.01481402,0.15875028,0.81170793,0.00000000,0.92704955,0.00000000
-5.82591296,1.87998008,0.05398931,0.14527040,1.05355191,0.16006142,0.83394861,0.00000000,0.95370848,0.00000000
-5.81990995,1.93416156,0.05608434,0.15179880,1.08906574,0.16170934,0.85406178,0.00000000,0.97860417,0.00000000
-5.81390695,1.98445929,0.05794670,0.15798664,1.12058731,0.16361072,0.87143759,0.00000000,1.00110848,0.00000000
-5.80790395,2.02986344,0.05953086,0.16377660,1.14743449,0.16568963,0.88552186,0.00000000,1.02066358,0.00000000
-5.80190095,2.06955278,0.06079929,0.16912702,1.16903720,0.16788113,0.89583935,0.00000000,1.03680668,0.00000000
-5.79589795,2.10293104,0.06172331,0.17401383,1.18495909,0.17013419,0.90201385,0.00000000,1.04919072,0.00000000
-5.78989495,2.12965267,0.06228382,0.17843158,1.19491389,0.17241360,0.90378414,0.00000000,1.05759994,0.00000000
-5.78389195,2.14963659,0.06247163,0.18239344,1.19877554,0.17470095,0.90101508,0.00000000,1.06195941,0.00000000
-5.77788894,2.16306690,0.06228753,0.18593024,1.19658157,0.17699434,0.89370327,0.00000000,1.06233802,0.00000000
-5.77188594,2.17038046,0.06174200,0.18908850,1.18852964,0.17930715,0.88197712,0.00000000,1.05894477,0.00000000
-5.76588294,2.17224177,0.06085461,0.19192749,1.17496740,0.18166573,0.86609138,0.00000000,1.05211850,0.00000000
-5.75987994,2.16950659,0.05965322,0.19451554,1.15637626,0.18410624,0.84641635,0.00000000,1.04231148,0.00000000
-5.75387694,2.16317595,0.05817286,0.19692581,1.13334994,0.18667087,0.82342266,0.00000000,1.03006790,0.00000000
-5.74787394,2.15434329,0.05645446,0.19923158,1.10656908,0.18940359,0.79766212,0.00000000,1.01599813,0.00000000
-5.74187094,2.14413737,0.05454357,0.20150159,1.07677313,0.19234582,0.76974589,0.00000000,1.00075037,0.00000000
-5.73586793,2.13366426,0.05248892,0.20379549,1.04473120,0.19553218,0.74032103,0.00000000,0.98498089,0.00000000
-5.72986493,2.12395162,0.05034109,0.20615980,1.01121329,0.19898676,0.71004659,0.00000000,0.96932470,0.00000000
-5.72386193,2.11589829,0.04815135,0.20862456,0.97696346,0.20272006,0.67957042,0.00000000,0.95436794,0.00000000
-5.71785893,2.11023215,0.04597058,0.21120101,0.94267618,0.20672685,0.64950782,0.00000000,0.94062362,0.00000000
-5.71185593,2.10747857,0.04384848,0.21388030,0.90897712,0.21098523,0.62042303,0.00000000,0.92851184,0.00000000
-5.70585293,2.10794124,0.04183303,0.21663348,0.87640911,0.21545677,0.59281418,0.00000000,0.91834549,0.00000000
-5.69984992,2.11169650,0.03997023,0.21941273,0.84542375,0.22008812,0.56710254,0.00000000,0.91032225,0.00000000
-5.69384692,2.11860151,0.03830412,0.22215384,0.81637899,0.22481366,0.54362612,0.00000000,0.90452308,0.00000000
-5.68784392,2.12831577,0.03687704,0.22477976,0.78954244,0.22955938,0.52263797,0.00000000,0.90091733,0.00000000
