energy_ev,total_up,C_s_up,C_p_up,Mn_p_up,Mn_d_up,S_s_up,S_p_up,Ti_p_up,Ti_d_up
-5.75387694,1.28302060,0.00288681,0.01140574,0.39068255,0.40259601,0.01756553,0.82262597,0.19850918,0.05551936
-5.74787394,1.30514726,0.00324331,0.01172729,0.39632236,0.41045151,0.01712606,0.83733674,0.20157709,0.05581260
-5.74187094,1.33002190,0.00363159,0.01208916,0.40296133,0.41870146,0.01666145,0.85395286,0.20534224,0.05625242
-5.73586793,1.35760066,0.00404993,0.01248872,0.41054043,0.42740397,0.01617623,0.87242524,0.20977228,0.05682663
-5.72986493,1.38779931,0.00449580,0.01292211,0.41899721,0.43660030,0.01567564,0.89268178,0.21482892,0.05752260
-5.72386193,1.42048051,0.00496584,0.01338416,0.42826433,0.44630847,0.01516533,0.91462006,0.22046719,0.05832708
-5.71785893,1.45544262,0.00545579,0.01386836,0.43826780,0.45651787,0.01465100,0.93810089,0.22663475,0.05922589
-5.71185593,1.49241138,0.00596057,0.01436684,0.44892556,0.46718526,0.01413812,0.96294342,0.23327147,0.06020368
-5.70585293,1.53103519,0.00647428,0.01487048,0.46014623,0.47823236,0.01363162,0.98892225,0.24030923,0.06124381
-5.69984992,1.57088475,0.00699032,0.01536907,0.47182851,0.48954544,0.01313569,1.01576709,0.24767211,0.06232823
-5.69384692,1.61145718,0.00750152,0.01585151,0.48386113,0.50097680,0.01265357,1.04316503,0.25527700,0.06343755
-5.68784392,1.65218482,0.00800031,0.01630611,0.49612352,0.51234827,0.01218748,1.07076545,0.26303461,0.06455123
-5.68184092,1.69244814,0.00847890,0.01672092,0.50848713,0.52345657,0.01173856,1.09818737,0.27085087,0.06564785
-5.67583792,1.73159218,0.00892946,0.01708411,0.52081727,0.53408003,0.01130691,1.12502890,0.27862862,0.06670556
-5.66983492,1.76894542,0.00934442,0.01738437,0.53297546,0.54398664,0.01089166,1.15087802,0.28626951,0.06770250
-5.66383192,1.80384020,0.00971663,0.01761128,0.54482192,0.55294262,0.01049116,1.17532418,0.29367602,0.06861742
-5.65782891,1.83563303,0.01003961,0.01775575,0.55621807,0.56072130,0.01010309,1.19796998,0.30075339,0.06943014
-5.65182591,1.86372399,0.01030775,0.01781031,0.56702893,0.56711161,0.00972472,1.21844207,0.30741141,0.07012216
-5.64582291,1.88757373,0.01051648,0.01776942,0.57712503,0.57192583,0.00935314,1.23640072,0.31356587,0.07067702
-5.63981991,1.90671731,0.01066241,0.01762971,0.58638389,0.57500613,0.00898539,1.25154746,0.31913973,0.07108074
-5.63381691,1.92077413,0.01074343,0.01739009,0.59469089,0.57622955,0.00861877,1.26363049,0.32406375,0.07132201
-5.62781391,1.92945358,0.01075876,0.01705182,0.60193951,0.57551135,0.00825094,1.27244756,0.32827682,0.07139232
-5.62181091,1.93255638,0.01070895,0.01661847,0.60803109,0.57280643,0.00788005,1.27784639,0.33172573,0.07128595
-5.61580790,1.92997186,0.01059586,0.01609578,0.61287418,0.56810905,0.00750491,1.27972298,0.33436479,0.07099980
-5.60980490,1.92167183,0.01042251,0.01549148,0.61638362,0.56145083,0.00712495,1.27801793,0.33615505,0.07053319
-5.60380190,1.90770169,0.01019301,0.01481496,0.61847969,0.55289737,0.00674030,1.27271153,0.33706355,0.06988753
-5.59779890,1.88816994,0.00991237,0.01407698,0.61908742,0.54254382,0.00635175,1.26381808,0.33706254,0.06906596
-5.59179590,1.86323691,0.00958634,0.01328930,0.61813633,0.53050963,0.00596065,1.25138019,0.33612884,0.06807302
-5.58579290,1.83310380,0.00922116,0.01246426,0.61556085,0.51693300,0.00556887,1.23546339,0.33424354,0.06691431
-5.57978989,1.79800291,0.00882342,0.01161440,0.61130133,0.50196532,0.00517864,1.21615193,0.33139196,0.06559622
-5.57378689,1.75818966,0.00839981,0.01075210,0.60530589,0.48576594,0.00479246,1.19354573,0.32756407,0.06412575
-5.56778389,1.71393704,0.00795698,0.00988923,0.59753301,0.46849756,0.00441298,1.16775900,0.32275531,0.06251037
-5.56178089,1.66553242,0.00750131,0.00903682,0.58795464,0.45032236,0.00404285,1.13892043,0.31696770,0.06075809
-5.55577789,1.61327698,0.00703886,0.00820486,0.57655981,0.43139907,0.00368462,1.10717472,0.31021128,0.05887749
-5.54977489,1.55748717,0.00657515,0.00740208,0.56335836,0.41188092,0.00334065,1.07268550,0.30250568,0.05687791
-5.54377189,1.49849794,0.00611519,0.00663584,0.54838461,0.39191450,0.00301303,1.03563877,0.29388170,0.05476966
-5.53776888,1.43666691,0.00566333,0.00591207,0.53170060,0.37163938,0.00270350,0.99624690,0.28438278,0.05256429
-5.53176588,1.37237896,0.00522332,0.00523526,0.51339868,0.35118831,0.00241346,0.95475221,0.27406616,0.05027486
-5.52576288,1.30605043,0.00479824,0.00460852,0.49360321,0.33068784,0.00214390,0.91143008,0.26300368,0.04791614
-5.51975988,1.23813226,0.00439057,0.00403367,0.47247111,0.31025923,0.00189545,0.86659086,0.25128207,0.04550487
-5.51375688,1.16911178,0.00400221,0.00351133,0.45019132,0.29001931,0.00166840,0.82058046,0.23900260,0.04305985
-5.50775388,1.09951247,0.00363455,0.00304116,0.42698294,0.27008138,0.00146270,0.77377932,0.22628029,0.04060201
-5.50175088,1.02989180,0.00328852,0.00262193,0.40309227,0.25055574,0.00127802,0.72659984,0.21324235,0.03815439
-5.49574787,0.96083706,0.00296462,0.00225176,0.37878881,0.23155003,0.00111384,0.67948217,0.20002632,0.03574208
-5.48974487,0.89295934,0.00266305,0.00192828,0.35436041,0.21316919,0.00096945,0.63288869,0.18677760,0.03339196
-5.48374187,0.82688599,0.00238371,0.00164877,0.33010786,0.19551514,0.00084404,0.58729747,0.17364684,0.03113256
-5.47773887,0.76325212,0.00212628,0.00141035,0.30633912,0.17868612,0.00073673,0.54319497,0.16078703,0.02899370
-5.47173587,0.70269135,0.00189030,0.00121009,0.28336350,0.16277590,0.00064667,0.50106843,0.14835064,0.02700620
-5.46573287,0.64582657,0.00167512,0.00104513,0.26148607,0.14787279,0.00057301,0.46139826,0.13648682,0.02520151
-5.45972986,0.59326095,0.00148004,0.00091277,0.24100242,0.13405865,0.00051500,0.42465087,0.12533885,0.02361135
-5.45372686,0.54556954,0.00130427,0.00081054,0.22219400,0.12140797,0.00047198,0.39127201,0.11504181,0.02226737
-5.44772386,0.50329189,0.00114697,0.00073626,0.20532416,0.10998697,0.00044341,0.36168090,0.10572068,0.02120074
-5.44172086,0.46692561,0.00100728,0.00068804,0.19063489,0.09985295,0.00042890,0.33626530,0.09748879,0.02044179
-5.43571786,0.43692085,0.00088429,0.00066432,0.17834414,0.09105378,0.00042818,0.31537727,0.09044658,0.02001964
-5.42971486,0.41367587,0.00077711,0.00066384,0.16864391,0.08362761,0.00044113,0.29932976,0.08468083,0.01996177
-5.42371186,0.39753312,0.00068482,0.00068562,0.16169871,0.07760271,0.00046774,0.28839371,0.08026401,0.02029360
-5.41770885,0.38877587,0.00060651,0.00072895,0.15764440,0.07299750,0.00050809,0.28279554,0.07725399,0.02103804
-5.41170585,0.38762509,0.00054127,0.00079332,0.15658724,0.06982071,0.00056236,0.28271483,0.07569379,0.02221496
-5.40570285,0.39423627,0.00048818,0.00087836,0.15860305,0.06807159,0.00063077,0.28828197,0.07561141,0.02384067
-5.39969985,0.40869605,0.00044634,0.00098385,0.16373627,0.06774014,0.00071354,0.29957565,0.07701969,0.02592733
-5.39369685,0.43101871,0.00041483,0.00110959,0.17199893,0.06880746,0.00081088,0.31662021,0.07991612,0.02848232
-5.38769385,0.46114242,0.00039275,0.00125539,0.18336956,0.07124600,0.00092294,0.33938278,0.08428261,0.03150767
-5.38169085,0.49892554,0.00037920,0.00142101,0.19779197,0.07501995,0.00104975,0.36777040,0.09008513,0.03499946
-5.37568784,0.54414315,0.00037328,0.00160610,0.21517398,0.08008563,0.00119123,0.40162726,0.09727345,0.03894725
-5.36968484,0.59648438,0.00037410,0.00181020,0.23538646,0.08639203,0.00134711,0.44073249,0.10578077,0.04333372
-5.36368184,0.65555085,0.00038080,0.00203269,0.25826249,0.09388155,0.00151690,0.48479868,0.11552361,0.04813429
-5.35767884,0.72085694,0.00039248,0.00227278,0.28359724,0.10249094,0.00169991,0.53347169,0.12640176,0.05331706
-5.35167584,0.79183220,0.00040830,0.00252954,0.31114843,0.11215262,0.00189517,0.58633205,0.13829860,0.05884290
-5.34567284,0.86782669,0.00042742,0.00280186,0.34063785,0.12279642,0.00210148,0.64289839,0.15108176,0.06466579
-5.33966983,0.94811935,0.00044903,0.00308858,0.37175396,0.13435172,0.00231737,0.70263311,0.16460428,0.07073348
-5.33366683,1.03192997,0.00047236,0.00338844,0.40415569,0.14675012,0.00254113,0.76495070,0.17870627,0.07698841
-5.32766383,1.11843457,0.00049667,0.00370023,0.43747768,0.15992857,0.00277082,0.82922858,0.19321715,0.08336892
-5.32166083,1.20678433,0.00052128,0.00402286,0.47133674,0.17383298,0.00300431,0.89482055,0.20795843,0.08981078
-5.31565783,1.29612761,0.00054557,0.00435541,0.50533961,0.18842212,0.00323937,0.96107261,0.22274710,0.09624886
-5.30965483,1.38563447,0.00056899,0.00469728,0.53909173,0.20367186,0.00347364,1.02734065,0.23739943,0.10261913
-5.30365183,1.47452297,0.00059109,0.00504829,0.57220696,0.21957933,0.00370477,1.09300967,0.25173518,0.10886063
-5.29764882,1.56208616,0.00061150,0.00540878,0.60431764,0.23616705,0.00393049,1.15751356,0.26558205,0.11491761
-5.29164582,1.64771869,0.00062995,0.00577970,0.63508490,0.25348654,0.00414865,1.22035477,0.27878019,0.12074157
-5.28564282,1.73094155,0.00064629,0.00616271,0.66420859,0.27162129,0.00435733,1.28112296,0.29118664,0.12629311
-5.27963982,1.81142381,0.00066047,0.00656021,0.69143643,0.29068873,0.00455494,1.33951146,0.30267939,0.13154365
-5.27363682,1.88899977,0.00067254,0.00697540,0.71657193,0.31084088,0.00474025,1.39533080,0.31316100,0.13647670
-5.26763382,1.96368043,0.00068268,0.00741227,0.73948063,0.33226350,0.00491250,1.44851819,0.32256153,0.14108877
-5.26163082,2.03565801,0.00069115,0.00787555,0.76009426,0.35517341,0.00507147,1.49914226,0.33084049,0.14538976
-5.25562781,2.10530274,0.00069830,0.00837062,0.77841250,0.37981382,0.00521748,1.54740229,0.33798790,0.14940282
-5.24962481,2.17315133,0.00070455,0.00890337,0.79450213,0.40644766,0.00535143,1.59362166,0.34402419,0.15316357
-5.24362181,2.23988689,0.00071039,0.00948002,0.80849343,0.43534876,0.00547485,1.63823512,0.34899885,0.15671879
-5.23761881,2.30631044,0.00071631,0.01010690,0.82057391,0.46679115,0.00558982,1.68177022,0.35298805,0.16012449
-5.23161581,2.37330487,0.00072283,0.01079015,0.83097939,0.50103648,0.00569898,1.72482310,0.35609101,0.16344349
-5.22561281,2.44179213,0.00073043,0.01153542,0.83998295,0.53832015,0.00580545,1.76802959,0.35842547,0.16674255
-5.21960980,2.51268543,0.00073958,0.01234757,0.84788185,0.57883645,0.00591273,1.81203243,0.36012222,0.17008914
-5.21360680,2.58683814,0.00075065,0.01323025,0.85498322,0.62272327,0.00602465,1.85744609,0.36131910,0.17354804
-5.20760380,2.66499166,0.00076394,0.01418564,0.86158905,0.67004715,0.00614518,1.90482058,0.36215464,0.17717783
-5.20160080,2.74772463,0.00077965,0.01521405,0.86798105,0.72078923,0.00627836,1.95460599,0.36276152,0.18102754
-5.19559780,2.83540600,0.00079785,0.01631365,0.87440632,0.77483300,0.00642812,2.00711942,0.36326040,0.18513350
-5.18959480,2.92815436,0.00081846,0.01748022,0.88106430,0.83195447,0.00659816,2.06251609,0.36375418,0.18951663
-5.18359180,3.02580587,0.00084130,0.01870699,0.88809583,0.89181548,0.00679178,2.12076620,0.36432306,0.19418031
-5.17758879,3.12789280,0.00086603,0.01998451,0.89557483,0.95396080,0.00701179,2.18163893,0.36502072,0.19910884
-5.17158579,3.23363417,0.00089219,0.02130067,0.90350301,1.01781939,0.00726037,2.24469474,0.36587167,0.20426686
-5.16558279,3.34193973,0.00091922,0.02264077,0.91180806,1.08271016,0.00753895,2.30928658,0.36687004,0.20959939
-5.15957979,3.45142737,0.00094643,0.02398776,0.92034528,1.14785236,0.00784818,2.37457054,0.36797980,0.21503293
-5.15357679,3.56045414,0.00097309,0.02532254,0.92890275,1.21238047,0.00818784,2.43952555,0.36913644,0.22047728
-5.14757379,3.66715956,0.00099841,0.02662437,0.93720973,1.27536309,0.00855685,2.50298170,0.37025005,0.22582818
-5.14157079,3.76951996,0.00102158,0.02787136,0.94494795,1.33582562,0.00895326,2.56365601,0.37120955,0.23097062
-5.13556778,3.86541153,0.00104182,0.02904110,0.95176520,1.39277556,0.00937427,2.62019421,0.37188798,0.23578275
-5.12956478,3.95267945,0.00105835,0.03011124,0.95729055,1.44522984,0.00981632,2.67121674,0.37214851,0.24014004
-5.12356178,4.02921021,0.00107052,0.03106019,0.96115048,1.49224290,0.01027514,2.71536691,0.37185088,0.24391974
-5.11755878,4.09300379,0.00107773,0.03186779,0.96298502,1.53293461,0.01074586,2.75135905,0.37085795,0.24700527
-5.11155578,4.14224269,0.00107951,0.03251595,0.96246325,1.56651666,0.01122313,2.77802453,0.36904199,0.24929040
-5.10555278,4.17535458,0.00107554,0.03298924,0.95929729,1.59231650,0.01170122,2.79435345,0.36629053,0.25068308
-5.09954977,4.19106599,0.00106563,0.03327544,0.95325420,1.60979784,0.01217414,2.79953038,0.36251134,0.25110861
-5.09354677,4.18844476,0.00104975,0.03336593,0.94416525,1.61857670,0.01263577,2.79296241,0.35763642,0.25051224
-5.08754377,4.16692957,0.00102802,0.03325601,0.93193216,1.61843264,0.01307998,2.77429856,0.35162485,0.24886085
-5.08154077,4.12634559,0.00100070,0.03294508,0.91653023,1.60931450,0.01350069,2.74343991,0.34446432,0.24614386
-5.07553777,4.06690591,0.00096820,0.03243664,0.89800821,1.59134067,0.01389204,2.70054015,0.33617143,0.24237327
-5.06953477,3.98919927,0.00093102,0.03173821,0.87648519,1.56479394,0.01424839,2.64599700,0.32679070,0.23758279
-5.06353177,3.89416505,0.00088977,0.03086105,0.85214479,1.53011117,0.01456445,2.58043523,0.31639258,0.23182636
-5.05752876,3.78305721,0.00084514,0.02981985,0.82522709,1.48786854,0.01483534,2.50468241,0.30507035,0.22517586
-5.05152576,3.65739928,0.00079786,0.02863221,0.79601882,1.43876280,0.01505662,2.41973873,0.29293642,0.21771844
-5.04552276,3.51893274,0.00074868,0.02731811,0.76484249,1.38358977,0.01522439,2.32674280,0.28011802,0.20955335
-5.03951976,3.36956144,0.00069838,0.02589929,0.73204504,1.32322072,0.01533527,2.22693480,0.26675270,0.20078871
-5.03351676,3.21129461,0.00064768,0.02439860,0.69798654,1.25857778,0.01538652,2.12161908,0.25298378,0.19153811
-5.02751376,3.04619087,0.00059729,0.02283939,0.66302959,1.19060932,0.01537604,2.01212760,0.23895593,0.18191739
-5.02151076,2.87630549,0.00054786,0.02124481,0.62752985,1.12026627,0.01530243,1.89978577,0.22481122,0.17204161
-5.01550775,2.70364281,0.00049998,0.01963733,0.59182789,1.04848002,0.01516506,1.78588193,0.21068567,0.16202242
-5.00950475,2.53011508,0.00045417,0.01803815,0.55624292,0.97614281,0.01496405,1.67164128,0.19670640,0.15196577
-5.00350175,2.35750894,0.00041087,0.01646678,0.52106813,0.90409089,0.01470035,1.55820494,0.18298955,0.14197015
-4.99749875,2.18745978,0.00037046,0.01494074,0.48656790,0.83309091,0.01437575,1.44661443,0.16963886,0.13212533
-4.99149575,2.02143425,0.00033323,0.01347528,0.45297669,0.76382982,0.01399287,1.33780146,0.15674495,0.12251152
-4.98549275,1.86072052,0.00029943,0.01208324,0.42049940,0.69690797,0.01355517,1.23258282,0.14438525,0.11319905
-4.97948974,1.70642551,0.00026927,0.01077503,0.38931289,0.63283568,0.01306692,1.13165982,0.13262443,0.10424841
-4.97348674,1.55947830,0.00024289,0.00955861,0.35956847,0.57203270,0.01253313,1.03562164,0.12151533,0.09571064
-4.96748374,1.42063854,0.00022043,0.00843966,0.33139503,0.51483039,0.01195948,0.94495172,0.11110012,0.08762795
-4.96148074,1.29050862,0.00020200,0.00742175,0.30490229,0.46147609,0.01135224,0.86003643,0.10141167,0.08003456
-4.95547774,1.16954843,0.00018771,0.00650652,0.28018424,0.41213929,0.01071811,0.78117518,0.09247507,0.07295759
-4.94947474,1.05809142,0.00017769,0.00569395,0.25732218,0.36691906,0.01006413,0.70859108,0.08430898,0.06641802
-4.94347174,0.95636099,0.00017207,0.00498268,0.23638728,0.32585228,0.00939749,0.64244155,0.07692699,0.06043162
-4.93746873,0.86448627,0.00017100,0.00437019,0.21744262,0.28892220,0.00872540,0.58282814,0.07033869,0.05500972
-4.93146573,0.78251635,0.00017468,0.00385313,0.20054439,0.25606702,0.00805492,0.52980526,0.06455049,0.05015994
-4.92546273,0.71043257,0.00018329,0.00342754,0.18574238,0.22718803,0.00739280,0.48338725,0.05956626,0.04588675
-4.91945973,0.64815847,0.00019707,0.00308903,0.17307964,0.20215704,0.00674536,0.44355367,0.05538750,0.04219181
-4.91345673,0.59556699,0.00021625,0.00283300,0.16259151,0.18082303,0.00611832,0.41025283,0.05201336,0.03907420
-4.90745373,0.55248516,0.00024107,0.00265473,0.15430394,0.16301776,0.00551676,0.38340333,0.04944029,0.03653044
-4.90145073,0.51869627,0.00027177,0.00254951,0.14823129,0.14856025,0.00494498,0.36289400,0.04766152,0.03455445
-4.89544772,0.49393978,0.00030853,0.00251266,0.14437383,0.13726027,0.00440647,0.34858232,0.04666629,0.03313727
-4.88944472,0.47790948,0.00035152,0.00253962,0.14271492,0.12892078,0.00390391,0.34029168,0.04643899,0.03226681
-4.88344172,0.47025022,0.00040083,0.00262586,0.14321826,0.12333949,0.00343911,0.33780787,0.04695815,0.03192746
-4.87743872,0.47055395,0.00045647,0.00276692,0.14582518,0.12030965,0.00301309,0.34087514,0.04819554,0.03209972
-4.87143572,0.47835557,0.00051832,0.00295833,0.15045230,0.11962028,0.00262613,0.34919243,0.05011525,0.03275988
-4.86543272,0.49312918,0.00058616,0.00319558,0.15698968,0.12105600,0.00227778,0.36240996,0.05267290,0.03387969
-4.85942971,0.51428543,0.00065963,0.00347405,0.16529962,0.12439673,0.00196702,0.38012699,0.05581519,0.03542617
-4.85342671,0.54117055,0.00073821,0.00378896,0.17521622,0.12941740,0.00169228,0.40189074,0.05947954,0.03736155
-4.84742371,0.57306735,0.00082120,0.00413535,0.18654596,0.13588784,0.00145157,0.42719721,0.06359420,0.03964335
-4.84142071,0.60919887,0.00090776,0.00450804,0.19906915,0.14357309,0.00124258,0.45549386,0.06807866,0.04222461
-4.83541771,0.64873474,0.00099688,0.00490162,0.21254254,0.15223418,0.00106278,0.48618453,0.07284445,0.04505437
-4.82941471,0.69080042,0.00108740,0.00531050,0.22670296,0.16162949,0.00090948,0.51863660,0.07779641,0.04807823
-4.82341171,0.73448930,0.00117803,0.00572889,0.24127188,0.17151668,0.00077993,0.55219029,0.08283425,0.05123916
-4.81740870,0.77887735,0.00126738,0.00615092,0.25596096,0.18165533,0.00067140,0.58617000,0.08785455,0.05447850
-4.81140570,0.82304005,0.00135396,0.00657067,0.27047825,0.19181000,0.00058124,0.61989729,0.09275299,0.05773697
-4.80540270,0.86607089,0.00143628,0.00698225,0.28453501,0.20175377,0.00050690,0.65270514,0.09742688,0.06095590
-4.79939970,0.90710087,0.00151281,0.00737996,0.29785273,0.21127210,0.00044601,0.68395291,0.10177775,0.06407841
-4.79339670,0.94531816,0.00158210,0.00775832,0.31017020,0.22016672,0.00039639,0.71304140,0.10571399,0.06705068
-4.78739370,0.97998708,0.00164278,0.00811220,0.32125031,0.22825953,0.00035605,0.73942740,0.10915343,0.06982309
-4.78139070,1.01046552,0.00169361,0.00843692,0.33088624,0.23539616,0.00032323,0.76263704,0.11202567,0.07235130
-4.77538769,1.03622000,0.00173353,0.00872833,0.33890682,0.24144904,0.00029639,0.78227734,0.11427416,0.07459721
-4.76938469,1.05683769,0.00176169,0.00898288,0.34518084,0.24631989,0.00027420,0.79804539,0.11585775,0.07652967
-4.76338169,1.07203474,0.00177748,0.00919766,0.34962002,0.24994137,0.00025555,0.80973476,0.11675188,0.07812504
-4.75737869,1.08166056,0.00178056,0.00937046,0.35218060,0.25227779,0.00023950,0.81723881,0.11694913,0.07936749
-4.75137569,1.08569777,0.00177085,0.00949977,0.35286343,0.25332496,0.00022531,0.82055073,0.11645917,0.08024904
-4.74537269,1.08425801,0.00174856,0.00958478,0.35171259,0.25310902,0.00021239,0.81976035,0.11530817,0.08076942
-4.73936968,1.07757364,0.00171417,0.00962537,0.34881265,0.25168438,0.00020029,0.81504795,0.11353757,0.08093563
-4.73336668,1.06598587,0.00166839,0.00962209,0.34428465,0.24913084,0.00018868,0.80667526,0.11120241,0.08076142
-4.72736368,1.04992997,0.00161217,0.00957612,0.33828104,0.24555002,0.00017734,0.79497424,0.10836917,0.08026655
-4.72136068,1.02991821,0.00154667,0.00948921,0.33097993,0.24106131,0.00016615,0.78033426,0.10511326,0.07947592
-4.71535768,1.00652141,0.00147318,0.00936366,0.32257874,0.23579751,0.00015502,0.76318809,0.10151637,0.07841874
-4.70935468,0.98035001,0.00139310,0.00920227,0.31328775,0.22990033,0.00014395,0.74399761,0.09766363,0.07712755
-4.70335168,0.95203546,0.00130792,0.00900830,0.30332371,0.22351599,0.00013297,0.72323980,0.09364087,0.07563739
-4.69734867,0.92221272,0.00121913,0.00878540,0.29290381,0.21679111,0.00012212,0.70139347,0.08953198,0.07398496
-4.69134567,0.89150459,0.00112820,0.00853764,0.28224035,0.20986900,0.00011148,0.67892759,0.08541658,0.07220788
-4.68534267,0.86050835,0.00103656,0.00826943,0.27153605,0.20288657,0.00010113,0.65629118,0.08136800,0.07034410
-4.67933967,0.82978513,0.00094553,0.00798550,0.26098046,0.19597181,0.00009115,0.63390543,0.07745166,0.06843137
-4.67333667,0.79985204,0.00085629,0.00769090,0.25074718,0.18924199,0.00008161,0.61215792,0.07372398,0.06650686
-4.66733367,0.77117728,0.00076991,0.00739092,0.24099220,0.18280254,0.00007257,0.59139903,0.07023167,0.06460691
-4.66133067,0.74417776,0.00068728,0.00709110,0.23185309,0.17674661,0.00006410,0.57194037,0.06701154,0.06276681
-4.65532766,0.71921917,0.00060910,0.00679715,0.22344897,0.17115510,0.00005622,0.55405500,0.06409075,0.06102069
-4.64932466,0.69661774,0.00053594,0.00651492,0.21588128,0.16609722,0.00004897,0.53797896,0.06148736,0.05940140
-4.64332166,0.67664347,0.00046818,0.00625030,0.20923481,0.16163132,0.00004235,0.52391385,0.05921123,0.05794041
