energy_ev,total_up,C_s_up,C_p_up,Os_p_up,Os_d_up,S_s_up,S_p_up,V_p_up,V_d_up
-5.89194597,3.43199156,0.01217664,0.26857626,1.02443991,0.99711021,0.01326111,1.65530738,0.71785984,0.46725118
-5.88594297,3.50806907,0.01170417,0.27410983,1.02633846,1.03461550,0.01268112,1.68649168,0.72735086,0.47814263
-5.87993997,3.58962307,0.01120043,0.28081752,1.02961689,1.07387923,0.01210722,1.71960314,0.73811972,0.48972628
-5.87393697,3.67717727,0.01067632,0.28886082,1.03477696,1.11483647,0.01155134,1.75489433,0.75040486,0.50209269
-5.86793397,3.77102640,0.01014282,0.29837397,1.04225725,1.15735200,0.01102438,1.79251692,0.76439171,0.51530274
-5.86193097,3.87120759,0.00961064,0.30945759,1.05241604,1.20121695,0.01053588,1.83250910,0.78020468,0.52938270
-5.85592796,3.97748100,0.00909000,0.32217318,1.06551719,1.24614817,0.01009381,1.87478754,0.79790164,0.54432043
-5.84992496,4.08932079,0.00859033,0.33653854,1.08171977,1.29179032,0.00970438,1.91914426,0.81747101,0.56006297
-5.84392196,4.20591686,0.00812014,0.35252450,1.10107156,1.33772085,0.00937196,1.96524852,0.83883153,0.57651557
-5.83791896,4.32618743,0.00768686,0.37005296,1.12350678,1.38345774,0.00909900,2.01265368,0.86183469,0.59354231
-5.83191596,4.44880201,0.00729672,0.38899648,1.14884796,1.42846964,0.00888605,2.06080862,0.88626961,0.61096823
-5.82591296,4.57221381,0.00695479,0.40917936,1.17681176,1.47218835,0.00873187,2.10907328,0.91187000,0.62858306
-5.81990995,4.69470028,0.00666492,0.43038033,1.20701829,1.51402286,0.00863347,2.15673744,0.93832284,0.64614618
-5.81390695,4.81441027,0.00642983,0.45233665,1.23900352,1.55337476,0.00858638,2.20304207,0.96527836,0.66339296
-5.80790395,4.92941582,0.00625122,0.47474975,1.27223419,1.58965428,0.00858476,2.24720218,0.99236075,0.68004199
-5.80190095,5.03776672,0.00612980,0.49729196,1.30612432,1.62229641,0.00862173,2.28843035,1.01917910,0.69580306
-5.79589795,5.13754571,0.00606547,0.51961436,1.34005287,1.65077661,0.00868953,2.32595984,1.04533820,0.71038564
-5.78989495,5.22692241,0.00605742,0.54135544,1.37338166,1.67462535,0.00877989,2.35906666,1.07044872,0.72350745
-5.78389195,5.30420403,0.00610421,0.56215019,1.40547301,1.69344125,0.00888422,2.38708963,1.09413637,0.73490294
-5.77788894,5.36788136,0.00620389,0.58163952,1.43570640,1.70690210,0.00899390,2.40944795,1.11604995,0.74433125
-5.77188594,5.41666844,0.00635407,0.59947954,1.46349375,1.71477357,0.00910057,2.42565575,1.13586798,0.75158352
-5.76588294,5.44953489,0.00655195,0.61535044,1.48829291,1.71691530,0.00919633,2.43533334,1.15330402,0.75648919
-5.75987994,5.46573019,0.00679435,0.62896477,1.50961906,1.71328410,0.00927394,2.43821497,1.16811046,0.75892108
-5.75387694,5.46479918,0.00707772,0.64007472,1.52705384,1.70393446,0.00932704,2.43415307,1.18008111,0.75879915
-5.74787394,5.44658897,0.00739813,0.64847826,1.54025225,1.68901604,0.00935026,2.42311918,1.18905266,0.75609277
-5.74187094,5.41124715,0.00775119,0.65402394,1.54894723,1.66876867,0.00933936,2.40520164,1.19490508,0.75082143
-5.73586793,5.35921180,0.00813209,0.65661424,1.55295212,1.64351480,0.00929125,2.38060043,1.19756132,0.74305394
-5.72986493,5.29119409,0.00853550,0.65620726,1.55216106,1.61364993,0.00920408,2.34961948,1.19698638,0.73290605
-5.72386193,5.20815425,0.00895558,0.65281697,1.54654767,1.57963127,0.00907720,2.31265685,1.19318598,0.72053680
-5.71785893,5.11127196,0.00938598,0.64651183,1.53616204,1.54196513,0.00891112,2.27019317,1.18620489,0.70614344
-5.71185593,5.00191241,0.00981986,0.63741200,1.52112641,1.50119357,0.00870742,2.22277874,1.17612510,0.68995551
-5.70585293,4.88158918,0.01024993,0.62568529,1.50162967,1.45788068,0.00846868,2.17101975,1.16306384,0.67222791
-5.69984992,4.75192534,0.01066854,0.61154190,1.47792091,1.41259908,0.00819833,2.11556387,1.14717142,0.65323355
-5.69384692,4.61461395,0.01106782,0.59522838,1.45030223,1.36591704,0.00790049,2.05708576,1.12862897,0.63325563
-5.68784392,4.47137923,0.01143981,0.57702088,1.41912089,1.31838668,0.00757986,1.99627267,1.10764599,0.61258001
-5.68184092,4.32393960,0.01177665,0.55721803,1.38476117,1.27053366,0.00724150,1.93381059,1.08445765,0.59148771
-5.67583792,4.17397364,0.01207079,0.53613367,1.34763586,1.22284852,0.00689074,1.87037120,1.05932191,0.57024811
-5.66983492,4.02308976,0.01231518,0.51408970,1.30817781,1.17578005,0.00653296,1.80659992,1.03251626,0.54911277
-5.66383192,3.87280058,0.01250350,0.49140929,1.26683143,1.12973074,0.00617349,1.74310532,1.00433430,0.52831030
-5.65782891,3.72450232,0.01263035,0.46841063,1.22404457,1.08505431,0.00581751,1.68045020,0.97508199,0.50804229
-5.65182591,3.57945973,0.01269147,0.44540135,1.18026083,1.04205539,0.00546988,1.61914439,0.94507372,0.48848044
-5.64582291,3.43879664,0.01268384,0.42267382,1.13591243,1.00099102,0.00513513,1.55963962,0.91462833,0.46976501
-5.63981991,3.30349201,0.01260585,0.40050134,1.09141393,0.96207395,0.00481737,1.50232633,0.88406494,0.45200440
-5.63381691,3.17438122,0.01245732,0.37913530,1.04715694,0.92547727,0.00452026,1.44753264,0.85369898,0.43527607
-5.62781391,3.05216193,0.01223956,0.35880326,1.00350572,0.89134001,0.00424701,1.39552523,0.82383831,0.41962837
-5.62181091,2.93740401,0.01195533,0.33970793,0.96079415,0.85977351,0.00400036,1.34651207,0.79477952,0.40508340
-5.61580790,2.83056232,0.01160873,0.32202696,0.91932368,0.83086780,0.00378263,1.30064672,0.76680452,0.39164055
-5.60980490,2.73199160,0.01120510,0.30591345,0.87936254,0.80469792,0.00359575,1.25803393,0.74017745,0.37928049
-5.60380190,2.64196216,0.01075085,0.29149696,0.84114601,0.78132949,0.00344124,1.21873594,0.71514183,0.36796954
-5.59779890,2.56067540,0.01025324,0.27888497,0.80487761,0.76082338,0.00332034,1.18277933,0.69191797,0.35766389
-5.59179590,2.48827796,0.00972016,0.26816465,0.77073113,0.74323901,0.00323397,1.15016167,0.67070060,0.34831377
-5.58579290,2.42487371,0.00915991,0.25940463,0.73885310,0.72863628,0.00318279,1.12085767,0.65165662,0.33986704
-5.57978989,2.37053267,0.00858093,0.25265690,0.70936571,0.71707588,0.00316722,1.09482439,0.63492292,0.33227235
-5.57378689,2.32529650,0.00799159,0.24795850,0.68236976,0.70861790,0.00318742,1.07200511,0.62060432,0.32548138
-5.56778389,2.28918015,0.00739999,0.24533305,0.65794744,0.70331918,0.00324331,1.05233173,0.60877141,0.31945044
-5.56178089,2.26216979,0.00681373,0.24479208,0.63616481,0.70122917,0.00333453,1.03572549,0.59945859,0.31414111
-5.55577789,2.24421742,0.00623977,0.24633601,0.61707374,0.70238497,0.00346040,1.02209606,0.59266211,0.30952012
-5.54977489,2.23523273,0.00568433,0.24995493,0.60071334,0.70680571,0.00361988,1.01133932,0.58833847,0.30555849
-5.54377189,2.23507311,0.00515276,0.25562921,0.58711056,0.71448680,0.00381154,1.00333390,0.58640310,0.30223011
-5.53776888,2.24353279,0.00464951,0.26332979,0.57628039,0.72539447,0.00403346,0.99793711,0.58672977,0.29950979
-5.53176588,2.26033236,0.00417812,0.27301853,0.56822529,0.73946101,0.00428322,0.99498066,0.58915068,0.29737120
-5.52576288,2.28510974,0.00374124,0.28464836,0.56293431,0.75658119,0.00455786,0.99426673,0.59345760,0.29578468
-5.51975988,2.31741370,0.00334062,0.29816351,0.56038182,0.77661009,0.00485381,0.99556498,0.59940419,0.29471521
-5.51375688,2.35670072,0.00297727,0.31349972,0.56052610,0.79936263,0.00516693,0.99861085,0.60670961,0.29412080
-5.50775388,2.40233598,0.00265142,0.33058451,0.56330804,0.82461493,0.00549254,1.00310574,0.61506351,0.29395128
-5.50175088,2.45359859,0.00236272,0.34933748,0.56864983,0.85210739,0.00582541,1.00871915,0.62413232,0.29414776
-5.49574787,2.50969128,0.00211027,0.36967064,0.57645405,0.88154946,0.00615988,1.01509304,0.63356682,0.29464267
-5.48974487,2.56975390,0.00189273,0.39148865,0.58660309,0.91262578,0.00648993,1.02184818,0.64301067,0.29536056
-5.48374187,2.63288031,0.00170844,0.41468895,0.59895888,0.94500330,0.00680935,1.02859247,0.65210976,0.29621940
-5.47773887,2.69813742,0.00155545,0.43916179,0.61336312,0.97833896,0.00711186,1.03493062,0.66052177,0.29713254
-5.47173587,2.76458556,0.00143165,0.46478987,0.62963776,1.01228757,0.00739126,1.04047486,0.66792576,0.29801099
-5.46573287,2.83129858,0.00133481,0.49144787,0.64758583,1.04650916,0.00764167,1.04485599,0.67403120,0.29876591
-5.45972986,2.89738275,0.00126266,0.51900145,0.66699249,1.08067557,0.00785762,1.04773414,0.67858599,0.29931132
-5.45372686,2.96199318,0.00121289,0.54730618,0.68762617,1.11447589,0.00803431,1.04880865,0.68138316,0.29956653
-5.44772386,3.02434691,0.00118321,0.57620599,0.70923987,1.14762036,0.00816770,1.04782640,0.68226581,0.29945849
-5.44172086,3.08373199,0.00117139,0.60553166,0.73157244,1.17984272,0.00825468,1.04458830,0.68113006,0.29892367
-5.43571786,3.13951242,0.00117525,0.63509916,0.75434998,1.21090093,0.00829316,1.03895332,0.67792591,0.29790950
-5.42971486,3.19112876,0.00119267,0.66470821,0.77728724,1.24057645,0.00828214,1.03084019,0.67265597,0.29637525
-5.42371186,3.23809510,0.00122163,0.69414118,0.80008921,1.26867228,0.00822176,1.02022652,0.66537217,0.29429242
-5.41770885,3.27999287,0.00126017,0.72316251,0.82245292,1.29501010,0.00811326,1.00714558,0.65617067,0.29164455
-5.41170585,3.31646256,0.00130643,0.75151893,0.84406959,1.31942703,0.00795894,0.99168104,0.64518532,0.28842662
-5.40570285,3.34719446,0.00135864,0.77894063,0.86462721,1.34177230,0.00776209,0.97396004,0.63258004,0.28464400
-5.39969985,3.37191938,0.00141512,0.80514349,0.88381364,1.36190443,0.00752687,0.95414517,0.61854059,0.28031125
-5.39369685,3.39040067,0.00147430,0.82983245,0.90132034,1.37968911,0.00725813,0.93242577,0.60326619,0.27545060
-5.38769385,3.40242825,0.00153471,0.85270613,0.91684676,1.39499830,0.00696130,0.90900922,0.58696148,0.27009057
-5.38169085,3.40781547,0.00159501,0.87346255,0.93010528,1.40771057,0.00664214,0.88411257,0.56982909,0.26426444
-5.37568784,3.40639918,0.00165398,0.89180588,0.94082672,1.41771275,0.00630665,0.85795515,0.55206339,0.25800908
-5.36968484,3.39804299,0.00171056,0.90745390,0.94876624,1.42490297,0.00596080,0.83075225,0.53384537,0.25136374
-5.36368184,3.38264368,0.00176381,0.92014609,0.95370943,1.42919466,0.00561042,0.80271023,0.51533909,0.24436928
-5.35767884,3.36013998,0.00181298,0.92965179,0.95547829,1.43052142,0.00526102,0.77402315,0.49668949,0.23706749
-5.35167584,3.33052309,0.00185745,0.93577824,0.95393699,1.42884222,0.00491769,0.74487084,0.47802166,0.22950067
-5.34567284,3.29384798,0.00189681,0.93837801,0.94899689,1.42414653,0.00458496,0.71541829,0.45944142,0.22171144
-5.33966983,3.25024424,0.00193076,0.93735544,0.94062069,1.41645903,0.00426673,0.68581626,0.44103686,0.21374260
-5.33366683,3.19992563,0.00195919,0.93267177,0.92882541,1.40584324,0.00396624,0.65620268,0.42288080,0.20563713
-5.32766383,3.14319712,0.00198211,0.92434860,0.91368389,1.39240398,0.00368604,0.62670468,0.40503366,0.19743822
-5.32166083,3.08045876,0.00199969,0.91246951,0.89532473,1.37628814,0.00342795,0.59744090,0.38754658,0.18918920
-5.31565783,3.01220570,0.00201218,0.89717964,0.87393056,1.35768372,0.00319314,0.56852379,0.37046454,0.18093347
-5.30965483,2.93902393,0.00201992,0.87868305,0.84973455,1.33681700,0.00298213,0.54006163,0.35382909,0.17271435
-5.30365183,2.86158181,0.00202333,0.85723822,0.82301530,1.31394796,0.00279487,0.51216017,0.33768064,0.16457473
-5.29764882,2.78061747,0.00202286,0.83315139,0.79409028,1.28936412,0.00263080,0.48492365,0.32206015,0.15655668
-5.29164582,2.69692268,0.00201897,0.80676845,0.76330791,1.26337293,0.00248889,0.45845523,0.30701004,0.14870096
-5.28564282,2.61132382,0.00201213,0.77846525,0.73103875,1.23629333,0.00236779,0.43285676,0.29257446,0.14104647
-5.27963982,2.52466076,0.00200277,0.74863707,0.69766600,1.20844661,0.00226585,0.40822794,0.27879881,0.13362962
-5.27363682,2.43776485,0.00199130,0.71768749,0.66357580,1.18014717,0.00218121,0.38466507,0.26572868,0.12648375
-5.26763382,2.35143677,0.00197805,0.68601719,0.62914757,1.15169349,0.00211188,0.36225935,0.25340831,0.11963861
-5.26163082,2.26642553,0.00196332,0.65401315,0.59474494,1.12335980,0.00205582,0.34109505,0.24187873,0.11311985
-5.25562781,2.18340932,0.00194731,0.62203863,0.56070744,1.09538872,0.00201098,0.32124759,0.23117563,0.10694871
-5.24962481,2.10297925,0.00193018,0.59042444,0.52734341,1.06798522,0.00197534,0.30278170,0.22132734,0.10114180
-5.24362181,2.02562642,0.00191202,0.55946172,0.49492427,1.04131206,0.00194698,0.28574984,0.21235279,0.09571098
-5.23761881,1.95173297,0.00189286,0.52939652,0.46368040,1.01548681,0.00192411,0.27019097,0.20425986,0.09066351
-5.23161581,1.88156727,0.00187267,0.50042642,0.43379859,0.99058066,0.00190508,0.25612971,0.19704405,0.08600225
-5.22561281,1.81528341,0.00185138,0.47269905,0.40542134,0.96661878,0.00188841,0.24357599,0.19068765,0.08172602
-5.21960980,1.75292469,0.00182888,0.44631273,0.37864763,0.94358237,0.00187277,0.23252523,0.18515941,0.07783013
-5.21360680,1.69443112,0.00180505,0.42131892,0.35353534,0.92141209,0.00185705,0.22295899,0.18041480,0.07430693
-5.20760380,1.63965022,0.00177973,0.39772628,0.33010490,0.90001278,0.00184028,0.21484612,0.17639686,0.07114649
-5.20160080,1.58835075,0.00175276,0.37550620,0.30834412,0.87925930,0.00182166,0.20814434,0.17303760,0.06833731
-5.19559780,1.54023865,0.00172398,0.35459923,0.28821379,0.85900311,0.00180056,0.20280219,0.17025981,0.06586703
-5.18959480,1.49497461,0.00169322,0.33492231,0.26965392,0.83907956,0.00177649,0.19876129,0.16797946,0.06372321
-5.18359180,1.45219248,0.00166033,0.31637622,0.25259012,0.81931544,0.00174907,0.19595885,0.16610828,0.06189401
-5.17758879,1.41151790,0.00162517,0.29885299,0.23694014,0.79953666,0.00171807,0.19433034,0.16455673,0.06036891
-5.17158579,1.37258651,0.00158762,0.28224293,0.22261994,0.77957580,0.00168331,0.19381220,0.16323696,0.05913931
-5.16558279,1.33506110,0.00154758,0.26644092,0.20954948,0.75927931,0.00164475,0.19434463,0.16206590,0.05819918
-5.15957979,1.29864707,0.00150499,0.25135182,0.19765763,0.73851408,0.00160240,0.19587432,0.16096819,0.05754553
-5.15357679,1.26310604,0.00145983,0.23689479,0.18688634,0.71717325,0.00155634,0.19835696,0.15987887,0.05717893
-5.14757379,1.22826682,0.00141210,0.22300634,0.17719389,0.69518114,0.00150671,0.20175971,0.15874578,0.05710381
-5.14157079,1.19403386,0.00136185,0.20964227,0.16855709,0.67249701,0.00145371,0.20606327,0.15753155,0.05732883
-5.13556778,1.16039269,0.00130918,0.19677829,0.16097247,0.64911764,0.00139759,0.21126371,0.15621500,0.05786704
-5.12956478,1.12741241,0.00125425,0.18440962,0.15445648,0.62507870,0.00133863,0.21737386,0.15479207,0.05873598
-5.12356178,1.09524516,0.00119725,0.17254958,0.14904479,0.60045475,0.00127719,0.22442428,0.15327610,0.05995764
-5.11755878,1.06412277,0.00113843,0.16122733,0.14479067,0.57535801,0.00121363,0.23246365,0.15169745,0.06155830
-5.11155578,1.03435046,0.00107810,0.15048506,0.14176266,0.54993584,0.00114837,0.24155857,0.15010256,0.06356821
-5.10555278,1.00629823,0.00101660,0.14037472,0.14004152,0.52436715,0.00108185,0.25179271,0.14855239,0.06602110
-5.09954977,0.98038982,0.00095431,0.13095449,0.13971682,0.49885774,0.00101454,0.26326527,0.14712032,0.06895351
-5.09354677,0.95708985,0.00089164,0.12228533,0.14088298,0.47363482,0.00094692,0.27608859,0.14588961,0.07240391
-5.08754377,0.93688943,0.00082903,0.11442747,0.14363518,0.44894090,0.00087949,0.29038515,0.14495046,0.07641168
-5.08154077,0.92029064,0.00076692,0.10743735,0.14806514,0.42502721,0.00081272,0.30628366,0.14439679,0.08101589
-5.07553777,0.90779030,0.00070575,0.10136479,0.15425683,0.40214685,0.00074712,0.32391450,0.14432294,0.08625382
-5.06953477,0.89986343,0.00064596,0.09625072,0.16228245,0.38054799,0.00068313,0.34340452,0.14482019,0.09215945
-5.06353177,0.89694695,0.00058796,0.09212527,0.17219848,0.36046715,0.00062118,0.36487124,0.14597347,0.09876177
-5.05752876,0.89942388,0.00053212,0.08900649,0.18404219,0.34212287,0.00056167,0.38841662,0.14785820,0.10608299
-5.05152576,0.90760846,0.00047879,0.08689949,0.19782846,0.32570991,0.00050492,0.41412065,0.15053736,0.11413677
-5.04552276,0.92173264,0.00042824,0.08579610,0.21354713,0.31139402,0.00045124,0.44203483,0.15405903,0.12292648
-5.03951976,0.94193415,0.00038070,0.08567491,0.23116082,0.29930749,0.00040084,0.47217579,0.15845419,0.13244352
-5.03351676,0.96824656,0.00033636,0.08650167,0.25060337,0.28954549,0.00035390,0.50451942,0.16373518,0.14266582
-5.02751376,1.00059143,0.00029532,0.08823003,0.27177881,0.28216327,0.00031051,0.53899549,0.16989451,0.15355662
-5.02151076,1.03877295,0.00025764,0.09080248,0.29456102,0.27717426,0.00027073,0.57548333,0.17690431,0.16506351
-5.01550775,1.08247508,0.00022332,0.09415147,0.31879388,0.27454905,0.00023453,0.61380848,0.18471623,0.17711779
-5.00950475,1.13126141,0.00019231,0.09820065,0.34429212,0.27421526,0.00020187,0.65374076,0.19326189,0.18963439
-5.00350175,1.18457785,0.00016452,0.10286615,0.37084276,0.27605831,0.00017262,0.69499378,0.20245380,0.20251206
-4.99749875,1.24175806,0.00013982,0.10805796,0.39820708,0.27992304,0.00014663,0.73722615,0.21218674,0.21563422
-4.99149575,1.30203175,0.00011803,0.11368117,0.42612321,0.28561620,0.00012373,0.78004436,0.22233951,0.22887019
-4.98549275,1.36453582,0.00009896,0.11963738,0.45430925,0.29290969,0.00010370,0.82300747,0.23277710,0.24207695
-4.97948974,1.42832796,0.00008241,0.12582588,0.48246686,0.30154463,0.00008633,0.86563354,0.24335316,0.25510145
-4.97348674,1.49240293,0.00006816,0.13214497,0.51028549,0.31123614,0.00007138,0.90740769,0.25391268,0.26778321
-4.96748374,1.55571087,0.00005599,0.13849317,0.53744689,0.32167871,0.00005862,0.94779171,0.26429496,0.27995746
-4.96148074,1.61717765,0.00004567,0.14477040,0.56363017,0.33255230,0.00004781,0.98623500,0.27433671,0.29145848
-4.95547774,1.67572660,0.00003700,0.15087921,0.58851714,0.34352878,0.00003872,1.02218650,0.28387525,0.30212323
-4.94947474,1.73030135,0.00002976,0.15672600,0.61179800,0.35427883,0.00003114,1.05510739,0.29275180,0.31179508
-4.94347174,1.77988905,0.00002378,0.16222217,0.63317714,0.36447899,0.00002488,1.08448418,0.30081475,0.32032754
-4.93746873,1.82354350,0.00001886,0.16728539,0.65237904,0.37381883,0.00001973,1.10984164,0.30792283,0.32758794
-4.93146573,1.86040742,0.00001486,0.17184070,0.66915407,0.38200794,0.00001554,1.13075543,0.31394820,0.33346083
-4.92546273,1.88973324,0.00001162,0.17582168,0.68328404,0.38878263,0.00001216,1.14686363,0.31877927,0.33785105
-4.91945973,1.91090162,0.00000903,0.17917150,0.69458730,0.39391202,0.00000944,1.15787710,0.32232327,0.34068640
-4.91345673,1.92343710,0.00000696,0.18184386,0.70292319,0.39720350,0.00000728,1.16358792,0.32450836,0.34191965
-4.90745373,1.92702017,0.00000533,0.18380375,0.70819565,0.39850716,0.00000558,1.16387587,0.32528541,0.34152997
-4.90145073,1.92149536,0.00000405,0.18502802,0.71035584,0.39771917,0.00000425,1.15871232,0.32462910,0.33952363
-4.89544772,1.90687479,0.00000306,0.18550569,0.70940350,0.39478392,0.00000322,1.14816169,0.32253858,0.33593391
-4.88944472,1.88333704,0.00000230,0.18523803,0.70538707,0.38969488,0.00000243,1.13237996,0.31903734,0.33082025
-4.88344172,1.85122126,0.00000172,0.18423820,0.69840236,0.38249401,0.00000184,1.11161056,0.31417257,0.32426662
-4.87743872,1.81101667,0.00000128,0.18253070,0.68858988,0.37326996,0.00000140,1.08617757,0.30801372,0.31637923
-4.87143572,1.76334769,0.00000095,0.18015045,0.67613078,0.36215489,0.00000109,1.05647649,0.30065055,0.30728351
-4.86543272,1.70895539,0.00000071,0.17714151,0.66124157,0.34932022,0.00000088,1.02296294,0.29219050,0.29712065
-4.85942971,1.64867589,0.00000054,0.17355566,0.64416785,0.33497139,0.00000077,0.98613975,0.28275569,0.28604367
-4.85342671,1.58341650,0.00000043,0.16945068,0.62517717,0.31934189,0.00000075,0.94654283,0.27247945,0.27421330
-4.84742371,1.51413076,0.00000036,0.16488856,0.60455151,0.30268678,0.00000081,0.90472654,0.26150266,0.26179374
-4.84142071,1.44179308,0.00000034,0.15993360,0.58257948,0.28527603,0.00000097,0.86124906,0.24996997,0.24894848
-4.83541771,1.36737433,0.00000036,0.15465058,0.55954880,0.26738783,0.00000126,0.81665833,0.23802604,0.23583643
-4.82941471,1.29181903,0.00000042,0.14910309,0.53573918,0.24930222,0.00000169,0.77147912,0.22581208,0.22260833
-4.82341171,1.21602518,0.00000053,0.14335192,0.51141600,0.23129527,0.00000231,0.72620176,0.21346259,0.20940376
-4.81740870,1.14082723,0.00000070,0.13745381,0.48682514,0.21363389,0.00000318,0.68127273,0.20110260,0.19634869
-4.81140570,1.06698293,0.00000094,0.13146050,0.46218882,0.19657158,0.00000437,0.63708760,0.18884549,0.18355371
-4.80540270,0.99516400,0.00000127,0.12541803,0.43770294,0.18034503,0.00000600,0.59398631,0.17679134,0.17111299
-4.79939970,0.92595097,0.00000172,0.11936647,0.41353570,0.16517174,0.00000818,0.55225083,0.16502589,0.15910386
-4.79339670,0.85983188,0.00000232,0.11333991,0.38982746,0.15124852,0.00001108,0.51210518,0.15362017,0.14758711
-4.78739370,0.79720449,0.00000312,0.10736677,0.36669192,0.13875093,0.00001492,0.47371748,0.14263068,0.13660781
-4.78139070,0.73838152,0.00000417,0.10147036,0.34421810,0.12783332,0.00001994,0.43720382,0.13210004,0.12619668
-4.77538769,0.68359823,0.00000554,0.09566961,0.32247327,0.11862958,0.00002647,0.40263353,0.12205812,0.11637175
-4.76938469,0.63302172,0.00000729,0.08997992,0.30150628,0.11125414,0.00003489,0.37003550,0.11252344,0.10714037
-4.76338169,0.58676104,0.00000954,0.08441407,0.28135112,0.10580330,0.00004565,0.33940505,0.10350483,0.09850127
-4.75737869,0.54487753,0.00001240,0.07898310,0.26203058,0.10235642,0.00005930,0.31071105,0.09500313,0.09044673
-4.75137569,0.50739470,0.00001599,0.07369711,0.24355952,0.10097707,0.00007647,0.28390281,0.08701296,0.08296456
-4.74537269,0.47430701,0.00002047,0.06856594,0.22594789,0.10171377,0.00009792,0.25891652,0.07952432,0.07603997
-4.73936968,0.44558725,0.00002602,0.06359971,0.20920302,0.10460036,0.00012448,0.23568091,0.07252414,0.06965718
-4.73336668,0.42119212,0.00003284,0.05880912,0.19333139,0.10965586,0.00015711,0.21412205,0.06599749,0.06380072
-4.72736368,0.40106589,0.00004116,0.05420559,0.17833967,0.11688381,0.00019687,0.19416710,0.05992862,0.05845645
-4.72136068,0.38514225,0.00005120,0.04980129,0.16423513,0.12627112,0.00024493,0.17574701,0.05430172,0.05361218
-4.71535768,0.37334426,0.00006324,0.04560889,0.15102541,0.13778655,0.00030252,0.15879832,0.04910145,0.04925802
-4.70935468,0.36558294,0.00007755,0.04164126,0.13871793,0.15137881,0.00037096,0.14326390,0.04431318,0.04538647
-4.70335168,0.36175451,0.00009441,0.03791104,0.12731878,0.16697458,0.00045163,0.12909308,0.03992307,0.04199219
-4.69734867,0.36173691,0.00011412,0.03443019,0.11683157,0.18447651,0.00054590,0.11624103,0.03591798,0.03907163
-4.69134567,0.36538593,0.00013695,0.03120947,0.10725605,0.20376133,0.00065510,0.10466775,0.03228529,0.03662244
-4.68534267,0.37253121,0.00016316,0.02825799,0.09858686,0.22467847,0.00078050,0.09433673,0.02901259,0.03464286
-4.67933967,0.38297281,0.00019300,0.02558275,0.09081246,0.24704907,0.00092323,0.08521353,0.02608736,0.03313099
-4.67333667,0.39647833,0.00022665,0.02318828,0.08391422,0.27066577,0.00108421,0.07726428,0.02349672,0.03208405
-4.66733367,0.41278114,0.00026426,0.02107637,0.07786595,0.29529323,0.00126413,0.07045430,0.02122710,0.03149771
-4.66133067,0.43157977,0.00030589,0.01924589,0.07263365,0.32066960,0.00146332,0.06474698,0.01926404,0.03136547
-4.65532766,0.45253864,0.00035155,0.01769272,0.06817573,0.34650886,0.00168175,0.06010278,0.01759209,0.03167808
-4.64932466,0.47529020,0.00040111,0.01640974,0.06444348,0.37250414,0.00191890,0.05647859,0.01619466,0.03242313
-4.64332166,0.49943843,0.00045438,0.01538698,0.06138193,0.39833193,0.00217379,0.05382735,0.01505412,0.03358477
