energy_ev,total_up,N_s_up,N_p_up,Na_s_up,S_s_up,S_p_up,W_p_up,W_d_up
-5.89194597,2.03028445,0.00539284,0.19876221,0.11049954,0.01203249,1.25511831,0.70619397,0.36937704
-5.88594297,2.10386754,0.00565806,0.20727593,0.11127363,0.01246754,1.29970872,0.71037219,0.38611013
-5.87993997,2.17005733,0.00589869,0.21528377,0.11182682,0.01286503,1.33941005,0.71228611,0.40154913
-5.87393697,2.22732447,0.00611067,0.22262039,0.11210604,0.01321451,1.37331744,0.71175133,0.41533949
-5.86793397,2.27432566,0.00629066,0.22913668,0.11207178,0.01350674,1.40063969,0.70863272,0.42716434
-5.86193097,2.30994542,0.00643625,0.23470454,0.11169905,0.01373395,1.42072446,0.70284873,0.43675368
-5.85592796,2.33333288,0.00654607,0.23922116,0.11097797,0.01389007,1.43308044,0.69437487,0.44389254
-5.84992496,2.34393186,0.00661994,0.24261286,0.10991401,0.01397094,1.43739539,0.68324627,0.44842766
-5.84392196,2.34150290,0.00665891,0.24483826,0.10852782,0.01397447,1.43354912,0.66955909,0.45027233
-5.83791896,2.32613590,0.00666536,0.24589050,0.10685468,0.01390076,1.42162081,0.65347057,0.44940925
-5.83191596,2.29825276,0.00664301,0.24579854,0.10494339,0.01375207,1.40189013,0.63519762,0.44589119
-5.82591296,2.25859946,0.00659688,0.24462731,0.10285492,0.01353283,1.37483201,0.61501377,0.43983931
-5.81990995,2.20822794,0.00653328,0.24247681,0.10066049,0.01324954,1.34110517,0.59324450,0.43143942
-5.81390695,2.14846816,0.00645970,0.23947997,0.09843943,0.01291061,1.30153483,0.57026103,0.42093604
-5.80790395,2.08089152,0.00638471,0.23579954,0.09627665,0.01252612,1.25709022,0.54647266,0.40862468
-5.80190095,2.00726704,0.00631776,0.23162388,0.09425995,0.01210760,1.20885786,0.52231785,0.39484257
-5.79589795,1.92951199,0.00626908,0.22716201,0.09247713,0.01166769,1.15801163,0.49825436,0.37995835
-5.78989495,1.84963891,0.00624942,0.22263793,0.09101312,0.01121987,1.10578082,0.47474880,0.36436089
-5.78389195,1.76970115,0.00626988,0.21828451,0.08994716,0.01077806,1.05341747,0.45226586,0.34844796
-5.77788894,1.69173875,0.00634163,0.21433706,0.08935007,0.01035633,1.00216403,0.43125765,0.33261505
-5.77188594,1.61772674,0.00647568,0.21102702,0.08928190,0.00996857,0.95322272,0.41215349,0.31724472
-5.76588294,1.54952731,0.00668266,0.20857565,0.08978986,0.00962813,0.90772726,0.39535050,0.30269688
-5.75987994,1.48884749,0.00697247,0.20718821,0.09090669,0.00934759,0.86671803,0.38120518,0.28930035
-5.75387694,1.43720311,0.00735411,0.20704872,0.09264955,0.00913848,0.83112103,0.37002629,0.27734582
-5.74787394,1.39588990,0.00783531,0.20831526,0.09501942,0.00901107,0.80173110,0.36206914,0.26708042
-5.74187094,1.36596199,0.00842234,0.21111624,0.09800113,0.00897417,0.77919958,0.35753135,0.25870393
-5.73586793,1.34821784,0.00911967,0.21554739,0.10156391,0.00903500,0.76402623,0.35655013,0.25236663
-5.72986493,1.34319325,0.00992982,0.22166976,0.10566250,0.00919908,0.75655525,0.35920100,0.24816874
-5.72386193,1.35116097,0.01085301,0.22950853,0.11023881,0.00947016,0.75697510,0.36549789,0.24616121
-5.71785893,1.37213613,0.01188707,0.23905280,0.11522403,0.00985014,0.76532159,0.37539450,0.24634776
-5.71185593,1.40588684,0.01302723,0.25025606,0.12054109,0.01033909,0.78148381,0.38878671,0.24868800
-5.70585293,1.45194889,0.01426600,0.26303763,0.12610746,0.01093525,0.80521234,0.40551594,0.25310128
-5.69984992,1.50964393,0.01559315,0.27728454,0.13183812,0.01163501,0.83612936,0.42537336,0.25947111
-5.69384692,1.57810020,0.01699575,0.29285427,0.13764863,0.01243303,0.87374014,0.44810463,0.26765001
-5.68784392,1.65627515,0.01845822,0.30957775,0.14345812,0.01332223,0.91744558,0.47341526,0.27746442
-5.68184092,1.74297939,0.01996257,0.32726297,0.14919221,0.01429392,0.96655551,0.50097623,0.28871965
-5.67583792,1.83690145,0.02148864,0.34569881,0.15478558,0.01533791,1.02030254,0.53043010,0.30120474
-5.66983492,1.93663298,0.02301452,0.36465914,0.16018424,0.01644260,1.07785623,0.56139716,0.31469700
-5.66383192,2.04069404,0.02451694,0.38390710,0.16534734,0.01759511,1.13833752,0.59348185,0.32896622
-5.65782891,2.14755822,0.02597184,0.40319943,0.17024838,0.01878152,1.20083328,0.62627916,0.34377862
-5.65182591,2.25567751,0.02735496,0.42229077,0.17487589,0.01998696,1.26441093,0.65938118,0.35890030
-5.64582291,2.36350645,0.02864244,0.44093797,0.17923346,0.02119589,1.32813301,0.69238340,0.37410041
-5.63981991,2.46952567,0.02981148,0.45890413,0.18333902,0.02239229,1.39107155,0.72489096,0.38915391
-5.63381691,2.57226429,0.03084102,0.47596251,0.18722360,0.02355991,1.45232218,0.75652458,0.40384400
-5.62781391,2.67032108,0.03171228,0.49190008,0.19092937,0.02468254,1.51101773,0.78692611,0.41796428
-5.62181091,2.76238406,0.03240941,0.50652075,0.19450716,0.02574429,1.56634110,0.81576350,0.43132065
-5.61580790,2.84724824,0.03291986,0.51964817,0.19801344,0.02672983,1.61753721,0.84273522,0.44373292
-5.60980490,2.92383107,0.03323484,0.53112801,0.20150701,0.02762470,1.66392373,0.86757377,0.45503628
-5.60380190,2.99118552,0.03334952,0.54082986,0.20504536,0.02841556,1.70490042,0.89004842,0.46508253
-5.59779890,3.04851034,0.03326317,0.54864847,0.20868096,0.02909047,1.73995666,0.90996693,0.47374119
-5.59179590,3.09515733,0.03297910,0.55450454,0.21245766,0.02963906,1.76867723,0.92717623,0.48090040
-5.58579290,3.13063564,0.03250455,0.55834493,0.21640720,0.03005282,1.79074602,0.94156211,0.48646767
-5.57978989,3.15461287,0.03185037,0.56014237,0.22054625,0.03032520,1.80594757,0.95304790,0.49037045
-5.57378689,3.16691320,0.03103062,0.55989473,0.22487392,0.03045177,1.81416667,0.96159232,0.49255659
-5.56778389,3.16751270,0.03006210,0.55762378,0.22936998,0.03043031,1.81538574,0.96718645,0.49299451
-5.56178089,3.15653208,0.02896374,0.55337371,0.23399396,0.03026082,1.80968055,0.96985023,0.49167333
-5.55577789,3.13422730,0.02775602,0.54720924,0.23868507,0.02994557,1.79721411,0.96962860,0.48860273
-5.54977489,3.10097848,0.02646032,0.53921360,0.24336316,0.02948897,1.77822943,0.96658741,0.48381260
-5.54377189,3.05727768,0.02509833,0.52948631,0.24793063,0.02889754,1.75304114,0.96080961,0.47735269
-5.53776888,3.00371598,0.02369145,0.51814096,0.25227526,0.02817969,1.72202660,0.95239169,0.46929188
-5.53176588,2.94097049,0.02226026,0.50530294,0.25627388,0.02734561,1.68561675,0.94144074,0.45971749
-5.52576288,2.86979173,0.02082411,0.49110725,0.25979677,0.02640699,1.64428713,0.92807232,0.44873438
-5.51975988,2.79099185,0.01940075,0.47569651,0.26271263,0.02537681,1.59854938,0.91240917,0.43646398
-5.51375688,2.70543403,0.01800607,0.45921900,0.26489381,0.02426910,1.54894350,0.89458089,0.42304322
-5.50775388,2.61402328,0.01665396,0.44182700,0.26622177,0.02309862,1.49603120,0.87472460,0.40862350
-5.50175088,2.51769883,0.01535623,0.42367528,0.26659229,0.02188061,1.44039027,0.85298649,0.39336952
-5.49574787,2.41742810,0.01412270,0.40491984,0.26592042,0.02063054,1.38261026,0.82952414,0.37745818
-5.48974487,2.31420215,0.01296124,0.38571678,0.26414480,0.01936385,1.32328932,0.80450935,0.36107750
-5.48374187,2.20903246,0.01187799,0.36622144,0.26123120,0.01809574,1.26303205,0.77813137,0.34442552
-5.47773887,2.10294869,0.01087756,0.34658761,0.25717510,0.01684095,1.20244831,0.75060015,0.32770925
-5.47173587,1.99699704,0.00996330,0.32696695,0.25200324,0.01561357,1.14215271,0.72214932,0.31114360
-5.46573287,1.89223890,0.00913757,0.30750840,0.24577403,0.01442699,1.08276436,0.69303874,0.29495031
-5.45972986,1.78974928,0.00840199,0.28835777,0.23857676,0.01329372,1.02490678,0.66355612,0.27935689
-5.45372686,1.69061459,0.00775767,0.26965720,0.23052981,0.01222537,0.96920755,0.63401777,0.26459543
-5.44772386,1.59592935,0.00720549,0.25154478,0.22177769,0.01123260,0.91629732,0.60476806,0.25090131
-5.44172086,1.50679156,0.00674622,0.23415397,0.21248734,0.01032513,0.86680802,0.57617748,0.23851177
-5.43571786,1.42429635,0.00638069,0.21761304,0.20284357,0.00951176,0.82137008,0.54863950,0.22766424
-5.42971486,1.34952772,0.00610990,0.20204443,0.19304402,0.00880040,0.78060823,0.52256581,0.21859448
-5.42371186,1.28354832,0.00593502,0.18756395,0.18329375,0.00819811,0.74513615,0.49838037,0.21153437
-5.41770885,1.22738723,0.00585738,0.17427999,0.17379964,0.00771116,0.71554958,0.47651226,0.20670942
-5.41170585,1.18202583,0.00587847,0.16229245,0.16476486,0.00734504,0.69241827,0.45738750,0.20433592
-5.40570285,1.14838206,0.00599978,0.15169178,0.15638358,0.00710454,0.67627663,0.44142007,0.20461781
-5.39969985,1.12729338,0.00622270,0.14255778,0.14883598,0.00699370,0.66761350,0.42900247,0.20774322
-5.39369685,1.11949878,0.00654833,0.13495841,0.14228379,0.00701585,0.66686125,0.42049610,0.21388077
-5.38769385,1.12562049,0.00697735,0.12894860,0.13686640,0.00717353,0.67438457,0.41622168,0.22317571
-5.38169085,1.14614599,0.00750976,0.12456896,0.13269769,0.00746848,0.69046927,0.41645012,0.23574595
-5.37568784,1.18141080,0.00814472,0.12184466,0.12986349,0.00790149,0.71531179,0.42139416,0.25167819
-5.36968484,1.23158303,0.00888036,0.12078435,0.12841985,0.00847238,0.74900953,0.43120096,0.27102421
-5.36368184,1.29665006,0.00971359,0.12137918,0.12839199,0.00917981,0.79155267,0.44594611,0.29379742
-5.35767884,1.37640829,0.01063997,0.12360207,0.12977398,0.01002119,0.84281794,0.46562907,0.31997004
-5.35167584,1.47045640,0.01165356,0.12740724,0.13252917,0.01099255,0.90256450,0.49017045,0.34947082
-5.34567284,1.57819264,0.01274689,0.13272998,0.13659125,0.01208839,0.97043250,0.51941110,0.38218352
-5.33966983,1.69881669,0.01391089,0.13948683,0.14186591,0.01330165,1.04594435,0.55311331,0.41794637
-5.33366683,1.83133610,0.01513494,0.14757606,0.14823317,0.01462356,1.12850893,0.59096391,0.45655242
-5.32766383,1.97457755,0.01640692,0.15687862,0.15555014,0.01604363,1.21742872,0.63257949,0.49775101
-5.32166083,2.12720273,0.01771337,0.16725951,0.16365432,0.01754964,1.31190968,0.67751339,0.54125016
-5.31565783,2.28772857,0.01903965,0.17856953,0.17236730,0.01912769,1.41107376,0.72526454,0.58672010
-5.30965483,2.45455124,0.02037019,0.19064746,0.18149881,0.02076228,1.51397351,0.77528770,0.63379759
-5.30365183,2.62597337,0.02168876,0.20332262,0.19085092,0.02243648,1.61960855,0.82700493,0.68209111
-5.29764882,2.80023350,0.02297881,0.21641774,0.20022260,0.02413206,1.72694318,0.87981787,0.73118664
-5.29164582,2.97553709,0.02422379,0.22975206,0.20941413,0.02582981,1.83492460,0.93312060,0.78065393
-5.28564282,3.15008784,0.02540755,0.24314470,0.21823159,0.02750973,1.94250129,0.98631240,0.83005297
-5.27963982,3.32211857,0.02651466,0.25641797,0.22649120,0.02915142,2.04864065,1.03881031,0.87894055
-5.27363682,3.48992055,0.02753080,0.26940081,0.23402327,0.03073438,2.15234560,1.09006091,0.92687660
-5.26763382,3.65187057,0.02844313,0.28193207,0.24067590,0.03223841,2.25266964,1.13955097,0.97343028
-5.26163082,3.80645489,0.02924052,0.29386355,0.24631809,0.03364393,2.34872981,1.18681678,1.01818555
-5.25562781,3.95228966,0.02991388,0.30506277,0.25084232,0.03493241,2.43971747,1.23145170,1.06074619
-5.24962481,4.08813729,0.03045632,0.31541534,0.25416648,0.03608672,2.52490669,1.27311193,1.10074018
-5.24362181,4.21291868,0.03086330,0.32482683,0.25623502,0.03709144,2.60366021,1.31152030,1.13782338
-5.23761881,4.32572137,0.03113273,0.33322417,0.25701945,0.03793324,2.67543305,1.34646802,1.17168268
-5.23161581,4.42580357,0.03126489,0.34055635,0.25651800,0.03860110,2.73977408,1.37781442,1.20203844
-5.22561281,4.51259473,0.03126244,0.34679464,0.25475466,0.03908658,2.79632558,1.40548492,1.22864656
-5.21960980,4.58569265,0.03113021,0.35193208,0.25177742,0.03938399,2.84482140,1.42946713,1.25129997
-5.21360680,4.64485803,0.03087503,0.35598241,0.24765599,0.03949051,2.88508384,1.44980553,1.26983001
-5.20760380,4.69000671,0.03050546,0.35897840,0.24247900,0.03940625,2.91701958,1.46659484,1.28410732
-5.20160080,4.72120016,0.03003145,0.36096972,0.23635071,0.03913423,2.94061513,1.47997243,1.29404276
-5.19559780,4.73863474,0.02946406,0.36202025,0.22938756,0.03868033,2.95593186,1.49010995,1.29958807
-5.18959480,4.74263007,0.02881506,0.36220513,0.22171444,0.03805310,2.96310085,1.49720462,1.30073632
-5.18359180,4.73361690,0.02809660,0.36160748,0.21346101,0.03726361,2.96231770,1.50147029,1.29752230
-5.17758879,4.71212456,0.02732086,0.36031507,0.20475810,0.03632512,2.95383728,1.50312878,1.29002247
-5.17158579,4.67876831,0.02649971,0.35841688,0.19573430,0.03525279,2.93796846,1.50240148,1.27835470
-5.16558279,4.63423670,0.02564444,0.35599985,0.18651289,0.03406333,2.91506871,1.49950173,1.26267740
-5.15957979,4.57927874,0.02476552,0.35314586,0.17720914,0.03277454,2.88553851,1.49462796,1.24318816
-5.15357679,4.51469134,0.02387239,0.34992901,0.16792814,0.03140498,2.84981545,1.48795799,1.22012164
-5.14757379,4.44130659,0.02297334,0.34641352,0.15876306,0.02997347,2.80836806,1.47964438,1.19374670
-5.14157079,4.35997937,0.02207541,0.34265197,0.14979402,0.02849873,2.76168914,1.46981122,1.16436272
-5.13556778,4.27157508,0.02118438,0.33868437,0.14108746,0.02699894,2.71028885,1.45855227,1.13229515
-5.12956478,4.17695788,0.02030479,0.33453773,0.13269601,0.02549144,2.65468747,1.44593047,1.09789023
-5.12356178,4.07697946,0.01943998,0.33022639,0.12465885,0.02399236,2.59540800,1.43197897,1.06150912
-5.11755878,3.97246881,0.01859225,0.32575296,0.11700251,0.02251642,2.53296894,1.41670342,1.02352154
-5.11155578,3.86422303,0.01776297,0.32110986,0.10974199,0.02107668,2.46787733,1.40008557,0.98429904
-5.10555278,3.75299972,0.01695272,0.31628136,0.10288215,0.01968447,2.40062237,1.38208803,0.94420835
-5.09954977,3.63951105,0.01616149,0.31124604,0.09641930,0.01834932,2.33167004,1.36265992,0.90360480
-5.09354677,3.52441988,0.01538882,0.30597954,0.09034290,0.01707894,2.26145877,1.34174331,0.86282628
-5.08754377,3.40833799,0.01463398,0.30045747,0.08463728,0.01587929,2.19039647,1.31928007,0.82218783
-5.08154077,3.29182645,0.01389611,0.29465830,0.07928332,0.01475472,2.11885917,1.29521902,0.78197718
-5.07553777,3.17539820,0.01317435,0.28856616,0.07426001,0.01370814,2.04719104,1.26952293,0.74245135
-5.06953477,3.05952248,0.01246797,0.28217326,0.06954582,0.01274114,1.97570611,1.24217512,0.70383440
-5.06353177,2.94463084,0.01177639,0.27548206,0.06511995,0.01185428,1.90469110,1.21318549,0.66631645
-5.05752876,2.83112426,0.01109932,0.26850681,0.06096323,0.01104724,1.83440950,1.18259547,0.63005380
-5.05152576,2.71938078,0.01043672,0.26127453,0.05705890,0.01031907,1.76510622,1.15048177,0.59517027
-5.04552276,2.60976304,0.00978884,0.25382537,0.05339305,0.00966835,1.69701258,1.11695880,0.56175934
-5.03951976,2.50262495,0.00915621,0.24621225,0.04995486,0.00909335,1.63035109,1.08217930,0.52988720
-5.03351676,2.39831706,0.00853960,0.23849985,0.04673669,0.00859221,1.56533948,1.04633342,0.49959617
-5.02751376,2.29718977,0.00793997,0.23076296,0.04373388,0.00816297,1.50219374,1.00964599,0.47090844
-5.02151076,2.19959418,0.00735846,0.22308422,0.04094455,0.00780366,1.44112954,0.97237204,0.44382982
-5.01550775,2.10588016,0.00679628,0.21555137,0.03836913,0.00751234,1.38236198,0.93479084,0.41835333
-5.00950475,2.01639155,0.00625469,0.20825421,0.03601000,0.00728702,1.32610343,0.89719843,0.39446223
-5.00350175,1.93145870,0.00573493,0.20128115,0.03387101,0.00712566,1.27255955,0.85989921,0.37213270
-4.99749875,1.85138863,0.00523817,0.19471585,0.03195702,0.00702607,1.22192353,0.82319664,0.35133571
-4.99149575,1.77645343,0.00476546,0.18863374,0.03027353,0.00698583,1.17436909,0.78738371,0.33203830
-4.98549275,1.70687767,0.00431770,0.18309887,0.02882633,0.00700218,1.13004257,0.75273340,0.31420424
-4.97948974,1.64282562,0.00389561,0.17816106,0.02762131,0.00707191,1.08905464,0.71948977,0.29779408
-4.97348674,1.58438932,0.00349970,0.17385357,0.02666429,0.00719129,1.05147246,0.68786000,0.28276478
-4.96748374,1.53157849,0.00313026,0.17019139,0.02596101,0.00735601,1.01731270,0.65800776,0.26906915
-4.96148074,1.48431308,0.00278734,0.16717018,0.02551719,0.00756108,0.98653629,0.63004838,0.25665510
-4.95547774,1.44241935,0.00247080,0.16476606,0.02533867,0.00780090,0.95904519,0.60404595,0.24546503
-4.94947474,1.40562996,0.00218024,0.16293613,0.02543157,0.00806921,0.93468185,0.58001254,0.23543548
-4.94347174,1.37358848,0.00191509,0.16161980,0.02580252,0.00835920,0.91323145,0.55790965,0.22649712
-4.93746873,1.34585832,0.00167459,0.16074086,0.02645886,0.00866359,0.89442706,0.53765174,0.21857527
-4.93146573,1.32193587,0.00145779,0.16021020,0.02740874,0.00897478,0.87795761,0.51911165,0.21159088
-4.92546273,1.30126725,0.00126364,0.15992904,0.02866119,0.00928500,0.86347833,0.50212771,0.20546211
-4.91945973,1.28326807,0.00109094,0.15979261,0.03022601,0.00958652,0.85062320,0.48651205,0.20010633
-4.91345673,1.26734503,0.00093843,0.15969396,0.03211353,0.00987182,0.83901880,0.47205973,0.19544254
-4.90745373,1.25291834,0.00080476,0.15952796,0.03433414,0.01013380,0.82829880,0.45855824,0.19139408
-4.90145073,1.23944375,0.00068856,0.15919503,0.03689771,0.01036602,0.81811829,0.44579671,0.18789136
-4.89544772,1.22643302,0.00058844,0.15860466,0.03981267,0.01056282,0.80816727,0.43357463,0.18487469
-4.88944472,1.21347177,0.00050302,0.15767842,0.04308507,0.01071951,0.79818247,0.42170938,0.18229677
-4.88344172,1.20023371,0.00043092,0.15635244,0.04671735,0.01083247,0.78795692,0.41004245,0.18012485
-4.87743872,1.18649062,0.00037081,0.15457916,0.05070710,0.01089924,0.77734678,0.39844394,0.17834248
-4.87143572,1.17211764,0.00032142,0.15232832,0.05504572,0.01091855,0.76627513,0.38681530,0.17695051
-4.86543272,1.15709357,0.00028152,0.14958727,0.05971713,0.01089027,0.75473255,0.37509023,0.17596756
-4.85942971,1.14149654,0.00024995,0.14636039,0.06469662,0.01081542,0.74277460,0.36323381,0.17542970
-4.85342671,1.12549514,0.00022562,0.14266802,0.06994986,0.01069601,0.73051633,0.35124011,0.17538940
-4.84742371,1.10933589,0.00020753,0.13854455,0.07543222,0.01053489,0.71812430,0.33912841,0.17591390
-4.84142071,1.09332756,0.00019473,0.13403629,0.08108848,0.01033567,0.70580661,0.32693849,0.17708278
-4.83541771,1.07782352,0.00018634,0.12919879,0.08685293,0.01010243,0.69380139,0.31472528,0.17898512
-4.82941471,1.06320280,0.00018157,0.12409409,0.09264997,0.00983963,0.68236450,0.30255329,0.18171606
-4.82341171,1.04985093,0.00017969,0.11878790,0.09839527,0.00955184,0.67175696,0.29049103,0.18537307
-4.81740870,1.03814138,0.00018002,0.11334687,0.10399732,0.00924362,0.66223277,0.27860606,0.19005179
-4.81140570,1.02841838,0.00018198,0.10783609,0.10935958,0.00891934,0.65402749,0.26696057,0.19584180
-4.80540270,1.02098158,0.00018503,0.10231696,0.11438296,0.00858307,0.64734806,0.25560799,0.20282220
-4.79939970,1.01607316,0.00018867,0.09684539,0.11896863,0.00823846,0.64236416,0.24459059,0.21105720
-4.79339670,1.01386747,0.00019250,0.09147051,0.12302110,0.00788870,0.63920122,0.23393816,0.22059182
-4.78739370,1.01446346,0.00019614,0.08623387,0.12645127,0.00753647,0.63793528,0.22366781,0.23144775
-4.78139070,1.01787977,0.00019929,0.08116902,0.12917952,0.00718398,0.63858955,0.21378470,0.24361952
-4.77538769,1.02405243,0.00020169,0.07630160,0.13113852,0.00683294,0.64113282,0.20428359,0.25707117
-4.76938469,1.03283496,0.00020315,0.07164977,0.13227571,0.00648469,0.64547938,0.19515111,0.27173343
-4.76338169,1.04400071,0.00020350,0.06722492,0.13255531,0.00614018,0.65149051,0.18636838,0.28750165
-4.75737869,1.05724726,0.00020266,0.06303263,0.13195976,0.00580015,0.65897731,0.17791394,0.30423465
-4.75137569,1.07220263,0.00020057,0.05907379,0.13049043,0.00546512,0.66770485,0.16976668,0.32175459
-4.74537269,1.08843330,0.00019721,0.05534572,0.12816776,0.00513554,0.67739741,0.16190861,0.33984800
-4.73936968,1.10545379,0.00019263,0.05184339,0.12503060,0.00481180,0.68774490,0.15432744,0.35826816
-4.73336668,1.12273794,0.00018689,0.04856050,0.12113493,0.00449435,0.69841027,0.14701858,0.37673885
-4.72736368,1.13973152,0.00018008,0.04549045,0.11655195,0.00418368,0.70903787,0.13998687,0.39495949
-4.72136068,1.15586635,0.00017234,0.04262727,0.11136569,0.00388041,0.71926270,0.13324768,0.41261164
-4.71535768,1.17057556,0.00016382,0.03996621,0.10567024,0.00358524,0.72872042,0.12682753,0.42936681
-4.70935468,1.18330989,0.00015467,0.03750436,0.09956669,0.00329901,0.73705788,0.12076426,0.44489529
-4.70335168,1.19355459,0.00014508,0.03524097,0.09316000,0.00302261,0.74394411,0.11510672,0.45887586
-4.69734867,1.20084656,0.00013522,0.03317763,0.08655586,0.00275703,0.74908120,0.10991409,0.47100591
-4.69134567,1.20479111,0.00012527,0.03131835,0.07985775,0.00250326,0.75221500,0.10525488,0.48101176
-4.68534267,1.20507774,0.00011541,0.02966947,0.07316426,0.00226230,0.75314498,0.10120555,0.48865855
-4.67933967,1.20149427,0.00010582,0.02823946,0.06656679,0.00203510,0.75173300,0.09784903,0.49375950
-4.67333667,1.19393857,0.00009666,0.02703862,0.06014769,0.00182256,0.74791038,0.09527283,0.49618388
-4.66733367,1.18242724,0.00008808,0.02607869,0.05397886,0.00162545,0.74168296,0.09356707,0.49586350
-4.66133067,1.16710068,0.00008023,0.02537239,0.04812090,0.00144443,0.73313374,0.09282221,0.49279719
-4.65532766,1.14822392,0.00007325,0.02493289,0.04262272,0.00128005,0.72242277,0.09312664,0.48705326
-4.64932466,1.12618320,0.00006724,0.02477319,0.03752159,0.00113271,0.70978425,0.09456404,0.47876948
-4.64332166,1.10147790,0.00006235,0.02490548,0.03284365,0.00100267,0.69552064,0.09721051,0.46815086
-4.63731866,1.07470816,0.00005866,0.02534044,0.02860463,0.00089008,0.67999406,0.10113163,0.45546503
-4.63131566,1.04655846,0.00005628,0.02608653,0.02481102,0.00079500,0.66361514,0.10637936,0.44103556
-4.62531266,1.01777780,0.00005532,0.02714927,0.02146123,0.00071738,0.64682984,0.11298897,0.42523336
-4.61930965,0.98915710,0.00005588,0.02853051,0.01854699,0.00065711,0.63010463,0.12097597,0.40846660
-4.61330665,0.96150502,0.00005805,0.03022778,0.01605471,0.00061404,0.61391078,0.13033340,0.39116961
-4.60730365,0.93562285,0.00006192,0.03223371,0.01396684,0.00058797,0.59870849,0.14102937,0.37379093
-4.60130065,0.91227994,0.00006760,0.03453553,0.01226313,0.00057869,0.58493148,0.15300524,0.35678134
-4.59529765,0.89219033,0.00007517,0.03711481,0.01092175,0.00058597,0.57297275,0.16617449,0.34058203
-4.58929465,0.87599192,0.00008473,0.03994729,0.00992029,0.00060957,0.56317230,0.18042253,0.32561333
-4.58329165,0.86422876,0.00009634,0.04300299,0.00923659,0.00064924,0.55580722,0.19560750,0.31226459
-4.57728864,0.85733735,0.00011009,0.04624656,0.00884932,0.00070468,0.55108468,0.21156233,0.30088516
-4.57128564,0.85563734,0.00012602,0.04963785,0.00873850,0.00077556,0.54913805,0.22809795,0.29177698
-4.56528264,0.85932696,0.00014416,0.05313283,0.00888576,0.00086150,0.55002634,0.24500781,0.28518872
-4.55927964,0.86848327,0.00016452,0.05668468,0.00927456,0.00096203,0.55373696,0.26207360,0.28131170
-4.55327664,0.88306701,0.00018707,0.06024516,0.00989019,0.00107657,0.56019145,0.27907201,0.28027750
-4.54727364,0.90293176,0.00021174,0.06376615,0.01071979,0.00120444,0.56925413,0.29578244,0.28215726
-4.54127064,0.92783687,0.00023843,0.06720134,0.01175220,0.00134481,0.58074289,0.31199524,0.28696267
-4.53526763,0.95746347,0.00026699,0.07050798,0.01297781,0.00149670,0.59444185,0.32752031,0.29464832
-4.52926463,0.99143276,0.00029722,0.07364862,0.01438845,0.00165898,0.61011502,0.34219560,0.30511552
-4.52326163,1.02932575,0.00032886,0.07659281,0.01597712,0.00183037,0.62752049,0.35589516,0.31821725
-4.51725863,1.07070360,0.00036163,0.07931853,0.01773786,0.00200945,0.64642432,0.36853629,0.33376414
-4.51125563,1.11512757,0.00039519,0.08181344,0.01966554,0.00219469,0.66661345,0.38008540,0.35153128
-4.50525263,1.16217774,0.00042915,0.08407579,0.02175568,0.00238445,0.68790721,0.39056228,0.37126567
-4.49924962,1.21146979,0.00046311,0.08611489,0.02400423,0.00257706,0.71016658,0.40004233,0.39269406
-4.49324662,1.26266902,0.00049663,0.08795114,0.02640744,0.00277081,0.73330105,0.40865672,0.41553110
