energy_ev,total_up,Co_p_up,Co_d_up,N_s_up,N_p_up,Rh_p_up,Rh_d_up,S_s_up,S_p_up
-6.00000000,14.96952357,2.36808694,0.97810918,0.08880655,1.00830700,7.15201177,5.31452436,0.09774900,7.45764137
-5.99399700,14.91945446,2.32907493,0.96041262,0.09227497,1.02901764,7.24092136,5.28039940,0.09910600,7.39306273
-5.98799400,14.82230424,2.28125412,0.93984176,0.09539770,1.04636400,7.30621116,5.23035541,0.10013789,7.30475544
-5.98199100,14.67846130,2.22517976,0.91663061,0.09813001,1.06006940,7.34633907,5.16478381,0.10081892,7.19342267
-5.97598799,14.48885960,2.16151065,0.89103704,0.10043389,1.06990352,7.36005554,5.08426612,0.10112703,7.06002715
-5.96998499,14.25498119,2.09099434,0.86333750,0.10227922,1.07569064,7.34644664,4.98956877,0.10104502,6.90577826
-5.96398199,13.97885208,2.01445096,0.83382194,0.10364474,1.07731683,7.30497228,4.88163522,0.10056160,6.73211690
-5.95797899,13.66303009,1.93275630,0.80278928,0.10451877,1.07473579,7.23549764,4.76157531,0.09967231,6.54069792
-5.95197599,13.31058338,1.84682448,0.77054310,0.10489964,1.06797279,7.13831588,4.63065163,0.09838031,6.33336985
-5.94597299,12.92505854,1.75759054,0.73738785,0.10479586,1.05712677,7.01416020,4.49026284,0.09669687,6.11215158
-5.93996998,12.51043730,1.66599353,0.70362532,0.10422587,1.04237015,6.86420423,4.34192398,0.09464154,5.87920594
-5.93396698,12.07108162,1.57296015,0.66955137,0.10321762,1.02394656,6.69004978,4.18724390,0.09224208,5.63680979
-5.92796398,11.61166739,1.47938954,0.63545291,0.10180770,1.00216623,6.49370171,4.02790012,0.08953399,5.38732099
-5.92196098,11.13710764,1.38613925,0.60160495,0.10004025,0.97739941,6.27753061,3.86561154,0.08655974,5.13314236
-5.91595798,10.65246677,1.29401277,0.56826773,0.09796559,0.95006789,6.04422402,3.70210963,0.08336770,4.87668319
-5.90995498,10.16286784,1.20374871,0.53568395,0.09563867,0.92063500,5.79672812,3.53910871,0.08001081,4.62031904
-5.90395198,9.67339559,1.11601186,0.50407598,0.09311732,0.88959450,5.53818169,3.37827609,0.07654502,4.36635084
-5.89794897,9.18899813,1.03138612,0.47364319,0.09046044,0.85745861,5.27184508,3.22120297,0.07302762,4.11696426
-5.89194597,8.71439031,0.95036947,0.44455944,0.08772616,0.82474577,5.00102651,3.06937669,0.06951546,3.87419073
-5.88594297,8.25396198,0.87337085,0.41697071,0.08497001,0.79196852,4.72900865,2.92415530,0.06606323,3.63987123
-5.87993997,7.81169413,0.80070905,0.39099316,0.08224325,0.75962176,4.45897770,2.78674484,0.06272176,3.41562414
-5.87393697,7.39108553,0.73261346,0.36671157,0.07959132,0.72817192,4.19395758,2.65818014,0.05953650,3.20281830
-5.86793397,6.99509215,0.66922660,0.34417831,0.07705258,0.69804720,3.93675087,2.53930926,0.05654625,3.00255213
-5.86193097,6.62608097,0.61060820,0.32341303,0.07465729,0.66962913,3.68988813,2.43078209,0.05378206,2.81563976
-5.85592796,6.28579945,0.55674085,0.30440303,0.07242691,0.64324560,3.45558657,2.33304300,0.05126656,2.64260451
-5.84992496,5.97536097,0.50753680,0.28710443,0.07037380,0.61916542,3.23571855,2.24632772,0.04901350,2.48368001
-5.84392196,5.69524630,0.46284581,0.27144423,0.06850121,0.59759445,3.03179005,2.17066418,0.04702771,2.33881895
-5.83791896,5.44532040,0.42246389,0.25732305,0.06680365,0.57867322,2.84492877,2.10587734,0.04530532,2.20770903
-5.83191596,5.22486349,0.38614248,0.24461869,0.06526762,0.56247611,2.67588127,2.05159744,0.04383436,2.08979550
-5.82591296,5.03261480,0.35359800,0.23319040,0.06387258,0.54901177,2.52501837,2.00727176,0.04259559,1.98430952
-5.81990995,4.86682740,0.32452151,0.22288352,0.06259225,0.53822488,2.39234784,1.97217927,0.04156356,1.89030123
-5.81390695,4.72533193,0.29858811,0.21353458,0.06139600,0.52999915,2.27753346,1.94544814,0.04070785,1.80667626
-5.80790395,4.60560734,0.27546600,0.20497659,0.06025044,0.52416124,2.17991952,1.92607557,0.03999447,1.73223458
-5.80190095,4.50485637,0.25482490,0.19704418,0.05912106,0.52048587,2.09855989,1.91294985,0.03938728,1.66571007
-5.79589795,4.42008384,0.23634366,0.18957864,0.05797381,0.51870171,2.03225091,1.90487423,0.03884938,1.60580977
-5.78989495,4.34817566,0.21971692,0.18243241,0.05677660,0.51849815,1.97956752,1.90059220,0.03834457,1.55125137
-5.78389195,4.28597675,0.20466071,0.17547313,0.05550068,0.51953292,1.93890193,1.89881409,0.03783855,1.50079782
-5.77788894,4.23036615,0.19091680,0.16858674,0.05412178,0.52144025,1.90850442,1.89824421,0.03730008,1.45328817
-5.77188594,4.17832781,0.17825591,0.16167995,0.05262098,0.52383969,1.88652571,1.89760832,0.03670188,1.40766372
-5.76588294,4.12701556,0.16647969,0.15468162,0.05098538,0.52634532,1.87106038,1.89568089,0.03602138,1.36298909
-5.75987994,4.07381124,0.15542144,0.14754330,0.04920836,0.52857519,1.86019065,1.89131134,0.03524122,1.31846759
-5.75387694,4.01637484,0.14494586,0.14023885,0.04728962,0.53016082,1.85202985,1.88344894,0.03434946,1.27345107
-5.74787394,3.95268584,0.13494772,0.13276322,0.04523499,0.53075645,1.84476472,1.87116540,0.03333967,1.22744412
-5.74187094,3.88107516,0.12534970,0.12513046,0.04305583,0.53004788,1.83669559,1.85367477,0.03221072,1.18010307
-5.73586793,3.80024731,0.11609962,0.11737124,0.04076843,0.52776049,1.82627348,1.83034976,0.03096644,1.13123020
-5.72986493,3.70929235,0.10716708,0.10952978,0.03839306,0.52366635,1.81213303,1.80073413,0.02961507,1.08076380
-5.72386193,3.60768801,0.09853989,0.10166063,0.03595306,0.51758988,1.79312018,1.76455056,0.02816863,1.02876483
-5.71785893,3.49529186,0.09022032,0.09382533,0.03347375,0.50941220,1.76831389,1.72170369,0.02664220,0.97540098
-5.71185593,3.37232435,0.08222135,0.08608905,0.03098146,0.49907364,1.73704089,1.67227828,0.02505311,0.92092892
-5.70585293,3.23934328,0.07456323,0.07851754,0.02850247,0.48657452,1.69888309,1.61653236,0.02342018,0.86567559
-5.69984992,3.09721085,0.06727027,0.07117431,0.02606217,0.47197412,1.65367733,1.55488570,0.02176292,0.81001936
-5.69384692,2.94705433,0.06036802,0.06411835,0.02368422,0.45538786,1.60150752,1.48790400,0.02010083,0.75437158
-5.68784392,2.79022196,0.05388107,0.05740216,0.02138995,0.43698273,1.54268954,1.41627937,0.01845274,0.69915936
-5.68184092,2.62823545,0.04783119,0.05107051,0.01919785,0.41697139,1.47774955,1.34080787,0.01683628,0.64480993
-5.67583792,2.46274080,0.04223615,0.04515952,0.01712323,0.39560496,1.40739682,1.26236499,0.01526744,0.59173698
-5.66983492,2.29545906,0.03710897,0.03969641,0.01517808,0.37316500,1.33249211,1.18187998,0.01376020,0.54032925
-5.66383192,2.12813866,0.03245767,0.03469962,0.01337101,0.34995492,1.25401309,1.10031006,0.01232634,0.49094161
-5.65782891,1.96251085,0.02828540,0.03017931,0.01170741,0.32629121,1.17301831,1.01861549,0.01097535,0.44388843
-5.65182591,1.80024942,0.02459095,0.02613825,0.01018959,0.30249497,1.09061110,0.93773623,0.00971439,0.39943941
-5.64582291,1.64293602,0.02136952,0.02257295,0.00881715,0.27888379,1.00790498,0.85857119,0.00854836,0.35781763
-5.63981991,1.49203171,0.01861362,0.01947482,0.00758728,0.25576462,0.92599163,0.78196053,0.00748007,0.31919953
-5.63381691,1.34885529,0.01631414,0.01683162,0.00649521,0.23342760,0.84591274,0.70867150,0.00651045,0.28371666
-5.62781391,1.21456863,0.01446142,0.01462870,0.00553454,0.21214106,0.76863640,0.63938808,0.00563877,0.25145886
-5.62181091,1.09016877,0.01304620,0.01285037,0.00469774,0.19214789,0.69503849,0.57470446,0.00486295,0.22247849
-5.61580790,0.97648643,0.01206061,0.01148096,0.00397646,0.17366315,0.62588950,0.51512224,0.00417981,0.19679544
-5.60980490,0.87419007,0.01149887,0.01050590,0.00336188,0.15687293,0.56184652,0.46105094,0.00358537,0.17440256
