energy_ev,total_up,Co_p_up,Co_d_up,N_s_up,N_p_up,Rh_p_up,Rh_d_up,S_s_up,S_p_up
-5.60380190,0.78379472,0.01135781,0.00991244,0.00284507,0.14193431,0.50345020,0.41281160,0.00307513,0.15527125
-5.59779890,0.70567440,0.01163727,0.00969029,0.00241719,0.12897630,0.45112613,0.37064258,0.00264431,0.13935681
-5.59179590,0.64007705,0.01234009,0.00983193,0.00206970,0.11810146,0.40518988,0.33470721,0.00228810,0.12660346
-5.58579290,0.58714066,0.01347198,0.01033272,0.00179455,0.10938807,0.36585507,0.30510257,0.00200185,0.11694874
-5.57978989,0.54690977,0.01504105,0.01119084,0.00158422,0.10289265,0.33324346,0.28186863,0.00178124,0.11032713
-5.57378689,0.51935109,0.01705720,0.01240696,0.00143185,0.09865243,0.30739644,0.26499740,0.00162242,0.10667287
-5.56778389,0.50436770,0.01953124,0.01398375,0.00133123,0.09668791,0.28828695,0.25444142,0.00152214,0.10592183
-5.56178089,0.50181110,0.02247385,0.01592530,0.00127676,0.09700508,0.27583148,0.25012134,0.00147782,0.10801254
-5.55577789,0.51149100,0.02589446,0.01823633,0.00126347,0.09959741,0.26990143,0.25193225,0.00148762,0.11288642
-5.54977489,0.53318267,0.02980005,0.02092147,0.00128694,0.10444748,0.27033363,0.25974879,0.00155047,0.12048723
-5.54377189,0.56663211,0.03419398,0.02398437,0.00134324,0.11152827,0.27693974,0.27342888,0.00166614,0.13076008
-5.53776888,0.61155945,0.03907486,0.02742698,0.00142886,0.12080426,0.28951464,0.29281643,0.00183520,0.14365003
-5.53176588,0.66766121,0.04443561,0.03124880,0.00154064,0.13223232,0.30784372,0.31774312,0.00205907,0.15910049
-5.52576288,0.73461203,0.05026278,0.03544631,0.00167573,0.14576248,0.33170933,0.34802959,0.00234002,0.17705176
-5.51975988,0.81206665,0.05653607,0.04001249,0.00183151,0.16133896,0.36089666,0.38348651,0.00268113,0.19743984
-5.51375688,0.89966283,0.06322827,0.04493659,0.00200559,0.17890118,0.39519913,0.42391574,0.00308632,0.22019566
-5.50775388,0.99702576,0.07030565,0.05020404,0.00219572,0.19838520,0.43442362,0.46911198,0.00356030,0.24524494
-5.50175088,1.10377438,0.07772865,0.05579664,0.00239987,0.21972547,0.47839557,0.51886519,0.00410856,0.27250884
-5.49574787,1.21952983,0.08545313,0.06169286,0.00261617,0.24285692,0.52696403,0.57296391,0.00473734,0.30190534
-5.48974487,1.34392583,0.09343192,0.06786845,0.00284293,0.26771736,0.58000652,0.63119953,0.00545352,0.33335133
-5.48374187,1.47662068,0.10161683,0.07429707,0.00307870,0.29425011,0.63743354,0.69337150,0.00626461,0.36676549
-5.47773887,1.61731031,0.10996089,0.08095111,0.00332228,0.32240668,0.69919234,0.75929315,0.00717855,0.40207161
-5.47173587,1.76574122,0.11842073,0.08780259,0.00357276,0.35214921,0.76526953,0.82879800,0.00820361,0.43920216
-5.46573287,1.92172248,0.12695914,0.09482391,0.00382955,0.38345264,0.83569214,0.90174592,0.00934818,0.47810202
-5.45972986,2.08513541,0.13554737,0.10198869,0.00409238,0.41630607,0.91052644,0.97802877,0.01062048,0.51873181
-5.45372686,2.25593977,0.14416733,0.10927231,0.00436137,0.45071330,0.98987421,1.05757504,0.01202832,0.56107067
-5.44772386,2.43417514,0.15281330,0.11665238,0.00463694,0.48669209,1.07386600,1.14035271,0.01357869,0.60511810
-5.44172086,2.61995668,0.16149308,0.12410889,0.00491986,0.52427221,1.16265110,1.22637016,0.01527739,0.65089462
-5.43571786,2.81346441,0.17022853,0.13162407,0.00521115,0.56349188,1.25638428,1.31567442,0.01712858,0.69844095
-5.42971486,3.01492565,0.17905519,0.13918201,0.00551203,0.60439282,1.35520924,1.40834672,0.01913433,0.74781566
-5.42371186,3.22459062,0.18802117,0.14676800,0.00582383,0.64701387,1.45923944,1.50449494,0.02129413,0.79909100
-5.41770885,3.44270179,0.19718500,0.15436759,0.00614786,0.69138334,1.56853669,1.60424321,0.02360441,0.85234720
-5.41170585,3.66945784,0.20661277,0.16196550,0.00648531,0.73751043,1.68308860,1.70771874,0.02605814,0.90766512
-5.40570285,3.90497353,0.21637436,0.16954443,0.00683712,0.78537618,1.80278579,1.81503620,0.02864446,0.96511762
-5.39969985,4.14923744,0.22653902,0.17708380,0.00720380,0.83492415,1.92740016,1.92628031,0.03134840,1.02475990
-5.39369685,4.40206924,0.23717051,0.18455862,0.00758538,0.88605170,2.05656555,2.04148720,0.03415067,1.08661918
-5.38769385,4.66307902,0.24832191,0.19193846,0.00798122,0.93860208,2.18976187,2.16062537,0.03702772,1.15068421
-5.38169085,4.93163061,0.26003044,0.19918675,0.00838998,0.99235806,2.32630413,2.28357701,0.03995181,1.21689506
-5.37568784,5.20681116,0.27231247,0.20626032,0.00880953,1.04703751,2.46533720,2.41012060,0.04289131,1.28513373
-5.36968484,5.48740889,0.28515910,0.21310942,0.00923690,1.10229124,2.60583719,2.53991567,0.04581122,1.35521591
-5.36368184,5.77190060,0.29853248,0.21967805,0.00966836,1.15770360,2.74661977,2.67249038,0.04867378,1.42688459
-5.35767884,6.05845008,0.31236321,0.22590482,0.01009939,1.21279584,2.88635568,2.80723280,0.05143931,1.49980561
-5.35167584,6.34491832,0.32654889,0.23172411,0.01052482,1.26703228,3.02359312,2.94338634,0.05406713,1.57356576
-5.34567284,6.62888559,0.34095414,0.23706763,0.01093895,1.31982925,3.15678636,3.08004992,0.05651663,1.64767343
-5.33966983,6.90768523,0.35541205,0.24186624,0.01133570,1.37056649,3.28432972,3.21618314,0.05874838,1.72156211
-5.33366683,7.17844837,0.36972715,0.24605200,0.01170876,1.41860071,3.40459565,3.35061663,0.06072526,1.79459672
-5.32766383,7.43815843,0.38367985,0.24956020,0.01205187,1.46328067,3.51597543,3.48206754,0.06241360,1.86608276
-5.32166083,7.68371384,0.39703217,0.25233155,0.01235894,1.50396342,3.61692108,3.60916013,0.06378421,1.93527817
-5.31565783,7.91199711,0.40953463,0.25431405,0.01262430,1.54003102,3.70598665,3.73045096,0.06481329,2.00140755
-5.30965483,8.11994829,0.42093405,0.25546480,0.01284287,1.57090700,3.78186761,3.84445835,0.06548322,2.06367866
-5.30365183,8.30464047,0.43098184,0.25575148,0.01301036,1.59607224,3.84343659,3.94969529,0.06578312,2.12130050
-5.29764882,8.46335517,0.43944263,0.25515344,0.01312337,1.61507939,3.88977450,4.04470517,0.06570919,2.17350280
-5.29164582,8.59365537,0.44610265,0.25366247,0.01317955,1.62756563,3.92019580,4.12809917,0.06526484,2.21955606
-5.28564282,8.69345382,0.45077772,0.25128316,0.01317761,1.63326319,3.93426730,4.19859440,0.06446061,2.25879189
-5.27963982,8.76107474,0.45332032,0.24803284,0.01311741,1.63200737,3.93182002,4.25505144,0.06331375,2.29062259
-5.27363682,8.79530685,0.45362555,0.24394120,0.01299994,1.62374193,3.91295389,4.29651010,0.06184776,2.31455963
-5.26763382,8.79544601,0.45163568,0.23904958,0.01282726,1.60852166,3.87803541,4.32222202,0.06009162,2.33023012
-5.26163082,8.76132603,0.44734304,0.23341000,0.01260245,1.58651219,3.82768867,4.33167883,0.05807892,2.33739068
-5.25562781,8.69333642,0.44079127,0.22708399,0.01232951,1.55798709,3.76278013,4.32463462,0.05584694,2.33593802
-5.24962481,8.59242617,0.43207469,0.22014127,0.01201327,1.52332249,3.68439792,4.30112159,0.05343555,2.32591572
-5.24362181,8.46009317,0.42133600,0.21265835,0.01165920,1.48298934,3.59382642,4.26145801,0.05088624,2.30751677
-5.23761881,8.29835896,0.40876234,0.20471711,0.01127335,1.43754366,3.49251703,4.20624775,0.04824101,2.28108153
-5.23161581,8.10972942,0.39457982,0.19640335,0.01086218,1.38761504,3.38205591,4.13637109,0.04554149,2.24709111
-5.22561281,7.89714193,0.37904693,0.18780543,0.01043244,1.33389369,3.26412964,4.05296681,0.04282799,2.20615604
-5.21960980,7.66390050,0.36244687,0.17901295,0.00999104,1.27711646,3.14048972,3.95740591,0.04013873,2.15900081
-5.21360680,7.41360040,0.34507937,0.17011543,0.00954494,1.21805203,3.01291664,3.85125766,0.03750918,2.10644447
-5.20760380,7.15004460,0.32725204,0.16120119,0.00910110,1.15748573,2.88318442,3.73624923,0.03497154,2.04937828
-5.20160080,6.87715435,0.30927180,0.15235615,0.00866632,1.09620417,2.75302626,3.61422021,0.03255430,1.98874094
-5.19559780,6.59887679,0.29143653,0.14366282,0.00824721,1.03498024,2.62410212,3.48707372,0.03028193,1.92549268
-5.18959480,6.31909251,0.27402733,0.13519923,0.00785010,0.97455843,2.49796873,3.35672609,0.02817476,1.86058900
-5.18359180,6.04152600,0.25730146,0.12703797,0.00748102,0.91564120,2.37605275,3.22505682,0.02624880,1.79495531
-5.17758879,5.76966199,0.24148641,0.11924527,0.00714558,0.85887626,2.25962741,3.09386103,0.02451583,1.72946338
-5.17158579,5.50667038,0.22677496,0.11188011,0.00684895,0.80484540,2.14979329,2.96480596,0.02298340,1.66491056
-5.16558279,5.25534212,0.21332155,0.10499344,0.00659581,0.75405485,2.04746342,2.83939321,0.02165498,1.60200256
-5.15957979,5.01803809,0.20123995,0.09862742,0.00639026,0.70692754,1.95335303,2.71892808,0.02053013,1.54134025
-5.15357679,4.79665234,0.19060215,0.09281488,0.00623578,0.66379748,1.86797415,2.60449678,0.01960475,1.48341105
-5.14757379,4.59259063,0.18143861,0.08757879,0.00613516,0.62490621,1.79163505,2.49695226,0.01887129,1.42858478
-5.14157079,4.40676457,0.17373966,0.08293209,0.00609044,0.59040173,1.72444454,2.39690866,0.01831907,1.37711407
-5.13556778,4.23960091,0.16745809,0.07887754,0.00610284,0.56033964,1.66632083,2.30474419,0.01793463,1.32913881
-5.12956478,4.09106520,0.16251265,0.07540795,0.00617272,0.53468671,1.61700478,2.22061183,0.01770204,1.28469429
-5.12356178,3.96069828,0.15879255,0.07250662,0.00629950,0.51332669,1.57607699,2.14445687,0.01760336,1.24372227
-5.11755878,3.84766382,0.15616249,0.07014804,0.00648168,0.49606810,1.54297831,2.07604019,0.01761903,1.20608428
-5.11155578,3.75080467,0.15446840,0.06829890,0.00671675,0.48265398,1.51703299,2.01496584,0.01772835,1.17157632
-5.10555278,3.66870562,0.15354340,0.06691935,0.00700125,0.47277307,1.49747392,1.96071159,0.01791002,1.13994424
-5.09954977,3.59975992,0.15321401,0.06596446,0.00733076,0.46607214,1.48346911,1.91266089,0.01814257,1.11089898
-5.09354677,3.54223716,0.15330623,0.06538594,0.00769996,0.46216904,1.47414854,1.87013488,0.01840499,1.08413117
-5.08754377,3.49434992,0.15365149,0.06513395,0.00810273,0.46066595,1.46863072,1.83242327,0.01867718,1.05932451
-5.08154077,3.45431694,0.15409213,0.06515899,0.00853221,0.46116242,1.46604807,1.79881277,0.01894051,1.03616752
-5.07553777,3.42042089,0.15448626,0.06541385,0.00898100,0.46326760,1.46557040,1.76861239,0.01917827,1.01436358
-5.06953477,3.39105896,0.15471197,0.06585540,0.00944126,0.46661133,1.46642586,1.74117483,0.01937615,0.99363907
-5.06353177,3.36478509,0.15467054,0.06644628,0.00990496,0.47085357,1.46791883,1.71591352,0.01952256,0.97374967
-5.05752876,3.34034293,0.15428881,0.06715638,0.01036406,0.47569194,1.46944432,1.69231520,0.01960895,0.95448501
-5.05152576,3.31668900,0.15352041,0.06796393,0.01081073,0.48086697,1.47049853,1.66994791,0.01963002,0.93567188
-5.04552276,3.29300621,0.15234597,0.06885631,0.01123759,0.48616515,1.47068563,1.64846476,0.01958380,0.91717619
-5.03951976,3.26870793,0.15077228,0.06983046,0.01163796,0.49141950,1.46972066,1.62760382,0.01947168,0.89890408
-5.03351676,3.24343333,0.14883044,0.07089272,0.01200607,0.49650798,1.46742881,1.60718453,0.01929833,0.88080236
-5.02751376,3.21703521,0.14657319,0.07205845,0.01233730,0.50134979,1.46374141,1.58710141,0.01907147,0.86285842
-5.02151076,3.18956131,0.14407139,0.07335100,0.01262832,0.50589997,1.45868918,1.56731569,0.01880161,0.84510002
-5.01550775,3.16123082,0.14140997,0.07480045,0.01287733,0.51014271,1.45239312,1.54784540,0.01850172,0.82759476
-5.00950475,3.13240741,0.13868349,0.07644196,0.01308411,0.51408375,1.44505393,1.52875490,0.01818679,0.81044955
-5.00350175,3.10357050,0.13599146,0.07831383,0.01325015,0.51774252,1.43694031,1.51014418,0.01787341,0.79380983
-4.99749875,3.07528623,0.13343370,0.08045548,0.01337867,0.52114437,1.42837705,1.49213877,0.01757925,0.77785852
-4.99149575,3.04817946,0.13110589,0.08290528,0.01347462,0.52431356,1.41973324,1.47488050,0.01732264,0.76281466
-4.98549275,3.02290800,0.12909552,0.08569850,0.01354463,0.52726730,1.41141125,1.45851973,0.01712204,0.74893138
-4.97948974,3.00014012,0.12747842,0.08886535,0.01359688,0.53001128,1.40383672,1.44320909,0.01699564,0.73649318
-4.97348674,2.98053570,0.12631597,0.09242931,0.01364096,0.53253699,1.39744987,1.42909899,0.01696092,0.72581228
-4.96748374,2.96473165,0.12565306,0.09640580,0.01368770,0.53482085,1.39269817,1.41633492,0.01703427,0.71722385
-4.96148074,2.95333145,0.12551696,0.10080125,0.01374890,0.53682536,1.39003021,1.40505635,0.01723067,0.71108004
-4.95547774,2.94689865,0.12591705,0.10561257,0.01383712,0.53850197,1.38989081,1.39539707,0.01756342,0.70774280
-4.94947474,2.94595375,0.12684529,0.11082725,0.01396537,0.53979576,1.39271682,1.38748680,0.01804384,0.70757531
-4.94347174,2.95097389,0.12827762,0.11642373,0.01414685,0.54065125,1.39893347,1.38145355,0.01868111,0.71093241
-4.93746873,2.96239452,0.13017587,0.12237240,0.01439461,0.54101942,1.40895078,1.37742647,0.01948206,0.71814978
-4.93146573,2.98061214,0.13249037,0.12863688,0.01472130,0.54086511,1.42315981,1.37553890,0.02045101,0.72953254
-4.92546273,3.00598755,0.13516292,0.13517564,0.01513886,0.54017469,1.44192839,1.37593110,0.02158965,0.74534328
-4.91945973,3.03884860,0.13812995,0.14194384,0.01565825,0.53896329,1.46559621,1.37875253,0.02289690,0.76579006
-4.91345673,3.07949223,0.14132593,0.14889533,0.01628923,0.53728142,1.49446931,1.38416347,0.02436880,0.79101487
-4.90745373,3.12818531,0.14468659,0.15598457,0.01704016,0.53522048,1.52881397,1.39233561,0.02599845,0.82108296
-4.90145073,3.18516416,0.14815207,0.16316857,0.01791779,0.53291684,1.56885035,1.40345191,0.02777594,0.85597369
-4.89544772,3.25063308,0.15166966,0.17040857,0.01892718,0.53055439,1.61474629,1.41770544,0.02968833,0.89557336
-4.88944472,3.32476187,0.15519622,0.17767146,0.02007159,0.52836527,1.66661151,1.43529750,0.03171968,0.93967056
-4.88344172,3.40768303,0.15870006,0.18493094,0.02135246,0.52662887,1.72449305,1.45643502,0.03385120,0.98795443
-4.87743872,3.49948902,0.16216233,0.19216821,0.02276942,0.52566887,1.78837206,1.48132751,0.03606136,1.04001628
-4.87143572,3.60023003,0.16557786,0.19937237,0.02432035,0.52584863,1.85816263,1.51018364,0.03832619,1.09535463
-4.86543272,3.70991261,0.16895539,0.20654035,0.02600149,0.52756485,1.93371267,1.54320765,0.04061966,1.15338383
-4.85942971,3.82849942,0.17231742,0.21367648,0.02780751,0.53123971,2.01480712,1.58059557,0.04291412,1.21344608
-4.85342671,3.95590998,0.17569943,0.22079180,0.02973172,0.53731164,2.10117317,1.62253137,0.04518089,1.27482655
-4.84742371,4.09202211,0.17914872,0.22790292,0.03176617,0.54622491,2.19248729,1.66918279,0.04739088,1.33677107
-4.84142071,4.23667359,0.18272290,0.23503071,0.03390182,0.55841821,2.28838333,1.72069691,0.04951533,1.39850573
-4.83541771,4.38966311,0.18648802,0.24219882,0.03612867,0.57431246,2.38846111,1.77719503,0.05152658,1.45925756
-4.82941471,4.55074979,0.19051642,0.24943191,0.03843583,0.59429801,2.49229452,1.83876680,0.05339883,1.51827533
-4.82341171,4.71965008,0.19488438,0.25675387,0.04081159,0.61872146,2.59943828,1.90546315,0.05510891,1.57484961
-4.81740870,4.89603126,0.19966957,0.26418598,0.04324344,0.64787242,2.70943247,1.97728809,0.05663696,1.62833092
-4.81140570,5.07950081,0.20494843,0.27174493,0.04571801,0.68197041,2.82180425,2.05418899,0.05796709,1.67814528
-4.80540270,5.26959132,0.21079339,0.27944097,0.04822099,0.72115227,2.93606609,2.13604570,0.05908777,1.72380629
-4.79939970,5.46574080,0.21727007,0.28727610,0.05073700,0.76546046,3.05171056,2.22265839,0.05999224,1.76492325
-4.79339670,5.66726927,0.22443454,0.29524232,0.05324945,0.81483257,3.16820167,2.31373485,0.06067857,1.80120491
-4.78739370,5.87335246,0.23233053,0.30332009,0.05574036,0.86909256,3.28496347,2.40887760,0.06114967,1.83245886
-4.78139070,6.08299432,0.24098688,0.31147701,0.05819026,0.92794422,3.40136670,2.50757179,0.06141303,1.85858676
-4.77538769,6.29500059,0.25041510,0.31966684,0.06057806,0.99096717,3.51671479,2.60917472,0.06148026,1.87957581
-4.76938469,6.50795554,0.26060725,0.32782881,0.06288101,1.05761596,3.63023063,2.71290816,0.06136658,1.89548728
-4.76338169,6.72020473,0.27153416,0.33588744,0.06507481,1.12722255,3.74104573,2.81785429,0.06109005,1.90644280
-4.75737869,6.92984621,0.28314410,0.34375290,0.06713376,1.19900264,3.84819323,2.92295655,0.06067078,1.91260956
-4.75137569,7.13473239,0.29536202,0.35132188,0.06903104,1.27206571,3.95060639,3.02702606,0.06013011,1.91418527
-4.74537269,7.33248457,0.30808936,0.35847913,0.07073917,1.34542917,4.04712352,3.12875419,0.05948970,1.91138402
-4.73936968,7.52052116,0.32120459,0.36509962,0.07223055,1.41803617,4.13650028,3.22673177,0.05877077,1.90442380
-4.73336668,7.69610006,0.33456443,0.37105130,0.07347816,1.48877696,4.21742957,3.31947473,0.05799330,1.89351637
-4.72736368,7.85637471,0.34800583,0.37619846,0.07445629,1.55651322,4.28856888,3.40545570,0.05717547,1.87886011
-4.72136068,7.99846231,0.36134869,0.38040557,0.07514140,1.62010470,4.34857430,3.48314088,0.05633311,1.86063596
-4.71535768,8.11952201,0.37439921,0.38354146,0.07551297,1.67843728,4.39613988,3.55103077,0.05547941,1.83900645
-4.70935468,8.21683998,0.38695393,0.38548376,0.07555430,1.73045175,4.43004074,3.60770340,0.05462472,1.81411773
-4.70335168,8.28791767,0.39880417,0.38612334,0.07525331,1.77517194,4.44917784,3.65185817,0.05377656,1.78610406
-4.69734867,8.33055940,0.40974091,0.38536864,0.07460320,1.81173146,4.45262212,3.68235848,0.05293971,1.75509411
-4.69134567,8.34295493,0.41955985,0.38314959,0.07360292,1.83939785,4.43965581,3.69827122,0.05211650,1.72121867
-4.68534267,8.32375320,0.42806650,0.37942109,0.07225756,1.85759327,4.40980870,3.69890124,0.05130712,1.68461870
-4.67933967,8.27212354,0.43508121,0.37416566,0.07057842,1.86591088,4.36288727,3.68381933,0.05051009,1.64545331
-4.67333667,8.18780134,0.44044381,0.36739536,0.06858298,1.86412624,4.29899531,3.65288223,0.04972268,1.60390693
-4.66733367,8.07111605,0.44401787,0.35915263,0.06629454,1.85220340,4.21854477,3.60624378,0.04894142,1.56019520
-4.66133067,7.92300001,0.44569438,0.34951015,0.06374179,1.83029521,4.12225627,3.54435682,0.04816254,1.51456925
-4.65532766,7.74497798,0.44539466,0.33856973,0.06095806,1.79873824,4.01114914,3.46796552,0.04738243,1.46731809
-4.64932466,7.53913772,0.44307254,0.32646002,0.05798051,1.75804215,3.88652164,3.37808873,0.04659804,1.41876918
-4.64332166,7.30808317,0.43871561,0.31333353,0.05484922,1.70887434,3.74992211,3.27599501,0.04580716,1.36928714
