energy_ev,total_up,S_s_up,S_p_up,Sn_p_up,Sn_d_up,Ta_p_up,Ta_d_up
-6.00000000,0.00003427,0.00000008,0.00001565,0.00000482,0.00000001,0.00003137,0.00000908
-5.99399700,0.00002788,0.00000006,0.00001092,0.00000629,0.00000000,0.00002494,0.00000749
-5.98799400,0.00002560,0.00000004,0.00000782,0.00000864,0.00000000,0.00002218,0.00000700
-5.98199100,0.00002705,0.00000003,0.00000592,0.00001218,0.00000000,0.00002268,0.00000753
-5.97598799,0.00003229,0.00000002,0.00000493,0.00001731,0.00000000,0.00002639,0.00000910
-5.96998499,0.00004181,0.00000001,0.00000469,0.00002461,0.00000000,0.00003362,0.00001188
-5.96398199,0.00005652,0.00000001,0.00000513,0.00003486,0.00000000,0.00004505,0.00001613
-5.95797899,0.00007786,0.00000001,0.00000623,0.00004910,0.00000000,0.00006180,0.00002226
-5.95197599,0.00010783,0.00000001,0.00000809,0.00006871,0.00000000,0.00008541,0.00003086
-5.94597299,0.00014915,0.00000001,0.00001083,0.00009550,0.00000000,0.00011802,0.00004271
-5.93996998,0.00020538,0.00000001,0.00001469,0.00013179,0.00000000,0.00016244,0.00005882
-5.93396698,0.00028113,0.00000001,0.00001997,0.00018059,0.00000000,0.00022231,0.00008052
-5.92796398,0.00038229,0.00000001,0.00002707,0.00024569,0.00000000,0.00030227,0.00010950
-5.92196098,0.00051625,0.00000001,0.00003650,0.00033185,0.00000000,0.00040817,0.00014788
-5.91595798,0.00069223,0.00000002,0.00004890,0.00044503,0.00000000,0.00054730,0.00019829
-5.90995498,0.00092160,0.00000002,0.00006508,0.00059251,0.00000000,0.00072864,0.00026399
-5.90395198,0.00121818,0.00000003,0.00008602,0.00078320,0.00000000,0.00096312,0.00034895
-5.89794897,0.00159866,0.00000004,0.00011288,0.00102783,0.00000000,0.00126393,0.00045793
-5.89194597,0.00208292,0.00000005,0.00014706,0.00133918,0.00000000,0.00164680,0.00059665
-5.88594297,0.00269439,0.00000006,0.00019023,0.00173232,0.00000000,0.00213024,0.00077181
-5.87993997,0.00346034,0.00000008,0.00024431,0.00222478,0.00000000,0.00273582,0.00099121
-5.87393697,0.00441212,0.00000010,0.00031151,0.00283671,0.00000000,0.00348832,0.00126385
-5.86793397,0.00558530,0.00000013,0.00039434,0.00359099,0.00000000,0.00441585,0.00159990
-5.86193097,0.00701965,0.00000016,0.00049561,0.00451318,0.00000000,0.00554987,0.00201077
-5.85592796,0.00875899,0.00000020,0.00061841,0.00563147,0.00000000,0.00692503,0.00250900
-5.84992496,0.01085082,0.00000025,0.00076610,0.00697638,0.00000000,0.00857888,0.00310821
-5.84392196,0.01334569,0.00000031,0.00094224,0.00858043,0.00000000,0.01055137,0.00382286
-5.83791896,0.01629632,0.00000038,0.00115056,0.01047749,0.00000000,0.01288420,0.00466807
-5.83191596,0.01975642,0.00000046,0.00139486,0.01270211,0.00000000,0.01561982,0.00565921
-5.82591296,0.02377917,0.00000056,0.00167887,0.01528848,0.00000000,0.01880029,0.00681152
-5.81990995,0.02841549,0.00000066,0.00200621,0.01826934,0.00000000,0.02246586,0.00813959
-5.81390695,0.03371193,0.00000079,0.00238015,0.02167461,0.00000000,0.02665333,0.00965675
-5.80790395,0.03970837,0.00000093,0.00280352,0.02552994,0.00000000,0.03139423,0.01137443
-5.80190095,0.04643554,0.00000109,0.00327847,0.02985508,0.00000000,0.03671286,0.01330143
-5.79589795,0.05391245,0.00000126,0.00380636,0.03466224,0.00000000,0.04262424,0.01544319
-5.78989495,0.06214377,0.00000145,0.00438751,0.03995445,0.00000000,0.04913206,0.01780105
-5.78389195,0.07111747,0.00000166,0.00502108,0.04572394,0.00000000,0.05622681,0.02037158
-5.77788894,0.08080256,0.00000189,0.00570487,0.05195082,0.00000000,0.06388398,0.02314590
-5.77188594,0.09114739,0.00000213,0.00643524,0.05860185,0.00000000,0.07206272,0.02610921
-5.76588294,0.10207838,0.00000239,0.00720699,0.06562972,0.00000000,0.08070483,0.02924045
-5.75987994,0.11349947,0.00000265,0.00801334,0.07297267,0.00000000,0.08973436,0.03251212
-5.75387694,0.12529240,0.00000293,0.00884594,0.08055464,0.00000000,0.09905774,0.03589035
-5.74787394,0.13731776,0.00000321,0.00969495,0.08828599,0.00000000,0.10856473,0.03933525
-5.74187094,0.14941711,0.00000350,0.01054917,0.09606482,0.00000000,0.11812995,0.04280147
-5.73586793,0.16141586,0.00000378,0.01139627,0.10377883,0.00000000,0.12761526,0.04623904
-5.72986493,0.17312717,0.00000406,0.01222306,0.11130783,0.00000001,0.13687278,0.04959454
-5.72386193,0.18435659,0.00000432,0.01301581,0.11852673,0.00000001,0.14574854,0.05281237
-5.71785893,0.19490738,0.00000458,0.01376060,0.12530891,0.00000001,0.15408664,0.05583633
-5.71185593,0.20458628,0.00000481,0.01444379,0.13152995,0.00000002,0.16173385,0.05861129
-5.70585293,0.21320960,0.00000503,0.01505237,0.13707150,0.00000003,0.16854429,0.06108493
-5.69984992,0.22060926,0.00000522,0.01557446,0.14182521,0.00000004,0.17438423,0.06320952
-5.69384692,0.22663870,0.00000539,0.01599966,0.14569639,0.00000006,0.17913662,0.06494363
-5.68784392,0.23117823,0.00000553,0.01631948,0.14860754,0.00000009,0.18270525,0.06625372
-5.68184092,0.23413972,0.00000566,0.01652761,0.15050122,0.00000013,0.18501837,0.06711555
-5.67583792,0.23547040,0.00000576,0.01662026,0.15134250,0.00000018,0.18603152,0.06751530
-5.66983492,0.23515559,0.00000586,0.01659625,0.15112063,0.00000025,0.18572952,0.06745049
-5.66383192,0.23322032,0.00000595,0.01645719,0.14985002,0.00000035,0.18412753,0.06693049
-5.65782891,0.22972973,0.00000605,0.01620750,0.14757036,0.00000047,0.18127112,0.06597679
-5.65182591,0.22478834,0.00000618,0.01585429,0.14434611,0.00000064,0.17723541,0.06462292
-5.64582291,0.21853826,0.00000636,0.01540729,0.14026517,0.00000087,0.17212333,0.06291409
-5.63981991,0.21115645,0.00000661,0.01487859,0.13543702,0.00000117,0.16606304,0.06090660
-5.63381691,0.20285124,0.00000697,0.01428242,0.12999029,0.00000155,0.15920479,0.05866703
