energy_ev,total_up,Fe_p_up,Fe_d_up,N_s_up,N_p_up,S_s_up,S_p_up,Zr_p_up,Zr_d_up
-5.81990995,4.91179335,1.83650456,0.96906851,0.00636859,0.53818480,0.00669496,2.89923132,0.59858233,0.67548125
-5.81390695,4.94995535,1.85546913,0.98026595,0.00628883,0.53668713,0.00702239,2.92935420,0.60115467,0.67555702
-5.80790395,4.97088664,1.86660514,0.98934449,0.00618619,0.53312379,0.00735063,2.94908118,0.60137690,0.67309371
-5.80190095,4.97409399,1.86973300,0.99614795,0.00606326,0.52747957,0.00767558,2.95808189,0.59924297,0.66804500
-5.79589795,4.95942984,1.86483169,1.00055748,0.00592295,0.51978757,0.00799297,2.95622544,0.59480199,0.66041859
-5.78989495,4.92709872,1.85203853,1.00249461,0.00576835,0.51013080,0.00829847,2.94358216,0.58815750,0.65027765
-5.78389195,4.87765146,1.83164346,1.00192291,0.00560261,0.49864189,0.00858789,2.92041857,0.57946480,0.63774018
-5.77788894,4.81196785,1.80407845,0.99884827,0.00542890,0.48550114,0.00885726,2.88718604,0.56892648,0.62297652
-5.77188594,4.73122893,1.76990245,0.99331786,0.00525021,0.47093264,0.00910301,2.84450402,0.55678619,0.60620499
-5.76588294,4.63688045,1.72978276,0.98541814,0.00506933,0.45519897,0.00932209,2.79313870,0.54332114,0.58768603
-5.75987994,4.53058945,1.68447360,0.97527197,0.00488872,0.43859443,0.00951206,2.73397843,0.52883348,0.56771499
-5.75387694,4.41419614,1.63479297,0.96303512,0.00471048,0.42143732,0.00967119,2.66800705,0.51364097,0.54661405
-5.74787394,4.28966308,1.58159873,0.94889240,0.00453628,0.40406139,0.00979850,2.59627631,0.49806745,0.52472345
-5.74187094,4.15902380,1.52576485,0.93305356,0.00436733,0.38680691,0.00989381,2.51987859,0.48243325,0.50239264
-5.73586793,4.02433282,1.46815875,0.91574916,0.00420439,0.37001170,0.00995771,2.43992079,0.46704615,0.47997139
-5.72986493,3.88761845,1.40962042,0.89722637,0.00404782,0.35400238,0.00999155,2.35750029,0.45219300,0.45780144
-5.72386193,3.75083991,1.35094408,0.87774493,0.00389756,0.33908616,0.00999731,2.27368352,0.43813245,0.43620876
-5.71785893,3.61584947,1.29286256,0.85757308,0.00375321,0.32554347,0.00997756,2.18948741,0.42508884,0.41549676
-5.71185593,3.48436030,1.23603496,0.83698363,0.00361411,0.31362157,0.00993532,2.10586401,0.41324762,0.39594045
-5.70585293,3.35792022,1.18103746,0.81624992,0.00347942,0.30352924,0.00987393,2.02368823,0.40275211,0.37778177
-5.69984992,3.23789133,1.12835740,0.79564177,0.00334816,0.29543280,0.00979689,1.94374839,0.39370190,0.36122609
-5.69384692,3.12543527,1.07839040,0.77542132,0.00321934,0.28945335,0.00970773,1.86673955,0.38615275,0.34643975
-5.68784392,3.02150361,1.03144017,0.75583872,0.00309199,0.28566526,0.00960985,1.79325902,0.38011777,0.33354871
-5.68184092,2.92683309,0.98772093,0.73712768,0.00296528,0.28409596,0.00950642,1.72380395,0.37557011,0.32263813
-5.67583792,2.84194491,0.94736174,0.71950104,0.00283851,0.28472680,0.00940027,1.65877052,0.37244658,0.31375289
-5.66983492,2.76714779,0.91041261,0.70314625,0.00271123,0.28749494,0.00929377,1.59845455,0.37065240,0.30689874
-5.66383192,2.70254424,0.87685190,0.68822109,0.00258321,0.29229625,0.00918880,1.54305323,0.37006659,0.30204418
-5.65782891,2.64803973,0.84659461,0.67484968,0.00245446,0.29898889,0.00908672,1.49266798,0.37054802,0.29912276
-5.65182591,2.60335443,0.81950133,0.66311899,0.00232529,0.30739762,0.00898834,1.44730823,0.37194175,0.29803588
-5.64582291,2.56803728,0.79538748,0.65307607,0.00219620,0.31731859,0.00889397,1.40689613,0.37408552,0.29865592
-5.63981991,2.54148233,0.77403262,0.64472609,0.00206793,0.32852459,0.00880345,1.37127231,0.37681625,0.30082961
-5.63381691,2.52294701,0.75518960,0.63803153,0.00194140,0.34077051,0.00871619,1.34020265,0.37997632,0.30438164
-5.62781391,2.51157245,0.73859337,0.63291243,0.00181766,0.35379903,0.00863128,1.31338604,0.38341939,0.30911853
-5.62181091,2.50640535,0.72396932,0.62924799,0.00169785,0.36734644,0.00854755,1.29046321,0.38701583,0.31483254
-5.61580790,2.50642149,0.71104095,0.62687937,0.00158316,0.38114833,0.00846364,1.27102654,0.39065741,0.32130584
-5.60980490,2.51055028,0.69953688,0.62561381,0.00147476,0.39494530,0.00837812,1.25463075,0.39426133,0.32831472
-5.60380190,2.51770021,0.68919696,0.62522986,0.00137376,0.40848849,0.00828953,1.24080423,0.39777337,0.33563387
-5.59779890,2.52678451,0.67977760,0.62548363,0.00128120,0.42154477,0.00819650,1.22906086,0.40117023,0.34304075
-5.59179590,2.53674662,0.67105601,0.62611585,0.00119795,0.43390172,0.00809772,1.21891191,0.40446085,0.35031989
-5.58579290,2.54658475,0.66283356,0.62685948,0.00112474,0.44537210,0.00799208,1.20987790,0.40768691,0.35726715
-5.57978989,2.55537492,0.65493812,0.62744761,0.00106211,0.45579785,0.00787865,1.20149970,0.41092220,0.36369376
-5.57378689,2.56229184,0.64722537,0.62762133,0.00101039,0.46505349,0.00775671,1.19334892,0.41427120,0.36943014
-5.56778389,2.56662683,0.63957918,0.62713730,0.00096968,0.47304880,0.00762578,1.18503696,0.41786652,0.37432939
-5.56178089,2.56780243,0.63191109,0.62577471,0.00093990,0.47973072,0.00748560,1.17622251,0.42186551,0.37827024
-5.55577789,2.56538292,0.62415895,0.62334145,0.00092074,0.48508441,0.00733618,1.16661736,0.42644591,0.38115954
-5.54977489,2.55908052,0.61628492,0.61967909,0.00091166,0.48913324,0.00717772,1.15599016,0.43180063,0.38293400
-5.54377189,2.54875696,0.60827275,0.61466674,0.00091197,0.49193792,0.00701068,1.14416823,0.43813169,0.38356121
-5.53776888,2.53442034,0.60012482,0.60822348,0.00092078,0.49359444,0.00683573,1.13103731,0.44564358,0.38303991
-5.53176588,2.51621734,0.59185871,0.60030938,0.00093706,0.49423108,0.00665374,1.11653947,0.45453586,0.38139936
-5.52576288,2.49442114,0.58350378,0.59092515,0.00095965,0.49400427,0.00646578,1.10066915,0.46499542,0.37869785
-5.51975988,2.46941532,0.57509772,0.58011042,0.00098727,0.49309370,0.00627312,1.08346784,0.47718851,0.37502043
-5.51375688,2.44167467,0.56668326,0.56794083,0.00101859,0.49169646,0.00607723,1.06501750,0.49125273,0.37047585
-5.50775388,2.41174343,0.55830522,0.55452409,0.00105223,0.49002069,0.00587971,1.04543325,0.50728931,0.36519285
-5.50175088,2.38021198,0.55000796,0.53999520,0.00108680,0.48827874,0.00568236,1.02485553,0.52535595,0.35931590
-5.49574787,2.34769305,0.54183326,0.52451115,0.00112092,0.48668023,0.00548709,1.00344231,0.54546059,0.35300055
-5.48974487,2.31479833,0.53381888,0.50824520,0.00115327,0.48542523,0.00529598,0.98136155,0.56755647,0.34640866
-5.48374187,2.28211667,0.52599751,0.49138122,0.00118261,0.48469785,0.00511118,0.95878438,0.59153871,0.33970350
-5.47773887,2.25019475,0.51839646,0.47410811,0.00120781,0.48466058,0.00493494,0.93587924,0.61724298,0.33304511
-5.47173587,2.21952108,0.51103774,0.45661473,0.00122786,0.48544962,0.00476955,0.91280721,0.64444616,0.32658606
-5.46573287,2.19051411,0.50393882,0.43908531,0.00124193,0.48717141,0.00461737,0.88971869,0.67286967,0.32046766
-5.45972986,2.16351492,0.49711360,0.42169576,0.00124936,0.48990061,0.00448072,0.86675153,0.70218510,0.31481695
-5.45372686,2.13878478,0.49057393,0.40461070,0.00124965,0.49367968,0.00436191,0.84403068,0.73202261,0.30974440
-5.44772386,2.11650761,0.48433124,0.38798147,0.00124254,0.49852000,0.00426320,0.82166914,0.76198164,0.30534254
-5.44172086,2.09679728,0.47839845,0.37194503,0.00122793,0.50440458,0.00418678,0.79977022,0.79164394,0.30168544
-5.43571786,2.07970903,0.47279186,0.35662377,0.00120595,0.51129228,0.00413473,0.77843091,0.82058842,0.29882906
-5.42971486,2.06525471,0.46753311,0.34212603,0.00117690,0.51912332,0.00410905,0.75774592,0.84840744,0.29681241
-5.42371186,2.05342067,0.46265096,0.32854735,0.00114126,0.52782576,0.00411162,0.73781241,0.87472389,0.29565945
-5.41770885,2.04418753,0.45818298,0.31597220,0.00109964,0.53732279,0.00414420,0.71873482,0.89920852,0.29538147
-5.41170585,2.03755062,0.45417694,0.30447606,0.00105282,0.54754034,0.00420846,0.70062964,0.92159663,0.29597999
-5.40570285,2.03354008,0.45069197,0.29412771,0.00100166,0.55841473,0.00430600,0.68362975,0.94170366,0.29744987
-5.39969985,2.03223940,0.44779928,0.28499143,0.00094711,0.56989993,0.00443831,0.66788799,0.95943876,0.29978243
-5.39369685,2.03380142,0.44558260,0.27712906,0.00089016,0.58197407,0.00460686,0.65357979,0.97481584,0.30296857
-5.38769385,2.03846092,0.44413811,0.27060175,0.00083184,0.59464502,0.00481307,0.64090450,0.98796154,0.30700153
-5.38169085,2.04654288,0.44357391,0.26547119,0.00077317,0.60795449,0.00505836,0.63008529,0.99911964,0.31187929
-5.37568784,2.05846604,0.44400902,0.26180023,0.00071513,0.62198074,0.00534414,0.62136747,1.00865167,0.31760644
-5.36968484,2.07474121,0.44557180,0.25965293,0.00065867,0.63683956,0.00567181,0.61501521,1.01703359,0.32419542
-5.36368184,2.09596431,0.44839783,0.25909377,0.00060467,0.65268350,0.00604275,0.61130654,1.02484843,0.33166709
-5.35767884,2.12280405,0.45262722,0.26018626,0.00055393,0.66969935,0.00645833,0.61052675,1.03277514,0.34005064
-5.35167584,2.15598474,0.45840129,0.26299079,0.00050718,0.68810396,0.00691983,0.61296037,1.04157395,0.34938274
-5.34567284,2.19626445,0.46585874,0.26756187,0.00046502,0.70813846,0.00742838,0.61888178,1.05206839,0.35970610
-5.33966983,2.24440939,0.47513126,0.27394489,0.00042800,0.73006103,0.00798491,0.62854491,1.06512479,0.37106735
-5.33366683,2.30116506,0.48633868,0.28217241,0.00039656,0.75413851,0.00859007,0.64217207,1.08162938,0.38351446
-5.32766383,2.36722531,0.49958374,0.29226026,0.00037106,0.78063701,0.00924407,0.65994266,1.10246395,0.39709367
-5.32166083,2.44320003,0.51494664,0.30420362,0.00035175,0.80981171,0.00994663,0.68198180,1.12848034,0.41184610
-5.31565783,2.52958282,0.53247953,0.31797316,0.00033885,0.84189634,0.01069681,0.70834958,1.16047458,0.42780412
-5.30965483,2.62671942,0.55220103,0.33351161,0.00033247,0.87709231,0.01149294,0.73903130,1.19916122,0.44498772
-5.30365183,2.73477823,0.57409120,0.35073082,0.00033269,0.91555808,0.01233247,0.77392917,1.24514836,0.46340078
-5.29764882,2.85372392,0.59808703,0.36950966,0.00033951,0.95739881,0.01321189,0.81285597,1.29891416,0.48302763
-5.29164582,2.98329508,0.62407865,0.38969273,0.00035288,1.00265682,0.01412666,0.85553091,1.36078533,0.50382979
-5.28564282,3.12298698,0.65190675,0.41109023,0.00037271,1.05130294,0.01507116,0.90157829,1.43091816,0.52574327
-5.27963982,3.27204031,0.68136113,0.43347894,0.00039886,1.10322931,0.01603866,0.95052893,1.50928282,0.54867628
-5.27363682,3.42943654,0.71218073,0.45660453,0.00043111,1.15824370,0.01702136,1.00182475,1.59565140,0.57250773
-5.26763382,3.59390056,0.74405522,0.48018498,0.00046922,1.21606585,0.01801044,1.05482639,1.68959038,0.59708645
-5.26163082,3.76391097,0.77662833,0.50391531,0.00051289,1.27632593,0.01899618,1.10882391,1.79045795,0.62223126
-5.25562781,3.93771820,0.80950274,0.52747333,0.00056172,1.33856555,0.01996808,1.16305027,1.89740675,0.64773202
-5.24962481,4.11337047,0.84224672,0.55052633,0.00061528,1.40224141,0.02091505,1.21669730,2.00939237,0.67335163
-5.24362181,4.28874718,0.87440221,0.57273851,0.00067305,1.46673169,0.02182561,1.26893369,2.12518785,0.69882912
-5.23761881,4.46159921,0.90549424,0.59377883,0.00073444,1.53134541,0.02268815,1.31892447,2.24340420,0.72388360
-5.23161581,4.62959530,0.93504143,0.61332906,0.00079880,1.59533449,0.02349117,1.36585137,2.36251697,0.74821933
-5.22561281,4.79037342,0.96256721,0.63109177,0.00086537,1.65790858,0.02422352,1.40893332,2.48089823,0.77153152
-5.21960980,4.94159571,0.98761153,0.64679776,0.00093334,1.71825217,0.02487474,1.44744638,2.59685363,0.79351297
-5.21360680,5.08100553,1.00974254,0.66021293,0.00100184,1.77554385,0.02543526,1.48074252,2.70866346,0.81386125
-5.20760380,5.20648490,1.02856790,0.67114409,0.00106995,1.82897698,0.02589668,1.50826644,2.81462667,0.83228631
-5.20160080,5.31611047,1.04374545,0.67944362,0.00113670,1.87778131,0.02625200,1.52956986,2.91310652,0.84851825
-5.19559780,5.40820626,1.05499267,0.68501271,0.00120111,1.92124484,0.02649581,1.54432289,3.00257637,0.86231503
-5.18959480,5.48139137,1.06209481,0.68780317,0.00126219,1.95873514,0.02662448,1.55232196,3.08166387,0.87346986
-5.18359180,5.53462090,1.06491123,0.68781772,0.00131900,1.98971941,0.02663628,1.55349420,3.14919220,0.88181804
-5.17758879,5.56721870,1.06337988,0.68510872,0.00137061,2.01378250,0.02653145,1.54789794,3.20421635,0.88724289
-5.17158579,5.57890064,1.05751967,0.67977557,0.00141619,2.03064213,0.02631231,1.53571973,3.24605336,0.88968072
-5.16558279,5.56978755,1.04743068,0.67196075,0.00145502,2.04016073,0.02598319,1.51726764,3.27430496,0.88912439
-5.15957979,5.54040718,1.03329224,0.66184483,0.00148648,2.04235338,0.02555045,1.49296156,3.28887176,0.88562558
-5.15357679,5.49168511,1.01535886,0.64964066,0.00151009,2.03739134,0.02502235,1.46332056,3.28995828,0.87929536
-5.14757379,5.42492473,0.99395426,0.63558693,0.00152555,2.02560109,0.02440897,1.42894813,3.27806851,0.87030317
-5.14157079,5.34177697,0.96946362,0.61994144,0.00153273,2.00745866,0.02372201,1.39051563,3.25399207,0.85887410
-5.13556778,5.24420061,0.94232431,0.60297440,0.00153165,1.98357948,0.02297461,1.34874481,3.21878146,0.84528461
-5.12956478,5.13441462,0.91301550,0.58496185,0.00152254,1.95470388,0.02218111,1.30438972,3.17372121,0.82985662
-5.12356178,5.01484377,0.88204680,0.56617957,0.00150580,1.92167881,0.02135678,1.25821894,3.12028999,0.81295027
-5.11755878,4.88805941,0.84994648,0.54689769,0.00148197,1.88543612,0.02051758,1.21099837,3.06011720,0.79495542
-5.11155578,4.75671709,0.81724943,0.52737596,0.00145177,1.84696834,0.01967980,1.16347528,2.99493540,0.77628223
-5.10555278,4.62349283,0.78448542,0.50785994,0.00141601,1.80730243,0.01885978,1.11636393,2.92653042,0.75735098
-5.09954977,4.49101988,0.75216769,0.48857811,0.00137561,1.76747241,0.01807357,1.07033299,2.85669066,0.73858145
-5.09354677,4.36182759,0.72078251,0.46973977,0.00133156,1.72849175,0.01733666,1.02599513,2.78715748,0.72038220
-5.08754377,4.23828396,0.69077962,0.45153384,0.00128488,1.69132621,0.01666357,0.98389864,2.71957789,0.70313996
-5.08154077,4.12254323,0.66256396,0.43412831,0.00123659,1.65686794,0.01606765,0.94452127,2.65546123,0.68720959
-5.07553777,4.01649967,0.63648880,0.41767025,0.00118768,1.62591169,0.01556073,0.90826605,2.59614089,0.67290466
-5.06953477,3.92174848,0.61285030,0.40228628,0.00113907,1.59913364,0.01515288,0.87545901,2.54274205,0.66048917
-5.06353177,3.83955466,0.59188361,0.38808328,0.00109161,1.57707358,0.01485220,0.84634860,2.49615621,0.65017052
-5.05752876,3.77083017,0.57376047,0.37514918,0.00104601,1.56012092,0.01466459,0.82110645,2.45702313,0.64209399
-5.05152576,3.71612003,0.55858827,0.36355377,0.00100288,1.54850483,0.01459365,0.79982937,2.42572032,0.63633887
-5.04552276,3.67559726,0.54641059,0.35334928,0.00096266,1.54228909,0.01464053,0.78254220,2.40236037,0.63291650
-5.03951976,3.64906688,0.53720892,0.34457085,0.00092567,1.54137154,0.01480391,0.76920145,2.38679584,0.63177017
-5.03351676,3.63597870,0.53090565,0.33723664,0.00089206,1.54548844,0.01507999,0.75969938,2.37863172,0.63277707
-5.02751376,3.63544875,0.52736807,0.33134771,0.00086183,1.55422364,0.01546255,0.75386855,2.37724475,0.63575213
-5.02151076,3.64628873,0.52641331,0.32688775,0.00083487,1.56702231,0.01594303,0.75148655,2.38180924,0.64045386
-5.01550775,3.66704311,0.52781403,0.32382250,0.00081093,1.58320905,0.01651075,0.75228117,2.39132863,0.64659190
-5.00950475,3.69603288,0.53130473,0.32209929,0.00078967,1.60200988,0.01715308,0.75593570,2.40467189,0.65383622
-5.00350175,3.73140521,0.53658859,0.32164656,0.00077066,1.62257753,0.01785577,0.76209457,2.42061389,0.66182761
-4.99749875,3.77118763,0.54334469,0.32237361,0.00075343,1.64401929,0.01860321,0.77036937,2.43787845,0.67018924
-4.99149575,3.81334574,0.55123533,0.32417070,0.00073747,1.66542671,0.01937881,0.78034523,2.45518315,0.67853891
-4.98549275,3.85584263,0.55991363,0.32690960,0.00072226,1.68590609,0.02016539,0.79158763,2.47128430,0.68650155
-4.97948974,3.89669861,0.56903088,0.33044472,0.00070730,1.70460885,0.02094560,0.80364971,2.48502087,0.69372164
-4.97348674,3.93404946,0.57824388,0.33461486,0.00069213,1.72076070,0.02170234,0.81607993,2.49535591,0.69987505
-4.96748374,3.96620130,0.58722183,0.33924564,0.00067633,1.73368861,0.02241915,0.82843012,2.50141417,0.70467981
-4.96148074,3.99168049,0.59565285,0.34415262,0.00065956,1.74284456,0.02308064,0.84026384,2.50251440,0.70790562
-4.95547774,4.00927670,0.60324989,0.34914498,0.00064155,1.74782512,0.02367285,0.85116472,2.49819526,0.70938152
-4.94947474,4.01807777,0.60975596,0.35402983,0.00062212,1.74838611,0.02418363,0.86074477,2.48823382,0.70900144
-4.94347174,4.01749485,0.61494853,0.35861686,0.00060117,1.74445168,0.02460284,0.86865238,2.47265568,0.70672760
-4.93746873,4.00727704,0.61864310,0.36272325,0.00057869,1.73611741,0.02492266,0.87457972,2.45173628,0.70259133
-4.93146573,3.98751472,0.62069581,0.36617869,0.00055475,1.72364715,0.02513768,0.87826937,2.42599309,0.69669146
-4.92546273,3.95863134,0.62100510,0.36883024,0.00052949,1.70746371,0.02524503,0.87951988,2.39616880,0.68919026
-4.91945973,3.92136399,0.61951233,0.37054688,0.00050313,1.68813358,0.02524430,0.87819006,2.36320594,0.68030706
-4.91345673,3.87673312,0.61620151,0.37122356,0.00047593,1.66634625,0.02513754,0.87420193,2.32821365,0.67030977
-4.90745373,3.82600260,0.61109804,0.37078449,0.00044819,1.64288881,0.02492908,0.86754201,2.29242770,0.65950470
-4.90145073,3.77063151,0.60426673,0.36918567,0.00042024,1.61861677,0.02462526,0.85826102,2.25716517,0.64822495
-4.89544772,3.71221932,0.59580887,0.36641638,0.00039242,1.59442210,0.02423423,0.84647195,2.22377528,0.63681787
-4.88944472,3.65244647,0.58585883,0.36249966,0.00036507,1.57119979,0.02376556,0.83234649,2.19358822,0.62563207
-4.88344172,3.59301255,0.57457999,0.35749174,0.00033852,1.54981406,0.02322990,0.81610995,2.16786378,0.61500441
-4.87743872,3.53557435,0.56216029,0.35148036,0.00031307,1.53106552,0.02263861,0.79803489,2.14774170,0.60524750
-4.87143572,3.48168596,0.54880747,0.34458213,0.00028901,1.51566053,0.02200333,0.77843349,2.13419563,0.59663817
-4.86543272,3.43274326,0.53474411,0.33693901,0.00026656,1.50418392,0.02133566,0.75764914,2.12799233,0.58940725
-4.85942971,3.38993464,0.52020254,0.32871399,0.00024593,1.49707598,0.02064678,0.73604726,2.12965785,0.58373116
-4.85342671,3.35419988,0.50541982,0.32008621,0.00022724,1.49461482,0.01994713,0.71400582,2.13945186,0.57972545
-4.84742371,3.32619854,0.49063281,0.31124568,0.00021060,1.49690449,0.01924614,0.69190581,2.15735123,0.57744066
-4.84142071,3.30628903,0.47607334,0.30238781,0.00019604,1.50386949,0.01855203,0.67012180,2.18304362,0.57686048
-4.83541771,3.29451899,0.46196379,0.29370787,0.00018356,1.51525586,0.01787163,0.64901309,2.21593137,0.57790245
-4.82941471,3.29062720,0.44851291,0.28539571,0.00017311,1.53063879,0.01721032,0.62891551,2.25514565,0.58042090
-4.82341171,3.29405690,0.43591201,0.27763079,0.00016460,1.54943639,0.01657198,0.61013413,2.29957052,0.58421226
-4.81740870,3.30397982,0.42433171,0.27057768,0.00015789,1.57092926,0.01595901,0.59293711,2.34787603,0.58902239
-4.81140570,3.31932980,0.41391911,0.26438226,0.00015283,1.59428496,0.01537243,0.57755069,2.39855930,0.59455559
-4.80540270,3.33884471,0.40479554,0.25916853,0.00014922,1.61858656,0.01481200,0.56415555,2.44999199,0.60048512
-4.79939970,3.36111467,0.39705492,0.25503616,0.00014686,1.64286399,0.01427641,0.55288446,2.50047256,0.60646462
-4.79339670,3.38463482,0.39076266,0.25205891,0.00014552,1.66612723,0.01376348,0.54382129,2.54828124,0.61214014
-4.78739370,3.40786027,0.38595524,0.25028365,0.00014499,1.68739980,0.01327035,0.53700121,2.59173575,0.61716226
-4.78139070,3.42926100,0.38264037,0.24973018,0.00014503,1.70575137,0.01279374,0.53241221,2.62924557,0.62119779
-4.77538769,3.44737459,0.38079773,0.25039166,0.00014543,1.72032819,0.01233016,0.52999748,2.65936268,0.62394071
-4.76938469,3.46085452,0.38038026,0.25223563,0.00014597,1.73038017,0.01187613,0.52965890,2.68082684,0.62512192
-4.76338169,3.46851240,0.38131596,0.25520550,0.00014646,1.73528366,0.01142839,0.53126108,2.69260374,0.62451730
-4.75737869,3.46935223,0.38351009,0.25922238,0.00014672,1.73455887,0.01098403,0.53463608,2.69391444,0.62195405
-4.75137569,3.46259594,0.38684774,0.26418737,0.00014662,1.72788174,0.01054066,0.53958847,2.68425521,0.61731489
-4.74537269,3.44769903,0.39119665,0.26998393,0.00014601,1.71508946,0.01009649,0.54590056,2.66340706,0.61054013
-4.73936968,3.42435644,0.39641022,0.27648051,0.00014481,1.69618001,0.00965039,0.55333773,2.63143478,0.60162756
-4.73336668,3.39249853,0.40233060,0.28353330,0.00014294,1.67130569,0.00920191,0.56165368,2.58867583,0.59063022
-4.72736368,3.35227806,0.40879178,0.29098895,0.00014037,1.64076112,0.00875126,0.57059535,2.53571975,0.57765232
-4.72136068,3.30404911,0.41562269,0.29868746,0.00013708,1.60496670,0.00829928,0.57990770,2.47337929,0.56284337
-4.71535768,3.24833935,0.42265008,0.30646495,0.00013308,1.56444804,0.00784736,0.58933797,2.40265468,0.54639113
-4.70935468,3.18581736,0.42970126,0.31415649,0.00012841,1.51981272,0.00739731,0.59863961,2.32469284,0.52851338
-4.70335168,3.11725682,0.43660670,0.32159882,0.00012313,1.47172545,0.00695128,0.60757572,2.24074342,0.50944926
-4.69734867,3.04349933,0.44320230,0.32863306,0.00011730,1.42088263,0.00651165,0.61592204,2.15211366,0.48945031
-4.69134567,2.96541787,0.44933150,0.33510726,0.00011101,1.36798764,0.00608087,0.62346948,2.06012394,0.46877178
-4.68534267,2.88388232,0.45484706,0.34087892,0.00010436,1.31372780,0.00566136,0.63002626,1.96606604,0.44766440
-4.67933967,2.79972877,0.45961270,0.34581722,0.00009744,1.25875375,0.00525542,0.63541963,1.87116540,0.42636712
-4.67333667,2.71373347,0.46350444,0.34980520,0.00009037,1.20366227,0.00486511,0.63949715,1.77654899,0.40510084
-4.66733367,2.62659255,0.46641171,0.35274156,0.00008323,1.14898268,0.00449220,0.64212775,1.68321951,0.38406346
-4.66133067,2.53890766,0.46823835,0.35454226,0.00007613,1.09516735,0.00413808,0.64320237,1.59203675,0.36342632
-4.65532766,2.45117797,0.46890333,0.35514175,0.00006915,1.04258629,0.00380380,0.64263439,1.50370607,0.34333202
-4.64932466,2.36379801,0.46834133,0.35449391,0.00006237,0.99152565,0.00348997,0.64035973,1.41877410,0.32389355
-4.64332166,2.27706107,0.46650324,0.35257250,0.00005587,0.94218995,0.00319683,0.63633682,1.33763104,0.30519475
