energy_ev,total_up,Ag_p_up,Ag_d_up,N_s_up,N_p_up,S_s_up,S_p_up,Zr_p_up,Zr_d_up
-6.00000000,4.03220826,1.19713325,2.51097899,0.00115531,0.42729662,0.02510424,0.38721681,0.65059046,0.37580270
-5.99399700,4.06533546,1.18555091,2.54551501,0.00119331,0.42834444,0.02585871,0.38319350,0.66357509,0.37443292
-5.98799400,4.08783738,1.17149378,2.57124253,0.00122729,0.42942237,0.02651617,0.37848422,0.67489296,0.37303359
-5.98199100,4.09856731,1.15467382,2.58727089,0.00125661,0.43051020,0.02706523,0.37296966,0.68429994,0.37159558
-5.97598799,4.09658879,1.13486111,2.59288592,0.00128067,0.43158214,0.02749608,0.36655042,0.69158393,0.37010861
-5.96998499,4.08121363,1.11189437,2.58757738,0.00129894,0.43260855,0.02780071,0.35915175,0.69657228,0.36856240
-5.96398199,4.05203168,1.08568898,2.57105987,0.00131096,0.43355769,0.02797306,0.35072737,0.69913780,0.36694767
-5.95797899,4.00893073,1.05624222,2.54328634,0.00131640,0.43439731,0.02800918,0.34126194,0.69920310,0.36525697
-5.95197599,3.95210569,1.02363537,2.50445360,0.00131504,0.43509593,0.02790725,0.33077220,0.69674324,0.36348518
-5.94597299,3.88205676,0.98803281,2.45499957,0.00130681,0.43562388,0.02766769,0.31930673,0.69178637,0.36162973
-5.93996998,3.79957669,0.94967789,2.39559243,0.00129177,0.43595397,0.02729307,0.30694441,0.68441243,0.35969049
-5.93396698,3.70572804,0.90888607,2.32711242,0.00127016,0.43606185,0.02678814,0.29379161,0.67475008,0.35766943
-5.92796398,3.60181144,0.86603558,2.25062687,0.00124236,0.43592602,0.02615964,0.27997838,0.66297197,0.35556997
-5.92196098,3.48932675,0.82155606,2.16735992,0.00120892,0.43552771,0.02541626,0.26565384,0.64928859,0.35339623
-5.91595798,3.36992881,0.77591578,2.07865815,0.00117053,0.43485041,0.02456840,0.25098099,0.63394116,0.35115218
-5.90995498,3.24537997,0.72960798,1.98595365,0.00112800,0.43387950,0.02362799,0.23613132,0.61719382,0.34884077
-5.90395198,3.11750146,0.68313703,1.89072602,0.00108230,0.43260174,0.02260828,0.22127938,0.59932553,0.34646320
-5.89794897,2.98812568,0.63700484,1.79446489,0.00103445,0.43100495,0.02152359,0.20659762,0.58062209,0.34401832
-5.89194597,2.85905128,0.59169817,1.69863418,0.00098561,0.42907774,0.02038905,0.19225169,0.56136861,0.34150230
-5.88594297,2.73200255,0.54767723,1.60463937,0.00093694,0.42680959,0.01922034,0.17839651,0.54184271,0.33890858
-5.87993997,2.60859446,0.50536584,1.51379868,0.00088968,0.42419115,0.01803343,0.16517295,0.52230882,0.33622818
-5.87393697,2.49030416,0.46514355,1.42731879,0.00084506,0.42121480,0.01684436,0.15270556,0.50301350,0.33345031
-5.86793397,2.37844949,0.42733966,1.34627569,0.00080429,0.41787560,0.01566899,0.14110104,0.48418215,0.33056330
-5.86193097,2.27417460,0.39222931,1.27160059,0.00076856,0.41417251,0.01452277,0.13044764,0.46601699,0.32755588
-5.85592796,2.17844239,0.36003138,1.20407092,0.00073899,0.41010979,0.01342060,0.12081533,0.44869625,0.32441869
-5.84992496,2.09203338,0.33090831,1.14430614,0.00071661,0.40569874,0.01237667,0.11225661,0.43237456,0.32114590
-5.84392196,2.01555012,0.30496731,1.09276786,0.00070237,0.40095944,0.01140433,0.10480792,0.41718425,0.31773706
-5.83791896,1.94942628,0.28226300,1.04976371,0.00069708,0.39592260,0.01051602,0.09849140,0.40323750,0.31419887
-5.83191596,1.89393945,0.26280091,1.01545434,0.00070142,0.39063129,0.00972320,0.09331691,0.39062903,0.31054687
-5.82591296,1.84922645,0.24654189,0.98986297,0.00071589,0.38514256,0.00903637,0.08928418,0.37943913,0.30680704
-5.81990995,1.81530034,0.23340683,0.97288670,0.00074084,0.37952873,0.00846504,0.08638490,0.36973683,0.30301702
-5.81390695,1.79206799,0.22328182,0.96430916,0.00077645,0.37387830,0.00801777,0.08460471,0.36158298,0.29922706
-5.80790395,1.77934748,0.21602322,0.96381396,0.00082266,0.36829637,0.00770218,0.08392491,0.35503305,0.29550047
-5.80190095,1.77688465,0.21146276,0.97099843,0.00087925,0.36290447,0.00752500,0.08432392,0.35013960,0.29191363
-5.79589795,1.78436819,0.20941247,0.98538747,0.00094575,0.35783969,0.00749210,0.08577841,0.34695412,0.28855540
-5.78989495,1.80144291,0.20966937,1.00644707,0.00102152,0.35325318,0.00760848,0.08826406,0.34552836,0.28552598
-5.78389195,1.82772106,0.21201991,1.03359754,0.00110569,0.34930785,0.00787831,0.09175600,0.34591506,0.28293517
-5.77788894,1.86279140,0.21624419,1.06622606,0.00119719,0.34617539,0.00830482,0.09622892,0.34816802,0.28090010
-5.77188594,1.90622618,0.22211997,1.10369874,0.00129476,0.34403259,0.00889032,0.10165689,0.35234160,0.27954240
-5.76588294,1.95758612,0.22942641,1.14537182,0.00139701,0.34305714,0.00963606,0.10801304,0.35848983,0.27898496
-5.75987994,2.01642360,0.23794765,1.19060217,0.00150236,0.34342295,0.01054211,0.11526891,0.36666494,0.27934835
-5.75387694,2.08228419,0.24747618,1.23875694,0.00160915,0.34529516,0.01160726,0.12339382,0.37691577,0.28074700
-5.74787394,2.15470706,0.25781596,1.28922224,0.00171565,0.34882510,0.01282883,0.13235413,0.38928589,0.28328532
-5.74187094,2.23322427,0.26878528,1.34141083,0.00182007,0.35414534,0.01420255,0.14211247,0.40381175,0.28705389
-5.73586793,2.31735963,0.28021927,1.39476866,0.00192067,0.36136514,0.01572238,0.15262707,0.42052082,0.29212589
-5.72986493,2.40662715,0.29197197,1.44878025,0.00201574,0.37056636,0.01738044,0.16385110,0.43943002,0.29855395
-5.72386193,2.50052954,0.30391798,1.50297278,0.00210368,0.38180031,0.01916687,0.17573222,0.46054434,0.30636757
-5.71785893,2.59855714,0.31595342,1.55691882,0.00218304,0.39508546,0.02106988,0.18821226,0.48385587,0.31557124
-5.71185593,2.70018733,0.32799632,1.61023780,0.00225257,0.41040637,0.02307573,0.20122706,0.50934326,0.32614338
-5.70585293,2.80488487,0.33998621,1.66259605,0.00231124,0.42771378,0.02516886,0.21470652,0.53697161,0.33803618
-5.69984992,2.91210311,0.35188311,1.71370570,0.00235829,0.44692603,0.02733211,0.22857491,0.56669284,0.35117640
-5.69384692,3.02128638,0.36366568,1.76332232,0.00239322,0.46793174,0.02954697,0.24275135,0.59844649,0.36546712
-5.68784392,3.13187331,0.37532875,1.81124167,0.00241586,0.49059353,0.03179396,0.25715053,0.63216092,0.38079035
-5.68184092,3.24330126,0.38688034,1.85729557,0.00242634,0.51475289,0.03405304,0.27168359,0.66775472,0.39701045
-5.67583792,3.35501145,0.39833812,1.90134718,0.00242510,0.54023564,0.03630411,0.28625927,0.70513845,0.41397825
-5.66983492,3.46645466,0.40972568,1.94328586,0.00241284,0.56685793,0.03852752,0.30078514,0.74421631,0.43153555
-5.66383192,3.57709706,0.42106872,1.98302181,0.00239059,0.59443233,0.04070457,0.31516893,0.78488772,0.44951991
-5.65782891,3.68642575,0.43239119,2.02048071,0.00235956,0.62277373,0.04281806,0.32932001,0.82704873,0.46776948
-5.65182591,3.79395359,0.44371188,2.05559845,0.00232122,0.65170459,0.04485273,0.34315083,0.87059283,0.48612758
-5.64582291,3.89922275,0.45504137,2.08831620,0.00227718,0.68105929,0.04679565,0.35657829,0.91541131,0.50444673
-5.63981991,4.00180659,0.46637957,2.11857574,0.00222918,0.71068731,0.04863651,0.36952508,0.96139281,0.52259213
-5.63381691,4.10130950,0.47771399,2.14631532,0.00217903,0.74045485,0.05036780,0.38192077,1.00842204,0.54044405
-5.62781391,4.19736437,0.48901881,2.17146598,0.00212857,0.77024499,0.05198480,0.39370279,1.05637762,0.55789941
-5.62181091,4.28962772,0.50025469,2.19394847,0.00207961,0.79995606,0.05348553,0.40481701,1.10512898,0.57487203
-5.61580790,4.37777243,0.51136939,2.21367068,0.00203390,0.82949857,0.05487044,0.41521815,1.15453250,0.59129190
-5.60980490,4.46147854,0.52229903,2.23052586,0.00199307,0.85879062,0.05614206,0.42486979,1.20442685,0.60710325
-5.60380190,4.54042254,0.53296995,2.24439152,0.00195859,0.88775223,0.05730449,0.43374409,1.25462799,0.62226177
-5.59779890,4.61426583,0.54330105,2.25512923,0.00193175,0.91629892,0.05836282,0.44182119,1.30492386,0.63673094
-5.59179590,4.68264344,0.55320638,2.26258530,0.00191361,0.94433493,0.05932248,0.44908840,1.35506936,0.65047788
-5.58579290,4.74515382,0.56259786,2.26659265,0.00190501,0.97174667,0.06018866,0.45553913,1.40478185,0.66346901
-5.57978989,4.80135085,0.57138801,2.26697379,0.00190651,0.99839686,0.06096562,0.46117173,1.45373774,0.67566567
-5.57378689,4.85073913,0.57949254,2.26354516,0.00191839,1.02411985,0.06165623,0.46598823,1.50157052,0.68702021
-5.56778389,4.89277345,0.58683266,2.25612272,0.00194069,1.04871860,0.06226147,0.46999321,1.54787065,0.69747277
-5.56178089,4.92686316,0.59333711,2.24452894,0.00197314,1.07196373,0.06278016,0.47319271,1.59218777,0.70694903
-5.55577789,4.95238195,0.59894384,2.22860098,0.00201522,1.09359481,0.06320883,0.47559340,1.63403536,0.71535917
-5.54977489,4.96868319,0.60360130,2.20819993,0.00206617,1.11332410,0.06354175,0.47720203,1.67289803,0.72259813
-5.54377189,4.97512055,0.60726942,2.18322081,0.00212497,1.13084270,0.06377111,0.47802518,1.70824157,0.72854741
-5.53776888,4.97107339,0.60992030,2.15360309,0.00219043,1.14582890,0.06388740,0.47806938,1.73952536,0.73307812
-5.53176588,4.95597590,0.61153868,2.11934110,0.00226117,1.15795858,0.06387994,0.47734156,1.76621707,0.73605544
-5.52576288,4.92934881,0.61212228,2.08049405,0.00233567,1.16691697,0.06373744,0.47584986,1.78780913,0.73734414
-5.51975988,4.89083201,0.61168195,2.03719504,0.00241231,1.17241145,0.06344871,0.47360463,1.80383618,0.73681493
-5.51375688,4.84021655,0.61024188,1.98965851,0.00248943,1.17418469,0.06300342,0.47061968,1.81389311,0.73435132
-5.50775388,4.77747425,0.60783970,1.93818585,0.00256533,1.17202742,0.06239274,0.46691363,1.81765267,0.72985663
-5.50175088,4.70278322,0.60452660,1.88316848,0.00263836,1.16579027,0.06161005,0.46251116,1.81488199,0.72326075
-5.49574787,4.61654779,0.60036741,1.82508837,0.00270694,1.15539407,0.06065147,0.45744427,1.80545711,0.71452632
-5.48974487,4.51941162,0.59544060,1.76451562,0.00276958,1.14083799,0.05951634,0.45175326,1.78937500,0.70365388
-5.48374187,4.41226314,0.58983814,1.70210314,0.00282500,1.12220522,0.05820750,0.44548741,1.76676227,0.69068590
-5.47773887,4.29623268,0.58366521,1.63857846,0.00287206,1.09966582,0.05673144,0.43870536,1.73788027,0.67570925
-5.47173587,4.17268137,0.57703963,1.57473291,0.00290989,1.07347670,0.05509831,0.43147507,1.70312627,0.65885610
-5.46573287,4.04318190,0.57009094,1.51140848,0.00293786,1.04397862,0.05332172,0.42387335,1.66303058,0.64030316
-5.45972986,3.90949210,0.56295920,1.44948274,0.00295565,1.01159047,0.05141845,0.41598505,1.61824976,0.62026931
-5.45372686,3.77352217,0.55579331,1.38985237,0.00296324,0.97680107,0.04940802,0.40790187,1.56955616,0.59901170
-5.44772386,3.63729682,0.54874899,1.33341575,0.00296092,0.94015888,0.04731221,0.39972088,1.51782422,0.57682051
-5.44172086,3.50291387,0.54198635,1.28105514,0.00294935,0.90226001,0.04515443,0.39154283,1.46401396,0.55401262
-5.43571786,3.37250063,0.53566716,1.23361897,0.00292950,0.86373518,0.04295915,0.38347038,1.40915245,0.53092450
-5.42971486,3.24816955,0.52995178,1.19190462,0.00290268,0.82523589,0.04075130,0.37560614,1.35431357,0.50790449
-5.42371186,3.13197447,0.52499602,1.15664217,0.00287053,0.78742052,0.03855567,0.36805092,1.30059703,0.48530492
-5.41770885,3.02586866,0.52094774,1.12847933,0.00283500,0.75094062,0.03639640,0.36090189,1.24910683,0.46347417
-5.41170585,2.93166551,0.51794362,1.10796794,0.00279831,0.71642771,0.03429649,0.35425101,1.20092995,0.44274913
