energy_ev,total_up,As_p_up,As_d_up,Ru_p_up,Ru_d_up,S_s_up,S_p_up
-6.00000000,6.09370146,1.58142523,0.00000000,2.89412373,3.04029585,0.05509478,2.00844137
-5.99399700,6.22434119,1.60002185,0.00000000,2.98459065,3.12428900,0.05533985,2.07136037
-5.98799400,6.36482085,1.61881437,0.00000000,3.08179128,3.21302279,0.05561784,2.13963145
-5.98199100,6.51514720,1.63801036,0.00000000,3.18553179,3.30635025,0.05591391,2.21305662
-5.97598799,6.67496399,1.65776040,0.00000000,3.29541263,3.40392795,0.05621189,2.29128858
-5.96998499,6.84354561,1.67815117,0.00000000,3.41082512,3.50521482,0.05649483,2.37383176
-5.96398199,7.01980811,1.69920221,0.00000000,3.53095716,3.60948071,0.05674556,2.46004938
-5.95797899,7.20233738,1.72086676,0.00000000,3.65480852,3.71582444,0.05694736,2.54917668
-5.95197599,7.38943345,1.74303610,0.00000000,3.78121507,3.82320071,0.05708449,2.64034011
-5.94597299,7.57916885,1.76554724,0.00000000,3.90888121,3.93045473,0.05714278,2.73258184
-5.93996998,7.76945822,1.78819322,0.00000000,4.03641914,4.03636290,0.05711008,2.82488872
-5.93396698,7.95813562,1.81073537,0.00000000,4.16239313,4.13967764,0.05697671,2.91622450
-5.92796398,8.14303536,1.83291660,0.00000000,4.28536668,4.23917381,0.05673574,3.00556378
-5.92196098,8.32207226,1.85447498,0.00000000,4.40395018,4.33369466,0.05638319,3.09192596
-5.91595798,8.49331687,1.87515669,0.00000000,4.51684679,4.42219457,0.05591815,3.17440777
-5.90995498,8.65506175,1.89472768,0.00000000,4.62289407,4.50377650,0.05534270,3.25221225
-5.90395198,8.80587534,1.91298341,0.00000000,4.72109935,4.57772217,0.05466179,3.32467306
-5.89794897,8.94464072,1.92975624,0.00000000,4.81066702,4.64351342,0.05388300,3.39127243
-5.89194597,9.07057753,1.94492018,0.00000000,4.89101654,4.70084373,0.05301616,3.45165202
-5.88594297,9.18324627,1.95839312,0.00000000,4.96179044,4.74961951,0.05207300,3.50561598
-5.87993997,9.28253539,1.97013639,0.00000000,5.02285203,4.78995141,0.05106662,3.55312601
-5.87393697,9.36863260,1.98015240,0.00000000,5.07427355,4.82213625,0.05001110,3.59428891
-5.86793397,9.44198268,1.98848030,0.00000000,5.11631554,4.84663109,0.04892095,3.62933715
-5.86193097,9.50323492,1.99519070,0.00000000,5.14939903,4.86402108,0.04781068,3.65860387
-5.85592796,9.55318387,2.00037962,0.00000000,5.17407246,4.87498315,0.04669439,3.68249354
-5.84992496,9.59270731,2.00416250,0.00000000,5.19097537,4.88024784,0.04558542,3.70145024
-5.84392196,9.62270542,2.00666863,0.00000000,5.20080109,4.88056150,0.04449608,3.71592526
-5.83791896,9.64404478,2.00803642,0.00000000,5.20426054,4.87665095,0.04343745,3.72634603
-5.83191596,9.65751044,2.00840988,0.00000000,5.20204914,4.86919255,0.04241929,3.73308794
-5.82591296,9.66376864,2.00793618,0.00000000,5.19481842,4.85878712,0.04145004,3.73645087
-5.81990995,9.66334167,2.00676453,0.00000000,5.18315357,4.84594169,0.04053685,3.73664140
-5.81390695,9.65659580,2.00504599,0.00000000,5.16755763,4.83105872,0.03968575,3.73376185
-5.80790395,9.64374203,2.00293388,0.00000000,5.14844268,4.81443263,0.03890180,3.72780637
-5.80190095,9.62484859,2.00058462,0.00000000,5.12612781,4.79625336,0.03818934,3.71866428
-5.79589795,9.59986353,1.99815824,0.00000000,5.10084314,4.77661587,0.03755217,3.70613024
-5.78989495,9.56864487,1.99581844,0.00000000,5.07273916,4.75553447,0.03699382,3.68992041
-5.78389195,9.53099576,1.99373152,0.00000000,5.04189988,4.73296052,0.03651772,3.66969360
-5.77788894,9.48670158,1.99206415,0.00000000,5.00835874,4.70880183,0.03612732,3.64507608
-5.77188594,9.43556620,1.99097962,0.00000000,4.97211567,4.68294242,0.03582621,3.61568855
-5.76588294,9.37744479,1.99063261,0.00000000,4.93315408,4.65526102,0.03561811,3.58117370
-5.75987994,9.31227098,1.99116269,0.00000000,4.89145668,4.62564717,0.03550679,3.54122297
-5.75387694,9.24007679,1.99268662,0.00000000,4.84701901,4.59401414,0.03549598,3.49560103
-5.74787394,9.16100418,1.99529009,0.00000000,4.79986030,4.56030777,0.03558908,3.44416677
-5.74187094,9.07530813,1.99901932,0.00000000,4.75003104,4.52451140,0.03578895,3.38689003
-5.73586793,8.98335128,2.00387296,0.00000000,4.69761737,4.48664658,0.03609752,3.32386312
-5.72986493,8.88559130,2.00979522,0.00000000,4.64274229,4.44677026,0.03651552,3.25530706
-5.72386193,8.78256220,2.01667045,0.00000000,4.58556439,4.40496895,0.03704204,3.18157223
-5.71785893,8.67485136,2.02432000,0.00000000,4.52627428,4.36135081,0.03767427,3.10313383
-5.71185593,8.56307436,2.03250157,0.00000000,4.46508970,4.31603652,0.03840713,3.02058251
-5.70585293,8.44784954,2.04091153,0.00000000,4.40224987,4.26914992,0.03923315,2.93461084
-5.69984992,8.32977429,2.04919017,0.00000000,4.33800970,4.22080944,0.04014222,2.84599643
-5.69384692,8.20940492,2.05693005,0.00000000,4.27263455,4.17112102,0.04112168,2.75558269
-5.68784392,8.08724146,2.06368715,0.00000000,4.20639585,4.12017331,0.04215631,2.66425798
-5.68184092,7.96371838,2.06899453,0.00000000,4.13956804,4.06803542,0.04322863,2.57293428
-5.67583792,7.83920203,2.07237798,0.00000000,4.07242676,4.01475755,0.04431919,2.48252606
-5.66983492,7.71399464,2.07337312,0.00000000,4.00524844,3.96037449,0.04540707,2.39393020
-5.66383192,7.58834462,2.07154322,0.00000000,3.93831091,3.90491162,0.04647040,2.30800756
-5.65782891,7.46246235,2.06649698,0.00000000,3.87189497,3.84839296,0.04748708,2.22556667
-5.65182591,7.33654015,2.05790549,0.00000000,3.80628621,3.79085073,0.04843544,2.14734990
-5.64582291,7.21077497,2.04551769,0.00000000,3.74177690,3.73233556,0.04929501,2.07402233
-5.63981991,7.08539215,2.02917345,0.00000000,3.67866742,3.67292657,0.05004723,2.00616328
-5.63381691,6.96066832,2.00881377,0.00000000,3.61726669,3.61274048,0.05067620,1.94426060
-5.62781391,6.83695178,1.98448751,0.00000000,3.55789150,3.55193901,0.05116930,1.88870739
-5.62181091,6.71467876,1.95635423,0.00000000,3.50086427,3.49073382,0.05151768,1.83980119
-5.61580790,6.59438396,1.92468288,0.00000000,3.44650930,3.42938858,0.05171678,1.79774508
-5.60980490,6.47670455,1.88984633,0.00000000,3.39514735,3.36821772,0.05176647,1.76265064
-5.60380190,6.36237684,1.85231173,0.00000000,3.34708880,3.30758182,0.05167129,1.73454237
-5.59779890,6.25222528,1.81262700,0.00000000,3.30262557,3.24787963,0.05144027,1.71336323
-5.59179590,6.14714413,1.77140399,0.00000000,3.26202219,3.18953716,0.05108679,1.69898112
-5.58579290,6.04807246,1.72929869,0.00000000,3.22550629,3.13299419,0.05062817,1.69119594
