energy_ev,total_up,C_s_up,C_p_up,Os_p_up,Os_d_up,Te_p_up,Te_d_up
-6.00000000,4.35454286,0.01719918,0.50597937,3.44492369,1.74458276,1.22937822,0.00000000
-5.99399700,4.42649608,0.01743055,0.51846462,3.46826395,1.77688877,1.24982234,0.00000000
-5.98799400,4.48885872,0.01767905,0.52949164,3.47728409,1.80594527,1.26836067,0.00000000
-5.98199100,4.54192105,0.01794841,0.53906995,3.47244595,1.83186686,1.28505797,0.00000000
-5.97598799,4.58604776,0.01824190,0.54722711,3.45444526,1.85478376,1.29997940,0.00000000
-5.96998499,4.62164354,0.01856202,0.55400391,3.42417845,1.87482796,1.31318197,0.00000000
-5.96398199,4.64911772,0.01891031,0.55944928,3.38270318,1.89211912,1.32470626,0.00000000
-5.95797899,4.66884984,0.01928716,0.56361511,3.33119442,1.90675139,1.33456912,0.00000000
-5.95197599,4.68115849,0.01969157,0.56655132,3.27089860,1.91878178,1.34275767,0.00000000
-5.94597299,4.68627534,0.02012106,0.56830166,3.20308812,1.92822090,1.34922521,0.00000000
-5.93996998,4.68432590,0.02057151,0.56890030,3.12901839,1.93502663,1.35388926,0.00000000
-5.93396698,4.67531845,0.02103718,0.56836949,3.04988963,1.93910136,1.35663211,0.00000000
-5.92796398,4.65914186,0.02151067,0.56671856,2.96681483,1.94029276,1.35730385,0.00000000
-5.92196098,4.63557250,0.02198307,0.56394413,2.88079533,1.93839848,1.35572789,0.00000000
-5.91595798,4.60428995,0.02244411,0.56003152,2.79270460,1.93317438,1.35170881,0.00000000
-5.90995498,4.56490069,0.02288238,0.55495738,2.70328041,1.92434596,1.34504207,0.00000000
-5.90395198,4.51696828,0.02328568,0.54869319,2.61312509,1.91162249,1.33552519,0.00000000
-5.89794897,4.46004846,0.02364137,0.54120947,2.52271311,1.89471308,1.32296985,0.00000000
-5.89194597,4.39372706,0.02393675,0.53248035,2.43240476,1.87334382,1.30721414,0.00000000
-5.88594297,4.31765847,0.02415955,0.52248831,2.34246449,1.84727524,1.28813442,0.00000000
-5.87993997,4.23160261,0.02429832,0.51122857,2.25308225,1.81631900,1.26565617,0.00000000
-5.87393697,4.13545831,0.02434291,0.49871309,2.16439621,1.78035314,1.23976302,0.00000000
-5.86793397,4.02929110,0.02428482,0.48497378,2.07651510,1.73933507,1.21050374,0.00000000
-5.86193097,3.91335413,0.02411760,0.47006466,1.98953882,1.69331158,1.17799656,0.00000000
-5.85592796,3.78810091,0.02383710,0.45406310,1.90357598,1.64242554,1.14243075,0.00000000
-5.84992496,3.65418944,0.02344170,0.43706972,1.81875747,1.58691890,1.10406521,0.00000000
-5.84392196,3.51247740,0.02293240,0.41920729,1.73524546,1.52713191,1.06322431,0.00000000
-5.83791896,3.36400895,0.02231284,0.40061843,1.65323760,1.46349867,1.02029101,0.00000000
-5.83191596,3.20999371,0.02158924,0.38146248,1.57296647,1.39653921,0.97569774,0.00000000
-5.82591296,3.05177927,0.02077021,0.36191146,1.49469478,1.32684863,0.92991550,0.00000000
-5.81990995,2.89081864,0.01986652,0.34214566,1.41870699,1.25508376,0.88344166,0.00000000
-5.81390695,2.72863430,0.01889077,0.32234878,1.34529815,1.18194800,0.83678712,0.00000000
-5.80790395,2.56678076,0.01785701,0.30270309,1.27476112,1.10817513,0.79046353,0.00000000
-5.80190095,2.40680745,0.01678034,0.28338485,1.20737324,1.03451274,0.74497102,0.00000000
-5.79589795,2.25022357,0.01567647,0.26456005,1.14338340,0.96170601,0.70078716,0.00000000
-5.78989495,2.09846659,0.01456133,0.24638090,1.08300067,0.89048255,0.65835757,0.00000000
-5.78389195,1.95287569,0.01345062,0.22898304,1.02638523,0.82153881,0.61808849,0.00000000
-5.77788894,1.81467100,0.01235948,0.21248366,0.97364231,0.75552861,0.58034172,0.00000000
-5.77188594,1.68493938,0.01130216,0.19698062,0.92481946,0.69305398,0.54543186,0.00000000
-5.76588294,1.56462686,0.01029171,0.18255252,0.87990752,0.63465862,0.51362596,0.00000000
-5.75987994,1.45453757,0.00933987,0.16925959,0.83884501,0.58082398,0.48514525,0.00000000
-5.75387694,1.35533862,0.00845683,0.15714558,0.80152576,0.53196776,0.46016886,0.00000000
-5.74787394,1.26757008,0.00765125,0.14624009,0.76780920,0.48844476,0.43883894,0.00000000
-5.74187094,1.19165876,0.00693015,0.13656158,0.73753265,0.45054952,0.42126674,0.00000000
-5.73586793,1.12793463,0.00629902,0.12812055,0.71052474,0.41852045,0.40753920,0.00000000
