energy_ev,total_up,C_s_up,C_p_up,Li_s_up,Sc_p_up,Sc_d_up,Se_s_up,Se_p_up
-5.55577789,0.34865268,0.00007789,0.01009651,0.01941853,0.02567865,0.01953924,0.00193819,0.20178321
-5.54977489,0.39044106,0.00009334,0.01124746,0.02326591,0.02915864,0.02188930,0.00215977,0.22614088
-5.54377189,0.43482642,0.00011105,0.01245734,0.02767571,0.03294058,0.02438712,0.00239285,0.25204905
-5.53776888,0.48161983,0.00013119,0.01371877,0.03268538,0.03702335,0.02702237,0.00263603,0.27940387
-5.53176588,0.53057817,0.00015387,0.01502299,0.03832531,0.04140079,0.02978164,0.00288764,0.30806969
-5.52576288,0.58140383,0.00017920,0.01635987,0.04461665,0.04606115,0.03264844,0.00314576,0.33787862
-5.51975988,0.63374529,0.00020723,0.01771805,0.05156910,0.05098653,0.03560319,0.00340823,0.36863068
-5.51375688,0.68719898,0.00023795,0.01908505,0.05917880,0.05615250,0.03862334,0.00367266,0.40009456
-5.50775388,0.74131222,0.00027132,0.02044745,0.06742639,0.06152773,0.04168350,0.00393649,0.43200918
-5.50175088,0.79558753,0.00030723,0.02179106,0.07627547,0.06707392,0.04475567,0.00419700,0.46408592
-5.49574787,0.84948814,0.00034549,0.02310114,0.08567145,0.07274584,0.04780955,0.00445136,0.49601171
-5.48974487,0.90244491,0.00038588,0.02436263,0.09554097,0.07849162,0.05081289,0.00469670,0.52745295
-5.48374187,0.95386465,0.00042810,0.02556039,0.10579206,0.08425342,0.05373197,0.00493010,0.55806027
-5.47773887,1.00313970,0.00047180,0.02667943,0.11631499,0.08996823,0.05653213,0.00514869,0.58747424
-5.47173587,1.04965904,0.00051662,0.02770522,0.12698399,0.09556909,0.05917837,0.00534969,0.61533188
-5.46573287,1.09282048,0.00056215,0.02862389,0.13765979,0.10098662,0.06163603,0.00553045,0.64127400
-5.45972986,1.13204412,0.00060801,0.02942253,0.14819295,0.10615079,0.06387158,0.00568854,0.66495338
-5.45372686,1.16678653,0.00065383,0.03008947,0.15842793,0.11099302,0.06585334,0.00582175,0.68604336
-5.44772386,1.19655573,0.00069930,0.03061448,0.16820784,0.11544842,0.06755242,0.00592821,0.70424704
-5.44172086,1.22092617,0.00074423,0.03098905,0.17737952,0.11945827,0.06894345,0.00600638,0.71930652
-5.43571786,1.23955355,0.00078852,0.03120658,0.18579906,0.12297252,0.07000550,0.00605516,0.73101210
-5.42971486,1.25218888,0.00083226,0.03126258,0.19333716,0.12595223,0.07072283,0.00607391,0.73921099
-5.42371186,1.25869111,0.00087573,0.03115483,0.19988444,0.12837197,0.07108557,0.00606246,0.74381524
-5.41770885,1.25903778,0.00091947,0.03088350,0.20535619,0.13022188,0.07109037,0.00602120,0.74480850
-5.41170585,1.25333324,0.00096427,0.03045119,0.20969646,0.13150946,0.07074079,0.00595106,0.74225118
-5.40570285,1.24181361,0.00101123,0.02986294,0.21288116,0.13226084,0.07004761,0.00585358,0.73628378
-5.39969985,1.22484834,0.00106178,0.02912622,0.21492010,0.13252159,0.06902887,0.00573082,0.72712801
-5.39369685,1.20293772,0.00111770,0.02825077,0.21585777,0.13235682,0.06770975,0.00558543,0.71508550
-5.38769385,1.17670638,0.00118111,0.02724846,0.21577267,0.13185069,0.06612220,0.00542062,0.70053398
-5.38169085,1.14689256,0.00125446,0.02613301,0.21477544,0.13110513,0.06430428,0.00524004,0.68392083
-5.37568784,1.11433332,0.00134057,0.02491976,0.21300549,0.13023799,0.06229941,0.00504784,0.66575418
-5.36968484,1.07994606,0.00144251,0.02362529,0.21062651,0.12938038,0.06015526,0.00484853,0.64659165
-5.36368184,1.04470669,0.00156365,0.02226706,0.20782089,0.12867350,0.05792263,0.00464689,0.62702695
-5.35767884,1.00962519,0.00170752,0.02086300,0.20478330,0.12826484,0.05565407,0.00444794,0.60767494
-5.35167584,0.97571922,0.00187781,0.01943114,0.20171367,0.12830400,0.05340251,0.00425681,0.58915531
-5.34567284,0.94398664,0.00207821,0.01798918,0.19880987,0.12893819,0.05121974,0.00407859,0.57207564
-5.33966983,0.91537790,0.00231235,0.01655412,0.19626043,0.13030753,0.04915503,0.00391830,0.55701422
-5.33366683,0.89076903,0.00258368,0.01514192,0.19423748,0.13254026,0.04725373,0.00378071,0.54450329
-5.32766383,0.87093631,0.00289532,0.01376723,0.19289039,0.13574820,0.04555600,0.00367025,0.53501318
-5.32166083,0.85653340,0.00324994,0.01244310,0.19234012,0.14002234,0.04409572,0.00359090,0.52893794
-5.31565783,0.84807157,0.00364962,0.01118087,0.19267480,0.14542891,0.04289957,0.00354606,0.52658290
-5.30965483,0.84590385,0.00409571,0.00999001,0.19394645,0.15200596,0.04198633,0.00353849,0.52815458
-5.30365183,0.85021354,0.00458867,0.00887813,0.19616911,0.15976070,0.04136648,0.00357018,0.53375324
-5.29764882,0.86100740,0.00512798,0.00785099,0.19931842,0.16866756,0.04104198,0.00364230,0.54336850
-5.29164582,0.87811397,0.00571200,0.00691259,0.20333267,0.17866714,0.04100642,0.00375513,0.55687795
-5.28564282,0.90118689,0.00633790,0.00606534,0.20811518,0.18966620,0.04124527,0.00390802,0.57404905
-5.27963982,0.92971336,0.00700163,0.00531024,0.21353805,0.20153857,0.04173656,0.00409936,0.59454424
-5.27363682,0.96302747,0.00769785,0.00464712,0.21944698,0.21412719,0.04245165,0.00432660,0.61792915
-5.26763382,1.00032818,0.00842000,0.00407489,0.22566710,0.22724705,0.04335622,0.00458626,0.64368372
-5.26163082,1.04070137,0.00916033,0.00359180,0.23200939,0.24068926,0.04441147,0.00487400,0.67121609
-5.25562781,1.08314559,0.00991006,0.00319571,0.23827766,0.25422590,0.04557542,0.00518469,0.69987875
-5.24962481,1.12660073,0.01065950,0.00288437,0.24427566,0.26761579,0.04680424,0.00551255,0.72898670
-5.24362181,1.16997892,0.01139830,0.00265563,0.24981409,0.28061080,0.04805375,0.00585123,0.75783704
-5.23761881,1.21219673,0.01211566,0.00250766,0.25471725,0.29296272,0.04928079,0.00619404,0.78572953
-5.23161581,1.25220800,0.01280065,0.00243918,0.25882911,0.30443044,0.05044466,0.00653410,0.81198753
-5.22561281,1.28903604,0.01344250,0.00244952,0.26201856,0.31478715,0.05150840,0.00686453,0.83597869
-5.21960980,1.32180466,0.01403093,0.00253882,0.26418365,0.32382741,0.05244001,0.00717872,0.85713488
-5.21360680,1.34976668,0.01455651,0.00270801,0.26525471,0.33137382,0.05321352,0.00747047,0.87497067
-5.20760380,1.37232950,0.01501092,0.00295889,0.26519623,0.33728308,0.05380988,0.00773428,0.88909986
-5.20160080,1.38907657,0.01538728,0.00329409,0.26400754,0.34145118,0.05421765,0.00796553,0.89924948
-5.19559780,1.39978436,0.01568040,0.00371700,0.26172218,0.34381761,0.05443348,0.00816066,0.90527097
-5.18959480,1.40443416,0.01588699,0.00423168,0.25840611,0.34436835,0.05446243,0.00831734,0.90714799
-5.18359180,1.40321848,0.01600578,0.00484277,0.25415487,0.34313756,0.05431797,0.00843463,0.90500087
-5.17758879,1.39654182,0.01603765,0.00555531,0.24908984,0.34020796,0.05402189,0.00851305,0.89908734
-5.17158579,1.38501584,0.01598558,0.00637456,0.24335365,0.33570977,0.05360390,0.00855465,0.88979972
-5.16558279,1.36944913,0.01585466,0.00730590,0.23710522,0.32981834,0.05310112,0.00856303,0.87765864
-5.15957979,1.35083201,0.01565189,0.00835458,0.23051430,0.32275058,0.05255740,0.00854330,0.86330345
-5.15357679,1.33031673,0.01538603,0.00952560,0.22375608,0.31476014,0.05202244,0.00850202,0.84747969
-5.14757379,1.30919380,0.01506737,0.01082353,0.21700580,0.30613176,0.05155089,0.00844708,0.83102400
-5.14157079,1.28886507,0.01470742,0.01225238,0.21043371,0.29717476,0.05120126,0.00838756,0.81484688
-5.13556778,1.27081414,0.01431857,0.01381547,0.20420055,0.28821601,0.05103482,0.00833355,0.79991368
-5.12956478,1.25657502,0.01391382,0.01551530,0.19845362,0.27959247,0.05111443,0.00829589,0.78722438
-5.12356178,1.24769934,0.01350640,0.01735351,0.19332360,0.27164362,0.05150331,0.00828602,0.77779239
-5.11755878,1.24572301,0.01310944,0.01933077,0.18892221,0.26470389,0.05226382,0.00831565,0.77262296
-5.11155578,1.25213255,0.01273568,0.02144671,0.18534059,0.25909529,0.05345614,0.00839651,0.77269134
-5.10555278,1.26833165,0.01239718,0.02369983,0.18264864,0.25512034,0.05513701,0.00854010,0.77892103
-5.09954977,1.29560837,0.01210503,0.02608748,0.18089504,0.25305547,0.05735843,0.00875737,0.79216250
-5.09354677,1.33510320,0.01186918,0.02860569,0.18010795,0.25314502,0.06016631,0.00905845,0.81317246
-5.08754377,1.38777845,0.01169826,0.03124908,0.18029637,0.25559578,0.06359919,0.00945236,0.84259403
-5.08154077,1.45438941,0.01159937,0.03401069,0.18145189,0.26057234,0.06768688,0.00994673,0.88093807
-5.07553777,1.53545762,0.01157803,0.03688182,0.18355084,0.26819312,0.07244925,0.01054754,0.92856601
-5.06953477,1.63124706,0.01163809,0.03985180,0.18655666,0.27852730,0.07789499,0.01125889,0.98567460
-5.06353177,1.74174385,0.01178164,0.04290775,0.19042235,0.29159257,0.08402053,0.01208273,1.05228294
-5.05752876,1.86664036,0.01200900,0.04603437,0.19509297,0.30735395,0.09080913,0.01301871,1.12822249
-5.05152576,2.00532458,0.01231870,0.04921372,0.20050794,0.32572350,0.09823010,0.01406403,1.21313048
-5.04552276,2.15687580,0.01270750,0.05242505,0.20660336,0.34656121,0.10623844,0.01521331,1.30644729
-5.03951976,2.32006744,0.01317043,0.05564467,0.21331392,0.36967702,0.11477465,0.01645858,1.40741853
-5.03351676,2.49337786,0.01370080,0.05884596,0.22057473,0.39483399,0.12376506,0.01778932,1.51510212
-5.02751376,2.67500981,0.01429037,0.06199947,0.22832279,0.42175266,0.13312255,0.01919254,1.62838073
-5.02151076,2.86291877,0.01492939,0.06507316,0.23649826,0.45011659,0.14274770,0.02065298,1.74597988
-5.01550775,3.05485020,0.01560678,0.06803285,0.24504550,0.47957896,0.15253052,0.02215342,1.86649148
-5.00950475,3.24838523,0.01631036,0.07084278,0.25391379,0.50977010,0.16235250,0.02367503,1.98840261
-5.00350175,3.44099390,0.01702703,0.07346635,0.26305798,0.54030590,0.17208928,0.02519783,2.11012892
-4.99749875,3.63009460,0.01774308,0.07586707,0.27243893,0.57079671,0.18161355,0.02670121,2.23005169
-4.99149575,3.81311807,0.01844448,0.07800962,0.28202377,0.60085652,0.19079833,0.02816456,2.34655769
-4.98549275,3.98757366,0.01911727,0.07986096,0.29178616,0.63011231,0.19952040,0.02956791,2.45808030
-4.97948974,4.15111589,0.01974791,0.08139158,0.30170647,0.65821297,0.20766383,0.03089260,2.56314065
-4.97348674,4.30160856,0.02032366,0.08257669,0.31177195,0.68483779,0.21512345,0.03212199,2.66038719
-4.96748374,4.43718432,0.02083299,0.08339743,0.32197700,0.70970411,0.22180812,0.03324219,2.74863237
-4.96148074,4.55629734,0.02126597,0.08384193,0.33232349,0.73257387,0.22764374,0.03424266,2.82688505
-4.95547774,4.65776735,0.02161462,0.08390619,0.34282132,0.75325906,0.23257576,0.03511684,2.89437748
-4.94947474,4.74081339,0.02187318,0.08359479,0.35348912,0.77162580,0.23657128,0.03586271,2.95058616
-4.94347174,4.80507645,0.02203846,0.08292137,0.36435523,0.78759712,0.23962047,0.03648321,2.99524582
-4.93746873,4.85063050,0.02210996,0.08190873,0.37545891,0.80115437,0.24173741,0.03698655,3.02835639
-4.93146573,4.87798183,0.02208999,0.08058876,0.38685184,0.81233742,0.24296028,0.03738651,3.05018309
-4.92546273,4.88805738,0.02198376,0.07900193,0.39859975,0.82124374,0.24335090,0.03770245,3.06124980
-4.91945973,4.88218285,0.02179927,0.07719661,0.41078427,0.82802645,0.24299364,0.03795930,3.06232644
-4.91345673,4.86205175,0.02154719,0.07522799,0.42350465,0.83289152,0.24199380,0.03818738,3.05441100
-4.90745373,4.82968681,0.02124069,0.07315689,0.43687940,0.83609425,0.24047544,0.03842207,3.03870702
-4.90145073,4.78739498,0.02089508,0.07104823,0.45104747,0.83793503,0.23857880,0.03870334,3.01659730
-4.89544772,4.73771743,0.02052752,0.06896948,0.46616880,0.83875454,0.23645731,0.03907516,2.98961463
-4.88944472,4.68337568,0.02015656,0.06698891,0.48242400,0.83892830,0.23427434,0.03958474,2.95941011
-4.88344172,4.62721476,0.01980173,0.06517383,0.50001287,0.83886057,0.23219961,0.04028165,2.92771953
-4.87743872,4.57214422,0.01948302,0.06358884,0.51915153,0.83897739,0.23040554,0.04121680,2.89632831
-4.87143572,4.52107747,0.01922042,0.06229412,0.54006799,0.83971895,0.22906327,0.04244130,2.86703510
-4.86543272,4.47687004,0.01903339,0.06134386,0.56299603,0.84153086,0.22833877,0.04400520,2.84161427
-4.85942971,4.44225699,0.01894035,0.06078475,0.58816748,0.84485449,0.22838875,0.04595612,2.82177756
-4.85342671,4.41979013,0.01895820,0.06065474,0.61580274,0.85011630,0.22935666,0.04833781,2.80913499
-4.84742371,4.41177553,0.01910185,0.06098193,0.64610007,0.85771634,0.23136869,0.05118869,2.80515553
-4.84142071,4.42021230,0.01938381,0.06178373,0.67922376,0.86801587,0.23453000,0.05454025,2.81112794
-4.83541771,4.44673383,0.01981376,0.06306628,0.71529167,0.88132471,0.23892107,0.05841567,2.82812270
-4.82941471,4.49255295,0.02039822,0.06482410,0.75436276,0.89788848,0.24459445,0.06282833,2.85695593
-4.82341171,4.55841285,0.02114029,0.06703999,0.79642523,0.91787622,0.25157199,0.06778057,2.89815644
-4.81740870,4.64454589,0.02203941,0.06968533,0.84138580,0.94136914,0.25984258,0.07326256,2.95193754
-4.81140570,4.75064231,0.02309122,0.07272049,0.88906095,0.96835091,0.26936061,0.07925150,3.01817479
-4.80540270,4.87583129,0.02428751,0.07609565,0.93917072,0.99870015,0.28004535,0.08571108,3.09639139
-4.79939970,5.01867614,0.02561623,0.07975182,0.99133554,1.03218576,0.29178113,0.09259126,3.18575251
-4.79339670,5.17718540,0.02706163,0.08362214,1.04507660,1.06846550,0.30441865,0.09982859,3.28506972
-4.78739370,5.34884109,0.02860451,0.08763335,1.09981994,1.10708825,0.31777728,0.10734678,3.39281644
-4.78139070,5.53064449,0.03022247,0.09170753,1.15490455,1.14750015,0.33164851,0.11505788,3.50715468
-4.77538769,5.71917935,0.03189040,0.09576395,1.20959411,1.18905473,0.34580037,0.12286381,3.62597323
-4.76938469,5.91069142,0.03358098,0.09972107,1.26309236,1.23102683,0.35998284,0.13065833,3.74693641
-4.76338169,6.10118249,0.03526524,0.10349852,1.31456145,1.27263000,0.37393410,0.13832939,3.86754258
-4.75737869,6.28651613,0.03691328,0.10701921,1.36314271,1.31303700,0.38738736,0.14576175,3.98519037
-4.75137569,6.46253205,0.03849498,0.11021130,1.40797913,1.35140249,0.40007813,0.15283989,4.09725087
-4.74537269,6.62516489,0.03998071,0.11301006,1.44823863,1.38688734,0.41175172,0.15945098,4.20114307
-4.73936968,6.77056337,0.04134217,0.11535959,1.48313722,1.41868360,0.42217056,0.16548789,4.29440992
-4.73336668,6.89520537,0.04255310,0.11721432,1.51196128,1.44603910,0.43112122,0.17085214,4.37479220
-4.72736368,6.99600443,0.04358996,0.11854012,1.53408796,1.46828091,0.43842076,0.17545658,4.44029726
-4.72136068,7.07040371,0.04443263,0.11931522,1.54900297,1.48483658,0.44392226,0.17922785,4.48926017
-4.71535768,7.11645368,0.04506491,0.11953066,1.55631524,1.49525249,0.44751922,0.18210836,4.52039473
-4.70935468,7.13287056,0.04547498,0.11919038,1.55576775,1.49920848,0.44914869,0.18405782,4.53283244
-4.70335168,7.11907320,0.04565565,0.11831091,1.54724432,1.49652835,0.44879311,0.18505423,4.52614799
-4.69734867,7.07519707,0.04560456,0.11692067,1.53077217,1.48718571,0.44648059,0.18509434,4.50037021
-4.69134567,7.00208484,0.04532417,0.11505888,1.50652023,1.47130504,0.44228379,0.18419341,4.45597820
-4.68534267,6.90125395,0.04482157,0.11277415,1.47479343,1.44915793,0.43631739,0.18238450,4.39388276
-4.67933967,6.77484261,0.04410819,0.11012274,1.43602317,1.42115471,0.42873419,0.17971718,4.31539400
-4.67333667,6.62553606,0.04319937,0.10716663,1.39075458,1.38783165,0.41972004,0.17625571,4.22217626
-4.66733367,6.45647634,0.04211380,0.10397138,1.33963098,1.34983439,0.40948783,0.17207691,4.11619224
-4.66133067,6.27115851,0.04087286,0.10060401,1.28337616,1.30789809,0.39827060,0.16726762,3.99963830
-4.65532766,6.07331759,0.03949988,0.09713075,1.22277530,1.26282503,0.38631419,0.16192195,3.87487339
-4.64932466,5.86681001,0.03801941,0.09361496,1.15865494,1.21546049,0.37386961,0.15613847,3.74434422
-4.64332166,5.65549408,0.03645647,0.09011525,1.09186293,1.16666769,0.36118537,0.15001733,3.61050931
-4.63731866,5.44311353,0.03483578,0.08668373,1.02324884,1.11730271,0.34850006,0.14365754,3.47576460
-4.63131566,5.23318834,0.03318111,0.08336472,0.95364538,1.06819013,0.33603548,0.13715439,3.34237320
-4.62531266,5.02891640,0.03151465,0.08019366,0.88385152,1.02010038,0.32399046,0.13059722,3.21240173
-4.61930965,4.83308945,0.02985657,0.07719653,0.81461745,0.97372932,0.31253563,0.12406745,3.08766528
-4.61330665,4.64802594,0.02822458,0.07438968,0.74663201,0.92968093,0.30180930,0.11763714,2.96968288
-4.60730365,4.47552290,0.02663375,0.07177996,0.68051259,0.88845352,0.29191456,0.11136789,2.85964483
-4.60130065,4.31682811,0.02509636,0.06936540,0.61679767,0.85042995,0.28291776,0.10531029,2.75839280
-4.59529765,4.17263325,0.02362192,0.06713612,0.55594219,0.81587212,0.27484820,0.09950375,2.66641329
-4.58929465,4.04308778,0.02221731,0.06507557,0.49831544,0.78491985,0.26769933,0.09397684,2.58384429
-4.58329165,3.92783254,0.02088707,0.06316207,0.44420157,0.75759425,0.26143113,0.08874794,2.51049472
-4.57728864,3.82605135,0.01963366,0.06137040,0.39380229,0.73380512,0.25597367,0.08382637,2.44587562
-4.57128564,3.73653828,0.01845795,0.05967359,0.34724169,0.71336232,0.25123170,0.07921363,2.38924162
-4.56528264,3.65777762,0.01735958,0.05804459,0.30457272,0.69599047,0.24709010,0.07490498,2.33964091
-4.55927964,3.58803299,0.01633753,0.05645797,0.26578509,0.68134636,0.24341989,0.07089106,2.29597166
-4.55327664,3.52544206,0.01539049,0.05489135,0.23081420,0.66903842,0.24008466,0.06715960,2.25704229
-4.54727364,3.46811283,0.01451738,0.05332677,0.19955071,0.65864736,0.23694711,0.06369706,2.22163336
-4.54127064,3.41421769,0.01371769,0.05175161,0.17185062,0.64974725,0.23387544,0.06049023,2.18855846
-4.53526763,3.36208138,0.01299187,0.05015940,0.14754529,0.64192608,0.23074943,0.05752754,2.15672161
-4.52926463,3.31025967,0.01234158,0.04855015,0.12645133,0.63480508,0.22746587,0.05480032,2.12516908
-4.52326163,3.25760566,0.01176988,0.04693053,0.10838013,0.62805600,0.22394322,0.05230366,2.09313355
-4.51725863,3.20332157,0.01128136,0.04531360,0.09314682,0.62141569,0.22012538,0.05003705,2.06006911
-4.51125563,3.14699417,0.01088215,0.04371834,0.08057842,0.61469754,0.21598436,0.04800476,2.02567599
-4.50525263,3.08861324,0.01057993,0.04216895,0.07052141,0.60779930,0.21152187,0.04621587,1.98991418
-4.49924962,3.02857279,0.01038376,0.04069391,0.06284823,0.60070726,0.20676977,0.04468409,1.95300614
-4.49324662,2.96765568,0.01030396,0.03932497,0.05746310,0.59349650,0.20178942,0.04342731,1.91542850
