energy_ev,total_up,S_s_up,S_p_up,Si_p_up,Si_d_up,Zr_p_up,Zr_d_up
-6.00000000,0.05202709,0.00000000,0.00839124,0.02277003,0.00000000,0.01981208,0.01620423
-5.99399700,0.05598016,0.00000000,0.00902881,0.02450011,0.00000000,0.02131741,0.01743545
-5.98799400,0.05980110,0.00000000,0.00964508,0.02617237,0.00000000,0.02277241,0.01862552
-5.98199100,0.06342418,0.00000000,0.01022945,0.02775803,0.00000000,0.02415205,0.01975397
-5.97598799,0.06678387,0.00000000,0.01077134,0.02922842,0.00000000,0.02543138,0.02080039
-5.96998499,0.06981679,0.00000000,0.01126053,0.03055578,0.00000000,0.02658623,0.02174505
-5.96398199,0.07246368,0.00000000,0.01168748,0.03171420,0.00000000,0.02759405,0.02256949
-5.95797899,0.07467138,0.00000000,0.01204361,0.03268039,0.00000000,0.02843455,0.02325717
-5.95197599,0.07639463,0.00000000,0.01232163,0.03343455,0.00000000,0.02909048,0.02379400
-5.94597299,0.07759765,0.00000000,0.01251579,0.03396100,0.00000000,0.02954818,0.02416884
-5.93996998,0.07825546,0.00000000,0.01262207,0.03424882,0.00000000,0.02979806,0.02437395
-5.93396698,0.07835483,0.00000000,0.01263837,0.03429220,0.00000000,0.02983503,0.02440522
-5.92796398,0.07789489,0.00000000,0.01256457,0.03409074,0.00000000,0.02965863,0.02426243
-5.92196098,0.07688724,0.00000000,0.01240260,0.03364951,0.00000000,0.02927314,0.02394925
-5.91595798,0.07535574,0.00000000,0.01215636,0.03297892,0.00000000,0.02868746,0.02347317
-5.90995498,0.07333592,0.00000000,0.01183166,0.03209449,0.00000000,0.02791484,0.02284537
-5.90395198,0.07087394,0.00000000,0.01143605,0.03101638,0.00000000,0.02697251,0.02208034
-5.89794897,0.06802542,0.00000000,0.01097866,0.02976886,0.00000000,0.02588120,0.02119559
-5.89194597,0.06485398,0.00000000,0.01046992,0.02837971,0.00000000,0.02466453,0.02021115
-5.88594297,0.06142968,0.00000000,0.00992137,0.02687949,0.00000000,0.02334841,0.01914913
-5.87993997,0.05782751,0.00000000,0.00934541,0.02530090,0.00000000,0.02196040,0.01803324
-5.87393697,0.05412584,0.00000000,0.00875507,0.02367807,0.00000000,0.02052910,0.01688836
-5.86793397,0.05040509,0.00000000,0.00816380,0.02204600,0.00000000,0.01908357,0.01574013
-5.86193097,0.04674666,0.00000000,0.00758533,0.02044006,0.00000000,0.01765286,0.01461461
-5.85592796,0.04323203,0.00000000,0.00703353,0.01889562,0.00000000,0.01626560,0.01353807
-5.84992496,0.03994228,0.00000000,0.00652239,0.01744779,0.00000000,0.01494977,0.01253683
-5.84392196,0.03695783,0.00000000,0.00606594,0.01613132,0.00000000,0.01373249,0.01163725
-5.83791896,0.03435857,0.00000000,0.00567835,0.01498063,0.00000000,0.01264004,0.01086573
-5.83191596,0.03222414,0.00000001,0.00537396,0.01402998,0.00000000,0.01169788,0.01024891
-5.82591296,0.03063455,0.00000001,0.00516743,0.01331365,0.00000000,0.01093079,0.00981379
-5.81990995,0.02967078,0.00000002,0.00507381,0.01286625,0.00000000,0.01036313,0.00958800
-5.81390695,0.02941541,0.00000002,0.00510868,0.01272300,0.00000000,0.01001900,0.00960001
-5.80790395,0.02995326,0.00000004,0.00528824,0.01291997,0.00000000,0.00992251,0.00987925
-5.80190095,0.03137163,0.00000006,0.00562932,0.01349423,0.00000000,0.01009792,0.01045627
-5.79589795,0.03376033,0.00000008,0.00614940,0.01448386,0.00000000,0.01056970,0.01136265
-5.78989495,0.03721120,0.00000012,0.00686642,0.01592774,0.00000000,0.01136254,0.01263082
-5.78389195,0.04181709,0.00000017,0.00779865,0.01786517,0.00000000,0.01250109,0.01429369
-5.77788894,0.04767020,0.00000025,0.00896424,0.02033512,0.00000000,0.01400964,0.01638402
-5.77188594,0.05485981,0.00000036,0.01038083,0.02337533,0.00000000,0.01591148,0.01893362
-5.76588294,0.06346927,0.00000051,0.01206493,0.02702102,0.00000000,0.01822819,0.02197226
-5.75987994,0.07357243,0.00000072,0.01403118,0.03130338,0.00000000,0.02097869,0.02552642
-5.75387694,0.08522949,0.00000101,0.01629159,0.03624779,0.00000000,0.02417808,0.02961783
-5.74787394,0.09848247,0.00000140,0.01885457,0.04187198,0.00000000,0.02783645,0.03426186
-5.74187094,0.11335047,0.00000194,0.02172409,0.04818392,0.00000000,0.03195755,0.03946587
-5.73586793,0.12982491,0.00000266,0.02489868,0.05517987,0.00000000,0.03653749,0.04522758
-5.72986493,0.14786506,0.00000362,0.02837061,0.06284246,0.00000000,0.04156348,0.05153344
-5.72386193,0.16739415,0.00000489,0.03212507,0.07113905,0.00000000,0.04701273,0.05835735
-5.71785893,0.18829627,0.00000657,0.03613966,0.08002038,0.00000000,0.05285156,0.06565954
-5.71185593,0.21041452,0.00000875,0.04038394,0.08941980,0.00000000,0.05903488,0.07338592
-5.70585293,0.23355048,0.00001158,0.04481936,0.09925303,0.00000000,0.06550599,0.08146791
-5.69984992,0.25746535,0.00001522,0.04939950,0.10941862,0.00000000,0.07219687,0.08982285
-5.69384692,0.28188288,0.00001985,0.05407061,0.11979917,0.00000000,0.07902893,0.09835497
-5.68784392,0.30649414,0.00002571,0.05877257,0.13026333,0.00000000,0.08591431,0.10695711
-5.68184092,0.33096417,0.00003306,0.06344018,0.14066861,0.00000000,0.09275767,0.11551293
-5.67583792,0.35494035,0.00004221,0.06800482,0.15086483,0.00000000,0.09945845,0.12389986
-5.66983492,0.37806221,0.00005350,0.07239635,0.16069827,0.00000000,0.10591351,0.13199248
-5.66383192,0.39997253,0.00006733,0.07654537,0.17001630,0.00000000,0.11202019,0.13966629
-5.65782891,0.42032904,0.00008414,0.08038547,0.17867228,0.00000000,0.11767945,0.14680179
-5.65182591,0.43881656,0.00010439,0.08385575,0.18653060,0.00000000,0.12279914,0.15328858
-5.64582291,0.45515874,0.00012860,0.08690311,0.19347160,0.00000000,0.12729722,0.15902940
-5.63981991,0.46912904,0.00015730,0.08948455,0.19939608,0.00000000,0.13110469,0.16394387
-5.63381691,0.48056033,0.00019106,0.09156914,0.20422933,0.00000000,0.13416818,0.16797174
-5.62781391,0.48935267,0.00023041,0.09313961,0.20792428,0.00000000,0.13645201,0.17107550
-5.62181091,0.49547872,0.00027593,0.09419363,0.21046375,0.00000000,0.13793969,0.17324220
-5.61580790,0.49898669,0.00032812,0.09474443,0.21186162,0.00000000,0.13863464,0.17448441
-5.60980490,0.50000035,0.00038746,0.09482100,0.21216281,0.00000000,0.13856022,0.17484020
-5.60380190,0.49871636,0.00045437,0.09446756,0.21144213,0.00000000,0.13775905,0.17437219
-5.59779890,0.49539874,0.00052915,0.09374265,0.20980204,0.00000000,0.13629153,0.17316571
-5.59179590,0.49037091,0.00061201,0.09271751,0.20736934,0.00000000,0.13423385,0.17132612
-5.58579290,0.48400555,0.00070305,0.09147407,0.20429112,0.00000000,0.13167537,0.16897549
-5.57978989,0.47671284,0.00080218,0.09010252,0.20073003,0.00000000,0.12871568,0.16624874
-5.57378689,0.46892758,0.00090919,0.08869859,0.19685917,0.00000000,0.12546146,0.16328952
-5.56778389,0.46109581,0.00102369,0.08736058,0.19285683,0.00000000,0.12202320,0.16024598
-5.56178089,0.45366151,0.00114514,0.08618641,0.18890145,0.00000000,0.11851210,0.15726666
-5.55577789,0.44705407,0.00127282,0.08527065,0.18516680,0.00000000,0.11503715,0.15449665
-5.54977489,0.44167692,0.00140588,0.08470171,0.18181784,0.00000000,0.11170269,0.15207431
-5.54377189,0.43789782,0.00154337,0.08455936,0.17900726,0.00000000,0.10860630,0.15012851
-5.53776888,0.43604116,0.00168422,0.08491250,0.17687283,0.00000000,0.10583739,0.14877657
-5.53176588,0.43638242,0.00182733,0.08581745,0.17553565,0.00000000,0.10347616,0.14812291
-5.52576288,0.43914478,0.00197157,0.08731665,0.17509929,0.00000000,0.10159326,0.14825842
-5.51975988,0.44449794,0.00211587,0.08943787,0.17564961,0.00000000,0.10024976,0.14926032
-5.51375688,0.45255875,0.00225921,0.09219393,0.17725532,0.00000000,0.09949761,0.15119263
-5.50775388,0.46339347,0.00240072,0.09558283,0.17996894,0.00000000,0.09938028,0.15410691
-5.50175088,0.47702116,0.00253966,0.09958839,0.18382811,0.00000000,0.09993351,0.15804315
-5.49574787,0.49341780,0.00267550,0.10418119,0.18885685,0.00000000,0.10118608,0.16303062
-5.48974487,0.51252064,0.00280791,0.10931984,0.19506674,0.00000000,0.10316038,0.16908857
-5.48374187,0.53423233,0.00293678,0.11495243,0.20245774,0.00000000,0.10587270,0.17622654
-5.47773887,0.55842444,0.00306220,0.12101814,0.21101854,0.00000000,0.10933319,0.18444413
-5.47173587,0.58494013,0.00318445,0.12744890,0.22072627,0.00000000,0.11354538,0.19373037
-5.46573287,0.61359567,0.00330397,0.13417101,0.23154571,0.00000000,0.11850530,0.20406240
-5.45972986,0.64418090,0.00342128,0.14110669,0.24342777,0.00000000,0.12420018,0.21540372
-5.45372686,0.67645859,0.00353697,0.14817549,0.25630766,0.00000000,0.13060690,0.22770206
-5.44772386,0.71016307,0.00365158,0.15529559,0.27010265,0.00000000,0.13769022,0.24088700
-5.44172086,0.74499829,0.00376557,0.16238490,0.28470979,0.00000000,0.14540105,0.25486758
-5.43571786,0.78063604,0.00387923,0.16936208,0.30000383,0.00000000,0.15367478,0.26953023
-5.42971486,0.81671454,0.00399261,0.17614743,0.31583557,0.00000000,0.16243003,0.28473712
-5.42371186,0.85283819,0.00410549,0.18266369,0.33203103,0.00000000,0.17156793,0.30032540
-5.41770885,0.88857880,0.00421729,0.18883690,0.34839157,0.00000000,0.18097204,0.31610734
-5.41170585,0.92347895,0.00432711,0.19459726,0.36469528,0.00000000,0.19050913,0.33187180
-5.40570285,0.95705763,0.00443369,0.19988012,0.38069970,0.00000000,0.20003090,0.34738694
-5.39969985,0.98881838,0.00453542,0.20462706,0.39614602,0.00000000,0.20937655,0.36240437
-5.39369685,1.01826003,0.00463040,0.20878714,0.41076468,0.00000000,0.21837637,0.37666463
-5.38769385,1.04488967,0.00471652,0.21231834,0.42428224,0.00000000,0.22685611,0.38990391
-5.38169085,1.06823758,0.00479149,0.21518900,0.43642928,0.00000000,0.23464202,0.40186167
-5.37568784,1.08787341,0.00485298,0.21737941,0.44694907,0.00000000,0.24156635,0.41228909
-5.36968484,1.10342293,0.00489870,0.21888329,0.45560659,0.00000000,0.24747313,0.42095765
-5.36368184,1.11458446,0.00492653,0.21970919,0.46219741,0.00000000,0.25222381,0.42766777
-5.35767884,1.12114401,0.00493459,0.21988158,0.46655611,0.00000000,0.25570265,0.43225678
-5.35167584,1.12298823,0.00492139,0.21944156,0.46856361,0.00000000,0.25782147,0.43460600
-5.34567284,1.12011432,0.00488588,0.21844714,0.46815312,0.00000000,0.25852349,0.43464637
-5.33966983,1.11263608,0.00482752,0.21697279,0.46531440,0.00000000,0.25778612,0.43236249
-5.33366683,1.10078564,0.00474635,0.21510846,0.46009582,0.00000000,0.25562257,0.42779462
-5.32766383,1.08491054,0.00464300,0.21295776,0.45260437,0.00000000,0.25208204,0.42103862
-5.32166083,1.06546595,0.00451865,0.21063553,0.44300341,0.00000000,0.24724861,0.41224377
-5.31565783,1.04300248,0.00437508,0.20826471,0.43150824,0.00000000,0.24123887,0.40160859
-5.30965483,1.01814990,0.00421455,0.20597265,0.41837970,0.00000000,0.23419834,0.38937474
-5.30365183,0.99159747,0.00403975,0.20388703,0.40391626,0.00000000,0.22629696,0.37581938
-5.29764882,0.96407199,0.00385370,0.20213156,0.38844468,0.00000000,0.21772380,0.36124642
-5.29164582,0.93631447,0.00365965,0.20082161,0.37231000,0.00000000,0.20868130,0.34597689
-5.28564282,0.90905659,0.00346098,0.20006013,0.35586517,0.00000000,0.19937935,0.33033917
-5.27963982,0.88299830,0.00326108,0.19993398,0.33946081,0.00000000,0.19002944,0.31465924
