energy_ev,total_up,C_s_up,C_p_up,Te_p_up,Te_d_up,Zn_p_up,Zn_d_up
-6.00000000,1.77415298,0.07034681,0.17870378,0.59868089,0.00000000,1.71226389,0.21161104
-5.99399700,1.84365901,0.07717246,0.18660327,0.61479326,0.00000000,1.77897152,0.22007507
-5.98799400,1.91480923,0.08414653,0.19460116,0.63131335,0.00000000,1.84700496,0.22876678
-5.98199100,1.98672684,0.09118412,0.20257681,0.64805861,0.00000000,1.91543672,0.23757971
-5.97598799,2.05837159,0.09819159,0.21039308,0.66479735,0.00000000,1.98319106,0.24638657
-5.96998499,2.12856158,0.10506847,0.21789972,0.68125316,0.00000000,2.04906934,0.25504167
-5.96398199,2.19600305,0.11170984,0.22493769,0.69711188,0.00000000,2.11178257,0.26338451
-5.95797899,2.25932722,0.11800900,0.23134412,0.71203076,0.00000000,2.16998979,0.27124427
-5.95197599,2.31713242,0.12386027,0.23695774,0.72564932,0.00000000,2.22234087,0.27844501
-5.94597299,2.36802983,0.12916203,0.24162455,0.73760149,0.00000000,2.26752145,0.28481144
-5.93996998,2.41069062,0.13381964,0.24520348,0.74752841,0.00000000,2.30429830,0.29017488
-5.93396698,2.44389239,0.13774829,0.24757169,0.75509135,0.00000000,2.33156273,0.29437924
-5.92796398,2.46656269,0.14087555,0.24862940,0.75998398,0.00000000,2.34837011,0.29728669
-5.92196098,2.47781761,0.14314360,0.24830377,0.76194365,0.00000000,2.35397376,0.29878271
-5.91595798,2.47699377,0.14451097,0.24655198,0.76076094,0.00000000,2.34785156,0.29878040
-5.90995498,2.46367215,0.14495376,0.24336298,0.75628733,0.00000000,2.32972425,0.29722370
-5.90395198,2.43769292,0.14446628,0.23875819,0.74844040,0.00000000,2.29956466,0.29408956
-5.89794897,2.39916083,0.14306108,0.23279084,0.73720672,0.00000000,2.25759775,0.28938877
-5.89194597,2.34844087,0.14076839,0.22554415,0.72264210,0.00000000,2.20429160,0.28316561
-5.88594297,2.28614500,0.13763499,0.21712848,0.70486949,0.00000000,2.14034005,0.27549628
-5.87993997,2.21311059,0.13372255,0.20767744,0.68407462,0.00000000,2.06663812,0.26648622
-5.87393697,2.13037188,0.12910564,0.19734336,0.66049966,0.00000000,1.98425145,0.25626649
-5.86793397,2.03912597,0.12386924,0.18629219,0.63443539,0.00000000,1.89438133,0.24498936
-5.86193097,1.94069501,0.11810622,0.17469817,0.60621205,0.00000000,1.79832713,0.23282342
-5.85592796,1.83648628,0.11191457,0.16273846,0.57618960,0.00000000,1.69744750,0.21994833
-5.84992496,1.72795196,0.10539467,0.15058803,0.54474746,0.00000000,1.59312231,0.20654952
-5.84392196,1.61655016,0.09864668,0.13841486,0.51227453,0.00000000,1.48671644,0.19281303
-5.83791896,1.50370860,0.09176810,0.12637585,0.47915949,0.00000000,1.37954686,0.17892070
-5.83191596,1.39079219,0.08485159,0.11461337,0.44578194,0.00000000,1.27285392,0.16504588
-5.82591296,1.27907536,0.07798314,0.10325262,0.41250449,0.00000000,1.16777744,0.15134975
-5.81990995,1.16971974,0.07124059,0.09239983,0.37966609,0.00000000,1.06533819,0.13797841
-5.81390695,1.06375756,0.06469250,0.08214130,0.34757661,0.00000000,0.96642469,0.12506069
-5.80790395,0.96208072,0.05839749,0.07254323,0.31651276,0.00000000,0.87178536,0.11270678
-5.80190095,0.86543539,0.05240384,0.06365223,0.28671547,0.00000000,0.78202564,0.10100764
-5.79589795,0.77442169,0.04674953,0.05549644,0.25838837,0.00000000,0.69760959,0.09003498
-5.78989495,0.68949782,0.04146250,0.04808721,0.23169768,0.00000000,0.61886534,0.07984202
-5.78389195,0.61098796,0.03656124,0.04142100,0.20677296,0.00000000,0.54599379,0.07046463
-5.77788894,0.53909322,0.03205551,0.03548166,0.18370889,0.00000000,0.47907966,0.06192289
-5.77188594,0.47390469,0.02794727,0.03024271,0.16256773,0.00000000,0.41810446,0.05422298
-5.76588294,0.41541792,0.02423169,0.02566969,0.14338235,0.00000000,0.36296040,0.04735919
-5.75987994,0.36354798,0.02089819,0.02172237,0.12615958,0.00000000,0.31346482,0.04131600
-5.75387694,0.31814445,0.01793151,0.01835681,0.11088376,0.00000000,0.26937455,0.03607014
-5.74787394,0.27900572,0.01531274,0.01552716,0.09752038,0.00000000,0.23039972,0.03159250
-5.74187094,0.24589206,0.01302031,0.01318729,0.08601950,0.00000000,0.19621669,0.02784986
-5.73586793,0.21853706,0.01103087,0.01129195,0.07631894,0.00000000,0.16647980,0.02480640
-5.72986493,0.19665724,0.00932007,0.00979780,0.06834715,0.00000000,0.14083180,0.02242491
-5.72386193,0.17995950,0.00786327,0.00866410,0.06202558,0.00000000,0.11891277,0.02066769
-5.71785893,0.16814649,0.00663608,0.00785306,0.05727057,0.00000000,0.10036760,0.01949722
-5.71185593,0.16091987,0.00561479,0.00733007,0.05399477,0.00000000,0.08485192,0.01887642
-5.70585293,0.15798158,0.00477678,0.00706364,0.05210798,0.00000000,0.07203668,0.01876880
-5.69984992,0.15903346,0.00410071,0.00702521,0.05151758,0.00000000,0.06161143,0.01913822
-5.69384692,0.16377542,0.00356667,0.00718881,0.05212851,0.00000000,0.05328636,0.01994864
-5.68784392,0.17190257,0.00315629,0.00753067,0.05384296,0.00000000,0.04679345,0.02116356
-5.68184092,0.18310176,0.00285272,0.00802874,0.05655979,0.00000000,0.04188669,0.02274555
-5.67583792,0.19704791,0.00264065,0.00866226,0.06017396,0.00000000,0.03834170,0.02465564
-5.66983492,0.21340067,0.00250615,0.00941129,0.06457580,0.00000000,0.03595483,0.02685287
-5.66383192,0.23180173,0.00243664,0.01025631,0.06965063,0.00000000,0.03454195,0.02929382
-5.65782891,0.25187328,0.00242078,0.01117795,0.07527849,0.00000000,0.03393703,0.03193241
-5.65182591,0.27321785,0.00244833,0.01215672,0.08133433,0.00000000,0.03399077,0.03471979
-5.64582291,0.29541990,0.00251007,0.01317294,0.08768855,0.00000000,0.03456917,0.03760456
-5.63981991,0.31804918,0.00259770,0.01420672,0.09420819,0.00000000,0.03555237,0.04053313
-5.63381691,0.34066603,0.00270377,0.01523806,0.10075842,0.00000000,0.03683368,0.04345040
-5.62781391,0.36282844,0.00282162,0.01624712,0.10720479,0.00000000,0.03831882,0.04630063
-5.62181091,0.38410076,0.00294537,0.01721446,0.11341570,0.00000000,0.03992556,0.04902857
-5.61580790,0.40406369,0.00306989,0.01812153,0.11926541,0.00000000,0.04158354,0.05158068
-5.60980490,0.42232526,0.00319082,0.01895102,0.12463726,0.00000000,0.04323439,0.05390652
-5.60380190,0.43853218,0.00330456,0.01968741,0.12942701,0.00000000,0.04483206,0.05596023
-5.59779890,0.45238116,0.00340837,0.02031745,0.13354617,0.00000000,0.04634328,0.05770189
-5.59179590,0.46362959,0.00350035,0.02083062,0.13692513,0.00000000,0.04774812,0.05909891
-5.58579290,0.47210498,0.00357949,0.02121953,0.13951602,0.00000000,0.04904058,0.06012720
-5.57978989,0.47771284,0.00364575,0.02148032,0.14129495,0.00000000,0.05022905,0.06077214
-5.57378689,0.48044226,0.00370002,0.02161284,0.14226369,0.00000000,0.05133666,0.06102931
-5.56778389,0.48036910,0.00374419,0.02162088,0.14245061,0.00000000,0.05240140,0.06090483
-5.56178089,0.47765637,0.00378112,0.02151209,0.14191077,0.00000000,0.05347589,0.06041546
-5.55577789,0.47255174,0.00381459,0.02129795,0.14072511,0.00000000,0.05462681,0.05958827
-5.54977489,0.46538212,0.00384929,0.02099348,0.13899882,0.00000000,0.05593392,0.05846000
-5.54377189,0.45654548,0.00389067,0.02061685,0.13685878,0.00000000,0.05748862,0.05707603
-5.53776888,0.44650007,0.00394491,0.02018895,0.13445025,0.00000000,0.05939194,0.05548912
-5.53176588,0.43575144,0.00401870,0.01973273,0.13193281,0.00000000,0.06175219,0.05375786
-5.52576288,0.42483762,0.00411912,0.01927255,0.12947576,0.00000000,0.06468196,0.05194492
-5.51975988,0.41431293,0.00425341,0.01883348,0.12725304,0.00000000,0.06829482,0.05011517
-5.51375688,0.40473103,0.00442877,0.01844045,0.12543782,0.00000000,0.07270152,0.04833370
-5.50775388,0.39662763,0.00465212,0.01811752,0.12419706,0.00000000,0.07800593,0.04666390
-5.50175088,0.39050353,0.00492983,0.01788709,0.12368600,0.00000000,0.08430070,0.04516552
-5.49574787,0.38680838,0.00526746,0.01776915,0.12404294,0.00000000,0.09166294,0.04389294
-5.48974487,0.38592583,0.00566950,0.01778064,0.12538440,0.00000000,0.10014980,0.04289350
-5.48374187,0.38816043,0.00613912,0.01793482,0.12780075,0.00000000,0.10979442,0.04220618
-5.47773887,0.39372673,0.00667794,0.01824082,0.13135264,0.00000000,0.12060213,0.04186045
-5.47173587,0.40274091,0.00728580,0.01870326,0.13606813,0.00000000,0.13254732,0.04187542
-5.46573287,0.41521532,0.00796060,0.01932200,0.14194085,0.00000000,0.14557105,0.04225939
-5.45972986,0.43105605,0.00869817,0.02009209,0.14892912,0.00000000,0.15957956,0.04300957
-5.45372686,0.45006369,0.00949224,0.02100380,0.15695615,0.00000000,0.17444389,0.04411232
-5.44772386,0.47193739,0.01033439,0.02204287,0.16591141,0.00000000,0.19000072,0.04554353
-5.44172086,0.49628210,0.01121418,0.02319081,0.17565299,0.00000000,0.20605446,0.04726941
-5.43571786,0.52261885,0.01211927,0.02442546,0.18601113,0.00000000,0.22238067,0.04924756
