energy_ev,total_up,Cd_p_up,Cd_d_up,S_s_up,S_p_up,Sb_p_up,Sb_d_up
-5.27963982,0.59740493,0.16529257,0.04910264,0.01607196,0.05659737,0.27406436,0.00174719
-5.27363682,0.62387866,0.17113081,0.05099033,0.01863170,0.05935967,0.28492129,0.00181008
-5.26763382,0.64810492,0.17616015,0.05264715,0.02144644,0.06201259,0.29448672,0.00186437
-5.26163082,0.66979512,0.18031295,0.05405036,0.02451175,0.06454762,0.30261026,0.00190925
-5.25562781,0.68869844,0.18353798,0.05518155,0.02781699,0.06695958,0.30916222,0.00194402
-5.24962481,0.70460704,0.18580185,0.05602715,0.03134481,0.06924632,0.31403700,0.00196818
-5.24362181,0.71735998,0.18708992,0.05657876,0.03507082,0.07140829,0.31715583,0.00198140
-5.23761881,0.72684604,0.18740659,0.05683334,0.03896354,0.07344793,0.31846897,0.00198356
-5.23161581,0.73300531,0.18677510,0.05679329,0.04298463,0.07536897,0.31795714,0.00197471
-5.22561281,0.73582952,0.18523678,0.05646628,0.04708941,0.07717570,0.31563226,0.00195510
-5.21960980,0.73536125,0.18284973,0.05586507,0.05122777,0.07887216,0.31153744,0.00192518
-5.21360680,0.73169215,0.17968706,0.05500706,0.05534535,0.08046144,0.30574618,0.00188557
-5.20760380,0.72496011,0.17583477,0.05391388,0.05938505,0.08194505,0.29836088,0.00183704
-5.20160080,0.71534582,0.17138926,0.05261077,0.06328888,0.08332239,0.28951069,0.00178052
-5.19559780,0.70306863,0.16645466,0.05112594,0.06699993,0.08459045,0.27934870,0.00171707
-5.18959480,0.68838195,0.16114004,0.04948991,0.07046463,0.08574361,0.26804877,0.00164784
-5.18359180,0.67156848,0.15555664,0.04773483,0.07363497,0.08677372,0.25580181,0.00157409
-5.17758879,0.65293520,0.14981512,0.04589375,0.07647081,0.08767034,0.24281195,0.00149709
-5.17158579,0.63280846,0.14402315,0.04400004,0.07894194,0.08842118,0.22929239,0.00141819
-5.16558279,0.61152907,0.13828315,0.04208676,0.08103008,0.08901268,0.21546142,0.00133874
-5.15957979,0.58944775,0.13269042,0.04018616,0.08273044,0.08943074,0.20153833,0.00126006
-5.15357679,0.56692071,0.12733177,0.03832919,0.08405287,0.08966158,0.18773973,0.00118347
-5.14757379,0.54430563,0.12228447,0.03654520,0.08502260,0.08969253,0.17427602,0.00111023
-5.14157079,0.52195793,0.11761573,0.03486163,0.08568034,0.08951302,0.16134829,0.00104154
-5.13556778,0.50022734,0.11338264,0.03330382,0.08608178,0.08911536,0.14914564,0.00097856
-5.12956478,0.47945482,0.10963246,0.03189487,0.08629659,0.08849554,0.13784301,0.00092232
-5.12356178,0.45996965,0.10640336,0.03065565,0.08640662,0.08765396,0.12759939,0.00087382
-5.11755878,0.44208684,0.10372543,0.02960472,0.08650372,0.08659599,0.11855654,0.00083394
-5.11155578,0.42610461,0.10162192,0.02875837,0.08668692,0.08533242,0.11083819,0.00080347
-5.10555278,0.41230203,0.10011064,0.02813068,0.08705922,0.08387974,0.10454953,0.00078311
-5.09954977,0.40093679,0.09920544,0.02773354,0.08772409,0.08226038,0.09977713,0.00077350
-5.09354677,0.39224301,0.09891768,0.02757672,0.08878171,0.08050267,0.09658908,0.00077514
-5.08754377,0.38642921,0.09925763,0.02766783,0.09032517,0.07864082,0.09503541,0.00078848
-5.08154077,0.38367638,0.10023573,0.02801236,0.09243680,0.07671473,0.09514866,0.00081387
-5.07553777,0.38413628,0.10186374,0.02861364,0.09518465,0.07476968,0.09694457,0.00085159
-5.06953477,0.38793002,0.10415562,0.02947278,0.09861945,0.07285611,0.10042298,0.00090184
-5.06353177,0.39514705,0.10712827,0.03058865,0.10277198,0.07102916,0.10556866,0.00096473
-5.05752876,0.40584458,0.11080215,0.03195777,0.10765124,0.06934834,0.11235237,0.00104034
-5.05152576,0.42004770,0.11520157,0.03357434,0.11324321,0.06787708,0.12073188,0.00112865
-5.04552276,0.43775007,0.12035504,0.03543017,0.11951063,0.06668236,0.13065316,0.00122962
-5.03951976,0.45891536,0.12629541,0.03751478,0.12639347,0.06583427,0.14205153,0.00134314
-5.03351676,0.48347943,0.13305988,0.03981543,0.13381050,0.06540557,0.15485299,0.00146908
-5.02751376,0.51135324,0.14069010,0.04231735,0.14166158,0.06547120,0.16897550,0.00160728
-5.02151076,0.54242624,0.14923202,0.04500389,0.14983085,0.06610779,0.18433038,0.00175756
-5.01550775,0.57657023,0.15873575,0.04785687,0.15819055,0.06739303,0.20082364,0.00191976
-5.00950475,0.61364347,0.16925532,0.05085687,0.16660543,0.06940494,0.21835728,0.00209368
-5.00350175,0.65349462,0.18084816,0.05398365,0.17493753,0.07222103,0.23683044,0.00227917
-4.99749875,0.69596639,0.19357448,0.05721657,0.18305106,0.07591725,0.25614043,0.00247607
-4.99149575,0.74089850,0.20749621,0.06053491,0.19081726,0.08056676,0.27618348,0.00268422
-4.98549275,0.78812972,0.22267572,0.06391834,0.19811894,0.08623848,0.29685517,0.00290348
-4.97948974,0.83749867,0.23917399,0.06734722,0.20485448,0.09299541,0.31805057,0.00313368
-4.97348674,0.88884330,0.25704845,0.07080282,0.21094109,0.10089283,0.33966398,0.00337463
-4.96748374,0.94199888,0.27635023,0.07426755,0.21631719,0.10997619,0.36158828,0.00362608
-4.96148074,0.99679462,0.29712107,0.07772503,0.22094369,0.12027904,0.38371403,0.00388766
-4.95547774,1.05304893,0.31938982,0.08116006,0.22480424,0.13182082,0.40592822,0.00415891
-4.94947474,1.11056378,0.34316866,0.08455852,0.22790429,0.14460469,0.42811290,0.00443918
-4.94347174,1.16911835,0.36844925,0.08790720,0.23026912,0.15861558,0.45014373,0.00472761
-4.93746873,1.22846254,0.39519884,0.09119357,0.23194090,0.17381845,0.47188867,0.00502310
-4.93146573,1.28831095,0.42335672,0.09440549,0.23297495,0.19015694,0.49320689,0.00532426
-4.92546273,1.34833778,0.45283109,0.09753095,0.23343551,0.20755252,0.51394812,0.00562939
-4.91945973,1.40817329,0.48349672,0.10055788,0.23339113,0.22590428,0.53395257,0.00593648
-4.91345673,1.46740235,0.51519339,0.10347391,0.23291006,0.24508933,0.55305147,0.00624317
-4.90745373,1.52556552,0.54772553,0.10626637,0.23205590,0.26496407,0.57106852,0.00654679
-4.90145073,1.58216293,0.58086305,0.10892224,0.23088375,0.28536609,0.58782204,0.00684438
-4.89544772,1.63666107,0.61434356,0.11142834,0.22943711,0.30611697,0.60312802,0.00713271
-4.88944472,1.68850256,0.64787582,0.11377156,0.22774566,0.32702572,0.61680396,0.00740838
-4.88344172,1.73711854,0.68114468,0.11593925,0.22582413,0.34789285,0.62867325,0.00766785
-4.87743872,1.78194330,0.71381707,0.11791965,0.22367223,0.36851497,0.63857020,0.00790754
-4.87143572,1.82243065,0.74554910,0.11970241,0.22127566,0.38868966,0.64634525,0.00812395
-4.86543272,1.85807108,0.77599392,0.12127911,0.21860807,0.40822052,0.65187030,0.00831371
-4.85942971,1.88840915,0.80481010,0.12264382,0.21563398,0.42692205,0.65504373,0.00847372
-4.85342671,1.91306002,0.83167010,0.12379348,0.21231218,0.44462436,0.65579513,0.00860122
-4.84742371,1.93172435,0.85626873,0.12472834,0.20859969,0.46117723,0.65408913,0.00869392
-4.84142071,1.94420074,0.87833090,0.12545214,0.20445580,0.47645353,0.64992844,0.00875003
-4.83541771,1.95039500,0.89761875,0.12597216,0.19984601,0.49035176,0.64335575,0.00876836
-4.82941471,1.95032574,0.91393748,0.12629913,0.19474569,0.50279755,0.63445432,0.00874833
-4.82341171,1.94412586,0.92714004,0.12644691,0.18914314,0.51374415,0.62334744,0.00869006
-4.81740870,1.93203996,0.93713015,0.12643200,0.18304188,0.52317179,0.61019647,0.00859429
-4.81140570,1.91441755,0.94386386,0.12627291,0.17646215,0.53108600,0.59519772,0.00846243
-4.80540270,1.89170263,0.94734948,0.12598936,0.16944149,0.53751505,0.57857823,0.00829651
-4.79939970,1.86441992,0.94764600,0.12560141,0.16203429,0.54250654,0.56059066,0.00809911
-4.79339670,1.83315860,0.94486009,0.12512859,0.15431057,0.54612351,0.54150742,0.00787329
-4.78739370,1.79855425,0.93914203,0.12458900,0.14635383,0.54844010,0.52161440,0.00762256
-4.78139070,1.76126998,0.93068053,0.12399846,0.13825834,0.54953730,0.50120446,0.00735071
-4.77538769,1.72197748,0.91969709,0.12336989,0.13012587,0.54949873,0.48057095,0.00706182
-4.76938469,1.68133901,0.90643977,0.12271272,0.12206205,0.54840697,0.46000149,0.00676008
-4.76338169,1.63999096,0.89117704,0.12203261,0.11417269,0.54634052,0.43977219,0.00644973
-4.75737869,1.59852972,0.87419166,0.12133138,0.10656001,0.54337157,0.42014246,0.00613500
-4.75137569,1.55750019,0.85577500,0.12060715,0.09931919,0.53956476,0.40135058,0.00582000
-4.74537269,1.51738733,0.83622188,0.11985475,0.09253523,0.53497685,0.38360993,0.00550866
-4.73936968,1.47861077,0.81582600,0.11906633,0.08628022,0.52965749,0.36710614,0.00520470
-4.73336668,1.44152232,0.79487618,0.11823212,0.08061133,0.52365074,0.35199492,0.00491151
-4.72736368,1.40640623,0.77365316,0.11734137,0.07556923,0.51699737,0.33840068,0.00463219
-4.72136068,1.37348174,0.75242711,0.11638331,0.07117731,0.50973765,0.32641573,0.00436948
-4.71535768,1.34290728,0.73145562,0.11534814,0.06744146,0.50191434,0.31610018,0.00412574
-4.70935468,1.31478604,0.71098213,0.11422795,0.06435049,0.49357571,0.30748223,0.00390293
-4.70335168,1.28917203,0.69123450,0.11301750,0.06187714,0.48477820,0.30055894,0.00370264
-4.69734867,1.26607630,0.67242373,0.11171488,0.05997951,0.47558849,0.29529743,0.00352604
-4.69134567,1.24547275,0.65474261,0.11032183,0.05860303,0.46608479,0.29163628,0.00337389
-4.68534267,1.22730323,0.63836419,0.10884393,0.05768267,0.45635713,0.28948738,0.00324661
-4.67933967,1.21148152,0.62343999,0.10729047,0.05714540,0.44650657,0.28873800,0.00314418
-4.67333667,1.19789637,0.61009795,0.10567405,0.05691285,0.43664331,0.28925314,0.00306625
-4.66733367,1.18641320,0.59844012,0.10400994,0.05690397,0.42688370,0.29087828,0.00301211
-4.66133067,1.17687506,0.58854012,0.10231529,0.05703766,0.41734643,0.29344231,0.00298071
-4.65532766,1.16910265,0.58044061,0.10060813,0.05723531,0.40814786,0.29676086,0.00297069
-4.64932466,1.16289407,0.57415082,0.09890633,0.05742312,0.39939704,0.30063992,0.00298041
-4.64332166,1.15802440,0.56964430,0.09722651,0.05753416,0.39119050,0.30487964,0.00300794
-4.63731866,1.15424568,0.56685728,0.09558305,0.05751012,0.38360731,0.30927837,0.00305115
-4.63131566,1.15128755,0.56568767,0.09398715,0.05730274,0.37670454,0.31363684,0.00310770
-4.62531266,1.14885889,0.56599495,0.09244614,0.05687477,0.37051372,0.31776234,0.00317509
-4.61930965,1.14665072,0.56760122,0.09096299,0.05620063,0.36503826,0.32147278,0.00325070
-4.61330665,1.14434051,0.57029345,0.08953606,0.05526660,0.36025231,0.32460061,0.00333182
-4.60730365,1.14159793,0.57382700,0.08815920,0.05407068,0.35610097,0.32699635,0.00341572
-4.60130065,1.13809206,0.57793057,0.08682205,0.05262201,0.35250208,0.32853171,0.00349968
-4.59529765,1.13349975,0.58231230,0.08551069,0.05094007,0.34934948,0.32910217,0.00358104
-4.58929465,1.12751499,0.58666719,0.08420843,0.04905355,0.34651759,0.32862888,0.00365724
-4.58329165,1.11985886,0.59068536,0.08289693,0.04699899,0.34386717,0.32705993,0.00372587
-4.57728864,1.11028970,0.59406106,0.08155727,0.04481928,0.34125195,0.32437084,0.00378475
-4.57128564,1.09861288,0.59650210,0.08017129,0.04256208,0.33852582,0.32056435,0.00383192
-4.56528264,1.08468988,0.59773921,0.07872274,0.04027813,0.33555029,0.31566945,0.00386570
-4.55927964,1.06844605,0.59753514,0.07719853,0.03801965,0.33220164,0.30973979,0.00388474
-4.55327664,1.04987661,0.59569293,0.07558972,0.03583875,0.32837771,0.30285143,0.00388804
-4.54727364,1.02905063,0.59206304,0.07389239,0.03378590,0.32400371,0.29510013,0.00387493
-4.54127064,1.00611250,0.58654905,0.07210829,0.03190863,0.31903694,0.28659811,0.00384514
-4.53526763,0.98128090,0.57911153,0.07024518,0.03025029,0.31347016,0.27747061,0.00379878
-4.52926463,0.95484497,0.56976998,0.06831691,0.02884900,0.30733335,0.26785213,0.00373630
-4.52326163,0.92715797,0.55860261,0.06634325,0.02773675,0.30069397,0.25788264,0.00365853
-4.51725863,0.89862836,0.54574412,0.06434937,0.02693875,0.29365557,0.24770372,0.00356658
-4.51125563,0.86970880,0.53138126,0.06236515,0.02647284,0.28635486,0.23745491,0.00346187
-4.50525263,0.84088327,0.51574666,0.06042422,0.02634915,0.27895751,0.22727014,0.00334604
-4.49924962,0.81265290,0.49911093,0.05856291,0.02656985,0.27165263,0.21727458,0.00322090
-4.49324662,0.78552106,0.48177355,0.05681894,0.02712915,0.26464645,0.20758175,0.00308841
-4.48724362,0.75997815,0.46405280,0.05523022,0.02801336,0.25815526,0.19829114,0.00295057
-4.48124062,0.73648679,0.44627523,0.05383348,0.02920119,0.25239803,0.18948632,0.00280940
-4.47523762,0.71546784,0.42876503,0.05266304,0.03066414,0.24758888,0.18123357,0.00266685
-4.46923462,0.69728779,0.41183378,0.05174964,0.03236713,0.24392970,0.17358108,0.00252477
-4.46323162,0.68224799,0.39577093,0.05111931,0.03426923,0.24160322,0.16655869,0.00238485
-4.45722861,0.67057588,0.38083528,0.05079252,0.03632456,0.24076661,0.16017828,0.00224859
-4.45122561,0.66241864,0.36724785,0.05078339,0.03848343,0.24154590,0.15443458,0.00211728
-4.44522261,0.65783922,0.35518616,0.05109916,0.04069353,0.24403118,0.14930652,0.00199192
-4.43921961,0.65681494,0.34478025,0.05173978,0.04290133,0.24827295,0.14475899,0.00187332
-4.43321661,0.65923839,0.33611023,0.05269774,0.04505354,0.25427941,0.14074496,0.00176198
-4.42721361,0.66492077,0.32920558,0.05395811,0.04709870,0.26201486,0.13720778,0.00165819
-4.42121061,0.67359721,0.32404592,0.05549870,0.04898873,0.27139932,0.13408372,0.00156201
-4.41520760,0.68493401,0.32056324,0.05729042,0.05068057,0.28230916,0.13130450,0.00147329
-4.40920460,0.69853756,0.31864541,0.05929781,0.05213769,0.29457900,0.12879977,0.00139174
-4.40320160,0.71396450,0.31814075,0.06147973,0.05333150,0.30800461,0.12649956,0.00131691
-4.39719860,0.73073313,0.31886352,0.06379017,0.05424265,0.32234705,0.12433637,0.00124825
-4.39119560,0.74833549,0.32060011,0.06617918,0.05486203,0.33733769,0.12224713,0.00118516
-4.38519260,0.76625023,0.32311567,0.06859396,0.05519161,0.35268438,0.12017476,0.00112702
-4.37918959,0.78395561,0.32616124,0.07097998,0.05524496,0.36807835,0.11806943,0.00107318
-4.37318659,0.80094279,0.32948084,0.07328228,0.05504744,0.38320202,0.11588947,0.00102305
-4.36718359,0.81672882,0.33281868,0.07544673,0.05463613,0.39773725,0.11360193,0.00097607
-4.36118059,0.83086920,0.33592614,0.07742137,0.05405940,0.41137401,0.11118284,0.00093175
-4.35517759,0.84296981,0.33856845,0.07915774,0.05337618,0.42381921,0.10861717,0.00088970
-4.34917459,0.85269762,0.34053081,0.08061214,0.05265493,0.43480529,0.10589856,0.00084958
-4.34317159,0.85979018,0.34162397,0.08174687,0.05197243,0.44409840,0.10302887,0.00081118
-4.33716858,0.86406331,0.34168895,0.08253125,0.05141220,0.45150573,0.10001751,0.00077434
-4.33116558,0.86541680,0.34060083,0.08294255,0.05106288,0.45688175,0.09688074,0.00073903
-4.32516258,0.86383778,0.33827157,0.08296664,0.05101637,0.46013309,0.09364081,0.00070525
-4.31915958,0.85940155,0.33465166,0.08259843,0.05136586,0.46122169,0.09032514,0.00067312
-4.31315658,0.85226976,0.32973055,0.08184203,0.05220382,0.46016616,0.08696544,0.00064278
-4.30715358,0.84268570,0.32353594,0.08071057,0.05361997,0.45704117,0.08359683,0.00061445
