energy_ev,total_up,Li_s_up,N_s_up,N_p_up,S_s_up,S_p_up,V_p_up,V_d_up
-6.00000000,9.20016883,0.09837804,0.00673298,3.14203074,0.31322242,2.26393160,7.04029248,1.85619205
-5.99399700,9.47039143,0.10234819,0.00681084,3.23600495,0.32019458,2.32653001,7.21140107,1.94041421
-5.98799400,9.70439739,0.10586112,0.00684950,3.31897986,0.32559459,2.37860970,7.35196704,2.02123548
-5.98199100,9.90052776,0.10885674,0.00684902,3.39062348,0.32935642,2.41956068,7.46130678,2.09821427
-5.97598799,10.05778248,0.11128229,0.00681028,3.45082079,0.33144012,2.44894809,7.53930361,2.17098242
-5.96998499,10.17581600,0.11309394,0.00673490,3.49966273,0.33183197,2.46652045,7.58639098,2.23924353
-5.96398199,10.25491588,0.11425826,0.00662528,3.53742895,0.33054401,2.47221394,7.60352060,2.30276880
-5.95797899,10.29596641,0.11475340,0.00648450,3.56456545,0.32761299,2.46615288,7.59211800,2.36139097
-5.95197599,10.30039949,0.11457002,0.00631626,3.58165847,0.32309884,2.44864659,7.55402779,2.41499665
-5.94597299,10.27013574,0.11371187,0.00612483,3.58940578,0.31708275,2.42018279,7.49145187,2.46351759
-5.93996998,10.20751880,0.11219600,0.00591496,3.58858724,0.30966487,2.38141809,7.40688342,2.50692157
-5.93396698,10.11524586,0.11005256,0.00569180,3.58003563,0.30096179,2.33316567,7.30303973,2.54520340
-5.92796398,9.99629741,0.10732422,0.00546079,3.56460961,0.29110392,2.27638071,7.18279669,2.57837682
-5.92196098,9.85386873,0.10406528,0.00522763,3.54316954,0.28023269,2.21214376,7.04912716,2.60646770
-5.91595798,9.69130532,0.10034032,0.00499817,3.51655746,0.26849780,2.14164252,6.90504516,2.62950917
-5.90995498,9.51204402,0.09622266,0.00477831,3.48558164,0.25605451,2.06615223,6.75355720,2.64753895
-5.90395198,9.31956062,0.09179256,0.00457397,3.45100609,0.24306097,1.98701498,6.59762124,2.66059904
-5.89794897,9.11732457,0.08713520,0.00439099,3.41354497,0.22967576,1.90561821,6.44011342,2.66873790
-5.89194597,8.90876043,0.08233861,0.00423508,3.37386156,0.21605548,1.82337256,6.28380199,2.67201482
-5.88594297,8.69721539,0.07749159,0.00411170,3.33257092,0.20235262,1.74168937,6.13132713,2.67050604
-5.87993997,8.48593154,0.07268164,0.00402603,3.29024549,0.18871353,1.66195797,5.98518550,2.66431222
-5.87393697,8.27802144,0.06799305,0.00398285,3.24742233,0.17527668,1.58552309,5.84771751,2.65356634
-5.86793397,8.07644528,0.06350511,0.00398648,3.20461073,0.16217107,1.51366246,5.72109553,2.63844139
-5.86193097,7.88398779,0.05929062,0.00404066,3.16229905,0.14951492,1.44756514,5.60731142,2.61915678
-5.85592796,7.70323364,0.05541461,0.00414846,3.12095937,0.13741458,1.38831062,5.50816162,2.59598285
-5.84992496,7.53654001,0.05193341,0.00431215,3.08104921,0.12596364,1.33684935,5.42522891,2.56924262
-5.84392196,7.38600567,0.04889393,0.00453313,3.04300938,0.11524235,1.29398481,5.35986000,2.53931018
-5.83791896,7.25343676,0.04633337,0.00481180,3.00725771,0.10531723,1.26035782,5.31313918,2.50660550
-5.83191596,7.14030971,0.04427909,0.00514747,2.97417857,0.09624092,1.23643342,5.28585841,2.47158548
-5.82591296,7.04773271,0.04274885,0.00553829,2.94410865,0.08805228,1.22249082,5.27848545,2.43473154
-5.81990995,6.97640785,0.04175126,0.00598118,2.91731977,0.08077668,1.21861698,5.29113162,2.39653418
-5.81390695,6.92659624,0.04128646,0.00647178,2.89399989,0.07442644,1.22470409,5.32352172,2.35747552
-5.80790395,6.89808915,0.04134691,0.00700450,2.87423375,0.06900153,1.24045149,5.37496873,2.31801055
-5.80190095,6.89018807,0.04191838,0.00757252,2.85798471,0.06449031,1.26537208,5.44435596,2.27854861
-5.79589795,6.90169665,0.04298101,0.00816792,2.84507941,0.06087042,1.29880360,5.53012952,2.23943611
-5.78989495,6.93092704,0.04451036,0.00878175,2.83519693,0.05810978,1.33992453,5.63030324,2.20094190
-5.78389195,6.97572261,0.04647852,0.00940429,2.82786369,0.05616750,1.38777445,5.74247800,2.16324633
-5.77788894,7.03349801,0.04885516,0.01002523,2.82245526,0.05499504,1.44127857,5.86387644,2.12643500
-5.77188594,7.10129697,0.05160849,0.01063394,2.81820561,0.05453709,1.49927562,5.99139331,2.09049763
-5.76588294,7.17586662,0.05470609,0.01121978,2.81422404,0.05473268,1.56054850,6.12166080,2.05533264
-5.75987994,7.25374648,0.05811567,0.01177245,2.80951939,0.05551608,1.62385660,6.25112703,2.02075694
-5.75387694,7.33136897,0.06180558,0.01228227,2.80303071,0.05681774,1.68796881,6.37614533,1.98652077
-5.74787394,7.40516752,0.06574519,0.01274058,2.79366305,0.05856518,1.75169603,6.49307086,1.95232657
-5.74187094,7.47168777,0.06990511,0.01314002,2.78032679,0.06068379,1.81392195,6.59836082,1.91785075
-5.73586793,7.52769684,0.07425720,0.01347485,2.76197835,0.06309771,1.87363106,6.68867394,1.88276711
-5.72986493,7.57028564,0.07877440,0.01374116,2.73766052,0.06573059,1.92993283,6.76096508,1.84677029
-5.72386193,7.59695961,0.08343047,0.01393711,2.70654006,0.06850642,1.98208108,6.81257075,1.80959798
-5.71785893,7.60571358,0.08819958,0.01406303,2.66794086,0.07135031,2.02948802,6.84128204,1.77105035
-5.71185593,7.59508741,0.09305578,0.01412148,2.62137087,0.07418937,2.07173242,6.84540184,1.73100557
-5.70585293,7.56420019,0.09797253,0.01411723,2.56654159,0.07695352,2.10856175,6.82378436,1.68943060
-5.69984992,7.51276175,0.10292215,0.01405712,2.50337931,0.07957644,2.13988840,6.77585557,1.64638660
-5.69384692,7.44106154,0.10787531,0.01394992,2.43202768,0.08199640,2.16578041,6.70161447,1.60202879
-5.68784392,7.34993620,0.11280069,0.01380603,2.35284180,0.08415720,2.18644711,6.60161583,1.55660096
-5.68184092,7.24071798,0.11766470,0.01363716,2.26637447,0.08600902,2.20222071,6.47693594,1.51042515
-5.67583792,7.11516724,0.12243132,0.01345594,2.17335544,0.08750928,2.21353452,6.32912373,1.46388724
-5.66983492,6.97539288,0.12706223,0.01327553,2.07466521,0.08862331,2.22089896,6.16014002,1.41741965
-5.66383192,6.82376482,0.13151701,0.01310909,1.97130469,0.08932502,2.22487647,5.97228812,1.37148216
-5.65782891,6.66282297,0.13575357,0.01296941,1.86436249,0.08959735,2.22605618,5.76813898,1.32654226
-5.65182591,6.49518687,0.13972881,0.01286835,1.75498141,0.08943250,2.22502951,5.55045431,1.28305611
-5.64582291,6.32346985,0.14339933,0.01281651,1.64432573,0.08883205,2.22236748,5.32211054,1.24145140
-5.63981991,6.15020120,0.14672236,0.01282272,1.53355060,0.08780674,2.21860051,5.08602634,1.20211282
-5.63381691,5.97775882,0.14965677,0.01289377,1.42377475,0.08637610,2.21420134,4.84509599,1.16537104
-5.62781391,5.80831456,0.15216411,0.01303412,1.31605719,0.08456780,2.20957147,4.60213022,1.13149554
-5.62181091,5.64379326,0.15420970,0.01324565,1.21137865,0.08241682,2.20503147,4.35980570,1.10069143
-5.61580790,5.48584589,0.15576371,0.01352759,1.11062788,0.07996436,2.20081519,4.12062387,1.07310032
-5.60980490,5.33583668,0.15680213,0.01387644,1.01459266,0.07725675,2.19706801,3.88687933,1.04880466
-5.60380190,5.19484308,0.15730776,0.01428605,0.92395548,0.07434405,2.19384875,3.66063739,1.02783522
-5.59779890,5.06366735,0.15727097,0.01474780,0.83929316,0.07127877,2.19113528,3.44372041,1.01018077
-5.59179590,4.94285775,0.15669034,0.01525077,0.76107982,0.06811452,2.18883305,3.23770192,0.99579934
-5.58579290,4.83273731,0.15557315,0.01578212,0.68969253,0.06490465,2.18678643,3.04390747,0.98463006
-5.57978989,4.73343784,0.15393567,0.01632741,0.62541868,0.06170110,2.18479204,2.86342116,0.97660468
-5.57378689,4.64493679,0.15180323,0.01687113,0.56846440,0.05855326,2.18261360,2.69709636,0.97165801
-5.56778389,4.56709462,0.14921004,0.01739710,0.51896316,0.05550708,2.17999748,2.54556961,0.96973659
-5.56178089,4.49969055,0.14619884,0.01788906,0.47698402,0.05260430,2.17668840,2.40927631,0.97080479
-5.55577789,4.44245464,0.14282024,0.01833112,0.44253871,0.04988188,2.17244447,2.28846706,0.97484818
-5.54977489,4.39509451,0.13913188,0.01870832,0.41558732,0.04737165,2.16705093,2.18322370,0.98187373
-5.54377189,4.35731544,0.13519734,0.01900708,0.39604222,0.04510004,2.16033194,2.09347416,0.99190684
-5.53776888,4.32883283,0.13108479,0.01921563,0.38377003,0.04308809,2.15215988,2.01900543,1.00498534
-5.53176588,4.30937672,0.12686551,0.01932440,0.37859167,0.04135141,2.14246178,1.95947411,1.02115072
-5.52576288,4.29868812,0.12261216,0.01932625,0.38028068,0.03990042,2.13122245,1.91441449,1.04043716
-5.51975988,4.29650796,0.11839696,0.01921671,0.38856012,0.03874049,2.11848428,1.88324402,1.06285886
-5.51375688,4.30255936,0.11428980,0.01899409,0.40309839,0.03787223,2.10434372,1.86526647,1.08839650
-5.50775388,4.31652478,0.11035627,0.01865944,0.42350464,0.03729170,2.08894456,1.85967334,1.11698354
-5.50175088,4.33801966,0.10665572,0.01821649,0.44932429,0.03699076,2.07246850,1.86554413,1.14849327
-5.49574787,4.36656474,0.10323952,0.01767145,0.48003523,0.03695720,2.05512341,1.88184646,1.18272741
-5.48974487,4.40155907,0.10014937,0.01703277,0.51504560,0.03717506,2.03713006,1.90743684,1.21940700
-5.48374187,4.44225611,0.09741592,0.01631079,0.55369345,0.03762483,2.01870790,1.94106326,1.25816635
-5.47773887,4.48774493,0.09505774,0.01551737,0.59524905,0.03828366,2.00006087,1.98137054,1.29855059
-5.47173587,4.53693849,0.09308062,0.01466549,0.63892011,0.03912563,1.98136389,2.02690921,1.34001712
-5.46573287,4.58857059,0.09147731,0.01376881,0.68386027,0.04012202,1.96275085,2.07614866,1.38194134
-5.45972986,4.64120248,0.09022771,0.01284123,0.72918086,0.04124162,1.94430478,2.12749496,1.42362656
-5.45372686,4.69323981,0.08929958,0.01189654,0.77396590,0.04245117,1.92605072,2.17931338,1.46431782
-5.44772386,4.74295970,0.08864964,0.01094799,0.81728982,0.04371578,1.90795179,2.22995542,1.50321937
-5.44172086,4.78854745,0.08822519,0.01000798,0.85823769,0.04499954,1.88990848,2.27778971,1.53951508
-5.43571786,4.82814146,0.08796599,0.00908783,0.89592686,0.04626608,1.87176147,2.32123588,1.57239098
