energy_ev,total_up,C_s_up,C_p_up,Hf_p_up,Hf_d_up,Mg_p_up,Mg_d_up,Te_p_up,Te_d_up
-3.26863432,1.47662772,0.00228706,0.72097811,1.93072445,0.54410498,0.29221687,0.00000000,0.10850830,0.00000000
-3.26263132,1.52348988,0.00216438,0.75244311,2.01348923,0.55447707,0.29572823,0.00000000,0.11040458,0.00000000
-3.25662831,1.57070363,0.00206891,0.78302261,2.09307708,0.56564578,0.29918509,0.00000000,0.11304639,0.00000000
-3.25062531,1.61782166,0.00199982,0.81242212,2.16872193,0.57752345,0.30254202,0.00000000,0.11642489,0.00000000
-3.24462231,1.66444209,0.00195609,0.84038315,2.23976620,0.59002413,0.30577072,0.00000000,0.12053809,0.00000000
-3.23861931,1.71021392,0.00193645,0.86668654,2.30566929,0.60306431,0.30886150,0.00000000,0.12539143,0.00000000
-3.23261631,1.75483795,0.00193944,0.89115323,2.36600919,0.61656224,0.31182372,0.00000000,0.13099783,0.00000000
-3.22661331,1.79806337,0.00196339,0.91364254,2.42047744,0.63043628,0.31468511,0.00000000,0.13737706,0.00000000
-3.22061031,1.83968035,0.00200644,0.93404812,2.46886789,0.64460213,0.31748999,0.00000000,0.14455465,0.00000000
-3.21460730,1.87950959,0.00206650,0.95229213,2.51106048,0.65896940,0.32029655,0.00000000,0.15256030,0.00000000
-3.20860430,1.91738970,0.00214131,0.96831801,2.54700118,0.67343792,0.32317346,0.00000000,0.16142599,0.00000000
-3.20260130,1.95316367,0.00222841,0.98208256,2.57667997,0.68789398,0.32619580,0.00000000,0.17118380,0.00000000
-3.19659830,1.98666559,0.00232519,0.99354800,2.60010838,0.70220722,0.32944077,0.00000000,0.18186370,0.00000000
-3.19059530,2.01770906,0.00242889,1.00267467,2.61729856,0.71622837,0.33298340,0.00000000,0.19349116,0.00000000
-3.18459230,2.04607816,0.00253662,1.00941498,2.62824536,0.72978834,0.33689242,0.00000000,0.20608497,0.00000000
-3.17858929,2.07152219,0.00264544,1.01370913,2.63291298,0.74269896,0.34122651,0.00000000,0.21965506,0.00000000
-3.17258629,2.09375456,0.00275240,1.01548305,2.63122719,0.75475536,0.34603125,0.00000000,0.23420057,0.00000000
-3.16658329,2.11245639,0.00285456,1.01464874,2.62307374,0.76574037,0.35133673,0.00000000,0.24970805,0.00000000
-3.16058029,2.12728462,0.00294912,1.01110703,2.60830320,0.77543053,0.35715597,0.00000000,0.26614985,0.00000000
-3.15457729,2.13788433,0.00303343,1.00475264,2.58674189,0.78360364,0.36348420,0.00000000,0.28348284,0.00000000
-3.14857429,2.14390457,0.00310508,0.99548124,2.55820816,0.79004754,0.37029887,0.00000000,0.30164712,0.00000000
-3.14257129,2.14501663,0.00316199,0.98319798,2.52253280,0.79456950,0.37756049,0.00000000,0.32056520,0.00000000
-3.13656828,2.14093373,0.00320244,0.96782699,2.47958224,0.79700585,0.38521402,0.00000000,0.34014126,0.00000000
-3.13056528,2.13143071,0.00322512,0.94932107,2.42928271,0.79723127,0.39319085,0.00000000,0.36026074,0.00000000
-3.12456228,2.11636255,0.00322921,0.92767094,2.37164379,0.79516703,0.40141121,0.00000000,0.38079040,0.00000000
-3.11855928,2.09568049,0.00321437,0.90291345,2.30677953,0.79078791,0.40978687,0.00000000,0.40157878,0.00000000
-3.11255628,2.06944466,0.00318076,0.87513807,2.23492573,0.78412710,0.41822415,0.00000000,0.42245726,0.00000000
-3.10655328,2.03783261,0.00312904,0.84449117,2.15645203,0.77527905,0.42662710,0.00000000,0.44324191,0.00000000
-3.10055028,2.00114310,0.00306036,0.81117791,2.07186805,0.76439966,0.43490080,0.00000000,0.46373619,0.00000000
-3.09454727,1.95979494,0.00297628,0.77546141,1.98182306,0.75170423,0.44295490,0.00000000,0.48373461,0.00000000
-3.08854427,1.91432123,0.00287877,0.73765924,1.88709904,0.73746273,0.45070716,0.00000000,0.50302750,0.00000000
-3.08254127,1.86535915,0.00277009,0.69813754,1.78859772,0.72199298,0.45808723,0.00000000,0.52140686,0.00000000
-3.07653827,1.81363599,0.00265275,0.65730290,1.68732207,0.70565184,0.46504041,0.00000000,0.53867326,0.00000000
-3.07053527,1.75995243,0.00252941,0.61559257,1.58435357,0.68882482,0.47153156,0.00000000,0.55464373,0.00000000
-3.06453227,1.70516366,0.00240280,0.57346342,1.48082624,0.67191458,0.47754884,0.00000000,0.56916029,0.00000000
-3.05852926,1.65015947,0.00227561,0.53138044,1.37789907,0.65532885,0.48310740,0.00000000,0.58209905,0.00000000
-3.05252626,1.59584423,0.00215043,0.48980503,1.27672813,0.63946816,0.48825262,0.00000000,0.59337922,0.00000000
-3.04652326,1.54311732,0.00202967,0.44918393,1.17843963,0.62471387,0.49306285,0.00000000,0.60297186,0.00000000
-3.04052026,1.49285491,0.00191547,0.40993915,1.08410526,0.61141703,0.49765135,0.00000000,0.61090756,0.00000000
-3.03451726,1.44589337,0.00180967,0.37245918,0.99472066,0.59988823,0.50216718,0.00000000,0.61728284,0.00000000
-3.02851426,1.40301463,0.00171372,0.33709204,0.91118764,0.59038890,0.50679476,0.00000000,0.62226445,0.00000000
-3.02251126,1.36493363,0.00162872,0.30413996,0.83430063,0.58312427,0.51175197,0.00000000,0.62609128,0.00000000
-3.01650825,1.33228775,0.00155533,0.27385607,0.76473737,0.57823803,0.51728647,0.00000000,0.62907335,0.00000000
-3.01050525,1.30562802,0.00149382,0.24644280,0.70305367,0.57580890,0.52367022,0.00000000,0.63158763,0.00000000
-3.00450225,1.28541192,0.00144407,0.22205186,0.64968180,0.57584901,0.53119213,0.00000000,0.63407051,0.00000000
-2.99849925,1.27199744,0.00140557,0.20078564,0.60493184,0.57830424,0.54014898,0.00000000,0.63700681,0.00000000
-2.99249625,1.26563802,0.00137749,0.18269961,0.56899547,0.58305616,0.55083466,0.00000000,0.64091562,0.00000000
-2.98649325,1.26647832,0.00135870,0.16780552,0.54195116,0.58992570,0.56352813,0.00000000,0.64633322,0.00000000
-2.98049025,1.27455047,0.00134784,0.15607492,0.52377023,0.59867830,0.57848048,0.00000000,0.65379351,0.00000000
-2.97448724,1.28977089,0.00134339,0.14744294,0.51432298,0.60903026,0.59590153,0.00000000,0.66380677,0.00000000
-2.96848424,1.31193763,0.00134368,0.14181184,0.51338449,0.62065626,0.61594659,0.00000000,0.67683742,0.00000000
-2.96248124,1.34072851,0.00134702,0.13905433,0.52063952,0.63319773,0.63870397,0.00000000,0.69328166,0.00000000
-2.95647824,1.37570017,0.00135169,0.13901643,0.53568660,0.64627177,0.66418383,0.00000000,0.71344613,0.00000000
-2.95047524,1.41628863,0.00135607,0.14151990,0.55804105,0.65948053,0.69230908,0.00000000,0.73752833,0.00000000
-2.94447224,1.46181146,0.00135863,0.14636424,0.58713740,0.67242070,0.72290884,0.00000000,0.76560000,0.00000000
-2.93846923,1.51147225,0.00135801,0.15332832,0.62233134,0.68469287,0.75571491,0.00000000,0.79759421,0.00000000
-2.93246623,1.56436765,0.00135304,0.16217185,0.66290189,0.69591058,0.79036173,0.00000000,0.83329700,0.00000000
-2.92646323,1.61949729,0.00134280,0.17263679,0.70805429,0.70570881,0.82639001,0.00000000,0.87234414,0.00000000
-2.92046023,1.67577694,0.00132659,0.18444889,0.75692413,0.71375172,0.86325412,0.00000000,0.91422355,0.00000000
-2.91445723,1.73205492,0.00130397,0.19731964,0.80858349,0.71973950,0.90033322,0.00000000,0.95828337,0.00000000
-2.90845423,1.78713179,0.00127474,0.21094866,0.86204932,0.72341416,0.93694584,0.00000000,1.00374583,0.00000000
-2.90245123,1.83978312,0.00123898,0.22502672,0.91629467,0.72456424,0.97236752,0.00000000,1.04972650,0.00000000
-2.89644822,1.88878481,0.00119697,0.23923949,0.97026276,0.72302825,1.00585093,0.00000000,1.09525827,0.00000000
-2.89044522,1.93294063,0.00114919,0.25327199,1.02288392,0.71869704,1.03664785,0.00000000,1.13931948,0.00000000
-2.88444222,1.97111097,0.00109632,0.26681373,1.07309527,0.71151482,1.06403219,0.00000000,1.18086495,0.00000000
-2.87843922,2.00224217,0.00103917,0.27956435,1.11986243,0.70147923,1.08732314,0.00000000,1.21885891,0.00000000
-2.87243622,2.02539524,0.00097867,0.29123977,1.16220290,0.68864017,1.10590770,0.00000000,1.25230843,0.00000000
-2.86643322,2.03977306,0.00091580,0.30157840,1.19921004,0.67309776,1.11926166,0.00000000,1.28029603,0.00000000
-2.86043022,2.04474496,0.00085163,0.31034731,1.23007683,0.65499947,1.12696821,0.00000000,1.30201021,0.00000000
-2.85442721,2.03986767,0.00078722,0.31734809,1.25411833,0.63453640,1.12873355,0.00000000,1.31677259,0.00000000
-2.84842421,2.02490177,0.00072361,0.32242201,1.27079187,0.61193906,1.12439885,0.00000000,1.32406052,0.00000000
-2.84242121,1.99982288,0.00066184,0.32545434,1.27971393,0.58747268,1.11394826,0.00000000,1.32352432,0.00000000
-2.83641821,1.96482705,0.00060288,0.32637755,1.28067284,0.56143205,1.09751253,0.00000000,1.31499846,0.00000000
-2.83041521,1.92033001,0.00054768,0.32517317,1.27363673,0.53413637,1.07536844,0.00000000,1.29850629,0.00000000
-2.82441221,1.86696030,0.00049710,0.32187225,1.25875610,0.50592377,1.04793386,0.00000000,1.27425816,0.00000000
-2.81840920,1.80554643,0.00045196,0.31655437,1.23636087,0.47714605,1.01575898,0.00000000,1.24264328,0.00000000
-2.81240620,1.73709846,0.00041305,0.30934513,1.20695190,0.44816343,0.97951395,0.00000000,1.20421561,0.00000000
-2.80640320,1.66278483,0.00038110,0.30041231,1.17118725,0.41933957,0.93997362,0.00000000,1.15967468,0.00000000
-2.80040020,1.58390509,0.00035681,0.28996078,1.12986369,0.39103686,0.89799975,0.00000000,1.10984216,0.00000000
-2.79439720,1.50185970,0.00034091,0.27822634,1.08389423,0.36361205,0.85452163,0.00000000,1.05563523,0.00000000
-2.78839420,1.41811775,0.00033409,0.26546886,1.03428238,0.33741226,0.81051553,0.00000000,0.99803805,0.00000000
-2.78239120,1.33418381,0.00033706,0.25196478,0.98209431,0.31277139,0.76698364,0.00000000,0.93807239,0.00000000
-2.77638819,1.25156490,0.00035056,0.23799945,0.92842979,0.29000682,0.72493314,0.00000000,0.87676857,0.00000000
-2.77038519,1.17173838,0.00037535,0.22385952,0.87439298,0.26941653,0.68535571,0.00000000,0.81513784,0.00000000
-2.76438219,1.09612169,0.00041221,0.20982550,0.82106401,0.25127640,0.64920794,0.00000000,0.75414705,0.00000000
-2.75837919,1.02604456,0.00046191,0.19616499,0.76947229,0.23583774,0.61739285,0.00000000,0.69469631,0.00000000
-2.75237619,0.96272399,0.00052523,0.18312649,0.72057214,0.22332495,0.59074271,0.00000000,0.63760034,0.00000000
-2.74637319,0.90724258,0.00060291,0.17093415,0.67522148,0.21393313,0.57000322,0.00000000,0.58357358,0.00000000
-2.74037019,0.86053005,0.00069563,0.15978339,0.63416395,0.20782575,0.55581916,0.00000000,0.53321952,0.00000000
-2.73436718,0.82334826,0.00080396,0.14983763,0.59801469,0.20513213,0.54872140,0.00000000,0.48702393,0.00000000
-2.72836418,0.79627952,0.00092835,0.14122596,0.56725000,0.20594491,0.54911553,0.00000000,0.44535194,0.00000000
-2.72236118,0.77971816,0.00106903,0.13404185,0.54220087,0.21031739,0.55727191,0.00000000,0.40844864,0.00000000
-2.71635818,0.77386533,0.00122602,0.12834277,0.52305021,0.21826086,0.57331750,0.00000000,0.37644275,0.00000000
-2.71035518,0.77872676,0.00139906,0.12415082,0.50983377,0.22974206,0.59722955,0.00000000,0.34935288,0.00000000
-2.70435218,0.79411378,0.00158757,0.12145396,0.50244442,0.24468089,0.62883142,0.00000000,0.32709603,0.00000000
-2.69834917,0.81964730,0.00179062,0.12020817,0.50063956,0.26294861,0.66779097,0.00000000,0.30949758,0.00000000
-2.69234617,0.85476507,0.00200691,0.12034003,0.50405141,0.28436673,0.71362179,0.00000000,0.29630268,0.00000000
-2.68634317,0.89873220,0.00223477,0.12174998,0.51219988,0.30870679,0.76568771,0.00000000,0.28718831,0.00000000
-2.68034017,0.95065507,0.00247214,0.12431589,0.52450768,0.33569142,0.82321099,0.00000000,0.28177583,0.00000000
-2.67433717,1.00949881,0.00271660,0.12789706,0.54031738,0.36499663,0.88528434,0.00000000,0.27964373,0.00000000
-2.66833417,1.07410813,0.00296544,0.13233838,0.55891003,0.39625569,0.95088708,0.00000000,0.28034019,0.00000000
-2.66233117,1.14323157,0.00321566,0.13747476,0.57952498,0.42906464,1.01890528,0.00000000,0.28339544,0.00000000
-2.65632816,1.21554874,0.00346408,0.14313553,0.60138038,0.46298927,1.08815571,0.00000000,0.28833359,0.00000000
-2.65032516,1.28970014,0.00370739,0.14914884,0.62369406,0.49757376,1.15741317,0.00000000,0.29468387,0.00000000
-2.64432216,1.36431883,0.00394229,0.15534599,0.64570404,0.53235039,1.22544045,0.00000000,0.30199110,0.00000000
-2.63831916,1.43806312,0.00416553,0.16156540,0.66668829,0.56685040,1.29102001,0.00000000,0.30982532,0.00000000
-2.63231616,1.50964923,0.00437405,0.16765640,0.68598310,0.60061528,1.35298635,0.00000000,0.31779040,0.00000000
-2.62631316,1.57788269,0.00456509,0.17348248,0.70299952,0.63320824,1.41025767,0.00000000,0.32553154,0.00000000
-2.62031016,1.64168737,0.00473623,0.17892398,0.71723728,0.66422518,1.46186571,0.00000000,0.33274160,0.00000000
-2.61430715,1.70013090,0.00488550,0.18388027,0.72829587,0.69330477,1.50698226,0.00000000,0.33916602,0.00000000
-2.60830415,1.75244524,0.00501144,0.18827116,0.73588218,0.72013705,1.54494126,0.00000000,0.34460644,0.00000000
-2.60230115,1.79804165,0.00511312,0.19203756,0.73981463,0.74447008,1.57525528,0.00000000,0.34892277,0.00000000
-2.59629815,1.83651916,0.00519018,0.19514151,0.74002356,0.76611442,1.59762576,0.00000000,0.35203385,0.00000000
-2.59029515,1.86766627,0.00524280,0.19756534,0.73654798,0.78494500,1.61194634,0.00000000,0.35391662,0.00000000
-2.58429215,1.89145578,0.00527166,0.19931023,0.72952876,0.80090050,1.61829914,0.00000000,0.35460385,0.00000000
-2.57828914,1.90803306,0.00527793,0.20039417,0.71919873,0.81398013,1.61694431,0.00000000,0.35418065,0.00000000
-2.57228614,1.91769831,0.00526314,0.20084938,0.70587013,0.82423810,1.60830322,0.00000000,0.35277976,0.00000000
-2.56628314,1.92088407,0.00522914,0.20071940,0.68991990,0.83177614,1.59293639,0.00000000,0.35057586,0.00000000
-2.56028014,1.91812887,0.00517798,0.20005598,0.67177362,0.83673450,1.57151713,0.00000000,0.34777912,0.00000000
-2.55427714,1.91004866,0.00511178,0.19891586,0.65188881,0.83928202,1.54480240,0.00000000,0.34462818,0.00000000
-2.54827414,1.89730752,0.00503270,0.19735773,0.63073812,0.83960582,1.51360224,0.00000000,0.34138274,0.00000000
-2.54227114,1.88058903,0.00494279,0.19543936,0.60879337,0.83790127,1.47874936,0.00000000,0.33831604,0.00000000
-2.53626813,1.86056977,0.00484393,0.19321517,0.58651080,0.83436283,1.44107027,0.00000000,0.33570731,0.00000000
-2.53026513,1.83789610,0.00473777,0.19073424,0.56431815,0.82917616,1.40135908,0.00000000,0.33383446,0.00000000
-2.52426213,1.81316516,0.00462567,0.18803884,0.54260390,0.82251193,1.36035526,0.00000000,0.33296704,0.00000000
-2.51825913,1.78691061,0.00450871,0.18516364,0.52170895,0.81452160,1.31872576,0.00000000,0.33335955,0.00000000
-2.51225613,1.75959343,0.00438766,0.18213534,0.50192071,0.80533520,1.27705216,0.00000000,0.33524523,0.00000000
-2.50625313,1.73159763,0.00426297,0.17897294,0.48346968,0.79506105,1.23582282,0.00000000,0.33883027,0.00000000
-2.50025013,1.70323039,0.00413490,0.17568846,0.46652832,0.78378733,1.19542987,0.00000000,0.34428855,0.00000000
-2.49424712,1.67472610,0.00400344,0.17228798,0.45121189,0.77158499,1.15617055,0.00000000,0.35175681,0.00000000
-2.48824412,1.64625332,0.00386850,0.16877295,0.43758104,0.75851178,1.11825228,0.00000000,0.36133037,0.00000000
-2.48224112,1.61792369,0.00372987,0.16514170,0.42564571,0.74461680,1.08180063,0.00000000,0.37305942,0.00000000
-2.47623812,1.58980190,0.00358733,0.16139089,0.41537005,0.72994527,1.04686925,0.00000000,0.38694588,0.00000000
-2.47023512,1.56191572,0.00344073,0.15751695,0.40667801,0.71454291,1.01345111,0.00000000,0.40294104,0.00000000
-2.46423212,1.53426536,0.00328999,0.15351730,0.39945918,0.69845969,0.98148998,0.00000000,0.42094404,0.00000000
-2.45822911,1.50683153,0.00313521,0.14939137,0.39357490,0.68175263,0.95089166,0.00000000,0.44080133,0.00000000
-2.45222611,1.47958190,0.00297663,0.14514134,0.38886419,0.66448744,0.92153445,0.00000000,0.46230733,0.00000000
-2.44622311,1.45247581,0.00281470,0.14077260,0.38514956,0.64673905,0.89327830,0.00000000,0.48520646,0.00000000
-2.44022011,1.42546728,0.00265006,0.13629390,0.38224255,0.62859096,0.86597269,0.00000000,0.50919659,0.00000000
-2.43421711,1.39850668,0.00248351,0.13171729,0.37994908,0.61013369,0.83946313,0.00000000,0.53393417,0.00000000
-2.42821411,1.37154140,0.00231605,0.12705786,0.37807450,0.59146243,0.81359629,0.00000000,0.55904085,0.00000000
-2.42221111,1.34451609,0.00214876,0.12233331,0.37642846,0.57267434,0.78822411,0.00000000,0.58411189,0.00000000
-2.41620810,1.31737289,0.00198283,0.11756344,0.37482959,0.55386562,0.76320696,0.00000000,0.60872587,0.00000000
-2.41020510,1.29005216,0.00181949,0.11276966,0.37310996,0.53512882,0.73841633,0.00000000,0.63245572,0.00000000
-2.40420210,1.26249403,0.00165994,0.10797448,0.37111932,0.51655052,0.71373701,0.00000000,0.65488075,0.00000000
-2.39819910,1.23464100,0.00150537,0.10320105,0.36872909,0.49820959,0.68906919,0.00000000,0.67559904,0.00000000
-2.39219610,1.20644162,0.00135686,0.09847288,0.36583585,0.48017628,0.66433046,0.00000000,0.69424003,0.00000000
-2.38619310,1.17785509,0.00121536,0.09381352,0.36236438,0.46251198,0.63945772,0.00000000,0.71047657,0.00000000
-2.38019010,1.14885652,0.00108169,0.08924640,0.35826997,0.44526976,0.61440902,0.00000000,0.72403587,0.00000000
-2.37418709,1.11944243,0.00095649,0.08479476,0.35353989,0.42849553,0.58916520,0.00000000,0.73470893,0.00000000
-2.36818409,1.08963594,0.00084023,0.08048155,0.34819384,0.41222956,0.56373117,0.00000000,0.74235789,0.00000000
-2.36218109,1.05949119,0.00073320,0.07632938,0.34228329,0.39650834,0.53813658,0.00000000,0.74692076,0.00000000
-2.35617809,1.02909632,0.00063550,0.07236037,0.33588959,0.38136629,0.51243583,0.00000000,0.74841348,0.00000000
-2.35017509,0.99857473,0.00054709,0.06859604,0.32912085,0.36683728,0.48670719,0.00000000,0.74692878,0.00000000
-2.34417209,0.96808406,0.00046776,0.06505699,0.32210761,0.35295575,0.46105090,0.00000000,0.74263210,0.00000000
-2.33816908,0.93781293,0.00039718,0.06176258,0.31499738,0.33975710,0.43558635,0.00000000,0.73575453,0.00000000
-2.33216608,0.90797523,0.00033492,0.05873043,0.30794832,0.32727750,0.41044824,0.00000000,0.72658295,0.00000000
-2.32616308,0.87880218,0.00028045,0.05597583,0.30112219,0.31555288,0.38578190,0.00000000,0.71544808,0.00000000
-2.32016008,0.85053256,0.00023320,0.05351116,0.29467687,0.30461730,0.36173796,0.00000000,0.70271060,0.00000000
-2.31415708,0.82340149,0.00019255,0.05134517,0.28875894,0.29450066,0.33846665,0.00000000,0.68874626,0.00000000
-2.30815408,0.79762849,0.00015787,0.04948232,0.28349638,0.28522606,0.31611187,0.00000000,0.67393052,0.00000000
-2.30215108,0.77340546,0.00012852,0.04792222,0.27899208,0.27680689,0.29480550,0.00000000,0.65862353,0.00000000
-2.29614807,0.75088528,0.00010388,0.04665905,0.27531819,0.26924402,0.27466214,0.00000000,0.64315605,0.00000000
-2.29014507,0.73017178,0.00008338,0.04568129,0.27251184,0.26252314,0.25577459,0.00000000,0.62781710,0.00000000
-2.28414207,0.71131182,0.00006644,0.04497151,0.27057228,0.25661275,0.23821028,0.00000000,0.61284380,0.00000000
-2.27813907,0.69428985,0.00005257,0.04450644,0.26945979,0.25146273,0.22200884,0.00000000,0.59841392,0.00000000
-2.27213607,0.67902546,0.00004130,0.04425731,0.26909627,0.24700382,0.20718096,0.00000000,0.58464142,0.00000000
-2.26613307,0.66537408,0.00003221,0.04419031,0.26936758,0.24314814,0.19370840,0.00000000,0.57157519,0.00000000
-2.26013007,0.65313102,0.00002495,0.04426749,0.27012761,0.23979063,0.18154541,0.00000000,0.55920083,0.00000000
-2.25412706,0.64203839,0.00001918,0.04444762,0.27120375,0.23681150,0.17062112,0.00000000,0.54744552,0.00000000
-2.24812406,0.63179494,0.00001464,0.04468746,0.27240365,0.23407965,0.16084306,0.00000000,0.53618550,0.00000000
-2.24212106,0.62206804,0.00001110,0.04494297,0.27352282,0.23145677,0.15210129,0.00000000,0.52525572,0.00000000
-2.23611806,0.61250733,0.00000835,0.04517067,0.27435284,0.22880201,0.14427323,0.00000000,0.51446117,0.00000000
-2.23011506,0.60275926,0.00000624,0.04532905,0.27468970,0.22597697,0.13722861,0.00000000,0.50358927,0.00000000
-2.22411206,0.59248186,0.00000463,0.04537982,0.27434189,0.22285070,0.13083458,0.00000000,0.49242254,0.00000000
-2.21810905,0.58135886,0.00000341,0.04528912,0.27313794,0.21930462,0.12496052,0.00000000,0.48075105,0.00000000
-2.21210605,0.56911263,0.00000249,0.04502852,0.27093294,0.21523679,0.11948248,0.00000000,0.46838395,0.00000000
-2.20610305,0.55551507,0.00000181,0.04457588,0.26761391,0.21056566,0.11428700,0.00000000,0.45515953,0.00000000
-2.20010005,0.54039623,0.00000130,0.04391586,0.26310363,0.20523289,0.10927416,0.00000000,0.44095340,0.00000000
-2.19409705,0.52365010,0.00000093,0.04304022,0.25736302,0.19920515,0.10435990,0.00000000,0.42568450,0.00000000
-2.18809405,0.50523740,0.00000066,0.04194787,0.25039171,0.19247491,0.09947738,0.00000000,0.40931863,0.00000000
-2.18209105,0.48518549,0.00000047,0.04064457,0.24222719,0.18506010,0.09457755,0.00000000,0.39186959,0.00000000
-2.17608804,0.46358530,0.00000033,0.03914249,0.23294232,0.17700276,0.08962893,0.00000000,0.37339793,0.00000000
-2.17008504,0.44058574,0.00000023,0.03745944,0.22264160,0.16836672,0.08461658,0.00000000,0.35400752,0.00000000
-2.16408204,0.41638589,0.00000016,0.03561803,0.21145631,0.15923454,0.07954059,0.00000000,0.33384028,0.00000000
-2.15807904,0.39122555,0.00000011,0.03364460,0.19953892,0.14970380,0.07441401,0.00000000,0.31306945,0.00000000
-2.15207604,0.36537450,0.00000007,0.03156817,0.18705691,0.13988298,0.06926051,0.00000000,0.29189177,0.00000000
-2.14607304,0.33912138,0.00000005,0.02941930,0.17418646,0.12988717,0.06411177,0.00000000,0.27051912,0.00000000
-2.14007004,0.31276236,0.00000003,0.02722900,0.16110618,0.11983379,0.05900496,0.00000000,0.24917003,0.00000000
-2.13406703,0.28659048,0.00000002,0.02502768,0.14799127,0.10983849,0.05398014,0.00000000,0.22806149,0.00000000
-2.12806403,0.26088577,0.00000001,0.02284428,0.13500819,0.10001142,0.04907799,0.00000000,0.20740136,0.00000000
-2.12206103,0.23590691,0.00000001,0.02070542,0.12231021,0.09045412,0.04433772,0.00000000,0.18738185,0.00000000
-2.11605803,0.21188422,0.00000001,0.01863486,0.11003374,0.08125683,0.03979534,0.00000000,0.16817409,0.00000000
-2.11005503,0.18901461,0.00000000,0.01665297,0.09829575,0.07249664,0.03548235,0.00000000,0.14992408,0.00000000
-2.10405203,0.16745819,0.00000000,0.01477648,0.08719204,0.06423623,0.03142469,0.00000000,0.13275000,0.00000000
-2.09804902,0.14733668,0.00000000,0.01301837,0.07679657,0.05652330,0.02764223,0.00000000,0.11674085,0.00000000
-2.09204602,0.12873340,0.00000000,0.01138785,0.06716164,0.04939062,0.02414847,0.00000000,0.10195637,0.00000000
-2.08604302,0.11169480,0.00000000,0.00989058,0.05831874,0.04285665,0.02095063,0.00000000,0.08842812,0.00000000
-2.08004002,0.09623301,0.00000001,0.00852891,0.05028017,0.03692657,0.01804999,0.00000000,0.07616141,0.00000000
-2.07403702,0.08232953,0.00000001,0.00730222,0.04304104,0.03159369,0.01544244,0.00000000,0.06513803,0.00000000
-2.06803402,0.06993937,0.00000001,0.00620735,0.03658164,0.02684111,0.01311915,0.00000000,0.05531949,0.00000000
-2.06203102,0.05899575,0.00000002,0.00523902,0.03086999,0.02264351,0.01106738,0.00000000,0.04665053,0.00000000
-2.05602801,0.04941479,0.00000003,0.00439030,0.02586445,0.01896904,0.00927132,0.00000000,0.03906281,0.00000000
-2.05002501,0.04110024,0.00000004,0.00365303,0.02151629,0.01578110,0.00771295,0.00000000,0.03247842,0.00000000
-2.04402201,0.03394791,0.00000005,0.00301824,0.01777206,0.01304010,0.00637281,0.00000000,0.02681336,0.00000000
-2.03801901,0.02784971,0.00000008,0.00247655,0.01457580,0.01070504,0.00523080,0.00000000,0.02198056,0.00000000
-2.03201601,0.02269723,0.00000012,0.00201846,0.01187092,0.00873494,0.00426681,0.00000000,0.01789260,0.00000000
-2.02601301,0.01838477,0.00000017,0.00163466,0.00960183,0.00709006,0.00346134,0.00000000,0.01446399,0.00000000
-2.02001001,0.01481193,0.00000024,0.00131628,0.00771522,0.00573291,0.00279597,0.00000000,0.01161301,0.00000000
-2.01400700,0.01188551,0.00000034,0.00105500,0.00616108,0.00462911,0.00225376,0.00000000,0.00926309,0.00000000
-2.00800400,0.00952113,0.00000048,0.00084327,0.00489345,0.00374807,0.00181961,0.00000000,0.00734383,0.00000000
-2.00200100,0.00764429,0.00000068,0.00067437,0.00387086,0.00306350,0.00148048,0.00000000,0.00579162,0.00000000
-1.99599800,0.00619120,0.00000094,0.00054246,0.00305665,0.00255386,0.00122563,0.00000000,0.00455002,0.00000000
-1.98999500,0.00510924,0.00000131,0.00044264,0.00241908,0.00220272,0.00104677,0.00000000,0.00356977,0.00000000
-1.98399200,0.00435734,0.00000180,0.00037097,0.00193128,0.00199898,0.00093823,0.00000000,0.00280874,0.00000000
-1.97798899,0.00390620,0.00000245,0.00032446,0.00157115,0.00193722,0.00089711,0.00000000,0.00223163,0.00000000
-1.97198599,0.00373842,0.00000332,0.00030109,0.00132121,0.00201793,0.00092341,0.00000000,0.00180964,0.00000000
-1.96598299,0.00384870,0.00000447,0.00029976,0.00116836,0.00224775,0.00102023,0.00000000,0.00152004,0.00000000
-1.95997999,0.00424403,0.00000598,0.00032032,0.00110372,0.00263981,0.00119397,0.00000000,0.00134578,0.00000000
-1.95397699,0.00494387,0.00000794,0.00036356,0.00112236,0.00321398,0.00145452,0.00000000,0.00127507,0.00000000
-1.94797399,0.00598048,0.00001048,0.00043119,0.00122318,0.00399720,0.00181554,0.00000000,0.00130099,0.00000000
-1.94197099,0.00739916,0.00001372,0.00052582,0.00140870,0.00502373,0.00229468,0.00000000,0.00142112,0.00000000
-1.93596798,0.00925853,0.00001786,0.00065099,0.00168495,0.00633534,0.00291384,0.00000000,0.00163728,0.00000000
-1.92996498,0.01163069,0.00002307,0.00081109,0.00206129,0.00798145,0.00369943,0.00000000,0.00195518,0.00000000
-1.92396198,0.01460124,0.00002961,0.00101139,0.00255035,0.01001904,0.00468253,0.00000000,0.00238425,0.00000000
-1.91795898,0.01826907,0.00003774,0.00125794,0.00316781,0.01251242,0.00589899,0.00000000,0.00293729,0.00000000
-1.91195598,0.02274579,0.00004778,0.00155753,0.00393227,0.01553269,0.00738949,0.00000000,0.00363030,0.00000000
-1.90595298,0.02815475,0.00006008,0.00191758,0.00486499,0.01915688,0.00919934,0.00000000,0.00448216,0.00000000
