energy_ev,total_up,B_p_up,B_d_up,Nb_p_up,Nb_d_up,Te_p_up,Te_d_up
-6.00000000,2.55384926,0.32918294,0.00000000,0.85788359,0.81431334,0.99693906,0.00000000
-5.99399700,2.48875372,0.32379026,0.00000000,0.84158347,0.79971096,0.96340801,0.00000000
-5.98799400,2.43779290,0.31920023,0.00000000,0.82881116,0.78761959,0.93733659,0.00000000
-5.98199100,2.39995766,0.31527425,0.00000000,0.81916315,0.77774554,0.91836913,0.00000000
-5.97598799,2.37389492,0.31185169,0.00000000,0.81215333,0.76972702,0.90597504,0.00000000
-5.96998499,2.35796430,0.30875699,0.00000000,0.80723259,0.76315007,0.89947074,0.00000000
-5.96398199,2.35030027,0.30580692,0.00000000,0.80380926,0.75756527,0.89804483,0.00000000
-5.95797899,2.34887776,0.30281769,0.00000000,0.80126981,0.75250441,0.90078558,0.00000000
-5.95197599,2.35157923,0.29961165,0.00000000,0.79899909,0.74749686,0.90671009,0.00000000
-5.94597299,2.35626133,0.29602340,0.00000000,0.79639953,0.74208499,0.91479420,0.00000000
-5.93996998,2.36081921,0.29190521,0.00000000,0.79290886,0.73583833,0.92400244,0.00000000
-5.93396698,2.36324700,0.28713146,0.00000000,0.78801588,0.72836620,0.93331718,0.00000000
-5.92796398,2.36169266,0.28160216,0.00000000,0.78127385,0.71932832,0.94176634,0.00000000
-5.92196098,2.35450619,0.27524538,0.00000000,0.77231132,0.70844355,0.94844876,0.00000000
-5.91595798,2.34027976,0.26801864,0.00000000,0.76084013,0.69549628,0.95255681,0.00000000
-5.90995498,2.31787909,0.25990921,0.00000000,0.74666051,0.68034060,0.95339548,0.00000000
-5.90395198,2.28646525,0.25093345,0.00000000,0.72966321,0.66290222,0.95039757,0.00000000
-5.89794897,2.24550677,0.24113519,0.00000000,0.70982885,0.64317809,0.94313452,0.00000000
-5.89194597,2.19478173,0.23058331,0.00000000,0.68722439,0.62123394,0.93132278,0.00000000
-5.88594297,2.13437043,0.21936861,0.00000000,0.66199731,0.59719988,0.91482542,0.00000000
-5.87993997,2.06463892,0.20760021,0.00000000,0.63436751,0.57126426,0.89364933,0.00000000
-5.87393697,1.98621464,0.19540150,0.00000000,0.60461743,0.54366610,0.86793796,0.00000000
-5.86793397,1.89995506,0.18290599,0.00000000,0.57308089,0.51468643,0.83796025,0.00000000
-5.86193097,1.80691095,0.17025310,0.00000000,0.54013097,0.48463881,0.80409612,0.00000000
-5.85592796,1.70828579,0.15758407,0.00000000,0.50616750,0.45385956,0.76681927,0.00000000
-5.84992496,1.60539295,0.14503819,0.00000000,0.47160469,0.42269790,0.72667801,0.00000000
-5.84392196,1.49961247,0.13274947,0.00000000,0.43685914,0.39150648,0.68427502,0.00000000
-5.83791896,1.39234903,0.12084382,0.00000000,0.40233893,0.36063261,0.64024669,0.00000000
-5.83191596,1.28499260,0.10943682,0.00000000,0.36843385,0.33041041,0.59524303,0.00000000
-5.82591296,1.17888309,0.09863214,0.00000000,0.33550729,0.30115426,0.54990879,0.00000000
