energy_ev,total_up,C_s_up,C_p_up,Re_p_up,Re_d_up,S_s_up,S_p_up,Sc_p_up,Sc_d_up
-5.61580790,6.20307732,0.02893720,0.70653850,1.40220691,1.73088040,0.03998237,2.95054481,0.64813727,0.30862524
-5.60980490,6.21361785,0.02796473,0.70062187,1.40011627,1.73246827,0.03965097,2.96940089,0.67675711,0.30991325
-5.60380190,6.21380756,0.02701497,0.69255351,1.39650885,1.73043641,0.03929264,2.98471891,0.70822640,0.31064850
-5.59779890,6.20558125,0.02609317,0.68256247,1.39167622,1.72539380,0.03891000,2.99739307,0.74260189,0.31095973
-5.59179590,6.19121077,0.02520599,0.67092056,1.38601004,1.71804419,0.03850741,3.00846023,0.77990458,0.31099360
-5.58579290,6.17320064,0.02436128,0.65793191,1.37997945,1.70915566,0.03809065,3.01904809,0.82010874,0.31090852
-5.57978989,6.15417395,0.02356795,0.64392144,1.37410563,1.69952761,0.03766638,3.03031922,0.86313219,0.31086786
-5.57378689,6.13675412,0.02283559,0.62922275,1.36893470,1.68995691,0.03724175,3.04341366,0.90882839,0.31103305
-5.56778389,6.12344854,0.02217419,0.61416605,1.36501042,1.68120478,0.03682382,3.05939318,0.95698103,0.31155660
-5.56178089,6.11653976,0.02159367,0.59906676,1.36284797,1.67396600,0.03641914,3.07918989,1.00730171,0.31257563
-5.55577789,6.11798930,0.02110356,0.58421520,1.36291007,1.66884193,0.03603329,3.10356173,1.05943096,0.31420602
-5.54977489,6.12935830,0.02071251,0.56986796,1.36558645,1.66631837,0.03567050,3.13305681,1.11294278,0.31653747
-5.54377189,6.15174823,0.02042791,0.55624125,1.37117759,1.66674922,0.03533343,3.16798816,1.16735266,0.31962974
-5.53776888,6.18576373,0.02025556,0.54350640,1.37988328,1.67034648,0.03502292,3.20841958,1.22212871,0.32351010
-5.53176588,6.23149814,0.02019929,0.53178770,1.39179635,1.67717651,0.03473797,3.25416299,1.27670554,0.32817215
-5.52576288,6.28854135,0.02026076,0.52116258,1.40690156,1.68716269,0.03447577,3.30478681,1.33050021,0.33357590
-5.51975988,6.35600836,0.02043922,0.51166380,1.42507952,1.70009365,0.03423182,3.35963436,1.38292938,0.33964915
-5.51375688,6.43258591,0.02073138,0.50328364,1.44611520,1.71563646,0.03400019,3.41785105,1.43342709,0.34629012
-5.50775388,6.51659418,0.02113143,0.49597958,1.46971034,1.73335387,0.03377381,3.47841845,1.48146198,0.35337092
-5.50175088,6.60605960,0.02163099,0.48968114,1.49549917,1.75272433,0.03354480,3.54019354,1.52655346,0.36074199
-5.49574787,6.69879525,0.02221927,0.48429754,1.52306652,1.77316394,0.03330493,3.60195093,1.56828588,0.36823713
-5.48974487,6.79248488,0.02288326,0.47972566,1.55196761,1.79404905,0.03304599,3.66242636,1.60632028,0.37567895
-5.48374187,6.88476721,0.02360793,0.47585795,1.58174852,1.81473875,0.03276018,3.72035960,1.64040317,0.38288450
-5.47773887,6.97331738,0.02437659,0.47259010,1.61196678,1.83459627,0.03244053,3.77453525,1.67037221,0.38967106
-5.47173587,7.05592322,0.02517123,0.46982793,1.64221121,1.85300885,0.03208121,3.82382029,1.69615870,0.39586162
-5.46573287,7.13055435,0.02597297,0.46749354,1.67212053,1.86940545,0.03167786,3.86719744,1.71778697,0.40129027
-5.45972986,7.19542280,0.02676244,0.46553050,1.70140007,1.88327228,0.03122775,3.90379373,1.73537107,0.40580699
-5.45372686,7.24903448,0.02752031,0.46390790,1.72983622,1.89416586,0.03073001,3.93290388,1.74910895,0.40928208
-5.44772386,7.29023099,0.02822774,0.46262351,1.75730822,1.90172379,0.03018567,3.95400851,1.75927479,0.41160991
-5.44172086,7.31822180,0.02886686,0.46170573,1.78379692,1.90567333,0.02959772,3.96678702,1.76620987,0.41271203
-5.43571786,7.33260688,0.02942127,0.46121475,1.80939038,1.90583788,0.02897103,3.97112542,1.77031249,0.41253956
-5.42971486,7.33338994,0.02987641,0.46124275,1.83428585,1.90214170,0.02831223,3.96711912,1.77202734,0.41107485
-5.42371186,7.32098266,0.03022004,0.46191321,1.85878833,1.89461280,0.02762961,3.95507108,1.77183477,0.40833230
-5.41770885,7.29619978,0.03044250,0.46337965,1.88330524,1.88338427,0.02693279,3.93548518,1.77024017,0.40435848
-5.41170585,7.26024550,0.03053703,0.46582354,1.90833748,1.86869398,0.02623256,3.90905528,1.76776369,0.39923129
-5.40570285,7.21469086,0.03050000,0.46945157,1.93446682,1.85088255,0.02554052,3.87664979,1.76493039,0.39305847
-5.39969985,7.16144261,0.03033094,0.47449236,1.96233981,1.83038963,0.02486877,3.83929221,1.76226078,0.38597519
-5.39369685,7.10270332,0.03003265,0.48119242,1.99264858,1.80774820,0.02422957,3.79813763,1.76026188,0.37814106
-5.38769385,7.04092334,0.02961110,0.48981156,2.02610895,1.78357687,0.02363499,3.75444564,1.75941857,0.36973626
-5.38169085,6.97874504,0.02907528,0.50061750,2.06343640,1.75856996,0.02309656,3.70955004,1.76018524,0.36095726
-5.37568784,6.91894023,0.02843697,0.51387997,2.10532071,1.73348538,0.02262497,3.66482592,1.76297777,0.35201198
-5.36968484,6.86434188,0.02771042,0.52986403,2.15239995,1.70913036,0.02222971,3.62165496,1.76816564,0.34311459
-5.36368184,6.81777177,0.02691198,0.54882286,2.20523486,1.68634503,0.02191886,3.58138969,1.77606438,0.33448013
-5.35767884,6.78196585,0.02605967,0.57098994,2.26428443,1.66598426,0.02169886,3.54531783,1.78692840,0.32631914
-5.35167584,6.75949928,0.02517270,0.59657086,2.32988370,1.64889801,0.02157432,3.51462785,1.80094426,0.31883235
-5.34567284,6.75271372,0.02427101,0.62573480,2.40222451,1.63591071,0.02154796,3.49037677,1.81822462,0.31220577
-5.33966983,6.76364873,0.02337474,0.65860596,2.48134016,1.62780025,0.02162059,3.47346136,1.83880314,0.30660615
-5.33366683,6.79397993,0.02250379,0.69525507,2.56709432,1.62527710,0.02179114,3.46459376,1.86263041,0.30217714
-5.32766383,6.84496575,0.02167735,0.73569133,2.65917482,1.62896440,0.02205681,3.46428231,1.88957126,0.29903612
-5.32166083,6.91740462,0.02091349,0.77985498,2.75709245,1.63937948,0.02241325,3.47281829,1.91940357,0.29727185
-5.31565783,7.01160404,0.02022881,0.82761093,2.86018477,1.65691762,0.02285486,3.49026884,1.95181886,0.29694303
-5.30965483,7.12736245,0.01963808,0.87874354,2.96762473,1.68183848,0.02337508,3.51647638,1.98642464,0.29807762
-5.30365183,7.26396449,0.01915406,0.93295318,3.07843379,1.71425580,0.02396675,3.55106419,2.02274880,0.30067311
-5.29764882,7.42018960,0.01878726,0.98985448,3.19149886,1.75413066,0.02462250,3.59344788,2.06024587,0.30469749
-5.29164582,7.59433356,0.01854581,1.04897690,3.30559262,1.80126858,0.02533515,3.64285208,2.09830526,0.31009095
-5.28564282,7.78424219,0.01843539,1.10976759,3.41939642,1.85532058,0.02609805,3.69833163,2.13626137,0.31676816
-5.27963982,7.98735596,0.01845921,1.17159679,3.53152503,1.91578827,0.02690542,3.75879628,2.17340538,0.32462098
-5.27363682,8.20076410,0.01861799,1.23376586,3.64055265,1.98203263,0.02775261,3.82303803,2.20899853,0.33352149
-5.26763382,8.42126660,0.01891004,1.29551798,3.74503953,2.05328648,0.02863633,3.88976002,2.24228674,0.34332521
-5.26163082,8.64544222,0.01933130,1.35605131,3.84355864,2.12867006,0.02955470,3.95760617,2.27251609,0.35387449
-5.25562781,8.86972098,0.01987548,1.41453464,3.93472193,2.20720949,0.03050730,4.02519066,2.29894904,0.36500172
-5.24962481,9.09045906,0.02053415,1.47012489,4.01720597,2.28785740,0.03149504,4.09112655,2.32088081,0.37653261
-5.24362181,9.30401462,0.02129690,1.52198648,4.08977645,2.36951533,0.03251997,4.15405296,2.33765565,0.38828922
-5.23761881,9.50682293,0.02215153,1.56931173,4.15131157,2.45105730,0.03358494,4.21266036,2.34868252,0.40009287
-5.23161581,9.69546925,0.02308416,1.61134187,4.20082399,2.53135392,0.03469329,4.26571373,2.35344970,0.41176687
-5.22561281,9.86675837,0.02407951,1.64738797,4.23748124,2.60929659,0.03584831,4.31207338,2.35153800,0.42313907
-5.21960980,10.01777940,0.02512107,1.67685118,4.26062429,2.68382113,0.03705282,4.35071343,2.34263206,0.43404428
-5.21360680,10.14596503,0.02619138,1.69924145,4.26978420,2.75393050,0.03830866,4.38073789,2.32652939,0.44432664
-5.20760380,10.24914428,0.02727230,1.71419413,4.26469649,2.81871602,0.03961618,4.40139446,2.30314693,0.45384182
-5.20160080,10.32558804,0.02834530,1.72148386,4.24531287,2.87737687,0.04097387,4.41208617,2.27252471,0.46245928
-5.19559780,10.37404666,0.02939181,1.72103503,4.21181002,2.92923732,0.04237801,4.41238084,2.23482662,0.47006440
-5.18959480,10.39377922,0.03039355,1.71292857,4.16459503,2.97376161,0.04382241,4.40201853,2.19033817,0.47656071
-5.18359180,10.38457376,0.03133289,1.69740458,4.10430699,3.01056607,0.04529838,4.38091689,2.13946133,0.48187192
-5.17758879,10.34675829,0.03219326,1.67486062,4.03181447,3.03942826,0.04679470,4.34917433,2.08270651,0.48594392
-5.17158579,10.28120198,0.03295948,1.64584575,3.94820848,3.06029295,0.04829789,4.30707107,2.02068212,0.48874661
-5.16558279,10.18930640,0.03361816,1.61105034,3.85479062,3.07327478,0.04979252,4.25506763,1.95408182,0.49027544
-5.15957979,10.07298643,0.03415800,1.57129185,3.75305637,3.07865728,0.05126171,4.19380079,1.88367009,0.49055266
-5.15357679,9.93464082,0.03457010,1.52749712,3.64467344,3.07688820,0.05268769,4.12407668,1.81026639,0.48962800
-5.14757379,9.77711213,0.03484822,1.48068158,3.53145520,3.06857099,0.05405251,4.04686076,1.73472852,0.48757894
-5.14157079,9.60363646,0.03498892,1.43192595,3.41532971,3.05445233,0.05533871,3.96326458,1.65793559,0.48451018
-5.13556778,9.41778297,0.03499171,1.38235117,3.29830458,3.03540567,0.05653006,3.87452912,1.58077102,0.48055249
-5.12956478,9.22338404,0.03485907,1.33309215,3.18242830,3.01241094,0.05761223,3.78200476,1.50410614,0.47586076
-5.12356178,9.02445667,0.03459636,1.28527115,3.06974888,2.98653060,0.05857334,3.68712786,1.42878450,0.47061118
-5.11755878,8.82511655,0.03421171,1.23997139,2.96227058,2.95888229,0.05940447,3.59139437,1.35560742,0.46499773
-5.11155578,8.62948618,0.03371574,1.19821161,2.86190975,2.93060887,0.06009994,3.49633064,1.28532095,0.45922794
-5.10555278,8.44159911,0.03312133,1.16092218,2.77045091,2.90284622,0.06065750,3.40346223,1.21860425,0.45351791
-5.09954977,8.26530250,0.03244317,1.12892331,2.68950408,2.87668991,0.06107826,3.31428120,1.15605977,0.44808697
-5.09354677,8.10416067,0.03169741,1.10290589,2.62046472,2.85316177,0.06136651,3.23021283,1.09820504,0.44315191
-5.08754377,7.96136241,0.03090115,1.08341529,2.56447728,2.83317731,0.06152935,3.15258269,1.04546622,0.43892102
-5.08154077,7.83963506,0.03007200,1.07083864,2.52240363,2.81751548,0.06157617,3.08258509,0.99817339,0.43558828
-5.07553777,7.74116836,0.02922762,1.06539562,2.49479730,2.80679182,0.06151810,3.02125379,0.95655750,0.43332764
-5.06953477,7.66755078,0.02838525,1.06713323,2.48188459,2.80143640,0.06136731,2.96943608,0.92074898,0.43228786
-5.06353177,7.61972114,0.02756134,1.07592444,2.48355327,2.80167734,0.06113635,2.92777108,0.89077797,0.43258787
-5.05752876,7.59793743,0.02677117,1.09147086,2.49934955,2.80753116,0.06083752,2.89667297,0.86657615,0.43431296
-5.05152576,7.60176462,0.02602858,1.11330947,2.52848362,2.81880027,0.06048228,2.87631987,0.84798009,0.43751184
-5.04552276,7.63008222,0.02534579,1.14082314,2.56984402,2.83507815,0.06008079,2.86664863,0.83473615,0.44219473
-5.03951976,7.68111202,0.02473320,1.17325486,2.62202067,2.85576206,0.05964163,2.86735584,0.82650684,0.44833245
-5.03351676,7.75246525,0.02419937,1.20972542,2.68333612,2.88007298,0.05917153,2.87790498,0.82287865,0.45585664
-5.02751376,7.84120796,0.02375102,1.24925406,2.75188447,2.90708211,0.05867546,2.89753952,0.82337122,0.46466096
-5.02151076,7.94394255,0.02339310,1.29078180,2.82557689,2.93574277,0.05815666,2.92530150,0.82744782,0.47460337
-5.01550775,8.05690274,0.02312887,1.33319680,2.90219262,2.96492645,0.05761698,2.96005506,0.83452693,0.48550925
-5.00950475,8.17605882,0.02296009,1.37536126,2.97943402,2.99346161,0.05705719,3.00051409,0.84399482,0.49717537
-5.00350175,8.29722959,0.02288714,1.41613907,3.05498409,3.02017347,0.05647743,3.04527335,0.85521889,0.50937457
-4.99749875,8.41619725,0.02290924,1.45442367,3.12656469,3.04392313,0.05587767,3.09284195,0.86756138,0.52186098
-4.99149575,8.52882127,0.02302456,1.48916525,3.19199382,3.06364459,0.05525816,3.14167843,0.88039335,0.53437565
-4.98549275,8.63114767,0.02323038,1.51939666,3.24924004,3.07837806,0.05461984,3.19022638,0.89310832,0.54665248
-4.97948974,8.71951013,0.02352319,1.54425721,3.29647245,3.08729826,0.05396465,3.23694975,0.90513543,0.55842426
-4.97348674,8.79061991,0.02389880,1.56301371,3.33210464,3.08973701,0.05329572,3.28036690,0.91595150,0.56942871
-4.96748374,8.84164198,0.02435233,1.57507816,3.35483126,3.08519913,0.05261749,3.31908262,0.92509174,0.57941433
-4.96148074,8.87025543,0.02487825,1.58002157,3.36365609,3.07337150,0.05193560,3.35181732,0.93215875,0.58814601
-4.95547774,8.87469680,0.02547034,1.57758338,3.35791094,3.05412529,0.05125672,3.37743276,0.93682941,0.59541014
-4.94947474,8.85378573,0.02612162,1.56767635,3.33726469,3.02751165,0.05058825,3.39495371,0.93885946,0.60101923
-4.94347174,8.80693287,0.02682435,1.55038663,3.30172272,2.99375143,0.04993785,3.40358513,0.93808571,0.60481579
-4.93746873,8.73413074,0.02756992,1.52596913,3.25161664,2.95321998,0.04931299,3.40272459,0.93442563,0.60667555
-4.93146573,8.63592892,0.02834884,1.49483824,3.18758514,2.90642777,0.04872043,3.39196964,0.92787463,0.60650976
-4.92546273,8.51339509,0.02915069,1.45755432,3.11054685,2.85399833,0.04816563,3.37112032,0.91850102,0.60426657
-4.91945973,8.36806444,0.02996417,1.41480630,3.02166630,2.79664441,0.04765237,3.34017680,0.90643894,0.59993157
-4.91345673,8.20187977,0.03077717,1.36739101,2.92231449,2.73514377,0.04718224,3.29933249,0.89187984,0.59352734
-4.90745373,8.01712508,0.03157691,1.31618999,2.81402564,2.67031565,0.04675442,3.24896327,0.87506266,0.58511211
-4.90145073,7.81635561,0.03235009,1.26214439,2.69845168,2.60299886,0.04636551,3.18961321,0.85626349,0.57477763
-4.89544772,7.60232703,0.03308320,1.20622890,2.57731626,2.53403240,0.04600950,3.12197772,0.83578503,0.56264626
-4.88944472,7.37792649,0.03376282,1.14942555,2.45236986,2.46423917,0.04567796,3.04688486,0.81394643,0.54886753
-4.88344172,7.14610802,0.03437599,1.09269815,2.32534745,2.39441318,0.04536039,2.96527564,0.79107407,0.53361415
-4.87743872,6.90983416,0.03491061,1.03696825,2.19793013,2.32531044,0.04504462,2.87818425,0.76749340,0.51707785
-4.87143572,6.67202568,0.03535594,0.98309337,2.07171174,2.25764345,0.04471753,2.78671889,0.74352247,0.49946499
-4.86543272,6.43552023,0.03570297,0.93184809,1.94817141,2.19207907,0.04436564,2.69204401,0.71946706,0.48099228
-4.85942971,6.20304077,0.03594492,0.88390867,1.82865242,2.12923923,0.04397599,2.59536432,0.69561760,0.46188262
-4.85342671,5.97717358,0.03607764,0.83984159,1.71434779,2.06970406,0.04353687,2.49791110,0.67224780,0.44236135
-4.84742371,5.76035561,0.03609995,0.80009623,1.60629248,2.01401661,0.04303866,2.40093092,0.64961482,0.42265287
-4.84142071,5.55487000,0.03601388,0.76500192,1.50536192,1.96268857,0.04247453,2.30567657,0.62796070,0.40297772
-4.83541771,5.36284866,0.03582492,0.73476922,1.41227629,1.91620608,0.04184107,2.21340021,0.60751474,0.38355020
-4.82941471,5.18628010,0.03554202,0.70949538,1.32760969,1.87503518,0.04113883,2.12534809,0.58849641,0.36457656
-4.82341171,5.02702077,0.03517752,0.68917348,1.25180349,1.83962610,0.04037261,2.04275641,0.57111843,0.34625354
-4.81740870,4.88680784,0.03474702,0.67370484,1.18518248,1.81041593,0.03955170,1.96684760,0.55558960,0.32876741
-4.81140570,4.76727169,0.03426896,0.66291401,1.12797288,1.78782946,0.03868981,1.89882631,0.54211703,0.31229329
-4.80540270,4.66994601,0.03376427,0.65656569,1.08032102,1.77227769,0.03780488,1.83987435,0.53090745,0.29699468
-4.79939970,4.59627417,0.03325571,0.65438268,1.04231144,1.76415434,0.03691869,1.79114401,0.52216739,0.28302309
-4.79339670,4.54761029,0.03276729,0.65606403,1.01398346,1.76383006,0.03605632,1.75374905,0.51610207,0.27051769
-4.78739370,4.52521405,0.03232347,0.66130251,0.99534524,1.77164485,0.03524540,1.72875309,0.51291296,0.25960482
-4.78139070,4.53023870,0.03194844,0.66980060,0.98638452,1.78789891,0.03451536,1.71715494,0.51279397,0.25039735
-4.77538769,4.56371192,0.03166528,0.68128410,0.98707540,1.81284228,0.03389647,1.71987104,0.51592645,0.24299385
-4.76938469,4.62650971,0.03149523,0.69551282,0.99738090,1.84666379,0.03341890,1.73771491,0.52247312,0.23747738
-4.76338169,4.71932396,0.03145686,0.71228777,1.01725097,1.88947984,0.03311176,1.77137427,0.53257123,0.23391419
-4.75737869,4.84262464,0.03156550,0.73145442,1.04661619,1.94132330,0.03300210,1.82138611,0.54632513,0.23235207
-4.75137569,4.99661792,0.03183256,0.75290199,1.08537732,2.00213323,0.03311402,1.88811074,0.56379868,0.23281855
-4.74537269,5.18120200,0.03226513,0.77655877,1.13339147,2.07174556,0.03346779,1.97170578,0.58500779,0.23531915
-4.73936968,5.39592251,0.03286561,0.80238360,1.19045548,2.14988529,0.03407907,2.07210104,0.60991340,0.23983545
-4.73336668,5.63992982,0.03363150,0.83035427,1.25628757,2.23616038,0.03495830,2.18897577,0.63841529,0.24632350
-4.72736368,5.91194054,0.03455539,0.86045325,1.33050848,2.33005769,0.03611012,2.32173953,0.67034715,0.25471244
-4.72136068,6.21020582,0.03562498,0.89265166,1.41262314,2.43094109,0.03753298,2.46951798,0.70547296,0.26490352
-4.71535768,6.53248889,0.03682338,0.92689251,1.50200436,2.53805205,0.03921890,2.63114496,0.74348530,0.27676970
-4.70935468,6.87605427,0.03812944,0.96307415,1.59787978,2.65051281,0.04115338,2.80516207,0.78400560,0.29015598
-4.70335168,7.23767089,0.03951827,1.00103503,1.69932319,2.76733229,0.04331540,2.98982673,0.82658661,0.30488040
-4.69734867,7.61363095,0.04096184,1.04054079,1.80525149,2.88741501,0.04567769,3.18312961,0.87071725,0.32073596
-4.69134567,7.99978595,0.04242963,1.08127457,1.91442803,3.00957296,0.04820708,3.38282168,0.91582989,0.33749342
-4.68534267,8.39160057,0.04388950,1.12283140,2.02547284,3.13254068,0.05086499,3.58645117,0.96131007,0.35490492
-4.67933967,8.78422471,0.04530843,1.16471722,2.13688035,3.25499348,0.05360818,3.79140993,1.00650846,0.37270850
-4.67333667,9.17258261,0.04665340,1.20635279,2.24704407,3.37556881,0.05638950,3.99498844,1.05075504,0.39063331
-4.66733367,9.55147770,0.04789228,1.24708280,2.35428815,3.49289044,0.05915889,4.19443803,1.09337497,0.40840547
-4.66133067,9.91571041,0.04899469,1.28618973,2.45690474,3.60559538,0.06186445,4.38703864,1.13370596,0.42575425
-4.65532766,10.26020562,0.04993280,1.32291221,2.55319599,3.71236283,0.06445356,4.57016984,1.17111643,0.44241858
-4.64932466,10.58014534,0.05068213,1.35646707,2.64151924,3.81194443,0.06687415,4.74138244,1.20502397,0.45815340
-4.64332166,10.87110191,0.05122220,1.38607410,2.72033349,3.90319523,0.06907595,4.89846806,1.23491336,0.47273575
