energy_ev,total_up,Mn_p_up,Mn_d_up,N_s_up,N_p_up,Pt_p_up,Pt_d_up,Se_s_up,Se_p_up
-0.27313657,2.76360205,0.30774332,1.54604695,0.04253789,0.31592906,0.46618753,0.53715134,0.06476518,0.24797410
-0.26713357,2.76745526,0.30405764,1.55206789,0.04242776,0.31526823,0.46476933,0.53732331,0.06445326,0.24477895
-0.26113057,2.77691496,0.30093588,1.56137400,0.04225876,0.31532336,0.46377028,0.53881927,0.06413868,0.24175320
-0.25512756,2.79216000,0.29845592,1.57401219,0.04203269,0.31615544,0.46319705,0.54163906,0.06382855,0.23897159
-0.24912456,2.81332628,0.29668386,1.59001892,0.04175257,0.31781321,0.46305039,0.54576934,0.06353132,0.23650234
-0.24312156,2.84049566,0.29567210,1.60941975,0.04142259,0.32032808,0.46332359,0.55118099,0.06325644,0.23440404
-0.23711856,2.87368574,0.29545796,1.63222799,0.04104802,0.32370979,0.46400133,0.55782696,0.06301398,0.23272316
-0.23111556,2.91284073,0.29606298,1.65844247,0.04063509,0.32794298,0.46505916,0.56564046,0.06281408,0.23149211
-0.22511256,2.95782367,0.29749285,1.68804417,0.04019103,0.33298481,0.46646336,0.57453386,0.06266651,0.23072809
-0.21910955,3.00841023,0.29973792,1.72099186,0.03972399,0.33876386,0.46817141,0.58439812,0.06258004,0.23043260
-0.21310655,3.06428430,0.30277431,1.75721686,0.03924300,0.34518021,0.47013272,0.59510303,0.06256195,0.23059175
-0.20710355,3.12503571,0.30656555,1.79661719,0.03875801,0.35210689,0.47228983,0.60649821,0.06261743,0.23117719
-0.20110055,3.19016023,0.31106454,1.83905148,0.03827979,0.35939249,0.47457987,0.61841489,0.06274916,0.23214774
-0.19509755,3.25906220,0.31621589,1.88433302,0.03781991,0.36686498,0.47693612,0.63066857,0.06295690,0.23345147
-0.18909455,3.33105991,0.32195836,1.93222460,0.03739063,0.37433646,0.47928985,0.64306235,0.06323722,0.23502821
-0.18309155,3.40539374,0.32822739,1.98243448,0.03700480,0.38160880,0.48157214,0.65539098,0.06358335,0.23681233
-0.17708854,3.48123736,0.33495752,2.03461412,0.03667567,0.38847973,0.48371565,0.66744547,0.06398518,0.23873560
-0.17108554,3.55771147,0.34208461,2.08835803,0.03641667,0.39474932,0.48565638,0.67901804,0.06442945,0.24073003
-0.16508254,3.63390018,0.34954772,2.14320607,0.03624119,0.40022648,0.48733522,0.68990735,0.06490010,0.24273057
-0.15907954,3.70886930,0.35729067,2.19864834,0.03616227,0.40473518,0.48869936,0.69992361,0.06537869,0.24467745
-0.15307654,3.78168623,0.36526301,2.25413271,0.03619228,0.40812014,0.48970340,0.70889353,0.06584511,0.24651814
-0.14707354,3.85144051,0.37342059,2.30907477,0.03634255,0.41025181,0.49031014,0.71666477,0.06627826,0.24820881
-0.14107054,3.91726438,0.38172548,2.36286991,0.03662309,0.41103030,0.49049114,0.72310977,0.06665691,0.24971525
-0.13506753,3.97835251,0.39014543,2.41490692,0.03704222,0.41038825,0.49022686,0.72812867,0.06696054,0.25101311
-0.12906453,4.03397989,0.39865278,2.46458261,0.03760628,0.40829232,0.48950647,0.73165133,0.06717028,0.25208772
-0.12306153,4.08351728,0.40722297,2.51131665,0.03831938,0.40474360,0.48832735,0.73363825,0.06726971,0.25293319
-0.11705853,4.12644350,0.41583273,2.55456593,0.03918325,0.39977655,0.48669433,0.73408046,0.06724568,0.25355113
-0.11105553,4.16235392,0.42445793,2.59383778,0.04019711,0.39345690,0.48461865,0.73299839,0.06708895,0.25394901
-0.10505253,4.19096513,0.43307151,2.62870130,0.04135768,0.38587843,0.48211677,0.73043978,0.06679476,0.25413811
-0.09904952,4.21211550,0.44164131,2.65879638,0.04265931,0.37715904,0.47920908,0.72647689,0.06636321,0.25413148
-0.09304652,4.22576197,0.45012830,2.68384013,0.04409415,0.36743602,0.47591869,0.72120308,0.06579946,0.25394182
-0.08704352,4.23197345,0.45848500,2.70363032,0.04565248,0.35686112,0.47227027,0.71472909,0.06511373,0.25357955
-0.08104052,4.23092139,0.46665467,2.71804618,0.04732312,0.34559544,0.46828907,0.70717917,0.06432113,0.25305106
-0.07503752,4.22286842,0.47457093,2.72704641,0.04909384,0.33380450,0.46400030,0.69868734,0.06344133,0.25235754
-0.06903452,4.20815573,0.48215836,2.73066508,0.05095194,0.32165360,0.45942877,0.68939398,0.06249802,0.25149406
-0.06303152,4.18719014,0.48933376,2.72900563,0.05288476,0.30930386,0.45459897,0.67944281,0.06151826,0.25044943
-0.05702851,4.16043172,0.49600835,2.72223367,0.05488015,0.29690884,0.44953552,0.66897856,0.06053167,0.24920648
-0.05102551,4.12838242,0.50209065,2.71056904,0.05692699,0.28461204,0.44426399,0.65814515,0.05956957,0.24774298
-0.04502251,4.09157644,0.50749018,2.69427774,0.05901553,0.27254519,0.43881207,0.64708459,0.05866406,0.24603305
-0.03901951,4.05057249,0.51212152,2.67366416,0.06113764,0.26082739,0.43321098,0.63593636,0.05784701,0.24404906
-0.03301651,4.00594803,0.51590884,2.64906398,0.06328696,0.24956495,0.42749699,0.62483735,0.05714909,0.24176377
-0.02701351,3.95829542,0.51879041,2.62083797,0.06545875,0.23885195,0.42171299,0.61392196,0.05659887,0.23915274
-0.02101051,3.90821952,0.52072302,2.58936683,0.06764977,0.22877129,0.41590997,0.60332249,0.05622190,0.23619672
-0.01500750,3.85633642,0.52168584,2.55504706,0.06985776,0.21939604,0.41014822,0.59316938,0.05603994,0.23288395
-0.00900450,3.80327254,0.52168367,2.51828767,0.07208099,0.21079113,0.40449815,0.58359132,0.05607027,0.22921218
-0.00300150,3.74966367,0.52074920,2.47950765,0.07431748,0.20301488,0.39904073,0.57471503,0.05632514,0.22519030
0.00300150,3.69615333,0.51894411,2.43913378,0.07656428,0.19612054,0.39386721,0.56666460,0.05681136,0.22083945
0.00900450,3.64338988,0.51635894,2.39759864,0.07881667,0.19015749,0.38907841,0.55956037,0.05753010,0.21619354
0.01500750,3.59202220,0.51311161,2.35533851,0.08106733,0.18517211,0.38478320,0.55351726,0.05847675,0.21129913
0.02101051,3.54269357,0.50934460,2.31279085,0.08330569,0.18120817,0.38109650,0.54864283,0.05964112,0.20621474
0.02701351,3.49603387,0.50522093,2.27039134,0.08551737,0.17830673,0.37813663,0.54503476,0.06100766,0.20100948
0.03301651,3.45265018,0.50091908,2.22857023,0.08768383,0.17650559,0.37602217,0.54277832,0.06255592,0.19576118
0.03901951,3.41311610,0.49662698,2.18774803,0.08978226,0.17583821,0.37486850,0.54194357,0.06426117,0.19055418
0.04502251,3.37796008,0.49253551,2.14833060,0.09178576,0.17633221,0.37478395,0.54258275,0.06609513,0.18547666
0.05102551,3.34765351,0.48883169,2.11070370,0.09366384,0.17800763,0.37586601,0.54472783,0.06802677,0.18061792
0.05702851,3.32259872,0.48569189,2.07522710,0.09538319,0.18087483,0.37819739,0.54838843,0.07002329,0.17606560
0.06303152,3.30311770,0.48327547,2.04222845,0.09690872,0.18493236,0.38184238,0.55355016,0.07205101,0.17190299
0.06903452,3.28944188,0.48171898,2.01199714,0.09820481,0.19016487,0.38684352,0.56017357,0.07407634,0.16820659
0.07503752,3.28170333,0.48113137,1.98477821,0.09923683,0.19654108,0.39321863,0.56819367,0.07606668,0.16504396
0.08104052,3.27992778,0.48159022,1.96076656,0.09997264,0.20401207,0.40095857,0.57752009,0.07799124,0.16247208
0.08704352,3.28402968,0.48313924,1.94010164,0.10038418,0.21251002,0.41002555,0.58803778,0.07982177,0.16053608
0.09304652,3.29380947,0.48578716,1.92286273,0.10044901,0.22194739,0.42035225,0.59960842,0.08153310,0.15926851
0.09904952,3.30895312,0.48950783,1.90906501,0.10015166,0.23221667,0.43184178,0.61207223,0.08310351,0.15868913
0.10505253,3.32903406,0.49424168,1.89865658,0.09948477,0.24319093,0.44436847,0.62525030,0.08451503,0.15880511
0.11105553,3.35351749,0.49989832,1.89151653,0.09844997,0.25472493,0.45777951,0.63894735,0.08575338,0.15961166
0.11705853,3.38176705,0.50636009,1.88745436,0.09705837,0.26665705,0.47189750,0.65295475,0.08680788,0.16109304
0.12306153,3.41305389,0.51348644,1.88621078,0.09533070,0.27881191,0.48652380,0.66705393,0.08767115,0.16322379
0.12906453,3.44656805,0.52111883,1.88746012,0.09329705,0.29100365,0.50144261,0.68101987,0.08833870,0.16597015
0.13506753,3.48143214,0.52908605,1.89081453,0.09099622,0.30303984,0.51642572,0.69462493,0.08880836,0.16929158
0.14107054,3.51671713,0.53720953,1.89583002,0.08847475,0.31472583,0.53123783,0.70764272,0.08907983,0.17314223
0.14707354,3.55146026,0.54530859,1.90201441,0.08578553,0.32586952,0.54564225,0.71985203,0.08915398,0.17747240
0.15307654,3.58468459,0.55320538,1.90883728,0.08298628,0.33628625,0.55940678,0.73104089,0.08903243,0.18222980
0.15907954,3.61542005,0.56072931,1.91574157,0.08013772,0.34580383,0.57230966,0.74101049,0.08871705,0.18736055
0.16508254,3.64272537,0.56772088,1.92215694,0.07730166,0.35426727,0.58414537,0.74957907,0.08820957,0.19281011
0.17108554,3.66571038,0.57403485,1.92751434,0.07453906,0.36154327,0.59472996,0.75658556,0.08751146,0.19852371
0.17708854,3.68355799,0.57954263,1.93126136,0.07190809,0.36752408,0.60390585,0.76189287,0.08662376,0.20444675
0.18309155,3.69554499,0.58413391,1.93287800,0.06946228,0.37213071,0.61154579,0.76539085,0.08554720,0.21052474
0.18909455,3.70106094,0.58771763,1.93189207,0.06724889,0.37531521,0.61755581,0.76699856,0.08428242,0.21670319
0.19509755,3.69962414,0.59022227,1.92789362,0.06530740,0.37706194,0.62187713,0.76666596,0.08283027,0.22292724
0.20110055,3.69089408,0.59159547,1.92054772,0.06366835,0.37738775,0.62448669,0.76437475,0.08119223,0.22914120
0.20710355,3.67467943,0.59180331,1.90960498,0.06235248,0.37634107,0.62539655,0.76013840,0.07937087,0.23528803
0.21310655,3.65094121,0.59082908,1.89490914,0.06137012,0.37399976,0.62465188,0.75400117,0.07737037,0.24130888
0.21910955,3.61979072,0.58867187,1.87640137,0.06072096,0.37046796,0.62232779,0.74603631,0.07519691,0.24714274
0.22511256,3.58148213,0.58534492,1.85412090,0.06039423,0.36587197,0.61852510,0.73634326,0.07285910,0.25272615
0.23111556,3.53639997,0.58087391,1.82820193,0.06036906,0.36035523,0.61336513,0.72504409,0.07036825,0.25799331
0.23711856,3.48504200,0.57529529,1.79886681,0.06061528,0.35407274,0.60698391,0.71227924,0.06773852,0.26287626
0.24312156,3.42799825,0.56865460,1.76641597,0.06109447,0.34718511,0.59952595,0.69820274,0.06498695,0.26730559
0.24912456,3.36592713,0.56100495,1.73121484,0.06176120,0.33985243,0.59113798,0.68297718,0.06213334,0.27121122
0.25512756,3.29953000,0.55240557,1.69367866,0.06256462,0.33222832,0.58196280,0.66676852,0.05919995,0.27452373
0.26113057,3.22952539,0.54292058,1.65425591,0.06345005,0.32445434,0.57213382,0.64974120,0.05621113,0.27717582
0.26713357,3.15662429,0.53261787,1.61341122,0.06436077,0.31665512,0.56177029,0.63205358,0.05319279,0.27910406
0.27313657,3.08150787,0.52156812,1.57160874,0.06523985,0.30893437,0.55097357,0.61385404,0.05017183,0.28025088
0.27913957,3.00480886,0.50984401,1.52929695,0.06603195,0.30137188,0.53982469,0.59527796,0.04717552,0.28056656
0.28514257,2.92709745,0.49751949,1.48689558,0.06668502,0.29402185,0.52838319,0.57644557,0.04423087,0.28001141
0.29114557,2.84887263,0.48466929,1.44478546,0.06715197,0.28691234,0.51668728,0.55746095,0.04136406,0.27855771
0.29714857,2.77055918,0.47136840,1.40330168,0.06739199,0.28004611,0.50475538,0.53841201,0.03859986,0.27619163
0.30315158,2.69251036,0.45769182,1.36273042,0.06737181,0.27340262,0.49258885,0.51937150,0.03596123,0.27291486
0.30915458,2.61501599,0.44371432,1.32330937,0.06706655,0.26694106,0.48017568,0.50039903,0.03346898,0.26874592
0.31515758,2.53831511,0.42951033,1.28523158,0.06646035,0.26060443,0.46749499,0.48154367,0.03114154,0.26372105
0.32116058,2.46261229,0.41515396,1.24865224,0.06554666,0.25432411,0.45452197,0.46284720,0.02899483,0.25789471
0.32716358,2.38809614,0.40071904,1.21369768,0.06432818,0.24802504,0.44123305,0.44434766,0.02704233,0.25133954
0.33316658,2.31495875,0.38627930,1.18047592,0.06281649,0.24163091,0.42761079,0.42608281,0.02529510,0.24414579
0.33916958,2.24341439,0.37190850,1.14908764,0.06103146,0.23506925,0.41364845,0.40809357,0.02376201,0.23642030
0.34517259,2.17371602,0.35768060,1.11963671,0.05900028,0.22827621,0.39935377,0.39042679,0.02244989,0.22828486
0.35117559,2.10616827,0.34366987,1.09223948,0.05675639,0.22120059,0.38475172,0.37313747,0.02136381,0.21987418
0.35717859,2.04113564,0.32995083,1.06703170,0.05433811,0.21380710,0.36988632,0.35629011,0.02050723,0.21133338
0.36318159,1.97904514,0.31659812,1.04417271,0.05178734,0.20607873,0.35482104,0.33995913,0.01988224,0.20281505
0.36918459,1.92038292,0.30368611,1.02384622,0.04914799,0.19801795,0.33963811,0.32422822,0.01948963,0.19447607
0.37518759,1.86568459,0.29128826,1.00625758,0.04646461,0.18964693,0.32443663,0.30918879,0.01932893,0.18647412
0.38119060,1.81551980,0.27947625,0.99162749,0.04378092,0.18100674,0.30932959,0.29493746,0.01939841,0.17896401
0.38719360,1.77047160,0.26831881,0.98018249,0.04113860,0.17215556,0.29444010,0.28157280,0.01969497,0.17209404
0.39319660,1.73111177,0.25788031,0.97214278,0.03857607,0.16316616,0.27989694,0.26919145,0.02021390,0.16600222
0.39919960,1.69797336,0.24821914,0.96770812,0.03612756,0.15412272,0.26582974,0.25788387,0.02094875,0.16081274
0.40520260,1.67152224,0.23938592,0.96704264,0.03382239,0.14511727,0.25236414,0.24773000,0.02189096,0.15663260
0.41120560,1.65212908,0.23142173,0.97025981,0.03168439,0.13624588,0.23961708,0.23879498,0.02302968,0.15354850
0.41720860,1.64004379,0.22435631,0.97740835,0.02973165,0.12760493,0.22769262,0.23112526,0.02435150,0.15162420
0.42321161,1.63537390,0.21820645,0.98846039,0.02797641,0.11928752,0.21667835,0.22474538,0.02584026,0.15089836
0.42921461,1.63806838,0.21297471,1.00330257,0.02642518,0.11138028,0.20664281,0.21965545,0.02747697,0.15138293
0.43521761,1.64790802,0.20864845,1.02173107,0.02507912,0.10396073,0.19763378,0.21582966,0.02923980,0.15306221
0.44122061,1.66450343,0.20519945,1.04345093,0.02393446,0.09709520,0.18967770,0.21321588,0.03110420,0.15589264
0.44722361,1.68730074,0.20258406,1.06808008,0.02298313,0.09083750,0.18278020,0.21173632,0.03304319,0.15980329
0.45322661,1.71559524,0.20074399,1.09515800,0.02221349,0.08522827,0.17692757,0.21128936,0.03502773,0.16469717
0.45922961,1.74855243,0.19960776,1.12415876,0.02161109,0.08029503,0.17208920,0.21175246,0.03702726,0.17045335
0.46523262,1.78523554,0.19909272,1.15450786,0.02115945,0.07605286,0.16822074,0.21298595,0.03901029,0.17692970
0.47123562,1.82463822,0.19910773,1.18560210,0.02084086,0.07250567,0.16526778,0.21483765,0.04094517,0.18396648
0.47723862,1.86572104,0.19955621,1.21683134,0.02063713,0.06964786,0.16316997,0.21714808,0.04280084,0.19139037
0.48324162,1.90744968,0.20033960,1.24760120,0.02053022,0.06746645,0.16186506,0.21975600,0.04454764,0.19901911
0.48924462,1.94883332,0.20136103,1.27735535,0.02050287,0.06594325,0.16129298,0.22250405,0.04615807,0.20666642
0.49524762,1.98896094,0.20252893,1.30559626,0.02053902,0.06505727,0.16139943,0.22524424,0.04760755,0.21414710
0.50125063,2.02703407,0.20376056,1.33190325,0.02062418,0.06478696,0.16213902,0.22784313,0.04887507,0.22128215
0.50725363,2.06239431,0.20498526,1.35594706,0.02074564,0.06511245,0.16347768,0.23018631,0.04994370,0.22790371
0.51325663,2.09454432,0.20614713,1.37750000,0.02089256,0.06601738,0.16539426,0.23218215,0.05080100,0.23385968
0.51925963,2.12316157,0.20720720,1.39644143,0.02105592,0.06749050,0.16788132,0.23376458,0.05143930,0.23901772
0.52526263,2.14810426,0.20814487,1.41275832,0.02122844,0.06952691,0.17094497,0.23489486,0.05185569,0.24326869
0.53126563,2.16940946,0.20895859,1.42654096,0.02140433,0.07212882,0.17460400,0.23556225,0.05205207,0.24652925
0.53726863,2.18728393,0.20966573,1.43797437,0.02157900,0.07530588,0.17888817,0.23578360,0.05203483,0.24874354
0.54327164,2.20208831,0.21030172,1.44732601,0.02174879,0.07907513,0.18383588,0.23560187,0.05181457,0.24988402
0.54927464,2.21431593,0.21091846,1.45493053,0.02191065,0.08346051,0.18949148,0.23508377,0.05140559,0.24995132
0.55527764,2.22456737,0.21158210,1.46117268,0.02206177,0.08849195,0.19590209,0.23431655,0.05082543,0.24897321
0.56128064,2.23352253,0.21237024,1.46646931,0.02219940,0.09420421,0.20311446,0.23340411,0.05009426,0.24700278
0.56728364,2.24191136,0.21336887,1.47125148,0.02232056,0.10063535,0.21117173,0.23246276,0.04923427,0.24411584
0.57328664,2.25048489,0.21466891,1.47594751,0.02242195,0.10782503,0.22011045,0.23161657,0.04826912,0.24040782
0.57928964,2.25998773,0.21636271,1.48096788,0.02249987,0.11581260,0.22995786,0.23099270,0.04722334,0.23599014
0.58529265,2.27113301,0.21854059,1.48669230,0.02255025,0.12463508,0.24072957,0.23071679,0.04612182,0.23098636
0.59129565,2.28458043,0.22128742,1.49345950,0.02256871,0.13432507,0.25242777,0.23090859,0.04498936,0.22552815
0.59729865,2.30091796,0.22467953,1.50155962,0.02255079,0.14490864,0.26503985,0.23167793,0.04385019,0.21975133
0.60330165,2.32064704,0.22878180,1.51122924,0.02249215,0.15640315,0.27853753,0.23312117,0.04272766,0.21379195
0.60930465,2.34417138,0.23364519,1.52264865,0.02238883,0.16881527,0.29287649,0.23531815,0.04164387,0.20778270
0.61530765,2.37178872,0.23930463,1.53594084,0.02223755,0.18213893,0.30799627,0.23832970,0.04061938,0.20184957
0.62131066,2.40368516,0.24577722,1.55117187,0.02203598,0.19635350,0.32382064,0.24219576,0.03967294,0.19610896
0.62731366,2.43993143,0.25306094,1.56835184,0.02178301,0.21142204,0.34025804,0.24693403,0.03882125,0.19066513
0.63331666,2.48048061,0.26113365,1.58743615,0.02147901,0.22728982,0.35720235,0.25253919,0.03807867,0.18560815
0.63931966,2.52516670,0.26995246,1.60832650,0.02112595,0.24388304,0.37453359,0.25898260,0.03745699,0.18101227
0.64532266,2.57370402,0.27945355,1.63087156,0.02072757,0.26110789,0.39211890,0.26621255,0.03696521,0.17693473
0.65132566,2.62568718,0.28955231,1.65486703,0.02028941,0.27884993,0.40981337,0.27415495,0.03660931,0.17341501
0.65732866,2.68059185,0.30014387,1.68005542,0.01981878,0.29697399,0.42746110,0.28271443,0.03639206,0.17047449
0.66333167,2.73777687,0.31110409,1.70612575,0.01932471,0.31532450,0.44489631,0.29177592,0.03631289,0.16811653
0.66933467,2.79648807,0.32229101,1.73271356,0.01881783,0.33372646,0.46194467,0.30120668,0.03636784,0.16632699
0.67533767,2.85586457,0.33354677,1.75940197,0.01831016,0.35198700,0.47842482,0.31085868,0.03654956,0.16507513
0.68134067,2.91494840,0.34470013,1.78572411,0.01781497,0.36989771,0.49415035,0.32057152,0.03684745,0.16431487
0.68734367,2.97269782,0.35556946,1.81116773,0.01734652,0.38723758,0.50893206,0.33017567,0.03724794,0.16398656
0.69334667,3.02800510,0.36596638,1.83518227,0.01691985,0.40377673,0.52258080,0.33949621,0.03773482,0.16401902
0.69934967,3.07971873,0.37569989,1.85718877,0.01655061,0.41928078,0.53491071,0.34835682,0.03828980,0.16433192
0.70535268,3.12667022,0.38458098,1.87659268,0.01625480,0.43351577,0.54574295,0.35658421,0.03889314,0.16483860
0.71135568,3.16770480,0.39242763,1.89279945,0.01604862,0.44625360,0.55490986,0.36401255,0.03952439,0.16544891
0.71735868,3.20171535,0.39907003,1.90523241,0.01594827,0.45727778,0.56225935,0.37048820,0.04016318,0.16607242
0.72336168,3.22767818,0.40435587,1.91335236,0.01596979,0.46638927,0.56765948,0.37587415,0.04079009,0.16662155
0.72936468,3.24468941,0.40815548,1.91667800,0.01612888,0.47341227,0.57100293,0.38005440,0.04138753,0.16701468
0.73536768,3.25199987,0.41036661,1.91480609,0.01644072,0.47819965,0.57221118,0.38293776,0.04194050,0.16717911
0.74137069,3.24904703,0.41091864,1.90743029,0.01691974,0.48063781,0.57123820,0.38446115,0.04243733,0.16705372
0.74737369,3.23548185,0.40977587,1.89435748,0.01757941,0.48065083,0.56807336,0.38459206,0.04287025,0.16659118
0.75337669,3.21118911,0.40693990,1.87552064,0.01843193,0.47820351,0.56274335,0.38333009,0.04323581,0.16575966
0.75937969,3.17629959,0.40245077,1.85098718,0.01948791,0.47330337,0.55531298,0.38070742,0.04353506,0.16454395
0.76538269,3.13119332,0.39638678,1.82096225,0.02075604,0.46600125,0.54588476,0.37678822,0.04377356,0.16294589
0.77138569,3.07649329,0.38886298,1.78578647,0.02224265,0.45639067,0.53459707,0.37166687,0.04396111,0.16098418
0.77738869,3.01304950,0.38002837,1.74592813,0.02395133,0.44460579,0.52162113,0.36546514,0.04411132,0.15869342
0.78339170,2.94191420,0.37006182,1.70197014,0.02588247,0.43081810,0.50715668,0.35832833,0.04424094,0.15612264
0.78939470,2.86430909,0.35916688,1.65459215,0.02803294,0.41523191,0.49142671,0.35042063,0.04436906,0.15333319
0.79539770,2.78158627,0.34756580,1.60454892,0.03039570,0.39807895,0.47467124,0.34191986,0.04451616,0.15039628
0.80140070,2.69518463,0.33549289,1.55264588,0.03295954,0.37961209,0.45714069,0.33301173,0.04470312,0.14739016
0.80740370,2.60658398,0.32318758,1.49971318,0.03570897,0.36009865,0.43908891,0.32388413,0.04495021,0.14439714
0.81340670,2.51725909,0.31088750,1.44657957,0.03862417,0.33981339,0.42076631,0.31472136,0.04527612,0.14150068
0.81940970,2.42863577,0.29882179,1.39404727,0.04168113,0.31903159,0.40241338,0.30569892,0.04569710,0.13878246
0.82541271,2.34205114,0.28720502,1.34286918,0.04485198,0.29802241,0.38425485,0.29697877,0.04622623,0.13631984
0.83141571,2.25871951,0.27623196,1.29372930,0.04810542,0.27704282,0.36649475,0.28870547,0.04687289,0.13418365
0.83741871,2.17970552,0.26607318,1.24722723,0.05140736,0.25633218,0.34931255,0.28100317,0.04764241,0.13243631
0.84342171,2.10590495,0.25687190,1.20386704,0.05472173,0.23610786,0.33286048,0.27397363,0.04853598,0.13113059
0.84942471,2.03803384,0.24874193,1.16405101,0.05801132,0.21656175,0.31726209,0.26769527,0.04955073,0.13030872
0.85542771,1.97662554,0.24176668,1.12807785,0.06123873,0.19785788,0.30261199,0.26222309,0.05068005,0.13000206
0.86143072,1.92203514,0.23599934,1.09614520,0.06436744,0.18013106,0.28897673,0.25758954,0.05191412,0.13023116
0.86743372,1.87445034,0.23146392,1.06835586,0.06736271,0.16348663,0.27639660,0.25380609,0.05324044,0.13100617
0.87343672,1.83390743,0.22815709,1.04472688,0.07019253,0.14800106,0.26488830,0.25086540,0.05464464,0.13232761
0.87943972,1.80031102,0.22605063,1.02520089,0.07282842,0.13372339,0.25444807,0.24874378,0.05611122,0.13418724
0.88544272,1.77345606,0.22509428,1.00965862,0.07524608,0.12067739,0.24505530,0.24740399,0.05762433,0.13656916
0.89144572,1.75305079,0.22521884,0.99793201,0.07742586,0.10886420,0.23667620,0.24679800,0.05916852,0.13945087
0.89744872,1.73873936,0.22633935,0.98981697,0.07935303,0.09826533,0.22926747,0.24686972,0.06072939,0.14280446
0.90345173,1.73012316,0.22835825,0.98508549,0.08101785,0.08884598,0.22277977,0.24755747,0.06229417,0.14659763
0.90945473,1.72678018,0.23116843,0.98349642,0.08241543,0.08055830,0.21716085,0.24879629,0.06385219,0.15079481
0.91545773,1.72828187,0.23465608,0.98480484,0.08354539,0.07334466,0.21235829,0.25051989,0.06539514,0.15535812
0.92146073,1.73420747,0.23870343,0.98876994,0.08441145,0.06714080,0.20832179,0.25266240,0.06691730,0.16024840
0.92746373,1.74415588,0.24319127,0.99516130,0.08502081,0.06187866,0.20500497,0.25515980,0.06841560,0.16542621
0.93346673,1.75775528,0.24800142,1.00376401,0.08538359,0.05748899,0.20236681,0.25795126,0.06988963,0.17085290
0.93946973,1.77467089,0.25301908,1.01438250,0.08551215,0.05390354,0.20037262,0.26098036,0.07134148,0.17649171
0.94547274,1.79461137,0.25813521,1.02684368,0.08542053,0.05105696,0.19899472,0.26419618,0.07277565,0.18230900
0.95147574,1.81733400,0.26324884,1.04099930,0.08512398,0.04888824,0.19821283,0.26755455,0.07419883,0.18827555
0.95747874,1.84264917,0.26826947,1.05672789,0.08463848,0.04734186,0.19801420,0.27101913,0.07561973,0.19436794
0.96348174,1.87042400,0.27311935,1.07393627,0.08398056,0.04636853,0.19839359,0.27456267,0.07704890,0.20056990
0.96948474,1.90058518,0.27773577,1.09256061,0.08316713,0.04592564,0.19935303,0.27816812,0.07849849,0.20687366
0.97548774,1.93312071,0.28207303,1.11256695,0.08221544,0.04597738,0.20090137,0.28182969,0.07998218,0.21328111
0.98149075,1.96808016,0.28610424,1.13395098,0.08114321,0.04649454,0.20305373,0.28555371,0.08151491,0.21980473
0.98749375,2.00557293,0.28982254,1.15673687,0.07996877,0.04745414,0.20583061,0.28935913,0.08311274,0.22646811
0.99349675,2.04576400,0.29324179,1.18097477,0.07871122,0.04883871,0.20925679,0.29327755,0.08479265,0.23330604
0.99949975,2.08886657,0.29639649,1.20673694,0.07739054,0.05063553,0.21335990,0.29735274,0.08657226,0.24036395
1.00550275,2.13513142,0.29934081,1.23411210,0.07602774,0.05283548,0.21816869,0.30163941,0.08846949,0.24769670
1.01150575,2.18483244,0.30214676,1.26319810,0.07464478,0.05543197,0.22371090,0.30620125,0.09050216,0.25536671
1.01750875,2.23824870,0.30490127,1.29409284,0.07326439,0.05841959,0.23001089,0.31110822,0.09268748,0.26344130
1.02351176,2.29564309,0.30770246,1.32688362,0.07190979,0.06179277,0.23708692,0.31643308,0.09504146,0.27198938
1.02951476,2.35723826,0.31065498,1.36163525,0.07060414,0.06554434,0.24494823,0.32224727,0.09757817,0.28107755
1.03551776,2.42319070,0.31386467,1.39837748,0.06936998,0.06966420,0.25359206,0.32861626,0.10030901,0.29076573
1.04152076,2.49356405,0.31743277,1.43709208,0.06822840,0.07413791,0.26300063,0.33559458,0.10324180,0.30110252
1.04752376,2.56830301,0.32144992,1.47770055,0.06719827,0.07894545,0.27313839,0.34322084,0.10637998,0.31212048
1.05352676,2.64720927,0.32599018,1.52005286,0.06629531,0.08406018,0.28394955,0.35151282,0.10972170,0.32383158
1.05952976,2.72992095,0.33110556,1.56391823,0.06553133,0.08944791,0.29535612,0.36046317,0.11325898,0.33622307
1.06553277,2.81589696,0.33682120,1.60897843,0.06491345,0.09506627,0.30725673,0.37003573,0.11697704,0.34925395
1.07153577,2.90440761,0.34313150,1.65482421,0.06444349,0.10086438,0.31952616,0.38016299,0.12085369,0.36285250
1.07753877,2.99453252,0.34999766,1.70095546,0.06411760,0.10678287,0.33201585,0.39074471,0.12485889,0.37691469
1.08354177,3.08516647,0.35734654,1.74678526,0.06392610,0.11275416,0.34455547,0.40164795,0.12895464,0.39130404
1.08954477,3.17503376,0.36507121,1.79164798,0.06385358,0.11870325,0.35695543,0.41270867,0.13309499,0.40585277
1.09554777,3.26271090,0.37303302,1.83481147,0.06387928,0.12454880,0.36901050,0.42373476,0.13722650,0.42036437
1.10155078,3.34665727,0.38106539,1.87549286,0.06397774,0.13020456,0.38050431,0.43451058,0.14128885,0.43461757
1.10755378,3.42525288,0.38897894,1.91287774,0.06411971,0.13558115,0.39121473,0.44480289,0.14521584,0.44837170
