energy_ev,total_up,N_s_up,N_p_up,Se_s_up,Se_p_up,Ta_p_up,Ta_d_up
-5.81390695,1.85835510,0.00777516,0.93405386,0.00375619,0.25513306,1.84323283,0.26781576
-5.80790395,1.80353155,0.00745797,0.90073658,0.00344630,0.25422542,1.80063292,0.25550165
-5.80190095,1.74937051,0.00711009,0.86709065,0.00317944,0.25400845,1.75834628,0.24316631
-5.79589795,1.69584233,0.00673755,0.83323065,0.00295273,0.25434596,1.71634173,0.23084642
-5.78989495,1.64292124,0.00634653,0.79928457,0.00276277,0.25509116,1.67459244,0.21858379
-5.78389195,1.59059162,0.00594322,0.76539360,0.00260574,0.25609112,1.63308156,0.20642538
-5.77788894,1.53885221,0.00553362,0.73171049,0.00247759,0.25719123,1.59180567,0.19442275
-5.77188594,1.48771853,0.00512340,0.69839655,0.00237418,0.25823985,1.55077651,0.18263101
-5.76588294,1.43722367,0.00471777,0.66561783,0.00229142,0.25909282,1.51002109,0.17110754
-5.75987994,1.38741809,0.00432142,0.63354061,0.00222539,0.25961781,1.46958083,0.15991043
-5.75387694,1.33836852,0.00393838,0.60232673,0.00217248,0.25969839,1.42951002,0.14909680
-5.74787394,1.29015666,0.00357206,0.57212906,0.00212942,0.25923765,1.38987406,0.13872125
-5.74187094,1.24287784,0.00322517,0.54308741,0.00209340,0.25816130,1.35074787,0.12883436
-5.73586793,1.19663981,0.00289978,0.51532525,0.00206207,0.25642008,1.31221464,0.11948152
-5.72986493,1.15156200,0.00259732,0.48894722,0.00203359,0.25399146,1.27436515,0.11070206
-5.72386193,1.10777512,0.00231868,0.46403776,0.00200664,0.25088051,1.23729756,0.10252871
-5.71785893,1.06542099,0.00206422,0.44066063,0.00198036,0.24711995,1.20111763,0.09498751
-5.71185593,1.02465270,0.00183390,0.41885937,0.00195434,0.24276935,1.16593922,0.08809799
-5.70585293,0.98563458,0.00162730,0.39865858,0.00192859,0.23791348,1.13188476,0.08187373
-5.69984992,0.94854202,0.00144375,0.38006573,0.00190345,0.23265992,1.09908542,0.07632317
-5.69384692,0.91356083,0.00128239,0.36307333,0.00187954,0.22713609,1.06768079,0.07145051
-5.68784392,0.88088593,0.00114221,0.34766130,0.00185767,0.22148563,1.03781777,0.06725686
-5.68184092,0.85071931,0.00102212,0.33379925,0.00183880,0.21586450,1.00964855,0.06374127
-5.67583792,0.82326721,0.00092104,0.32144854,0.00182395,0.21043685,0.98332760,0.06090177
-5.66983492,0.79873647,0.00083786,0.31056392,0.00181413,0.20537077,0.95900767,0.05873623
-5.66383192,0.77733018,0.00077151,0.30109483,0.00181032,0.20083423,0.93683499,0.05724311
-5.65782891,0.75924284,0.00072099,0.29298608,0.00181337,0.19699123,0.91694375,0.05642189
-5.65182591,0.74465518,0.00068533,0.28617817,0.00182404,0.19399833,0.89945030,0.05627336
-5.64582291,0.73372884,0.00066360,0.28060715,0.00184292,0.19200169,0.88444728,0.05679961
-5.63981991,0.72660136,0.00065494,0.27620417,0.00187044,0.19113458,0.87199805,0.05800381
-5.63381691,0.72338150,0.00065848,0.27289493,0.00190691,0.19151556,0.86213188,0.05988977
-5.62781391,0.72414522,0.00067340,0.27059893,0.00195248,0.19324713,0.85484007,0.06246139
-5.62181091,0.72893256,0.00069882,0.26922899,0.00200720,0.19641498,0.85007340,0.06572192
-5.61580790,0.73774540,0.00073388,0.26869079,0.00207103,0.20108762,0.84774103,0.06967316
-5.60980490,0.75054614,0.00077765,0.26888294,0.00214391,0.20731642,0.84771093,0.07431466
-5.60380190,0.76725744,0.00082916,0.26969719,0.00222571,0.21513582,0.84981196,0.07964287
-5.59779890,0.78776266,0.00088737,0.27101927,0.00231634,0.22456372,0.85383733,0.08565035
-5.59179590,0.81190709,0.00095118,0.27273005,0.00241571,0.23560175,0.85954944,0.09232500
-5.58579290,0.83949948,0.00101944,0.27470710,0.00252379,0.24823550,0.86668561,0.09964944
-5.57978989,0.87031402,0.00109092,0.27682657,0.00264054,0.26243445,0.87496464,0.10760034
-5.57378689,0.90409212,0.00116436,0.27896539,0.00276597,0.27815155,0.88409359,0.11614794
-5.56778389,0.94054415,0.00123848,0.28100349,0.00290006,0.29532260,0.89377460,0.12525560
-5.56178089,0.97935078,0.00131197,0.28282613,0.00304273,0.31386516,0.90371132,0.13487936
-5.55577789,1.02016399,0.00138355,0.28432612,0.00319384,0.33367727,0.91361472,0.14496767
-5.54977489,1.06260761,0.00145198,0.28540583,0.00335309,0.35463599,0.92320794,0.15546111
-5.54377189,1.10627769,0.00151606,0.28597896,0.00351996,0.37659601,0.93223024,0.16629220
-5.53776888,1.15074277,0.00157471,0.28597195,0.00369372,0.39938829,0.94043977,0.17738540
-5.53176588,1.19554436,0.00162693,0.28532499,0.00387331,0.42281932,0.94761542,0.18865710
-5.52576288,1.24019816,0.00167186,0.28399271,0.00405737,0.44667088,0.95355771,0.20001597
-5.51975988,1.28419614,0.00170880,0.28194439,0.00424418,0.47070074,0.95808913,0.21136339
-5.51375688,1.32701020,0.00173719,0.27916393,0.00443167,0.49464446,0.96105396,0.22259435
-5.50775388,1.36809755,0.00175665,0.27564948,0.00461746,0.51821846,0.96231813,0.23359852
-5.50175088,1.40690835,0.00176696,0.27141285,0.00479888,0.54112449,0.96176924,0.24426188
-5.49574787,1.44289555,0.00176810,0.26647884,0.00497305,0.56305550,0.95931703,0.25446874
-5.48974487,1.47552726,0.00176018,0.26088446,0.00513696,0.58370300,0.95489468,0.26410418
-5.48374187,1.50430125,0.00174353,0.25467816,0.00528760,0.60276555,0.94846094,0.27305701
-5.47773887,1.52876159,0.00171857,0.24791914,0.00542205,0.61995842,0.94000313,0.28122306
-5.47173587,1.54851659,0.00168593,0.24067674,0.00553763,0.63502391,0.92954111,0.28850880
-5.46573287,1.56325759,0.00164631,0.23302992,0.00563202,0.64774190,0.91713195,0.29483524
-5.45972986,1.57277769,0.00160058,0.22506690,0.00570341,0.65794042,0.90287498,0.30014177
-5.45372686,1.57698940,0.00154966,0.21688478,0.00575062,0.66550534,0.88691703,0.30438998
-5.44772386,1.57594023,0.00149460,0.20858925,0.00577318,0.67038904,0.86945725,0.30756706
-5.44172086,1.56982519,0.00143651,0.20029417,0.00577140,0.67261724,0.85075120,0.30968877
-5.43571786,1.55899509,0.00137655,0.19212112,0.00574648,0.67229369,0.83111350,0.31080161
-5.42971486,1.54395987,0.00131594,0.18419859,0.00570047,0.66960227,0.81091881,0.31098405
-5.42371186,1.52538619,0.00125595,0.17666102,0.00563627,0.66480615,0.79060049,0.31034668
-5.41770885,1.50408873,0.00119785,0.16964732,0.00555759,0.65824386,0.77064674,0.30903113
-5.41170585,1.48101505,0.00114296,0.16329907,0.00546884,0.65032223,0.75159384,0.30720766
-5.40570285,1.45722404,0.00109260,0.15775817,0.00537504,0.64150623,0.73401654,0.30507137
-5.39969985,1.43385827,0.00104808,0.15316401,0.00528163,0.63230600,0.71851543,0.30283723
-5.39369685,1.41211106,0.00101072,0.14965024,0.00519434,0.62326138,0.70570165,0.30073376
-5.38769385,1.39318908,0.00098183,0.14734104,0.00511894,0.61492448,0.69617915,0.29899586
-5.38169085,1.37827186,0.00096268,0.14634712,0.00506112,0.60784091,0.69052514,0.29785673
-5.37568784,1.36846957,0.00095453,0.14676147,0.00502619,0.60253037,0.68926925,0.29753943
-5.36968484,1.36478078,0.00095858,0.14865506,0.00501895,0.59946720,0.69287217,0.29824818
-5.36368184,1.36805179,0.00097599,0.15207269,0.00504350,0.59906198,0.70170468,0.30015997
-5.35767884,1.37893944,0.00100786,0.15702909,0.00510302,0.60164468,0.71602801,0.30341669
-5.35167584,1.39787897,0.00105521,0.16350558,0.00519968,0.60745015,0.73597638,0.30811829
-5.34567284,1.42505854,0.00111898,0.17144742,0.00533456,0.61660680,0.76154259,0.31431718
-5.33966983,1.46040179,0.00120002,0.18076209,0.00550752,0.62912879,0.79256778,0.32201432
-5.33366683,1.50355956,0.00129906,0.19131870,0.00571724,0.64491233,0.82873573,0.33115711
-5.32766383,1.55391144,0.00141670,0.20294858,0.00596124,0.66373629,0.86957261,0.34163935
-5.32166083,1.61057765,0.00155343,0.21544726,0.00623596,0.68526735,0.91445235,0.35330335
-5.31565783,1.67244107,0.00170957,0.22857784,0.00653688,0.70906943,0.96260790,0.36594411
-5.30965483,1.73817908,0.00188528,0.24207570,0.00685868,0.73461742,1.01314827,0.37931561
-5.30365183,1.80630412,0.00208059,0.25565454,0.00719551,0.76131443,1.06508096,0.39313885
-5.29764882,1.87521174,0.00229531,0.26901356,0.00754116,0.78851235,1.11733918,0.40711146
-5.29164582,1.94323440,0.00252911,0.28184554,0.00788938,0.81553458,1.16881301,0.42091854
-5.28564282,2.00869885,0.00278149,0.29384561,0.00823416,0.84170038,1.21838329,0.43424416
-5.27963982,2.06998510,0.00305177,0.30472032,0.00857000,0.86634961,1.26495705,0.44678321
-5.27363682,2.12558425,0.00333917,0.31419667,0.00889220,0.88886713,1.30750313,0.45825293
-5.26763382,2.17415306,0.00364275,0.32203080,0.00919711,0.90870552,1.34508631,0.46840380
-5.26163082,2.21456277,0.00396152,0.32801585,0.00948239,0.92540557,1.37689877,0.47702911
-5.25562781,2.24594024,0.00429445,0.33198869,0.00974713,0.93861327,1.40228737,0.48397300
-5.24962481,2.26769943,0.00464052,0.33383529,0.00999204,0.94809294,1.42077553,0.48913645
-5.24362181,2.27956213,0.00499876,0.33349438,0.01021945,0.95373571,1.43207893,0.49248098
-5.23761881,2.28156679,0.00536838,0.33095932,0.01043339,0.95556308,1.43611413,0.49402996
-5.23161581,2.27406537,0.00574876,0.32627803,0.01063944,0.95372551,1.43299990,0.49386747
-5.22561281,2.25770823,0.00613955,0.31955109,0.01084462,0.94849596,1.42305116,0.49213467
-5.21960980,2.23341778,0.00654074,0.31092801,0.01105718,0.94025886,1.40676584,0.48902395
-5.21360680,2.20235230,0.00695268,0.30060191,0.01128634,0.92949490,1.38480525,0.48477105
-5.20760380,2.16586126,0.00737613,0.28880290,0.01154192,0.91676236,1.35796893,0.47964565
-5.20160080,2.12543439,0.00781231,0.27579040,0.01183405,0.90267574,1.32716501,0.47394056
-5.19559780,2.08264643,0.00826285,0.26184479,0.01217269,0.88788266,1.29337736,0.46796028
-5.18959480,2.03910007,0.00872976,0.24725877,0.01256729,0.87303991,1.25763103,0.46200924
-5.18359180,1.99636918,0.00921542,0.23232880,0.01302635,0.85878964,1.22095723,0.45638016
-5.17758879,1.95594473,0.00972245,0.21734686,0.01355703,0.84573656,1.18435930,0.45134314
-5.17158579,1.91918518,0.01025363,0.20259297,0.01416478,0.83442710,1.14878098,0.44713578
-5.16558279,1.88727331,0.01081174,0.18832863,0.01485303,0.82533108,1.11507797,0.44395467
-5.15957979,1.86118071,0.01139944,0.17479136,0.01562291,0.81882669,1.08399383,0.44194870
-5.15357679,1.84164107,0.01201909,0.16219045,0.01647306,0.81518913,1.05614096,0.44121412
-5.14757379,1.82913288,0.01267261,0.15070400,0.01739950,0.81458324,1.03198694,0.44179180
-5.14157079,1.82387182,0.01336132,0.14047725,0.01839558,0.81706028,1.01184678,0.44366650
-5.13556778,1.82581279,0.01408582,0.13162196,0.01945202,0.82255888,0.99588081,0.44676823
-5.12956478,1.83466107,0.01484588,0.12421699,0.02055704,0.83090997,0.98409826,0.45097554
-5.12356178,1.84989190,0.01564038,0.11830967,0.02169658,0.84184547,0.97636593,0.45612064
-5.11755878,1.87077750,0.01646730,0.11391799,0.02285455,0.85501026,0.97242158,0.46199611
-5.11155578,1.89642028,0.01732372,0.11103328,0.02401327,0.86997703,0.97189121,0.46836283
-5.10555278,1.92579094,0.01820593,0.10962333,0.02515384,0.88626341,0.97430952,0.47495896
-5.09954977,1.95776991,0.01910950,0.10963565,0.02625665,0.90335061,0.97914255,0.48150962
-5.09354677,1.99119051,0.02002946,0.11100089,0.02730196,0.92070311,0.98581175,0.48773675
-5.08754377,2.02488251,0.02096043,0.11363616,0.02827037,0.93778843,0.99371831,0.49336910
-5.08154077,2.05771421,0.02189687,0.11744819,0.02914349,0.95409645,1.00226709,0.49815171
-5.07553777,2.08863191,0.02283322,0.12233635,0.02990442,0.96915753,1.01088897,0.50185479
-5.06953477,2.11669512,0.02376407,0.12819533,0.03053833,0.98255869,1.01906109,0.50428151
-5.06353177,2.14110656,0.02468430,0.13491754,0.03103292,0.99395739,1.02632413,0.50527462
-5.05752876,2.16123580,0.02558918,0.14239526,0.03137884,1.00309229,1.03229608,0.50472152
-5.05152576,2.17663591,0.02647443,0.15052237,0.03157001,1.00979074,1.03668217,0.50255771
-5.04552276,2.18705244,0.02733616,0.15919586,0.03160387,1.01397254,1.03928055,0.49876854
-5.03951976,2.19242481,0.02817083,0.16831697,0.03148148,1.01565005,1.03998383,0.49338911
-5.03351676,2.19287983,0.02897514,0.17779209,0.03120750,1.01492458,1.03877648,0.48650245
-5.02751376,2.18871814,0.02974584,0.18753326,0.03079008,1.01197918,1.03572835,0.47823603
-5.02151076,2.18039389,0.03047955,0.19745853,0.03024061,1.00706832,1.03098483,0.46875672
-5.01550775,2.16848884,0.03117256,0.20749187,0.02957334,1.00050477,1.02475417,0.45826447
-5.00950475,2.15368193,0.03182063,0.21756302,0.02880491,0.99264445,1.01729272,0.44698493
-5.00350175,2.13671583,0.03241884,0.22760691,0.02795380,0.98386965,1.00888877,0.43516133
-4.99749875,2.11836169,0.03296146,0.23756305,0.02703970,0.97457173,0.99984586,0.42304596
-4.99149575,2.09938400,0.03344193,0.24737462,0.02608286,0.96513374,0.99046648,0.41089154
-4.98549275,2.08050677,0.03385288,0.25698757,0.02510342,0.95591399,0.98103672,0.39894286
-4.97948974,2.06238280,0.03418622,0.26634962,0.02412073,0.94723111,0.97181284,0.38742909
-4.97348674,2.04556710,0.03443340,0.27540935,0.02315272,0.93935137,0.96301013,0.37655692
-4.96748374,2.03049586,0.03458563,0.28411537,0.02221540,0.93247880,0.95479478,0.36650486
-4.96148074,2.01747168,0.03463426,0.29241581,0.02132233,0.92674848,0.94727884,0.35741898
-4.95547774,2.00665570,0.03457116,0.30025795,0.02048431,0.92222324,0.94051862,0.34941009
-4.94947474,1.99806683,0.03438917,0.30758838,0.01970911,0.91889397,0.93451638,0.34255252
-4.94347174,1.99158820,0.03408248,0.31435344,0.01900139,0.91668335,0.92922525,0.33688454
-4.93746873,1.98698007,0.03364708,0.32050017,0.01836269,0.91545289,0.92455690,0.33241023
-4.93146573,1.98389888,0.03308106,0.32597770,0.01779162,0.91501271,0.92039161,0.32910277
-4.92546273,1.98192103,0.03238491,0.33073892,0.01728405,0.91513380,0.91659012,0.32690887
-4.91945973,1.98057050,0.03156172,0.33474263,0.01683356,0.91556182,0.91300660,0.32575418
-4.91345673,1.97934862,0.03061725,0.33795571,0.01643181,0.91603206,0.90950198,0.32554928
-4.90745373,1.97776467,0.02955988,0.34035552,0.01606912,0.91628454,0.90595703,0.32619594
-4.90145073,1.97536563,0.02840053,0.34193213,0.01573494,0.91607872,0.90228444,0.32759346
-4.89544772,1.97176369,0.02715236,0.34269029,0.01541846,0.91520696,0.89843922,0.32964458
-4.88944472,1.96666016,0.02583049,0.34265108,0.01510913,0.91350621,0.89442697,0.33226074
-4.88344172,1.95986452,0.02445156,0.34185291,0.01479718,0.91086729,0.89030956,0.33536654
-4.87743872,1.95130790,0.02303331,0.34035192,0.01447408,0.90724146,0.88620783,0.33890297
-4.87143572,1.94105021,0.02159404,0.33822160,0.01413292,0.90264389,0.88230131,0.34282955
-4.86543272,1.92928090,0.02015219,0.33555160,0.01376870,0.89715410,0.87882482,0.34712504
-4.85942971,1.91631318,0.01872582,0.33244583,0.01337861,0.89091327,0.87606222,0.35178700
-4.85342671,1.90257241,0.01733219,0.32901975,0.01296206,0.88411877,0.87433751,0.35683005
-4.84742371,1.88857924,0.01598735,0.32539718,0.01252081,0.87701617,0.87400367,0.36228316
-4.84142071,1.87492853,0.01470588,0.32170658,0.01205883,0.86988928,0.87542980,0.36818611
-4.83541771,1.86226527,0.01350058,0.31807710,0.01158222,0.86304877,0.87898720,0.37458532
-4.82941471,1.85125876,0.01238236,0.31463463,0.01109899,0.85681993,0.88503472,0.38152943
-4.82341171,1.84257650,0.01136016,0.31149795,0.01061878,0.85153030,0.89390437,0.38906486
-4.81740870,1.83685894,0.01044088,0.30877533,0.01015258,0.84749762,0.90588749,0.39723158
-4.81140570,1.83469637,0.00962952,0.30656162,0.00971237,0.84501885,0.92122218,0.40605946
-4.80540270,1.83660890,0.00892922,0.30493607,0.00931075,0.84436053,0.94008240,0.41556520
-4.79939970,1.84303037,0.00834146,0.30396095,0.00896060,0.84575094,0.96256925,0.42575025
-4.79339670,1.85429658,0.00786623,0.30368097,0.00867467,0.84937432,0.98870455,0.43659956
-4.78739370,1.87063819,0.00750226,0.30412357,0.00846523,0.85536714,1.01842711,0.44808131
-4.78139070,1.89217823,0.00724719,0.30529996,0.00834372,0.86381660,1.05159171,0.46014763
-4.77538769,1.91893398,0.00709783,0.30720683,0.00832042,0.87476104,1.08797091,0.47273614
-4.76938469,1.95082279,0.00705034,0.30982858,0.00840414,0.88819232,1.12725946,0.48577217
-4.76338169,1.98767136,0.00710043,0.31313994,0.00860195,0.90405969,1.16908149,0.49917168
-4.75737869,2.02922768,0.00724351,0.31710871,0.00891893,0.92227502,1.21299995,0.51284452
-4.75137569,2.07517511,0.00747487,0.32169860,0.00935801,0.94271895,1.25852840,0.52669794
-4.74537269,2.12514787,0.00778978,0.32687187,0.00991976,0.96524786,1.30514462,0.54064025
-4.73936968,2.17874731,0.00818362,0.33259169,0.01060236,0.98970115,1.35230582,0.55458441
-4.73336668,2.23555849,0.00865196,0.33882412,0.01140154,1.01590876,1.39946502,0.56845145
-4.72736368,2.29516641,0.00919067,0.34553962,0.01231059,1.04369856,1.44608817,0.58217367
-4.72136068,2.35717169,0.00979593,0.35271409,0.01332050,1.07290356,1.49167145,0.59569742
-4.71535768,2.42120513,0.01046437,0.36032934,0.01442014,1.10336860,1.53575831,0.60898560
-4.70935468,2.48694092,0.01119305,0.36837313,0.01559649,1.13495642,1.57795542,0.62201959
-4.70335168,2.55410803,0.01197956,0.37683874,0.01683502,1.16755296,1.61794715,0.63480073
-4.69734867,2.62249949,0.01282202,0.38572415,0.01812010,1.20107157,1.65550772,0.64735126
-4.69134567,2.69197914,0.01371914,0.39503089,0.01943545,1.23545604,1.69051040,0.65971460
-4.68534267,2.76248534,0.01467016,0.40476264,0.02076469,1.27068220,1.72293329,0.67195499
-4.67933967,2.83403138,0.01567492,0.41492366,0.02209190,1.30675778,1.75286099,0.68415635
-4.67333667,2.90670201,0.01673372,0.42551697,0.02340218,1.34372052,1.78048189,0.69642030
-4.66733367,2.98064587,0.01784730,0.43654255,0.02468223,1.38163412,1.80608092,0.70886341
-4.66133067,3.05606369,0.01901670,0.44799544,0.02592080,1.42058226,1.83002754,0.72161340
-4.65532766,3.13319201,0.02024308,0.45986378,0.02710922,1.46066033,1.85275950,0.73480458
-4.64932466,3.21228289,0.02152750,0.47212697,0.02824166,1.50196534,1.87476255,0.74857228
-4.64332166,3.29357998,0.02287072,0.48475382,0.02931541,1.54458407,1.89654706,0.76304666
-4.63731866,3.37729165,0.02427287,0.49770088,0.03033095,1.58857989,1.91862225,0.77834584
-4.63131566,3.46356233,0.02573312,0.51091097,0.03129187,1.63397891,1.94146936,0.79456867
-4.62531266,3.55244331,0.02724940,0.52431194,0.03220465,1.68075602,1.96551482,0.81178745
-4.61930965,3.64386459,0.02881807,0.53781584,0.03307832,1.72882161,1.99110488,0.83004075
-4.61330665,3.73760927,0.03043357,0.55131854,0.03392387,1.77800992,2.01848290,0.84932702
-4.60730365,3.83329230,0.03208821,0.56469988,0.03475368,1.82806970,2.04777057,0.86959896
-4.60130065,3.93034512,0.03377196,0.57782442,0.03558070,1.87865800,2.07895413,0.89075932
-4.59529765,4.02800760,0.03547231,0.59054299,0.03641774,1.92933792,2.11187639,0.91265831
-4.58929465,4.12532834,0.03717428,0.60269482,0.03727656,1.97958053,2.14623515,0.93509292
-4.58329165,4.22117423,0.03886049,0.61411051,0.03816712,2.02877164,2.18158821,0.95780834
-4.57728864,4.31424920,0.04051138,0.62461572,0.03909680,2.07622303,2.21736492,0.98050154
-4.57128564,4.40312230,0.04210554,0.63403536,0.04006975,2.12118841,2.25288374,1.00282708
-4.56528264,4.48626390,0.04362019,0.64219844,0.04108636,2.16288319,2.28737519,1.02440491
-4.55927964,4.56208915,0.04503166,0.64894310,0.04214292,2.20050763,2.32000904,1.04483002
-4.55327664,4.62900666,0.04631612,0.65412195,0.04323142,2.23327230,2.34992458,1.06368352
-4.54727364,4.68547052,0.04745020,0.65760719,0.04433959,2.26042472,2.37626252,1.08054481
-4.54127064,4.73003330,0.04841180,0.65929549,0.04545111,2.28127612,2.39819721,1.09500431
-4.53526763,4.76139765,0.04918075,0.65911227,0.04654600,2.29522678,2.41496754,1.10667624
-4.52926463,4.77846403,0.04973958,0.65701526,0.04760125,2.30178907,2.42590535,1.11521090
-4.52326163,4.78037247,0.05007410,0.65299700,0.04859153,2.30060688,2.43046004,1.12030602
-4.51725863,4.76653635,0.05017399,0.64708629,0.04949005,2.29147049,2.42821847,1.12171658
-4.51125563,4.73666660,0.05003316,0.63934827,0.05026955,2.27432632,2.41891929,1.11926280
-4.50525263,4.69078536,0.04965005,0.62988334,0.05090322,2.24928093,2.40246132,1.11283602
-4.49924962,4.62922830,0.04902775,0.61882466,0.05136576,2.21659922,2.37890574,1.10240207
-4.49324662,4.55263580,0.04817391,0.60633448,0.05163430,2.17669676,2.34847219,1.08800228
-4.48724362,4.46193331,0.04710057,0.59259937,0.05168924,2.13012685,2.31152906,1.06975188
-4.48124062,4.35830179,0.04582377,0.57782451,0.05151507,2.07756273,2.26857863,1.04783610
-4.47523762,4.24313983,0.04436303,0.56222734,0.05110089,2.01977577,2.22023773,1.02250409
-4.46923462,4.11801897,0.04274081,0.54603075,0.05044090,1.95761081,2.16721489,0.99406087
-4.46323162,3.98463429,0.04098176,0.52945617,0.04953462,1.89195943,2.11028501,0.96285787
-4.45722861,3.84475245,0.03911197,0.51271682,0.04838694,1.82373264,2.05026265,0.92928233
-4.45122561,3.70015927,0.03715830,0.49601138,0.04700800,1.75383378,1.98797497,0.89374596
-4.44522261,3.55260902,0.03514753,0.47951848,0.04541284,1.68313301,1.92423556,0.85667350
-4.43921961,3.40377752,0.03310573,0.46339206,0.04362095,1.61244423,1.85982004,0.81849147
-4.43321661,3.25522063,0.03105760,0.44775794,0.04165561,1.54250524,1.79544447,0.77961756
-4.42721361,3.10833972,0.02902594,0.43271174,0.03954320,1.47396197,1.73174734,0.74045104
-4.42121061,2.96435526,0.02703118,0.41831804,0.03731235,1.40735713,1.66927563,0.70136460
-4.41520760,2.82428911,0.02509112,0.40461111,0.03499314,1.34312359,1.60847563,0.66269759
-4.40920460,2.68895597,0.02322068,0.39159688,0.03261619,1.28158256,1.54968847,0.62475120
-4.40320160,2.55896373,0.02143181,0.37925613,0.03021187,1.22294636,1.49315062,0.58778525
-4.39719860,2.43472235,0.01973355,0.36754879,0.02780950,1.16732557,1.43899886,0.55201694
-4.39119560,2.31646026,0.01813211,0.35641902,0.02543670,1.11473977,1.38727963,0.51762122
-4.38519260,2.20424713,0.01663111,0.34580086,0.02311876,1.06513150,1.33796183,0.48473270
-4.37918959,2.09802165,0.01523183,0.33562412,0.02087820,1.01838240,1.29095248,0.45344894
-4.37318659,1.99762252,0.01393350,0.32582027,0.01873444,0.97433076,1.24611425,0.42383472
-4.36718359,1.90282115,0.01273372,0.31632797,0.01670358,0.93278966,1.20328397,0.39592711
-4.36118059,1.81335429,0.01162871,0.30709798,0.01479835,0.89356473,1.16229095,0.36974097
-4.35517759,1.72895499,0.01061376,0.29809728,0.01302814,0.85647072,1.12297432,0.34527456
-4.34917459,1.64938055,0.00968348,0.28931212,0.01139915,0.82134628,1.08519839,0.32251503
-4.34317159,1.57443617,0.00883215,0.28074992,0.00991465,0.78806624,1.04886533,0.30144344
-4.33716858,1.50399360,0.00805395,0.27243998,0.00857531,0.75655102,1.01392458,0.28203928
-4.33116558,1.43800406,0.00734317,0.26443297,0.00737955,0.72677301,0.98037857,0.26428415
-4.32516258,1.37650541,0.00669441,0.25679931,0.00632401,0.69875965,0.94828477,0.24816466
-4.31915958,1.31962355,0.00610263,0.24962650,0.00540393,0.67259349,0.91775394,0.23367440
-4.31315658,1.26756856,0.00556332,0.24301569,0.00461363,0.64840940,0.88894503,0.22081515
-4.30715358,1.22062618,0.00507245,0.23707761,0.00394690,0.62638926,0.86205716,0.20959722
