energy_ev,total_up,Ag_p_up,Ag_d_up,S_s_up,S_p_up,Sn_p_up,Sn_d_up
-6.00000000,5.79745137,0.36377719,5.31973562,0.02027554,0.13275918,0.20708002,0.00082994
-5.99399700,5.92703419,0.36658128,5.44575036,0.02050303,0.13648022,0.20764122,0.00085861
-5.98799400,6.05914936,0.36839808,5.57467077,0.02071435,0.14018424,0.20809167,0.00088823
-5.98199100,6.19235825,0.36925560,5.70509334,0.02090925,0.14384605,0.20843208,0.00091857
-5.97598799,6.32508691,0.36920760,5.83546623,0.02108808,0.14744142,0.20866574,0.00094938
-5.96998499,6.45566009,0.36833194,5.96412311,0.02125178,0.15094745,0.20879844,0.00098035
-5.96398199,6.58234055,0.36672796,6.08932259,0.02140191,0.15434277,0.20883829,0.00101117
-5.95797899,6.70337251,0.36451321,6.20929232,0.02154064,0.15760785,0.20879545,0.00104151
-5.95197599,6.81702774,0.36181961,6.32227600,0.02167074,0.16072527,0.20868190,0.00107101
-5.94597299,6.92165269,0.35878910,6.42658181,0.02179555,0.16368000,0.20851105,0.00109935
-5.93996998,7.01571469,0.35556904,6.52063014,0.02191894,0.16645960,0.20829738,0.00112618
-5.93396698,7.09784537,0.35230751,6.60299878,0.02204526,0.16905443,0.20805600,0.00115119
-5.92796398,7.16687955,0.34914866,6.67246364,0.02217920,0.17145780,0.20780221,0.00117411
-5.92196098,7.22188771,0.34622834,6.72803331,0.02232576,0.17366611,0.20755107,0.00119466
-5.91595798,7.26220087,0.34367004,6.76897590,0.02249012,0.17567879,0.20731687,0.00121265
-5.90995498,7.28742667,0.34158146,6.79483712,0.02267749,0.17749835,0.20711277,0.00122791
-5.90395198,7.29745615,0.34005168,6.80544898,0.02289301,0.17913018,0.20695029,0.00124032
-5.89794897,7.29246103,0.33914905,6.80092879,0.02314163,0.18058241,0.20683900,0.00124980
-5.89194597,7.27288189,0.33891997,6.78166888,0.02342798,0.18186563,0.20678617,0.00125634
-5.88594297,7.23940809,0.33938838,6.74831771,0.02375625,0.18299261,0.20679654,0.00125996
-5.87993997,7.19295053,0.34055626,6.70175359,0.02413010,0.18397789,0.20687220,0.00126072
-5.87393697,7.13460890,0.34240479,6.64305243,0.02455257,0.18483748,0.20701258,0.00125873
-5.86793397,7.06563512,0.34489641,6.57345130,0.02502603,0.18558847,0.20721454,0.00125411
-5.86193097,6.98739470,0.34797745,6.49430951,0.02555215,0.18624864,0.20747266,0.00124704
-5.85592796,6.90132800,0.35158136,6.40706912,0.02613187,0.18683619,0.20777956,0.00123770
-5.84992496,6.80891283,0.35563246,6.31321651,0.02676541,0.18736938,0.20812641,0.00122628
-5.84392196,6.71162995,0.36004978,6.21424644,0.02745230,0.18786632,0.20850351,0.00121299
-5.83791896,6.61093248,0.36475121,6.11162982,0.02819143,0.18834473,0.20890098,0.00119805
-5.83191596,6.50822002,0.36965743,6.00678602,0.02898110,0.18882173,0.20930938,0.00118167
-5.82591296,6.40481778,0.37469563,5.90106015,0.02981905,0.18931369,0.20972045,0.00116407
-5.81990995,6.30196074,0.37980287,5.79570544,0.03070257,0.18983606,0.21012771,0.00114546
-5.81390695,6.20078258,0.38492874,5.69187061,0.03162855,0.19040317,0.21052699,0.00112605
-5.80790395,6.10230872,0.39003743,5.59059165,0.03259351,0.19102807,0.21091680,0.00110604
-5.80190095,6.00745286,0.39510886,5.49278745,0.03359370,0.19172231,0.21129857,0.00108563
-5.79589795,5.91701611,0.40013897,5.39925859,0.03462509,0.19249571,0.21167662,0.00106502
-5.78989495,5.83168789,0.40513909,5.31068836,0.03568349,0.19335607,0.21205796,0.00104440
-5.78389195,5.75204793,0.41013440,5.22764541,0.03676456,0.19430891,0.21245177,0.00102395
-5.77788894,5.67856867,0.41516152,5.15058736,0.03786385,0.19535719,0.21286880,0.00100385
-5.77188594,5.61161771,0.42026538,5.07986486,0.03897688,0.19650107,0.21332042,0.00098428
-5.76588294,5.55146006,0.42549560,5.01572576,0.04009921,0.19773767,0.21381763,0.00096541
-5.75987994,5.49826008,0.43090235,4.95831935,0.04122650,0.19906095,0.21436989,0.00094740
