energy_ev,total_up,Ag_p_up,Ag_d_up,C_s_up,C_p_up,Na_s_up,S_s_up,S_p_up
-6.00000000,1.56171693,0.50602139,1.20482779,0.00428282,0.05367828,0.08148487,0.00446081,0.18369397
-5.99399700,1.46041556,0.51694922,1.10710034,0.00399306,0.05590684,0.08043726,0.00402707,0.17611937
-5.98799400,1.36410081,0.52854557,1.01311967,0.00374173,0.05812480,0.07962747,0.00365441,0.16958651
-5.98199100,1.27327702,0.54057490,0.92352993,0.00352694,0.06030077,0.07902514,0.00333820,0.16403974
-5.97598799,1.18832924,0.55280789,0.83886064,0.00334613,0.06240522,0.07859827,0.00307361,0.15941589
-5.96998499,1.10952882,0.56503011,0.75952575,0.00319625,0.06441138,0.07831506,0.00285570,0.15564769
-5.96398199,1.03704176,0.57704942,0.68582644,0.00307386,0.06629605,0.07814574,0.00267962,0.15266701
-5.95797899,0.97093946,0.58870181,0.61795708,0.00297526,0.06804011,0.07806409,0.00254069,0.15040753
-5.95197599,0.91121109,0.59985538,0.55601399,0.00289664,0.06962895,0.07804877,0.00243451,0.14880714
-5.94597299,0.85777702,0.61041232,0.50000644,0.00283418,0.07105247,0.07808422,0.00235699,0.14780969
-5.93996998,0.81050269,0.62030883,0.44986941,0.00278421,0.07230505,0.07816130,0.00230445,0.14736618
-5.93396698,0.76921241,0.62951313,0.40547736,0.00274330,0.07338510,0.07827748,0.00227361,0.14743555
-5.92796398,0.73370266,0.63802175,0.36665863,0.00270837,0.07429456,0.07843665,0.00226163,0.14798482
-5.92196098,0.70375445,0.64585441,0.33320979,0.00267679,0.07503815,0.07864863,0.00226610,0.14898888
-5.91595798,0.67914454,0.65304799,0.30490949,0.00264649,0.07562253,0.07892834,0.00228506,0.15042999
-5.90995498,0.65965533,0.65964988,0.28153139,0.00261598,0.07605548,0.07929475,0.00231703,0.15229689
-5.90395198,0.64508331,0.66571142,0.26285581,0.00258443,0.07634500,0.07976964,0.00236097,0.15458392
-5.89794897,0.63524614,0.67128172,0.24867978,0.00255174,0.07649856,0.08037628,0.00241632,0.15729002
-5.89194597,0.62998821,0.67640238,0.23882538,0.00251851,0.07652245,0.08113809,0.00248302,0.16041777
-5.88594297,0.62918501,0.68110344,0.23314613,0.00248609,0.07642125,0.08207731,0.00256152,0.16397263
-5.87993997,0.63274618,0.68540078,0.23153150,0.00245656,0.07619763,0.08321384,0.00265284,0.16796229
-5.87393697,0.64061742,0.68929513,0.23390945,0.00243268,0.07585220,0.08456422,0.00275858,0.17239632
-5.86793397,0.65278124,0.69277265,0.24024703,0.00241790,0.07538371,0.08614078,0.00288096,0.17728593
-5.86193097,0.66925662,0.69580703,0.25054928,0.00241626,0.07478938,0.08795115,0.00302289,0.18264402
-5.85592796,0.69009750,0.69836274,0.26485628,0.00243235,0.07406539,0.08999785,0.00318795,0.18848537
-5.84992496,0.71539004,0.70039928,0.28323868,0.00247119,0.07320755,0.09227826,0.00338046,0.19482684
-5.84392196,0.74524859,0.70187591,0.30579168,0.00253816,0.07221195,0.09478471,0.00360545,0.20168765
-5.83791896,0.77981011,0.70275650,0.33262772,0.00263886,0.07107574,0.09750486,0.00386866,0.20908953
-5.83191596,0.81922714,0.70301408,0.36386788,0.00277899,0.06979778,0.10042215,0.00417650,0.21705669
-5.82591296,0.86365908,0.70263474,0.39963224,0.00296418,0.06837928,0.10351641,0.00453596,0.22561551
-5.81990995,0.91326183,0.70162051,0.44002928,0.00319987,0.06682426,0.10676450,0.00495452,0.23479391
-5.81390695,0.96817584,0.69999101,0.48514464,0.00349110,0.06513987,0.11014102,0.00544000,0.24462032
-5.80790395,1.02851276,0.69778375,0.53502937,0.00384237,0.06333655,0.11361889,0.00600039,0.25512227
-5.80190095,1.09434091,0.69505308,0.58968803,0.00425741,0.06142794,0.11716998,0.00664359,0.26632450
-5.79589795,1.16567014,0.69186777,0.64906700,0.00473906,0.05943073,0.12076557,0.00737723,0.27824680
-5.78989495,1.24243645,0.68830747,0.71304335,0.00528901,0.05736417,0.12437671,0.00820831,0.29090151
-5.78389195,1.32448717,0.68445829,0.78141491,0.00590772,0.05524961,0.12797445,0.00914298,0.30429085
-5.77788894,1.41156736,0.68040778,0.85389175,0.00659421,0.05310978,0.13152997,0.01018615,0.31840413
-5.77188594,1.50330827,0.67623963,0.93008993,0.00734595,0.05096816,0.13501460,0.01134125,0.33321512
-5.76588294,1.59921869,0.67202856,1.00952780,0.00815881,0.04884816,0.13839970,0.01260987,0.34867960
-5.75987994,1.69867990,0.66783553,1.09162545,0.00902696,0.04677239,0.14165656,0.01399150,0.36473325
-5.75387694,1.80094502,0.66370372,1.17570766,0.00994291,0.04476202,0.14475621,0.01548330,0.38129016
-5.74787394,1.90514314,0.65965554,1.26101066,0.01089753,0.04283608,0.14766928,0.01707988,0.39824194
-5.74187094,2.01028873,0.65569067,1.34669287,0.01188021,0.04101101,0.15036590,0.01877316,0.41545761
-5.73586793,2.11529632,0.65178542,1.43184957,0.01287895,0.03930019,0.15281570,0.02055232,0.43278432
-5.72986493,2.21900040,0.64789329,1.51553118,0.01388066,0.03771370,0.15498786,0.02240381,0.45004895
-5.72386193,2.32018002,0.64394681,1.59676495,0.01487137,0.03625818,0.15685139,0.02431142,0.46706065
-5.71785893,2.41758751,0.63986040,1.67457918,0.01583655,0.03493674,0.15837548,0.02625648,0.48361410
-5.71185593,2.50998025,0.63553416,1.74802929,0.01676149,0.03374915,0.15953000,0.02821814,0.49949360
-5.70585293,2.59615446,0.63085842,1.81622480,0.01763163,0.03269196,0.16028617,0.03017368,0.51447782
-5.69984992,2.67497964,0.62571867,1.87835595,0.01843294,0.03175885,0.16061734,0.03209897,0.52834495
-5.69384692,2.74543226,0.62000079,1.93371917,0.01915232,0.03094098,0.16049977,0.03396893,0.54087820
-5.68784392,2.80662733,0.61359622,1.98173990,0.01977789,0.03022743,0.15991360,0.03575812,0.55187147
-5.68184092,2.85784647,0.60640689,2.02199201,0.02029936,0.02960567,0.15884367,0.03744128,0.56113488
