energy_ev,total_up,Cd_p_up,Cd_d_up,Ge_p_up,Ge_d_up,Te_p_up,Te_d_up
-6.00000000,0.26238416,0.07711614,0.01709672,0.04371625,0.00000000,0.10818881,0.00000000
-5.99399700,0.22811288,0.06479292,0.01463793,0.03739928,0.00000000,0.09467885,0.00000000
-5.98799400,0.19766508,0.05431423,0.01249303,0.03185090,0.00000000,0.08266147,0.00000000
-5.98199100,0.17091707,0.04550380,0.01063808,0.02702405,0.00000000,0.07211210,0.00000000
-5.97598799,0.14774023,0.03820152,0.00905067,0.02287076,0.00000000,0.06300630,0.00000000
-5.96998499,0.12800799,0.03226549,0.00771023,0.01934369,0.00000000,0.05532227,0.00000000
-5.96398199,0.11160263,0.02757355,0.00659831,0.01639761,0.00000000,0.04904355,0.00000000
-5.95797899,0.09842209,0.02402443,0.00569880,0.01399072,0.00000000,0.04416167,0.00000000
-5.95197599,0.08838625,0.02153842,0.00499813,0.01208573,0.00000000,0.04067874,0.00000000
-5.94597299,0.08144256,0.02005775,0.00448546,0.01065081,0.00000000,0.03860981,0.00000000
-5.93996998,0.07757069,0.01954651,0.00415271,0.00966029,0.00000000,0.03798481,0.00000000
-5.93396698,0.07678599,0.01999027,0.00399469,0.00909516,0.00000000,0.03884993,0.00000000
-5.92796398,0.07914146,0.02139522,0.00400904,0.00894333,0.00000000,0.04126831,0.00000000
-5.92196098,0.08472800,0.02378695,0.00419615,0.00919963,0.00000000,0.04531993,0.00000000
-5.91595798,0.09367283,0.02720872,0.00455901,0.00986562,0.00000000,0.05110044,0.00000000
-5.90995498,0.10613578,0.03171919,0.00510292,0.01094908,0.00000000,0.05871908,0.00000000
-5.90395198,0.12230346,0.03738968,0.00583516,0.01246331,0.00000000,0.06829533,0.00000000
-5.89794897,0.14238120,0.04430072,0.00676453,0.01442609,0.00000000,0.07995454,0.00000000
-5.89194597,0.16658285,0.05253815,0.00790080,0.01685847,0.00000000,0.09382231,0.00000000
-5.88594297,0.19511854,0.06218855,0.00925405,0.01978328,0.00000000,0.11001792,0.00000000
-5.87993997,0.22818062,0.07333413,0.01083396,0.02322346,0.00000000,0.12864680,0.00000000
-5.87393697,0.26592822,0.08604729,0.01264897,0.02720011,0.00000000,0.14979231,0.00000000
-5.86793397,0.30847077,0.10038469,0.01470546,0.03173053,0.00000000,0.17350703,0.00000000
-5.86193097,0.35585116,0.11638130,0.01700686,0.03682610,0.00000000,0.19980399,0.00000000
-5.85592796,0.40802924,0.13404441,0.01955276,0.04249013,0.00000000,0.22864816,0.00000000
-5.84992496,0.46486634,0.15334803,0.02233808,0.04871586,0.00000000,0.25994855,0.00000000
-5.84392196,0.52611173,0.17422774,0.02535238,0.05548456,0.00000000,0.29355163,0.00000000
-5.83791896,0.59139186,0.19657652,0.02857919,0.06276393,0.00000000,0.32923612,0.00000000
-5.83191596,0.66020314,0.22024162,0.03199559,0.07050683,0.00000000,0.36671004,0.00000000
-5.82591296,0.73190914,0.24502291,0.03557200,0.07865047,0.00000000,0.40560999,0.00000000
-5.81990995,0.80574261,0.27067289,0.03927216,0.08711622,0.00000000,0.44550328,0.00000000
-5.81390695,0.88081310,0.29689850,0.04305346,0.09580992,0.00000000,0.48589285,0.00000000
-5.80790395,0.95611997,0.32336492,0.04686752,0.10462294,0.00000000,0.52622533,0.00000000
-5.80190095,1.03057114,0.34970135,0.05066099,0.11343385,0.00000000,0.56590188,0.00000000
-5.79589795,1.10300700,0.37550870,0.05437680,0.12211085,0.00000000,0.60429180,0.00000000
-5.78989495,1.17222889,0.40036896,0.05795547,0.13051471,0.00000000,0.64074841,0.00000000
-5.78389195,1.23703138,0.42385612,0.06133679,0.13850229,0.00000000,0.67462673,0.00000000
-5.77788894,1.29623701,0.44554813,0.06446154,0.14593050,0.00000000,0.70530226,0.00000000
-5.77188594,1.34873219,0.46503944,0.06727337,0.15266050,0.00000000,0.73219017,0.00000000
-5.76588294,1.39350291,0.48195381,0.06972065,0.15856198,0.00000000,0.75476399,0.00000000
-5.75987994,1.42966839,0.49595650,0.07175830,0.16351739,0.00000000,0.77257310,0.00000000
-5.75387694,1.45651150,0.50676569,0.07334943,0.16742591,0.00000000,0.78525807,0.00000000
-5.74787394,1.47350429,0.51416224,0.07446674,0.17020694,0.00000000,0.79256331,0.00000000
-5.74187094,1.48032745,0.51799764,0.07509373,0.17180301,0.00000000,0.79434625,0.00000000
-5.73586793,1.47688292,0.51819950,0.07522539,0.17218189,0.00000000,0.79058271,0.00000000
-5.72986493,1.46329881,0.51477456,0.07486868,0.17133796,0.00000000,0.78136817,0.00000000
-5.72386193,1.43992660,0.50780894,0.07404248,0.16929257,0.00000000,0.76691491,0.00000000
-5.71785893,1.40733061,0.49746558,0.07277716,0.16609358,0.00000000,0.74754504,0.00000000
-5.71185593,1.36627035,0.48397924,0.07111376,0.16181395,0.00000000,0.72368000,0.00000000
-5.70585293,1.31767663,0.46764902,0.06910283,0.15654959,0.00000000,0.69582674,0.00000000
-5.69984992,1.26262248,0.44882902,0.06680291,0.15041653,0.00000000,0.66456149,0.00000000
-5.69384692,1.20229037,0.42791746,0.06427886,0.14354753,0.00000000,0.63051178,0.00000000
-5.68784392,1.13793723,0.40534489,0.06159990,0.13608836,0.00000000,0.59433751,0.00000000
-5.68184092,1.07085872,0.38156188,0.05883774,0.12819392,0.00000000,0.55671188,0.00000000
-5.67583792,1.00235447,0.35702698,0.05606454,0.12002439,0.00000000,0.51830314,0.00000000
-5.66983492,0.93369551,0.33219519,0.05335110,0.11174146,0.00000000,0.47975766,0.00000000
-5.66383192,0.86609521,0.30750764,0.05076512,0.10350504,0.00000000,0.44168504,0.00000000
-5.65782891,0.80068469,0.28338267,0.04836974,0.09547032,0.00000000,0.40464580,0.00000000
-5.65182591,0.73849331,0.26020867,0.04622227,0.08778542,0.00000000,0.36914178,0.00000000
-5.64582291,0.68043471,0.23833875,0.04437334,0.08058956,0.00000000,0.33560962,0.00000000
-5.63981991,0.62729838,0.21808743,0.04286622,0.07401194,0.00000000,0.30441712,0.00000000
-5.63381691,0.57974658,0.19972908,0.04173661,0.06817108,0.00000000,0.27586249,0.00000000
-5.62781391,0.53831618,0.18349809,0.04101263,0.06317471,0.00000000,0.25017606,0.00000000
-5.62181091,0.50342458,0.16959051,0.04071510,0.05912007,0.00000000,0.22752429,0.00000000
-5.61580790,0.47537906,0.15816673,0.04085811,0.05609451,0.00000000,0.20801533,0.00000000
-5.60980490,0.45438845,0.14935504,0.04144971,0.05417632,0.00000000,0.19170594,0.00000000
-5.60380190,0.44057619,0.14325547,0.04249271,0.05343549,0.00000000,0.17860899,0.00000000
-5.59779890,0.43399378,0.13994376,0.04398564,0.05393462,0.00000000,0.16870125,0.00000000
-5.59179590,0.43463377,0.13947498,0.04592357,0.05572942,0.00000000,0.16193092,0.00000000
-5.58579290,0.44244132,0.14188652,0.04829898,0.05886915,0.00000000,0.15822442,0.00000000
-5.57978989,0.45732381,0.14720025,0.05110244,0.06339662,0.00000000,0.15749229,0.00000000
-5.57378689,0.47915796,0.15542370,0.05432319,0.06934783,0.00000000,0.15963379,0.00000000
-5.56778389,0.50779408,0.16655005,0.05794946,0.07675126,0.00000000,0.16454016,0.00000000
-5.56178089,0.54305740,0.18055704,0.06196859,0.08562671,0.00000000,0.17209638,0.00000000
-5.55577789,0.58474651,0.19740488,0.06636696,0.09598386,0.00000000,0.18218162,0.00000000
-5.54977489,0.63262924,0.21703313,0.07112962,0.10782051,0.00000000,0.19466831,0.00000000
-5.54377189,0.68643622,0.23935704,0.07623976,0.12112058,0.00000000,0.20942014,0.00000000
-5.53776888,0.74585288,0.26426333,0.08167801,0.13585205,0.00000000,0.22628928,0.00000000
-5.53176588,0.81051046,0.29160596,0.08742159,0.15196484,0.00000000,0.24511299,0.00000000
-5.52576288,0.87997664,0.32120208,0.09344344,0.16938882,0.00000000,0.26571009,0.00000000
-5.51975988,0.95374686,0.35282854,0.09971126,0.18803202,0.00000000,0.28787755,0.00000000
-5.51375688,1.03123681,0.38621938,0.10618673,0.20777917,0.00000000,0.31138762,0.00000000
-5.50775388,1.11177700,0.42106441,0.11282477,0.22849068,0.00000000,0.33598574,0.00000000
-5.50175088,1.19460997,0.45700933,0.11957305,0.25000218,0.00000000,0.36138955,0.00000000
-5.49574787,1.27889078,0.49365754,0.12637179,0.27212466,0.00000000,0.38728926,0.00000000
-5.48974487,1.36369117,0.53057364,0.13315378,0.29464536,0.00000000,0.41334940,0.00000000
-5.48374187,1.44800750,0.56728883,0.13984488,0.31732937,0.00000000,0.43921218,0.00000000
-5.47773887,1.53077281,0.60330802,0.14636474,0.33992208,0.00000000,0.46450237,0.00000000
-5.47173587,1.61087260,0.63811867,0.15262804,0.36215239,0.00000000,0.48883358,0.00000000
-5.46573287,1.68716427,0.67120092,0.15854597,0.38373675,0.00000000,0.51181581,0.00000000
-5.45972986,1.75849952,0.70203892,0.16402808,0.40438396,0.00000000,0.53306395,0.00000000
-5.45372686,1.82374923,0.73013283,0.16898434,0.42380056,0.00000000,0.55220706,0.00000000
-5.44772386,1.88182995,0.75501120,0.17332748,0.44169682,0.00000000,0.56889781,0.00000000
-5.44172086,1.93173101,0.77624323,0.17697536,0.45779318,0.00000000,0.58282200,0.00000000
-5.43571786,1.97254146,0.79345031,0.17985337,0.47182683,0.00000000,0.59370745,0.00000000
-5.42971486,2.00347569,0.80631675,0.18189678,0.48355835,0.00000000,0.60133211,0.00000000
-5.42371186,2.02389668,0.81459881,0.18305288,0.49277820,0.00000000,0.60553095,0.00000000
-5.41770885,2.03333605,0.81813209,0.18328289,0.49931268,0.00000000,0.60620126,0.00000000
-5.41170585,2.03151002,0.81683670,0.18256347,0.50302928,0.00000000,0.60330619,0.00000000
-5.40570285,2.01833053,0.81072009,0.18088786,0.50384110,0.00000000,0.59687644,0.00000000
-5.39969985,1.99391099,0.79987746,0.17826649,0.50171014,0.00000000,0.58700982,0.00000000
-5.39369685,1.95856642,0.78448962,0.17472717,0.49664932,0.00000000,0.57386892,0.00000000
-5.38769385,1.91280778,0.76481849,0.17031462,0.48872303,0.00000000,0.55767684,0.00000000
-5.38169085,1.85733066,0.74120033,0.16508964,0.47804627,0.00000000,0.53871123,0.00000000
-5.37568784,1.79299877,0.71403698,0.15912771,0.46478218,0.00000000,0.51729688,0.00000000
-5.36968484,1.72082265,0.68378553,0.15251721,0.44913815,0.00000000,0.49379715,0.00000000
-5.36368184,1.64193462,0.65094666,0.14535721,0.43136069,0.00000000,0.46860457,0.00000000
-5.35767884,1.55756063,0.61605222,0.13775512,0.41172897,0.00000000,0.44213108,0.00000000
-5.35167584,1.46899023,0.57965249,0.12982400,0.39054764,0.00000000,0.41479810,0.00000000
-5.34567284,1.37754573,0.54230346,0.12167995,0.36813888,0.00000000,0.38702696,0.00000000
-5.33966983,1.28455155,0.50455475,0.11343935,0.34483419,0.00000000,0.35922987,0.00000000
-5.33366683,1.19130488,0.46693830,0.10521637,0.32096619,0.00000000,0.33180174,0.00000000
-5.32766383,1.09904868,0.42995848,0.09712054,0.29686065,0.00000000,0.30511321,0.00000000
-5.32166083,1.00894756,0.39408351,0.08925464,0.27282917,0.00000000,0.27950469,0.00000000
-5.31565783,0.92206750,0.35973866,0.08171293,0.24916273,0.00000000,0.25528194,0.00000000
-5.30965483,0.83935953,0.32730116,0.07457967,0.22612620,0.00000000,0.23271276,0.00000000
-5.30365183,0.76164788,0.29709681,0.06792804,0.20395413,0.00000000,0.21202516,0.00000000
-5.29764882,0.68962232,0.26939836,0.06181946,0.18284770,0.00000000,0.19340656,0.00000000
-5.29164582,0.62383474,0.24442529,0.05630319,0.16297308,0.00000000,0.17700409,0.00000000
-5.28564282,0.56469961,0.22234500,0.05141632,0.14446090,0.00000000,0.16292577,0.00000000
-5.27963982,0.51249765,0.20327505,0.04718403,0.12740692,0.00000000,0.15124229,0.00000000
-5.27363682,0.46738247,0.18728618,0.04362008,0.11187371,0.00000000,0.14198936,0.00000000
-5.26763382,0.42938922,0.17440592,0.04072744,0.09789304,0.00000000,0.13517025,0.00000000
-5.26163082,0.39844491,0.16462240,0.03849916,0.08546895,0.00000000,0.13075851,0.00000000
-5.25562781,0.37437962,0.15788826,0.03691918,0.07458125,0.00000000,0.12870056,0.00000000
-5.24962481,0.35693813,0.15412434,0.03596333,0.06518913,0.00000000,0.12891821,0.00000000
-5.24362181,0.34579143,0.15322306,0.03560023,0.05723487,0.00000000,0.13131089,0.00000000
-5.23761881,0.34054791,0.15505137,0.03579217,0.05064732,0.00000000,0.13575764,0.00000000
-5.23161581,0.34076375,0.15945319,0.03649601,0.04534520,0.00000000,0.14211881,0.00000000
-5.22561281,0.34595256,0.16625144,0.03766402,0.04123995,0.00000000,0.15023755,0.00000000
-5.21960980,0.35559417,0.17524957,0.03924456,0.03823820,0.00000000,0.15994113,0.00000000
-5.21360680,0.36914253,0.18623288,0.04118292,0.03624378,0.00000000,0.17104217,0.00000000
-5.20760380,0.38603304,0.19896961,0.04342191,0.03515931,0.00000000,0.18334000,0.00000000
-5.20160080,0.40568931,0.21321207,0.04590262,0.03488736,0.00000000,0.19662205,0.00000000
-5.19559780,0.42752970,0.22869792,0.04856505,0.03533134,0.00000000,0.21066567,0.00000000
-5.18959480,0.45097374,0.24515181,0.05134885,0.03639609,0.00000000,0.22524026,0.00000000
-5.18359180,0.47544879,0.26228757,0.05419404,0.03798836,0.00000000,0.24010988,0.00000000
-5.17758879,0.50039699,0.27981098,0.05704182,0.04001715,0.00000000,0.25503644,0.00000000
