energy_ev,total_up,Au_p_up,Au_d_up,B_p_up,B_d_up,Te_p_up,Te_d_up
-6.00000000,0.83219527,0.05537221,0.81158877,0.00415559,0.00000000,0.02596616,0.00000000
-5.99399700,0.82432241,0.05927777,0.80085842,0.00416747,0.00000000,0.02779343,0.00000000
-5.98799400,0.82054759,0.06341132,0.79420147,0.00423336,0.00000000,0.02959305,0.00000000
-5.98199100,0.82112821,0.06776219,0.79189390,0.00435722,0.00000000,0.03133973,0.00000000
-5.97598799,0.82627706,0.07232267,0.79416352,0.00454279,0.00000000,0.03301073,0.00000000
-5.96998499,0.83616904,0.07708857,0.80119620,0.00479348,0.00000000,0.03458665,0.00000000
-5.96398199,0.85094816,0.08205956,0.81314263,0.00511232,0.00000000,0.03605222,0.00000000
-5.95797899,0.87073409,0.08723926,0.83012462,0.00550187,0.00000000,0.03739697,0.00000000
-5.95197599,0.89562711,0.09263507,0.85224011,0.00596415,0.00000000,0.03861581,0.00000000
-5.94597299,0.92571099,0.09825761,0.87956618,0.00650047,0.00000000,0.03970940,0.00000000
-5.93996998,0.96105308,0.10411987,0.91215963,0.00711131,0.00000000,0.04068438,0.00000000
-5.93396698,1.00170147,0.11023598,0.95005464,0.00779624,0.00000000,0.04155331,0.00000000
-5.92796398,1.04767916,0.11661969,0.99325779,0.00855370,0.00000000,0.04233440,0.00000000
-5.92196098,1.09897551,0.12328268,1.04174044,0.00938093,0.00000000,0.04305105,0.00000000
-5.91595798,1.15553550,0.13023264,1.09542905,0.01027384,0.00000000,0.04373099,0.00000000
-5.90995498,1.21724760,0.13747134,1.15419426,0.01122689,0.00000000,0.04440543,0.00000000
-5.90395198,1.28393115,0.14499275,1.21783941,0.01223311,0.00000000,0.04510781,0.00000000
-5.89794897,1.35532430,0.15278141,1.28608971,0.01328404,0.00000000,0.04587254,0.00000000
-5.89194597,1.43107360,0.16081095,1.35858291,0.01436983,0.00000000,0.04673365,0.00000000
-5.88594297,1.51072631,0.16904318,1.43486256,0.01547933,0.00000000,0.04772327,0.00000000
-5.87993997,1.59372638,0.17742753,1.51437480,0.01660027,0.00000000,0.04887034,0.00000000
-5.87393697,1.67941486,0.18590116,1.59646928,0.01771956,0.00000000,0.05019922,0.00000000
-5.86793397,1.76703526,0.19438958,1.68040482,0.01882351,0.00000000,0.05172854,0.00000000
-5.86193097,1.85574420,0.20280789,1.76536002,0.01989826,0.00000000,0.05347023,0.00000000
-5.85592796,1.94462724,0.21106259,1.85044883,0.02093013,0.00000000,0.05542879,0.00000000
-5.84992496,2.03271956,0.21905392,1.93474058,0.02190609,0.00000000,0.05760082,0.00000000
-5.84392196,2.11903095,0.22667856,2.01728414,0.02281413,0.00000000,0.05997486,0.00000000
-5.83791896,2.20257401,0.23383274,2.09713502,0.02364376,0.00000000,0.06253157,0.00000000
-5.83191596,2.28239464,0.24041540,2.17338453,0.02438634,0.00000000,0.06524414,0.00000000
-5.82591296,2.35760331,0.24633151,2.24518969,0.02503548,0.00000000,0.06807912,0.00000000
-5.81990995,2.42740586,0.25149525,2.31180241,0.02558733,0.00000000,0.07099739,0.00000000
-5.81390695,2.49113223,0.25583285,2.37259680,0.02604078,0.00000000,0.07395539,0.00000000
-5.80790395,2.54826175,0.25928524,2.42709296,0.02639755,0.00000000,0.07690659,0.00000000
-5.80190095,2.59844377,0.26181002,2.47497621,0.02666230,0.00000000,0.07980298,0.00000000
-5.79589795,2.64151235,0.26338303,2.51611061,0.02684246,0.00000000,0.08259668,0.00000000
-5.78989495,2.67749412,0.26399912,2.55054588,0.02694809,0.00000000,0.08524146,0.00000000
-5.78389195,2.70660894,0.26367235,2.57851727,0.02699158,0.00000000,0.08769426,0.00000000
-5.77788894,2.72926277,0.26243551,2.60043803,0.02698730,0.00000000,0.08991654,0.00000000
-5.77188594,2.74603310,0.26033891,2.61688466,0.02695111,0.00000000,0.09187537,0.00000000
-5.76588294,2.75764728,0.25744870,2.62857539,0.02689985,0.00000000,0.09354437,0.00000000
-5.75987994,2.76495460,0.25384457,2.63634268,0.02685085,0.00000000,0.09490433,0.00000000
-5.75387694,2.76889326,0.24961707,2.64110079,0.02682128,0.00000000,0.09594355,0.00000000
-5.74787394,2.77045370,0.24486470,2.64381004,0.02682770,0.00000000,0.09665786,0.00000000
-5.74187094,2.77063994,0.23969075,2.64543906,0.02688547,0.00000000,0.09705040,0.00000000
-5.73586793,2.77043066,0.23420021,2.64692702,0.02700835,0.00000000,0.09713113,0.00000000
-5.72986493,2.77074194,0.22849670,2.64914753,0.02720816,0.00000000,0.09691609,0.00000000
-5.72386193,2.77239351,0.22267974,2.65287592,0.02749452,0.00000000,0.09642657,0.00000000
-5.71785893,2.77608006,0.21684234,2.65876158,0.02787473,0.00000000,0.09568808,0.00000000
-5.71185593,2.78234909,0.21106897,2.66730668,0.02835381,0.00000000,0.09472933,0.00000000
-5.70585293,2.79158635,0.20543421,2.67885231,0.02893466,0.00000000,0.09358119,0.00000000
-5.69984992,2.80400967,0.20000180,2.69357273,0.02961833,0.00000000,0.09227571,0.00000000
-5.69384692,2.81967121,0.19482439,2.71147793,0.03040444,0.00000000,0.09084527,0.00000000
-5.68784392,2.83846805,0.18994376,2.73242420,0.03129170,0.00000000,0.08932183,0.00000000
-5.68184092,2.86016033,0.18539165,2.75613215,0.03227847,0.00000000,0.08773641,0.00000000
-5.67583792,2.88439585,0.18119090,2.78221099,0.03336335,0.00000000,0.08611866,0.00000000
-5.66983492,2.91073956,0.17735701,2.81018753,0.03454582,0.00000000,0.08449672,0.00000000
-5.66383192,2.93870618,0.17389991,2.83953844,0.03582670,0.00000000,0.08289712,0.00000000
-5.65782891,2.96779411,0.17082580,2.86972363,0.03720867,0.00000000,0.08134490,0.00000000
-5.65182591,2.99751851,0.16813901,2.90021906,0.03869652,0.00000000,0.07986382,0.00000000
-5.64582291,3.02744184,0.16584359,2.93054702,0.04029733,0.00000000,0.07847660,0.00000000
-5.63981991,3.05720019,0.16394484,2.96030252,0.04202035,0.00000000,0.07720518,0.00000000
-5.63381691,3.08652405,0.16245033,2.98917431,0.04387678,0.00000000,0.07607105,0.00000000
-5.62781391,3.11525268,0.16137059,3.01695977,0.04587923,0.00000000,0.07509544,0.00000000
-5.62181091,3.14334173,0.16071943,3.04357331,0.04804109,0.00000000,0.07429948,0.00000000
-5.61580790,3.17086404,0.16051376,3.06904820,0.05037564,0.00000000,0.07370428,0.00000000
-5.60980490,3.19800421,0.16077311,3.09353234,0.05289507,0.00000000,0.07333090,0.00000000
-5.60380190,3.22504796,0.16151873,3.11727890,0.05560946,0.00000000,0.07320022,0.00000000
-5.59779890,3.25236726,0.16277257,3.14063290,0.05852571,0.00000000,0.07333277,0.00000000
-5.59179590,3.28040289,0.16455602,3.16401498,0.06164655,0.00000000,0.07374839,0.00000000
-5.58579290,3.30964579,0.16688863,3.18790397,0.06496969,0.00000000,0.07446596,0.00000000
-5.57978989,3.34061860,0.16978695,3.21281934,0.06848718,0.00000000,0.07550298,0.00000000
-5.57378689,3.37385867,0.17326340,3.23930490,0.07218502,0.00000000,0.07687520,0.00000000
-5.56778389,3.40990351,0.17732547,3.26791447,0.07604305,0.00000000,0.07859624,0.00000000
-5.56178089,3.44927914,0.18197508,3.29920021,0.08003526,0.00000000,0.08067716,0.00000000
-5.55577789,3.49249175,0.18720828,3.33370373,0.08413036,0.00000000,0.08312612,0.00000000
-5.54977489,3.54002217,0.19301521,3.37194982,0.08829266,0.00000000,0.08594799,0.00000000
-5.54377189,3.59232299,0.19938035,3.41444233,0.09248333,0.00000000,0.08914399,0.00000000
-5.53776888,3.64981707,0.20628288,3.46166145,0.09666182,0.00000000,0.09271134,0.00000000
-5.53176588,3.71289687,0.21369724,3.51406142,0.10078741,0.00000000,0.09664289,0.00000000
-5.52576288,3.78192315,0.22159375,3.57206788,0.10482092,0.00000000,0.10092674,0.00000000
-5.51975988,3.85722240,0.22993917,3.63607369,0.10872626,0.00000000,0.10554594,0.00000000
-5.51375688,3.93908193,0.23869728,3.70643288,0.11247195,0.00000000,0.11047808,0.00000000
-5.50775388,4.02774233,0.24782920,3.78345204,0.11603240,0.00000000,0.11569499,0.00000000
-5.50175088,4.12338698,0.25729371,3.86737911,0.11938887,0.00000000,0.12116253,0.00000000
-5.49574787,4.22612908,0.26704735,3.95839004,0.12253007,0.00000000,0.12684035,0.00000000
-5.48974487,4.33599671,0.27704439,4.05657373,0.12545244,0.00000000,0.13268192,0.00000000
-5.48374187,4.45291706,0.28723672,4.16191651,0.12815997,0.00000000,0.13863463,0.00000000
-5.47773887,4.57670124,0.29757379,4.27428728,0.13066362,0.00000000,0.14464017,0.00000000
