energy_ev,total_up,Ag_p_up,Ag_d_up,C_s_up,C_p_up,Li_s_up,S_s_up,S_p_up
-5.83191596,3.56363028,0.47129958,2.58235538,0.00833041,0.21354773,0.23854784,0.02611550,0.53526372
-5.82591296,3.54659782,0.47375488,2.56742670,0.00845703,0.21205482,0.24154061,0.02596694,0.53447015
-5.81990995,3.52570639,0.47604835,2.54963633,0.00857373,0.20975732,0.24435217,0.02580749,0.53336075
-5.81390695,3.50171573,0.47828033,2.52948790,0.00868081,0.20670503,0.24695939,0.02565467,0.53209602
-5.80790395,3.47547939,0.48057745,2.50755145,0.00877861,0.20296324,0.24934123,0.02552636,0.53084145
-5.80190095,3.44791278,0.48308877,2.48444146,0.00886749,0.19861060,0.25147936,0.02544008,0.52976164
-5.79589795,3.41996027,0.48598122,2.46079419,0.00894777,0.19373672,0.25335887,0.02541231,0.52901464
-5.78989495,3.39256293,0.48943452,2.43724551,0.00901971,0.18843940,0.25496891,0.02545784,0.52874669
-5.78389195,3.36662818,0.49363573,2.41441013,0.00908346,0.18282180,0.25630347,0.02558911,0.52908772
-5.77788894,3.34300247,0.49877363,2.39286309,0.00913903,0.17698956,0.25736198,0.02581569,0.53014743
-5.77188594,3.32244794,0.50503299,2.37312409,0.00918633,0.17104803,0.25814987,0.02614385,0.53201248
-5.76588294,3.30562359,0.51258888,2.35564506,0.00922509,0.16509953,0.25867891,0.02657625,0.53474447
-5.75987994,3.29307132,0.52160130,2.34080123,0.00925495,0.15924094,0.25896742,0.02711174,0.53837897
-5.75387694,3.28520707,0.53221001,2.32888585,0.00927539,0.15356156,0.25904014,0.02774534,0.54292537
-5.74787394,3.28231676,0.54452994,2.32010817,0.00928582,0.14814124,0.25892788,0.02846833,0.54836774
-5.74187094,3.28455695,0.55864713,2.31459484,0.00928558,0.14304895,0.25866687,0.02926857,0.55466633
-5.73586793,3.29195970,0.57461538,2.31239400,0.00927400,0.13834169,0.25829783,0.03013079,0.56175981
-5.72986493,3.30444115,0.59245370,2.31348196,0.00925040,0.13406375,0.25786486,0.03103719,0.56956803
-5.72386193,3.32181334,0.61214465,2.31777192,0.00921419,0.13024651,0.25741409,0.03196799,0.57799517
-5.71785893,3.34379845,0.63363356,2.32512423,0.00916490,0.12690841,0.25699225,0.03290214,0.58693320
-5.71185593,3.37004512,0.65682876,2.33535776,0.00910223,0.12405540,0.25664517,0.03381801,0.59626548
-5.70585293,3.40014589,0.68160275,2.34826198,0.00902613,0.12168172,0.25641638,0.03469415,0.60587039
-5.69984992,3.43365541,0.70779417,2.36360923,0.00893681,0.11977083,0.25634572,0.03551001,0.61562481
-5.69384692,3.47010859,0.73521076,2.38116669,0.00883485,0.11829673,0.25646820,0.03624663,0.62540750
-5.68784392,3.50903812,0.76363286,2.40070784,0.00872120,0.11722533,0.25681306,0.03688725,0.63510209
-5.68184092,3.54999089,0.79281758,2.42202277,0.00859720,0.11651604,0.25740310,0.03741783,0.64459974
-5.67583792,3.59254261,0.82250334,2.44492723,0.00846466,0.11612339,0.25825426,0.03782745,0.65380134
-5.66983492,3.63631026,0.85241463,2.46926991,0.00832582,0.11599870,0.25937557,0.03810861,0.66261930
-5.66383192,3.68096201,0.88226687,2.49493785,0.00818332,0.11609164,0.26076924,0.03825739,0.67097870
-5.65782891,3.72622412,0.91177117,2.52185967,0.00804022,0.11635182,0.26243112,0.03827345,0.67881811
-5.65182591,3.77188499,0.94063888,2.55000669,0.00789990,0.11673017,0.26435124,0.03815994,0.68608978
-5.64582291,3.81779597,0.96858580,2.57939168,0.00776604,0.11718018,0.26651457,0.03792325,0.69275951
-5.63981991,3.86386924,0.99533605,2.61006558,0.00764246,0.11765892,0.26890183,0.03757270,0.69880607
-5.63381691,3.91007299,1.02062555,2.64211218,0.00753310,0.11812791,0.27149034,0.03712014,0.70422033
-5.62781391,3.95642423,1.04420503,2.67564119,0.00744183,0.11855367,0.27425485,0.03657943,0.70900418
-5.62181091,4.00297971,1.06584279,2.71077995,0.00737238,0.11890816,0.27716826,0.03596595,0.71316929
-5.61580790,4.04982562,1.08532714,2.74766439,0.00732820,0.11916887,0.28020229,0.03529606,0.71673576
-5.60980490,4.09706667,1.10246860,2.78642952,0.00731232,0.11931886,0.28332795,0.03458657,0.71973085
-5.60380190,4.14481518,1.11710206,2.82720025,0.00732727,0.11934647,0.28651590,0.03385422,0.72218771
-5.59779890,4.19318086,1.12908876,2.87008279,0.00737498,0.11924505,0.28973659,0.03311525,0.72414420
-5.59179590,4.24226193,1.13831833,2.91515730,0.00745667,0.11901241,0.29296032,0.03238493,0.72564184
-5.58579290,4.29213785,1.14471079,2.96247217,0.00757287,0.11865033,0.29615700,0.03167728,0.72672494
-5.57978989,4.34286426,1.14821841,3.01204014,0.00772328,0.11816394,0.29929596,0.03100475,0.72743977
-5.57378689,4.39447018,1.14882755,3.06383660,0.00790690,0.11756108,0.30234557,0.03037800,0.72783387
-5.56778389,4.44695748,1.14656019,3.11779997,0.00812194,0.11685170,0.30527279,0.02980584,0.72795542
-5.56178089,4.50030256,1.14147515,3.17383427,0.00836596,0.11604729,0.30804277,0.02929507,0.72785264
-5.55577789,4.55445985,1.13366868,3.23181335,0.00863589,0.11516031,0.31061845,0.02885054,0.72757320
-5.54977489,4.60936669,1.12327446,3.29158665,0.00892819,0.11420367,0.31296027,0.02847516,0.72716359
-5.54377189,4.66494896,1.11046274,3.35298582,0.00923888,0.11319035,0.31502596,0.02817002,0.72666840
-5.53776888,4.72112691,1.09543846,3.41583163,0.00956374,0.11213299,0.31677062,0.02793449,0.72612964
-5.53176588,4.77782025,1.07843838,3.47994054,0.00989839,0.11104357,0.31814684,0.02776640,0.72558584
-5.52576288,4.83495196,1.05972705,3.54513022,0.01023846,0.10993317,0.31910524,0.02766217,0.72507122
-5.51975988,4.89245013,1.03959171,3.61122329,0.01057963,0.10881173,0.31959509,0.02761704,0.72461473
-5.51375688,4.95024718,1.01833619,3.67804890,0.01091782,0.10768790,0.31956529,0.02762524,0.72423909
-5.50775388,5.00827615,0.99627386,3.74544152,0.01124923,0.10656891,0.31896553,0.02768016,0.72395984
-5.50175088,5.06646383,0.97371996,3.81323680,0.01157038,0.10546045,0.31774760,0.02777453,0.72378438
-5.49574787,5.12472077,0.95098344,3.88126442,0.01187822,0.10436661,0.31586694,0.02790060,0.72371114
-5.48974487,5.18292844,0.92835862,3.94933810,0.01217006,0.10328981,0.31328419,0.02805026,0.72372878
-5.48374187,5.24092416,0.90611699,4.01724336,0.01244361,0.10223076,0.30996676,0.02821520,0.72381553
-5.47773887,5.29848456,0.88449958,4.08472349,0.01269694,0.10118846,0.30589039,0.02838702,0.72393869
-5.47173587,5.35530860,0.86370995,4.15146486,0.01292842,0.10016019,0.30104048,0.02855731,0.72405436
-5.46573287,5.41100157,0.84390849,4.21708263,0.01313665,0.09914151,0.29541326,0.02871772,0.72410730
-5.45972986,5.46506112,0.82520792,4.28110799,0.01332038,0.09812636,0.28901666,0.02886010,0.72403114
-5.45372686,5.51686702,0.80767056,4.34297831,0.01347845,0.09710712,0.28187084,0.02897645,0.72374885
-5.44772386,5.56567572,0.79130728,4.40203131,0.01360971,0.09607471,0.27400831,0.02905908,0.72317351
-5.44172086,5.61062105,0.77607838,4.45750447,0.01371293,0.09501881,0.26547373,0.02910060,0.72220953
-5.43571786,5.65072190,0.76189642,4.50854031,0.01378682,0.09392808,0.25632327,0.02909397,0.72075424
-5.42971486,5.68489743,0.74863086,4.55419830,0.01382992,0.09279042,0.24662362,0.02903261,0.71869980
-5.42371186,5.71199001,0.73611446,4.59347343,0.01384066,0.09159335,0.23645072,0.02891044,0.71593573
-5.41770885,5.73079539,0.72415121,4.62532115,0.01381737,0.09032440,0.22588817,0.02872195,0.71235164
-5.41170585,5.74009959,0.71252545,4.64868810,0.01375831,0.08897157,0.21502547,0.02846233,0.70784041
-5.40570285,5.73872079,0.70101188,4.66254741,0.01366177,0.08752387,0.20395624,0.02812757,0.70230168
-5.39969985,5.72555490,0.68938609,4.66593707,0.01352614,0.08597180,0.19277626,0.02771453,0.69564546
-5.39369685,5.69962254,0.67743502,4.65799976,0.01335003,0.08430794,0.18158164,0.02722114,0.68779581
-5.38769385,5.66011509,0.66496716,4.63802193,0.01313237,0.08252746,0.17046712,0.02664641,0.67869449
-5.38169085,5.60643776,0.65182173,4.60547031,0.01287253,0.08062858,0.15952444,0.02599063,0.66830423
-5.37568784,5.53824696,0.63787673,4.56002380,0.01257045,0.07861306,0.14884100,0.02525538,0.65661173
-5.36968484,5.45548020,0.62305527,4.50159888,0.01222667,0.07648643,0.13849867,0.02444360,0.64362991
-5.36368184,5.35837668,0.60733004,4.43036729,0.01184248,0.07425824,0.12857289,0.02355962,0.62939957
-5.35767884,5.24748713,0.59072558,4.34676461,0.01141988,0.07194206,0.11913196,0.02260913,0.61399005
-5.35167584,5.12367241,0.57331836,4.25148936,0.01096166,0.06955541,0.11023657,0.02159914,0.59749906
-5.34567284,4.98809046,0.55523459,4.14549237,0.01047133,0.06711940,0.10193950,0.02053782,0.58005142
-5.33966983,4.84217227,0.53664592,4.02995698,0.00995311,0.06465834,0.09428549,0.01943440,0.56179689
-5.33366683,4.68758765,0.51776321,3.90627069,0.00941183,0.06219906,0.08731124,0.01829896,0.54290708
-5.32766383,4.52620256,0.49882866,3.77598976,0.00885280,0.05977016,0.08104555,0.01714220,0.52357151
-5.32166083,4.36002970,0.48010682,3.64079828,0.00828173,0.05740115,0.07550950,0.01597523,0.50399303
-5.31565783,4.19117468,0.46187466,3.50246346,0.00770458,0.05512150,0.07071674,0.01480929,0.48438286
-5.30965483,4.02178008,0.44441156,3.36278912,0.00712736,0.05295963,0.06667384,0.01365553,0.46495528
-5.30365183,3.85396979,0.42798929,3.22356929,0.00655609,0.05094201,0.06338074,0.01252472,0.44592246
-5.29764882,3.68979578,0.41286288,3.08654372,0.00599656,0.04909220,0.06083118,0.01142710,0.42748941
-5.29164582,3.53118945,0.39926249,2.95335680,0.00545430,0.04743011,0.05901334,0.01037215,0.40984950
-5.28564282,3.37991910,0.38738678,2.82552134,0.00493442,0.04597134,0.05791050,0.00936847,0.39318059
-5.27963982,3.23755495,0.37739818,2.70438821,0.00444159,0.04472675,0.05750181,0.00842368,0.37764203
-5.27363682,3.10544253,0.36941997,2.59112244,0.00397997,0.04370222,0.05776318,0.00754438,0.36337262
-5.26763382,2.98468476,0.36353556,2.48668614,0.00355320,0.04289864,0.05866825,0.00673617,0.35048957
-5.26163082,2.87613301,0.35978970,2.39182837,0.00316443,0.04231215,0.06018949,0.00600368,0.33908848
-5.25562781,2.78038639,0.35819159,2.30708158,0.00281635,0.04193454,0.06229926,0.00535069,0.32924438
-5.24962481,2.69779883,0.35871955,2.23276414,0.00251124,0.04175390,0.06497102,0.00478026,0.32101348
-5.24362181,2.62849282,0.36132704,2.16898843,0.00225108,0.04175541,0.06818037,0.00429488,0.31443585
-5.23761881,2.57237861,0.36594942,2.11567341,0.00203761,0.04192224,0.07190608,0.00389665,0.30953837
-5.23161581,2.52917752,0.37251119,2.07256112,0.00187241,0.04223653,0.07613092,0.00358743,0.30633814
-5.22561281,2.49844795,0.38093299,2.03923592,0.00175703,0.04268036,0.08084228,0.00336906,0.30484583
-5.21960980,2.47961280,0.39113809,2.01514572,0.00169302,0.04323668,0.08603242,0.00324343,0.30506871
-5.21360680,2.47198671,0.40305774,1.99962430,0.00168201,0.04389013,0.09169847,0.00321267,0.30701328
-5.20760380,2.47480220,0.41663511,1.99191397,0.00172574,0.04462773,0.09784195,0.00327914,0.31068706
-5.20160080,2.48723345,0.43182734,1.99118773,0.00182606,0.04543935,0.10446785,0.00344548,0.31609945
-5.19559780,2.50841693,0.44860571,1.99657054,0.00198490,0.04631799,0.11158333,0.00371459,0.32326152
-5.18959480,2.53746826,0.46695359,2.00715898,0.00220425,0.04725972,0.11919596,0.00408949,0.33218458
-5.18359180,2.57349490,0.48686244,2.02203903,0.00248598,0.04826352,0.12731158,0.00457316,0.34287754
-5.17758879,2.61560451,0.50832589,2.04030161,0.00283181,0.04933075,0.13593197,0.00516835,0.35534326
-5.17158579,2.66290918,0.53133221,2.06105570,0.00324311,0.05046449,0.14505215,0.00587728,0.36957377
-5.16558279,2.71452575,0.55585567,2.08343905,0.00372069,0.05166865,0.15465786,0.00670138,0.38554491
-5.15957979,2.76957295,0.58184726,2.10662633,0.00426469,0.05294701,0.16472286,0.00764087,0.40321041
-5.15357679,2.82716611,0.60922535,2.12983502,0.00487431,0.05430216,0.17520673,0.00869453,0.42249597
-5.14757379,2.88641034,0.63786696,2.15232920,0.00554764,0.05573446,0.18605282,0.00985926,0.44329364
-5.14157079,2.94639336,0.66760023,2.17342150,0.00628147,0.05724105,0.19718693,0.01112985,0.46545695
-5.13556778,3.00617909,0.69819879,2.19247378,0.00707118,0.05881504,0.20851658,0.01249872,0.48879723
-5.12956478,3.06480307,0.72937846,2.20889683,0.00791059,0.06044487,0.21993103,0.01395570,0.51308143
-5.12356178,3.12127106,0.76079677,2.22214972,0.00879191,0.06211388,0.23130230,0.01548801,0.53803194
-5.11755878,3.17456140,0.79205567,2.23173922,0.00970576,0.06380022,0.24248692,0.01708026,0.56332852
-5.11155578,3.22363233,0.82270746,2.23721991,0.01064124,0.06547705,0.25332874,0.01871462,0.58861257
-5.10555278,3.26743444,0.85226397,2.23819530,0.01158606,0.06711306,0.26366248,0.02037108,0.61349381
-5.09954977,3.30492865,0.88020880,2.23432048,0.01252679,0.06867323,0.27331805,0.02202790,0.63755924
-5.09354677,3.33510956,0.90601229,2.22530637,0.01344916,0.07011996,0.28212555,0.02366215,0.66038423
-5.08754377,3.35703348,0.92914848,2.21092577,0.01433839,0.07141436,0.28992062,0.02525035,0.68154533
-5.08154077,3.36985063,0.94911364,2.19102116,0.01517965,0.07251767,0.29655002,0.02676925,0.70063441
-5.07553777,3.37283980,0.96544539,2.16551400,0.01595849,0.07339294,0.30187731,0.02819665,0.71727355
-5.06953477,3.36544444,0.97774165,2.13441495,0.01666135,0.07400649,0.30578813,0.02951225,0.73112999
-5.06353177,3.34730812,0.98567849,2.09783481,0.01727603,0.07432956,0.30819508,0.03069847,0.74193060
-5.05752876,3.31830752,0.98902601,2.05599502,0.01779220,0.07433965,0.30904191,0.03174131,0.74947496
-5.05152576,3.27858121,0.98766159,2.00923738,0.01820179,0.07402173,0.30830670,0.03263103,0.75364665
-5.04552276,3.22855216,0.98157962,1.95803174,0.01849941,0.07336918,0.30600407,0.03336277,0.75442195
-5.03951976,3.16894240,0.97089730,1.90298126,0.01868267,0.07238441,0.30218610,0.03393699,0.75187549
-5.03351676,3.10077847,0.95585622,1.84482404,0.01875236,0.07107911,0.29694200,0.03435973,0.74618252
-5.02751376,3.02538655,0.93681928,1.78443083,0.01871260,0.06947420,0.29039653,0.03464264,0.73761754
-5.02151076,2.94437673,0.91426337,1.72279814,0.01857085,0.06759934,0.28270715,0.03480282,0.72654916
-5.01550775,2.85961626,0.88876760,1.66103644,0.01833779,0.06549212,0.27405992,0.03486245,0.71343135
-5.00950475,2.77319223,0.86099785,1.60035341,0.01802717,0.06319698,0.26466453,0.03484814,0.69879131
-5.00350175,2.68736436,0.83168798,1.54203249,0.01765544,0.06076382,0.25474837,0.03479017,0.68321435
-4.99749875,2.60450948,0.80161851,1.48740679,0.01724142,0.05824639,0.24455002,0.03472150,0.66732627
-4.99149575,2.52705904,0.77159351,1.43782934,0.01680579,0.05570059,0.23431234,0.03467664,0.65177406
-4.98549275,2.45743200,0.74241654,1.39464012,0.01637058,0.05318266,0.22427542,0.03469050,0.63720533
-4.97948974,2.39796497,0.71486655,1.35913102,0.01595861,0.05074736,0.21466960,0.03479711,0.62424755
-4.97348674,2.35084232,0.68967456,1.33250970,0.01559288,0.04844624,0.20570893,0.03502837,0.61348762
-4.96748374,2.31802824,0.66750186,1.31586351,0.01529595,0.04632606,0.19758508,0.03541287,0.60545266
-4.96148074,2.30120347,0.64892063,1.31012466,0.01508940,0.04442731,0.19046211,0.03597476,0.60059260
-4.95547774,2.30170854,0.63439729,1.31603781,0.01499319,0.04278305,0.18447215,0.03673280,0.59926529
-4.94947474,2.32049573,0.62427939,1.33413127,0.01502517,0.04141798,0.17971208,0.03769954,0.60172451
-4.94347174,2.35809124,0.61878624,1.36469273,0.01520054,0.04034782,0.17624152,0.03888073,0.60811143
-4.93746873,2.41456915,0.61800343,1.40775075,0.01553145,0.03957895,0.17408184,0.04027497,0.61844961
-4.93146573,2.48953797,0.62188161,1.46306258,0.01602662,0.03910845,0.17321652,0.04187354,0.63264383
-4.92546273,2.58214054,0.63023927,1.53010905,0.01669102,0.03892434,0.17359264,0.04366057,0.65048267
-4.91945973,2.69106749,0.64276937,1.60809709,0.01752563,0.03900624,0.17512349,0.04561334,0.67164475
-4.91345673,2.81458395,0.65904977,1.69597006,0.01852731,0.03932611,0.17769220,0.04770289,0.69570839
-4.90745373,2.95056919,0.67855686,1.79242590,0.01968875,0.03984946,0.18115629,0.04989482,0.72216429
-4.90145073,3.09656785,0.70068202,1.89594295,0.02099846,0.04053648,0.18535286,0.05215026,0.75043088
-4.89544772,3.24985181,0.72475043,2.00481298,0.02244093,0.04134357,0.19010441,0.05442700,0.77987173
-4.88944472,3.40749064,0.75004154,2.11718070,0.02399683,0.04222478,0.19522495,0.05668074,0.80981446
-4.88344172,3.56642886,0.77581059,2.23108871,0.02564336,0.04313337,0.20052624,0.05886637,0.83957055
-4.87743872,3.72356763,0.80131053,2.34452687,0.02735463,0.04402338,0.20582397,0.06093934,0.86845530
-4.87143572,3.87584844,0.82581363,2.45548450,0.02910219,0.04485110,0.21094367,0.06285693,0.89580746
-4.86543272,4.02033621,0.84863205,2.56200392,0.03085567,0.04557641,0.21572605,0.06457953,0.92100768
-4.85942971,4.15429918,0.86913685,2.66223363,0.03258337,0.04616403,0.22003177,0.06607176,0.94349537
-4.85342671,4.27528301,0.88677475,2.75447939,0.03425309,0.04658451,0.22374532,0.06730346,0.96278340
-4.84742371,4.38117661,0.90108213,2.83725139,0.03583284,0.04681503,0.22677797,0.06825050,0.97847012
-4.84142071,4.47026763,0.91169595,2.90930583,0.03729167,0.04683991,0.22906966,0.06889541,0.99024847
-4.83541771,4.54128558,0.91836111,2.96967945,0.03860047,0.04665086,0.23058990,0.06922775,0.99791191
-4.82941471,4.59343130,0.92093430,3.01771559,0.03973274,0.04624700,0.23133749,0.06924424,1.00135704
-4.82341171,4.62639163,0.91938406,3.05308083,0.04066526,0.04563454,0.23133928,0.06894870,1.00058293
-4.81740870,4.64033897,0.91378730,3.07577134,0.04137874,0.04482625,0.23064799,0.06835175,0.99568733
-4.81140570,4.63591569,0.90432245,3.08610880,0.04185836,0.04384074,0.22933914,0.06747025,0.98686001
-4.80540270,4.61420400,0.89125958,3.08472576,0.04209410,0.04270150,0.22750743,0.06632663,0.97437345
-4.79939970,4.57668259,0.87494787,3.07254092,0.04208102,0.04143581,0.22526248,0.06494800,0.95857152
-4.79339670,4.52517134,0.85580111,3.05072520,0.04181932,0.04007362,0.22272440,0.06336518,0.93985638
-4.78739370,4.46176644,0.83428170,3.02065967,0.04131429,0.03864624,0.22001915,0.06161163,0.91867437
-4.78139070,4.38876798,0.81088374,2.98388699,0.04057603,0.03718520,0.21727396,0.05972238,0.89550116
-4.77538769,4.30860273,0.78611604,2.94205784,0.03961912,0.03572106,0.21461300,0.05773287,0.87082697
-4.76938469,4.22374474,0.76048537,2.89687452,0.03846208,0.03428236,0.21215336,0.05567794,0.84514205
-4.76338169,4.13663650,0.73448080,2.85003360,0.03712675,0.03289466,0.21000152,0.05359085,0.81892310
-4.75737869,4.04961329,0.70855943,2.80316974,0.03563760,0.03157981,0.20825037,0.05150241,0.79262089
-4.75137569,3.96483325,0.68313405,2.75780264,0.03402095,0.03035536,0.20697673,0.04944022,0.76664934
-4.74537269,3.88421542,0.65856301,2.71528922,0.03230421,0.02923418,0.20623957,0.04742815,0.74137649
-4.73936968,3.80938762,0.63514254,2.67678249,0.03051507,0.02822430,0.20607872,0.04548591,0.71711724
-4.73336668,3.74164590,0.61310161,2.64319879,0.02868081,0.02732893,0.20651423,0.04362879,0.69412812
-4.72736368,3.68192656,0.59259945,2.61519452,0.02682755,0.02654670,0.20754612,0.04186763,0.67260406
-4.72136068,3.63079162,0.57372557,2.59315316,0.02497971,0.02587203,0.20915471,0.04020886,0.65267709
-4.71535768,3.58842791,0.55650214,2.57718303,0.02315948,0.02529565,0.21130122,0.03865481,0.63441685
-4.70935468,3.55465965,0.54088855,2.56712590,0.02138645,0.02480527,0.21392890,0.03720398,0.61783282
-4.70335168,3.52897386,0.52678780,2.56257591,0.01967731,0.02438626,0.21696429,0.03585159,0.60287809
-4.69734867,3.51055755,0.51405444,2.56290830,0.01804573,0.02402246,0.22031893,0.03459002,0.58945444
-4.69134567,3.49834511,0.50250364,2.56731649,0.01650226,0.02369693,0.22389124,0.03340950,0.57741860
-4.68534267,3.49107420,0.49192100,2.57485616,0.01505446,0.02339272,0.22756872,0.03229863,0.56658937
-4.67933967,3.48734778,0.48207283,2.58449452,0.01370702,0.02309357,0.23123034,0.03124507,0.55675552
-4.67333667,3.48570005,0.47271634,2.59516256,0.01246197,0.02278459,0.23474924,0.03023610,0.54768415
-4.66733367,3.48466358,0.46360956,2.60580821,0.01131898,0.02245277,0.23799557,0.02925918,0.53912929
-4.66133067,3.48283500,0.45452052,2.61544801,0.01027573,0.02208741,0.24083960,0.02830246,0.53084058
-4.65532766,3.47893671,0.44523553,2.62321502,0.00932818,0.02168050,0.24315489,0.02735521,0.52257173
-4.64932466,3.47187194,0.43556629,2.62840088,0.00847103,0.02122687,0.24482157,0.02640817,0.51408859
-4.64332166,3.46077106,0.42535562,2.63048996,0.00769801,0.02072430,0.24572968,0.02545385,0.50517666
-4.63731866,3.44502710,0.41448172,2.62918420,0.00700225,0.02017345,0.24578224,0.02448672,0.49564766
-4.63131566,3.42431909,0.40286094,2.62441726,0.00637659,0.01957774,0.24489832,0.02350334,0.48534522
-4.62531266,3.39862217,0.39044897,2.61635741,0.00581383,0.01894313,0.24301557,0.02250235,0.47414942
-4.61930965,3.36820427,0.37724057,2.60539893,0.00530701,0.01827776,0.24009245,0.02148453,0.46197994
-4.61330665,3.33360937,0.36326798,2.59214245,0.00484958,0.01759161,0.23610984,0.02045264,0.44879801
-4.60730365,3.29562841,0.34859802,2.57736512,0.00443553,0.01689603,0.23107201,0.01941132,0.43460686
-4.60130065,3.25525924,0.33332827,2.56198201,0.00405950,0.01620334,0.22500690,0.01836687,0.41945086
-4.59529765,3.21365749,0.31758231,2.54700072,0.00371685,0.01552632,0.21796564,0.01732710,0.40341332
-4.58929465,3.17208094,0.30150451,2.53347131,0.00340369,0.01487782,0.21002137,0.01630102,0.38661309
-4.58329165,3.13182995,0.28525439,2.52243405,0.00311685,0.01427023,0.20126732,0.01529862,0.36920019
-4.57728864,3.09418691,0.26900095,2.51486751,0.00285386,0.01371521,0.19181428,0.01433061,0.35135055
-4.57128564,3.06035757,0.25291712,2.51163956,0.00261289,0.01322321,0.18178751,0.01340817,0.33326024
-4.56528264,3.03141708,0.23717458,2.51346359,0.00239271,0.01280329,0.17132335,0.01254265,0.31513929
-4.55927964,3.00826316,0.22193911,2.52086193,0.00219256,0.01246281,0.16056549,0.01174539,0.29720552
-4.55327664,2.99157843,0.20736662,2.53413832,0.00201212,0.01220734,0.14966116,0.01102743,0.27967852
-4.54727364,2.98180356,0.19360001,2.55336039,0.00185137,0.01204049,0.13875742,0.01039931,0.26277403
-4.54127064,2.97912214,0.18076686,2.57835287,0.00171059,0.01196397,0.12799761,0.00987089,0.24669895
-4.53526763,2.98345754,0.16897802,2.60870168,0.00159017,0.01197760,0.11751819,0.00945113,0.23164718
-4.52926463,2.99448163,0.15832708,2.64376826,0.00149066,0.01207943,0.10744596,0.00914795,0.21779621
-4.52326163,3.01163429,0.14889059,2.68271330,0.00141263,0.01226594,0.09789579,0.00896804,0.20530474
-4.51725863,3.03415242,0.14072899,2.72452850,0.00135663,0.01253225,0.08896897,0.00891676,0.19431120
-4.51125563,3.06110659,0.13388817,2.76807443,0.00132317,0.01287242,0.08075201,0.00899798,0.18493309
-4.50525263,3.09144323,0.12840128,2.81212273,0.00131266,0.01327971,0.07331612,0.00921403,0.17726713
-4.49924962,3.12403001,0.12429096,2.85540056,0.00132539,0.01374696,0.06671702,0.00956554,0.17138995
-4.49324662,3.15770209,0.12157147,2.89663507,0.00136153,0.01426687,0.06099537,0.01005145,0.16735930
