energy_ev,total_up,C_s_up,C_p_up,Se_s_up,Se_p_up,V_p_up,V_d_up,Y_p_up,Y_d_up
-3.41270635,0.01075150,0.00000026,0.00179536,0.00017001,0.00401213,0.00307391,0.00269416,0.00129795,0.00279693
-3.40670335,0.01151194,0.00000034,0.00227714,0.00021391,0.00322846,0.00288736,0.00264500,0.00158391,0.00337927
-3.40070035,0.01289000,0.00000043,0.00287741,0.00026757,0.00263231,0.00284572,0.00274324,0.00195551,0.00413957
-3.39469735,0.01492555,0.00000055,0.00361757,0.00033259,0.00219401,0.00293966,0.00299105,0.00242640,0.00510403
-3.38869435,0.01767339,0.00000070,0.00452170,0.00041072,0.00188911,0.00316280,0.00339439,0.00301234,0.00630297
-3.38269135,0.02120222,0.00000088,0.00561649,0.00050384,0.00169782,0.00351124,0.00396285,0.00373115,0.00777069
-3.37668834,0.02559324,0.00000110,0.00693095,0.00061391,0.00160441,0.00398302,0.00470933,0.00460253,0.00954504
-3.37068534,0.03093830,0.00000137,0.00849611,0.00074297,0.00159663,0.00457762,0.00564969,0.00564789,0.01166694
-3.36468234,0.03733751,0.00000169,0.01034451,0.00089306,0.00166514,0.00529537,0.00680226,0.00688991,0.01417955
-3.35867934,0.04489629,0.00000207,0.01250944,0.00106616,0.00180302,0.00613693,0.00818723,0.00835215,0.01712737
-3.35267634,0.05372193,0.00000251,0.01502417,0.00126416,0.00200526,0.00710262,0.00982597,0.01005842,0.02055495
-3.34667334,0.06391942,0.00000303,0.01792084,0.00148872,0.00226826,0.00819195,0.01174013,0.01203204,0.02450549
-3.34067034,0.07558691,0.00000363,0.02122929,0.00174124,0.00258945,0.00940303,0.01395076,0.01429503,0.02901911
-3.33466733,0.08881054,0.00000431,0.02497567,0.00202273,0.00296684,0.01073205,0.01647719,0.01686711,0.03413101
-3.32866433,0.10365905,0.00000509,0.02918096,0.00233374,0.00339872,0.01217290,0.01933591,0.01976463,0.03986940
-3.32266133,0.12017805,0.00000596,0.03385943,0.00267424,0.00388325,0.01371677,0.02253932,0.02299948,0.04625335
-3.31665833,0.13838439,0.00000693,0.03901705,0.00304358,0.00441825,0.01535190,0.02609454,0.02657791,0.05329067
-3.31065533,0.15826070,0.00000801,0.04464997,0.00344038,0.00500089,0.01706339,0.03000212,0.03049940,0.06097581
-3.30465233,0.17975039,0.00000918,0.05074313,0.00386246,0.00562753,0.01883326,0.03425497,0.03475564,0.06928793
-3.29864932,0.20275350,0.00001045,0.05726905,0.00430685,0.00629350,0.02064047,0.03883727,0.03932956,0.07818930
-3.29264632,0.22712351,0.00001181,0.06418696,0.00476973,0.00699305,0.02246126,0.04372374,0.04419464,0.08762408
-3.28664332,0.25266557,0.00001326,0.07144226,0.00524645,0.00771928,0.02426947,0.04887901,0.04931442,0.09751760
-3.28064032,0.27913625,0.00001477,0.07896643,0.00573160,0.00846412,0.02603716,0.05425741,0.05464240,0.10777623
-3.27463732,0.30624513,0.00001634,0.08667747,0.00621904,0.00921841,0.02773521,0.05980308,0.06012214,0.11828803
-3.26863432,0.33365819,0.00001794,0.09448086,0.00670208,0.00997202,0.02933407,0.06545053,0.06568795,0.12892398
-3.26263132,0.36100329,0.00001956,0.10227107,0.00717354,0.01071402,0.03080462,0.07112550,0.07126582,0.13954014
-3.25662831,0.38787748,0.00002117,0.10993364,0.00762596,0.01143291,0.03211903,0.07674640,0.07677485,0.14998043
-3.25062531,0.41385610,0.00002275,0.11734775,0.00805179,0.01211689,0.03325160,0.08222603,0.08212902,0.16008015
-3.24462231,0.43850339,0.00002427,0.12438923,0.00844357,0.01275415,0.03417960,0.08747372,0.08723930,0.16967010
-3.23861931,0.46138430,0.00002571,0.13093394,0.00879417,0.01333320,0.03488404,0.09239768,0.09201603,0.17858117
-3.23261631,0.48207703,0.00002704,0.13686132,0.00909700,0.01384323,0.03535029,0.09690770,0.09637151,0.18664917
-3.22661331,0.50018583,0.00002823,0.14205804,0.00934619,0.01427439,0.03556860,0.10091779,0.10022260,0.19371985
-3.22061031,0.51535347,0.00002926,0.14642161,0.00953681,0.01461817,0.03553443,0.10434891,0.10349338,0.19965375
-3.21460730,0.52727298,0.00003012,0.14986371,0.00966502,0.01486761,0.03524863,0.10713158,0.10611764,0.20433076
-3.20860430,0.53569791,0.00003077,0.15231316,0.00972817,0.01501757,0.03471736,0.10920817,0.10804105,0.20765417
-3.20260130,0.54045082,0.00003121,0.15371837,0.00972497,0.01506489,0.03395191,0.11053492,0.10922309,0.20955398
-3.19659830,0.54142951,0.00003144,0.15404913,0.00965542,0.01500853,0.03296827,0.11108344,0.10963843,0.20998937
-3.19059530,0.53861061,0.00003143,0.15329774,0.00952092,0.01484956,0.03178660,0.11084175,0.10927786,0.20895011
-3.18459230,0.53205058,0.00003121,0.15147922,0.00932416,0.01459115,0.03043053,0.10981471,0.10814860,0.20645702
-3.17858929,0.52188376,0.00003076,0.14863091,0.00906905,0.01423849,0.02892639,0.10802383,0.10627408,0.20256125
-3.17258629,0.50831785,0.00003009,0.14481111,0.00876057,0.01379858,0.02730233,0.10550655,0.10369313,0.19734250
-3.16658329,0.49162679,0.00002924,0.14009714,0.00840467,0.01328000,0.02558750,0.10231492,0.10045862,0.19090636
-3.16058029,0.47214161,0.00002820,0.13458274,0.00800799,0.01269265,0.02381113,0.09851383,0.09663570,0.18338073
-3.15457729,0.45023945,0.00002700,0.12837492,0.00757774,0.01204745,0.02200181,0.09417878,0.09229957,0.17491159
-3.14857429,0.42633146,0.00002567,0.12159056,0.00712142,0.01135596,0.02018667,0.08939344,0.08753306,0.16565828
-3.14257129,0.40084996,0.00002423,0.11435274,0.00664663,0.01063006,0.01839080,0.08424690,0.08242395,0.15578853
-3.13656828,0.37423557,0.00002271,0.10678702,0.00616088,0.00988162,0.01663674,0.07883101,0.07706237,0.14547348
-3.13056528,0.34692467,0.00002113,0.09901792,0.00567136,0.00912218,0.01494410,0.07323761,0.07153814,0.13488273
-3.12456228,0.31933786,0.00001951,0.09116558,0.00518482,0.00836267,0.01332929,0.06755607,0.06593833,0.12417991
-3.11855928,0.29186971,0.00001790,0.08334279,0.00470737,0.00761315,0.01180544,0.06187098,0.06034513,0.11351862
-3.11255628,0.26488010,0.00001629,0.07565256,0.00424444,0.00688264,0.01038242,0.05626019,0.05483390,0.10303909
-3.10655328,0.23868751,0.00001473,0.06818613,0.00380063,0.00617893,0.00906688,0.05079331,0.04947180,0.09286551
-3.10055028,0.21356428,0.00001322,0.06102163,0.00337973,0.00550856,0.00786257,0.04553050,0.04431663,0.08310418
-3.09454727,0.18973376,0.00001178,0.05422323,0.00298469,0.00487670,0.00677053,0.04052180,0.03941626,0.07384240
-3.08854427,0.16736956,0.00001042,0.04784092,0.00261759,0.00428723,0.00578948,0.03580681,0.03480828,0.06514811
-3.08254127,0.14659636,0.00000915,0.04191068,0.00227975,0.00374274,0.00491615,0.03141478,0.03052022,0.05707023
-3.07653827,0.12749235,0.00000798,0.03645523,0.00197177,0.00324461,0.00414569,0.02736505,0.02656991,0.04963956
-3.07053527,0.11009294,0.00000691,0.03148502,0.00169357,0.00279317,0.00347203,0.02366771,0.02296622,0.04287023
-3.06453227,0.09439533,0.00000595,0.02699955,0.00144454,0.00238781,0.00288827,0.02032461,0.01971000,0.03676145
-3.05852926,0.08036385,0.00000508,0.02298885,0.00122358,0.00202712,0.00238698,0.01733040,0.01679509,0.03129956
-3.05252626,0.06793558,0.00000431,0.01943511,0.00102923,0.00170905,0.00196057,0.01467374,0.01420955,0.02646022
-3.04652326,0.05702611,0.00000364,0.01631430,0.00085975,0.00143108,0.00160150,0.01233855,0.01193678,0.02221063
-3.04052026,0.04753519,0.00000306,0.01359776,0.00071320,0.00119035,0.00130260,0.01030524,0.00995670,0.01851170
-3.03451726,0.03935200,0.00000256,0.01125368,0.00058756,0.00098379,0.00105722,0.00855188,0.00824684,0.01532007
-3.02851426,0.03236004,0.00000215,0.00924851,0.00048075,0.00080828,0.00085945,0.00705533,0.00678338,0.01258997
-3.02251126,0.02644139,0.00000181,0.00754810,0.00039071,0.00066073,0.00070430,0.00579224,0.00554198,0.01027489
-3.01650825,0.02148048,0.00000155,0.00611876,0.00031546,0.00053822,0.00058784,0.00473995,0.00449862,0.00832890
-3.01050525,0.01736715,0.00000135,0.00492808,0.00025313,0.00043802,0.00050740,0.00387731,0.00363018,0.00670784
-3.00450225,0.01399919,0.00000123,0.00394561,0.00020200,0.00035775,0.00046173,0.00318539,0.00291501,0.00537017
-2.99849925,0.01128440,0.00000119,0.00314331,0.00016050,0.00029537,0.00045125,0.00264810,0.00233328,0.00427769
-2.99249625,0.00914213,0.00000122,0.00249595,0.00012724,0.00024929,0.00047829,0.00225275,0.00186731,0.00339597
-2.98649325,0.00750451,0.00000135,0.00198132,0.00010102,0.00021842,0.00054742,0.00199059,0.00150179,0.00269466
-2.98049025,0.00631750,0.00000158,0.00158038,0.00008081,0.00020223,0.00066582,0.00185734,0.00122397,0.00214770
-2.97448724,0.00554163,0.00000194,0.00127730,0.00006580,0.00020079,0.00084379,0.00185369,0.00102372,0.00173338
-2.96848424,0.00515286,0.00000244,0.00105952,0.00005534,0.00021490,0.00109529,0.00198588,0.00089369,0.00143432
-2.96248124,0.00514332,0.00000313,0.00091770,0.00004897,0.00024614,0.00143861,0.00226629,0.00082939,0.00123752
-2.95647824,0.00552218,0.00000404,0.00084581,0.00004642,0.00029695,0.00189718,0.00271410,0.00082930,0.00113430
-2.95047524,0.00631671,0.00000523,0.00084105,0.00004762,0.00037080,0.00250038,0.00335602,0.00089503,0.00112031
-2.94447224,0.00757339,0.00000675,0.00090395,0.00005266,0.00047229,0.00328459,0.00422706,0.00103144,0.00119553
-2.93846923,0.00935928,0.00000868,0.00103845,0.00006184,0.00060727,0.00429421,0.00537131,0.00124691,0.00136437
-2.93246623,0.01176344,0.00001111,0.00125198,0.00007568,0.00078304,0.00558281,0.00684281,0.00155358,0.00163577
-2.92646323,0.01489847,0.00001413,0.00155563,0.00009489,0.00100849,0.00721425,0.00870630,0.00196761,0.00202336
-2.92046023,0.01890203,0.00001786,0.00196434,0.00012039,0.00129424,0.00926386,0.01103799,0.00250948,0.00254564
-2.91445723,0.02393825,0.00002243,0.00249703,0.00015337,0.00165284,0.01181948,0.01392605,0.00320433,0.00322614
-2.90845423,0.03019885,0.00002799,0.00317681,0.00019522,0.00209886,0.01498239,0.01747109,0.00408225,0.00409367
-2.90245123,0.03790386,0.00003469,0.00403114,0.00024761,0.00264904,0.01886804,0.02178617,0.00517849,0.00518241
-2.89644822,0.04730169,0.00004271,0.00509183,0.00031245,0.00332231,0.02360642,0.02699654,0.00653366,0.00653198
-2.89044522,0.05866845,0.00005224,0.00639513,0.00039189,0.00413982,0.02934211,0.03323890,0.00819378,0.00818740
-2.88444222,0.07230618,0.00006345,0.00798150,0.00048834,0.00512486,0.03623374,0.04066014,0.01021019,0.01019886
-2.87843922,0.08853992,0.00007657,0.00989535,0.00060440,0.00630269,0.04445291,0.04941544,0.01263923,0.01262130
-2.87243622,0.10771342,0.00009178,0.01218452,0.00074286,0.00770029,0.05418248,0.05966572,0.01554172,0.01551374
-2.86643322,0.13018325,0.00010928,0.01489956,0.00090665,0.00934596,0.06561400,0.07157442,0.01898219,0.01893837
-2.86043022,0.15631143,0.00012925,0.01809278,0.00109876,0.01126879,0.07894443,0.08530356,0.02302773,0.02295926
-2.85442721,0.18645633,0.00015186,0.02181695,0.00132215,0.01349806,0.09437207,0.10100908,0.02774667,0.02764079
-2.84842421,0.22096211,0.00017725,0.02612388,0.00157970,0.01606247,0.11209169,0.11883565,0.03320680,0.03304581
-2.84242121,0.26014678,0.00020553,0.03106264,0.00187405,0.01898920,0.13228895,0.13891097,0.03947338,0.03923338
-2.83641821,0.30428915,0.00023674,0.03667759,0.00220751,0.02230299,0.15513432,0.16133969,0.04660688,0.04625637
-2.83041521,0.35361505,0.00027092,0.04300629,0.00258192,0.02602504,0.18077652,0.18619729,0.05466048,0.05415880
-2.82441221,0.40828340,0.00030800,0.05007730,0.00299849,0.03017197,0.20933591,0.21352399,0.06367747,0.06297310
-2.81840920,0.46837260,0.00034787,0.05790790,0.00345770,0.03475468,0.24089789,0.24331913,0.07368866,0.07271736
-2.81240620,0.53386796,0.00039034,0.06650202,0.00395917,0.03977734,0.27550683,0.27553620,0.08470978,0.08339269
-2.80640320,0.60465088,0.00043517,0.07584833,0.00450150,0.04523650,0.31316068,0.31007888,0.09673924,0.09498093
-2.80040020,0.68049050,0.00048200,0.08591863,0.00508223,0.05112031,0.35380670,0.34679835,0.10975618,0.10744269
-2.79439720,0.76103849,0.00053044,0.09666675,0.00569776,0.05740805,0.39733863,0.38549222,0.12371903,0.12071601
-2.78839420,0.84582759,0.00057999,0.10802797,0.00634334,0.06406984,0.44359545,0.42590516,0.13856474,0.13471575
-2.78239120,0.93427440,0.00063011,0.11991916,0.00701305,0.07106673,0.49236215,0.46773155,0.15420879,0.14933376
-2.77638819,1.02568672,0.00068020,0.13223957,0.00769992,0.07835116,0.54337239,0.51062008,0.17054598,0.16444001
-2.77038519,1.11927557,0.00072960,0.14487246,0.00839599,0.08586769,0.59631321,0.55418036,0.18745218,0.17988461
-2.76438219,1.21417169,0.00077766,0.15768748,0.00909253,0.09355418,0.65083172,0.59799138,0.20478694,0.19550094
-2.75837919,1.30944620,0.00082368,0.17054378,0.00978022,0.10134329,0.70654338,0.64161161,0.22239700,0.21110950
-2.75237619,1.40413468,0.00086698,0.18329382,0.01044940,0.10916417,0.76304163,0.68459031,0.24012048,0.22652276
-2.74637319,1.49726388,0.00090692,0.19578757,0.01109039,0.11694448,0.81990850,0.72647982,0.25779179,0.24155050
-2.74037019,1.58787989,0.00094290,0.20787728,0.01169377,0.12461251,0.87672538,0.76684802,0.27524684,0.25600573
-2.73436718,1.67507653,0.00097439,0.21942220,0.01225073,0.13209932,0.93308369,0.80529074,0.29232855,0.26971070
-2.72836418,1.75802266,0.00100096,0.23029341,0.01275338,0.13934080,0.98859463,0.84144324,0.30889218,0.28250296
-2.72236118,1.83598700,0.00102226,0.24037827,0.01319506,0.14627963,1.04289743,0.87499047,0.32481043,0.29424096
-2.71635818,1.90835931,0.00103809,0.24958446,0.01357058,0.15286686,1.09566573,0.90567538,0.33997786,0.30480910
-2.71035518,1.97466672,0.00104837,0.25784321,0.01387650,0.15906321,1.14661153,0.93330498,0.35431448,0.31412192
-2.70435218,2.03458443,0.00105316,0.26511182,0.01411125,0.16483989,1.19548670,0.95775383,0.36776833,0.32212714
-2.69834917,2.08794009,0.00105268,0.27137500,0.01427524,0.17017895,1.24208163,0.97896471,0.38031685,0.32880747
-2.69234617,2.13471184,0.00104726,0.27664529,0.01437089,0.17507310,1.28622162,0.99694651,0.39196690,0.33418111
-2.68634317,2.17501992,0.00103742,0.28096231,0.01440257,0.17952501,1.32776085,1.01176947,0.40275360,0.33830079
-2.68034017,2.20911255,0.00102376,0.28439097,0.01437647,0.18354624,1.36657484,1.02355792,0.41273776,0.34125156
-2.67433717,2.23734681,0.00100702,0.28701875,0.01430036,0.18715565,1.40255177,1.03248115,0.42200236,0.34314724
-2.66833417,2.26016561,0.00098804,0.28895213,0.01418338,0.19037754,1.43558354,1.03874274,0.43064791,0.34412596
-2.66233117,2.27807219,0.00096770,0.29031244,0.01403563,0.19323967,1.46555725,1.04256900,0.43878721,0.34434475
-2.65632816,2.29160347,0.00094696,0.29123123,0.01386789,0.19577101,1.49234800,1.04419718,0.44653965,0.34397363
-2.65032516,2.30130375,0.00092678,0.29184556,0.01369113,0.19799971,1.51581356,1.04386408,0.45402530,0.34318947
-2.64432216,2.30770012,0.00090813,0.29229321,0.01351620,0.19995111,1.53579151,1.04179554,0.46135923,0.34216976
-2.63831916,2.31128082,0.00089193,0.29270825,0.01335334,0.20164601,1.55209931,1.03819751,0.46864611,0.34108679
-2.63231616,2.31247754,0.00087901,0.29321695,0.01321190,0.20309930,1.56453721,1.03324888,0.47597553,0.34010226
-2.62631316,2.31165224,0.00087013,0.29393434,0.01309996,0.20431902,1.57289422,1.02709650,0.48341816,0.33936269
-2.62031016,2.30908906,0.00086592,0.29496139,0.01302403,0.20530577,1.57695661,1.01985242,0.49102276,0.33899568
-2.61430715,2.30499113,0.00086687,0.29638301,0.01298890,0.20605268,1.57651847,1.01159343,0.49881434,0.33910713
-2.60830415,2.29948210,0.00087328,0.29826666,0.01299744,0.20654571,1.57139372,1.00236259,0.50679334,0.33977946
-2.60230115,2.29261193,0.00088530,0.30066176,0.01305056,0.20676448,1.56142868,0.99217277,0.51493578,0.34107078
-2.59629815,2.28436601,0.00090287,0.30359970,0.01314722,0.20668328,1.54651443,0.98101149,0.52319438,0.34301497
-2.59029515,2.27467686,0.00092574,0.30709435,0.01328446,0.20627249,1.52659800,0.96884706,0.53150051,0.34562253
-2.58429215,2.26343734,0.00095349,0.31114299,0.01345763,0.20550017,1.50169182,0.95563523,0.53976669,0.34888199
-2.57828914,2.25051450,0.00098550,0.31572749,0.01366051,0.20433369,1.47188049,0.94132619,0.54788971,0.35276192
-2.57228614,2.23576309,0.00102097,0.32081570,0.01388565,0.20274147,1.43732480,0.92587138,0.55575399,0.35721310
-2.56628314,2.21903805,0.00105898,0.32636281,0.01412458,0.20069467,1.39826239,0.90922985,0.56323510,0.36217093
-2.56028014,2.20020533,0.00109847,0.33231277,0.01436822,0.19816872,1.35500521,0.89137380,0.57020333,0.36755781
-2.55427714,2.17915067,0.00113832,0.33859946,0.01460714,0.19514475,1.30793389,0.87229323,0.57652713,0.37328546
-2.54827414,2.15578613,0.00117731,0.34514794,0.01483190,0.19161076,1.25748938,0.85199946,0.58207635,0.37925707
-2.54227114,2.13005441,0.00121425,0.35187537,0.01503341,0.18756260,1.20416236,0.83052753,0.58672524,0.38536917
-2.53626813,2.10193095,0.00124793,0.35869199,0.01520317,0.18300464,1.14848102,0.80793746,0.59035508,0.39151341
-2.53026513,2.07142434,0.00127722,0.36550196,0.01533355,0.17795018,1.09099794,0.78431449,0.59285658,0.39757804
-2.52426213,2.03857514,0.00130109,0.37220428,0.01541801,0.17242163,1.03227664,0.75976830,0.59413186,0.40344930
-2.51825913,2.00345380,0.00131862,0.37869382,0.01545122,0.16645038,0.97287859,0.73443146,0.59409622,0.40901270
-2.51225613,1.96615787,0.00132906,0.38486248,0.01542925,0.16007641,0.91335111,0.70845715,0.59267958,0.41415435
-2.50625313,1.92680912,0.00133184,0.39060062,0.01534955,0.15334769,0.85421661,0.68201627,0.58982780,0.41876229
-2.50025013,1.88555075,0.00132658,0.39579886,0.01521104,0.14631937,0.79596362,0.65529425,0.58550362,0.42272801
-2.49424712,1.84254502,0.00131313,0.40035004,0.01501401,0.13905277,0.73903969,0.62848742,0.57968766,0.42594811
-2.48824412,1.79797152,0.00129153,0.40415167,0.01476012,0.13161419,0.68384623,0.60179924,0.57237908,0.42832620
-2.48224112,1.75202602,0.00126203,0.40710849,0.01445222,0.12407366,0.63073532,0.57543646,0.56359623,0.42977494
-2.47623812,1.70492000,0.00122509,0.40913534,0.01409429,0.11650357,0.58000825,0.54960520,0.55337704,0.43021833
-2.47023512,1.65688063,0.00118133,0.41016008,0.01369123,0.10897724,0.53191561,0.52450717,0.54177929,0.42959398
-2.46423212,1.60815115,0.00113154,0.41012642,0.01324873,0.10156753,0.48665872,0.50033597,0.52888070,0.42785542
-2.45822911,1.55899123,0.00107662,0.40899662,0.01277309,0.09434545,0.44439203,0.47727366,0.51477861,0.42497430
-2.45222611,1.50967729,0.00101761,0.40675380,0.01227107,0.08737885,0.40522632,0.45548761,0.49958951,0.42094228
-2.44622311,1.46050227,0.00095557,0.40340376,0.01174969,0.08073126,0.36923240,0.43512770,0.48344808,0.41577259
-2.44022011,1.41177492,0.00089163,0.39897613,0.01121611,0.07446085,0.33644509,0.41632401,0.46650589,0.40950102
-2.43421711,1.36381813,0.00082693,0.39352478,0.01067749,0.06861952,0.30686735,0.39918495,0.44892963,0.40218628
-2.42821411,1.31696646,0.00076260,0.38712739,0.01014084,0.06325226,0.28047441,0.38379605,0.43089891,0.39390975
-2.42221111,1.27156273,0.00069972,0.37988410,0.00961292,0.05839669,0.25721785,0.37021928,0.41260363,0.38477437
-2.41620810,1.22795365,0.00063934,0.37191543,0.00910015,0.05408279,0.23702961,0.35849315,0.39424097,0.37490283
-2.41020510,1.18648492,0.00058246,0.36335928,0.00860851,0.05033289,0.21982580,0.34863337,0.37601205,0.36443516
-2.40420210,1.14749562,0.00052999,0.35436734,0.00814350,0.04716181,0.20551047,0.34063432,0.35811846,0.35352554
-2.39819910,1.11131263,0.00048281,0.34510102,0.00771003,0.04457725,0.19397929,0.33447104,0.34075858,0.34233882
-2.39219610,1.07824500,0.00044171,0.33572703,0.00731246,0.04258032,0.18512311,0.33010199,0.32412411,0.33104659
-2.38619310,1.04857886,0.00040746,0.32641286,0.00695448,0.04116621,0.17883142,0.32747214,0.30839668,0.31982321
-2.38019010,1.02257313,0.00038076,0.31732240,0.00663917,0.04032498,0.17499580,0.32651664,0.29374487,0.30884183
-2.37418709,1.00045620,0.00036232,0.30861195,0.00636893,0.04004246,0.17351312,0.32716463,0.28032175,0.29827071
-2.36818409,0.98242392,0.00035279,0.30042667,0.00614554,0.04030113,0.17428861,0.32934326,0.26826287,0.28826987
-2.36218109,0.96863890,0.00035287,0.29289771,0.00597011,0.04108108,0.17723863,0.33298160,0.25768508,0.27898829
-2.35617809,0.95923108,0.00036322,0.28614023,0.00584318,0.04236086,0.18229297,0.33801425,0.24868594,0.27056181
-2.35017509,0.95429957,0.00038456,0.28025204,0.00576468,0.04411834,0.18939677,0.34438461,0.24134376,0.26311153
-2.34417209,0.95391530,0.00041758,0.27531325,0.00573402,0.04633138,0.19851160,0.35204740,0.23571838,0.25674300
-2.33816908,0.95812427,0.00046303,0.27138653,0.00575011,0.04897844,0.20961594,0.36097040,0.23185234,0.25154591
-2.33216608,0.96695091,0.00052162,0.26851800,0.00581141,0.05203897,0.22270456,0.37113523,0.22977242,0.24759434
-2.32616308,0.98040108,0.00059409,0.26673863,0.00591599,0.05549359,0.23778703,0.38253705,0.22949143,0.24494733
-2.32016008,0.99846421,0.00068112,0.26606587,0.00606156,0.05932412,0.25488507,0.39518305,0.23100992,0.24364962
-2.31415708,1.02111411,0.00078334,0.26650536,0.00624554,0.06351337,0.27402874,0.40908985,0.23431773,0.24373252
-2.30815408,1.04830818,0.00090130,0.26805255,0.00646507,0.06804466,0.29525165,0.42427967,0.23939521,0.24521457
-2.30215108,1.07998468,0.00103540,0.27069398,0.00671709,0.07290124,0.31858505,0.44077563,0.24621394,0.24810202
-2.29614807,1.11605815,0.00118590,0.27440819,0.00699831,0.07806544,0.34405111,0.45859613,0.25473686,0.25238893
-2.29014507,1.15641291,0.00135284,0.27916612,0.00730532,0.08351781,0.37165562,0.47774867,0.26491785,0.25805689
-2.28414207,1.20089510,0.00153604,0.28493099,0.00763454,0.08923605,0.40138023,0.49822345,0.27670066,0.26507436
-2.27813907,1.24930376,0.00173504,0.29165771,0.00798230,0.09519401,0.43317483,0.51998705,0.29001752,0.27339568
-2.27213607,1.30138158,0.00194906,0.29929188,0.00834484,0.10136077,0.46695022,0.54297661,0.30478730,0.28295980
-2.26613307,1.35680616,0.00217703,0.30776859,0.00871837,0.10769973,0.50257175,0.56709486,0.32091368,0.29368907
-2.26013007,1.41518274,0.00241753,0.31701117,0.00909909,0.11416804,0.53985405,0.59220646,0.33828347,0.30548803
-2.25412706,1.47603914,0.00266882,0.32693014,0.00948326,0.12071622,0.57855767,0.61813601,0.35676539,0.31824260
-2.24812406,1.53882404,0.00292886,0.33742254,0.00986728,0.12728813,0.61838765,0.64466793,0.37620953,0.33181983
-2.24212106,1.60290908,0.00319531,0.34837190,0.01024776,0.13382132,0.65899453,0.67154854,0.39644775,0.34606836
-2.23611806,1.66759551,0.00346561,0.35964904,0.01062160,0.14024776,0.69997807,0.69849039,0.41729529,0.36081980
-2.23011506,1.73212563,0.00373701,0.37111374,0.01098616,0.14649501,0.74089355,0.72517887,0.43855363,0.37589115
-2.22411206,1.79569905,0.00400668,0.38261746,0.01133928,0.15248777,0.78126093,0.75128091,0.46001461,0.39108823
-2.21810905,1.85749340,0.00427175,0.39400704,0.01167948,0.15814974,0.82057649,0.77645556,0.48146590,0.40621019
-2.21210605,1.91668903,0.00452944,0.40512932,0.01200602,0.16340581,0.85832663,0.80036614,0.50269746,0.42105492
-2.20610305,1.97249656,0.00477710,0.41583641,0.01231902,0.16818440,0.89400359,0.82269319,0.52350901,0.43542520
-2.20010005,2.02418624,0.00501237,0.42599157,0.01261953,0.17241997,0.92712220,0.84314805,0.54371782,0.44913533
-2.19409705,2.07111768,0.00523324,0.43547515,0.01290957,0.17605543,0.95723727,0.86148597,0.56316680,0.46201798
-2.18809405,2.11276835,0.00543808,0.44419050,0.01319214,0.17904451,0.98396064,0.87751851,0.58173210,0.47393078
-2.18209105,2.14875947,0.00562581,0.45206930,0.01347120,0.18135382,1.00697724,0.89112422,0.59933003,0.48476253
-2.17608804,2.17887756,0.00579584,0.45907603,0.01375157,0.18296465,1.02605936,0.90225716,0.61592264,0.49443831
-2.17008504,2.20309059,0.00594814,0.46521132,0.01403884,0.18387424,1.04107834,0.91095273,0.63152179,0.50292361
-2.16408204,2.22155734,0.00608326,0.47051377,0.01433914,0.18409670,1.05201313,0.91733036,0.64619108,0.51022678
-2.15807904,2.23462944,0.00620225,0.47506027,0.01465896,0.18366323,1.05895517,0.92159278,0.66004584,0.51639992
-2.15207604,2.24284559,0.00630665,0.47896443,0.01500487,0.18262188,1.06210924,0.92402179,0.67325060,0.52153787
-2.14607304,2.24691798,0.00639836,0.48237340,0.01538324,0.18103675,1.06179006,0.92497067,0.68601455,0.52577546
-2.14007004,2.24771133,0.00647959,0.48546300,0.01579995,0.17898662,1.05841484,0.92485337,0.69858476,0.52928299
-2.13406703,2.24621540,0.00655272,0.48843138,0.01626005,0.17656314,1.05249167,0.92413102,0.71123769,0.53226008
-2.12806403,2.24351206,0.00662016,0.49149162,0.01676746,0.17386860,1.04460453,0.92329624,0.72426927,0.53492837
-2.12206103,2.24073852,0.00668422,0.49486341,0.01732474,0.17101336,1.03539509,0.92285597,0.73798407,0.53752308
-2.11605803,2.23904813,0.00674698,0.49876438,0.01793282,0.16811312,1.02554223,0.92331362,0.75268400,0.54028413
-2.11005503,2.23957068,0.00681016,0.50340146,0.01859084,0.16528596,1.01574003,0.92515129,0.76865722,0.54344699
-2.10405203,2.24337388,0.00687502,0.50896254,0.01929604,0.16264940,1.00667489,0.92881286,0.78616754,0.54723381
-2.09804902,2.25142748,0.00694226,0.51560911,0.02004370,0.16031747,0.99900292,0.93468871,0.80544506,0.55184512
-2.09204602,2.26457178,0.00701199,0.52346987,0.02082721,0.15839794,0.99332815,0.94310278,0.82667809,0.55745258
-2.08604302,2.28349136,0.00708367,0.53263578,0.02163819,0.15698968,0.99018253,0.95430233,0.85000690,0.56419284
-2.08004002,2.30869504,0.00715615,0.54315669,0.02246666,0.15618035,0.99000836,0.96845096,0.87551923,0.57216295
-2.07403702,2.34050251,0.00722769,0.55503955,0.02330135,0.15604424,0.99314371,0.98562490,0.90324771,0.58141727
-2.06803402,2.37903768,0.00729602,0.56824822,0.02412997,0.15664061,0.99981124,1.00581272,0.93316899,0.59196593
-2.06203102,2.42422859,0.00735850,0.58270479,0.02493962,0.15801218,1.01011082,1.02891815,0.96520443,0.60377484
-2.05602801,2.47581321,0.00741218,0.59829219,0.02571716,0.16018411,1.02401606,1.05476583,0.99922205,0.61676712
-2.05002501,2.53335048,0.00745396,0.61485789,0.02644961,0.16316324,1.04137473,1.08310937,1.03503942,0.63082565
