energy_ev,total_up,In_p_up,In_d_up,Rh_p_up,Rh_d_up,Te_p_up,Te_d_up
-6.00000000,1.11504165,0.05587902,0.00152721,0.39396741,0.49351220,0.52392329,0.00000000
-5.99399700,1.09263237,0.05208811,0.00156017,0.39173258,0.48365836,0.51371743,0.00000000
-5.98799400,1.07090884,0.04836395,0.00159962,0.39091918,0.47379237,0.50321410,0.00000000
-5.98199100,1.05033014,0.04477413,0.00164613,0.39158776,0.46413181,0.49252049,0.00000000
-5.97598799,1.03136400,0.04138291,0.00170018,0.39379681,0.45490361,0.48176263,0.00000000
-5.96998499,1.01448102,0.03825019,0.00176216,0.39760094,0.44634158,0.47108598,0.00000000
-5.96398199,1.00014878,0.03543066,0.00183236,0.40304887,0.43868394,0.46065545,0.00000000
-5.95797899,0.98882572,0.03297313,0.00191089,0.41018126,0.43217043,0.45065452,0.00000000
-5.95197599,0.98095428,0.03092014,0.00199772,0.41902826,0.42703906,0.44128328,0.00000000
-5.94597299,0.97695304,0.02930751,0.00209265,0.42960686,0.42352212,0.43275518,0.00000000
-5.93996998,0.97720777,0.02816423,0.00219528,0.44191806,0.42184149,0.42529237,0.00000000
-5.93396698,0.98206106,0.02751220,0.00230505,0.45594380,0.42220321,0.41911976,0.00000000
-5.92796398,0.99180091,0.02736618,0.00242120,0.47164398,0.42479122,0.41445775,0.00000000
-5.92196098,1.00664840,0.02773363,0.00254279,0.48895353,0.42976063,0.41151395,0.00000000
-5.91595798,1.02674484,0.02861460,0.00266873,0.50777980,0.43723049,0.41047421,0.00000000
-5.90995498,1.05213917,0.03000162,0.00279776,0.52800047,0.44727666,0.41149345,0.00000000
-5.90395198,1.08277615,0.03187951,0.00292850,0.54946213,0.45992491,0.41468653,0.00000000
-5.89794897,1.11848632,0.03422534,0.00305947,0.57197985,0.47514482,0.42012006,0.00000000
-5.89194597,1.15897849,0.03700829,0.00318909,0.59533794,0.49284490,0.42780530,0.00000000
-5.88594297,1.20383566,0.04018968,0.00331574,0.61929189,0.51286937,0.43769299,0.00000000
-5.87993997,1.25251506,0.04372310,0.00343779,0.64357192,0.53499700,0.44967023,0.00000000
-5.87393697,1.30435291,0.04755475,0.00355362,0.66788790,0.55894229,0.46356010,0.00000000
-5.86793397,1.35857434,0.05162388,0.00366165,0.69193580,0.58435934,0.47912391,0.00000000
-5.86193097,1.41430857,0.05586360,0.00376041,0.71540557,0.61084834,0.49606640,0.00000000
-5.85592796,1.47060915,0.06020184,0.00384851,0.73799011,0.63796482,0.51404370,0.00000000
-5.84992496,1.52647893,0.06456264,0.00392476,0.75939519,0.66523130,0.53267385,0.00000000
-5.84392196,1.58089880,0.06886764,0.00398812,0.77934990,0.69215105,0.55154943,0.00000000
-5.83791896,1.63285937,0.07303784,0.00403779,0.79761717,0.71822349,0.57025184,0.00000000
-5.83191596,1.68139405,0.07699543,0.00407319,0.81400382,0.74296056,0.58836651,0.00000000
-5.82591296,1.72561229,0.08066587,0.00409402,0.82836973,0.76590330,0.60549832,0.00000000
-5.81990995,1.76473114,0.08397982,0.00410024,0.84063536,0.78663796,0.62128652,0.00000000
-5.81390695,1.79810373,0.08687516,0.00409212,0.85078734,0.80481071,0.63541819,0.00000000
-5.80790395,1.82524298,0.08929874,0.00407020,0.85888148,0.82014026,0.64763976,0.00000000
-5.80190095,1.84583921,0.09120794,0.00403532,0.86504292,0.83242767,0.65776576,0.00000000
-5.79589795,1.85977062,0.09257192,0.00398857,0.86946314,0.84156280,0.66568442,0.00000000
-5.78989495,1.86710576,0.09337243,0.00393132,0.87239371,0.84752691,0.67135969,0.00000000
-5.78389195,1.86809773,0.09360423,0.00386513,0.87413693,0.85039134,0.67482968,0.00000000
-5.77788894,1.86317023,0.09327498,0.00379177,0.87503350,0.85031216,0.67620144,0.00000000
-5.77188594,1.85289585,0.09240477,0.00371312,0.87544770,0.84752106,0.67564245,0.00000000
-5.76588294,1.83796784,0.09102507,0.00363118,0.87575078,0.84231294,0.67336931,0.00000000
-5.75987994,1.81916653,0.08917736,0.00354794,0.87630306,0.83503079,0.66963417,0.00000000
-5.75387694,1.79732219,0.08691148,0.00346539,0.87743590,0.82604872,0.66470970,0.00000000
-5.74787394,1.77327634,0.08428358,0.00338544,0.87943420,0.81575391,0.65887356,0.00000000
-5.74187094,1.74784332,0.08135408,0.00330985,0.88252047,0.80452864,0.65239305,0.00000000
-5.73586793,1.72177440,0.07818550,0.00324019,0.88684148,0.79273318,0.64551096,0.00000000
-5.72986493,1.69572608,0.07484034,0.00317780,0.89245799,0.78069050,0.63843335,0.00000000
-5.72386193,1.67023442,0.07137916,0.00312377,0.89933849,0.76867365,0.63131995,0.00000000
-5.71785893,1.64569644,0.06785886,0.00307886,0.90735730,0.75689633,0.62427759,0.00000000
-5.71185593,1.62235971,0.06433128,0.00304355,0.91629717,0.74550716,0.61735716,0.00000000
-5.70585293,1.60032024,0.06084213,0.00301799,0.92585651,0.73458780,0.61055394,0.00000000
-5.69984992,1.57952880,0.05743033,0.00300202,0.93566086,0.72415489,0.60381152,0.00000000
-5.69384692,1.55980487,0.05412769,0.00299519,0.94527811,0.71416565,0.59702865,0.00000000
-5.68784392,1.54085739,0.05095900,0.00299681,0.95423685,0.70452663,0.59006892,0.00000000
-5.68184092,1.52231078,0.04794236,0.00300591,0.96204672,0.69510489,0.58277224,0.00000000
-5.67583792,1.50373471,0.04508989,0.00302136,0.96822000,0.68574112,0.57496779,0.00000000
-5.66983492,1.48467579,0.04240856,0.00304186,0.97229319,0.67626363,0.56648740,0.00000000
-5.66383192,1.46468932,0.03990119,0.00306603,0.97384758,0.66650256,0.55717864,0.00000000
-5.65782891,1.44336945,0.03756753,0.00309239,0.97252774,0.65630336,0.54691703,0.00000000
-5.65182591,1.42037607,0.03540530,0.00311946,0.96805716,0.64553895,0.53561648,0.00000000
-5.64582291,1.39545714,0.03341117,0.00314576,0.96025024,0.63411981,0.52323761,0.00000000
-5.63981991,1.36846554,0.03158164,0.00316988,0.94902013,0.62200167,0.50979352,0.00000000
-5.63381691,1.33936964,0.02991374,0.00319046,0.93438224,0.60919037,0.49535271,0.00000000
-5.62781391,1.30825753,0.02840555,0.00320627,0.91645327,0.59574383,0.48003913,0.00000000
-5.62181091,1.27533488,0.02705647,0.00321617,0.89544606,0.58177120,0.46402951,0.00000000
-5.61580790,1.24091684,0.02586736,0.00321917,0.87166062,0.56742922,0.44754801,0.00000000
-5.60980490,1.20541489,0.02484044,0.00321444,0.84547187,0.55291627,0.43085869,0.00000000
-5.60380190,1.16931929,0.02397904,0.00320129,0.81731484,0.53846443,0.41425615,0.00000000
-5.59779890,1.13317843,0.02328720,0.00317918,0.78766815,0.52433002,0.39805487,0.00000000
-5.59179590,1.09757612,0.02276919,0.00314775,0.75703647,0.51078318,0.38257760,0.00000000
-5.58579290,1.06310799,0.02242898,0.00310680,0.72593280,0.49809694,0.36814364,0.00000000
-5.57978989,1.03035812,0.02226970,0.00305630,0.69486139,0.48653644,0.35505709,0.00000000
-5.57378689,0.99987697,0.02229309,0.00299640,0.66430185,0.47634853,0.34359592,0.00000000
-5.56778389,0.97216133,0.02249909,0.00292739,0.63469503,0.46775240,0.33400196,0.00000000
-5.56178089,0.94763717,0.02288552,0.00284976,0.60643114,0.46093151,0.32647235,0.00000000
-5.55577789,0.92664596,0.02344782,0.00276414,0.57984033,0.45602700,0.32115261,0.00000000
-5.54977489,0.90943470,0.02417906,0.00267133,0.55518594,0.45313307,0.31813162,0.00000000
-5.54377189,0.89615008,0.02507006,0.00257225,0.53266044,0.45229418,0.31743856,0.00000000
-5.53776888,0.88683674,0.02610967,0.00246800,0.51238407,0.45350434,0.31904203,0.00000000
-5.53176588,0.88143965,0.02728523,0.00235975,0.49440594,0.45670853,0.32285118,0.00000000
-5.52576288,0.87981041,0.02858322,0.00224881,0.47870743,0.46180603,0.32871901,0.00000000
-5.51975988,0.88171709,0.02998998,0.00213655,0.46520771,0.46865577,0.33644757,0.00000000
-5.51375688,0.88685741,0.03149259,0.00202440,0.45377084,0.47708326,0.34579501,0.00000000
-5.50775388,0.89487444,0.03307974,0.00191382,0.44421444,0.48688916,0.35648418,0.00000000
-5.50175088,0.90537451,0.03474274,0.00180628,0.43631923,0.49785892,0.36821261,0.00000000
-5.49574787,0.91794634,0.03647634,0.00170325,0.42983939,0.50977315,0.38066337,0.00000000
-5.48974487,0.93218085,0.03827962,0.00160612,0.42451312,0.52241847,0.39351664,0.00000000
-5.48374187,0.94769062,0.04015661,0.00151624,0.42007321,0.53559813,0.40646132,0.00000000
-5.47773887,0.96412817,0.04211685,0.00143486,0.41625717,0.54914201,0.41920645,0.00000000
-5.47173587,0.98120224,0.04417558,0.00136313,0.41281663,0.56291541,0.43149182,0.00000000
-5.46573287,0.99869119,0.04635376,0.00130207,0.40952561,0.57682624,0.44309736,0.00000000
-5.45972986,1.01645266,0.04867775,0.00125253,0.40618753,0.59083005,0.45385083,0.00000000
-5.45372686,1.03442907,0.05117858,0.00121525,0.40264061,0.60493249,0.46363352,0.00000000
-5.44772386,1.05264834,0.05389099,0.00119075,0.39876150,0.61918905,0.47238356,0.00000000
-5.44172086,1.07121962,0.05685208,0.00117939,0.39446716,0.63370180,0.48009663,0.00000000
-5.43571786,1.09032417,0.06009969,0.00118134,0.38971477,0.64861325,0.48682413,0.00000000
-5.42971486,1.11020145,0.06367046,0.00119655,0.38449996,0.66409739,0.49266862,0.00000000
-5.42371186,1.13113128,0.06759782,0.00122480,0.37885327,0.68034832,0.49777693,0.00000000
-5.41770885,1.15341258,0.07190973,0.00126562,0.37283530,0.69756693,0.50233109,0.00000000
-5.41170585,1.17733996,0.07662653,0.00131834,0.36653058,0.71594636,0.50653765,0.00000000
-5.40570285,1.20317932,0.08175877,0.00138209,0.36004080,0.73565682,0.51061576,0.00000000
-5.39969985,1.23114378,0.08730537,0.00145577,0.35347749,0.75683076,0.51478482,0.00000000
-5.39369685,1.26137143,0.09325194,0.00153810,0.34695478,0.77954919,0.51925217,0.00000000
