energy_ev,total_up,As_p_up,As_d_up,Te_p_up,Te_d_up,Zn_p_up,Zn_d_up
-6.00000000,0.47347719,0.09303666,0.00000000,0.11526506,0.00000000,0.17282751,0.06607892
-5.99399700,0.45813135,0.09300191,0.00000000,0.10829960,0.00000000,0.16253414,0.06275508
-5.98799400,0.44984873,0.09409461,0.00000000,0.10353872,0.00000000,0.15478887,0.06033095
-5.98199100,0.44862598,0.09631181,0.00000000,0.10097455,0.00000000,0.14958638,0.05880638
-5.97598799,0.45437610,0.09963290,0.00000000,0.10057954,0.00000000,0.14688249,0.05816928
-5.96998499,0.46693155,0.10401986,0.00000000,0.10230727,0.00000000,0.14659660,0.05839655
-5.96398199,0.48604633,0.10941752,0.00000000,0.10609280,0.00000000,0.14861423,0.05945483
-5.95797899,0.51139733,0.11575407,0.00000000,0.11185245,0.00000000,0.15278946,0.06130121
-5.95197599,0.54258479,0.12294154,0.00000000,0.11948321,0.00000000,0.15894755,0.06388376
-5.94597299,0.57913254,0.13087650,0.00000000,0.12886184,0.00000000,0.16688742,0.06714200
-5.93996998,0.62048835,0.13944105,0.00000000,0.13984394,0.00000000,0.17638428,0.07100727
-5.93396698,0.66602497,0.14850400,0.00000000,0.15226302,0.00000000,0.18719245,0.07540310
-5.92796398,0.71504257,0.15792249,0.00000000,0.16593006,0.00000000,0.19904841,0.08024572
-5.92196098,0.76677310,0.16754400,0.00000000,0.18063342,0.00000000,0.21167431,0.08544456
-5.91595798,0.82038713,0.17720886,0.00000000,0.19613972,0.00000000,0.22478183,0.09090311
-5.90995498,0.87500358,0.18675315,0.00000000,0.21219547,0.00000000,0.23807661,0.09651990
-5.90395198,0.92970254,0.19601209,0.00000000,0.22852981,0.00000000,0.25126318,0.10218985
-5.89794897,0.98354129,0.20482378,0.00000000,0.24485834,0.00000000,0.26405026,0.10780591
-5.89194597,1.03557312,0.21303327,0.00000000,0.26088794,0.00000000,0.27615651,0.11326096
-5.88594297,1.08486880,0.22049670,0.00000000,0.27632272,0.00000000,0.28731648,0.11845008
-5.87993997,1.13053974,0.22708549,0.00000000,0.29087063,0.00000000,0.29728652,0.12327289
-5.87393697,1.17176212,0.23269037,0.00000000,0.30425073,0.00000000,0.30585056,0.12763612
-5.86793397,1.20780103,0.23722492,0.00000000,0.31620083,0.00000000,0.31282543,0.13145611
-5.86193097,1.23803340,0.24062871,0.00000000,0.32648501,0.00000000,0.31806553,0.13466130
-5.85592796,1.26196857,0.24286955,0.00000000,0.33490086,0.00000000,0.32146655,0.13719444
-5.84992496,1.27926548,0.24394497,0.00000000,0.34128599,0.00000000,0.32296818,0.13901444
-5.84392196,1.28974553,0.24388259,0.00000000,0.34552354,0.00000000,0.32255547,0.14009784
-5.83791896,1.29340007,0.24273950,0.00000000,0.34754634,0.00000000,0.32025882,0.14043969
-5.83191596,1.29039224,0.24060050,0.00000000,0.34733959,0.00000000,0.31615267,0.14005380
-5.82591296,1.28105267,0.23757527,0.00000000,0.34494176,0.00000000,0.31035267,0.13897237
-5.81990995,1.26586913,0.23379459,0.00000000,0.34044382,0.00000000,0.30301161,0.13724496
-5.81390695,1.24547043,0.22940570,0.00000000,0.33398661,0.00000000,0.29431421,0.13493681
-5.80790395,1.22060525,0.22456704,0.00000000,0.32575668,0.00000000,0.28447096,0.13212660
-5.80190095,1.19211671,0.21944255,0.00000000,0.31598051,0.00000000,0.27371129,0.12890372
-5.79589795,1.16091390,0.21419579,0.00000000,0.30491766,0.00000000,0.26227629,0.12536517
-5.78989495,1.12794158,0.20898421,0.00000000,0.29285287,0.00000000,0.25041140,0.12161227
-5.78389195,1.09414938,0.20395369,0.00000000,0.28008768,0.00000000,0.23835926,0.11774718
-5.77788894,1.06046201,0.19923375,0.00000000,0.26693178,0.00000000,0.22635304,0.11386963
-5.77188594,1.02775158,0.19493356,0.00000000,0.25369451,0.00000000,0.21461053,0.11007368
-5.76588294,0.99681333,0.19113895,0.00000000,0.24067679,0.00000000,0.20332917,0.10644495
-5.75987994,0.96834570,0.18791053,0.00000000,0.22816385,0.00000000,0.19268220,0.10305820
-5.75387694,0.94293531,0.18528301,0.00000000,0.21641891,0.00000000,0.18281600,0.09997548
-5.74787394,0.92104751,0.18326572,0.00000000,0.20567803,0.00000000,0.17384873,0.09724483
-5.74187094,0.90302234,0.18184428,0.00000000,0.19614623,0.00000000,0.16587015,0.09489960
-5.73586793,0.88907596,0.18098329,0.00000000,0.18799496,0.00000000,0.15894270,0.09295833
-5.72986493,0.87930699,0.18062986,0.00000000,0.18136077,0.00000000,0.15310357,0.09142527
-5.72386193,0.87370711,0.18071784,0.00000000,0.17634535,0.00000000,0.14836759,0.09029132
-5.71785893,0.87217505,0.18117241,0.00000000,0.17301650,0.00000000,0.14473095,0.08953547
-5.71185593,0.87453305,0.18191489,0.00000000,0.17141017,0.00000000,0.14217523,0.08912654
-5.70585293,0.88054469,0.18286740,0.00000000,0.17153315,0.00000000,0.14067177,0.08902515
