energy_ev,total_up,C_s_up,C_p_up,Te_p_up,Te_d_up,Ti_p_up,Ti_d_up
-6.00000000,0.58851539,0.01281394,0.03812066,0.32664492,0.00000000,0.22750602,0.06135937
-5.99399700,0.62914934,0.01321491,0.03988290,0.35152902,0.00000000,0.24098667,0.06569241
-5.98799400,0.67249920,0.01366415,0.04177525,0.37807921,0.00000000,0.25511765,0.07032794
-5.98199100,0.71869357,0.01417796,0.04383389,0.40630632,0.00000000,0.26994482,0.07528442
-5.97598799,0.76784789,0.01477368,0.04609630,0.43620816,0.00000000,0.28551474,0.08057936
-5.96998499,0.82004898,0.01546912,0.04859984,0.46776196,0.00000000,0.30186940,0.08622777
-5.96398199,0.87533911,0.01628177,0.05138004,0.50091678,0.00000000,0.31904051,0.09224041
-5.95797899,0.93370019,0.01722804,0.05446890,0.53558626,0.00000000,0.33704384,0.09862218
-5.95197599,0.99503898,0.01832245,0.05789304,0.57164218,0.00000000,0.35587359,0.10537038
-5.94597299,1.05917407,0.01957678,0.06167203,0.60890920,0.00000000,0.37549729,0.11247330
-5.93996998,1.12582532,0.02099929,0.06581672,0.64716107,0.00000000,0.39585140,0.11990883
-5.93396698,1.19460677,0.02259399,0.07032785,0.68611883,0.00000000,0.41683795,0.12764359
-5.92796398,1.26502342,0.02436003,0.07519499,0.72545109,0.00000000,0.43832252,0.13563227
-5.92196098,1.33647270,0.02629114,0.08039577,0.76477680,0.00000000,0.46013366,0.14381755
-5.91595798,1.40825093,0.02837539,0.08589569,0.80367056,0.00000000,0.48206403,0.15213046
-5.90995498,1.47956495,0.03059499,0.09164832,0.84167049,0.00000000,0.50387337,0.16049143
-5.90395198,1.54954906,0.03292643,0.09759613,0.87828860,0.00000000,0.52529319,0.16881178
-5.89794897,1.61728684,0.03534074,0.10367182,0.91302343,0.00000000,0.54603332,0.17699590
-5.89194597,1.68183743,0.03780411,0.10980025,0.94537460,0.00000000,0.56579003,0.18494394
-5.88594297,1.74226552,0.04027863,0.11590084,0.97485890,0.00000000,0.58425550,0.19255497
-5.87993997,1.79767398,0.04272331,0.12189038,1.00102721,0.00000000,0.60112841,0.19973059
-5.87393697,1.84723788,0.04509525,0.12768620,1.02348170,0.00000000,0.61612518,0.20637868
-5.86793397,1.89023860,0.04735097,0.13320955,1.04189257,0.00000000,0.62899138,0.21241738
-5.86193097,1.92609647,0.04944781,0.13838902,1.05601353,0.00000000,0.63951291,0.21777896
-5.85592796,1.95440031,0.05134536,0.14316385,1.06569538,0.00000000,0.64752639,0.22241337
-5.84992496,1.97493256,0.05300694,0.14748697,1.07089685,0.00000000,0.65292824,0.22629146
-5.84392196,1.98768836,0.05440081,0.15132766,1.07169220,0.00000000,0.65568203,0.22940748
-5.83791896,1.99288751,0.05550145,0.15467352,1.06827490,0.00000000,0.65582356,0.23178084
-5.83191596,1.99097829,0.05629042,0.15753183,1.06095724,0.00000000,0.65346356,0.23345688
-5.82591296,1.98263256,0.05675708,0.15992995,1.05016542,0.00000000,0.64878757,0.23450662
-5.81990995,1.96873182,0.05689902,0.16191498,1.03643028,0.00000000,0.64205293,0.23502538
-5.81390695,1.95034444,0.05672203,0.16355234,1.02037376,0.00000000,0.63358303,0.23513030
-5.80790395,1.92869464,0.05623997,0.16492358,1.00269148,0.00000000,0.62375877,0.23495680
-5.80190095,1.90512413,0.05547411,0.16612330,0.98413201,0.00000000,0.61300769,0.23465402
-5.79589795,1.88104792,0.05445231,0.16725537,0.96547355,0.00000000,0.60179097,0.23437950
-5.78989495,1.85790584,0.05320795,0.16842860,0.94749883,0.00000000,0.59058903,0.23429329
-5.78389195,1.83711182,0.05177859,0.16975208,0.93096935,0.00000000,0.57988605,0.23455163
-5.77788894,1.82000296,0.05020463,0.17133034,0.91659973,0.00000000,0.57015423,0.23530063
-5.77188594,1.80779060,0.04852780,0.17325864,0.90503344,0.00000000,0.56183829,0.23667017
-5.76588294,1.80151556,0.04678971,0.17561857,0.89682076,0.00000000,0.55534102,0.23876827
-5.75987994,1.80200933,0.04503054,0.17847423,0.89239992,0.00000000,0.55101017,0.24167634
-5.75387694,1.80986316,0.04328774,0.18186909,0.89208224,0.00000000,0.54912755,0.24544538
-5.74787394,1.82540627,0.04159510,0.18582385,0.89604177,0.00000000,0.54990047,0.25009345
-5.74187094,1.84869417,0.03998188,0.19033523,0.90431003,0.00000000,0.55345602,0.25560458
-5.73586793,1.87950763,0.03847234,0.19537591,0.91677588,0.00000000,0.55983817,0.26192897
-5.72986493,1.91736219,0.03708548,0.20089551,0.93319054,0.00000000,0.56900798,0.26898481
-5.72386193,1.96152787,0.03583499,0.20682263,0.95317765,0.00000000,0.58084653,0.27666133
-5.71785893,2.01105792,0.03472955,0.21306778,0.97624766,0.00000000,0.59516065,0.28482313
-5.71185593,2.06482540,0.03377325,0.21952708,1.00181610,0.00000000,0.61169080,0.29331550
-5.70585293,2.12156576,0.03296621,0.22608655,1.02922476,0.00000000,0.63012100,0.30197048
-5.69984992,2.17992340,0.03230530,0.23262669,1.05776499,0.00000000,0.65009002,0.31061336
-5.69384692,2.23850014,0.03178492,0.23902721,1.08670198,0.00000000,0.67120356,0.31906935
-5.68784392,2.29590347,0.03139780,0.24517158,1.11529907,0.00000000,0.69304661,0.32716995
-5.68184092,2.35079231,0.03113573,0.25095123,1.14284103,0.00000000,0.71519577,0.33475893
-5.67583792,2.40191860,0.03099028,0.25626917,1.16865552,0.00000000,0.73723080,0.34169743
-5.66983492,2.44816292,0.03095326,0.26104294,1.19213170,0.00000000,0.75874515,0.34786819
-5.66383192,2.48856302,0.03101720,0.26520664,1.21273568,0.00000000,0.77935504,0.35317847
-5.65782891,2.52233432,0.03117558,0.26871216,1.23002201,0.00000000,0.79870698,0.35756188
-5.65182591,2.54888206,0.03142291,0.27152941,1.24364125,0.00000000,0.81648353,0.36097878
-5.64582291,2.56780519,0.03175469,0.27364582,1.25334343,0.00000000,0.83240729,0.36341561
-5.63981991,2.57889234,0.03216724,0.27506498,1.25897762,0.00000000,0.84624322,0.36488301
-5.63381691,2.58211088,0.03265744,0.27580471,1.26048791,0.00000000,0.85779948,0.36541309
-5.62781391,2.57759019,0.03322235,0.27589465,1.25790638,0.00000000,0.86692688,0.36505591
-5.62181091,2.56560041,0.03385886,0.27537358,1.25134355,0.00000000,0.87351740,0.36387554
-5.61580790,2.54652833,0.03456334,0.27428666,1.24097707,0.00000000,0.87750193,0.36194586
-5.60980490,2.52085171,0.03533123,0.27268269,1.22703932,0.00000000,0.87884752,0.35934642
-5.60380190,2.48911373,0.03615678,0.27061164,1.20980465,0.00000000,0.87755446,0.35615845
-5.59779890,2.45189855,0.03703285,0.26812251,1.18957683,0.00000000,0.87365342,0.35246138
-5.59179590,2.40980927,0.03795076,0.26526164,1.16667732,0.00000000,0.86720276,0.34832992
-5.58579290,2.36344899,0.03890025,0.26207152,1.14143472,0.00000000,0.85828613,0.34383172
-5.57978989,2.31340543,0.03986958,0.25859003,1.11417586,0.00000000,0.84701052,0.33902584
-5.57378689,2.26023938,0.04084562,0.25485026,1.08521847,0.00000000,0.83350455,0.33396186
-5.56778389,2.20447691,0.04181413,0.25088065,1.05486577,0.00000000,0.81791711,0.32867966
-5.56178089,2.14660500,0.04275997,0.24670553,1.02340266,0.00000000,0.80041618,0.32320974
-5.55577789,2.08707019,0.04366745,0.24234586,0.99109355,0.00000000,0.78118764,0.31757405
-5.54977489,2.02627962,0.04452067,0.23782009,0.95818151,0.00000000,0.76043406,0.31178712
-5.54377189,1.96460381,0.04530381,0.23314514,0.92488855,0.00000000,0.73837317,0.30585741
-5.53776888,1.90238051,0.04600152,0.22833719,0.89141665,0.00000000,0.71523604,0.29978878
-5.53176588,1.83991914,0.04659914,0.22341246,0.85794941,0.00000000,0.69126481,0.29358196
-5.52576288,1.77750515,0.04708308,0.21838772,0.82465402,0.00000000,0.66670996,0.28723585
-5.51975988,1.71540405,0.04744097,0.21328061,0.79168330,0.00000000,0.64182709,0.28074885
-5.51375688,1.65386485,0.04766196,0.20810974,0.75917777,0.00000000,0.61687331,0.27411982
-5.50775388,1.59312271,0.04773685,0.20289459,0.72726755,0.00000000,0.59210343,0.26734902
-5.50175088,1.53340091,0.04765831,0.19765518,0.69607411,0.00000000,0.56776581,0.26043879
-5.49574787,1.47491218,0.04742101,0.19241167,0.66571186,0.00000000,0.54409845,0.25339407
-5.48974487,1.41785954,0.04702175,0.18718384,0.63628948,0.00000000,0.52132506,0.24622285
-5.48374187,1.36243688,0.04645959,0.18199058,0.60791119,0.00000000,0.49965174,0.23893650
-5.47773887,1.30882949,0.04573594,0.17684941,0.58067787,0.00000000,0.47926403,0.23155002
-5.47173587,1.25721466,0.04485463,0.17177613,0.55468808,0.00000000,0.46032482,0.22408225
-5.46573287,1.20776253,0.04382198,0.16678455,0.53003904,0.00000000,0.44297300,0.21655611
-5.45972986,1.16063724,0.04264679,0.16188645,0.50682748,0.00000000,0.42732308,0.20899874
-5.45372686,1.11599843,0.04134029,0.15709171,0.48515038,0.00000000,0.41346571,0.20144162
-5.44772386,1.07400302,0.03991610,0.15240861,0.46510562,0.00000000,0.40146914,0.19392074
-5.44172086,1.03480708,0.03839003,0.14784440,0.44679231,0.00000000,0.39138149,0.18647653
-5.43571786,0.99856787,0.03677987,0.14340594,0.43031090,0.00000000,0.38323378,0.17915393
-5.42971486,0.96544566,0.03510514,0.13910057,0.41576302,0.00000000,0.37704353,0.17200213
-5.42371186,0.93560531,0.03338670,0.13493698,0.40325079,0.00000000,0.37281879,0.16507439
-5.41770885,0.90921732,0.03164639,0.13092617,0.39287590,0.00000000,0.37056223,0.15842760
-5.41170585,0.88645839,0.02990655,0.12708246,0.38473819,0.00000000,0.37027534,0.15212176
-5.40570285,0.86751113,0.02818959,0.12342431,0.37893386,0.00000000,0.37196227,0.14621931
-5.39969985,0.85256308,0.02651748,0.11997507,0.37555341,0.00000000,0.37563318,0.14078440
-5.39369685,0.84180481,0.02491131,0.11676357,0.37467928,0.00000000,0.38130692,0.13588194
-5.38769385,0.83542714,0.02339079,0.11382441,0.37638339,0.00000000,0.38901282,0.13157665
-5.38169085,0.83361759,0.02197394,0.11119793,0.38072456,0.00000000,0.39879143,0.12793203
-5.37568784,0.83655589,0.02067670,0.10892990,0.38774606,0.00000000,0.41069412,0.12500918
-5.36968484,0.84440886,0.01951268,0.10707083,0.39747329,0.00000000,0.42478149,0.12286568
-5.36368184,0.85732454,0.01849303,0.10567479,0.40991167,0.00000000,0.44112047,0.12155439
-5.35767884,0.87542578,0.01762632,0.10479799,0.42504490,0.00000000,0.45978036,0.12112226
-5.35167584,0.89880334,0.01691856,0.10449685,0.44283349,0.00000000,0.48082766,0.12160903
-5.34567284,0.92750868,0.01637331,0.10482585,0.46321375,0.00000000,0.50432000,0.12304610
-5.33966983,0.96154656,0.01599182,0.10583508,0.48609705,0.00000000,0.53029937,0.12545522
-5.33366683,1.00086769,0.01577324,0.10756756,0.51136944,0.00000000,0.55878479,0.12884737
-5.32766383,1.04536148,0.01571495,0.11005662,0.53889150,0.00000000,0.58976494,0.13322160
-5.32166083,1.09484944,0.01581278,0.11332322,0.56849852,0.00000000,0.62319087,0.13856394
-5.31565783,1.14907919,0.01606138,0.11737349,0.60000073,0.00000000,0.65896931,0.14484652
-5.30965483,1.20771962,0.01645452,0.12219668,0.63318381,0.00000000,0.69695693,0.15202678
-5.30365183,1.27035749,0.01698536,0.12776342,0.66780948,0.00000000,0.73695590,0.16004696
-5.29764882,1.33649583,0.01764677,0.13402473,0.70361629,0.00000000,0.77871117,0.16883382
-5.29164582,1.40555446,0.01843156,0.14091164,0.74032067,0.00000000,0.82190969,0.17829878
-5.28564282,1.47687305,0.01933266,0.14833562,0.77761830,0.00000000,0.86618192,0.18833845
-5.27963982,1.54971696,0.02034332,0.15618982,0.81518590,0.00000000,0.91110576,0.19883558
-5.27363682,1.62328600,0.02145726,0.16435114,0.85268361,0.00000000,0.95621291,0.20966054
-5.26763382,1.69672623,0.02266872,0.17268316,0.88975805,0.00000000,1.00099768,0.22067333
-5.26163082,1.76914480,0.02397259,0.18103967,0.92604619,0.00000000,1.04492807,0.23172604
-5.25562781,1.83962748,0.02536439,0.18926890,0.96118007,0.00000000,1.08745876,0.24266582
-5.24962481,1.90725853,0.02684030,0.19721811,0.99479239,0.00000000,1.12804555,0.25333820
-5.24362181,1.97114241,0.02839717,0.20473843,1.02652301,0.00000000,1.16616090,0.26359077
-5.23761881,2.03042649,0.03003242,0.21168974,1.05602604,0.00000000,1.20130964,0.27327697
-5.23161581,2.08432391,0.03174400,0.21794531,1.08297754,0.00000000,1.23304444,0.28225997
-5.22561281,2.13213573,0.03353024,0.22339608,1.10708340,0.00000000,1.26098017,0.29041639
-5.21960980,2.17327123,0.03538971,0.22795422,1.12808711,0.00000000,1.28480650,0.29763971
-5.21360680,2.20726550,0.03732101,0.23155598,1.14577712,0.00000000,1.30429815,0.30384327
-5.20760380,2.23379329,0.03932246,0.23416357,1.15999318,0.00000000,1.31932226,0.30896262
-5.20160080,2.25267858,0.04139187,0.23576599,1.17063165,0.00000000,1.32984245,0.31295716
-5.19559780,2.26389913,0.04352609,0.23637893,1.17764900,0.00000000,1.33591950,0.31581098
-5.18959480,2.26758587,0.04572066,0.23604351,1.18106372,0.00000000,1.33770857,0.31753286
-5.18359180,2.26401714,0.04796939,0.23482424,1.18095607,0.00000000,1.33545316,0.31815536
-5.17758879,2.25360806,0.05026390,0.23280607,1.17746599,0.00000000,1.32947630,0.31773318
-5.17158579,2.23689570,0.05259321,0.23009100,1.17078904,0.00000000,1.32016946,0.31634077
-5.16558279,2.21452086,0.05494342,0.22679409,1.16117073,0.00000000,1.30797990,0.31406944
