energy_ev,total_up,Ga_p_up,Ga_d_up,S_s_up,S_p_up,W_p_up,W_d_up
-5.57378689,1.72012762,0.02749730,0.00000000,0.00254947,1.07750481,1.13519580,0.55238770
-5.56778389,1.64605961,0.02527952,0.00000000,0.00236281,1.03733114,1.08652544,0.53458397
-5.56178089,1.57341535,0.02313738,0.00000000,0.00217660,0.99882391,1.03932473,0.51751513
-5.55577789,1.50277455,0.02108150,0.00000000,0.00199283,0.96223709,0.99391057,0.50131716
-5.54977489,1.43468981,0.01912138,0.00000000,0.00181335,0.92780147,0.95056559,0.48612302
-5.54377189,1.36968035,0.01726515,0.00000000,0.00163977,0.89572581,0.90953921,0.47206200
-5.53776888,1.30822655,0.01551944,0.00000000,0.00147352,0.86619816,0.87104926,0.45925894
-5.53176588,1.25076500,0.01388925,0.00000000,0.00131576,0.83938698,0.83528381,0.44783307
-5.52576288,1.19768382,0.01237790,0.00000000,0.00116740,0.81544153,0.80240256,0.43789651
-5.51975988,1.14931801,0.01098704,0.00000000,0.00102913,0.79449132,0.77253769,0.42955201
-5.51375688,1.10594450,0.00971667,0.00000000,0.00090138,0.77664424,0.74579378,0.42289015
-5.50775388,1.06777688,0.00856524,0.00000000,0.00078436,0.76198332,0.72224661,0.41798586
-5.50175088,1.03495968,0.00752981,0.00000000,0.00067807,0.75056211,0.70194088,0.41489424
-5.49574787,1.00756246,0.00660617,0.00000000,0.00058234,0.74239890,0.68488696,0.41364603
-5.48974487,0.98557381,0.00578904,0.00000000,0.00049683,0.73747003,0.67105684,0.41424281
-5.48374187,0.96889571,0.00507230,0.00000000,0.00042108,0.73570292,0.66037969,0.41665220
-5.47773887,0.95733880,0.00444911,0.00000000,0.00035452,0.73696920,0.65273738,0.42080352
-5.47173587,0.95061900,0.00391218,0.00000000,0.00029653,0.74107876,0.64796058,0.42658419
-5.46573287,0.94835618,0.00345393,0.00000000,0.00024642,0.74777528,0.64582590,0.43383726
-5.45972986,0.95007537,0.00306665,0.00000000,0.00020349,0.75673390,0.64605456,0.44236040
-5.45372686,0.95521114,0.00274267,0.00000000,0.00016704,0.76756156,0.64831301,0.45190671
-5.44772386,0.96311526,0.00247450,0.00000000,0.00013638,0.77980046,0.65221597,0.46218745
-5.44172086,0.97306813,0.00225494,0.00000000,0.00011088,0.79293484,0.65733187,0.47287689
-5.43571786,0.98429367,0.00207721,0.00000000,0.00008992,0.80640110,0.66319100,0.48361918
-5.42971486,0.99597763,0.00193497,0.00000000,0.00007297,0.81960112,0.66929593,0.49403713
-5.42371186,1.00728867,0.00182248,0.00000000,0.00005957,0.83191834,0.67513424,0.50374265
-5.41770885,1.01740160,0.00173457,0.00000000,0.00004934,0.84273595,0.68019278,0.51234840
-5.41170585,1.02552179,0.00166674,0.00000000,0.00004196,0.85145659,0.68397307,0.51948018
-5.40570285,1.03090986,0.00161518,0.00000000,0.00003722,0.85752234,0.68600705,0.52478950
-5.39969985,1.03290538,0.00157676,0.00000000,0.00003503,0.86043445,0.68587245,0.52796576
-5.39369685,1.03094862,0.00154913,0.00000000,0.00003536,0.85977141,0.68320703,0.52874740
-5.38769385,1.02459919,0.00153067,0.00000000,0.00003834,0.85520475,0.67772091,0.52693150
-5.38169085,1.01355078,0.00152050,0.00000000,0.00004419,0.84651169,0.66920648,0.52238131
-5.37568784,0.99764115,0.00151852,0.00000000,0.00005329,0.83358379,0.65754520,0.51503139
-5.36968484,0.97685699,0.00152539,0.00000000,0.00006616,0.81643155,0.64271115,0.50489001
-5.36368184,0.95133340,0.00154252,0.00000000,0.00008348,0.79518434,0.62477106,0.49203880
-5.35767884,0.92134797,0.00157204,0.00000000,0.00010612,0.77008597,0.60388078,0.47662967
-5.35167584,0.88730995,0.00161679,0.00000000,0.00013515,0.74148605,0.58027862,0.45887905
-5.34567284,0.84974484,0.00168030,0.00000000,0.00017186,0.70982756,0.55427567,0.43906000
-5.33966983,0.80927544,0.00176669,0.00000000,0.00021777,0.67563136,0.52624380,0.41749234
-5.33366683,0.76660000,0.00188066,0.00000000,0.00027468,0.63947836,0.49660194,0.39453149
-5.32766383,0.72246872,0.00202737,0.00000000,0.00034464,0.60199019,0.46580115,0.37055647
-5.32166083,0.67765945,0.00221239,0.00000000,0.00043002,0.56380930,0.43430952,0.34595757
-5.31565783,0.63295375,0.00244152,0.00000000,0.00053348,0.52557923,0.40259710,0.32112440
-5.30965483,0.58911412,0.00272073,0.00000000,0.00065801,0.48792597,0.37112202,0.29643457
-5.30365183,0.54686331,0.00305598,0.00000000,0.00080690,0.45144101,0.34031782,0.27224359
-5.29764882,0.50686630,0.00345303,0.00000000,0.00098378,0.41666665,0.31058281,0.24887630
-5.29164582,0.46971549,0.00391734,0.00000000,0.00119258,0.38408394,0.28227151,0.22662000
-5.28564282,0.43591927,0.00445381,0.00000000,0.00143750,0.35410353,0.25568841,0.20571941
-5.27963982,0.40589437,0.00506663,0.00000000,0.00172303,0.32705955,0.23108413,0.18637358
-5.27363682,0.37996164,0.00575911,0.00000000,0.00205388,0.30320644,0.20865382,0.16873465
-5.26763382,0.35834534,0.00653348,0.00000000,0.00243494,0.28271852,0.18853768,0.15290828
-5.26163082,0.34117560,0.00739076,0.00000000,0.00287122,0.26569227,0.17082339,0.13895561
-5.25562781,0.32849363,0.00833061,0.00000000,0.00336784,0.25215072,0.15555000,0.12689656
-5.24962481,0.32025942,0.00935129,0.00000000,0.00392990,0.24204982,0.14271315,0.11671413
-5.24362181,0.31636128,0.01044955,0.00000000,0.00456241,0.23528635,0.13227109,0.10835944
-5.23761881,0.31662704,0.01162067,0.00000000,0.00527028,0.23170685,0.12415131,0.10175731
-5.23161581,0.32083619,0.01285852,0.00000000,0.00605814,0.23111749,0.11825732,0.09681209
-5.22561281,0.32873266,0.01415564,0.00000000,0.00693030,0.23329416,0.11447546,0.09341353
-5.21960980,0.34003782,0.01550342,0.00000000,0.00789065,0.23799273,0.11268139,0.09144241
-5.21360680,0.35446312,0.01689232,0.00000000,0.00894256,0.24495905,0.11274606,0.09077596
-5.20760380,0.37172226,0.01831210,0.00000000,0.01008873,0.25393839,0.11454110,0.09129265
-5.20160080,0.39154212,0.01975208,0.00000000,0.01133114,0.26468408,0.11794342,0.09287650
-5.19559780,0.41367253,0.02120149,0.00000000,0.01267087,0.27696515,0.12283897,0.09542072
-5.18959480,0.43789420,0.02264971,0.00000000,0.01410799,0.29057275,0.12912569,0.09883055
-5.18359180,0.46402480,0.02408656,0.00000000,0.01564143,0.30532512,0.13671555,0.10302543
-5.17758879,0.49192277,0.02550258,0.00000000,0.01726882,0.32107110,0.14553577,0.10794038
-5.17158579,0.52148894,0.02688918,0.00000000,0.01898636,0.33769203,0.15552926,0.11352663
-5.16558279,0.55266572,0.02823883,0.00000000,0.02078861,0.35510202,0.16665430,0.11975160
-5.15957979,0.58543409,0.02954514,0.00000000,0.02266842,0.37324666,0.17888365,0.12659816
-5.15357679,0.61980836,0.03080283,0.00000000,0.02461673,0.39210027,0.19220315,0.13406340
-5.14757379,0.65582923,0.03200772,0.00000000,0.02662246,0.41166191,0.20660986,0.14215687
-5.14157079,0.69355526,0.03315663,0.00000000,0.02867244,0.43195025,0.22211007,0.15089857
-5.13556778,0.73305350,0.03424718,0.00000000,0.03075134,0.45299780,0.23871712,0.16031658
-5.12956478,0.77438963,0.03527760,0.00000000,0.03284166,0.47484471,0.25644924,0.17044467
-5.12356178,0.81761824,0.03624654,0.00000000,0.03492385,0.49753250,0.27532757,0.18131992
-5.11755878,0.86277397,0.03715288,0.00000000,0.03697641,0.52109815,0.29537439,0.19298043
-5.11155578,0.90986380,0.03799548,0.00000000,0.03897613,0.54556887,0.31661165,0.20546328
-5.10555278,0.95886122,0.03877310,0.00000000,0.04089844,0.57095772,0.33905982,0.21880275
-5.09954977,1.00970236,0.03948428,0.00000000,0.04271781,0.59726053,0.36273703,0.23302889
-5.09354677,1.06228453,0.04012733,0.00000000,0.04440824,0.62445397,0.38765846,0.24816633
-5.08754377,1.11646687,0.04070037,0.00000000,0.04594390,0.65249501,0.41383588,0.26423344
-5.08154077,1.17207321,0.04120144,0.00000000,0.04729972,0.68132150,0.44127712,0.28124162
-5.07553777,1.22889668,0.04162866,0.00000000,0.04845215,0.71085389,0.46998538,0.29919475
-5.06953477,1.28670557,0.04198047,0.00000000,0.04937981,0.74099754,0.49995819,0.31808856
-5.06353177,1.34524986,0.04225584,0.00000000,0.05006424,0.77164557,0.53118580,0.33790987
-5.05752876,1.40426789,0.04245453,0.00000000,0.05049054,0.80268166,0.56364894,0.35863564
-5.05152576,1.46349231,0.04257730,0.00000000,0.05064796,0.83398254,0.59731582,0.38023162
-5.04552276,1.52265502,0.04262609,0.00000000,0.05053036,0.86541988,0.63213839,0.40265066
-5.03951976,1.58149041,0.04260413,0.00000000,0.05013657,0.89686120,0.66804789,0.42583066
-5.03351676,1.63973679,0.04251596,0.00000000,0.04947058,0.92816981,0.70494995,0.44969223
-5.02751376,1.69713593,0.04236743,0.00000000,0.04854156,0.95920374,0.74271946,0.47413617
-5.02151076,1.75343079,0.04216548,0.00000000,0.04736369,0.98981363,0.78119556,0.49904107
-5.01550775,1.80836195,0.04191797,0.00000000,0.04595584,1.01984007,0.82017723,0.52426109
-5.00950475,1.86166329,0.04163337,0.00000000,0.04434110,1.04911061,0.85941991,0.54962439
-5.00350175,1.91305750,0.04132040,0.00000000,0.04254613,1.07743692,0.89863361,0.57493237
-4.99749875,1.96225245,0.04098766,0.00000000,0.04060046,1.10461261,0.93748308,0.59996005
-4.99149575,2.00893901,0.04064325,0.00000000,0.03853560,1.13041220,0.97559017,0.62445782
-4.98549275,2.05279110,0.04029442,0.00000000,0.03638427,1.15459173,1.01253889,0.64815473
-4.97948974,2.09346856,0.03994729,0.00000000,0.03417945,1.17689124,1.04788311,0.67076338
-4.97348674,2.13062306,0.03960659,0.00000000,0.03195359,1.19703941,1.08115687,0.69198641
-4.96748374,2.16390707,0.03927557,0.00000000,0.02973785,1.21476044,1.11188704,0.71152447
-4.96148074,2.19298576,0.03895594,0.00000000,0.02756137,1.22978275,1.13960786,0.72908529
-4.95547774,2.21755105,0.03864795,0.00000000,0.02545076,1.24184953,1.16387684,0.74439367
-4.94947474,2.23733707,0.03835057,0.00000000,0.02342963,1.25073021,1.18429102,0.75720169
-4.94347174,2.25213593,0.03806170,0.00000000,0.02151831,1.25623243,1.20050307,0.76729884
-4.93746873,2.26181261,0.03777852,0.00000000,0.01973368,1.25821368,1.21223599,0.77452129
-4.93146573,2.26631767,0.03749776,0.00000000,0.01808912,1.25659173,1.21929579,0.77875991
-4.92546273,2.26569667,0.03721611,0.00000000,0.01659463,1.25135311,1.22158119,0.77996642
-4.91945973,2.26009528,0.03693049,0.00000000,0.01525694,1.24255899,1.21908979,0.77815724
-4.91345673,2.24975932,0.03663836,0.00000000,0.01407979,1.23034776,1.21192016,0.77341486
-4.90745373,2.23502934,0.03633788,0.00000000,0.01306424,1.21493410,1.20026964,0.76588627
-4.90145073,2.21632978,0.03602806,0.00000000,0.01220896,1.19660428,1.18442795,0.75577879
-4.89544772,2.19415303,0.03570878,0.00000000,0.01151058,1.17570791,1.16476663,0.74335316
-4.88944472,2.16903921,0.03538076,0.00000000,0.01096404,1.15264636,1.14172517,0.72891431
-4.88344172,2.14155281,0.03504536,0.00000000,0.01056287,1.12785849,1.11579425,0.71280030
-4.87743872,2.11225749,0.03470441,0.00000000,0.01029944,1.10180446,1.08749707,0.69536987
-4.87143572,2.08169074,0.03435995,0.00000000,0.01016528,1.07494842,1.05736986,0.67698932
-4.86543272,2.05033983,0.03401397,0.00000000,0.01015121,1.04774119,1.02594237,0.65801940
-4.85942971,2.01862073,0.03366810,0.00000000,0.01024754,1.02060367,0.99371961,0.63880283
-4.85342671,1.98686133,0.03332339,0.00000000,0.01044421,0.99391219,0.96116557,0.61965304
-4.84742371,1.95529002,0.03298015,0.00000000,0.01073093,0.96798633,0.92868970,0.60084483
-4.84142071,1.92403045,0.03263781,0.00000000,0.01109728,0.94308006,0.89663692,0.58260719
-4.83541771,1.89310286,0.03229490,0.00000000,0.01153285,0.91937654,0.86528129,0.56511869
-4.82941471,1.86243185,0.03194917,0.00000000,0.01202733,0.89698686,0.83482371,0.54850562
-4.82341171,1.83186015,0.03159772,0.00000000,0.01257065,0.87595265,0.80539343,0.53284272
-4.81740870,1.80116773,0.03123734,0.00000000,0.01315318,0.85625243,0.77705317,0.51815657
-4.81140570,1.77009486,0.03086481,0.00000000,0.01376585,0.83781122,0.74980735,0.50443117
-4.80540270,1.73836804,0.03047738,0.00000000,0.01440036,0.82051283,0.72361282,0.49161548
-4.79939970,1.70572707,0.03007325,0.00000000,0.01504936,0.80421405,0.69839141,0.47963235
-4.79339670,1.67195196,0.02965205,0.00000000,0.01570670,0.78876005,0.67404356,0.46838834
-4.78739370,1.63688800,0.02921535,0.00000000,0.01636755,0.77400007,0.65046222,0.45778394
-4.78139070,1.60046777,0.02876718,0.00000000,0.01702863,0.75980250,0.62754637,0.44772362
-4.77538769,1.56272882,0.02831437,0.00000000,0.01768829,0.74606876,0.60521342,0.43812509
-4.76938469,1.52382629,0.02786699,0.00000000,0.01834663,0.73274503,0.58341008,0.42892751
-4.76338169,1.48403958,0.02743855,0.00000000,0.01900552,0.71983142,0.56212110,0.42009815
-4.75737869,1.44377299,0.02704612,0.00000000,0.01966850,0.70738809,0.54137566,0.41163714
-4.75137569,1.40355017,0.02671040,0.00000000,0.02034070,0.69553800,0.52125129,0.40358028
-4.74537269,1.36400261,0.02645552,0.00000000,0.02102859,0.68446611,0.50187509,0.39599964
-4.73936968,1.32585268,0.02630878,0.00000000,0.02173967,0.67441516,0.48342240,0.38900205
-4.73336668,1.28989196,0.02630020,0.00000000,0.02248209,0.66567812,0.46611310,0.38272549
-4.72736368,1.25695560,0.02646197,0.00000000,0.02326420,0.65858756,0.45020557,0.37733364
-4.72136068,1.22789388,0.02682765,0.00000000,0.02409404,0.65350257,0.43598879,0.37300877
-4.71535768,1.20354185,0.02743133,0.00000000,0.02497879,0.65079345,0.42377272,0.36994330
-4.70935468,1.18468832,0.02830663,0.00000000,0.02592424,0.65082518,0.41387738,0.36833048
-4.70335168,1.17204530,0.02948556,0.00000000,0.02693426,0.65393995,0.40662096,0.36835451
-4.69734867,1.16621893,0.03099737,0.00000000,0.02801029,0.66043979,0.40230736,0.37018054
-4.69134567,1.16768308,0.03286731,0.00000000,0.02915099,0.67056986,0.40121354,0.37394507
-4.68534267,1.17675645,0.03511536,0.00000000,0.03035186,0.68450316,0.40357695,0.37974704
-4.67933967,1.19358426,0.03775504,0.00000000,0.03160514,0.70232731,0.40958367,0.38764019
-4.67333667,1.21812500,0.04079230,0.00000000,0.03289973,0.72403409,0.41935738,0.39762693
-4.66733367,1.25014317,0.04422447,0.00000000,0.03422130,0.74951218,0.43294977,0.40965397
-4.66133067,1.28920814,0.04803947,0.00000000,0.03555260,0.77854357,0.45033258,0.42361019
-4.65532766,1.33469950,0.05221523,0.00000000,0.03687386,0.81080384,0.47139182,0.43932661
-4.64932466,1.38581897,0.05671941,0.00000000,0.03816336,0.84586657,0.49592433,0.45657872
-4.64332166,1.44160855,0.06150939,0.00000000,0.03939816,0.88321168,0.52363705,0.47509110
-4.63731866,1.50097448,0.06653269,0.00000000,0.04055484,0.92223770,0.55414917,0.49454414
-4.63131566,1.56271636,0.07172770,0.00000000,0.04161038,0.96227735,0.58699737,0.51458268
-4.62531266,1.62556054,0.07702488,0.00000000,0.04254301,1.00261610,0.62164406,0.53482629
-4.61930965,1.68819652,0.08234822,0.00000000,0.04333307,1.04251300,0.65748857,0.55488072
-4.61330665,1.74931521,0.08761710,0.00000000,0.04396379,1.08122287,0.69388112,0.57435004
-4.60730365,1.80764758,0.09274844,0.00000000,0.04442197,1.11801904,0.73013911,0.59284909
-4.60130065,1.86200208,0.09765899,0.00000000,0.04469857,1.15221574,0.76556537,0.61001555
-4.59529765,1.91129954,0.10226786,0.00000000,0.04478904,1.18318906,0.79946750,0.62552124
-4.58929465,1.95460389,0.10649894,0.00000000,0.04469356,1.21039572,0.83117796,0.63908199
-4.58329165,1.99114753,0.11028336,0.00000000,0.04441703,1.23338868,0.86007373,0.65046588
-4.57728864,2.02035023,0.11356171,0.00000000,0.04396888,1.25182895,0.88559496,0.65949915
-4.57128564,2.04183073,0.11628596,0.00000000,0.04336265,1.26549320,0.90726179,0.66606988
-4.56528264,2.05541053,0.11842098,0.00000000,0.04261544,1.27427654,0.92468845,0.67012895
-4.55927964,2.06110985,0.11994571,0.00000000,0.04174724,1.27819073,0.93759410,0.67168860
-4.55327664,2.05913592,0.12085364,0.00000000,0.04078001,1.27735769,0.94580987,0.67081836
-4.54727364,2.04986433,0.12115286,0.00000000,0.03973689,1.27199886,0.94928180,0.66763891
-4.54127064,2.03381434,0.12086554,0.00000000,0.03864120,1.26242090,0.94806953,0.66231392
-4.53526763,2.01161957,0.12002682,0.00000000,0.03751557,1.24899856,0.94234078,0.65504061
-4.52926463,1.98399550,0.11868335,0.00000000,0.03638108,1.23215555,0.93236204,0.64603928
-4.52326163,1.95170555,0.11689127,0.00000000,0.03525650,1.21234460,0.91848591,0.63554258
-4.51725863,1.91552729,0.11471404,0.00000000,0.03415773,1.19002751,0.90113574,0.62378492
-4.51125563,1.87622069,0.11222002,0.00000000,0.03309727,1.16565643,0.88078841,0.61099267
-4.50525263,1.83449974,0.10947999,0.00000000,0.03208399,1.13965701,0.85795609,0.59737556
-4.49924962,1.79100882,0.10656473,0.00000000,0.03112301,1.11241458,0.83316786,0.58311975
-4.49324662,1.74630476,0.10354277,0.00000000,0.03021579,1.08426347,0.80695213,0.56838268
-4.48724362,1.70084521,0.10047841,0.00000000,0.02936038,1.05548030,0.77982049,0.55329020
-4.48124062,1.65498353,0.09743007,0.00000000,0.02855180,1.02628098,0.75225379,0.53793557
-4.47523762,1.60897009,0.09444903,0.00000000,0.02778258,0.99682163,0.72469075,0.52238071
-4.46923462,1.56295926,0.09157861,0.00000000,0.02704337,0.96720280,0.69751953,0.50665907
-4.46323162,1.51702150,0.08885374,0.00000000,0.02632359,0.93747673,0.67107228,0.49078014
-4.45722861,1.47115911,0.08630094,0.00000000,0.02561208,0.90765679,0.64562255,0.47473501
-4.45122561,1.42532460,0.08393866,0.00000000,0.02489784,0.87772838,0.62138539,0.45850269
-4.44522261,1.37944016,0.08177782,0.00000000,0.02417057,0.84766047,0.59851961,0.44205660
-4.43921961,1.33341694,0.07982265,0.00000000,0.02342125,0.81741705,0.57713188,0.42537093
-4.43321661,1.28717286,0.07807162,0.00000000,0.02264252,0.78696752,0.55728191,0.40842642
-4.42721361,1.24064784,0.07651834,0.00000000,0.02182907,0.75629566,0.53898846,0.39121515
-4.42121061,1.19381573,0.07515255,0.00000000,0.02097780,0.72540647,0.52223533,0.37374426
-4.41520760,1.14669228,0.07396093,0.00000000,0.02008788,0.69433072,0.50697727,0.35603826
-4.40920460,1.09933893,0.07292783,0.00000000,0.01916072,0.66312692,0.49314513,0.33813997
-4.40320160,1.05186263,0.07203585,0.00000000,0.01819982,0.63188096,0.48065034,0.32011010
-4.39719860,1.00441178,0.07126621,0.00000000,0.01721053,0.60070344,0.46938843,0.30202559
-4.39119560,0.95716914,0.07059905,0.00000000,0.01619969,0.56972512,0.45924172,0.28397687
-4.38519260,0.91034222,0.07001361,0.00000000,0.01517533,0.53909096,0.45008129,0.26606434
-4.37918959,0.86415226,0.06948824,0.00000000,0.01414624,0.50895329,0.44176839,0.24839430
-4.37318659,0.81882248,0.06900052,0.00000000,0.01312156,0.47946457,0.43415561,0.23107463
-4.36718359,0.77456667,0.06852729,0.00000000,0.01211043,0.45077033,0.42708803,0.21421053
-4.36118059,0.73157878,0.06804477,0.00000000,0.01112164,0.42300275,0.42040456,0.19790052
-4.35517759,0.69002428,0.06752878,0.00000000,0.01016329,0.39627528,0.41393980,0.18223297
-4.34917459,0.65003370,0.06695504,0.00000000,0.00924259,0.37067857,0.40752639,0.16728330
-4.34317159,0.61169865,0.06629961,0.00000000,0.00836565,0.34627792,0.40099802,0.15311195
-4.33716858,0.57507049,0.06553944,0.00000000,0.00753739,0.32311225,0.39419303,0.13976322
-4.33116558,0.54016138,0.06465298,0.00000000,0.00676144,0.30119459,0.38695850,0.12726483
-4.32516258,0.50694766,0.06362093,0.00000000,0.00604017,0.28051392,0.37915460,0.11562839
-4.31915958,0.47537495,0.06242685,0.00000000,0.00537476,0.26103814,0.37065909,0.10485039
-4.31315658,0.44536470,0.06105795,0.00000000,0.00476525,0.24271782,0.36137152,0.09491388
-4.30715358,0.41682137,0.05950562,0.00000000,0.00421071,0.22549059,0.35121701,0.08579038
