energy_ev,total_up,In_p_up,In_d_up,Se_s_up,Se_p_up,Y_p_up,Y_d_up
-5.76588294,2.98946900,0.20307469,0.00382701,0.03478446,1.68349708,0.90305453,1.02551484
-5.75987994,2.96324387,0.20092297,0.00378978,0.03445932,1.66203743,0.89153395,1.01421443
-5.75387694,2.92305384,0.19778352,0.00373221,0.03398649,1.63329627,0.87529054,0.99834167
-5.74787394,2.86954734,0.19370201,0.00365544,0.03337594,1.59772629,0.85463236,0.97818812
-5.74187094,2.80359653,0.18874109,0.00356088,0.03263948,1.55589453,0.82993921,0.95411655
-5.73586793,2.72627401,0.18297874,0.00345022,0.03179040,1.50846764,0.80165148,0.92655149
-5.72986493,2.63882467,0.17650603,0.00332537,0.03084325,1.45619490,0.77025771,0.89596843
-5.72386193,2.54263359,0.16942467,0.00318837,0.02981352,1.39988929,0.73628131,0.86288202
-5.71785893,2.43919115,0.16184426,0.00304138,0.02871736,1.34040760,0.70026692,0.82783345
-5.71185593,2.33005653,0.15387937,0.00288660,0.02757125,1.27862984,0.66276686,0.79137766
-5.70585293,2.21682056,0.14564667,0.00272622,0.02639176,1.21543883,0.62432811,0.75407045
-5.69984992,2.10106912,0.13726199,0.00256239,0.02519517,1.15170026,0.58548023,0.71645599
-5.69384692,1.98434790,0.12883765,0.00239717,0.02399725,1.08824398,0.54672439,0.67905497
-5.68784392,1.86812954,0.12047994,0.00223248,0.02281295,1.02584667,0.50852393,0.64235358
-5.68184092,1.75378382,0.11228687,0.00207009,0.02165609,0.96521641,0.47129647,0.60679372
-5.67583792,1.64255163,0.10434636,0.00191157,0.02053917,0.90697954,0.43540779,0.57276443
-5.66983492,1.53552322,0.09673470,0.00175830,0.01947309,0.85166984,0.40116743,0.54059494
-5.66383192,1.43362118,0.08951546,0.00161144,0.01846696,0.79972049,0.36882603,0.51054929
-5.65782891,1.33758849,0.08273887,0.00147195,0.01752795,0.75145877,0.33857446,0.48282286
-5.65182591,1.24798174,0.07644150,0.00134055,0.01666117,0.70710372,0.31054441,0.45754062
-5.64582291,1.16516975,0.07064641,0.00121775,0.01586957,0.66676667,0.28481057,0.43475744
-5.63981991,1.08933725,0.06536372,0.00110389,0.01515401,0.63045472,0.26139401,0.41446024
-5.63381691,1.02049366,0.06059137,0.00099907,0.01451323,0.59807701,0.24026680,0.39657201
-5.62781391,0.95848642,0.05631636,0.00090327,0.01394403,0.56945352,0.22135751,0.38095764
-5.62181091,0.90301844,0.05251607,0.00081629,0.01344143,0.54432623,0.20455740,0.36743129
-5.61580790,0.85366912,0.04915989,0.00073782,0.01299892,0.52237229,0.18972726,0.35576520
-5.60980490,0.80991802,0.04621093,0.00066741,0.01260871,0.50321865,0.17670441,0.34569947
-5.60380190,0.77117053,0.04362781,0.00060457,0.01226212,0.48645787,0.16530998,0.33695280
-5.59779890,0.73678454,0.04136649,0.00054871,0.01194986,0.47166433,0.15535587,0.32923342
-5.59179590,0.70609725,0.03938203,0.00049923,0.01166246,0.45841061,0.14665166,0.32225024
-5.58579290,0.67845114,0.03763023,0.00045551,0.01139059,0.44628310,0.13901085,0.31572348
-5.57978989,0.65321831,0.03606924,0.00041690,0.01112544,0.43489665,0.13225660,0.30939463
-5.57378689,0.62982230,0.03466081,0.00038282,0.01085901,0.42390748,0.12622666,0.30303527
-5.56778389,0.60775679,0.03337149,0.00035268,0.01058439,0.41302418,0.12077749,0.29645452
-5.56178089,0.58660070,0.03217344,0.00032597,0.01029602,0.40201619,0.11578739,0.28950478
-5.55577789,0.56602911,0.03104511,0.00030221,0.00998978,0.39071973,0.11115876,0.28208575
-5.54977489,0.54582006,0.02997155,0.00028102,0.00966316,0.37904098,0.10681933,0.27414638
-5.54377189,0.52585707,0.02894452,0.00026207,0.00931525,0.36695646,0.10272246,0.26568511
-5.53776888,0.50612756,0.02796231,0.00024510,0.00894672,0.35451075,0.09884664,0.25674808
-5.53176588,0.48671757,0.02702942,0.00022995,0.00855975,0.34181184,0.09519409,0.24742580
-5.52576288,0.46780307,0.02615588,0.00021650,0.00815788,0.32902423,0.09178885,0.23784828
-5.51975988,0.44963864,0.02535659,0.00020474,0.00774581,0.31636035,0.08867412,0.22817901
-5.51375688,0.43254399,0.02465041,0.00019470,0.00732925,0.30407062,0.08590944,0.21860802
-5.50775388,0.41688901,0.02405918,0.00018650,0.00691466,0.29243264,0.08356738,0.20934447
-5.50175088,0.40307816,0.02360674,0.00018031,0.00650904,0.28174004,0.08173025,0.20060891
-5.49574787,0.39153468,0.02331785,0.00017636,0.00611970,0.27229131,0.08048684,0.19262574
-5.48974487,0.38268535,0.02321723,0.00017493,0.00575404,0.26437926,0.07992921,0.18561600
-5.48374187,0.37694625,0.02332855,0.00017634,0.00541939,0.25828122,0.08014980,0.17979086
-5.47773887,0.37471002,0.02367360,0.00018097,0.00512282,0.25425057,0.08123889,0.17534592
-5.47173587,0.37633482,0.02427145,0.00018923,0.00487101,0.25250963,0.08328244,0.17245649
-5.46573287,0.38213543,0.02513785,0.00020156,0.00467019,0.25324422,0.08636040,0.17127403
-5.45972986,0.39237625,0.02628463,0.00021842,0.00452598,0.25659996,0.09054550,0.17192367
-5.45372686,0.40726659,0.02771936,0.00024031,0.00444342,0.26268027,0.09590252,0.17450287
-5.44772386,0.42695782,0.02944501,0.00026773,0.00442691,0.27154609,0.10248797,0.17908106
-5.44172086,0.45154245,0.03145987,0.00030116,0.00448019,0.28321719,0.11035019,0.18570037
-5.43571786,0.48105466,0.03375750,0.00034112,0.00460634,0.29767484,0.11952979,0.19437696
-5.42971486,0.51547223,0.03632682,0.00038806,0.00480779,0.31486564,0.13006027,0.20510313
-5.42371186,0.55471929,0.03915234,0.00044242,0.00508633,0.33470623,0.14196884,0.21784979
-5.41770885,0.59866975,0.04221435,0.00050458,0.00544305,0.35708861,0.15527720,0.23256915
-5.41170585,0.64715095,0.04548933,0.00057484,0.00587841,0.38188565,0.17000226,0.24919750
-5.40570285,0.69994723,0.04895029,0.00065341,0.00639212,0.40895652,0.18615662,0.26765785
-5.39969985,0.75680324,0.05256716,0.00074039,0.00698318,0.43815177,0.20374882,0.28786214
-5.39369685,0.81742664,0.05630728,0.00083576,0.00764977,0.46931765,0.22278301,0.30971317
-5.38769385,0.88149017,0.06013577,0.00093933,0.00838925,0.50229951,0.24325834,0.33310582
-5.38169085,0.94863308,0.06401600,0.00105076,0.00919805,0.53694407,0.26516772,0.35792780
-5.37568784,1.01846177,0.06790996,0.00116953,0.01007166,0.57310041,0.28849605,0.38405963
-5.36968484,1.09054997,0.07177877,0.00129492,0.01100454,0.61061964,0.31321801,0.41137418
-5.36368184,1.16443865,0.07558298,0.00142603,0.01199013,0.64935340,0.33929547,0.43973559
-5.35767884,1.23963579,0.07928306,0.00156178,0.01302080,0.68915109,0.36667447,0.46899791
-5.35167584,1.31561651,0.08283975,0.00170090,0.01408792,0.72985638,0.39528225,0.49900346
-5.34567284,1.39182397,0.08621455,0.00184198,0.01518185,0.77130298,0.42502418,0.52958127
-5.33966983,1.46767111,0.08937009,0.00198345,0.01629208,0.81331026,0.45578110,0.56054568
-5.33366683,1.54254398,0.09227065,0.00212364,0.01740730,0.85567901,0.48740708,0.59169541
-5.32766383,1.61580660,0.09488265,0.00226084,0.01851562,0.89818780,0.51972799,0.62281322
-5.32166083,1.68680769,0.09717515,0.00239327,0.01960475,0.94059031,0.55254104,0.65366646
-5.31565783,1.75488941,0.09912038,0.00251920,0.02066220,0.98261410,0.58561551,0.68400856
-5.30965483,1.81939789,0.10069434,0.00263695,0.02167558,1.02396092,0.61869478,0.71358151
-5.30365183,1.87969553,0.10187727,0.00274494,0.02263285,1.06430902,0.65149980,0.74211948
-5.29764882,1.93517465,0.10265420,0.00284176,0.02352261,1.10331735,0.68373404,0.76935343
-5.29164582,1.98527213,0.10301544,0.00292620,0.02433440,1.14063168,0.71508969,0.79501656
-5.28564282,2.02948443,0.10295692,0.00299726,0.02505893,1.17589257,0.74525527,0.81885052
-5.27963982,2.06738231,0.10248054,0.00305422,0.02568835,1.20874472,0.77392407,0.84061204
-5.27363682,2.09862481,0.10159437,0.00309662,0.02621649,1.23884744,0.80080339,0.86007972
-5.26763382,2.12297142,0.10031270,0.00312430,0.02663896,1.26588575,0.82562405,0.87706070
-5.26163082,2.14029225,0.09865599,0.00313739,0.02695335,1.28958137,0.84814979,0.89139673
-5.25562781,2.15057524,0.09665063,0.00313631,0.02715922,1.30970331,0.86818609,0.90296957
-5.24962481,2.15393024,0.09432866,0.00312174,0.02725812,1.32607717,0.88558804,0.91170519
-5.24362181,2.15058944,0.09172721,0.00309459,0.02725356,1.33859287,0.90026675,0.91757669
-5.23761881,2.14090419,0.08888796,0.00305601,0.02715083,1.34721025,0.91219389,0.92060576
-5.23161581,2.12533811,0.08585639,0.00300729,0.02695684,1.35196217,0.92140425,0.92086248
-5.22561281,2.10445674,0.08268105,0.00294988,0.02667988,1.35295499,0.92799590,0.91846367
-5.21960980,2.07891408,0.07941266,0.00288530,0.02632933,1.35036638,0.93212807,0.91356963
-5.21360680,2.04943661,0.07610332,0.00281512,0.02591534,1.34444046,0.93401658,0.90637966
-5.20760380,2.01680524,0.07280556,0.00274093,0.02544852,1.33548064,0.93392719,0.89712641
-5.20160080,1.98183611,0.06957152,0.00266426,0.02493956,1.32384035,0.93216697,0.88606941
-5.19559780,1.94536074,0.06645211,0.00258659,0.02439889,1.30991234,0.92907416,0.87348811
-5.18959480,1.90820641,0.06349621,0.00250930,0.02383643,1.29411686,0.92500691,0.85967462
-5.18359180,1.87117732,0.06074990,0.00243365,0.02326119,1.27688943,0.92033142,0.84492664
-5.17758879,1.83503712,0.05825580,0.00236074,0.02268114,1.25866856,0.91540998,0.82954065
-5.17158579,1.80049338,0.05605243,0.00229155,0.02210296,1.23988417,0.91058937,0.81380563
-5.16558279,1.76818411,0.05417358,0.00222688,0.02153192,1.22094686,0.90619022,0.79799756
-5.15957979,1.73866675,0.05264782,0.00216737,0.02097184,1.20223856,0.90249748,0.78237470
-5.15357679,1.71240955,0.05149794,0.00211351,0.02042506,1.18410472,0.89975265,0.76717365
-5.14757379,1.68978540,0.05074058,0.00206564,0.01989255,1.16684813,0.89814766,0.75260627
-5.14157079,1.67106790,0.05038578,0.00202395,0.01937396,1.15072443,0.89782077,0.73885730
-5.13556778,1.65642952,0.05043667,0.00198852,0.01886787,1.13593923,0.89885443,0.72608270
-5.12956478,1.64594176,0.05088921,0.00195927,0.01837194,1.12264679,0.90127506,0.71440843
-5.12356178,1.63957687,0.05173203,0.00193605,0.01788317,1.11094988,0.90505458,0.70392976
-5.11755878,1.63721122,0.05294638,0.00191858,0.01739811,1.10090091,0.91011366,0.69471087
-5.11155578,1.63862998,0.05450619,0.00190653,0.01691318,1.09250392,0.91632625,0.68678485
-5.10555278,1.64353324,0.05637832,0.00189946,0.01642481,1.08571739,0.92352534,0.68015393
-5.09954977,1.65154333,0.05852296,0.00189689,0.01592973,1.08045766,0.93150962,0.67479005
-5.09354677,1.66221358,0.06089426,0.00189825,0.01542512,1.07660302,0.94005075,0.67063583
-5.08754377,1.67503828,0.06344108,0.00190296,0.01490876,1.07399818,0.94890109,0.66760597
-5.08154077,1.68946412,0.06610800,0.00191039,0.01437911,1.07245931,0.95780167,0.66558922
-5.07553777,1.70490287,0.06883646,0.00191987,0.01383542,1.07177953,0.96649004,0.66445092
-5.06953477,1.72074527,0.07156611,0.00193075,0.01327769,1.07173481,0.97470807,0.66403630
-5.06353177,1.73637596,0.07423619,0.00194234,0.01270670,1.07209035,0.98220925,0.66417443
-5.05752876,1.75118905,0.07678708,0.00195399,0.01212393,1.07260729,0.98876552,0.66468283
-5.05152576,1.76460410,0.07916176,0.00196505,0.01153145,1.07304963,0.99417338,0.66537275
-5.04552276,1.77608179,0.08130733,0.00197492,0.01093189,1.07319134,0.99825912,0.66605487
-5.03951976,1.78513894,0.08317631,0.00198303,0.01032826,1.07282329,1.00088307,0.66654532
-5.03351676,1.79136212,0.08472790,0.00198890,0.00972386,1.07175995,1.00194274,0.66667176
-5.02751376,1.79441934,0.08592889,0.00199209,0.00912213,1.06984548,1.00137476,0.66627926
-5.02151076,1.79406923,0.08675441,0.00199225,0.00852659,1.06695901,0.99915550,0.66523583
-5.01550775,1.79016730,0.08718838,0.00198909,0.00794065,1.06301897,0.99530053,0.66343717
-5.00950475,1.78266897,0.08722354,0.00198243,0.00736761,1.05798606,0.98986274,0.66081059
-5.00350175,1.77162908,0.08686135,0.00197215,0.00681052,1.05186496,0.98292940,0.65731784
-4.99749875,1.75719808,0.08611145,0.00195822,0.00627212,1.04470448,0.97461815,0.65295668
-4.99149575,1.73961491,0.08499095,0.00194068,0.00575486,1.03659632,0.96507226,0.64776128
-4.98549275,1.71919710,0.08352346,0.00191962,0.00526077,1.02767238,0.95445529,0.64180124
-4.97948974,1.69632841,0.08173795,0.00189520,0.00479153,1.01810080,0.94294542,0.63517947
-4.97348674,1.67144477,0.07966760,0.00186761,0.00434843,1.00808092,0.93072977,0.62802896
-4.96748374,1.64501911,0.07734846,0.00183708,0.00393238,0.99783736,0.91799888,0.62050862
-4.96148074,1.61754583,0.07481826,0.00180385,0.00354393,0.98761349,0.90494163,0.61279831
-4.95547774,1.58952552,0.07211521,0.00176818,0.00318330,0.97766459,0.89174085,0.60509346
-4.94947474,1.56145061,0.06927697,0.00173031,0.00285038,0.96825083,0.87856959,0.59759917
-4.94347174,1.53379240,0.06633977,0.00169050,0.00254480,0.95963036,0.86558833,0.59052433
-4.93746873,1.50698980,0.06333764,0.00164899,0.00226597,0.95205274,0.85294293,0.58407568
-4.93146573,1.48144018,0.06030192,0.00160598,0.00201307,0.94575267,0.84076353,0.57845201
-4.92546273,1.45749226,0.05726091,0.00156170,0.00178515,0.94094432,0.82916403,0.57383872
-4.91945973,1.43544101,0.05423972,0.00151633,0.00158115,0.93781612,0.81824225,0.57040271
-4.91345673,1.41552467,0.05126024,0.00147007,0.00139994,0.93652613,0.80808049,0.56828767
-4.90745373,1.39792331,0.04834133,0.00142307,0.00124038,0.93719804,0.79874637,0.56760994
-4.90145073,1.38275903,0.04549900,0.00137553,0.00110134,0.93991762,0.79029382,0.56845477
-4.89544772,1.37009729,0.04274680,0.00132762,0.00098180,0.94472988,0.78276411,0.57087324
-4.88944472,1.35994923,0.04009614,0.00127951,0.00088085,0.95163675,0.77618672,0.57487975
-4.88344172,1.35227478,0.03755674,0.00123141,0.00079773,0.96059549,0.77058024,0.58045014
-4.87743872,1.34698635,0.03513697,0.00118351,0.00073192,0.97151790,0.76595306,0.58752064
-4.87143572,1.34395307,0.03284429,0.00113604,0.00068314,0.98427038,0.76230412,0.59598758
-4.86543272,1.34300549,0.03068555,0.00108924,0.00065139,0.99867511,0.75962359,0.60570807
-4.85942971,1.34394084,0.02866729,0.00104335,0.00063701,1.01451233,0.75789371,0.61650168
-4.85342671,1.34652882,0.02679600,0.00099864,0.00064065,1.03152404,0.75708995,0.62815330
-4.84742371,1.35051798,0.02507831,0.00095537,0.00066332,1.04941898,0.75718227,0.64041706
-4.84142071,1.35564275,0.02352108,0.00091383,0.00070641,1.06787911,0.75813697,0.65302150
-4.83541771,1.36163104,0.02213153,0.00087429,0.00077161,1.08656739,0.75991874,0.66567583
-4.82941471,1.36821235,0.02091714,0.00083702,0.00086098,1.10513683,0.76249310,0.67807727
-4.82341171,1.37512619,0.01988569,0.00080231,0.00097684,1.12324034,0.76582901,0.68991916
-4.81740870,1.38213050,0.01904505,0.00077039,0.00112178,1.14054134,0.76990153,0.70089972
-4.81140570,1.38900975,0.01840307,0.00074151,0.00129851,1.15672432,0.77469432,0.71073109
-4.80540270,1.39558227,0.01796724,0.00071588,0.00150987,1.17150519,0.78020168,0.71914827
-4.79939970,1.40170631,0.01774448,0.00069369,0.00175867,1.18464052,0.78642990,0.72591765
-4.79339670,1.40728447,0.01774072,0.00067510,0.00204758,1.19593541,0.79339776,0.73084453
-4.78739370,1.41226592,0.01796052,0.00066023,0.00237904,1.20524930,0.80113582,0.73377955
-4.78139070,1.41664617,0.01840667,0.00064918,0.00275511,1.21249941,0.80968449,0.73462330
-4.77538769,1.42046424,0.01907970,0.00064198,0.00317733,1.21766135,0.81909081,0.73332921
-4.76938469,1.42379698,0.01997747,0.00063864,0.00364661,1.22076694,0.82940403,0.72990416
-4.76338169,1.42675099,0.02109476,0.00063911,0.00416311,1.22189922,0.84067007,0.72440714
-4.75737869,1.42945214,0.02242290,0.00064330,0.00472615,1.22118474,0.85292537,0.71694558
-4.75137569,1.43203360,0.02394949,0.00065106,0.00533411,1.21878379,0.86619027,0.70766988
-4.74537269,1.43462273,0.02565820,0.00066218,0.00598441,1.21487897,0.88046270,0.69676619
-4.73936968,1.43732804,0.02752877,0.00067640,0.00667354,1.20966288,0.89571242,0.68444799
-4.73336668,1.44022677,0.02953704,0.00069342,0.00739702,1.20332573,0.91187657,0.67094679
-4.72736368,1.44335428,0.03165525,0.00071285,0.00814954,1.19604369,0.92885692,0.65650261
-4.72136068,1.44669603,0.03385244,0.00073428,0.00892507,1.18796884,0.94651929,0.64135465
-4.71535768,1.45018280,0.03609507,0.00075723,0.00971705,1.17922128,0.96469531,0.62573277
-4.70935468,1.45368979,0.03834774,0.00078121,0.01051855,1.16988416,0.98318682,0.60985009
-4.70335168,1.45703983,0.04057409,0.00080566,0.01132253,1.16000180,1.00177274,0.59389725
-4.69734867,1.46001075,0.04273776,0.00083004,0.01212213,1.14958120,1.02021814,0.57803847
-4.69134567,1.46234652,0.04480348,0.00085378,0.01291084,1.13859670,1.03828514,0.56240957
-4.68534267,1.46377173,0.04673809,0.00087633,0.01368285,1.12699759,1.05574497,0.54711793
-4.67933967,1.46400844,0.04851160,0.00089715,0.01443319,1.11471803,1.07239045,0.53224434
-4.67333667,1.46279454,0.05009814,0.00091575,0.01515800,1.10168859,1.08804818,0.51784636
-4.66733367,1.45990228,0.05147674,0.00093171,0.01585463,1.08784851,1.10258937,0.50396299
-4.66133067,1.45515594,0.05263205,0.00094466,0.01652172,1.07315795,1.11593882,0.49062008
-4.65532766,1.44844738,0.05355467,0.00095431,0.01715925,1.05760905,1.12808104,0.47783620
-4.64932466,1.43974840,0.05424143,0.00096049,0.01776850,1.04123528,1.13906328,0.46562830
-4.64332166,1.42911919,0.05469529,0.00096310,0.01835187,1.02411811,1.14899486,0.45401695
-4.63731866,1.41671206,0.05492507,0.00096217,0.01891277,1.00639070,1.15804293,0.44303063
-4.63131566,1.40277036,0.05494488,0.00095783,0.01945534,0.98823816,1.16642473,0.43270877
-4.62531266,1.38762242,0.05477347,0.00095032,0.01998421,0.96989438,1.17439668,0.42310344
-4.61930965,1.37167092,0.05443326,0.00093998,0.02050416,0.95163554,1.18224096,0.41427954
-4.61330665,1.35537826,0.05394939,0.00092726,0.02101981,0.93377073,1.19025045,0.40631346
-4.60730365,1.33924879,0.05334869,0.00091266,0.02153537,0.91663015,1.19871270,0.39929041
-4.60130065,1.32380881,0.05265855,0.00089678,0.02205430,0.90055172,1.20789404,0.39330060
-4.59529765,1.30958568,0.05190601,0.00088026,0.02257911,0.88586671,1.21802475,0.38843453
-4.58929465,1.29708699,0.05111679,0.00086380,0.02311118,0.87288543,1.22928608,0.38477779
-4.58329165,1.28678110,0.05031460,0.00084813,0.02365065,0.86188366,1.24179989,0.38240571
-4.57728864,1.27907986,0.04952055,0.00083397,0.02419637,0.85309068,1.25562145,0.38137828
-4.57128564,1.27432476,0.04875274,0.00082208,0.02474591,0.84667949,1.27073584,0.38173566
-4.56528264,1.27277673,0.04802618,0.00081318,0.02529569,0.84275986,1.28705799,0.38349466
-4.55927964,1.27461052,0.04735276,0.00080801,0.02584114,0.84137452,1.30443632,0.38664652
-4.55327664,1.27991347,0.04674153,0.00080726,0.02637685,0.84249881,1.32265984,0.39115608
-4.54727364,1.28868898,0.04619907,0.00081159,0.02689689,0.84604375,1.34146816,0.39696264
-4.54127064,1.30086432,0.04573006,0.00082165,0.02739504,0.85186255,1.36056398,0.40398243
-4.53526763,1.31630232,0.04533790,0.00083802,0.02786507,0.85976021,1.37962742,0.41211282
-4.52926463,1.33481641,0.04502541,0.00086125,0.02830106,0.86950593,1.39833150,0.42123793
-4.52326163,1.35618833,0.04479558,0.00089184,0.02869762,0.88084784,1.41635817,0.43123572
-4.51725863,1.38018754,0.04465227,0.00093023,0.02905020,0.89352930,1.43341426,0.44198599
-4.51125563,1.40659151,0.04460090,0.00097679,0.02935525,0.90730638,1.44924674,0.45337922
-4.50525263,1.43520601,0.04464899,0.00103182,0.02961044,0.92196558,1.46365679,0.46532559
-4.49924962,1.46588430,0.04480670,0.00109554,0.02981481,0.93734106,1.47651224,0.47776398
-4.49324662,1.49854438,0.04508709,0.00116805,0.02996885,0.95333070,1.48775802,0.49067020
-4.48724362,1.53318341,0.04550640,0.00124937,0.03007460,0.96991010,1.49742420,0.50406421
-4.48124062,1.56988843,0.04608401,0.00133936,0.03013566,0.98714379,1.50563152,0.51801576
-4.47523762,1.60884265,0.04684228,0.00143777,0.03015719,1.00519293,1.51259400,0.53264786
-4.46923462,1.65032684,0.04780625,0.00154418,0.03014586,1.02431892,1.51861857,0.54813799
-4.46323162,1.69471515,0.04900305,0.00165799,0.03010974,1.04488228,1.52410148,0.56471648
-4.45722861,1.74246530,0.05046120,0.00177846,0.03005822,1.06733656,1.52952148,0.58266190
-4.45122561,1.79410299,0.05220969,0.00190465,0.03000184,1.09221694,1.53542961,0.60229348
-4.44522261,1.85020067,0.05427697,0.00203546,0.02995203,1.12012359,1.54243573,0.62396049
-4.43921961,1.91135130,0.05668967,0.00216961,0.02992095,1.15170001,1.55119180,0.64802870
-4.43321661,1.97813747,0.05947135,0.00230566,0.02992116,1.18760680,1.56237225,0.67486446
-4.42721361,2.05109713,0.06264112,0.00244207,0.02996531,1.22849157,1.57665170,0.70481664
-4.42121061,2.13068699,0.06621221,0.00257714,0.03006581,1.27495599,1.59468054,0.73819728
-4.41520760,2.21724495,0.07019067,0.00270912,0.03023441,1.32752114,1.61705907,0.77526145
-4.40920460,2.31095325,0.07457404,0.00283622,0.03048188,1.38659259,1.64431088,0.81618743
-4.40320160,2.41180399,0.07935031,0.00295663,0.03081751,1.45242661,1.67685636,0.86105779
-4.39719860,2.51956865,0.08449697,0.00306859,0.03124881,1.52509924,1.71498746,0.90984270
-4.39119560,2.63377351,0.08998043,0.00317042,0.03178102,1.60447977,1.75884459,0.96238596
-4.38519260,2.75368234,0.09575575,0.00326054,0.03241684,1.69021005,1.80839673,1.01839489
-4.37918959,2.87828778,0.10176668,0.00333756,0.03315610,1.78169115,1.86342598,1.07743473
-4.37318659,3.00631256,0.10794618,0.00340025,0.03399550,1.87807835,1.92351716,1.13892804
-4.36718359,3.13622109,0.11421731,0.00344763,0.03492846,1.97828528,1.98805357,1.20215964
-4.36118059,3.26624179,0.12049449,0.00347895,0.03594502,2.08099767,2.05621930,1.26628707
-4.35517759,3.39439992,0.12668524,0.00349373,0.03703188,2.18469671,2.12700863,1.33035661
-4.34917459,3.51856025,0.13269212,0.00349174,0.03817254,2.28769148,2.19924245,1.39332448
-4.34317159,3.63647831,0.13841505,0.00347303,0.03934750,2.38815973,2.27159170,1.45408258
-4.33716858,3.74585869,0.14375379,0.00343791,0.04053461,2.48419558,2.34260720,1.51148793
-4.33116558,3.84441839,0.14861054,0.00338693,0.04170956,2.57386252,2.41075521,1.56439488
-4.32516258,3.92995284,0.15289258,0.00332088,0.04284636,2.65524982,2.47445755,1.61168870
-4.31915958,4.00040221,0.15651477,0.00324073,0.04391805,2.72653002,2.53213510,1.65231953
-4.31315658,4.05391530,0.15940198,0.00314763,0.04489729,2.78601546,2.58225313,1.68533500
-4.30715358,4.08890862,0.16149118,0.00304289,0.04575721,2.83221139,2.62336690,1.70991054
