energy_ev,total_up,Hg_p_up,Hg_d_up,N_s_up,N_p_up,Na_s_up,S_s_up,S_p_up
-5.80190095,2.91206378,0.40351488,0.68879242,0.06960493,0.05468651,0.51057354,0.09312203,1.12366116
-5.79589795,2.96324316,0.41043123,0.70643891,0.07160292,0.05452644,0.52241898,0.09334827,1.14098812
-5.78989495,3.00774810,0.41628368,0.72310168,0.07326648,0.05422755,0.53264642,0.09335839,1.15540831
-5.78389195,3.04530586,0.42104081,0.73865783,0.07456655,0.05379930,0.54097904,0.09318335,1.16684855
-5.77788894,3.07576585,0.42468943,0.75300576,0.07548017,0.05325303,0.54717981,0.09285614,1.17528694
-5.77188594,3.09910522,0.42723527,0.76606816,0.07599143,0.05260179,0.55105950,0.09241049,1.18075391
-5.76588294,3.11543016,0.42870317,0.77779416,0.07609226,0.05186007,0.55248291,0.09187965,1.18333159
-5.75987994,3.12497260,0.42913659,0.78816032,0.07578298,0.05104345,0.55137333,0.09129516,1.18315146
-5.75387694,3.12808227,0.42859645,0.79717055,0.07507264,0.05016827,0.54771480,0.09068576,1.18039021
-5.74787394,3.12521443,0.42715930,0.80485480,0.07397907,0.04925127,0.54155225,0.09007643,1.17526405
-5.74187094,3.11691368,0.42491499,0.81126673,0.07252855,0.04830919,0.53298939,0.08948750,1.16802166
-5.73586793,3.10379446,0.42196372,0.81648036,0.07075537,0.04735837,0.52218466,0.08893410,1.15893590
-5.72986493,3.08651940,0.41841277,0.82058602,0.06870092,0.04641442,0.50934518,0.08842572,1.14829498
-5.72386193,3.06577624,0.41437293,0.82368564,0.06641270,0.04549185,0.49471921,0.08796610,1.13639315
-5.71785893,3.04225477,0.40995497,0.82588794,0.06394303,0.04460381,0.47858742,0.08755328,1.12352154
-5.71185593,3.01662478,0.40526604,0.82730352,0.06134764,0.04376183,0.46125333,0.08717996,1.10995963
-5.70585293,2.98951617,0.40040650,0.82804034,0.05868411,0.04297570,0.44303333,0.08683405,1.09596756
-5.69984992,2.96150217,0.39546707,0.82819972,0.05601036,0.04225332,0.42424679,0.08649949,1.08177990
-5.69384692,2.93308650,0.39052658,0.82787318,0.05338301,0.04160071,0.40520660,0.08615717,1.06760084
-5.68784392,2.90469488,0.38565039,0.82714018,0.05085594,0.04102208,0.38621049,0.08578605,1.05360134
-5.68184092,2.87667119,0.38088949,0.82606691,0.04847890,0.04051991,0.36753344,0.08536435,1.03991791
-5.67583792,2.84927817,0.37628036,0.82470613,0.04629625,0.04009513,0.34942136,0.08487077,1.02665335
-5.66983492,2.82270240,0.37184554,0.82309792,0.04434597,0.03974732,0.33208632,0.08428576,1.01387902
-5.66383192,2.79706279,0.36759481,0.82127136,0.04265885,0.03947497,0.31570315,0.08359259,1.00163854
-5.65782891,2.77242204,0.36352696,0.81924680,0.04125792,0.03927570,0.30040768,0.08277847,0.98995264
-5.65182591,2.74879994,0.35963191,0.81703862,0.04015815,0.03914649,0.28629639,0.08183540,0.97882459
-5.64582291,2.72618764,0.35589316,0.81465815,0.03936641,0.03908394,0.27342730,0.08076079,0.96824621
-5.63981991,2.70456198,0.35229032,0.81211659,0.03888163,0.03908443,0.26182215,0.07955801,0.95820364
-5.63381691,2.68389888,0.34880167,0.80942770,0.03869528,0.03914429,0.25146938,0.07823646,0.94868293
-5.62781391,2.66418516,0.34540647,0.80660999,0.03879198,0.03925990,0.24232800,0.07681162,0.93967494
-5.62181091,2.64542813,0.34208714,0.80368841,0.03915033,0.03942778,0.23433191,0.07530466,0.93117928
-5.61580790,2.62766260,0.33883094,0.80069535,0.03974389,0.03964460,0.22739461,0.07374193,0.92320737
-5.60980490,2.61095505,0.33563133,0.79767098,0.04054231,0.03990717,0.22141400,0.07215419,0.91578428
-5.60380190,2.59540502,0.33248883,0.79466287,0.04151248,0.04021245,0.21627725,0.07057567,0.90894940
-5.59779890,2.58114370,0.32941138,0.79172504,0.04261977,0.04055742,0.21186540,0.06904303,0.90275605
-5.59179590,2.56833007,0.32641430,0.78891639,0.04382923,0.04093911,0.20805777,0.06759413,0.89727001
-5.58579290,2.55714474,0.32351972,0.78629878,0.04510679,0.04135446,0.20473584,0.06626686,0.89256707
-5.57978989,2.54778202,0.32075567,0.78393468,0.04642030,0.04180029,0.20178681,0.06509783,0.88872982
-5.57378689,2.54044044,0.31815477,0.78188467,0.04774049,0.04227325,0.19910645,0.06412124,0.88584365
-5.56778389,2.53531205,0.31575264,0.78020472,0.04904177,0.04276977,0.19660153,0.06336765,0.88399230
-5.56178089,2.53257101,0.31358602,0.77894349,0.05030280,0.04328601,0.19419146,0.06286295,0.88325296
-5.55577789,2.53236165,0.31169076,0.77813963,0.05150684,0.04381788,0.19180942,0.06262746,0.88369107
-5.54977489,2.53478636,0.31009966,0.77781913,0.05264193,0.04436095,0.18940284,0.06267508,0.88535514
-5.54377189,2.53989376,0.30884024,0.77799285,0.05370079,0.04491051,0.18693324,0.06301274,0.88827150
-5.53776888,2.54766742,0.30793262,0.77865422,0.05468053,0.04546149,0.18437555,0.06363993,0.89243943
-5.53176588,2.55801557,0.30738749,0.77977728,0.05558214,0.04600844,0.18171692,0.06454847,0.89782666
-5.52576288,2.57076238,0.30720424,0.78131492,0.05640985,0.04654553,0.17895508,0.06572252,0.90436558
-5.51975988,2.58564114,0.30736952,0.78319773,0.05717035,0.04706648,0.17609640,0.06713869,0.91195035
-5.51375688,2.60229002,0.30785606,0.78533327,0.05787192,0.04756454,0.17315375,0.06876652,0.92043511
-5.50775388,2.62025087,0.30862210,0.78760601,0.05852357,0.04803245,0.17014412,0.07056904,0.92963359
-5.50175088,2.63897153,0.30961134,0.78987805,0.05913422,0.04846244,0.16708644,0.07250360,0.93932022
-5.49574787,2.65781211,0.31075351,0.79199070,0.05971190,0.04884619,0.16399934,0.07452284,0.94923291
-5.48974487,2.67605539,0.31196563,0.79376692,0.06026316,0.04917490,0.16089923,0.07657588,0.95907763
-5.48374187,2.69292153,0.31315396,0.79501481,0.06079260,0.04943935,0.15779874,0.07860965,0.96853476
-5.47773887,2.70758688,0.31421656,0.79553202,0.06130266,0.04962997,0.15470546,0.08057024,0.97726706
-5.47173587,2.71920659,0.31504645,0.79511098,0.06179355,0.04973708,0.15162123,0.08240443,0.98492921
-5.46573287,2.72694027,0.31553532,0.79354503,0.06226345,0.04975101,0.14854184,0.08406116,0.99117856
-5.45972986,2.72998001,0.31557752,0.79063506,0.06270896,0.04966239,0.14545727,0.08549306,0.99568667
-5.45372686,2.72757965,0.31507427,0.78619646,0.06312566,0.04946243,0.14235235,0.08665777,0.99815133
-5.44772386,2.71908400,0.31393793,0.78006624,0.06350891,0.04914320,0.13920780,0.08751930,0.99830847
-5.44172086,2.70395692,0.31209602,0.77210982,0.06385472,0.04869798,0.13600162,0.08804908,0.99594344
-5.43571786,2.68180669,0.30949488,0.76222727,0.06416067,0.04812157,0.13271067,0.08822688,0.99090112
-5.42971486,2.65240766,0.30610282,0.75035872,0.06442694,0.04741056,0.12931243,0.08804142,0.98309451
-5.42371186,2.61571682,0.30191249,0.73648846,0.06465715,0.04656361,0.12578671,0.08749077,0.97251113
-5.41770885,2.57188453,0.29694238,0.72064777,0.06485922,0.04558164,0.12211734,0.08658241,0.95921706
-5.41170585,2.52125863,0.29123742,0.70291596,0.06504605,0.04446799,0.11829356,0.08533306,0.94335829
-5.40570285,2.46438165,0.28486854,0.68341987,0.06523594,0.04322844,0.11431130,0.08376811,0.92515930
-5.39969985,2.40198094,0.27793120,0.66233146,0.06545292,0.04187123,0.11017403,0.08192095,0.90491888
-5.39369685,2.33495207,0.27054305,0.63986379,0.06572666,0.04040693,0.10589321,0.07983194,0.88300313
-5.38769385,2.26433611,0.26284065,0.61626548,0.06609224,0.03884826,0.10148846,0.07754721,0.85983622
-5.38169085,2.19129146,0.25497546,0.59181371,0.06658961,0.03720983,0.09698723,0.07511737,0.83588889
-5.37568784,2.11706147,0.24710935,0.56680636,0.06726272,0.03550784,0.09242415,0.07259601,0.81166534
-5.36968484,2.04293900,0.23940961,0.54155327,0.06815850,0.03375965,0.08784006,0.07003825,0.78768885
-5.36368184,1.97022920,0.23204385,0.51636722,0.06932552,0.03198345,0.08328071,0.06749916,0.76448675
-5.35767884,1.90021194,0.22517493,0.49155490,0.07081250,0.03019781,0.07879534,0.06503238,0.74257512
-5.35167584,1.83410506,0.21895604,0.46740826,0.07266665,0.02842130,0.07443503,0.06268862,0.72244383
-5.34567284,1.77302991,0.21352626,0.44419657,0.07493187,0.02667209,0.07025104,0.06051444,0.70454235
-5.33966983,1.71798007,0.20900662,0.42215944,0.07764694,0.02496767,0.06629315,0.05855110,0.68926671
-5.33366683,1.66979420,0.20549688,0.40150112,0.08084360,0.02332458,0.06260810,0.05683355,0.67694804
-5.32766383,1.62913400,0.20307312,0.38238617,0.08454480,0.02175824,0.05923812,0.05538965,0.66784291
-5.32166083,1.59646751,0.20178620,0.36493670,0.08876297,0.02028288,0.05621976,0.05423959,0.66212583
-5.31565783,1.57205839,0.20166118,0.34923114,0.09349847,0.01891160,0.05358286,0.05339549,0.65988394
-5.30965483,1.55596131,0.20269766,0.33530460,0.09873830,0.01765647,0.05134990,0.05286118,0.66111408
-5.30365183,1.54802335,0.20487113,0.32315066,0.10445512,0.01652881,0.04953561,0.05263221,0.66572230
-5.29764882,1.54789143,0.20813517,0.31272455,0.11060656,0.01553954,0.04814688,0.05269611,0.67352581
-5.29164582,1.55502552,0.21242460,0.30394752,0.11713502,0.01469962,0.04718308,0.05303273,0.68425735
-5.28564282,1.56871706,0.21765943,0.29671219,0.12396790,0.01402065,0.04663663,0.05361483,0.69757184
-5.27963982,1.58811239,0.22374943,0.29088863,0.13101832,0.01351540,0.04649389,0.05440885,0.71305527
-5.27363682,1.61224025,0.23059941,0.28633104,0.13818637,0.01319854,0.04673630,0.05537582,0.73023564
-5.26763382,1.64004301,0.23811486,0.28288470,0.14536087,0.01308726,0.04734180,0.05647236,0.74859562
-5.26163082,1.67041047,0.24620790,0.28039295,0.15242165,0.01320198,0.04828638,0.05765188,0.76758687
-5.25562781,1.70221558,0.25480330,0.27870399,0.15924230,0.01356693,0.04954576,0.05886584,0.78664537
-5.24962481,1.73435088,0.26384436,0.27767733,0.16569325,0.01421073,0.05109712,0.06006503,0.80520775
-5.24362181,1.76576474,0.27329840,0.27718956,0.17164522,0.01516677,0.05292081,0.06120091,0.82272773
-5.23761881,1.79549597,0.28316160,0.27713930,0.17697287,0.01647343,0.05500191,0.06222701,0.83869259
-5.23161581,1.82270580,0.29346286,0.27745123,0.18155846,0.01817414,0.05733164,0.06310012,0.85263872
-5.22561281,1.84670586,0.30426654,0.27807883,0.18529548,0.02031711,0.05990844,0.06378157,0.86416602
-5.21960980,1.86698101,0.31567361,0.27900601,0.18809203,0.02295481,0.06273871,0.06423825,0.87295035
-5.21360680,1.88320585,0.32782113,0.28024723,0.18987385,0.02614310,0.06583710,0.06444353,0.87875353
-5.20760380,1.89525409,0.34087976,0.28184629,0.19058684,0.02993999,0.06922632,0.06437792,0.88143060
-5.20160080,1.90319995,0.35504928,0.28387360,0.19019891,0.03440405,0.07293639,0.06402956,0.88093356
-5.19559780,1.90731123,0.37055192,0.28642212,0.18870117,0.03959248,0.07700334,0.06339437,0.87731176
-5.18959480,1.90803396,0.38762365,0.28960195,0.18610832,0.04555879,0.08146742,0.06247603,0.87070844
-5.18359180,1.90596890,0.40650359,0.29353381,0.18245817,0.05235020,0.08637073,0.06128563,0.86135368
-5.17758879,1.90184061,0.42742170,0.29834153,0.17781045,0.06000488,0.09175447,0.05984106,0.84955387
-5.17158579,1.89646025,0.45058526,0.30414391,0.17224479,0.06854892,0.09765582,0.05816622,0.83567806
-5.16558279,1.89068344,0.47616464,0.31104620,0.16585811,0.07799339,0.10410464,0.05628999,0.82014183
-5.15957979,1.88536508,0.50427885,0.31913161,0.15876138,0.08833147,0.11112010,0.05424508,0.80338923
-5.15357679,1.88131319,0.53498167,0.32845319,0.15107607,0.09953575,0.11870742,0.05206675,0.78587372
-5.14757379,1.87924378,0.56824898,0.33902652,0.14293028,0.11155603,0.12685487,0.04979153,0.76803882
-5.14157079,1.87973918,0.60396816,0.35082358,0.13445485,0.12431765,0.13553130,0.04745591,0.75029951
-5.13556778,1.88321182,0.64193009,0.36376818,0.12577951,0.13772043,0.14468421,0.04509510,0.73302516
-5.12956478,1.88987535,0.68182451,0.37773319,0.11702935,0.15163856,0.15423868,0.04274195,0.71652482
-5.12356178,1.89972487,0.72323924,0.39253995,0.10832160,0.16592129,0.16409715,0.04042602,0.70103549
-5.11755878,1.91252721,0.76566357,0.40795989,0.09976294,0.18039477,0.17414023,0.03817277,0.68671405
-5.11155578,1.92782217,0.80849599,0.42371841,0.09144736,0.19486474,0.18422844,0.03600310,0.67363297
-5.10555278,1.94493468,0.85105630,0.43950108,0.08345470,0.20912033,0.19420506,0.03393301,0.66178017
-5.09954977,1.96299751,0.89260179,0.45496184,0.07584973,0.22293873,0.20389986,0.03197353,0.65106280
-5.09354677,1.98098355,0.93234698,0.46973299,0.06868193,0.23609071,0.21313363,0.03013090,0.64131474
-5.08754377,1.99774611,0.96948630,0.48343658,0.06198579,0.24834666,0.22172342,0.02840685,0.63230742
-5.08154077,2.01206546,1.00321878,0.49569671,0.05578161,0.25948311,0.22948819,0.02679914,0.62376316
-5.07553777,2.02269913,1.03277383,0.50615222,0.05007677,0.26928935,0.23625466,0.02530217,0.61537054
-5.06953477,2.02843385,1.05743681,0.51446923,0.04486724,0.27757398,0.24186315,0.02390767,0.60680076
-5.06353177,2.02813633,1.07657358,0.52035293,0.04013932,0.28417097,0.24617312,0.02260548,0.59772441
-5.05752876,2.02080068,1.08965261,0.52355811,0.03587153,0.28894511,0.24906808,0.02138427,0.58782750
-5.05152576,2.00559022,1.09626382,0.52389794,0.03203650,0.29179652,0.25045980,0.02023229,0.57682628
-5.04552276,1.98187166,1.09613331,0.52125065,0.02860273,0.29266402,0.25029154,0.01913799,0.56448005
-5.03951976,1.94924043,1.08913311,0.51556372,0.02553633,0.29152721,0.24854004,0.01809056,0.55060146
-5.03351676,1.90753602,1.07528582,0.50685555,0.02280243,0.28840716,0.24521647,0.01708045,0.53506385
-5.02751376,1.85684692,1.05476373,0.49521444,0.02036652,0.28336569,0.24036601,0.01609962,0.51780558
-5.02151076,1.79750537,1.02788256,0.48079506,0.01819543,0.27650326,0.23406628,0.01514179,0.49883121
-5.01550775,1.73007244,0.99509024,0.46381260,0.01625809,0.26795556,0.22642456,0.01420251,0.47820957
-5.00950475,1.65531448,0.95695130,0.44453488,0.01452609,0.25788898,0.21757415,0.01327917,0.45606926
-5.00350175,1.57417254,0.91412755,0.42327285,0.01297398,0.24649520,0.20766985,0.01237082,0.43259165
-4.99749875,1.48772627,0.86735610,0.40036994,0.01157939,0.23398502,0.19688282,0.01147805,0.40800210
-4.99149575,1.39715439,0.81742562,0.37619083,0.01032300,0.22058195,0.18539517,0.01060270,0.38255982
-4.98549275,1.30369356,0.76515202,0.35110992,0.00918837,0.20651548,0.17339438,0.00974758,0.35654701
-4.97948974,1.20859752,0.71135448,0.32550032,0.00816170,0.19201470,0.16106786,0.00891619,0.33025778
-4.97348674,1.11309832,0.65683282,0.29972343,0.00723148,0.17730219,0.14859787,0.00811242,0.30398739
-4.96748374,1.01837115,0.60234705,0.27411977,0.00638821,0.16258855,0.13615690,0.00734022,0.27802232
-4.96148074,0.92550389,0.54859971,0.24900122,0.00562399,0.14806780,0.12390375,0.00660343,0.25263144
-4.95547774,0.83547230,0.49622164,0.22464479,0.00493225,0.13391357,0.11198042,0.00590549,0.22805864
-4.94947474,0.74912149,0.44576121,0.20128826,0.00430739,0.12027638,0.10050977,0.00524935,0.20451715
-4.94347174,0.66715357,0.39767747,0.17912740,0.00374457,0.10728189,0.08959403,0.00463727,0.18218550
-4.93746873,0.59012171,0.35233676,0.15831504,0.00323947,0.09503012,0.07931423,0.00407079,0.16120519
-4.93146573,0.51842988,0.31001282,0.13896151,0.00278809,0.08359558,0.06973024,0.00355071,0.14168001
-4.92546273,0.45233776,0.27088992,0.12113656,0.00238669,0.07302827,0.06088163,0.00307707,0.12367676
-4.91945973,0.39197005,0.23506858,0.10487231,0.00203165,0.06335527,0.05278905,0.00264921,0.10722730
-4.91345673,0.33732917,0.20257325,0.09016712,0.00171942,0.05458293,0.04545602,0.00226583,0.09233149
-4.90745373,0.28831043,0.17336154,0.07699002,0.00144653,0.04669944,0.03887106,0.00192508,0.07896095
-4.90145073,0.24471884,0.14733439,0.06528554,0.00120954,0.03967763,0.03301009,0.00162467,0.06706333
-4.89544772,0.20628646,0.12434659,0.05497856,0.00100511,0.03347781,0.02783877,0.00136194,0.05656675
-4.88944472,0.17268968,0.10421728,0.04597917,0.00082997,0.02805073,0.02331495,0.00113401,0.04738433
-4.88344172,0.14356576,0.08674004,0.03818724,0.00068096,0.02334024,0.01939090,0.00093784,0.03941852
-4.87743872,0.11852804,0.07169213,0.03149653,0.00055510,0.01928586,0.01601544,0.00077035,0.03256518
-4.87143572,0.09717940,0.05884283,0.02579838,0.00044954,0.01582499,0.01313576,0.00062846,0.02671716
-4.86543272,0.07912394,0.04796057,0.02098485,0.00036166,0.01289490,0.01069908,0.00050922,0.02176744
-4.85942971,0.06397648,0.03881886,0.01695125,0.00028904,0.01043424,0.00865390,0.00040978,0.01761175
-4.85342671,0.05137014,0.03120103,0.01359812,0.00022945,0.00838442,0.00695108,0.00032751,0.01415060
-4.84742371,0.04096188,0.02490373,0.01083274,0.00018093,0.00669045,0.00554462,0.00025996,0.01129082
-4.84142071,0.03243632,0.01973940,0.00857003,0.00014171,0.00530168,0.00439217,0.00020493,0.00894665
-4.83541771,0.02550793,0.01553778,0.00673313,0.00011024,0.00417212,0.00345536,0.00016045,0.00704031
-4.82941471,0.01992187,0.01214653,0.00525360,0.00008518,0.00326067,0.00269991,0.00012476,0.00550234
-4.82341171,0.01545382,0.00943121,0.00407128,0.00006537,0.00253109,0.00209565,0.00009636,0.00427149
-4.81740870,0.01190880,0.00727481,0.00313395,0.00004983,0.00195182,0.00161635,0.00007392,0.00329451
-4.81140570,0.00911952,0.00557669,0.00239689,0.00003772,0.00149574,0.00123952,0.00005634,0.00252568
-4.80540270,0.00694421,0.00425149,0.00182222,0.00002836,0.00113987,0.00094614,0.00004268,0.00192624
-4.79939970,0.00526425,0.00322770,0.00137825,0.00002118,0.00086493,0.00072033,0.00003216,0.00146378
-4.79339670,0.00398176,0.00244626,0.00103882,0.00001571,0.00065503,0.00054906,0.00002413,0.00111161
-4.78739370,0.00301715,0.00185916,0.00078263,0.00001157,0.00049722,0.00042183,0.00001808,0.00084809
-4.78139070,0.00230684,0.00142811,0.00059258,0.00000847,0.00038119,0.00033039,0.00001359,0.00065606
-4.77538769,0.00180122,0.00112329,0.00045523,0.00000616,0.00029888,0.00026846,0.00001033,0.00052225
-4.76938469,0.00146278,0.00092233,0.00036025,0.00000445,0.00024423,0.00023154,0.00000805,0.00043688
-4.76338169,0.00126457,0.00080934,0.00030002,0.00000320,0.00021291,0.00021673,0.00000657,0.00039320
-4.75737869,0.00118891,0.00077424,0.00026923,0.00000229,0.00020213,0.00022256,0.00000574,0.00038719
-4.75137569,0.00122641,0.00081209,0.00026460,0.00000164,0.00021047,0.00024894,0.00000548,0.00041735
-4.74537269,0.00137521,0.00092279,0.00028466,0.00000119,0.00023779,0.00029706,0.00000575,0.00048451
-4.73936968,0.00164048,0.00111070,0.00032955,0.00000088,0.00028510,0.00036944,0.00000655,0.00059175
-4.73336668,0.00203418,0.00138461,0.00040095,0.00000068,0.00035459,0.00046989,0.00000789,0.00074439
-4.72736368,0.00257493,0.00175762,0.00050198,0.00000057,0.00044957,0.00060360,0.00000984,0.00094998
-4.72136068,0.00328809,0.00224727,0.00063722,0.00000054,0.00057449,0.00077718,0.00001249,0.00121841
-4.71535768,0.00420587,0.00287560,0.00081265,0.00000058,0.00073499,0.00099879,0.00001596,0.00156197
-4.70935468,0.00536759,0.00366933,0.00103575,0.00000069,0.00093792,0.00127817,0.00002042,0.00199547
-4.70335168,0.00681984,0.00465996,0.00131548,0.00000089,0.00119137,0.00162679,0.00002606,0.00253632
-4.69734867,0.00861671,0.00588384,0.00166231,0.00000118,0.00150469,0.00205786,0.00003310,0.00320461
-4.69134567,0.01081982,0.00738221,0.00208828,0.00000159,0.00188852,0.00258645,0.00004184,0.00402313
-4.68534267,0.01349824,0.00920106,0.00260694,0.00000216,0.00235475,0.00322942,0.00005258,0.00501735
-4.67933967,0.01672825,0.01139086,0.00323334,0.00000293,0.00291647,0.00400545,0.00006568,0.00621527
-4.67333667,0.02059273,0.01400610,0.00398395,0.00000395,0.00358783,0.00493488,0.00008157,0.00764723
-4.66733367,0.02518040,0.01710459,0.00487650,0.00000529,0.00438393,0.00603961,0.00010070,0.00934558
-4.66133067,0.03058460,0.02074659,0.00592979,0.00000705,0.00532054,0.00734279,0.00012359,0.01134419
-4.65532766,0.03690179,0.02499357,0.00716344,0.00000933,0.00641388,0.00886852,0.00015079,0.01367784
-4.64932466,0.04422972,0.02990687,0.00859756,0.00001226,0.00768020,0.01064145,0.00018292,0.01638158
-4.64332166,0.05266518,0.03554598,0.01025234,0.00001600,0.00913545,0.01268626,0.00022065,0.01948977
-4.63731866,0.06230148,0.04196672,0.01214763,0.00002072,0.01079476,0.01502714,0.00026467,0.02303515
-4.63131566,0.07322575,0.04921920,0.01430240,0.00002665,0.01267195,0.01768711,0.00031574,0.02704782
-4.62531266,0.08551590,0.05734569,0.01673423,0.00003403,0.01477904,0.02068736,0.00037463,0.03155403
-4.61930965,0.09923763,0.06637847,0.01945872,0.00004313,0.01712563,0.02404654,0.00044215,0.03657509
-4.61330665,0.11444137,0.07633774,0.02248890,0.00005429,0.01971845,0.02778002,0.00051913,0.04212622
-4.60730365,0.13115937,0.08722962,0.02583472,0.00006784,0.02256077,0.03189922,0.00060637,0.04821547
-4.60130065,0.14940302,0.09904446,0.02950241,0.00008418,0.02565203,0.03641089,0.00070470,0.05484272
-4.59529765,0.16916054,0.11175544,0.03349410,0.00010370,0.02898740,0.04131653,0.00081490,0.06199892
-4.58929465,0.19039510,0.12531759,0.03780730,0.00012684,0.03255752,0.04661185,0.00093770,0.06966544
-4.58329165,0.21304350,0.13966732,0.04243460,0.00015405,0.03634834,0.05228634,0.00107377,0.07781367
-4.57728864,0.23701547,0.15472240,0.04736338,0.00018576,0.04034106,0.05832297,0.00122367,0.08640492
-4.57128564,0.26219365,0.17038263,0.05257571,0.00022244,0.04451219,0.06469798,0.00138786,0.09539053
-4.56528264,0.28843420,0.18653101,0.05804823,0.00026447,0.04883383,0.07138084,0.00156663,0.10471231
-4.55927964,0.31556812,0.20303543,0.06375226,0.00031226,0.05327397,0.07833429,0.00176009,0.11430326
-4.55327664,0.34340322,0.21975095,0.06965396,0.00036612,0.05779696,0.08551457,0.00196815,0.12408848
-4.54727364,0.37172669,0.23652249,0.07571459,0.00042631,0.06236412,0.09287171,0.00219049,0.13398639
-4.54127064,0.40030814,0.25318787,0.08189088,0.00049299,0.06693442,0.10034996,0.00242651,0.14391011
-4.53526763,0.42890322,0.26958114,0.08813554,0.00056624,0.07146517,0.10788832,0.00267532,0.15376901
-4.52926463,0.45725755,0.28553612,0.09439780,0.00064601,0.07591288,0.11542117,0.00293575,0.16347040
-4.52326163,0.48511100,0.30088995,0.10062411,0.00073215,0.08023410,0.12287899,0.00320631,0.17292128
-4.51725863,0.51220238,0.31548672,0.10675891,0.00082438,0.08438624,0.13018916,0.00348521,0.18203019
-4.51125563,0.53827418,0.32918101,0.11274552,0.00092234,0.08832849,0.13727691,0.00377039,0.19070907
-4.50525263,0.56307775,0.34184121,0.11852715,0.00102553,0.09202263,0.14406631,0.00405950,0.19887513
-4.49924962,0.58637855,0.35335280,0.12404796,0.00113340,0.09543396,0.15048142,0.00435003,0.20645277
-4.49324662,0.60796161,0.36362126,0.12925434,0.00124537,0.09853208,0.15644750,0.00463929,0.21337538
