energy_ev,total_up,Ge_p_up,Ge_d_up,Re_p_up,Re_d_up,S_s_up,S_p_up
-5.38769385,2.78521828,1.08975578,0.00000000,0.79726844,1.74324017,0.03276402,0.58973572
-5.38169085,2.73198059,1.06995900,0.00000000,0.79451062,1.70236771,0.03305254,0.57912556
-5.37568784,2.67878777,1.04815633,0.00000000,0.79127513,1.65990542,0.03345168,0.57054382
-5.36968484,2.62635438,1.02452774,0.00000000,0.78763535,1.61632534,0.03396661,0.56419240
-5.36368184,2.57536414,0.99928041,0.00000000,0.78368503,1.57209899,0.03460080,0.56023144
-5.35767884,2.52644541,0.97264190,0.00000000,0.77953054,1.52768387,0.03535567,0.55877205
-5.35167584,2.48014982,0.94485290,0.00000000,0.77528268,1.48351147,0.03623025,0.55987094
-5.34567284,2.43693499,0.91615988,0.00000000,0.77104845,1.43997720,0.03722088,0.56352743
-5.33966983,2.39715226,0.88680793,0.00000000,0.76692327,1.39743266,0.03832113,0.56968281
-5.33366683,2.36103997,0.85703409,0.00000000,0.76298400,1.35618046,0.03952168,0.57822235
-5.32766383,2.32872233,0.82706148,0.00000000,0.75928331,1.31647170,0.04081044,0.58897968
-5.32166083,2.30021390,0.79709434,0.00000000,0.75584550,1.27850597,0.04217274,0.60174348
-5.31565783,2.27542889,0.76731423,0.00000000,0.75266416,1.24243360,0.04359167,0.61626596
-5.30965483,2.25419485,0.73787739,0.00000000,0.74970168,1.20835983,0.04504851,0.63227271
-5.30365183,2.23626935,0.70891349,0.00000000,0.74689062,1.17635044,0.04652330,0.64947340
-5.29764882,2.22135872,0.68052545,0.00000000,0.74413691,1.14643824,0.04799541,0.66757267
-5.29164582,2.20913741,0.65279057,0.00000000,0.74132450,1.11862994,0.04944421,0.68628052
-5.28564282,2.19926673,0.62576256,0.00000000,0.73832131,1.09291276,0.05084969,0.70532173
-5.27963982,2.19141172,0.59947449,0.00000000,0.73498603,1.06926038,0.05219312,0.72444372
-5.27363682,2.18525502,0.57394230,0.00000000,0.73117527,1.04763768,0.05345759,0.74342240
-5.26763382,2.18050710,0.54916864,0.00000000,0.72675074,1.02800400,0.05462845,0.76206568
-5.26163082,2.17691198,0.52514689,0.00000000,0.72158602,1.01031474,0.05569366,0.78021463
-5.25562781,2.17424847,0.50186495,0.00000000,0.71557234,0.99452124,0.05664403,0.79774217
-5.24962481,2.17232701,0.47930877,0.00000000,0.70862340,0.98056889,0.05747324,0.81454950
-5.24362181,2.17098244,0.45746517,0.00000000,0.70067864,0.96839396,0.05817776,0.83056067
-5.23761881,2.17006362,0.43632414,0.00000000,0.69170512,0.95791924,0.05875666,0.84571575
-5.23161581,2.16942083,0.41588023,0.00000000,0.68169782,0.94904907,0.05921125,0.85996308
-5.22561281,2.16889229,0.39613321,0.00000000,0.67067858,0.94166436,0.05954465,0.87325137
-5.21960980,2.16829090,0.37708793,0.00000000,0.65869379,0.93561790,0.05976134,0.88552226
-5.21360680,2.16739275,0.35875353,0.00000000,0.64581109,0.93073077,0.05986661,0.89670392
-5.20760380,2.16592836,0.34114206,0.00000000,0.63211548,0.92679020,0.05986612,0.90670631
-5.20160080,2.16357781,0.32426674,0.00000000,0.61770505,0.92354925,0.05976539,0.91541847
-5.19559780,2.15997040,0.30813999,0.00000000,0.60268680,0.92072865,0.05956947,0.92270825
-5.18959480,2.15468919,0.29277145,0.00000000,0.58717272,0.91802094,0.05928261,0.92842439
-5.18359180,2.14728050,0.27816610,0.00000000,0.57127644,0.91509673,0.05890812,0.93240104
-5.17758879,2.13726789,0.26432272,0.00000000,0.55511054,0.91161307,0.05844832,0.93446446
-5.17158579,2.12416997,0.25123272,0.00000000,0.53878474,0.90722340,0.05790454,0.93444134
-5.16558279,2.10752096,0.23887949,0.00000000,0.52240483,0.90158875,0.05727732,0.93216842
-5.15957979,2.08689276,0.22723823,0.00000000,0.50607229,0.89438953,0.05656661,0.92750253
-5.15357679,2.06191705,0.21627635,0.00000000,0.48988450,0.88533727,0.05577209,0.92033059
-5.14757379,2.03230618,0.20595431,0.00000000,0.47393530,0.87418572,0.05489346,0.91057865
-5.14157079,1.99787130,0.19622695,0.00000000,0.45831570,0.86074071,0.05393080,0.89821959
-5.13556778,1.95853666,0.18704507,0.00000000,0.44311451,0.84486815,0.05288490,0.88327870
-5.12956478,1.91434907,0.17835732,0.00000000,0.42841875,0.82649985,0.05175748,0.86583697
-5.12356178,1.86548210,0.17011211,0.00000000,0.41431352,0.80563678,0.05055144,0.84603161
-5.11755878,1.81223449,0.16225966,0.00000000,0.40088150,0.78234974,0.04927098,0.82405395
-5.11155578,1.75502313,0.15475390,0.00000000,0.38820179,0.75677733,0.04792172,0.80014470
-5.10555278,1.69437096,0.14755421,0.00000000,0.37634827,0.72912154,0.04651062,0.77458687
-5.09954977,1.63089056,0.14062705,0.00000000,0.36538756,0.69964116,0.04504594,0.74769682
-5.09354677,1.56526459,0.13394722,0.00000000,0.35537679,0.66864345,0.04353711,0.71981391
-5.08754377,1.49822405,0.12749901,0.00000000,0.34636124,0.63647468,0.04199456,0.69128942
-5.08154077,1.43052587,0.12127696,0.00000000,0.33837232,0.60350984,0.04042946,0.66247531
-5.07553777,1.36293102,0.11528650,0.00000000,0.33142588,0.57014236,0.03885359,0.63371351
-5.06953477,1.29618424,0.10954433,0.00000000,0.32552128,0.53677411,0.03727909,0.60532629
-5.06353177,1.23099657,0.10407860,0.00000000,0.32064126,0.50380626,0.03571825,0.57760818
-5.05752876,1.16803144,0.09892902,0.00000000,0.31675282,0.47163136,0.03418343,0.55081988
-5.05152576,1.10789468,0.09414678,0.00000000,0.31380915,0.44062678,0.03268691,0.52518432
-5.04552276,1.05112900,0.08979444,0.00000000,0.31175255,0.41114992,0.03124082,0.50088501
-5.03951976,0.99821259,0.08594571,0.00000000,0.31051834,0.38353489,0.02985717,0.47806667
-5.03351676,0.94956165,0.08268511,0.00000000,0.31003944,0.35809081,0.02854783,0.45683782
-5.02751376,0.90553623,0.08010755,0.00000000,0.31025153,0.33510153,0.02732457,0.43727525
-5.02151076,0.86644858,0.07831777,0.00000000,0.31109833,0.31482633,0.02619918,0.41942972
-5.01550775,0.83257311,0.07742958,0.00000000,0.31253682,0.29750150,0.02518350,0.40333264
-5.00950475,0.80415691,0.07756482,0.00000000,0.31454184,0.28334231,0.02428949,0.38900305
-5.00350175,0.78142976,0.07885202,0.00000000,0.31710990,0.27254498,0.02352925,0.37645457
-4.99749875,0.76461280,0.08142470,0.00000000,0.32026180,0.26528837,0.02291499,0.36570166
-4.99149575,0.75392479,0.08541923,0.00000000,0.32404378,0.26173500,0.02245899,0.35676484
-4.98549275,0.74958550,0.09097212,0.00000000,0.32852698,0.26203114,0.02217339,0.34967462
-4.97948974,0.75181549,0.09821686,0.00000000,0.33380521,0.26630587,0.02207002,0.34447359
-4.97348674,0.76083220,0.10728024,0.00000000,0.33999094,0.27466877,0.02216005,0.34121690
-4.96748374,0.77684237,0.11827809,0.00000000,0.34720961,0.28720651,0.02245361,0.33997080
-4.96148074,0.80003085,0.13131058,0.00000000,0.35559257,0.30397826,0.02295936,0.34080939
-4.95547774,0.83054663,0.14645725,0.00000000,0.36526893,0.32501008,0.02368395,0.34380993
-4.94947474,0.86848655,0.16377171,0.00000000,0.37635662,0.35028872,0.02463150,0.34904673
-4.94347174,0.91387773,0.18327637,0.00000000,0.38895338,0.37975495,0.02580302,0.35658426
-4.93746873,0.96665986,0.20495734,0.00000000,0.40312792,0.41329712,0.02719590,0.36646970
-4.93146573,1.02666838,0.22875976,0.00000000,0.41891201,0.45074507,0.02880338,0.37872554
-4.92546273,1.09361980,0.25458376,0.00000000,0.43629391,0.49186514,0.03061421,0.39334262
-4.91945973,1.16710023,0.28228144,0.00000000,0.45521356,0.53635662,0.03261227,0.41027412
-4.91345673,1.24655828,0.31165504,0.00000000,0.47556010,0.58385003,0.03477646,0.42943091
-4.90745373,1.33130295,0.34245661,0.00000000,0.49717176,0.63390769,0.03708070,0.45067870
-4.90145073,1.42050744,0.37438923,0.00000000,0.51983846,0.68602676,0.03949410,0.47383706
-4.89544772,1.51321895,0.40711018,0.00000000,0.54330708,0.73964502,0.04198135,0.49868077
-4.88944472,1.60837477,0.44023586,0.00000000,0.56728920,0.79414936,0.04450329,0.52494339
-4.88344172,1.70482415,0.47334870,0.00000000,0.59147111,0.84888691,0.04701765,0.55232298
-4.87743872,1.80135568,0.50600570,0.00000000,0.61552556,0.90317860,0.04948001,0.58048997
-4.87143572,1.89672892,0.53774870,0.00000000,0.63912486,0.95633480,0.05184480,0.60909668
-4.86543272,1.98970941,0.56811581,0.00000000,0.66195445,1.00767241,0.05406654,0.63778832
-4.85942971,2.07910549,0.59665385,0.00000000,0.68372650,1.05653302,0.05610103,0.66621482
-4.85342671,2.16380543,0.62293125,0.00000000,0.70419258,1.10230120,0.05790659,0.69404304
-4.84742371,2.24281316,0.64655091,0.00000000,0.72315484,1.14442235,0.05944528,0.72096876
-4.84142071,2.31528098,0.66716257,0.00000000,0.74047501,1.18241926,0.06068404,0.74672788
-4.83541771,2.38053770,0.68447409,0.00000000,0.75608063,1.21590664,0.06159563,0.77110618
-4.82941471,2.43811063,0.69826119,0.00000000,0.76996812,1.24460298,0.06215947,0.79394723
-4.82341171,2.48774042,0.70837513,0.00000000,0.78220250,1.26833904,0.06236226,0.81515791
-4.81740870,2.52938777,0.71474800,0.00000000,0.79291350,1.28706261,0.06219830,0.83471118
-4.81140570,2.56323153,0.71739536,0.00000000,0.80228847,1.30083925,0.06166962,0.85264599
-4.80540270,2.58965814,0.71641599,0.00000000,0.81056204,1.30984877,0.06078588,0.86906412
-4.79939970,2.60924264,0.71198876,0.00000000,0.81800332,1.31437763,0.05956393,0.88412406
-4.79339670,2.62272211,0.70436672,0.00000000,0.82490110,1.31480751,0.05802726,0.89803227
-4.78739370,2.63096259,0.69386856,0.00000000,0.83154784,1.31160042,0.05620518,0.91103195
-4.78139070,2.63492091,0.68086793,0.00000000,0.83822330,1.30528107,0.05413187,0.92339003
-4.77538769,2.63560329,0.66578083,0.00000000,0.84517866,1.29641720,0.05184540,0.93538291
-4.76938469,2.63402246,0.64905181,0.00000000,0.85262196,1.28559862,0.04938651,0.94728159
-4.76338169,2.63115539,0.63113941,0.00000000,0.86070571,1.27341609,0.04679762,0.95933706
-4.75737869,2.62790355,0.61250145,0.00000000,0.86951726,1.26044069,0.04412162,0.97176648
-4.75137569,2.62505757,0.59358082,0.00000000,0.87907251,1.24720472,0.04140099,0.98474114
-4.74537269,2.62326791,0.57479225,0.00000000,0.88931335,1.23418497,0.03867681,0.99837659
-4.73936968,2.62302286,0.55651060,0.00000000,0.90010891,1.22178882,0.03598804,1.01272563
-4.73336668,2.62463483,0.53906099,0.00000000,0.91126064,1.21034393,0.03337095,1.02777453
-4.72736368,2.62823540,0.52271123,0.00000000,0.92251088,1.20009176,0.03085862,1.04344271
-4.72136068,2.63377931,0.50766659,0.00000000,0.93355462,1.19118506,0.02848072,1.05958592
-4.71535768,2.64105681,0.49406708,0.00000000,0.94405369,1.18368929,0.02626335,1.07600282
-4.70935468,2.64971379,0.48198722,0.00000000,0.95365269,1.17758780,0.02422905,1.09244471
-4.70335168,2.65927828,0.47143814,0.00000000,0.96199591,1.17279029,0.02239689,1.10862776
-4.69734867,2.66919185,0.46237177,0.00000000,0.96874420,1.16914390,0.02078269,1.12424726
-4.69134567,2.67884424,0.45468693,0.00000000,0.97359113,1.16644654,0.01939921,1.13899310
-4.68534267,2.68760915,0.44823681,0.00000000,0.97627736,1.16446129,0.01825645,1.15256558
-4.67933967,2.69487937,0.44283757,0.00000000,0.97660279,1.16293138,0.01736184,1.16469077
-4.67333667,2.70009935,0.43827767,0.00000000,0.97443562,1.16159492,0.01672046,1.17513455
-4.66733367,2.70279343,0.43432740,0.00000000,0.96971807,1.16019843,0.01633523,1.18371445
-4.66133067,2.70258849,0.43074838,0.00000000,0.96246848,1.15850879,0.01620692,1.19030882
-4.65532766,2.69922971,0.42730259,0.00000000,0.95277970,1.15632294,0.01633424,1.19486257
-4.64932466,2.69258901,0.42376068,0.00000000,0.94081389,1.15347492,0.01671376,1.19738933
-4.64332166,2.68266569,0.41990929,0.00000000,0.92679422,1.14984024,0.01733982,1.19796982
-4.63731866,2.66957973,0.41555725,0.00000000,0.91099373,1.14533725,0.01820438,1.19674651
-4.63131566,2.65355828,0.41054040,0.00000000,0.89372215,1.13992592,0.01929686,1.19391498
-4.62531266,2.63491632,0.40472524,0.00000000,0.87531135,1.13360420,0.02060403,1.18971237
-4.61930965,2.61403309,0.39801107,0.00000000,0.85610018,1.12640233,0.02210984,1.18440376
-4.61330665,2.59132559,0.39033097,0.00000000,0.83641947,1.11837575,0.02379543,1.17826708
-4.60730365,2.56722117,0.38165149,0.00000000,0.81657811,1.10959715,0.02563914,1.17157775
-4.60130065,2.54213071,0.37197137,0.00000000,0.79685060,1.10014818,0.02761664,1.16459362
-4.59529765,2.51642420,0.36131922,0.00000000,0.77746702,1.09011156,0.02970126,1.15754140
-4.58929465,2.49041009,0.34975060,0.00000000,0.75860559,1.07956401,0.03186429,1.15060516
-4.58329165,2.46431965,0.33734438,0.00000000,0.74038818,1.06857046,0.03407558,1.14391763
-4.57728864,2.43829699,0.32419886,0.00000000,0.72287905,1.05717995,0.03630409,1.13755469
-4.57128564,2.41239534,0.31042759,0.00000000,0.70608646,1.04542320,0.03851865,1.13153341
-4.56528264,2.38657938,0.29615514,0.00000000,0.68996730,1.03331215,0.04068866,1.12581344
-4.55927964,2.36073329,0.28151298,0.00000000,0.67443408,1.02084114,0.04278494,1.12030175
-4.55327664,2.33467374,0.26663559,0.00000000,0.65936391,1.00798971,0.04478044,1.11486021
-4.54727364,2.30816665,0.25165682,0.00000000,0.64460901,0.99472651,0.04665098,1.10931537
-4.54127064,2.28094656,0.23670669,0.00000000,0.63000786,0.98101412,0.04837582,1.10346989
-4.53526763,2.25273714,0.22190857,0.00000000,0.61539668,0.96681420,0.04993814,1.09711467
-4.52926463,2.22327151,0.20737692,0.00000000,0.60062029,0.95209274,0.05132538,1.09004113
-4.52326163,2.19231103,0.19321541,0.00000000,0.58554208,0.93682476,0.05252927,1.08205259
-4.51725863,2.15966157,0.17951555,0.00000000,0.57005238,0.92099842,0.05354587,1.07297449
-4.51125563,2.12518630,0.16635583,0.00000000,0.55407505,0.90461815,0.05437524,1.06266263
-4.50525263,2.08881457,0.15380125,0.00000000,0.53757194,0.88770666,0.05502104,1.05100928
-4.49924962,2.05054658,0.14190321,0.00000000,0.52054512,0.87030583,0.05548999,1.03794691
-4.49324662,2.01045401,0.13069985,0.00000000,0.50303697,0.85247655,0.05579113,1.02344961
-4.48724362,1.96867689,0.12021661,0.00000000,0.48512824,0.83429757,0.05593517,1.00753230
-4.48124062,1.92541732,0.11046709,0.00000000,0.46693420,0.81586360,0.05593368,0.99024813
-4.47523762,1.88093083,0.10145419,0.00000000,0.44859947,0.79728290,0.05579837,0.97168433
-4.46923462,1.83551602,0.09317128,0.00000000,0.43029156,0.77867450,0.05554047,0.95195709
-4.46323162,1.78950355,0.08560366,0.00000000,0.41219385,0.76016543,0.05517019,0.93120584
-4.45722861,1.74324498,0.07872995,0.00000000,0.39449814,0.74188792,0.05469628,0.90958742
-4.45122561,1.69710227,0.07252363,0.00000000,0.37739732,0.72397696,0.05412586,0.88727043
-4.44522261,1.65143828,0.06695449,0.00000000,0.36107838,0.70656803,0.05346430,0.86443015
-4.43921961,1.60660876,0.06199006,0.00000000,0.34571614,0.68979530,0.05271535,0.84124423
-4.43321661,1.56295570,0.05759695,0.00000000,0.33146781,0.67379001,0.05188133,0.81788911
-4.42721361,1.52080229,0.05374205,0.00000000,0.31846855,0.65867915,0.05096351,0.79453730
-4.42121061,1.48044910,0.05039353,0.00000000,0.30682816,0.64458427,0.04996253,0.77135549
-4.41520760,1.44217141,0.04752172,0.00000000,0.29662883,0.63162024,0.04887891,0.74850318
-4.40920460,1.40621730,0.04509966,0.00000000,0.28792397,0.61989409,0.04771351,0.72613185
-4.40320160,1.37280622,0.04310356,0.00000000,0.28073802,0.60950354,0.04646800,0.70438442
-4.39719860,1.34212781,0.04151286,0.00000000,0.27506712,0.60053549,0.04514529,0.68339480
-4.39119560,1.31434080,0.04031019,0.00000000,0.27088058,0.59306420,0.04374981,0.66328751
-4.38519260,1.28957171,0.03948101,0.00000000,0.26812286,0.58714940,0.04228771,0.64417717
-4.37918959,1.26791361,0.03901312,0.00000000,0.26671615,0.58283427,0.04076699,0.62616783
-4.37318659,1.24942466,0.03889594,0.00000000,0.26656322,0.58014345,0.03919744,0.60935226
-4.36718359,1.23412680,0.03911967,0.00000000,0.26755056,0.57908122,0.03759053,0.59381107
-4.36118059,1.22200465,0.03967446,0.00000000,0.26955166,0.57962990,0.03595918,0.57961183
-4.35517759,1.21300487,0.04054940,0.00000000,0.27243031,0.58174874,0.03431744,0.56680831
-4.34917459,1.20703616,0.04173168,0.00000000,0.27604391,0.58537330,0.03268019,0.55543985
-4.34317159,1.20397012,0.04320578,0.00000000,0.28024675,0.59041546,0.03106275,0.54553110
-4.33716858,1.20364316,0.04495278,0.00000000,0.28489311,0.59676421,0.02948052,0.53709206
-4.33116558,1.20585957,0.04694999,0.00000000,0.28984028,0.60428719,0.02794868,0.53011869
-4.32516258,1.21039581,0.04917066,0.00000000,0.29495139,0.61283300,0.02648189,0.52459393
-4.31915958,1.21700620,0.05158409,0.00000000,0.30009806,0.62223442,0.02509409,0.52048939
-4.31315658,1.22542980,0.05415602,0.00000000,0.30516294,0.63231229,0.02379838,0.51776756
-4.30715358,1.23539855,0.05684931,0.00000000,0.31004201,0.64288023,0.02260695,0.51638457
