energy_ev,total_up,Mn_p_up,Mn_d_up,N_s_up,N_p_up,Se_s_up,Se_p_up,Y_p_up,Y_d_up
-5.77188594,1.52088612,0.67264819,0.46832684,0.00450146,0.05719327,0.00575585,1.03452188,0.30677291,0.14711872
-5.76588294,1.51931817,0.65702524,0.47959563,0.00420903,0.05777023,0.00547100,1.02940338,0.29890887,0.14912658
-5.75987994,1.51955698,0.64118018,0.49223895,0.00394319,0.05844114,0.00518512,1.02521538,0.29076896,0.15125303
-5.75387694,1.52242415,0.62554716,0.50647390,0.00370983,0.05922333,0.00490132,1.02254251,0.28255172,0.15353258
-5.74787394,1.52867583,0.61054690,0.52249074,0.00351419,0.06012931,0.00462248,1.02193146,0.27445590,0.15599325
-5.74187094,1.53898212,0.59657719,0.54044644,0.00336077,0.06116616,0.00435116,1.02387671,0.26667676,0.15865537
-5.73586793,1.55390865,0.58400402,0.56045897,0.00325327,0.06233511,0.00408962,1.02880756,0.25940232,0.16153061
-5.72986493,1.57390099,0.57315352,0.58260251,0.00319456,0.06363139,0.00383985,1.03707672,0.25280940,0.16462127
-5.72386193,1.59927177,0.56430454,0.60690364,0.00318659,0.06504424,0.00360349,1.04895060,0.24705971,0.16791983
-5.71785893,1.63019092,0.55768221,0.63333871,0.00323038,0.06655712,0.00338194,1.06460146,0.24229586,0.17140888
-5.71185593,1.66667898,0.55345240,0.66183228,0.00332602,0.06814820,0.00317627,1.08410141,0.23863749,0.17506120
-5.70585293,1.70860376,0.55171723,0.69225686,0.00347260,0.06979089,0.00298729,1.10741866,0.23617761,0.17884016
-5.69984992,1.75568045,0.55251178,0.72443386,0.00366826,0.07145462,0.00281549,1.13441590,0.23497932,0.18270048
-5.69384692,1.80747522,0.55580218,0.75813588,0.00391011,0.07310570,0.00266112,1.16485116,0.23507299,0.18658907
-5.68784392,1.86341244,0.56148519,0.79309020,0.00419434,0.07470831,0.00252412,1.19838109,0.23645423,0.19044633
-5.68184092,1.92278554,0.56938942,0.82898356,0.00451617,0.07622550,0.00240415,1.23456698,0.23908266,0.19420747
-5.67583792,1.98477140,0.57927846,0.86546798,0.00486994,0.07762025,0.00230061,1.27288326,0.24288173,0.19780421
-5.66983492,2.04844822,0.59085579,0.90216763,0.00524917,0.07885656,0.00221263,1.31272876,0.24773967,0.20116651
-5.66383192,2.11281645,0.60377175,0.93868651,0.00564666,0.07990048,0.00213910,1.35344033,0.25351169,0.20422453
-5.65782891,2.17682247,0.61763232,0.97461675,0.00605462,0.08072109,0.00207866,1.39430875,0.26002338,0.20691061
-5.65182591,2.23938447,0.63200976,1.00954724,0.00646479,0.08129138,0.00202980,1.43459656,0.26707535,0.20916130
-5.64582291,2.29941973,0.64645470,1.04307235,0.00686865,0.08158906,0.00199081,1.47355725,0.27444898,0.21091933
-5.63981991,2.35587270,0.66050958,1.07480052,0.00725758,0.08159718,0.00195988,1.51045542,0.28191311,0.21213548
-5.63381691,2.40774289,0.67372279,1.10436228,0.00762311,0.08130464,0.00193514,1.54458715,0.28923143,0.21277033
-5.62781391,2.45411164,0.68566327,1.13141763,0.00795709,0.08070649,0.00191471,1.57529995,0.29617037,0.21279566
-5.62181091,2.49416698,0.69593486,1.15566247,0.00825195,0.07980407,0.00189675,1.60201161,0.30250705,0.21219572
-5.61580790,2.52722570,0.70418993,1.17683386,0.00850092,0.07860498,0.00187953,1.62422730,0.30803717,0.21096800
-5.60980490,2.55275183,0.71014178,1.19471411,0.00869819,0.07712280,0.00186148,1.64155419,0.31258227,0.20912376
-5.60380190,2.57037103,0.71357521,1.20913356,0.00883910,0.07537678,0.00184124,1.65371327,0.31599621,0.20668813
-5.59779890,2.57988037,0.71435490,1.21997209,0.00892032,0.07339122,0.00181770,1.66054775,0.31817062,0.20369984
-5.59179590,2.58125344,0.71243120,1.22715946,0.00893989,0.07119487,0.00179009,1.66202801,0.31903889,0.20021059
-5.58579290,2.57464057,0.70784319,1.23067453,0.00889732,0.06882011,0.00175794,1.65825278,0.31857881,0.19628409
-5.57978989,2.56036448,0.70071878,1.23054366,0.00879358,0.06630222,0.00172113,1.64944683,0.31681355,0.19199485
-5.57378689,2.53891171,0.69127196,1.22683830,0.00863108,0.06367845,0.00167995,1.63595519,0.31381105,0.18742669
-5.56778389,2.51092022,0.67979734,1.21967206,0.00841356,0.06098727,0.00163502,1.61823433,0.30968189,0.18267115
-5.56178089,2.47716391,0.66666219,1.20919754,0.00814597,0.05826754,0.00158735,1.59684073,0.30457573,0.17782576
-5.55577789,2.43853458,0.65229650,1.19560283,0.00783432,0.05555781,0.00153832,1.57241726,0.29867652,0.17299225
-5.54977489,2.39602219,0.63718123,1.17910807,0.00748546,0.05289568,0.00148964,1.54567803,0.29219668,0.16827483
-5.54377189,2.35069385,0.62183550,1.15996200,0.00710689,0.05031730,0.00144333,1.51739216,0.28537056,0.16377842
-5.53776888,2.30367229,0.60680297,1.13843860,0.00670649,0.04785693,0.00140170,1.48836696,0.27844739,0.15960705
-5.53176588,2.25611429,0.59263809,1.11483382,0.00629236,0.04554666,0.00136735,1.45943104,0.27168404,0.15586228
-5.52576288,2.20918943,0.57989248,1.08946232,0.00587254,0.04341617,0.00134307,1.43141769,0.26533783,0.15264173
-5.51975988,2.16405939,0.56910190,1.06265424,0.00545484,0.04149264,0.00133186,1.40514885,0.25965959,0.15003773
-5.51375688,2.12185816,0.56077410,1.03475184,0.00504664,0.03980068,0.00133690,1.38141979,0.25488724,0.14813597
-5.50775388,2.08367299,0.55537780,1.00610600,0.00465475,0.03836230,0.00136147,1.36098476,0.25123993,0.14701423
-5.50175088,2.05052644,0.55333285,0.97707234,0.00428528,0.03719690,0.00140896,1.34454361,0.24891301,0.14674122
-5.49574787,2.02335917,0.55500178,0.94800718,0.00394356,0.03632127,0.00148281,1.33272940,0.24807369,0.14737528
-5.48974487,2.00301376,0.56068267,0.91926299,0.00363409,0.03574952,0.00158645,1.32609703,0.24885764,0.14896329
-5.48374187,1.99021938,0.57060331,0.89118361,0.00336048,0.03549300,0.00172328,1.32511281,0.25136636,0.15153938
-5.47773887,1.98557749,0.58491671,0.86409902,0.00312553,0.03556014,0.00189663,1.33014518,0.25566540,0.15512389
-5.47173587,1.98954863,0.60369773,0.83832001,0.00293116,0.03595621,0.00210964,1.34145630,0.26178334,0.15972218
-5.46573287,2.00244054,0.62694091,0.81413263,0.00277855,0.03668308,0.00236524,1.35919498,0.26971153,0.16532372
-5.45972986,2.02439791,0.65455940,0.79179269,0.00266816,0.03773881,0.00266610,1.38339076,0.27940445,0.17190120
-5.45372686,2.05539402,0.68638499,0.77152048,0.00259978,0.03911739,0.00301447,1.41394954,0.29078075,0.17940990
-5.44772386,2.09522481,0.72216923,0.75349583,0.00257266,0.04080827,0.00341219,1.45065093,0.30372483,0.18778733
-5.44172086,2.14350566,0.76158568,0.73785377,0.00258553,0.04279606,0.00386053,1.49314751,0.31808894,0.19695314
-5.43571786,2.19967145,0.80423339,0.72468094,0.00263672,0.04506018,0.00436017,1.54096631,0.33369585,0.20680951
-5.42971486,2.26298019,0.84964159,0.71401289,0.00272419,0.04757469,0.00491107,1.59351276,0.35034188,0.21724185
-5.42371186,2.33252050,0.89727573,0.70583256,0.00284559,0.05030815,0.00551244,1.65007726,0.36780044,0.22812004
-5.41770885,2.40722329,0.94654483,0.70006984,0.00299832,0.05322368,0.00616268,1.70984451,0.38582586,0.23930015
-5.41170585,2.48587757,0.99681017,0.69660249,0.00317956,0.05627915,0.00685932,1.77190565,0.40415766,0.25062654
-5.40570285,2.56715046,1.04739540,0.69525834,0.00338628,0.05942763,0.00759902,1.83527317,0.42252506,0.26193450
-5.39969985,2.64961099,1.09759771,0.69581880,0.00361528,0.06261798,0.00837757,1.89889831,0.44065164,0.27305322
-5.39369685,2.73175738,1.14670020,0.69802367,0.00386322,0.06579564,0.00918990,1.96169081,0.45826029,0.28380917
-5.38769385,2.81204717,1.19398500,0.70157697,0.00412656,0.06890368,0.01003017,2.02254045,0.47507808,0.29402958
-5.38169085,2.88892944,1.23874693,0.70615392,0.00440165,0.07188393,0.01089180,2.08033988,0.49084118,0.30354620
-5.37568784,2.96087822,1.28030747,0.71140857,0.00468468,0.07467833,0.01176761,2.13400818,0.50529956,0.31219900
-5.36968484,3.02642612,1.31802838,0.71698216,0.00497174,0.07723031,0.01264989,2.18251439,0.51822153,0.31983977
-5.36368184,3.08419708,1.35132485,0.72251164,0.00525879,0.07948631,0.01353057,2.22490026,0.52939786,0.32633555
-5.35767884,3.13293727,1.37967762,0.72763839,0.00554172,0.08139719,0.01440131,2.26030158,0.53864547,0.33157166
-5.35167584,3.17154299,1.40264355,0.73201665,0.00581639,0.08291968,0.01525370,2.28796718,0.54581054,0.33545436
-5.34567284,3.19908474,1.41986458,0.73532149,0.00607864,0.08401765,0.01607932,2.30727522,0.55077108,0.33791284
-5.33966983,3.21482658,1.43107440,0.73725608,0.00632439,0.08466327,0.01686995,2.31774597,0.55343868,0.33890080
-5.33366683,3.21824028,1.43610292,0.73755801,0.00654967,0.08483786,0.01761763,2.31905080,0.55375965,0.33839715
-5.32766383,3.20901360,1.43487811,0.73600447,0.00675070,0.08453259,0.01831481,2.31101703,0.55171534,0.33640627
-5.32166083,3.18705289,1.42742545,0.73241626,0.00692395,0.08374886,0.01895439,2.29362869,0.54732175,0.33295737
-5.31565783,3.15247971,1.41386478,0.72666043,0.00706625,0.08249832,0.01952986,2.26702297,0.54062836,0.32810343
-5.30965483,3.10562200,1.39440492,0.71865164,0.00717484,0.08080269,0.02003531,2.23148293,0.53171638,0.32191941
-5.30365183,3.04700030,1.36933619,0.70835211,0.00724744,0.07869323,0.02046549,2.18742665,0.52069625,0.31450009
-5.29764882,2.97730957,1.33902127,0.69577052,0.00728232,0.07620998,0.02081587,2.13539335,0.50770479,0.30595744
-5.29164582,2.89739773,1.30388468,0.68095966,0.00727838,0.07340075,0.02108263,2.07602722,0.49290174,0.29641776
-5.28564282,2.80824154,1.26440139,0.66401319,0.00723513,0.07031996,0.02126274,2.01005953,0.47646612,0.28601863
-5.27963982,2.71092107,1.22108503,0.64506169,0.00715277,0.06702734,0.02135395,1.93828978,0.45859227,0.27490588
-5.27363682,2.60659364,1.17447596,0.62426804,0.00703216,0.06358656,0.02135482,1.86156656,0.43948589,0.26323053
-5.26763382,2.49646795,1.12512987,0.60182251,0.00687484,0.06006384,0.02126479,1.78076882,0.41935997,0.25114597
-5.26163082,2.38177955,1.07360693,0.57793755,0.00668294,0.05652663,0.02108417,1.69678797,0.39843088,0.23880531
-5.25562781,2.26376784,1.02046201,0.55284267,0.00645921,0.05304229,0.02081419,1.61051150,0.37691467,0.22635908
-5.24962481,2.14365552,0.96623604,0.52677923,0.00620686,0.04967696,0.02045703,1.52280819,0.35502360,0.21395319
-5.24362181,2.02263033,0.91144861,0.49999564,0.00592957,0.04649448,0.02001586,1.43451532,0.33296296,0.20172723
-5.23761881,1.90182965,0.85659192,0.47274272,0.00563132,0.04355552,0.01949479,1.34642793,0.31092832,0.18981312
-5.23161581,1.78232755,0.80212596,0.44526942,0.00531632,0.04091682,0.01889896,1.25929002,0.28910317,0.17833397
-5.22561281,1.66512437,0.74847484,0.41781898,0.00498892,0.03863051,0.01823443,1.17378767,0.26765687,0.16740319
-5.21960980,1.55113856,0.69602423,0.39062542,0.00465348,0.03674361,0.01750814,1.09054398,0.24674319,0.15712382
-5.21360680,1.44120029,0.64511964,0.36391042,0.00431425,0.03529758,0.01672788,1.01011536,0.22649910,0.14758791
-5.20760380,1.33604685,0.59606543,0.33788067,0.00397533,0.03432790,0.01590212,0.93298927,0.20704399,0.13887599
-5.20160080,1.23631914,0.54912440,0.31272545,0.00364053,0.03386372,0.01503992,0.85958292,0.18847934,0.13105660
-5.19559780,1.14255941,0.50451786,0.28861467,0.00331333,0.03392749,0.01415074,0.79024290,0.17088862,0.12418569
-5.18959480,1.05520966,0.46242602,0.26569725,0.00299682,0.03453456,0.01324427,0.72524550,0.15433751,0.11830612
-5.18359180,0.97461096,0.42298867,0.24409985,0.00269362,0.03569285,0.01233026,0.66479767,0.13887446,0.11344705
-5.17758879,0.90100338,0.38630615,0.22392590,0.00240592,0.03740241,0.01141829,0.60903852,0.12453141,0.10962339
-5.17158579,0.83452678,0.35244053,0.20525511,0.00213542,0.03965502,0.01051759,0.55804143,0.11132476,0.10683520
-5.16558279,0.77522242,0.32141710,0.18814330,0.00188336,0.04243389,0.00963683,0.51181670,0.09925646,0.10506730
-5.15957979,0.72303567,0.29322620,0.17262261,0.00165052,0.04571334,0.00878401,0.47031486,0.08831530,0.10428895
-5.15357679,0.67781999,0.26782544,0.15870221,0.00143727,0.04945863,0.00796622,0.43343074,0.07847824,0.10445381
-5.14757379,0.63934215,0.24514227,0.14636931,0.00124360,0.05362598,0.00718961,0.40100825,0.06971184,0.10550020
-5.14157079,0.60728912,0.22507705,0.13559065,0.00106916,0.05816274,0.00645923,0.37284600,0.06197375,0.10735170
-5.13556778,0.58127651,0.20750659,0.12631439,0.00091332,0.06300788,0.00577902,0.34870373,0.05521420,0.10991822
-5.12956478,0.56085853,0.19228809,0.11847229,0.00077522,0.06809268,0.00515178,0.32830943,0.04937751,0.11309745
-5.12356178,0.54553957,0.17926345,0.11198225,0.00065384,0.07334178,0.00457919,0.31136725,0.04440352,0.11677685
-5.11755878,0.53478698,0.16826394,0.10675107,0.00054800,0.07867450,0.00406184,0.29756577,0.04022903,0.12083597
-5.11155578,0.52804494,0.15911501,0.10267744,0.00045646,0.08400647,0.00359929,0.28658668,0.03678913,0.12514930
-5.10555278,0.52474901,0.15164111,0.09965488,0.00037795,0.08925154,0.00319023,0.27811347,0.03401849,0.12958929
-5.09954977,0.52434084,0.14567052,0.09757489,0.00031119,0.09432383,0.00283253,0.27183994,0.03185249,0.13402973
-5.09354677,0.52628271,0.14103980,0.09632981,0.00025493,0.09913999,0.00252337,0.26747815,0.03022829,0.13834915
-5.08754377,0.53007124,0.13759786,0.09581563,0.00020800,0.10362151,0.00225940,0.26476561,0.02908577,0.14243424
-5.08154077,0.53524985,0.13520945,0.09593447,0.00016929,0.10769696,0.00203687,0.26347143,0.02836832,0.14618312
-5.07553777,0.54141949,0.13375793,0.09659672,0.00013779,0.11130418,0.00185175,0.26340109,0.02802350,0.14950829
-5.06953477,0.54824723,0.13314722,0.09772280,0.00011262,0.11439220,0.00169987,0.26439975,0.02800359,0.15233919
-5.06353177,0.55547233,0.13330285,0.09924440,0.00009300,0.11692291,0.00157701,0.26635392,0.02826599,0.15462425
-5.05752876,0.56290974,0.13417220,0.10110534,0.00007828,0.11887233,0.00147905,0.26919147,0.02877349,0.15633228
-5.05152576,0.57045071,0.13572373,0.10326183,0.00006790,0.12023145,0.00140205,0.27288002,0.02949440,0.15745326
-5.04552276,0.57806078,0.13794542,0.10568232,0.00006147,0.12100670,0.00134232,0.27742369,0.03040256,0.15799838
-5.03951976,0.58577519,0.14084254,0.10834689,0.00005867,0.12121982,0.00129651,0.28285858,0.03147725,0.15799949
-5.03351676,0.59369203,0.14443477,0.11124621,0.00005931,0.12090741,0.00126164,0.28924713,0.03270305,0.15750780
-5.02751376,0.60196356,0.14875282,0.11438025,0.00006332,0.12011995,0.00123518,0.29667163,0.03406948,0.15659212
-5.02151076,0.61078612,0.15383495,0.11775668,0.00007068,0.11892055,0.00121504,0.30522720,0.03557071,0.15533660
-5.01550775,0.62038915,0.15972317,0.12138914,0.00008150,0.11738338,0.00119959,0.31501473,0.03720517,0.15383811
-5.00950475,0.63102395,0.16645975,0.12529541,0.00009593,0.11559184,0.00118771,0.32613390,0.03897503,0.15220339
-5.00350175,0.64295254,0.17408381,0.12949564,0.00011422,0.11363672,0.00117872,0.33867671,0.04088581,0.15054618
-4.99749875,0.65643714,0.18262831,0.13401060,0.00013663,0.11161418,0.00117241,0.35272179,0.04294583,0.14898423
-4.99149575,0.67173070,0.19211751,0.13886014,0.00016348,0.10962391,0.00116901,0.36832954,0.04516573,0.14763659
-4.98549275,0.68906861,0.20256496,0.14406181,0.00019510,0.10776727,0.00116911,0.38553837,0.04755797,0.14662094
-4.97948974,0.70866187,0.21397191,0.14962970,0.00023182,0.10614567,0.00117370,0.40436205,0.05013632,0.14605135
-4.97348674,0.73069169,0.22632637,0.15557352,0.00027394,0.10485906,0.00118403,0.42478794,0.05291537,0.14603619
-4.96748374,0.75530537,0.23960245,0.16189792,0.00032171,0.10400461,0.00120164,0.44677633,0.05591001,0.14667636
-4.96148074,0.78261337,0.25376013,0.16860195,0.00037534,0.10367555,0.00122826,0.47026036,0.05913495,0.14806385
-4.95547774,0.81268733,0.26874527,0.17567876,0.00043493,0.10396019,0.00126574,0.49514665,0.06260417,0.15028045
-4.94947474,0.84555857,0.28448976,0.18311531,0.00050047,0.10494092,0.00131601,0.52131614,0.06633043,0.15339661
-4.94347174,0.88121701,0.30091168,0.19089230,0.00057183,0.10669335,0.00138103,0.54862513,0.07032471,0.15747051
-4.93746873,0.91961000,0.31791546,0.19898399,0.00064873,0.10928537,0.00146267,0.57690631,0.07459560,0.16254702
-4.93146573,0.96064111,0.33539196,0.20735814,0.00073073,0.11277616,0.00156271,0.60596960,0.07914879,0.16865680
-4.92546273,1.00416850,0.35321845,0.21597585,0.00081721,0.11721516,0.00168274,0.63560274,0.08398644,0.17581531
-4.91945973,1.05000309,0.37125856,0.22479150,0.00090737,0.12264082,0.00182412,0.66557181,0.08910659,0.18402177
-4.91345673,1.09790652,0.38936221,0.23375260,0.00100025,0.12907936,0.00198793,0.69562154,0.09450268,0.19325816
-4.90745373,1.14758918,0.40736570,0.24279974,0.00109474,0.13654335,0.00217493,0.72547571,0.10016294,0.20348824
-4.90145073,1.19870853,0.42509203,0.25186665,0.00118955,0.14503034,0.00238549,0.75483789,0.10607007,0.21465664
-4.89544772,1.25086830,0.44235163,0.26088033,0.00128329,0.15452149,0.00261960,0.78339261,0.11220083,0.22668823
-4.88944472,1.30361871,0.45894360,0.26976147,0.00137448,0.16498032,0.00287686,0.81080733,0.11852588,0.23948773
-4.88344172,1.35645831,0.47465768,0.27842504,0.00146158,0.17635166,0.00315640,0.83673544,0.12500973,0.25293974
-4.87743872,1.40883774,0.48927688,0.28678120,0.00154305,0.18856099,0.00345695,0.86082031,0.13161082,0.26690930
-4.87143572,1.46016556,0.50258097,0.29473650,0.00161735,0.20151410,0.00377682,0.88270071,0.13828182,0.28124299
-4.86543272,1.50981638,0.51435071,0.30219541,0.00168306,0.21509728,0.00411391,0.90201746,0.14497011,0.29577070
-4.85942971,1.55714126,0.52437279,0.30906208,0.00173887,0.22917809,0.00446575,0.91842116,0.15161837,0.31030801
-4.85342671,1.60148005,0.53244536,0.31524234,0.00178362,0.24360665,0.00482950,0.93158101,0.15816543,0.32465929
-4.84742371,1.64217548,0.53838385,0.32064590,0.00181639,0.25821759,0.00520204,0.94119413,0.16454713,0.33862127
-4.84142071,1.67858843,0.54202697,0.32518850,0.00183648,0.27283252,0.00557995,0.94699522,0.17069739,0.35198720
-4.83541771,1.71011376,0.54324251,0.32879416,0.00184347,0.28726312,0.00595960,0.94876599,0.17654931,0.36455125
-4.82941471,1.73619604,0.54193267,0.33139716,0.00183719,0.30131455,0.00633719,0.94634381,0.18203628,0.37611326
-4.82341171,1.75634448,0.53803861,0.33294387,0.00181779,0.31478930,0.00670876,0.93962930,0.18709318,0.38648335
-4.81740870,1.77014640,0.53154406,0.33339418,0.00178569,0.32749124,0.00707030,0.92859219,0.19165742,0.39548651
-4.81140570,1.77727857,0.52247754,0.33272256,0.00174156,0.33922972,0.00741775,0.91327518,0.19567010,0.40296677
-4.80540270,1.77751597,0.51091327,0.33091866,0.00168632,0.34982369,0.00774709,0.89379558,0.19907694,0.40879093
-4.79939970,1.77073760,0.49697056,0.32798745,0.00162112,0.35910563,0.00805435,0.87034437,0.20182920,0.41285164
-4.79339670,1.75692913,0.48081158,0.32394892,0.00154726,0.36692515,0.00833570,0.84318290,0.20388452,0.41506974
-4.78739370,1.73618237,0.46263783,0.31883732,0.00146616,0.37315222,0.00858748,0.81263714,0.20520763,0.41539578
-4.78139070,1.70869176,0.44268511,0.31270005,0.00137934,0.37767995,0.00880627,0.77908981,0.20577097,0.41381076
-4.77538769,1.67474813,0.42121758,0.30559635,0.00128835,0.38042673,0.00898892,0.74297068,0.20555523,0.41032596
-4.76938469,1.63473005,0.39852083,0.29759564,0.00119473,0.38133785,0.00913264,0.70474553,0.20454980,0.40498207
-4.76338169,1.58909350,0.37489452,0.28877595,0.00109997,0.38038647,0.00923505,0.66490426,0.20275314,0.39784754
-4.75737869,1.53836017,0.35064476,0.27922214,0.00100546,0.37757396,0.00929422,0.62394857,0.20017307,0.38901640
-4.75137569,1.48310510,0.32607660,0.26902438,0.00091248,0.37292961,0.00930874,0.58237994,0.19682692,0.37860549
-4.74537269,1.42394408,0.30148699,0.25827660,0.00082216,0.36650983,0.00927775,0.54068820,0.19274168,0.36675142
-4.73936968,1.36152141,0.27715839,0.24707518,0.00073547,0.35839670,0.00920104,0.49934124,0.18795394,0.35360723
-4.73336668,1.29649820,0.25335329,0.23551787,0.00065321,0.34869616,0.00907900,0.45877623,0.18250977,0.33933890
-4.72736368,1.22954182,0.23030984,0.22370284,0.00057599,0.33753558,0.00891271,0.41939248,0.17646443,0.32412189
-4.72136068,1.16131634,0.20823860,0.21172794,0.00050427,0.32506116,0.00870389,0.38154634,0.16988194,0.30813776
-4.71535768,1.09247437,0.18732062,0.19969019,0.00043831,0.31143490,0.00845495,0.34554790,0.16283446,0.29157090
-4.70935468,1.02365015,0.16770659,0.18768528,0.00037826,0.29683138,0.00816891,0.31165969,0.15540154,0.27460549
-4.70335168,0.95545388,0.14951724,0.17580729,0.00032410,0.28143439,0.00784937,0.28009711,0.14766917,0.25742276
-4.69734867,0.88846728,0.13284466,0.16414831,0.00027571,0.26543349,0.00750046,0.25103048,0.13972869,0.24019854
-4.69134567,0.82324012,0.11775452,0.15279823,0.00023287,0.24902066,0.00712674,0.22458829,0.13167560,0.22310109
-4.68534267,0.76028771,0.10428892,0.14184438,0.00019529,0.23238694,0.00673312,0.20086157,0.12360817,0.20628929
-4.67933967,0.70008917,0.09246973,0.13137122,0.00016260,0.21571941,0.00632473,0.17990884,0.11562613,0.18991124
-4.67333667,0.64308629,0.08230219,0.12145996,0.00013442,0.19919835,0.00590687,0.16176146,0.10782919,0.17410309
-4.66733367,0.58968303,0.07377858,0.11218808,0.00011033,0.18299482,0.00548485,0.14642899,0.10031566,0.15898831
-4.66133067,0.54024541,0.06688182,0.10362891,0.00008992,0.16726867,0.00506389,0.13390437,0.09318113,0.14467725
-4.65532766,0.49510183,0.06158878,0.09585111,0.00007276,0.15216702,0.00464904,0.12416854,0.08651722,0.13126705
-4.64932466,0.45454369,0.05787319,0.08891816,0.00005847,0.13782328,0.00424509,0.11719440,0.08041048,0.11884181
-4.64332166,0.41882639,0.05570817,0.08288791,0.00004664,0.12435668,0.00385651,0.11295005,0.07494146,0.10747311
