energy_ev,total_up,Cd_p_up,Cd_d_up,Si_p_up,Si_d_up,Te_p_up,Te_d_up
-6.00000000,0.62464549,0.39998477,0.11220900,0.11912152,0.00000000,0.17421729,0.00000000
-5.99399700,0.60069869,0.37900897,0.10860601,0.11575180,0.00000000,0.16667448,0.00000000
-5.98799400,0.58306065,0.36176601,0.10612363,0.11371612,0.00000000,0.16035412,0.00000000
-5.98199100,0.57161195,0.34811434,0.10473342,0.11299151,0.00000000,0.15523680,0.00000000
-5.97598799,0.56619006,0.33790364,0.10439870,0.11354289,0.00000000,0.15130158,0.00000000
-5.96998499,0.56658996,0.33097973,0.10507462,0.11532313,0.00000000,0.14852669,0.00000000
-5.96398199,0.57256485,0.32718881,0.10670814,0.11827338,0.00000000,0.14689012,0.00000000
-5.95797899,0.58382677,0.32638115,0.10923816,0.12232349,0.00000000,0.14636975,0.00000000
-5.95197599,0.60004740,0.32841366,0.11259556,0.12739260,0.00000000,0.14694323,0.00000000
-5.94597299,0.62085895,0.33315151,0.11670340,0.13338997,0.00000000,0.14858731,0.00000000
-5.93996998,0.64585532,0.34046861,0.12147725,0.14021608,0.00000000,0.15127688,0.00000000
-5.93396698,0.67459360,0.35024683,0.12682552,0.14776386,0.00000000,0.15498341,0.00000000
-5.92796398,0.70659612,0.36237425,0.13265007,0.15592026,0.00000000,0.15967319,0.00000000
-5.92196098,0.74135307,0.37674224,0.13884693,0.16456797,0.00000000,0.16530520,0.00000000
-5.91595798,0.77832593,0.39324182,0.14530726,0.17358732,0.00000000,0.17182888,0.00000000
-5.90995498,0.81695180,0.41175924,0.15191848,0.18285832,0.00000000,0.17918182,0.00000000
-5.90395198,0.85664863,0.43217128,0.15856566,0.19226276,0.00000000,0.18728778,0.00000000
-5.89794897,0.89682147,0.45434036,0.16513309,0.20168630,0.00000000,0.19605492,0.00000000
-5.89194597,0.93686963,0.47810987,0.17150603,0.21102043,0.00000000,0.20537463,0.00000000
-5.88594297,0.97619466,0.50329994,0.17757260,0.22016432,0.00000000,0.21512106,0.00000000
-5.87993997,1.01420907,0.52970402,0.18322579,0.22902626,0.00000000,0.22515136,0.00000000
-5.87393697,1.05034543,0.55708644,0.18836547,0.23752494,0.00000000,0.23530691,0.00000000
-5.86793397,1.08406570,0.58518121,0.19290035,0.24559012,0.00000000,0.24541543,0.00000000
-5.86193097,1.11487038,0.61369222,0.19674986,0.25316307,0.00000000,0.25529397,0.00000000
-5.85592796,1.14230730,0.64229497,0.19984579,0.26019631,0.00000000,0.26475279,0.00000000
-5.84992496,1.16597955,0.67063984,0.20213369,0.26665316,0.00000000,0.27359988,0.00000000
-5.84392196,1.18555254,0.69835688,0.20357399,0.27250665,0.00000000,0.28164608,0.00000000
-5.83791896,1.20075957,0.72506209,0.20414265,0.27773828,0.00000000,0.28871050,0.00000000
-5.83191596,1.21140616,0.75036496,0.20383151,0.28233647,0.00000000,0.29462608,0.00000000
-5.82591296,1.21737262,0.77387713,0.20264820,0.28629485,0.00000000,0.29924497,0.00000000
