energy_ev,total_up,total_down,C_s_up,C_s_down,C_p_up,C_p_down,Co_p_up,Co_p_down,Co_d_up,Co_d_down,Na_s_up,Na_s_down,Se_s_up,Se_s_down,Se_p_up,Se_p_down
-5.62781391,2.68500226,-2.14311823,0.00681014,-0.00603385,0.50914475,-0.36932013,1.33239376,-1.09795935,0.89843847,-0.65398700,0.08082979,-0.07751183,0.02452786,-0.02144924,0.98777028,-0.85137798
-5.62181091,2.73109960,-2.24490700,0.00702106,-0.00625240,0.52016732,-0.39069406,1.35381125,-1.15030128,0.91638518,-0.68908699,0.08053793,-0.07934652,0.02508083,-0.02233851,1.00150249,-0.88656420
-5.61580790,2.76181397,-2.34087967,0.00723704,-0.00645046,0.52811897,-0.41169372,1.36710735,-1.19809809,0.92907941,-0.72371868,0.07979422,-0.08076236,0.02554607,-0.02315991,1.00978302,-0.91832023
-5.60980490,2.77672773,-2.42918359,0.00746609,-0.00662722,0.53281954,-0.43192283,1.37209739,-1.24047921,0.93624173,-0.75719420,0.07862837,-0.08172511,0.02592850,-0.02389851,1.01261818,-0.94603632
-5.60380190,2.77582006,-2.50808429,0.00771762,-0.00678323,0.53416549,-0.45097993,1.36877978,-1.27666080,0.93773149,-0.78882119,0.07708206,-0.08221323,0.02623697,-0.02454225,1.01015711,-0.96919008
-5.59779890,2.75947297,-2.57601757,0.00800229,-0.00692051,0.53213406,-0.46847021,1.35733798,-1.30596929,0.93355293,-0.81792298,0.07520771,-0.08221859,0.02648422,-0.02508238,1.00268931,-0.98736284
-5.59179590,2.72846398,-2.63163879,0.00833179,-0.00704264,0.52678479,-0.48401752,1.33813654,-1.32786237,0.92385649,-0.84385924,0.07306700,-0.08174685,0.02668655,-0.02551385,0.99063760,-1.00025355
-5.58579290,2.68394558,-2.67386725,0.00871856,-0.00715481,0.51825828,-0.49727638,1.31171128,-1.34194664,0.90893515,-0.86604632,0.07072913,-0.08081745,0.02686338,-0.02583562,0.97454663,-1.00768962
-5.57978989,2.62741216,-2.70192394,0.00917545,-0.00726390,0.50677222,-0.50794338,1.27875414,-1.34799114,0.88921610,-0.88397652,0.06826895,-0.07946317,0.02703669,-0.02605086,0.95506723,-1.00963418
-5.57378689,2.56065555,-2.71536103,0.00971536,-0.00737836,0.49261492,-0.51576754,1.24009304,-1.34593613,0.86524791,-0.89723547,0.06576491,-0.07772933,0.02723032,-0.02616699,0.93293725,-1.00618940
-5.56778389,2.48571086,-2.71408162,0.01035076,-0.00750825,0.47613660,-0.52055912,1.19666769,-1.33589676,0.83768386,-0.90551689,0.06329708,-0.07567267,0.02746914,-0.02619567,0.90895934,-0.99759576
-5.56178089,2.40479467,-2.69834891,0.01109323,-0.00766501,0.45773878,-0.52219670,1.14950228,-1.31816138,0.80726214,-0.90863411,0.06094516,-0.07335995,0.02777814,-0.02615261,0.88397663,-0.98422698
-5.55577789,2.32023795,-2.66878406,0.01195300,-0.00786137,0.43786232,-0.52063192,1.09967595,-1.29318453,0.77478357,-0.90652780,0.05878659,-0.07086625,0.02818151,-0.02605720,0.85884703,-0.96658096
-5.54977489,2.23441615,-2.62635269,0.01293838,-0.00811104,0.41697448,-0.51589198,1.04829238,-1.26157480,0.74108788,-0.89926959,0.05689490,-0.06827325,0.02870161,-0.02593212,0.83441719,-0.94526678
-5.54377189,2.14967912,-2.57234031,0.01405530,-0.00842848,0.39555550,-0.50807958,0.99644945,-1.22407802,0.70702934,-0.88706128,0.05533817,-0.06566724,0.02935800,-0.02580267,0.81149688,-0.92098822
-5.53776888,2.06828326,-2.50831736,0.01530689,-0.00882854,0.37408533,-0.49737036,0.94521006,-1.18155646,0.67345265,-0.87022985,0.05417787,-0.06313721,0.03016651,-0.02569615,0.79083485,-0.89452438
-5.53176588,1.99232827,-2.43609526,0.01669301,-0.00932603,0.35303078,-0.48400803,0.89557520,-1.13496473,0.64116990,-0.84921822,0.05346779,-0.06077289,0.03113846,-0.02564098,0.77309686,-0.86670785
-5.52576288,1.92370055,-2.35767479,0.01820997,-0.00993537,0.33283360,-0.46829724,0.84845989,-1.08532337,0.61093929,-0.82457233,0.05325343,-0.05866289,0.03227985,-0.02566586,0.75884670,-0.83840141
-5.51975988,1.86402482,-2.27518881,0.01985027,-0.01067000,0.31389980,-0.45059470,0.80467295,-1.03369106,0.58344618,-0.79692498,0.05357152,-0.05689294,0.03359091,-0.02579880,0.74853077,-0.81047371
-5.51375688,1.81462545,-2.19084133,0.02160252,-0.01154201,0.29659043,-0.43129878,0.76490076,-0.98113647,0.55928700,-0.76697705,0.05444988,-0.05554423,0.03506569,-0.02606619,0.74246673,-0.78377492
-5.50775388,1.77649810,-2.10684504,0.02345140,-0.01256151,0.28121400,-0.41083807,0.72969559,-0.92871070,0.53895621,-0.73547697,0.05590741,-0.05469193,0.03669192,-0.02649176,0.74083640,-0.75911313
-5.50175088,1.75029231,-2.02535959,0.02537787,-0.01373621,0.26802064,-0.38965934,0.69946833,-0.87742132,0.52283656,-0.70319915,0.05795433,-0.05440391,0.03845113,-0.02709574,0.74368323,-0.73723201
-5.49574787,1.73630486,-1.94843259,0.02735940,-0.01507089,0.25719805,-0.36821540,0.67448579,-0.82820859,0.51119269,-0.67092214,0.06059258,-0.05473949,0.04031894,-0.02789390,0.75091413,-0.71879072
-5.48974487,1.73448359,-1.87794530,0.02937048,-0.01656694,0.24886915,-0.34695324,0.65487207,-0.78192484,0.50416795,-0.63940746,0.06381620,-0.05574848,0.04226566,-0.02889687,0.76230558,-0.70434642
-5.48374187,1.74444092,-1.81556467,0.03138312,-0.01822197,0.24309136,-0.32630283,0.64061377,-0.73931722,0.50178433,-0.60937958,0.06761188,-0.05747029,0.04425698,-0.03010944,0.77751362,-0.69433998
-5.47773887,1.76547610,-1.76270302,0.03336755,-0.02002951,0.23985744,-0.30666694,0.63156855,-0.70101437,0.50394525,-0.58150784,0.07195942,-0.05993319,0.04625502,-0.03153011,0.79608716,-0.68908525
-5.47173587,1.79660491,-1.72048636,0.03529304,-0.02197879,0.23909773,-0.28841220,0.62747641,-0.66751702,0.51044105,-0.55639063,0.07683220,-0.06315366,0.04821939,-0.03315081,0.81748422,-0.68876210
-5.46573287,1.83659551,-1.68973203,0.03712867,-0.02405459,0.24068363,-0.27186159,0.62797311,-0.63919257,0.52095674,-0.53454229,0.08219750,-0.06713588,0.05010845,-0.03495680,0.84109016,-0.69341345
-5.45972986,1.88400908,-1.67093573,0.03884427,-0.02623735,0.24443223,-0.25728848,0.63260528,-0.61627359,0.53508186,-0.51638288,0.08801683,-0.07187129,0.05188057,-0.03692679,0.86623741,-0.70294611
-5.45372686,1.93724363,-1.66426800,0.04041123,-0.02850326,0.25011197,-0.24491215,0.64084644,-0.59885972,0.55232210,-0.50223085,0.09424602,-0.07733830,0.05349548,-0.03903329,0.89222579,-0.71713551
-5.44772386,1.99457983,-1.66957954,0.04180338,-0.03082464,0.25744908,-0.23489487,0.65211356,-0.58692286,0.57211241,-0.49229867,0.10083529,-0.08350206,0.05491551,-0.04124318,0.91834285,-0.73563386
-5.44172086,2.05422742,-1.68641478,0.04299771,-0.03317037,0.26613487,-0.22734043,0.66578365,-0.58031493,0.59383142,-0.48669112,0.10772922,-0.09031445,0.05610678,-0.04351847,0.94388337,-0.75798154
-5.43571786,2.11437102,-1.71403272,0.04397502,-0.03550652,0.27583362,-0.22229395,0.68121005,-0.57877799,0.61681670,-0.48540624,0.11486666,-0.09771408,0.05704021,-0.04581728,0.96816762,-0.78362120
-5.42971486,2.17321433,-1.75143396,0.04472046,-0.03779710,0.28619097,-0.21974290,0.69773802,-0.58195592,0.64038080,-0.48833847,0.12218057,-0.10562667,0.05769239,-0.04809492,0.99055775,-0.81191411
-5.42371186,2.22902189,-1.79739276,0.04522381,-0.04000489,0.29684270,-0.21961916,0.71471941,-0.58940744,0.66382770,-0.49528387,0.12959807,-0.11396546,0.05804623,-0.05030513,1.01047192,-0.84215810
-5.41770885,2.28015750,-1.85049303,0.04547972,-0.04209239,0.30742374,-0.22180203,0.73152639,-0.60061987,0.68646936,-0.50594707,0.13704042,-0.12263199,0.05809132,-0.05240139,1.02739605,-0.87360670
-5.41170585,2.32511887,-1.90916694,0.04548770,-0.04402279,0.31757722,-0.22612207,0.74756387,-0.61502330,0.70764208,-0.51994967,0.14442335,-0.13151716,0.05782413,-0.05433827,1.04089284,-0.90548864
-5.40570285,2.36256791,-1.97173527,0.04525195,-0.04576101,0.32696337,-0.23236564,0.76228080,-0.63200488,0.72672233,-0.53684001,0.15165753,-0.14050250,0.05724790,-0.05607273,1.05060822,-0.93702740
-5.39969985,2.39135645,-2.03644827,0.04478104,-0.04727464,0.33526814,-0.24028010,0.77518006,-0.65092293,0.74314171,-0.55610391,0.15864939,-0.14946185,0.05637232,-0.05756537,1.05627523,-0.96746002
-5.39369685,2.41054700,-2.10152641,0.04408748,-0.04853492,0.34221111,-0.24957968,0.78582712,-0.67112070,0.75640062,-0.57717635,0.16530227,-0.15826337,0.05521304,-0.05878159,1.05771551,-0.99605496
-5.38769385,2.41942854,-2.16520008,0.04318712,-0.04951749,0.34755279,-0.25995181,0.79385733,-0.69193966,0.76608034,-0.59945400,0.17151797,-0.16677179,0.05379092,-0.05969255,1.05483871,-1.02212834
-5.38169085,2.41752725,-2.22574769,0.04209856,-0.05020319,0.35110075,-0.27106398,0.79898181,-0.71273227,0.77185324,-0.62230825,0.17719853,-0.17485100,0.05213128,-0.06027594,1.04763995,-1.04505844
-5.37568784,2.40461204,-2.28153159,0.04084245,-0.05057852,0.35271460,-0.28257112,0.80099196,-0.73287404,0.77349059,-0.64509887,0.18224852,-0.18236688,0.05026288,-0.06051659,1.03619588,-1.06429809
-5.36968484,2.38069524,-2.33103142,0.03944078,-0.05063607,0.35230966,-0.29412319,0.79976247,-0.75177500,0.77086802,-0.66718790,0.18657739,-0.18919029,0.04821704,-0.06040673,1.02065933,-1.07938474
-5.36368184,2.34602825,-2.37287436,0.03791627,-0.05037466,0.34985896,-0.30537318,0.79525283,-0.76889039,0.76396826,-0.68795376,0.19010216,-0.19520012,0.04602661,-0.05994613,1.00125308,-1.08994828
-5.35767884,2.30109258,-2.40586211,0.03629168,-0.04979932,0.34539389,-0.31598511,0.78750722,-0.78373052,0.75288109,-0.70680528,0.19275002,-0.20028641,0.04372505,-0.05914190,0.97826286,-1.09571638
-5.35167584,2.24658645,-2.42899393,0.03458933,-0.04892109,0.33900307,-0.32564203,0.77665276,-0.79586981,0.73780066,-0.72319529,0.19446100,-0.20435326,0.04134556,-0.05800812,0.95202980,-1.09651752
-5.34567284,2.18340730,-2.44148580,0.03283058,-0.04775661,0.33082982,-0.33405377,0.76289608,-0.80495460,0.71902000,-0.73663361,0.19519031,-0.20732163,0.03892029,-0.05656523,0.92294245,-1.09228170
-5.33966983,2.11263054,-2.44278503,0.03103552,-0.04632755,0.32106816,-0.34096421,0.74651816,-0.81070992,0.69692329,-0.74669902,0.19491049,-0.20913163,0.03647968,-0.05483926,0.89142852,-1.08303905
-5.33366683,2.03548517,-2.43258019,0.02922264,-0.04465992,0.30995758,-0.34615784,0.72786751,-0.81294472,0.67197582,-0.75304981,0.19361298,-0.20974455,0.03405193,-0.05286096,0.85794642,-1.06891628
-5.32766383,1.95332665,-2.41080598,0.02740871,-0.04278325,0.29777672,-0.34946545,0.70735175,-0.81155555,0.64471230,-0.75543261,0.19130915,-0.20914419,0.03166255,-0.05066474,0.82297654,-1.05013138
-5.32166083,1.86760770,-2.37764297,0.02560868,-0.04072971,0.28483629,-0.35076863,0.68542769,-0.80652836,0.61572366,-0.75368919,0.18803075,-0.20733762,0.02933415,-0.04828768,0.78701251,-1.02698655
-5.31565783,1.77984776,-2.33351189,0.02383566,-0.03853320,0.27147144,-0.35000298,0.66259014,-0.79793837,0.58564308,-0.74776082,0.18382958,-0.20435529,0.02708622,-0.04576837,0.75055234,-0.99985955
-5.30965483,1.69160160,-2.27906262,0.02210096,-0.03622842,0.25803374,-0.34715993,0.63935967,-0.78594779,0.55513143,-0.73769017,0.17877649,-0.20025035,0.02493507,-0.04314597,0.71408950,-0.96919382
-5.30365183,1.60442804,-2.21515798,0.02041421,-0.03384995,0.24488327,-0.34228700,0.61626959,-0.77080135,0.52486272,-0.72362050,0.17295967,-0.19509735,0.02289391,-0.04045913,0.67810426,-0.93548735
-5.29764882,1.51985923,-2.14285261,0.01878348,-0.03143147,0.23238068,-0.33548653,0.59385255,-0.75281973,0.49550987,-0.70579222,0.16648238,-0.18899022,0.02097292,-0.03774515,0.64305511,-0.89928071
-5.29164582,1.43937131,-2.06336744,0.01721540,-0.02900498,0.22087978,-0.32691296,0.57262702,-0.73239079,0.46773121,-0.68453679,0.15946007,-0.18203967,0.01917941,-0.03503917,0.60937073,-0.86114438
-5.28564282,1.36435697,-1.97806051,0.01571533,-0.02660016,0.21072042,-0.31676874,0.55308410,-0.70995911,0.44215783,-0.66026841,0.15201716,-0.17437010,0.01751808,-0.03237350,0.57744247,-0.82166568
-5.27963982,1.29610048,-1.88839483,0.01428748,-0.02424387,0.20222210,-0.30529904,0.53567507,-0.68601380,0.41938217,-0.63347351,0.14428353,-0.16611611,0.01599118,-0.02977712,0.54761774,-0.78143557
-5.27363682,1.23575558,-1.79590439,0.01293501,-0.02195974,0.19567809,-0.29278554,0.52079993,-0.66107520,0.39994782,-0.60469877,0.13639091,-0.15741882,0.01459884,-0.02727528,0.52019434,-0.74103565
-5.26763382,1.18432658,-1.70215936,0.01166020,-0.01976792,0.19135022,-0.27953940,0.50879736,-0.63568082,0.38434053,-0.57453783,0.12846935,-0.14842198,0.01333926,-0.02488928,0.49541609,-0.70102572
-5.26163082,1.14265289,-1.60873150,0.01046448,-0.01768495,0.18946429,-0.26589389,0.49993630,-0.61037097,0.37298068,-0.54361739,0.12064378,-0.13926828,0.01220903,-0.02263632,0.47346982,-0.66193216
