energy_ev,total_up,total_down,C_s_up,C_s_down,C_p_up,C_p_down,Co_p_up,Co_p_down,Co_d_up,Co_d_down,Na_s_up,Na_s_down,Se_s_up,Se_s_down,Se_p_up,Se_p_down
-6.00000000,0.68175140,-0.32734543,0.00347355,-0.00098896,0.04745036,-0.02444577,0.15852983,-0.08191854,0.18212852,-0.08445980,0.05073518,-0.03129124,0.01997979,-0.01022229,0.33959519,-0.16154905
-5.99399700,0.75305638,-0.37140980,0.00382305,-0.00115505,0.05253922,-0.02780675,0.17557466,-0.09317668,0.20171984,-0.09588751,0.05552822,-0.03404584,0.02194405,-0.01165001,0.37490960,-0.18337357
-5.98799400,0.82715181,-0.42043066,0.00417991,-0.00134247,0.05786755,-0.03149893,0.19335290,-0.10562170,0.22221770,-0.10864724,0.06058907,-0.03732141,0.02394759,-0.01319962,0.41151532,-0.20766965
-5.98199100,0.90328021,-0.47422597,0.00453966,-0.00155179,0.06339984,-0.03550898,0.21170007,-0.11921225,0.24344328,-0.12270112,0.06584512,-0.04107332,0.02596707,-0.01486380,0.44901005,-0.23434758
-5.97598799,0.98060633,-0.53253220,0.00489738,-0.00178323,0.06909755,-0.03981844,0.23043135,-0.13388652,0.26519802,-0.13799145,0.07121960,-0.04525219,0.02797736,-0.01663239,0.48694938,-0.26327562
-5.96998499,1.05823073,-0.59499806,0.00524783,-0.00203664,0.07491992,-0.04440358,0.24934408,-0.14956069,0.28726690,-0.15443917,0.07663231,-0.04980357,0.02995199,-0.01849232,0.52485381,-0.29427646
-5.96398199,1.13520662,-0.66118069,0.00558553,-0.00231139,0.08082488,-0.04923543,0.26822107,-0.16612821,0.30942251,-0.17194298,0.08200076,-0.05466773,0.03186380,-0.02042758,0.56221771,-0.32712493
-5.95797899,1.21055955,-0.73054504,0.00590490,-0.00260635,0.08676998,-0.05428013,0.28683453,-0.18345967,0.33142970,-0.19037914,0.08724144,-0.05977969,0.03368555,-0.02241939,0.59851970,-0.36154720
-5.95197599,1.28330896,-0.80246658,0.00620045,-0.00291985,0.09271333,-0.05949954,0.30495063,-0.20140353,0.35305075,-0.20960226,0.09227133,-0.06506950,0.03539060,-0.02444639,0.63323438,-0.39722172
-5.94597299,1.35249100,-0.87623761,0.00646688,-0.00324964,0.09861451,-0.06485201,0.32233440,-0.21978764,0.37405063,-0.22944685,0.09700953,-0.07046284,0.03695360,-0.02648498,0.66584476,-0.43378190
-5.93996998,1.41718173,-0.95107710,0.00669925,-0.00359289,0.10443523,-0.07029344,0.33875490,-0.23842160,0.39420238,-0.24972987,0.10137898,-0.07588185,0.03835112,-0.02850981,0.69585514,-0.47082076
-5.93396698,1.47651948,-1.02614394,0.00689316,-0.00394619,0.11013993,-0.07577844,0.35399045,-0.25709986,0.41329210,-0.27025398,0.10530816,-0.08124631,0.03956227,-0.03049427,0.72280375,-0.50789725
-5.92796398,1.52972585,-1.10055313,0.00704484,-0.00430562,0.11569611,-0.08126164,0.36783382,-0.27560548,0.43112352,-0.29081161,0.10873277,-0.08647495,0.04056925,-0.03241111,0.74627482,-0.54454431
-5.92196098,1.57612424,-1.17339456,0.00715134,-0.00466674,0.12107447,-0.08669904,0.38009713,-0.29371452,0.44752191,-0.31118952,0.11159718,-0.09148706,0.04135775,-0.03423314,0.76590946,-0.58027824
-5.91595798,1.61515527,-1.24375343,0.00721055,-0.00502474,0.12624880,-0.09204928,0.39061633,-0.31120073,0.46233706,-0.33117379,0.11385579,-0.09620416,0.04191729,-0.03593386,0.78141511,-0.61460932
-5.90995498,1.64638873,-1.31073178,0.00722134,-0.00537446,0.13119564,-0.09727482,0.39925524,-0.32784059,0.47544544,-0.35055488,0.11547407,-0.10055172,0.04224143,-0.03748817,0.79257307,-0.64705306
-5.90395198,1.66953149,-1.37347015,0.00718356,-0.00571060,0.13589388,-0.10234299,0.40590892,-0.34341836,0.48675134,-0.36913272,0.11642933,-0.10446091,0.04232787,-0.03887303,0.79924388,-0.67714182
-5.89794897,1.68443149,-1.43116851,0.00709808,-0.00602775,0.14032412,-0.10722669,0.41050649,-0.35773110,0.49618711,-0.38672139,0.11671115,-0.10787020,0.04217839,-0.04006805,0.80137048,-0.70443639
-5.89194597,1.69107771,-1.48310575,0.00696673,-0.00632062,0.14446816,-0.11190490,0.41301312,-0.37059337,0.50371252,-0.40315334,0.11632151,-0.11072685,0.04179872,-0.04105597,0.79897910,-0.72853699
-5.88594297,1.68959659,-1.52865677,0.00679230,-0.00658414,0.14830840,-0.11636277,0.41343153,-0.38184163,0.50931352,-0.41828287,0.11527459,-0.11298813,0.04119830,-0.04182315,0.79217779,-0.74909341
-5.87993997,1.68024535,-1.56730681,0.00657842,-0.00681362,0.15182751,-0.12059139,0.41180267,-0.39133804,0.51300039,-0.43198873,0.11359628,-0.11462228,0.04038994,-0.04235979,0.78115303,-0.76581387
-5.87393697,1.66340264,-1.59866231,0.00632946,-0.00700490,0.15500823,-0.12458732,0.40820593,-0.39897379,0.51480573,-0.44417578,0.11132336,-0.11560917,0.03938945,-0.04266020,0.76616435,-0.77847236
-5.86793397,1.63955753,-1.62245825,0.00605040,-0.00715447,0.15783354,-0.12835163,0.40275878,-0.40467173,0.51478228,-0.45477566,0.10850253,-0.11594061,0.03821516,-0.04272280,0.74753756,-0.78691417
-5.86193097,1.60929718,-1.63856164,0.00574673,-0.00725962,0.16028717,-0.13188895,0.39561593,-0.40838835,0.51300102,-0.46374648,0.10518917,-0.11562038,0.03688747,-0.04255007,0.72565670,-0.79105955
-5.85592796,1.57329420,-1.64697153,0.00542424,-0.00731850,0.16235445,-0.13520613,0.38696811,-0.41011525,0.50954950,-0.47107164,0.10144604,-0.11466387,0.03542840,-0.04214844,0.70095527,-0.79090542
-5.84992496,1.53229420,-1.64781555,0.00508893,-0.00733019,0.16402363,-0.13831103,0.37704053,-0.40987985,0.50453081,-0.47675791,0.09734184,-0.11309753,0.03386109,-0.04152794,0.67390692,-0.78652517
-5.84392196,1.48710393,-1.64134364,0.00474684,-0.00729478,0.16528752,-0.14121121,0.36609104,-0.40774571,0.49806303,-0.48083292,0.09294974,-0.11095799,0.03220936,-0.04070196,0.64501614,-0.77806669
-5.83791896,1.43858062,-1.62791935,0.00440391,-0.00721335,0.16614546,-0.14391288,0.35440803,-0.40381233,0.49027935,-0.48334240,0.08834591,-0.10829100,0.03049730,-0.03968677,0.61480909,-0.76574869
-5.83191596,1.38762255,-1.60800941,0.00406587,-0.00708797,0.16660550,-0.14642005,0.34230813,-0.39821458,0.48132883,-0.48434723,0.08360813,-0.10515028,0.02874888,-0.03850113,0.58382482,-0.74985573
-5.82591296,1.33516093,-1.58217216,0.00373814,-0.00692163,0.16668672,-0.14873403,0.33013359,-0.39112175,0.47137755,-0.48392067,0.07881440,-0.10159618,0.02698761,-0.03716578,0.55260719,-0.73073202
-5.81990995,1.28215293,-1.55104552,0.00342574,-0.00671819,0.16642152,-0.15085335,0.31824946,-0.38273641,0.46061011,-0.48214596,0.07404167,-0.09769439,0.02523629,-0.03570304,0.52169744,-0.70877432
-5.81390695,1.22957575,-1.51533507,0.00313324,-0.00648228,0.16585776,-0.15277423,0.30704032,-0.37329298,0.44923127,-0.47911439,0.06936470,-0.09351452,0.02351667,-0.03413629,0.49162751,-0.68442432
-5.80790395,1.17842100,-1.47580259,0.00286468,-0.00621917,0.16506054,-0.15449140,0.29690671,-0.36305608,0.43746740,-0.47492417,0.06485496,-0.08912885,0.02184935,-0.03248959,0.46291414,-0.65816052
-5.80190095,1.12968929,-1.43325556,0.00262357,-0.00593464,0.16411360,-0.15599951,0.28826101,-0.35231866,0.42556746,-0.46967991,0.06057969,-0.08461106,0.02025349,-0.03078724,0.43605347,-0.63049004
-5.79589795,1.08438411,-1.38853783,0.00241289,-0.00563486,0.16311998,-0.15729496,0.28152272,-0.34139985,0.41380336,-0.46349301,0.05660104,-0.08003502,0.01874677,-0.02905341,0.41151633,-0.60194045
-5.78989495,1.04350477,-1.34252129,0.00223505,-0.00532622,0.16220200,-0.15837802,0.27711309,-0.33064257,0.40246930,-0.45648266,0.05297531,-0.07547374,0.01734517,-0.02731187,0.38974372,-0.57305175
-5.78389195,1.00803764,-1.29609883,0.00209193,-0.00501518,0.16150041,-0.15925525,0.27544901,-0.32041063,0.39187997,-0.44877755,0.04975222,-0.07099835,0.01606294,-0.02558564,0.37114261,-0.54436860
-5.77788894,0.97894547,-1.25017799,0.00198491,-0.00470813,0.16117256,-0.15994201,0.27693606,-0.31108548,0.38236729,-0.44051793,0.04697434,-0.06667715,0.01491248,-0.02389678,0.35608167,-0.51643289
-5.77188594,0.95715431,-1.20567524,0.00191483,-0.00441128,0.16138963,-0.16046493,0.28196076,-0.30306234,0.37427578,-0.43185799,0.04467651,-0.06257484,0.01390427,-0.02226615,0.34488701,-0.48977663
-5.76588294,0.94353799,-1.16351035,0.00188209,-0.00413050,0.16233289,-0.16086419,0.29088194,-0.29674571,0.36795635,-0.42296806,0.04288536,-0.05875166,0.01304680,-0.02071322,0.33783763,-0.46491507
-5.75987994,0.93890006,-1.12460038,0.00188659,-0.00387124,0.16418903,-0.16119537,0.30402140,-0.29254410,0.36375861,-0.41403666,0.04161889,-0.05526272,0.01234652,-0.01925592,0.33516072,-0.44234014
-5.75387694,0.94395363,-1.08985293,0.00192779,-0.00363840,0.16714471,-0.16153084,0.32165400,-0.29086403,0.36202184,-0.40527181,0.04088609,-0.05215724,0.01180779,-0.01791049,0.33702664,-0.42251405
-5.74787394,0.95929919,-1.06015803,0.00200472,-0.00343629,0.17138032,-0.16196045,0.34399718,-0.29210317,0.36306481,-0.39690159,0.04068669,-0.04947796,0.01143279,-0.01669134,0.34354384,-0.40586295
-5.74187094,0.98540146,-1.03637849,0.00211597,-0.00326851,0.17706329,-0.16259138,0.37120050,-0.29664256,0.36717471,-0.38917352,0.04101095,-0.04726048,0.01122155,-0.01561092,0.35475378,-0.39277074
-5.73586793,1.02256565,-1.01933826,0.00225972,-0.00313795,0.18434105,-0.16354715,0.40333520,-0.30483815,0.37459562,-0.38235279,0.04183963,-0.04553263,0.01117186,-0.01467961,0.37062605,-0.38357288
-5.72986493,1.07091454,-1.00980879,0.00243371,-0.00304673,0.19333387,-0.16496569,0.44038446,-0.31701154,0.38551691,-0.37671894,0.04314407,-0.04431397,0.01127931,-0.01390564,0.39105401,-0.37855028
-5.72386193,1.13036712,-1.00849337,0.00263532,-0.00299618,0.20412800,-0.16699639,0.48223467,-0.33344014,0.40006196,-0.37256119,0.04488644,-0.04361524,0.01153729,-0.01329496,0.41585132,-0.37792320
-5.71785893,1.20062035,-1.01600958,0.00286152,-0.00298681,0.21676918,-0.16979628,0.52866818,-0.35434703,0.41827797,-0.37017230,0.04702018,-0.04343799,0.01193702,-0.01285118,0.44474953,-0.38184548
-5.71185593,1.28113495,-1.03287030,0.00310895,-0.00301834,0.23125702,-0.17352530,0.57935817,-0.37989062,0.44012698,-0.36984106,0.04949065,-0.04377422,0.01246762,-0.01257548,0.47739738,-0.39039899
-5.70585293,1.37112675,-1.05946382,0.00337394,-0.00308970,0.24754037,-0.17834086,0.63386600,-0.41015465,0.46547906,-0.37184364,0.05223606,-0.04460625,0.01311627,-0.01246659,0.51336188,-0.40358866
-5.69984992,1.46956443,-1.09603370,0.00365260,-0.00319903,0.26551414,-0.18439180,0.69164158,-0.44513873,0.49410778,-0.37643396,0.05518851,-0.04590667,0.01386834,-0.01252072,0.55213160,-0.42133832
-5.69384692,1.57517478,-1.14265930,0.00394088,-0.00334376,0.28501762,-0.19181189,0.75202706,-0.48474988,0.52568859,-0.38383352,0.05827540,-0.04763854,0.01470759,-0.01273159,0.59312247,-0.44348749
-5.68784392,1.68645618,-1.19923786,0.00423464,-0.00352063,0.30583471,-0.20071332,0.81426425,-0.52879567,0.55980044,-0.39422098,0.06142094,-0.04975582,0.01561649,-0.01309046,0.63568609,-0.46978961
-5.68184092,1.80170050,-1.26546927,0.00452984,-0.00372577,0.32769597,-0.21118007,0.87750569,-0.57697915,0.59593071,-0.40772185,0.06454787,-0.05220399,0.01657651,-0.01358621,0.67912077,-0.49991181
-5.67583792,1.91902379,-1.34084442,0.00482263,-0.00395477,0.35028287,-0.22326180,0.94082968,-0.62889628,0.63348379,-0.42439891,0.06757936,-0.05492096,0.01756850,-0.01420547,0.72268505,-0.53343665
-5.66983492,2.03640517,-1.42463826,0.00510951,-0.00420280,0.37323388,-0.23696829,1.00325871,-0.68403608,0.67179308,-0.44424369,0.07044094,-0.05783825,0.01857314,-0.01493277,0.76561358,-0.56986600
-5.66383192,2.15173320,-1.51590848,0.00538750,-0.00446469,0.39615264,-0.25226478,1.06378122,-0.74178392,0.71013623,-0.46716945,0.07306251,-0.06088237,0.01957140,-0.01575082,0.80713507,-0.60862717
-5.65782891,2.26285868,-1.61350042,0.00565431,-0.00473510,0.41861778,-0.26906854,1.12137602,-0.80142814,0.74775340,-0.49300627,0.07538023,-0.06397649,0.02054504,-0.01664077,0.84649164,-0.64908164
-5.65182591,2.36765221,-1.71605904,0.00590852,-0.00500862,0.44019426,-0.28724678,1.17503862,-0.86217025,0.78386779,-0.52149835,0.07733840,-0.06704223,0.02147718,-0.01758256,0.88295919,-0.69053606
-5.64582291,2.46406471,-1.82204804,0.00614973,-0.00527998,0.46044578,-0.30661618,1.22380869,-0.92313846,0.81770800,-0.55230416,0.07889105,-0.07000163,0.02235274,-0.01855535,0.91586795,-0.73225573
-5.63981991,2.55018862,-1.92977625,0.00637876,-0.00554421,0.47894788,-0.32694417,1.26679758,-0.98340470,0.84853127,-0.58499942,0.08000339,-0.07277923,0.02315906,-0.01953796,0.94462254,-0.77348016
-5.63381691,2.62431760,-2.03743107,0.00659771,-0.00579678,0.49530128,-0.34795210,1.30321502,-1.04200447,0.87564684,-0.61908319,0.08065284,-0.07530409,0.02388629,-0.02050936,0.96872077,-0.81344042
