energy_ev,total_up,C_s_up,C_p_up,Ru_p_up,Ru_d_up,Te_p_up,Te_d_up
-6.00000000,2.34251006,0.01048913,0.59380963,1.69237858,1.07045944,0.60971660,0.00000000
-5.99399700,2.23872127,0.01055160,0.56744932,1.61359721,1.02248492,0.58272335,0.00000000
-5.98799400,2.13841484,0.01058072,0.54142132,1.53730790,0.97465886,0.55758907,0.00000000
-5.98199100,2.04296803,0.01057451,0.51604341,1.46466755,0.92755779,0.53471986,0.00000000
-5.97598799,1.95358514,0.01053121,0.49161144,1.39669373,0.88172511,0.51443977,0.00000000
-5.96998499,1.87128438,0.01044945,0.46839720,1.33425326,0.83766639,0.49698579,0.00000000
-5.96398199,1.79689110,0.01032836,0.44664713,1.27805677,0.79584602,0.48250597,0.00000000
-5.95797899,1.73103725,0.01016764,0.42658192,1.22865897,0.75668499,0.47106038,0.00000000
-5.95197599,1.67416657,0.00996766,0.40839662,1.18646413,0.72055980,0.46262496,0.00000000
-5.94597299,1.62654485,0.00972951,0.39226146,1.15173615,0.68780211,0.45709780,0.00000000
-5.93996998,1.58827444,0.00945505,0.37832299,1.12461231,0.65869910,0.45430760,0.00000000
-5.93396698,1.55931218,0.00914687,0.36670557,1.10511988,0.63349434,0.45402392,0.00000000
-5.92796398,1.53948975,0.00880828,0.35751290,1.09319454,0.61238880,0.45596877,0.00000000
-5.92196098,1.52853531,0.00844321,0.35082961,1.08869970,0.59554203,0.45982909,0.00000000
-5.91595798,1.52609569,0.00805618,0.34672256,1.09144560,0.58307313,0.46526961,0.00000000
-5.90995498,1.53175783,0.00765211,0.34524195,1.10120741,0.57506154,0.47194576,0.00000000
-5.90395198,1.54506877,0.00723623,0.34642189,1.11774136,0.57154734,0.47951596,0.00000000
-5.89794897,1.56555325,0.00681394,0.35028049,1.14079816,0.57253114,0.48765314,0.00000000
-5.89194597,1.59272828,0.00639063,0.35681942,1.17013318,0.57797346,0.49605484,0.00000000
-5.88594297,1.62611408,0.00597157,0.36602271,1.20551289,0.58779360,0.50445178,0.00000000
-5.87993997,1.66524108,0.00556178,0.37785514,1.24671728,0.60186802,0.51261451,0.00000000
-5.87393697,1.70965279,0.00516586,0.39225996,1.29353827,0.62002852,0.52035799,0.00000000
-5.86793397,1.75890473,0.00478798,0.40915623,1.34577423,0.64206019,0.52754407,0.00000000
-5.86193097,1.81255953,0.00443170,0.42843591,1.40322093,0.66769946,0.53408169,0.00000000
-5.85592796,1.87017896,0.00410002,0.44996087,1.46565955,0.69663250,0.53992506,0.00000000
-5.84992496,1.93131340,0.00379526,0.47356001,1.53284239,0.72849428,0.54506985,0.00000000
-5.84392196,1.99548978,0.00351909,0.49902684,1.60447723,0.76286847,0.54954774,0.00000000
-5.83791896,2.06219900,0.00327255,0.52611764,1.68021131,0.79928866,0.55341961,0.00000000
-5.83191596,2.13088380,0.00305604,0.55455061,1.75961589,0.83724092,0.55676765,0.00000000
-5.82591296,2.20092827,0.00286939,0.58400607,1.84217260,0.87616816,0.55968706,0.00000000
-5.81990995,2.27165002,0.00271191,0.61412805,1.92726253,0.91547620,0.56227753,0.00000000
-5.81390695,2.34229590,0.00258244,0.64452721,2.01415892,0.95454173,0.56463504,0.00000000
-5.80790395,2.41204194,0.00247939,0.67478542,2.10202439,0.99272212,0.56684450,0.00000000
-5.80190095,2.47999821,0.00240086,0.70446174,2.18991323,1.02936683,0.56897342,0.00000000
-5.79589795,2.54521861,0.00234468,0.73309990,2.27677912,1.06383021,0.57106705,0.00000000
-5.78989495,2.60671574,0.00230846,0.76023696,2.36148847,1.09548543,0.57314523,0.00000000
-5.78389195,2.66348050,0.00228969,0.78541309,2.44283922,1.12373895,0.57520104,0.00000000
-5.77788894,2.71450574,0.00228580,0.80818202,2.51958475,1.14804512,0.57720133,0.00000000
-5.77188594,2.75881324,0.00229418,0.82812188,2.59046217,1.16792036,0.57908911,0.00000000
-5.76588294,2.79548281,0.00231230,0.84484607,2.65422421,1.18295633,0.58078758,0.00000000
-5.75987994,2.82368251,0.00233773,0.85801367,2.70967351,1.19283162,0.58220570,0.00000000
-5.75387694,2.84269835,0.00236820,0.86733908,2.75569805,1.19732140,0.58324485,0.00000000
-5.74787394,2.85196243,0.00240167,0.87260043,2.79130647,1.19630455,0.58380625,0.00000000
-5.74187094,2.85107787,0.00243635,0.87364651,2.81566162,1.18976809,0.58379872,0.00000000
-5.73586793,2.83983952,0.00247074,0.87040179,2.82811112,1.17780847,0.58314640,0.00000000
-5.72986493,2.81824907,0.00250372,0.86286950,2.82821336,1.16062976,0.58179586,0.00000000
-5.72386193,2.78652393,0.00253449,0.85113236,2.81575780,1.13853864,0.57972220,0.00000000
-5.71785893,2.74509893,0.00256267,0.83535123,2.79077856,1.11193636,0.57693385,0.00000000
-5.71185593,2.69462068,0.00258827,0.81576131,2.75356033,1.08130790,0.57347560,0.00000000
-5.70585293,2.63593439,0.00261167,0.79266637,2.70463624,1.04720865,0.56942971,0.00000000
-5.69984992,2.57006342,0.00263363,0.76643094,2.64477744,1.01024914,0.56491497,0.00000000
-5.69384692,2.49818217,0.00265527,0.73747078,2.57497453,0.97107824,0.56008354,0.00000000
-5.68784392,2.42158309,0.00267798,0.70624205,2.49641142,0.93036537,0.55511580,0.00000000
-5.68184092,2.34163900,0.00270338,0.67322933,2.41043240,0.88878247,0.55021327,0.00000000
-5.67583792,2.25976209,0.00273328,0.63893318,2.31850364,0.84698615,0.54558999,0.00000000
-5.66983492,2.17736102,0.00276954,0.60385736,2.22217050,0.80560074,0.54146261,0.00000000
-5.66383192,2.09579788,0.00281401,0.56849634,2.12301230,0.76520267,0.53803979,0.00000000
-5.65782891,2.01634660,0.00286842,0.53332341,2.02259626,0.72630677,0.53551131,0.00000000
-5.65182591,1.94015437,0.00293431,0.49877975,1.92243244,0.68935485,0.53403747,0.00000000
-5.64582291,1.86820776,0.00301288,0.46526489,1.82393136,0.65470684,0.53373936,0.00000000
-5.63981991,1.80130466,0.00310495,0.43312867,1.72836600,0.62263480,0.53469043,0.00000000
-5.63381691,1.74003324,0.00321085,0.40266507,1.63683952,0.59331992,0.53690989,0.00000000
-5.62781391,1.68475872,0.00333037,0.37410797,1.55025989,0.56685235,0.54035830,0.00000000
-5.62181091,1.63561832,0.00346274,0.34762882,1.46932224,0.54323401,0.54493555,0.00000000
-5.61580790,1.59252464,0.00360655,0.32333642,1.39449947,0.52238405,0.55048160,0.00000000
-5.60980490,1.55517706,0.00375982,0.30127852,1.32604115,0.50414659,0.55677973,0.00000000
-5.60380190,1.52308070,0.00391998,0.28144520,1.26398050,0.48830063,0.56356249,0.00000000
-5.59779890,1.49557203,0.00408396,0.26377380,1.20814882,0.47457144,0.57051986,0.00000000
-5.59179590,1.47184989,0.00424827,0.24815515,1.15819662,0.46264313,0.57730952,0.00000000
-5.58579290,1.45101068,0.00440906,0.23444081,1.11362006,0.45217190,0.58356867,0.00000000
-5.57978989,1.43208610,0.00456229,0.22245107,1.07379160,0.44279937,0.58892688,0.00000000
-5.57378689,1.41408192,0.00470384,0.21198324,1.03799333,0.43416565,0.59301945,0.00000000
-5.56778389,1.39601623,0.00482967,0.20282015,1.00545138,0.42592167,0.59550071,0.00000000
-5.56178089,1.37695559,0.00493592,0.19473835,0.97537019,0.41774024,0.59605662,0.00000000
-5.55577789,1.35604782,0.00501911,0.18751591,0.94696506,0.40932580,0.59441622,0.00000000
-5.54977489,1.33255015,0.00507620,0.18093937,0.91949182,0.40042226,0.59036131,0.00000000
-5.54377189,1.30585196,0.00510476,0.17480995,0.89227267,0.39081904,0.58373414,0.00000000
-5.53776888,1.27549128,0.00510301,0.16894858,0.86471730,0.38035504,0.57444269,0.00000000
-5.53176588,1.24116492,0.00506991,0.16319981,0.83633885,0.36892058,0.56246343,0.00000000
-5.52576288,1.20273188,0.00500519,0.15743454,0.80676438,0.35645745,0.54784148,0.00000000
-5.51975988,1.16021062,0.00490934,0.15155151,0.77573986,0.34295704,0.53068823,0.00000000
-5.51375688,1.11377037,0.00478360,0.14547769,0.74312993,0.32845691,0.51117663,0.00000000
-5.50775388,1.06371733,0.00462992,0.13916757,0.70891291,0.31303602,0.48953446,0.00000000
-5.50175088,1.01047673,0.00445083,0.13260152,0.67317158,0.29680880,0.46603584,0.00000000
-5.49574787,0.95457155,0.00424942,0.12578335,0.63608061,0.27991849,0.44099147,0.00000000
-5.48974487,0.89659927,0.00402916,0.11873733,0.59789146,0.26253008,0.41473811,0.00000000
-5.48374187,0.83720745,0.00379383,0.11150467,0.55891558,0.24482299,0.38762766,0.00000000
-5.47773887,0.77706953,0.00354734,0.10413982,0.51950689,0.22698403,0.36001643,0.00000000
-5.47173587,0.71686161,0.00329367,0.09670669,0.48004432,0.20920067,0.33225488,0.00000000
-5.46573287,0.65724118,0.00303671,0.08927495,0.44091522,0.19165505,0.30467835,0.00000000
-5.45972986,0.59882845,0.00278016,0.08191652,0.40250026,0.17451871,0.27759902,0.00000000
-5.45372686,0.54219095,0.00252747,0.07470256,0.36516034,0.15794839,0.25129930,0.00000000
-5.44772386,0.48783154,0.00228172,0.06770071,0.32922588,0.14208274,0.22602688,0.00000000
-5.44172086,0.43618022,0.00204560,0.06097299,0.29498876,0.12704020,0.20199141,0.00000000
-5.43571786,0.38758954,0.00182139,0.05457420,0.26269698,0.11291784,0.17936290,0.00000000
-5.42971486,0.34233358,0.00161091,0.04855086,0.23255188,0.09979129,0.15827163,0.00000000
-5.42371186,0.30061015,0.00141553,0.04294069,0.20470799,0.08771546,0.13880960,0.00000000
-5.41770885,0.26254573,0.00123624,0.03777260,0.17927504,0.07672611,0.12103306,0.00000000
-5.41170585,0.22820281,0.00107362,0.03306710,0.15632191,0.06684207,0.10496625,0.00000000
-5.40570285,0.19758899,0.00092793,0.02883711,0.13588210,0.05806790,0.09060572,0.00000000
-5.39969985,0.17066725,0.00079912,0.02508899,0.11796035,0.05039692,0.07792529,0.00000000
-5.39369685,0.14736704,0.00068694,0.02182387,0.10253995,0.04381443,0.06688125,0.00000000
-5.38769385,0.12759542,0.00059095,0.01903903,0.08959039,0.03830092,0.05741757,0.00000000
-5.38169085,0.11124795,0.00051060,0.01672937,0.07907493,0.03383520,0.04947099,0.00000000
-5.37568784,0.09821884,0.00044530,0.01488882,0.07095772,0.03039733,0.04297570,0.00000000
-5.36968484,0.08840999,0.00039440,0.01351171,0.06521024,0.02797117,0.03786754,0.00000000
-5.36368184,0.08173870,0.00035732,0.01259389,0.06181671,0.02654647,0.03408762,0.00000000
-5.35767884,0.07814363,0.00033351,0.01213379,0.06077827,0.02612057,0.03158517,0.00000000
-5.35167584,0.07758915,0.00032251,0.01213312,0.06211580,0.02669941,0.03031962,0.00000000
-5.34567284,0.08006761,0.00032396,0.01259738,0.06587124,0.02829802,0.03026188,0.00000000
-5.33966983,0.08559981,0.00033761,0.01353607,0.07210725,0.03094039,0.03139485,0.00000000
-5.33366683,0.09423343,0.00036328,0.01496259,0.08090531,0.03465870,0.03371302,0.00000000
-5.32766383,0.10603967,0.00040092,0.01689393,0.09236226,0.03949193,0.03722144,0.00000000
-5.32166083,0.12110815,0.00045054,0.01935001,0.10658525,0.04548400,0.04193384,0.00000000
-5.31565783,0.13954023,0.00051222,0.02235282,0.12368547,0.05268132,0.04787026,0.00000000
-5.30965483,0.16144104,0.00058606,0.02592530,0.14377062,0.06113001,0.05505404,0.00000000
-5.30365183,0.18691058,0.00067220,0.03009014,0.16693664,0.07087276,0.06350847,0.00000000
-5.29764882,0.21603413,0.00077076,0.03486835,0.19325881,0.08194551,0.07325314,0.00000000
-5.29164582,0.24887248,0.00088187,0.04027783,0.22278279,0.09437420,0.08430019,0.00000000
-5.28564282,0.28545239,0.00100557,0.04633198,0.25551603,0.10817150,0.09665061,0.00000000
-5.27963982,0.32575783,0.00114192,0.05303826,0.29141986,0.12333393,0.11029078,0.00000000
-5.27363682,0.36972243,0.00129091,0.06039707,0.33040306,0.13983947,0.12518949,0.00000000
-5.26763382,0.41722369,0.00145249,0.06840074,0.37231707,0.15764571,0.14129549,0.00000000
-5.26163082,0.46807929,0.00162666,0.07703283,0.41695360,0.17668891,0.15853588,0.00000000
-5.25562781,0.52204611,0.00181338,0.08626783,0.46404478,0.19688388,0.17681544,0.00000000
-5.24962481,0.57882201,0.00201274,0.09607120,0.51326630,0.21812498,0.19601699,0.00000000
-5.24362181,0.63805073,0.00222491,0.10639992,0.56424365,0.24028813,0.21600292,0.00000000
-5.23761881,0.69932987,0.00245025,0.11720339,0.61656141,0.26323392,0.23661778,0.00000000
-5.23161581,0.76222190,0.00268935,0.12842485,0.66977558,0.28681183,0.25769211,0.00000000
-5.22561281,0.82626778,0.00294307,0.14000314,0.72342834,0.31086527,0.27904720,0.00000000
-5.21960980,0.89100291,0.00321259,0.15187482,0.77706503,0.33523754,0.30050071,0.00000000
-5.21360680,0.95597472,0.00349949,0.16397653,0.83025232,0.35977827,0.32187301,0.00000000
-5.20760380,1.02076104,0.00380568,0.17624749,0.88259692,0.38435021,0.34299374,0.00000000
-5.20160080,1.08498864,0.00413345,0.18863204,0.93376380,0.40883600,0.36370861,0.00000000
-5.19559780,1.14835070,0.00448544,0.20108202,0.98349286,0.43314470,0.38388567,0.00000000
-5.18959480,1.21062250,0.00486453,0.21355896,1.03161306,0.45721760,0.40342121,0.00000000
-5.18359180,1.27167421,0.00527377,0.22603580,1.07805299,0.48103308,0.42224444,0.00000000
-5.17758879,1.33148015,0.00571624,0.23849815,1.12284707,0.50461022,0.44032103,0.00000000
-5.17158579,1.39012348,0.00619489,0.25094487,1.16613666,0.52801087,0.45765510,0.00000000
-5.16558279,1.44779611,0.00671234,0.26338795,1.20816571,0.55133986,0.47428941,0.00000000
-5.15957979,1.50479329,0.00727066,0.27585167,1.24927072,0.57474344,0.49030382,0.00000000
-5.15357679,1.56150289,0.00787117,0.28837092,1.28986528,0.59840566,0.50581186,0.00000000
-5.14757379,1.61838969,0.00851420,0.30098885,1.33041960,0.62254284,0.52095554,0.00000000
-5.14157079,1.67597489,0.00919886,0.31375383,1.37143589,0.64739620,0.53589860,0.00000000
-5.13556778,1.73481192,0.00992287,0.32671592,1.41342066,0.67322287,0.55081855,0.00000000
-5.12956478,1.79545931,0.01068241,0.33992293,1.45685527,0.70028564,0.56589760,0.00000000
-5.12356178,1.85845192,0.01147201,0.35341637,1.50216634,0.72884172,0.58131324,0.00000000
-5.11755878,1.92427179,0.01228449,0.36722738,1.54969743,0.75913109,0.59722862,0.00000000
-5.11155578,1.99332014,0.01311102,0.38137304,1.59968377,0.79136480,0.61378342,0.00000000
-5.10555278,2.06589173,0.01394121,0.39585308,1.65223145,0.82571397,0.63108544,0.00000000
-5.09954977,2.14215320,0.01476330,0.41064745,1.70730232,0.86229968,0.64920361,0.00000000
-5.09354677,2.22212627,0.01556440,0.42571466,1.76470578,0.90118465,0.66816256,0.00000000
