energy_ev,total_up,total_down,C_s_up,C_s_down,C_p_up,C_p_down,Cu_p_up,Cu_p_down,Cu_d_up,Cu_d_down,Mn_p_up,Mn_p_down,Mn_d_up,Mn_d_down,Te_p_up,Te_p_down,Te_d_up,Te_d_down
-5.75987994,2.68449004,-3.25117909,0.00146087,-0.00118246,0.38172469,-0.39765036,0.36811433,-0.46472406,1.33534894,-1.84742925,0.48153370,-0.55324289,0.73276836,-0.64719001,0.34209915,-0.46555094,0.00000000,-0.00000000
-5.75387694,2.66083168,-3.28217202,0.00140990,-0.00117811,0.37377346,-0.39660537,0.36202611,-0.46494316,1.34886456,-1.89580097,0.46882531,-0.54930195,0.71691340,-0.64330282,0.33110986,-0.45557618,0.00000000,-0.00000000
-5.74787394,2.64348094,-3.31076840,0.00135570,-0.00117505,0.36506623,-0.39382227,0.35625714,-0.46490777,1.37013204,-1.94569334,0.45536756,-0.54376930,0.70004929,-0.63700135,0.32130500,-0.44632243,0.00000000,-0.00000000
-5.74187094,2.63354521,-3.33681089,0.00129863,-0.00117208,0.35571079,-0.38936143,0.35090676,-0.46452715,1.40001102,-1.99699174,0.44125395,-0.53661093,0.68236930,-0.62838147,0.31269284,-0.43765065,0.00000000,-0.00000000
-5.73586793,2.63218491,-3.36038990,0.00123919,-0.00116810,0.34583909,-0.38332430,0.34610771,-0.46374652,1.43933038,-2.04970187,0.42661755,-0.52784020,0.66410365,-0.61760330,0.30529196,-0.42944858,0.00000000,-0.00000000
-5.72986493,2.64057917,-3.38184647,0.00117803,-0.00116220,0.33560463,-0.37585138,0.34202436,-0.46255172,1.48886255,-2.10395206,0.41162767,-0.51751852,0.64551403,-0.60488793,0.29912761,-0.42163365,0.00000000,-0.00000000
-5.72386193,2.65988878,-3.40176621,0.00111592,-0.00115359,0.32517884,-0.36711913,0.33885015,-0.46097250,1.54929830,-2.15999085,0.39648499,-0.50575451,0.62688649,-0.59051230,0.29422751,-0.41415432,0.00000000,-0.00000000
-5.71785893,2.69121821,-3.42096471,0.00105374,-0.00114170,0.31474676,-0.35733596,0.33680424,-0.45908436,1.62122306,-2.21817997,0.38141570,-0.49270169,0.60852318,-0.57480249,0.29061739,-0.40698975,0.00000000,-0.00000000
-5.71185593,2.73557834,-3.44046509,0.00099243,-0.00112617,0.30450206,-0.34673749,0.33612760,-0.45700900,1.70509577,-2.27898300,0.36666474,-0.47855480,0.59073317,-0.55812562,0.28831648,-0.40014793,0.00000000,-0.00000000
-5.70585293,2.79385166,-3.46146851,0.00093298,-0.00110683,0.29464179,-0.33558106,0.33707865,-0.45491328,1.80123103,-2.34295003,0.35248865,-0.46354495,0.57382288,-0.54088074,0.28733336,-0.39366254,0.00000000,-0.00000000
-5.69984992,2.86676146,-3.48531872,0.00087643,-0.00108377,0.28536100,-0.32413997,0.33992878,-0.45300688,1.90978525,-2.41069894,0.33914829,-0.44793375,0.55808662,-0.52348894,0.28766241,-0.38758857,0.00000000,-0.00000000
-5.69384692,2.95484625,-3.51346192,0.00082381,-0.00105727,0.27684754,-0.31269725,0.34495767,-0.45153890,2.03074732,-2.48289376,0.32690187,-0.43200665,0.54379766,-0.50638295,0.28928098,-0.38199720,0.00000000,-0.00000000
-5.68784392,3.05844048,-3.54740324,0.00077614,-0.00102782,0.26927729,-0.30153948,0.35244861,-0.45079328,2.16393385,-2.56022097,0.31599844,-0.41606584,0.53120019,-0.48999664,0.29214760,-0.37697004,0.00000000,-0.00000000
-5.68184092,3.17766191,-3.58866128,0.00073440,-0.00099609,0.26280987,-0.29095052,0.36268387,-0.45108359,2.30898922,-2.64336434,0.30667222,-0.40042275,0.52050261,-0.47475462,0.29620115,-0.37259321,0.00000000,-0.00000000
-5.67583792,3.31240599,-3.63872208,0.00069954,-0.00096294,0.25758526,-0.28120545,0.37594010,-0.45274707,2.46538995,-2.73297912,0.29913784,-0.38539066,0.51187238,-0.46106218,0.30136120,-0.36895139,0.00000000,-0.00000000
-5.66983492,3.46234691,-3.69899379,0.00067242,-0.00092936,0.25372103,-0.27256485,0.39248368,-0.45613835,2.63245309,-2.82966637,0.29358652,-0.37127736,0.50543254,-0.44929586,0.30752933,-0.36612230,0.00000000,-0.00000000
-5.66383192,3.62694469,-3.77076340,0.00065384,-0.00089645,0.25131067,-0.26526941,0.41256604,-0.46162279,2.80934795,-2.93394809,0.29018339,-0.35837834,0.50126006,-0.43979480,0.31459139,-0.36417173,0.00000000,-0.00000000
-5.65782891,3.80545743,-3.85515660,0.00064449,-0.00086542,0.25042259,-0.25953505,0.43641878,-0.46956969,2.99511037,-3.04624397,0.28906561,-0.34697048,0.49938588,-0.43285301,0.32242052,-0.36314936,0.00000000,-0.00000000
-5.65182591,3.99695754,-3.95310169,0.00064498,-0.00083748,0.25110004,-0.25554866,0.46424860,-0.48034547,3.18865882,-3.16685019,0.29034142,-0.33730645,0.49979659,-0.42871284,0.33088079,-0.36308557,0.00000000,-0.00000000
-5.64582291,4.20035070,-4.06529838,0.00065578,-0.00081389,0.25336163,-0.25346439,0.49623183,-0.49430668,3.38881129,-3.29592102,0.29408983,-0.32960987,0.50243754,-0.42755953,0.33983109,-0.36398925,0.00000000,-0.00000000
-5.63981991,4.41439620,-4.19219207,0.00067725,-0.00079588,0.25720251,-0.25340070,0.53250863,-0.51179303,3.59430238,-3.43345358,0.30036076,-0.32407144,0.50721702,-0.42951713,0.34912924,-0.36584671,0.00000000,-0.00000000
-5.63381691,4.63772752,-4.33395400,0.00070963,-0.00078463,0.26259587,-0.25543810,0.57317679,-0.53312031,3.80379983,-3.57927602,0.30917549,-0.32084576,0.51401134,-0.43464576,0.35863583,-0.36862162,0.00000000,-0.00000000
-5.62781391,4.86887202,-4.49046758,0.00075299,-0.00078120,0.26949479,-0.25961766,0.61828526,-0.55857312,4.01591995,-3.73303965,0.32052726,-0.32004917,0.52267037,-0.44294028,0.36821785,-0.37225598,0.00000000,-0.00000000
-5.62181091,5.10626906,-4.66132091,0.00080726,-0.00078658,0.27783416,-0.26594024,0.66782747,-0.58839745,4.22924166,-3.89421479,0.33438183,-0.32175826,0.53302343,-0.45433032,0.37775168,-0.37667191,0.00000000,-0.00000000
-5.61580790,5.34828610,-4.84580552,0.00087222,-0.00080157,0.28753267,-0.27436663,0.72173474,-0.62279303,4.44231907,-4.06209080,0.35067796,-0.32600928,0.54488493,-0.46868173,0.38712555,-0.38177414,0.00000000,-0.00000000
-5.60980490,5.59323265,-5.04292109,0.00094748,-0.00082683,0.29849469,-0.28481834,0.77987001,-0.66190547,4.65369265,-4.23577991,0.36932779,-0.33279814,0.55805992,-0.48579946,0.39624117,-0.38745316,0.00000000,-0.00000000
-5.60380190,5.83937242,-5.25138595,0.00103246,-0.00086278,0.31061205,-0.29717928,0.84202223,-0.70581826,4.86189935,-4.41422503,0.39021707,-0.34208110,0.57234909,-0.50543170,0.40501469,-0.39358860,0.00000000,-0.00000000
-5.59779890,6.08493419,-5.46965303,0.00112643,-0.00090967,0.32376574,-0.31129808,0.90790198,-0.75454493,5.06548215,-4.59621120,0.41320547,-0.35377603,0.58755324,-0.52727526,0.41337687,-0.40005291,0.00000000,-0.00000000
-5.59179590,6.32812238,-5.69593098,0.00122848,-0.00096750,0.33782739,-0.32699123,0.97713855,-0.80802127,5.26299963,-4.78038053,0.43812694,-0.36776415,0.60347716,-0.55098212,0.42127271,-0.40671504,0.00000000,-0.00000000
-5.58579290,6.56712817,-5.92820995,0.00133755,-0.00103602,0.35266086,-0.34404678,1.04927908,-0.86609838,5.45303618,-4.96525049,0.46479043,-0.38389229,0.61993294,-0.57616697,0.42866053,-0.41344399,0.00000000,-0.00000000
-5.57978989,6.80014239,-6.16429190,0.00145240,-0.00111476,0.36812365,-0.36222870,1.12379012,-0.92853657,5.63421357,-5.14923509,0.49298102,-0.40197558,0.63674274,-0.60241557,0.43551072,-0.42011215,0.00000000,-0.00000000
-5.57378689,7.02537112,-6.40182485,0.00157168,-0.00120299,0.38406860,-0.38128169,1.20006200,-0.99500078,5.80520425,-5.33066897,0.52246172,-0.42180058,0.65374111,-0.62929380,0.44180429,-0.42659832,0.00000000,-0.00000000
-5.56778389,7.24105486,-6.63834088,0.00169390,-0.00129975,0.40034557,-0.40093639,1.27741624,-1.06505794,5.96474699,-5.50783379,0.55297607,-0.44312881,0.67077701,-0.65635713,0.44753146,-0.43279036,0.00000000,-0.00000000
-5.56178089,7.44549169,-6.87129749,0.00181751,-0.00140387,0.41680347,-0.42091493,1.35511613,-1.13817686,6.11166479,-5.67898698,0.58425159,-0.46570075,0.68771551,-0.68316034,0.45269038,-0.43858746,0.00000000,-0.00000000
-5.55577789,7.63706472,-7.09812187,0.00194087,-0.00151398,0.43329245,-0.44093658,1.43238046,-1.21373097,6.24488507,-5.84239226,0.61600417,-0.48924018,0.70443943,-0.70926718,0.45728612,-0.44390200,0.00000000,-0.00000000
-5.54977489,7.81427332,-7.31625765,0.00206235,-0.00162855,0.44966639,-0.46072348,1.50840022,-1.29100445,6.36346177,-5.99635172,0.64794331,-0.51345895,0.72085070,-0.73425986,0.46133005,-0.44866110,0.00000000,-0.00000000
-5.54377189,7.97576753,-7.52321363,0.00218031,-0.00174592,0.46578553,-0.48000627,1.58235785,-1.36920195,6.46659861,-6.13923906,0.67977811,-0.53806209,0.73687171,-0.75774800,0.46483958,-0.45280778,0.00000000,-0.00000000
-5.53776888,8.12038422,-7.71661375,0.00229320,-0.00186434,0.48151927,-0.49852947,1.65344856,-1.44746205,6.55367260,-6.26953344,0.71122385,-0.56275327,0.75244642,-0.77937693,0.46783841,-0.45630193,0.00000000,-0.00000000
-5.53176588,8.24718349,-7.89424754,0.00239954,-0.00198202,0.49674890,-0.51605659,1.72090287,-1.52487442,6.62425669,-6.38585342,0.74200876,-0.58724044,0.76754117,-0.79883502,0.47035701,-0.45912098,0.00000000,-0.00000000
-5.52576288,8.35548322,-8.05412008,0.00249801,-0.00209719,0.51137021,-0.53237468,1.78400965,-1.60050033,6.67814019,-6.48699024,0.77188088,-0.61124161,0.78214509,-0.81586003,0.47243342,-0.46126045,0.00000000,-0.00000000
-5.51975988,8.44488967,-8.19450016,0.00258746,-0.00220814,0.52529578,-0.54729841,1.84213871,-1.67339618,6.71534565,-6.57193969,0.80061441,-0.63449068,0.79627002,-0.83024419,0.47411411,-0.46273423,0.00000000,-0.00000000
-5.51375688,8.51532198,-8.31396555,0.00266693,-0.00231329,0.53845671,-0.56067343,1.89476177,-1.74263915,6.73614074,-6.63993156,0.82801533,-0.65674306,0.80994962,-0.84183793,0.47545489,-0.46357476,0.00000000,-0.00000000
-5.50775388,8.56702838,-8.41144357,0.00273574,-0.00241121,0.55080382,-0.57237909,1.94147106,-1.80735433,6.74104402,-6.69045573,0.85392599,-0.67778105,0.82323772,-0.85055230,0.47652147,-0.46383294,0.00000000,-0.00000000
-5.50175088,8.60059234,-8.48624569,0.00279341,-0.00250070,0.56230791,-0.58233025,1.98199448,-1.86674202,6.73082354,-6.72328359,0.87822825,-0.69741868,0.83620565,-0.85635986,0.47738972,-0.46357782,0.00000000,-0.00000000
-5.49574787,8.61692735,-8.53809426,0.00283975,-0.00258080,0.57295930,-0.59047847,2.01620642,-1.92010424,6.70648748,-6.73848395,0.90084503,-0.71550592,0.84893862,-0.85929420,0.47814542,-0.46289589,0.00000000,-0.00000000
-5.48974487,8.61725940,-8.56713991,0.00287484,-0.00265084,0.58276631,-0.59681217,2.04413380,-1.96686914,6.66926653,-6.73643194,0.92174010,-0.73193204,0.86153105,-0.85944804,0.47888330,-0.46189008,0.00000000,-0.00000000
-5.48374187,8.60309701,-8.57396814,0.00289900,-0.00271046,0.59175299,-0.60135613,2.06595666,-2.00661208,6.62058807,-6.71781019,0.94091615,-0.74662795,0.87408105,-0.85697003,0.47970542,-0.46067812,0.00000000,-0.00000000
-5.47773887,8.57618929,-8.55959390,0.00291281,-0.00275961,0.59995587,-0.60417001,2.08200317,-2.03907240,6.56204249,-6.68360134,0.95841113,-0.75956742,0.88668413,-0.85206026,0.48071881,-0.45939048,0.00000000,-0.00000000
-5.47173587,8.53847317,-8.52544322,0.00291704,-0.00279854,0.60742017,-0.60534625,2.09273907,-2.06416463,6.49534274,-6.63507114,0.97429301,-0.77076714,0.89942639,-0.84496462,0.48203234,-0.45816761,0.00000000,-0.00000000
-5.46573287,8.49201166,-8.47332160,0.00291268,-0.00282781,0.61419545,-0.60500709,2.09875182,-2.08198371,6.42227816,-6.57374216,0.98865345,-0.78028537,0.91237760,-0.83596830,0.48375313,-0.45715656,0.00000000,-0.00000000
-5.45972986,8.43892552,-8.40536914,0.00290086,-0.00284826,0.62033101,-0.60330098,2.10073003,-2.09280336,6.34466440,-6.50135797,1.00160040,-0.78821941,0.92558433,-0.82538824,0.48598232,-0.45650701,0.00000000,-0.00000000
-5.45372686,8.38132106,-8.32400331,0.00288282,-0.00286092,0.62587134,-0.60039838,2.09943888,-2.09706775,6.26429117,-6.41983860,1.01325027,-0.79470179,0.93906378,-0.81356509,0.48881065,-0.45636666,0.00000000,-0.00000000
-5.44772386,8.32121725,-8.23185043,0.00285988,-0.00286706,0.63085177,-0.59648701,2.09569246,-2.09537628,6.18286994,-6.33122811,1.02372008,-0.79989531,0.95279840,-0.80085459,0.49231390,-0.45687623,0.00000000,-0.00000000
-5.44172086,8.26047543,-8.13166810,0.00283338,-0.00286804,0.63529470,-0.59176675,2.09032422,-2.08846219,6.10198363,-6.23763599,1.03311980,-0.80398709,0.96673194,-0.78761863,0.49654853,-0.45816410,0.00000000,-0.00000000
-5.43571786,8.20073456,-8.02626093,0.00280465,-0.00286533,0.63920657,-0.58644422,2.08415669,-2.07716559,6.02304044,-6.14117413,1.04154558,-0.80718183,0.98076703,-0.77421624,0.50154769,-0.46034084,0.00000000,-0.00000000
-5.42971486,8.14335518,-7.91839264,0.00277499,-0.00286039,0.64257582,-0.58072719,2.07797158,-2.06240220,5.94723362,-6.04389186,1.04907389,-0.80969445,0.99476467,-0.76099477,0.50731779,-0.46349385,0.00000000,-0.00000000
-5.42371186,8.08937447,-7.81069793,0.00274559,-0.00285467,0.64537187,-0.57481900,2.07248163,-2.04512885,5.87550901,-5.94771142,1.05575716,-0.81174252,1.00854567,-0.74828124,0.51383597,-0.46768239,0.00000000,-0.00000000
-5.41770885,8.03947453,-7.70559771,0.00271753,-0.00284951,0.64754536,-0.56891320,2.06830531,-2.02630749,5.80854164,-5.85436679,1.06162081,-0.81353861,1.02189421,-0.73637445,0.52104850,-0.47293321,0.00000000,-0.00000000
-5.41170585,7.99396530,-7.60522139,0.00269174,-0.00284613,0.64902944,-0.56318833,2.06594527,-2.00686915,5.74672238,-5.76534846,1.06666200,-0.81528287,1.03456326,-0.72553774,0.52887035,-0.47923706,0.00000000,-0.00000000
-5.40570285,7.95278276,-7.51133955,0.00266900,-0.00284555,0.64974232,-0.55780336,2.06577150,-1.98767956,5.69015522,-5.68185681,1.07084994,-0.81715628,1.04628193,-0.71599283,0.53718589,-0.48654639,0.00000000,-0.00000000
-5.39969985,7.91550263,-7.42531037,0.00264989,-0.00284859,0.64959067,-0.55289365,2.06800973,-1.96950793,5.63866530,-5.60476633,1.07412781,-0.81931465,1.05676420,-0.70791480,0.54585091,-0.49477427,0.00000000,-0.00000000
-5.39369685,7.88136873,-7.34804226,0.00263482,-0.00285585,0.64847394,-0.54856766,2.07273564,-1.95300027,5.59181728,-5.53460268,1.07641609,-0.82188370,1.06571888,-0.70142851,0.55469568,-0.50379486,0.00000000,-0.00000000
-5.38769385,7.84933476,-7.27997461,0.00262400,-0.00286766,0.64628929,-0.54490468,2.07987474,-1.93865859,5.54894339,-5.47153370,1.07761712,-0.82495541,1.07286023,-0.69660648,0.56352924,-0.51344539,0.00000000,-0.00000000
-5.38169085,7.81811761,-7.22107786,0.00261746,-0.00288416,0.64293681,-0.54195339,2.08920815,-1.92682671,5.50917978,-5.41537530,1.07762058,-0.82858580,1.07791883,-0.69346841,0.57214454,-0.52352971,0.00000000,-0.00000000
-5.37568784,7.78625970,-7.17087293,0.00261504,-0.00290522,0.63832498,-0.53973162,2.10038377,-1.91768336,5.47150976,-5.36561188,1.07630976,-0.83279416,1.08065217,-0.69198238,0.58032436,-0.53382327,0.00000000,-0.00000000
-5.36968484,7.75219777,-7.12846946,0.00261643,-0.00293052,0.63237590,-0.53822710,2.11293226,-1.91124281,5.43481213,-5.32143074,1.07356819,-0.83756379,1.08085454,-0.69206764,0.58784782,-0.54407949,0.00000000,-0.00000000
-5.36368184,7.71433494,-7.09262090,0.00262116,-0.00295954,0.62503024,-0.53739928,2.12628724,-1.90736279,5.39791241,-5.28176890,1.06928646,-0.84284424,1.07836573,-0.69359909,0.59449704,-0.55403721,0.00000000,-0.00000000
-5.35767884,7.67111306,-7.06179420,0.00262865,-0.00299164,0.61625161,-0.53718221,2.13980871,-1.90575929,5.35963495,-5.24537013,1.06336891,-0.84855481,1.07307814,-0.69641305,0.60006397,-0.56342896,0.00000000,-0.00000000
-5.35167584,7.62108223,-7.03425068,0.00263821,-0.00302602,0.60603012,-0.53748821,2.15280862,-1.90602732,5.31885377,-5.21084967,1.05573995,-0.85458928,1.06494211,-0.70031442,0.60435688,-0.57198976,0.00000000,-0.00000000
-5.34567284,7.56296465,-7.00813425,0.00264909,-0.00306184,0.59438514,-0.53821230,2.16457771,-1.90766663,5.27453987,-5.17676341,1.04634986,-0.86082151,1.05396913,-0.70508470,0.60720635,-0.57946607,0.00000000,-0.00000000
