energy_ev,total_up,P_s_up,P_p_up,Se_s_up,Se_p_up,Zn_p_up,Zn_d_up
-6.00000000,3.52658326,0.08684067,0.14730835,0.19175330,1.72087222,0.49919924,0.72864056
-5.99399700,3.52719036,0.08959336,0.14898160,0.18868576,1.70023672,0.50893297,0.72888236
-5.98799400,3.52794519,0.09235690,0.15087748,0.18563517,1.68138501,0.51891173,0.72855230
-5.98199100,3.52893540,0.09510301,0.15304381,0.18265791,1.66441707,0.52916928,0.72760071
-5.97598799,3.53021460,0.09780178,0.15552670,0.17980193,1.64937409,0.53973326,0.72598713
-5.96998499,3.53179358,0.10042211,0.15836859,0.17710562,1.63623686,0.55062179,0.72367966
-5.96398199,3.53363319,0.10293213,0.16160624,0.17459721,1.62492631,0.56184024,0.72065419
-5.95797899,3.53563913,0.10529973,0.16526874,0.17229453,1.61530597,0.57337833,0.71689363
-5.95197599,3.53765854,0.10749312,0.16937566,0.17020520,1.60718635,0.58520746,0.71238706
-5.94597299,3.53947854,0.10948141,0.17393523,0.16832715,1.60033082,0.59727868,0.70712896
-5.93996998,3.54082664,0.11123518,0.17894288,0.16664941,1.59446275,0.60952101,0.70111825
-5.93396698,3.54137296,0.11272708,0.18437995,0.16515312,1.58927375,0.62184060,0.69435752
-5.92796398,3.54073440,0.11393236,0.19021292,0.16381280,1.58443253,0.63412049,0.68685209
-5.92196098,3.53848070,0.11482937,0.19639291,0.16259759,1.57959429,0.64622128,0.67860932
-5.91595798,3.53414246,0.11540003,0.20285584,0.16147268,1.57441038,0.65798259,0.66963783
-5.90995498,3.52722114,0.11563019,0.20952302,0.16040069,1.56853810,0.66922548,0.65994697
-5.90395198,3.51720117,0.11550995,0.21630231,0.15934308,1.56165041,0.67975578,0.64954650
-5.89794897,3.50356403,0.11503392,0.22308990,0.15826150,1.55344556,0.68936828,0.63844644
-5.89194597,3.48580414,0.11420139,0.22977257,0.15711907,1.54365646,0.69785177,0.62665728
-5.88594297,3.46344653,0.11301643,0.23623039,0.15588166,1.53205971,0.70499474,0.61419051
-5.87993997,3.43606563,0.11148792,0.24233992,0.15451892,1.51848409,0.71059170,0.60105939
-5.87393697,3.40330493,0.10962952,0.24797761,0.15300542,1.50281840,0.71444981,0.58728018
-5.86793397,3.36489662,0.10745953,0.25302337,0.15132146,1.48501842,0.71639562,0.57287346
-5.86193097,3.32068057,0.10500079,0.25736428,0.14945388,1.46511268,0.71628179,0.55786583
-5.85592796,3.27062169,0.10228034,0.26089808,0.14739667,1.44320679,0.71399327,0.54229160
