energy_ev,total_up,Os_p_up,Os_d_up,Pb_p_up,Pb_d_up,Se_s_up,Se_p_up
-5.46573287,3.05001727,1.24793037,2.34701468,0.64880424,0.00928724,0.00646526,0.06792573
-5.45972986,3.09473107,1.26376036,2.36446431,0.66994176,0.00938151,0.00667838,0.07033141
-5.45372686,3.14099570,1.28042933,2.38454003,0.69005821,0.00946615,0.00686967,0.07268334
-5.44772386,3.18760685,1.29743339,2.40634657,0.70887603,0.00953772,0.00703612,0.07494509
-5.44172086,3.23345171,1.31430086,2.42902631,0.72616246,0.00959336,0.00717531,0.07708607
-5.43571786,3.27753716,1.33060620,2.45178278,0.74173418,0.00963087,0.00728546,0.07908218
-5.42971486,3.31901136,1.34598166,2.47390016,0.75545977,0.00964873,0.00736550,0.08091603
-5.42371186,3.35717802,1.36012618,2.49475795,0.76725982,0.00964616,0.00741503,0.08257699
-5.41770885,3.39150275,1.37281127,2.51384043,0.77710492,0.00962309,0.00743437,0.08406097
-5.41170585,3.42161191,1.38388360,2.53074080,0.78501166,0.00958007,0.00742445,0.08536997
-5.40570285,3.44728420,1.39326426,2.54516007,0.79103678,0.00951827,0.00738680,0.08651139
-5.39969985,3.46843603,1.40094495,2.55690134,0.79527014,0.00943931,0.00732345,0.08749717
-5.39369685,3.48510182,1.40698119,2.56585994,0.79782667,0.00934518,0.00723685,0.08834283
-5.38769385,3.49741069,1.41148319,2.57201048,0.79883801,0.00923812,0.00712977,0.08906643
-5.38169085,3.50556116,1.41460470,2.57539173,0.79844421,0.00912047,0.00700518,0.08968741
-5.37568784,3.50979536,1.41653060,2.57609042,0.79678603,0.00899454,0.00686616,0.09022555
-5.36968484,3.51037431,1.41746371,2.57422497,0.79399827,0.00886255,0.00671580,0.09069995
-5.36368184,3.50755581,1.41761164,2.56993012,0.79020443,0.00872644,0.00655710,0.09112806
-5.35767884,3.50157575,1.41717414,2.56334326,0.78551302,0.00858789,0.00639289,0.09152491
-5.35167584,3.49263405,1.41633161,2.55459323,0.78001563,0.00844817,0.00622578,0.09190247
-5.34567284,3.48088550,1.41523529,2.54379180,0.77378682,0.00830821,0.00605810,0.09226918
-5.33966983,3.46643585,1.41399938,2.53102843,0.76688573,0.00816850,0.00589188,0.09262966
-5.33366683,3.44934299,1.41269554,2.51636797,0.75935935,0.00802917,0.00572880,0.09298467
-5.32766383,3.42962274,1.41134991,2.49985154,0.75124700,0.00789004,0.00557024,0.09333115
-5.32166083,3.40725881,1.40994252,2.48149992,0.74258582,0.00775062,0.00541725,0.09366256
-5.31565783,3.38221580,1.40840934,2.46131929,0.73341697,0.00761022,0.00527063,0.09396925
-5.30965483,3.35445457,1.40664646,2.43930870,0.72379191,0.00746803,0.00513089,0.09423908
-5.30365183,3.32394872,1.40451644,2.41546861,0.71377851,0.00732319,0.00499838,0.09445808
-5.29764882,3.29070131,1.40185618,2.38981010,0.70346664,0.00717488,0.00487328,0.09461121
-5.29164582,3.25476077,1.39848627,2.36236399,0.69297273,0.00702239,0.00475567,0.09468319
-5.28564282,3.21623523,1.39422092,2.33318950,0.68244311,0.00686515,0.00464556,0.09465937
-5.27963982,3.17530435,1.38887848,2.30238191,0.67205593,0.00670286,0.00454299,0.09452654
-5.27363682,3.13222829,1.38229168,2.27007891,0.66202133,0.00653545,0.00444800,0.09427380
-5.26763382,3.08735321,1.37431731,2.23646528,0.65257998,0.00636315,0.00436070,0.09389325
-5.26163082,3.04111317,1.36484496,2.20177584,0.64399984,0.00618647,0.00428129,0.09338075
-5.25562781,2.99402820,1.35380426,2.16629630,0.63657120,0.00600624,0.00421005,0.09273639
-5.24962481,2.94669874,1.34117044,2.13036227,0.63060026,0.00582352,0.00414737,0.09196497
-5.24362181,2.89979635,1.32696786,2.09435609,0.62640126,0.00563962,0.00409369,0.09107625
-5.23761881,2.85405119,1.31127136,2.05870185,0.62428751,0.00545605,0.00404955,0.09008503
-5.23161581,2.81023641,1.29420535,2.02385841,0.62456156,0.00527446,0.00401547,0.08901108
-5.22561281,2.76914992,1.27594062,1.99031076,0.62750480,0.00509660,0.00399197,0.08787880
-5.21960980,2.73159398,1.25668887,1.95855974,0.63336682,0.00492425,0.00397951,0.08671680
-5.21360680,2.69835313,1.23669531,1.92911036,0.64235492,0.00475916,0.00397840,0.08555713
-5.20760380,2.67017100,1.21622945,1.90245894,0.65462399,0.00460300,0.00398880,0.08443453
-5.20160080,2.64772655,1.19557450,1.87907941,0.67026724,0.00445734,0.00401063,0.08338529
-5.19559780,2.63161051,1.17501575,1.85940896,0.68930803,0.00432351,0.00404355,0.08244620
-5.18959480,2.62230251,1.15482855,1.84383350,0.71169315,0.00420265,0.00408689,0.08165320
-5.18359180,2.62014980,1.13526619,1.83267329,0.73728783,0.00409562,0.00413967,0.08104016
-5.17758879,2.62534816,1.11654843,1.82616917,0.76587280,0.00400298,0.00420053,0.08063747
-5.17158579,2.63792574,1.09885109,1.82446996,0.79714349,0.00392497,0.00426779,0.08047080
-5.16558279,2.65773059,1.08229728,1.82762129,0.83071175,0.00386150,0.00433943,0.08055992
-5.15957979,2.68442237,1.06695063,1.83555661,0.86611001,0.00381213,0.00441315,0.08091755
-5.15357679,2.71746895,1.05281100,1.84809057,0.90279797,0.00377611,0.00448640,0.08154859
-5.14757379,2.75614820,1.03981279,1.86491534,0.94017190,0.00375236,0.00455647,0.08244940
-5.14157079,2.79955529,1.02782611,1.88560013,0.97757616,0.00373952,0.00462055,0.08360744
-5.13556778,2.84661560,1.01666074,1.90959412,1.01431692,0.00373596,0.00467585,0.08500117
-5.12956478,2.89610316,1.00607278,1.93623304,1.04967768,0.00373986,0.00471964,0.08660025
-5.12356178,2.94666421,0.99577371,1.96474932,1.08293613,0.00374921,0.00474937,0.08836607
-5.11755878,2.99684568,0.98544148,1.99428574,1.11338190,0.00376188,0.00476279,0.09025259
-5.11155578,3.04512751,0.97473309,2.02391237,1.14033461,0.00377572,0.00475796,0.09220737
-5.10555278,3.08995831,0.96329823,2.05264649,1.16316166,0.00378853,0.00473338,0.09417299
-5.09954977,3.12979319,0.95079324,2.07947490,1.18129509,0.00379819,0.00468801,0.09608853
-5.09354677,3.16313268,0.93689475,2.10337828,1.19424698,0.00380269,0.00462133,0.09789137
-5.08754377,3.18856166,0.92131259,2.12335665,1.20162273,0.00380017,0.00453331,0.09951891
-5.08154077,3.20478703,0.90380113,2.13845560,1.20313181,0.00378897,0.00442447,0.10091047
-5.07553777,3.21067299,0.88416888,2.14779212,1.19859561,0.00376770,0.00429579,0.10200908
-5.06953477,3.20527285,0.86228577,2.15057957,1.18795194,0.00373521,0.00414874,0.10276328
-5.06353177,3.18785636,0.83808790,2.14615086,1.17125625,0.00369069,0.00398514,0.10312862
-5.05752876,3.15793161,0.81157979,2.13397907,1.14867942,0.00363361,0.00380717,0.10306913
-5.05152576,3.11526100,0.78283392,2.11369490,1.12050223,0.00356378,0.00361727,0.10255840
-5.04552276,3.05987052,0.75198784,2.08510024,1.08710684,0.00348133,0.00341803,0.10158051
-5.03951976,2.99205230,0.71923906,2.04817741,1.04896564,0.00338671,0.00321214,0.10013053
-5.03351676,2.91236009,0.68483801,2.00309363,1.00662781,0.00328064,0.00300230,0.09821476
-5.02751376,2.82159805,0.64907948,1.95020057,0.96070435,0.00316414,0.00279116,0.09585067
-5.02151076,2.72080301,0.61229299,1.89002874,0.91185190,0.00303847,0.00258123,0.09306646
-5.01550775,2.61122087,0.57483255,1.82327707,0.86075616,0.00290510,0.00237484,0.08990038
-5.00950475,2.49427787,0.53706617,1.75079761,0.80811537,0.00276568,0.00217411,0.08639975
-5.00350175,2.37154747,0.49936567,1.67357613,0.75462448,0.00262200,0.00198090,0.08261983
-4.99749875,2.24471407,0.46209699,1.59270891,0.70096032,0.00247594,0.00179679,0.07862247
-4.99149575,2.11553445,0.42561149,1.50937659,0.64776845,0.00232946,0.00162308,0.07447460
-4.98549275,1.98579818,0.39023832,1.42481574,0.59565175,0.00218451,0.00146080,0.07024679
-4.97948974,1.85728800,0.35627806,1.34028919,0.54516109,0.00204306,0.00131070,0.06601162
-4.97348674,1.73174130,0.32399784,1.25705579,0.49678820,0.00190698,0.00117327,0.06184227
-4.96748374,1.61081369,0.29362772,1.17634063,0.45096067,0.00177808,0.00104878,0.05781102
-4.96148074,1.49604545,0.26535856,1.09930648,0.40803915,0.00165804,0.00093728,0.05398797
-4.95547774,1.38883165,0.23934107,1.02702721,0.36831647,0.00154837,0.00083864,0.05043985
-4.94947474,1.29039647,0.21568603,0.96046392,0.33201859,0.00145043,0.00075256,0.04722898
-4.94347174,1.20177219,0.19446547,0.90044421,0.29930703,0.00136537,0.00067862,0.04441238
-4.93746873,1.12378304,0.17571466,0.84764516,0.27028255,0.00129412,0.00061627,0.04204108
-4.93146573,1.05703406,0.15943465,0.80258023,0.24498982,0.00123739,0.00056488,0.04015945
-4.92546273,1.00190501,0.14559534,0.76559032,0.22342268,0.00119566,0.00052373,0.03880482
-4.91945973,0.95854908,0.13413869,0.73683912,0.20552980,0.00116916,0.00049206,0.03800699
-4.91345673,0.92689636,0.12498219,0.71631257,0.19122052,0.00115788,0.00046903,0.03778802
-4.90745373,0.90666163,0.11802221,0.70382259,0.18037047,0.00116157,0.00045380,0.03816192
-4.90145073,0.89735627,0.11313728,0.69901464,0.17282699,0.00117975,0.00044546,0.03913450
-4.89544772,0.89830385,0.11019126,0.70137904,0.16841414,0.00121171,0.00044312,0.04070311
-4.88944472,0.90865907,0.10903624,0.71026569,0.16693712,0.00125655,0.00044585,0.04285657
-4.88344172,0.92742952,0.10951520,0.72490180,0.16818622,0.00131314,0.00045273,0.04557497
-4.87743872,0.95349990,0.11146448,0.74441223,0.17194011,0.00138022,0.00046284,0.04882966
-4.87143572,0.98565824,0.11471602,0.76784203,0.17796862,0.00145633,0.00047527,0.05258317
-4.86543272,1.02262343,0.11909940,0.79418047,0.18603500,0.00153991,0.00048916,0.05678936
-4.85942971,1.06307377,0.12444370,0.82238624,0.19589782,0.00162930,0.00050367,0.06139361
-4.85342671,1.10567575,0.13057935,0.85141296,0.20731243,0.00172276,0.00051799,0.06633317
-4.84742371,1.14911252,0.13733980,0.88023451,0.22003236,0.00181849,0.00053141,0.07153780
-4.84142071,1.19211150,0.14456321,0.90786942,0.23381051,0.00191469,0.00054326,0.07693053
-4.83541771,1.23347037,0.15209419,0.93340371,0.24840041,0.00200958,0.00055296,0.08242874
-4.82941471,1.27208105,0.15978549,0.95601150,0.26355769,0.00210142,0.00056004,0.08794548
-4.82341171,1.30695088,0.16749983,0.97497293,0.27904166,0.00218853,0.00056409,0.09339106
-4.81740870,1.33722075,0.17511173,0.98968867,0.29461732,0.00226935,0.00056483,0.09867486
-4.81140570,1.36217967,0.18250947,0.99969090,0.31005771,0.00234244,0.00056209,0.10370736
-4.80540270,1.38127548,0.18959704,1.00465033,0.32514669,0.00240651,0.00055580,0.10840239
-4.79939970,1.39412166,0.19629618,1.00437910,0.33968210,0.00246044,0.00054598,0.11267939
-4.79339670,1.40050008,0.20254830,0.99882983,0.35347931,0.00250331,0.00053277,0.11646576
-4.78739370,1.40035989,0.20831643,0.98809066,0.36637503,0.00253438,0.00051641,0.11969914
-4.78139070,1.39381265,0.21358696,0.97237689,0.37823128,0.00255313,0.00049718,0.12232952
-4.77538769,1.38112406,0.21837112,0.95201946,0.38893938,0.00255928,0.00047548,0.12432117
-4.76938469,1.36270267,0.22270613,0.92745090,0.39842371,0.00255273,0.00045175,0.12565413
-4.76338169,1.33908596,0.22665596,0.89918926,0.40664510,0.00253364,0.00042648,0.12632546
-4.75737869,1.31092422,0.23031142,0.86782073,0.41360355,0.00250236,0.00040019,0.12634981
-4.75137569,1.27896281,0.23378963,0.83398152,0.41934004,0.00245944,0.00037346,0.12575965
-4.74537269,1.24402305,0.23723269,0.79833961,0.42393731,0.00240564,0.00034685,0.12460477
-4.73936968,1.20698234,0.24080546,0.76157700,0.42751921,0.00234188,0.00032098,0.12295132
-4.73336668,1.16875373,0.24469244,0.72437284,0.43024872,0.00226925,0.00029647,0.12088023
-4.72736368,1.13026542,0.24909355,0.68738792,0.43232426,0.00218895,0.00027396,0.11848505
-4.72136068,1.09244040,0.25421908,0.65125081,0.43397448,0.00210231,0.00025413,0.11586939
-4.71535768,1.05617659,0.26028355,0.61654589,0.43545145,0.00201072,0.00023770,0.11314387
-4.70935468,1.02232769,0.26749890,0.58380339,0.43702238,0.00191563,0.00022543,0.11042280
-4.70335168,0.99168511,0.27606687,0.55349155,0.43896017,0.00181851,0.00021818,0.10782060
-4.69734867,0.96496122,0.28617104,0.52601088,0.44153302,0.00172082,0.00021690,0.10544819
-4.69134567,0.94277423,0.29796861,0.50169049,0.44499343,0.00162397,0.00022266,0.10340933
-4.68534267,0.92563513,0.31158234,0.48078642,0.44956722,0.00152932,0.00023668,0.10179713
-4.67933967,0.91393691,0.32709301,0.46348184,0.45544273,0.00143812,0.00026035,0.10069095
-4.67333667,0.90794662,0.34453267,0.44988906,0.46276112,0.00135152,0.00029526,0.10015351
-4.66733367,0.90780045,0.36387915,0.44005314,0.47160786,0.00127054,0.00034321,0.10022872
-4.66133067,0.91350222,0.38505221,0.43395705,0.48200613,0.00119603,0.00040625,0.10093994
-4.65532766,0.92492568,0.40791151,0.43152810,0.49391255,0.00112871,0.00048664,0.10228908
-4.64932466,0.94182051,0.43225685,0.43264563,0.50721537,0.00106912,0.00058691,0.10425636
-4.64332166,0.96382234,0.45783069,0.43714956,0.52173559,0.00101766,0.00070979,0.10680089
-4.63731866,0.99046654,0.48432319,0.44484980,0.53723095,0.00097457,0.00085822,0.10986198
-4.63131566,1.02120558,0.51137957,0.45553611,0.55340275,0.00093995,0.00103532,0.11336129
-4.62531266,1.05542946,0.53860979,0.46898823,0.56990549,0.00091377,0.00124430,0.11720565
-4.61930965,1.09248868,0.56560016,0.48498590,0.58635880,0.00089592,0.00148841,0.12129045
-4.61330665,1.13171885,0.59192661,0.50331853,0.60236128,0.00088617,0.00177087,0.12550357
-4.60730365,1.17246616,0.61716890,0.52379406,0.61750582,0.00088427,0.00209476,0.12972972
-4.60130065,1.21411252,0.64092546,0.54624685,0.63139551,0.00088990,0.00246290,0.13385485
-4.59529765,1.25609943,0.66282800,0.57054407,0.64365962,0.00090275,0.00287775,0.13777069
-4.58929465,1.29794939,0.68255526,0.59659039,0.65396884,0.00092252,0.00334128,0.14137908
-4.58329165,1.33928385,0.69984531,0.62433081,0.66204899,0.00094893,0.00385484,0.14459595
-4.57728864,1.37983679,0.71450571,0.65375120,0.66769274,0.00098173,0.00441905,0.14735477
-4.57128564,1.41946317,0.72642100,0.68487674,0.67076853,0.00102074,0.00503367,0.14960933
-4.56528264,1.45814164,0.73555714,0.71776797,0.67122638,0.00106585,0.00569752,0.15133571
-4.55927964,1.49597139,0.74196257,0.75251475,0.66910025,0.00111696,0.00640840,0.15253333
-4.55327664,1.53316296,0.74576581,0.78922814,0.66450677,0.00117407,0.00716304,0.15322502
-4.54727364,1.57002346,0.74716968,0.82803057,0.65764050,0.00123719,0.00795705,0.15345615
-4.54127064,1.60693670,0.74644225,0.86904468,0.64876577,0.00130637,0.00878500,0.15329280
-4.53526763,1.64433900,0.74390512,0.91238117,0.63820560,0.00138164,0.00964039,0.15281902
-4.52926463,1.68269194,0.73991936,0.95812619,0.62632819,0.00146304,0.01051580,0.15213336
-4.52326163,1.72245306,0.73486986,1.00632890,0.61353162,0.00155054,0.01140295,0.15134476
-4.51725863,1.76404599,0.72914884,1.05698957,0.60022743,0.00164406,0.01229287,0.15056806
-4.51125563,1.80783134,0.72313919,1.11004887,0.58682392,0.00174341,0.01317610,0.14991913
-4.50525263,1.85407969,0.71719849,1.16537879,0.57370996,0.00184830,0.01404285,0.14951011
-4.49924962,1.90294804,0.71164440,1.22277570,0.56123987,0.00195829,0.01488321,0.14944470
-4.49324662,1.95446070,0.70674205,1.28195588,0.54972019,0.00207280,0.01568738,0.14981376
-4.48724362,2.00849571,0.70269400,1.34255379,0.53939889,0.00219107,0.01644589,0.15069154
-4.48124062,2.06477731,0.69963310,1.40412337,0.53045730,0.00231220,0.01714979,0.15213248
-4.47523762,2.12287501,0.69761858,1.46614245,0.52300514,0.00243512,0.01779083,0.15416876
-4.46923462,2.18220935,0.69663543,1.52802015,0.51707880,0.00255860,0.01836164,0.15680882
-4.46323162,2.24206420,0.69659699,1.58910743,0.51264276,0.00268132,0.01885589,0.16003665
-4.45722861,2.30160530,0.69735056,1.64871028,0.50959399,0.00280180,0.01926835,0.16381213
-4.45122561,2.35990429,0.69868576,1.70610551,0.50776909,0.00291854,0.01959502,0.16807212
-4.44522261,2.41596751,0.70034511,1.76055867,0.50695372,0.00302997,0.01983314,0.17273256
-4.43921961,2.46876850,0.70203641,1.81134355,0.50689386,0.00313455,0.01998123,0.17769118
-4.43321661,2.51728308,0.70344639,1.85776290,0.50730836,0.00323078,0.02003907,0.18283100
-4.42721361,2.56052584,0.70425492,1.89916970,0.50790226,0.00331724,0.02000768,0.18802431
-4.42121061,2.59758676,0.70414948,1.93498837,0.50838030,0.00339270,0.01988926,0.19313708
-4.41520760,2.62766673,0.70283912,1.96473525,0.50846011,0.00345607,0.01968714,0.19803365
-4.40920460,2.65011084,0.70006763,1.98803773,0.50788473,0.00350651,0.01940569,0.20258157
-4.40320160,2.66443824,0.69562543,2.00465145,0.50643386,0.00354345,0.01905029,0.20665636
-4.39719860,2.67036770,0.68935990,2.01447477,0.50393372,0.00356659,0.01862721,0.21014616
-4.39119560,2.66783798,0.68118398,2.01756015,0.50026519,0.00357598,0.01814361,0.21295610
-4.38519260,2.65702235,0.67108278,2.01412180,0.49537009,0.00357196,0.01760740,0.21501213
-4.37918959,2.63833672,0.65911828,2.00453932,0.48925552,0.00355524,0.01702729,0.21626448
-4.37318659,2.61244127,0.64543193,1.98935691,0.48199632,0.00352683,0.01641265,0.21669030
-4.36718359,2.58023515,0.63024544,1.96927804,0.47373554,0.00348808,0.01577355,0.21629570
-4.36118059,2.54284474,0.61385967,1.94515561,0.46468320,0.00344061,0.01512068,0.21511696
-4.35517759,2.50160530,0.59665182,1.91797753,0.45511339,0.00338632,0.01446537,0.21322086
-4.34917459,2.45803675,0.57907105,1.88884811,0.44535975,0.00332732,0.01381948,0.21070426
-4.34317159,2.41381400,0.56163264,1.85896555,0.43580964,0.00326591,0.01319545,0.20769268
-4.33716858,2.37073248,0.54491084,1.82959608,0.42689711,0.00320451,0.01260615,0.20433820
-4.33116558,2.33066973,0.52953043,1.80204522,0.41909463,0.00314560,0.01206487,0.20081645
-4.32516258,2.29554386,0.51615717,1.77762707,0.41290399,0.00309170,0.01158521,0.19732293
-4.31915958,2.26726968,0.50548711,1.75763216,0.40884623,0.00304527,0.01118095,0.19406866
-4.31315658,2.24771365,0.49823478,1.74329482,0.40745077,0.00300868,0.01086587,0.19127525
-4.30715358,2.23864835,0.49512035,1.73576086,0.40924395,0.00298413,0.01065362,0.18916958
