energy_ev,total_up,Fe_p_up,Fe_d_up,N_s_up,N_p_up,Ru_p_up,Ru_d_up,Se_s_up,Se_p_up
-5.60380190,2.58170388,0.78525406,0.37289118,0.00192296,0.56353488,0.97777902,0.65617793,0.01135138,0.97838694
-5.59779890,2.49908785,0.75434235,0.37088916,0.00193001,0.53983891,0.93086565,0.63083247,0.01211378,0.95027092
-5.59179590,2.42503662,0.72518670,0.37069310,0.00195858,0.51725371,0.88723072,0.60744302,0.01294132,0.92613720
-5.58579290,2.35884772,0.69769509,0.37206561,0.00200659,0.49572339,0.84670809,0.58588592,0.01382287,0.90564827
-5.57978989,2.29969216,0.67175047,0.37474310,0.00207156,0.47517651,0.80908953,0.56600808,0.01474539,0.88840962
-5.57378689,2.24665627,0.64722051,0.37844325,0.00215068,0.45553434,0.77414237,0.54763660,0.01569408,0.87398712
-5.56778389,2.19878326,0.62396681,0.38287274,0.00224090,0.43671879,0.74162624,0.53058824,0.01665274,0.86192441
-5.56178089,2.15511324,0.60185326,0.38773502,0.00233896,0.41865953,0.71130825,0.51467856,0.01760407,0.85175980
-5.55577789,2.11472071,0.58075355,0.39273814,0.00244149,0.40130021,0.68297616,0.49973025,0.01853009,0.84304239
-5.54977489,2.07674841,0.56055734,0.39760223,0.00254506,0.38460333,0.65644910,0.48558070,0.01941262,0.83534697
-5.54377189,2.04043685,0.54117530,0.40206680,0.00264632,0.36855373,0.63158558,0.47208829,0.02023376,0.82828740
-5.53776888,2.00514876,0.52254278,0.40589732,0.00274200,0.35316060,0.60828875,0.45913762,0.02097642,0.82152817
-5.53176588,1.97038791,0.50462208,0.40889122,0.00282907,0.33845792,0.58650876,0.44664318,0.02162482,0.81479392
-5.52576288,1.93581188,0.48740343,0.41088280,0.00290475,0.32450337,0.56624246,0.43455179,0.02216503,0.80787662
-5.51975988,1.90123855,0.47090469,0.41174716,0.00296661,0.31137594,0.54753056,0.42284339,0.02258540,0.80064022
-5.51375688,1.86664629,0.45516978,0.41140275,0.00301264,0.29917221,0.53045264,0.41153057,0.02287700,0.79302280
-5.50775388,1.83216788,0.44026600,0.40981257,0.00304125,0.28800170,0.51512016,0.40065657,0.02303393,0.78503592
-5.50175088,1.79807857,0.42628040,0.40698389,0.00305135,0.27798137,0.50166807,0.39029216,0.02305358,0.77676141
-5.49574787,1.76477871,0.41331528,0.40296644,0.00304235,0.26922964,0.49024538,0.38053133,0.02293673,0.76834557
-5.48974487,1.73277177,0.40148308,0.39784918,0.00301417,0.26186022,0.48100500,0.37148608,0.02268762,0.75999102
-5.48374187,1.70263850,0.39090069,0.39175571,0.00296718,0.25597590,0.47409354,0.36328053,0.02231381,0.75194662
-5.47773887,1.67500842,0.38168372,0.38483851,0.00290226,0.25166281,0.46964127,0.35604457,0.02182602,0.74449555
-5.47173587,1.65052960,0.37394052,0.37727229,0.00282066,0.24898510,0.46775276,0.34990728,0.02123776,0.73794235
-5.46573287,1.62983807,0.36776656,0.36924666,0.00272401,0.24798049,0.46849848,0.34499053,0.02056497,0.73259916
-5.45972986,1.61352807,0.36323917,0.36095850,0.00261423,0.24865680,0.47190779,0.34140278,0.01982552,0.72877179
-5.45372686,1.60212416,0.36041289,0.35260432,0.00249347,0.25098951,0.47796342,0.33923353,0.01903867,0.72674628
-5.44772386,1.59605641,0.35931560,0.34437298,0.00236400,0.25492049,0.48659768,0.33854849,0.01822446,0.72677618
-5.44172086,1.59563953,0.35994565,0.33643898,0.00222820,0.26035799,0.49769059,0.33938574,0.01740318,0.72907138
-5.43571786,1.60105653,0.36226992,0.32895676,0.00208843,0.26717772,0.51106977,0.34175284,0.01659469,0.73378858
-5.42971486,1.61234762,0.36622307,0.32205604,0.00194698,0.27522504,0.52651227,0.34562518,0.01581795,0.74102391
-5.42371186,1.62940443,0.37170783,0.31583841,0.00180603,0.28431815,0.54374807,0.35094539,0.01509042,0.75080781
-5.41770885,1.65196960,0.37859639,0.31037538,0.00166759,0.29425211,0.56246511,0.35762392,0.01442763,0.76310240
-5.41170585,1.67964163,0.38673276,0.30570767,0.00153348,0.30480347,0.58231575,0.36554062,0.01384279,0.77780116
-5.40570285,1.71188449,0.39593606,0.30184585,0.00140527,0.31573539,0.60292418,0.37454733,0.01334648,0.79473104
-5.39969985,1.74804153,0.40600452,0.29877222,0.00128430,0.32680306,0.62389472,0.38447125,0.01294641,0.81365674
-5.39369685,1.78735298,0.41672009,0.29644364,0.00117169,0.33775916,0.64482057,0.39511902,0.01264728,0.83428691
-5.38769385,1.82897633,0.42785348,0.29479525,0.00106830,0.34835922,0.66529278,0.40628130,0.01245076,0.85628210
-5.38169085,1.87200882,0.43916948,0.29374480,0.00097480,0.35836675,0.68490915,0.41773780,0.01235550,0.87926404
-5.37568784,1.91551142,0.45043240,0.29319739,0.00089167,0.36755798,0.70328285,0.42926244,0.01235726,0.90282607
-5.36968484,1.95853330,0.46141148,0.29305029,0.00081921,0.37572612,0.72005046,0.44062876,0.01244911,0.92654427
-5.36368184,2.00013650,0.47188608,0.29319792,0.00075763,0.38268502,0.73487932,0.45161524,0.01262168,0.94998912
-5.35767884,2.03941989,0.48165068,0.29353636,0.00070699,0.38827232,0.74747408,0.46201048,0.01286349,0.97273720
-5.35167584,2.07554203,0.49051944,0.29396775,0.00066732,0.39235184,0.75758221,0.47161827,0.01316133,0.99438291
-5.34567284,2.10774239,0.49833029,0.29440397,0.00063858,0.39481553,0.76499854,0.48026225,0.01350066,1.01454960
-5.33966983,2.13536051,0.50494847,0.29476990,0.00062073,0.39558460,0.76956870,0.48779018,0.01386606,1.03290006
-5.33366683,2.15785255,0.51026947,0.29500587,0.00061371,0.39461028,0.77119142,0.49407781,0.01424168,1.04914606
-5.32766383,2.17480504,0.51422121,0.29506957,0.00061745,0.39187385,0.76981973,0.49903200,0.01461171,1.06305654
-5.32166083,2.18594525,0.51676555,0.29493711,0.00063192,0.38738626,0.76546096,0.50259327,0.01496081,1.07446431
-5.31565783,2.19114791,0.51789885,0.29460343,0.00065708,0.38118717,0.75817571,0.50473750,0.01527455,1.08327098
-5.30965483,2.19043805,0.51765179,0.29408204,0.00069287,0.37334361,0.74807562,0.50547672,0.01553979,1.08944986
-5.30365183,2.18398964,0.51608822,0.29340405,0.00073924,0.36394806,0.73532011,0.50485900,0.01574502,1.09304670
-5.29764882,2.17211992,0.51330314,0.29261664,0.00079612,0.35311622,0.72011206,0.50296723,0.01588064,1.09417816
-5.29164582,2.15527948,0.50941972,0.29178097,0.00086336,0.34098429,0.70269263,0.49991687,0.01593919,1.09302788
-5.28564282,2.13403812,0.50458555,0.29096961,0.00094077,0.32770596,0.68333512,0.49585269,0.01591544,1.08984032
-5.27963982,2.10906691,0.49896804,0.29026360,0.00102804,0.31344902,0.66233830,0.49094443,0.01580652,1.08491244
-5.27363682,2.08111690,0.49274924,0.28974924,0.00112476,0.29839173,0.64001903,0.48538164,0.01561184,1.07858344
-5.26763382,2.05099514,0.48612012,0.28951471,0.00123039,0.28271896,0.61670475,0.47936769,0.01533303,1.07122305
-5.26163082,2.01953884,0.47927457,0.28964659,0.00134421,0.26661832,0.59272571,0.47311334,0.01497380,1.06321859
-5.25562781,1.98758864,0.47240328,0.29022651,0.00146538,0.25027617,0.56840746,0.46682995,0.01453965,1.05496151
-5.24962481,1.95596204,0.46568781,0.29132799,0.00159282,0.23387382,0.54406366,0.46072261,0.01403770,1.04683389
-5.24362181,1.92542805,0.45929497,0.29301354,0.00172533,0.21758387,0.51998959,0.45498365,0.01347628,1.03919544
-5.23761881,1.89668413,0.45337188,0.29533232,0.00186149,0.20156695,0.49645644,0.44978658,0.01286469,1.03237166
-5.23161581,1.87033639,0.44804180,0.29831818,0.00199973,0.18596882,0.47370671,0.44528088,0.01221284,1.02664360
-5.22561281,1.84688394,0.44340095,0.30198844,0.00213833,0.17091806,0.45195071,0.44158788,0.01153090,1.02223971
-5.21960980,1.82670787,0.43951646,0.30634328,0.00227543,0.15652425,0.43136443,0.43879787,0.01082903,1.01933008
-5.21360680,1.81006546,0.43642552,0.31136578,0.00240909,0.14287685,0.41208858,0.43696853,0.01011709,1.01802337
-5.20760380,1.79708959,0.43413571,0.31702272,0.00253729,0.13004472,0.39422898,0.43612487,0.00940443,1.01836641
-5.20160080,1.78779339,0.43262652,0.32326591,0.00265799,0.11807624,0.37785809,0.43626053,0.00869965,1.02034645
-5.19559780,1.78207952,0.43185197,0.33003417,0.00276920,0.10700009,0.36301750,0.43734046,0.00801053,1.02389587
-5.18959480,1.77975366,0.43174405,0.33725568,0.00286898,0.09682650,0.34972127,0.43930471,0.00734389,1.02889901
-5.18359180,1.78054124,0.43221699,0.34485068,0.00295553,0.08754905,0.33795994,0.44207315,0.00670559,1.03520063
-5.17758879,1.78410643,0.43317196,0.35273442,0.00302721,0.07914674,0.32770470,0.44555089,0.00610051,1.04261559
-5.17158579,1.79007242,0.43450204,0.36082000,0.00308260,0.07158640,0.31891186,0.44963399,0.00553260,1.05093912
-5.16558279,1.79804166,0.43609718,0.36902118,0.00312056,0.06482519,0.31152704,0.45421525,0.00500500,1.05995711
-5.15957979,1.80761522,0.43784889,0.37725495,0.00314023,0.05881317,0.30548906,0.45918961,0.00452007,1.06945587
-5.15357679,1.81841013,0.43965453,0.38544362,0.00314108,0.05349578,0.30073329,0.46445903,0.00407958,1.07923090
-5.14757379,1.83007391,0.44142091,0.39351649,0.00312292,0.04881619,0.29719429,0.46993646,0.00368481,1.08909418
-5.14157079,1.84229574,0.44306706,0.40141097,0.00308594,0.04471741,0.29480776,0.47554881,0.00333667,1.09887976
-5.13556778,1.85481367,0.44452617,0.40907306,0.00303064,0.04114409,0.29351156,0.48123865,0.00303586,1.10844731
-5.12956478,1.86741794,0.44574658,0.41645728,0.00295788,0.03804399,0.29324610,0.48696473,0.00278295,1.11768368
-5.12356178,1.87995031,0.44669187,0.42352608,0.00286886,0.03536915,0.29395385,0.49270127,0.00257850,1.12650251
-5.11755878,1.89229976,0.44734002,0.43024875,0.00276502,0.03307661,0.29557830,0.49843609,0.00242309,1.13484192
-5.11155578,1.90439514,0.44768189,0.43659999,0.00264808,0.03112882,0.29806245,0.50416776,0.00231744,1.14266074
-5.10555278,1.91619533,0.44771907,0.44255825,0.00251992,0.02949376,0.30134690,0.50990210,0.00226237,1.14993355
-5.09954977,1.92767782,0.44746126,0.44810394,0.00238260,0.02814469,0.30536786,0.51564804,0.00225881,1.15664482
-5.09354677,1.93882646,0.44692336,0.45321776,0.00223824,0.02705971,0.31005512,0.52141344,0.00230777,1.16278286
-5.08754377,1.94961944,0.44612255,0.45787914,0.00208898,0.02622109,0.31533027,0.52720091,0.00241026,1.16833380
-5.08154077,1.96001811,0.44507540,0.46206512,0.00193697,0.02561445,0.32110530,0.53300403,0.00256721,1.17327603
-5.07553777,1.96995759,0.44379531,0.46574951,0.00178426,0.02522789,0.32728160,0.53880420,0.00277937,1.17757570
-5.06953477,1.97933972,0.44229029,0.46890272,0.00163276,0.02505100,0.33374966,0.54456842,0.00304714,1.18118332
-5.06353177,1.98802881,0.44056132,0.47149200,0.00148426,0.02507394,0.34038939,0.55024793,0.00337045,1.18403180
-5.05752876,1.99585049,0.43860130,0.47348233,0.00134031,0.02528657,0.34707108,0.55577815,0.00374862,1.18603613
-5.05152576,2.00259380,0.43639464,0.47483788,0.00120228,0.02567765,0.35365712,0.56107956,0.00418017,1.18709464
-5.04552276,2.00801636,0.43391747,0.47552380,0.00107128,0.02623414,0.36000433,0.56605986,0.00466273,1.18709180
-5.03951976,2.01185243,0.43113853,0.47550855,0.00094819,0.02694075,0.36596675,0.57061706,0.00519288,1.18590241
-5.03351676,2.01382337,0.42802061,0.47476640,0.00083367,0.02777953,0.37139901,0.57464341,0.00576609,1.18339706
-5.02751376,2.01364993,0.42452238,0.47328008,0.00072813,0.02872979,0.37615986,0.57803005,0.00637661,1.17944837
-5.02151076,2.01106583,0.42060074,0.47104335,0.00063178,0.02976804,0.38011595,0.58067202,0.00701750,1.17393788
-5.01550775,2.00583177,0.41621327,0.46806340,0.00054464,0.03086828,0.38314553,0.58247349,0.00768064,1.16676300
-5.00950475,1.99774915,0.41132085,0.46436289,0.00046656,0.03200235,0.38514201,0.58335281,0.00835682,1.15784389
-5.00350175,1.98667285,0.40589027,0.45998144,0.00039726,0.03314047,0.38601726,0.58324727,0.00903586,1.14712970
-4.99749875,1.97252220,0.39989664,0.45497655,0.00033634,0.03425192,0.38570434,0.58211718,0.00970680,1.13460385
-4.99149575,1.95528976,0.39332555,0.44942370,0.00028330,0.03530580,0.38415977,0.57994913,0.01035816,1.12028818
-4.98549275,1.93504706,0.38617479,0.44341572,0.00023760,0.03627190,0.38136507,0.57675821,0.01097819,1.10424549
-4.97948974,1.91194731,0.37845565,0.43706127,0.00019865,0.03712155,0.37732762,0.57258904,0.01155521,1.08658055
-4.97348674,1.88622449,0.37019364,0.43048259,0.00016585,0.03782849,0.37208075,0.56751555,0.01207791,1.06743921
-4.96748374,1.85818896,0.36142857,0.42381240,0.00013859,0.03836970,0.36568299,0.56163946,0.01253570,1.04700586
-4.96148074,1.82821964,0.35221412,0.41719019,0.00011629,0.03872619,0.35821671,0.55508747,0.01291906,1.02549905
-4.95547774,1.79675301,0.34261674,0.41075808,0.00009838,0.03888360,0.34978593,0.54800724,0.01321982,1.00316563
-4.94947474,1.76426938,0.33271405,0.40465621,0.00008434,0.03883275,0.34051361,0.54056238,0.01343143,0.98027362
-4.94347174,1.73127708,0.32259273,0.39901816,0.00007368,0.03856996,0.33053838,0.53292650,0.01354920,0.95710397
-4.93746873,1.69829511,0.31234602,0.39396639,0.00006594,0.03809727,0.32001087,0.52527671,0.01357046,0.93394182
-4.93146573,1.66583529,0.30207105,0.38960806,0.00006073,0.03742242,0.30908978,0.51778677,0.01349462,0.91106746
-4.92546273,1.63438452,0.29186585,0.38603138,0.00005769,0.03655868,0.29793784,0.51062024,0.01332322,0.88874765
-4.91945973,1.60438820,0.28182658,0.38330280,0.00005648,0.03552453,0.28671772,0.50392385,0.01305982,0.86722744
-4.91345673,1.57623545,0.27204467,0.38146498,0.00005681,0.03434312,0.27558815,0.49782160,0.01270994,0.84672315
-4.90745373,1.55024702,0.26260438,0.38053593,0.00005842,0.03304165,0.26470031,0.49240971,0.01228080,0.82741670
-4.90145073,1.52666630,0.25358066,0.38050917,0.00006108,0.03165060,0.25419456,0.48775273,0.01178111,0.80945161
-4.89544772,1.50565396,0.24503745,0.38135499,0.00006456,0.03020291,0.24419766,0.48388107,0.01122074,0.79293072
-4.88944472,1.48728638,0.23702655,0.38302264,0.00006868,0.02873307,0.23482061,0.48079005,0.01061040,0.77791585
-4.88344172,1.47155776,0.22958697,0.38544348,0.00007325,0.02727616,0.22615695,0.47844056,0.00996134,0.76442919
-4.87743872,1.45838585,0.22274490,0.38853466,0.00007811,0.02586697,0.21828176,0.47676122,0.00928493,0.75245625
-4.87143572,1.44762061,0.21651406,0.39220330,0.00008309,0.02453904,0.21125119,0.47565218,0.00859243,0.74195019
-4.86543272,1.43905538,0.21089663,0.39635066,0.00008805,0.02332383,0.20510250,0.47499005,0.00789459,0.73283703
-4.85942971,1.43243952,0.20588436,0.40087628,0.00009284,0.02224990,0.19985463,0.47463396,0.00720145,0.72502144
-4.85342671,1.42749203,0.20146008,0.40568156,0.00009735,0.02134225,0.19550909,0.47443242,0.00652213,0.71839256
-4.84742371,1.42391489,0.19759916,0.41067272,0.00010146,0.02062164,0.19205116,0.47423044,0.00586459,0.71282952
-4.84142071,1.42140551,0.19427112,0.41576281,0.00010506,0.02010410,0.18945134,0.47387679,0.00523562,0.70820625
-4.83541771,1.41966759,0.19144105,0.42087278,0.00010806,0.01980057,0.18766680,0.47323089,0.00464069,0.70439522
-4.82941471,1.41841969,0.18907088,0.42593150,0.00011038,0.01971657,0.18664293,0.47216900,0.00408398,0.70126996
-4.82341171,1.41740124,0.18712037,0.43087475,0.00011197,0.01985211,0.18631484,0.47058947,0.00356843,0.69870633
-4.81740870,1.41637592,0.18554789,0.43564336,0.00011279,0.02020158,0.18660878,0.46841685,0.00309578,0.69658244
-4.81140570,1.41513234,0.18431088,0.44018071,0.00011282,0.02075397,0.18744346,0.46560456,0.00266666,0.69477754
-4.80540270,1.41348256,0.18336601,0.44442983,0.00011204,0.02149301,0.18873132,0.46213628,0.00228080,0.69317002
-4.79939970,1.41125883,0.18266928,0.44833044,0.00011048,0.02239757,0.19037967,0.45802584,0.00193706,0.69163500
-4.79339670,1.40830918,0.18217590,0.45181617,0.00010818,0.02344221,0.19229196,0.45331594,0.00163368,0.69004181
-4.78739370,1.40449271,0.18184011,0.45481247,0.00010517,0.02459772,0.19436891,0.44807563,0.00136834,0.68825188
-4.78139070,1.39967525,0.18161520,0.45723524,0.00010152,0.02583193,0.19650992,0.44239702,0.00113839,0.68611734
-4.77538769,1.39372603,0.18145351,0.45899058,0.00009731,0.02711048,0.19861453,0.43639125,0.00094092,0.68348081
-4.76938469,1.38651608,0.18130670,0.45997575,0.00009262,0.02839783,0.20058405,0.43018416,0.00077291,0.68017645
-4.76338169,1.37791863,0.18112636,0.46008134,0.00008755,0.02965818,0.20232352,0.42391191,0.00063131,0.67603263
-4.75737869,1.36781184,0.18086474,0.45919469,0.00008220,0.03085654,0.20374372,0.41771669,0.00051316,0.67087598
-4.75137569,1.35608375,0.18047589,0.45720431,0.00007666,0.03195975,0.20476346,0.41174290,0.00041564,0.66453696
-4.74537269,1.34263931,0.17991699,0.45400515,0.00007103,0.03293750,0.20531190,0.40613389,0.00033610,0.65685642
-4.73936968,1.32740904,0.17914984,0.44950434,0.00006541,0.03376327,0.20533098,0.40102942,0.00027216,0.64769306
-4.73336668,1.31035875,0.17814254,0.44362713,0.00005989,0.03441518,0.20477765,0.39656378,0.00022165,0.63693115
-4.72736368,1.29149961,0.17687111,0.43632260,0.00005454,0.03487674,0.20362609,0.39286484,0.00018269,0.62448816
-4.72136068,1.27089779,0.17532105,0.42756873,0.00004945,0.03513743,0.20186941,0.39005359,0.00015367,0.61032172
-4.71535768,1.24868298,0.17348872,0.41737661,0.00004468,0.03519304,0.19952113,0.38824446,0.00013321,0.59443548
-4.70935468,1.22505500,0.17138248,0.40579342,0.00004029,0.03504592,0.19661601,0.38754595,0.00012021,0.57688354
-4.70335168,1.20028792,0.16902343,0.39290391,0.00003632,0.03470495,0.19321035,0.38806161,0.00011377,0.55777293
-4.69734867,1.17473120,0.16644577,0.37883044,0.00003282,0.03418530,0.18938162,0.38989099,0.00011320,0.53726422
-4.69134567,1.14880760,0.16369672,0.36373138,0.00002981,0.03350804,0.18522738,0.39313052,0.00011801,0.51556992
-4.68534267,1.12300765,0.16083595,0.34779799,0.00002731,0.03269953,0.18086361,0.39787399,0.00012784,0.49295084
-4.67933967,1.09788072,0.15793459,0.33124994,0.00002535,0.03179064,0.17642231,0.40421244,0.00014250,0.46971053
-4.67333667,1.07402300,0.15507377,0.31432966,0.00002393,0.03081590,0.17204859,0.41223338,0.00016187,0.44618808
-4.66733367,1.05206266,0.15234284,0.29729585,0.00002305,0.02981242,0.16789722,0.42201910,0.00018593,0.42274958
-4.66133067,1.03264266,0.14983714,0.28041633,0.00002272,0.02881894,0.16412884,0.43364409,0.00021472,0.39977855
-4.65532766,1.01640191,0.14765564,0.26396072,0.00002293,0.02787468,0.16090583,0.44717136,0.00024828,0.37766596
-4.64932466,1.00395528,0.14589824,0.24819311,0.00002367,0.02701828,0.15838811,0.46264803,0.00028668,0.35679996
-4.64332166,0.99587319,0.14466304,0.23336512,0.00002492,0.02628680,0.15672886,0.48009990,0.00032996,0.33755600
