energy_ev,total_up,C_s_up,C_p_up,Cu_p_up,Cu_d_up,S_s_up,S_p_up,Y_p_up,Y_d_up
-5.12356178,4.61036034,0.02369461,0.04759733,0.95529879,2.27897076,0.00530343,2.00516931,0.54876563,0.15371967
-5.11755878,4.88905758,0.02363476,0.04926738,1.02213163,2.41151574,0.00540343,2.13065895,0.58464829,0.16382498
-5.11155578,5.18738853,0.02384496,0.05085623,1.09253681,2.55560797,0.00553828,2.26431740,0.62368792,0.17418438
-5.10555278,5.50372298,0.02433142,0.05235627,1.16613857,2.71045395,0.00570693,2.40539232,0.66574073,0.18474232
-5.09954977,5.83600575,0.02509484,0.05376044,1.24247363,2.87503382,0.00590769,2.55294659,0.71059160,0.19543519
-5.09354677,6.18177864,0.02613039,0.05506218,1.32099181,3.04811843,0.00613827,2.70586678,0.75795316,0.20619162
-5.08754377,6.53821510,0.02742764,0.05625526,1.40105850,3.22829361,0.00639581,2.86287716,0.80746677,0.21693315
-5.08154077,6.90216798,0.02897070,0.05733368,1.48195935,3.41399134,0.00667699,3.02255932,0.85870553,0.22757519
-5.07553777,7.27022997,0.03073836,0.05829167,1.56290726,3.60352740,0.00697807,3.18337742,0.91117950,0.23802845
-5.06953477,7.63880607,0.03270445,0.05912368,1.64305184,3.79514456,0.00729504,3.34370868,0.96434329,0.24820065
-5.06353177,8.00419644,0.03483825,0.05982445,1.72149134,3.98706039,0.00762371,3.50187878,1.01760584,0.25799858
-5.05752876,8.36268806,0.03710503,0.06038914,1.79728725,4.17751818,0.00795985,3.65620116,1.07034252,0.26733056
-5.05152576,8.71065222,0.03946675,0.06081358,1.86948105,4.36483939,0.00829937,3.80501946,1.12190907,0.27610899
-5.04552276,9.04464522,0.04188288,0.06109446,1.93711338,4.54747557,0.00863842,3.94675166,1.17165730,0.28425320
-5.03951976,9.36150845,0.04431130,0.06122969,1.99924474,4.72405800,0.00897355,4.07993460,1.21895195,0.29169226
-5.03351676,9.65846424,0.04670933,0.06121868,2.05497775,4.89344258,0.00930191,4.20326715,1.26318827,0.29836779
-5.02751376,9.93320352,0.04903483,0.06106269,2.10347984,5.05474822,0.00962132,4.31565046,1.30380964,0.30423660
-5.02151076,10.18396121,0.05124727,0.06076513,2.14400611,5.20738649,0.00993044,4.41622354,1.34032472,0.30927295
-5.01550775,10.40957581,0.05330892,0.06033185,2.17592118,5.35108087,0.01022890,4.50439244,1.37232319,0.31347050
-5.00950475,10.60952981,0.05518589,0.05977132,2.19871946,5.48587433,0.01051733,4.57985171,1.39948971,0.31684362
-5.00350175,10.78396829,0.05684911,0.05909480,2.21204274,5.61212411,0.01079747,4.64259671,1.42161522,0.31942815
-4.99749875,10.93369394,0.05827524,0.05831633,2.21569448,5.73048333,0.01107218,4.69292600,1.43860523,0.32128140
-4.99149575,11.06013753,0.05944732,0.05745269,2.20964988,5.84186965,0.01134543,4.73143317,1.45048454,0.32248139
-4.98549275,11.16530412,0.06035528,0.05652318,2.19406126,5.94742166,0.01162227,4.75898806,1.45739818,0.32312529
-4.97948974,11.25169630,0.06099623,0.05554933,2.16925832,6.04844437,0.01190873,4.77670770,1.45960841,0.32332720
-4.97348674,11.32221694,0.06137445,0.05455445,2.13574292,6.14634579,0.01221175,4.78591798,1.45748787,0.32321505
-4.96748374,11.38005478,0.06150125,0.05356311,2.09417857,6.24256703,0.01253898,4.78810704,1.45150898,0.32292701
-4.96148074,11.42855749,0.06139442,0.05260054,2.04537480,6.33850874,0.01289862,4.78487244,1.44223007,0.32260730
-4.95547774,11.47109692,0.06107766,0.05169189,1.99026690,6.43545704,0.01329925,4.77786379,1.43027869,0.32240162
-4.94947474,11.51093235,0.06057967,0.05086159,1.92989171,6.53451222,0.01374955,4.76872338,1.41633272,0.32245245
-4.94347174,11.55107732,0.05993314,0.05013253,1.86536040,6.63652332,0.01425807,4.75902697,1.40109994,0.32289415
-4.93746873,11.59417570,0.05917365,0.04952539,1.79782914,6.74203168,0.01483302,4.75022718,1.38529685,0.32384838
-4.93146573,11.64239219,0.05833848,0.04905795,1.72846887,6.85122615,0.01548194,4.74360180,1.36962746,0.32541968
-4.92546273,11.69732191,0.05746539,0.04874448,1.65843517,6.96391199,0.01621151,4.74020894,1.35476278,0.32769162
-4.91945973,11.75992279,0.05659142,0.04859522,1.58883938,7.07949527,0.01702728,4.74085086,1.34132160,0.33072354
-4.91345673,11.83047349,0.05575187,0.04861605,1.52072200,7.19698340,0.01793344,4.74604767,1.32985335,0.33454809
-4.90745373,11.90855842,0.05497920,0.04880815,1.45502913,7.31500217,0.01893264,4.75602198,1.32082323,0.33916957
-4.90145073,11.99308020,0.05430223,0.04916798,1.39259289,7.43182873,0.02002580,4.77069471,1.31460037,0.34456319
-4.89544772,12.08229888,0.05374540,0.04968730,1.33411623,7.54543920,0.02121199,4.78969221,1.31144889,0.35067532
-4.88944472,12.17389608,0.05332828,0.05035331,1.28016249,7.65356918,0.02248834,4.81236412,1.31152250,0.35742466
-4.88344172,12.26506109,0.05306520,0.05114910,1.23115009,7.75378482,0.02385000,4.83781113,1.31486223,0.36470426
-4.87743872,12.35259560,0.05296508,0.05205402,1.18735208,7.84356165,0.02529017,4.86492139,1.32139774,0.37238447
-4.87143572,12.43303269,0.05303146,0.05304433,1.14890065,7.92036825,0.02680014,4.89241421,1.33095172,0.38031662
-4.86543272,12.50276574,0.05326264,0.05409389,1.11579602,7.98175161,0.02836949,4.91888936,1.34324751,0.38833725
-4.85942971,12.55818239,0.05365207,0.05517488,1.08791956,8.02542111,0.02998622,4.94288011,1.35791949,0.39627302
-4.85342671,12.59579903,0.05418872,0.05625868,1.06505025,8.04932822,0.03163707,4.96290836,1.37452602,0.40394582
-4.84742371,12.61239117,0.05485773,0.05731668,1.04688407,8.05173917,0.03330782,4.97753997,1.39256468,0.41117824
-4.84142071,12.60511573,0.05564101,0.05832114,1.03305547,8.03129830,0.03498371,4.98543857,1.41148915,0.41779902
-4.83541771,12.57162131,0.05651799,0.05924602,1.02316020,7.98708010,0.03664982,4.98541622,1.43072757,0.42364847
-4.82941471,12.51014335,0.05746640,0.06006775,1.01677857,7.91862858,0.03829159,4.97647959,1.44970165,0.42858363
-4.82341171,12.41958155,0.05846307,0.06076597,1.01349847,7.82598284,0.03989530,4.95787008,1.46784608,0.43248305
-4.81740870,12.29955743,0.05948473,0.06132414,1.01293718,7.70968845,0.04144859,4.92909702,1.48462775,0.43525108
-4.81140570,12.15045062,0.06050879,0.06173007,1.01476118,7.57079447,0.04294097,4.88996286,1.49956400,0.43682149
-4.80540270,11.97341298,0.06151409,0.06197631,1.01870330,7.41083656,0.04436428,4.84057966,1.51223949,0.43716032
-4.79939970,11.77036033,0.06248162,0.06206040,1.02457643,7.23180692,0.04571312,4.78137643,1.52232100,0.43626788
-4.79339670,11.54394195,0.06339507,0.06198501,1.03228315,7.03611211,0.04698523,4.71309691,1.52956970,0.43417984
-4.78739370,11.29748878,0.06424136,0.06175786,1.04182103,6.82652014,0.04818174,4.63678783,1.53385022,0.43096731
-4.78139070,11.03494144,0.06501104,0.06139155,1.05328303,6.60609846,0.04930734,4.55377777,1.53513641,0.42673581
-4.77538769,10.76075999,0.06569850,0.06090318,1.06685303,6.37814452,0.05037031,4.46564706,1.53351319,0.42162333
-4.76938469,10.47981748,0.06630209,0.06031383,1.08279655,6.14611085,0.05138239,4.37418930,1.52917445,0.41579724
-4.76338169,10.19728004,0.06682406,0.05964796,1.10144674,5.91352649,0.05235858,4.28136550,1.52241695,0.40945032
-4.75737869,9.91847629,0.06727034,0.05893255,1.12318632,5.68391680,0.05331668,4.18925181,1.51363030,0.40279580
-4.75137569,9.64875944,0.06765019,0.05819630,1.14842594,5.46072354,0.05427680,4.09998230,1.50328327,0.39606163
-4.74537269,9.39336555,0.06797562,0.05746857,1.17757989,5.24722704,0.05526063,4.01568816,1.49190688,0.38948417
-4.73936968,9.15727171,0.06826082,0.05677843,1.21103999,5.04647229,0.05629067,3.93843512,1.48007470,0.38330124
-4.73336668,8.94505776,0.06852134,0.05615360,1.24914895,4.86120049,0.05738934,3.87016077,1.46838120,0.37774499
-4.72736368,8.76077561,0.06877328,0.05561940,1.29217407,4.69378778,0.05857803,3.81261368,1.45741882,0.37303455
-4.72136068,8.60782965,0.06903241,0.05519779,1.34028274,4.54619221,0.05987609,3.76729617,1.44775455,0.36936892
-4.71535768,8.48887197,0.06931323,0.05490650,1.39352048,4.41991042,0.06129989,3.73541258,1.43990700,0.36692006
-4.70935468,8.40571552,0.06962819,0.05475822,1.45179295,4.31594471,0.06286183,3.71782466,1.43432485,0.36582669
-4.70335168,8.35926812,0.06998679,0.05476004,1.51485249,4.23478157,0.06456956,3.71501582,1.43136735,0.36618876
-4.69734867,8.34948967,0.07039498,0.05491300,1.58229002,4.17638191,0.06642519,3.72706541,1.43128787,0.36806302
-4.69134567,8.37537420,0.07085456,0.05521186,1.65353284,4.14018343,0.06842478,3.75363409,1.43422099,0.37145972
-4.68534267,8.43495799,0.07136281,0.05564514,1.72784840,4.12511522,0.07055792,3.79396123,1.44017376,0.37634063
-4.67933967,8.52535394,0.07191233,0.05619531,1.80435422,4.12962413,0.07280755,3.84687436,1.44902146,0.38261859
-4.67333667,8.64281177,0.07249102,0.05683927,1.88203361,4.15171256,0.07515007,3.91081104,1.46050811,0.39015844
-4.66733367,8.78280284,0.07308229,0.05754900,1.95975662,4.18898690,0.07755561,3.98385241,1.47425161,0.39877966
-4.66133067,8.94012748,0.07366552,0.05829244,2.03630567,4.23871534,0.07998852,4.06376788,1.48975365,0.40826033
-4.65532766,9.10904213,0.07421664,0.05903449,2.11040494,4.29789397,0.08240821,4.14806954,1.50641364,0.41834264
-4.64932466,9.28340282,0.07470889,0.05973815,2.18075242,4.36331942,0.08476999,4.23407505,1.52354655,0.42873957
-4.64332166,9.45682092,0.07511372,0.06036578,2.24605364,4.43166632,0.08702631,4.31897691,1.54040382,0.43914267
