energy_ev,total_up,Si_p_up,Si_d_up,Te_p_up,Te_d_up,Ti_p_up,Ti_d_up
-6.00000000,3.97939122,0.55382716,0.00000000,2.23914425,0.00000000,1.02577510,0.45690583
-5.99399700,3.77111908,0.52614722,0.00000000,2.11981944,0.00000000,0.97288597,0.43598967
-5.98799400,3.56358281,0.49827456,0.00000000,2.00085611,0.00000000,0.92038658,0.41546010
-5.98199100,3.35870188,0.47035822,0.00000000,1.88348138,0.00000000,0.86873683,0.39546964
-5.97598799,3.15828706,0.44254420,0.00000000,1.76884949,0.00000000,0.81837404,0.37616206
-5.96998499,2.96401682,0.41497497,0.00000000,1.65802539,0.00000000,0.76970696,0.35767064
-5.96398199,2.77741452,0.38778861,0.00000000,1.55196943,0.00000000,0.72310972,0.34011614
-5.95797899,2.59982707,0.36111793,0.00000000,1.45152322,0.00000000,0.67891595,0.32360471
-5.95197599,2.43240552,0.33508942,0.00000000,1.35739723,0.00000000,0.63741321,0.30822561
-5.94597299,2.27608834,0.30982206,0.00000000,1.27016050,0.00000000,0.59883814,0.29404910
-5.93996998,2.13158824,0.28542617,0.00000000,1.19023282,0.00000000,0.56337236,0.28112438
-5.93396698,1.99938326,0.26200226,0.00000000,1.11788007,0.00000000,0.53113964,0.26947797
-5.92796398,1.87971295,0.23964004,0.00000000,1.05321288,0.00000000,0.50220443,0.25911247
-5.92196098,1.77258024,0.21841756,0.00000000,0.99618910,0.00000000,0.47657205,0.25000598
-5.91595798,1.67775938,0.19840063,0.00000000,0.94662016,0.00000000,0.45419056,0.24211219
-5.90995498,1.59481020,0.17964253,0.00000000,0.90418150,0.00000000,0.43495453,0.23536133
-5.90395198,1.52309849,0.16218401,0.00000000,0.86842675,0.00000000,0.41871052,0.22966188
-5.89794897,1.46182217,0.14605362,0.00000000,0.83880552,0.00000000,0.40526432,0.22490319
-5.89194597,1.41004250,0.13126833,0.00000000,0.81468420,0.00000000,0.39438951,0.22095883
-5.88594297,1.36671925,0.11783448,0.00000000,0.79536913,0.00000000,0.38583722,0.21769062
-5.87993997,1.33074867,0.10574887,0.00000000,0.78013132,0.00000000,0.37934661,0.21495327
-5.87393697,1.30100276,0.09500004,0.00000000,0.76823174,0.00000000,0.37465561,0.21259925
-5.86793397,1.27636817,0.08556964,0.00000000,0.75894633,0.00000000,0.37151142,0.21048390
-5.86193097,1.25578330,0.07743379,0.00000000,0.75158947,0.00000000,0.36968033,0.20847045
-5.85592796,1.23827184,0.07056432,0.00000000,0.74553524,0.00000000,0.36895630,0.20643467
-5.84992496,1.22297143,0.06492996,0.00000000,0.74023530,0.00000000,0.36916786,0.20426903
-5.84392196,1.20915613,0.06049719,0.00000000,0.73523286,0.00000000,0.37018297,0.20188612
-5.83791896,1.19625183,0.05723089,0.00000000,0.73017202,0.00000000,0.37191160,0.19922121
-5.83191596,1.18384408,0.05509474,0.00000000,0.72480225,0.00000000,0.37430581,0.19623372
-5.82591296,1.17167798,0.05405125,0.00000000,0.71897789,0.00000000,0.37735727,0.19290775
-5.81990995,1.15965050,0.05406152,0.00000000,0.71265276,0.00000000,0.38109246,0.18925148
-5.81390695,1.14779588,0.05508486,0.00000000,0.70587041,0.00000000,0.38556572,0.18529560
-5.80790395,1.13626501,0.05707813,0.00000000,0.69875045,0.00000000,0.39085051,0.18109087
-5.80190095,1.12530021,0.05999507,0.00000000,0.69147210,0.00000000,0.39702946,0.17670500
-5.79589795,1.11520704,0.06378568,0.00000000,0.68425561,0.00000000,0.40418375,0.17221903
-5.78989495,1.10632486,0.06839568,0.00000000,0.67734291,0.00000000,0.41238252,0.16772350
-5.78389195,1.09899800,0.07376631,0.00000000,0.67097850,0.00000000,0.42167295,0.16331463
-5.77788894,1.09354933,0.07983452,0.00000000,0.66539172,0.00000000,0.43207173,0.15909077
-5.77188594,1.09025807,0.08653363,0.00000000,0.66078146,0.00000000,0.44355851,0.15514941
-5.76588294,1.08934298,0.09379459,0.00000000,0.65730415,0.00000000,0.45607181,0.15158484
-5.75987994,1.09095234,0.10154789,0.00000000,0.65506580,0.00000000,0.46950786,0.14848678
-5.75387694,1.09516130,0.10972617,0.00000000,0.65411847,0.00000000,0.48372261,0.14593996
-5.74787394,1.10197683,0.11826737,0.00000000,0.65446145,0.00000000,0.49853685,0.14402467
-5.74187094,1.11135016,0.12711852,0.00000000,0.65604697,0.00000000,0.51374447,0.14281842
-5.73586793,1.12319606,0.13623998,0.00000000,0.65879027,0.00000000,0.52912337,0.14239834
-5.72986493,1.13741777,0.14560982,0.00000000,0.66258323,0.00000000,0.54444869,0.14284446
-5.72386193,1.15393607,0.15522835,0.00000000,0.66731086,0.00000000,0.55950753,0.14424328
-5.71785893,1.17272078,0.16512234,0.00000000,0.67286961,0.00000000,0.57411453,0.14669177
-5.71185593,1.19382260,0.17534875,0.00000000,0.67918646,0.00000000,0.58812725,0.15030106
-5.70585293,1.21740316,0.18599767,0.00000000,0.68623735,0.00000000,0.60146063,0.15519981
-5.69984992,1.24376100,0.19719404,0.00000000,0.69406414,0.00000000,0.61409948,0.16153679
-5.69384692,1.27335176,0.20909810,0.00000000,0.70278860,0.00000000,0.62610823,0.16948234
-5.68784392,1.30680045,0.22190411,0.00000000,0.71262267,0.00000000,0.63763714,0.17922846
-5.68184092,1.34490458,0.23583731,0.00000000,0.72387406,0.00000000,0.64892447,0.19098734
-5.67583792,1.38862701,0.25114901,0.00000000,0.73694656,0.00000000,0.66029419,0.20498808
-5.66983492,1.43907799,0.26810970,0.00000000,0.75233483,0.00000000,0.67214900,0.22147168
-5.66383192,1.49748650,0.28700036,0.00000000,0.77061339,0.00000000,0.68495884,0.24068411
-5.65782891,1.56516123,0.30810219,0.00000000,0.79242014,0.00000000,0.69924506,0.26286783
-5.65182591,1.64344256,0.33168493,0.00000000,0.81843491,0.00000000,0.71556091,0.28825175
-5.64582291,1.73364697,0.35799435,0.00000000,0.84935359,0.00000000,0.73446894,0.31704020
-5.63981991,1.83700602,0.38723922,0.00000000,0.88585896,0.00000000,0.75651639,0.34940109
-5.63381691,1.95460243,0.41957841,0.00000000,0.92858927,0.00000000,0.78220939,0.38545392
-5.62781391,2.08730574,0.45510872,0.00000000,0.97810584,0.00000000,0.81198737,0.42525809
-5.62181091,2.23571074,0.49385394,0.00000000,1.03486104,0.00000000,0.84619854,0.46880219
-5.61580790,2.40008125,0.53575588,0.00000000,1.09916809,0.00000000,0.88507785,0.51599465
-5.60980490,2.58030218,0.58066776,0.00000000,1.17117388,0.00000000,0.92872830,0.56665661
-5.60380190,2.77584238,0.62835047,0.00000000,1.25083634,0.00000000,0.97710660,0.62051716
-5.59779890,2.98573045,0.67847207,0.00000000,1.33790724,0.00000000,1.03001402,0.67721164
-5.59179590,3.20854518,0.73061067,0.00000000,1.43192157,0.00000000,1.08709286,0.73628318
-5.58579290,3.44242180,0.78426077,0.00000000,1.53219417,0.00000000,1.14782894,0.79718757
-5.57978989,3.68507456,0.83884295,0.00000000,1.63782404,0.00000000,1.21156023,0.85930168
-5.57378689,3.93383541,0.89371658,0.00000000,1.74770666,0.00000000,1.27749132,0.92193505
-5.56778389,4.18570813,0.94819518,0.00000000,1.86055411,0.00000000,1.34471349,0.98434455
-5.56178089,4.43743625,1.00156389,0.00000000,1.97492261,0.00000000,1.41222955,1.04575152
-5.55577789,4.68558279,1.05309819,0.00000000,2.08924684,0.00000000,1.47898266,1.10536093
-5.54977489,4.92661921,1.10208343,0.00000000,2.20187996,0.00000000,1.54388822,1.16238174
-5.54377189,5.15702054,1.14783409,0.00000000,2.31113821,0.00000000,1.60586741,1.21604784
-5.53776888,5.37336325,1.18971216,0.00000000,2.41534855,0.00000000,1.66388148,1.26563866
-5.53176588,5.57242266,1.22714393,0.00000000,2.51289778,0.00000000,1.71696522,1.31049875
-5.52576288,5.75126599,1.25963442,0.00000000,2.60228135,0.00000000,1.76425860,1.35005550
-5.51975988,5.90733796,1.28677911,0.00000000,2.68215025,0.00000000,1.80503536,1.38383432
-5.51375688,6.03853573,1.30827235,0.00000000,2.75135404,0.00000000,1.83872734,1.41147077
-5.50775388,6.14327040,1.32391245,0.00000000,2.80897850,0.00000000,1.86494398,1.43271918
-5.50175088,6.22051285,1.33360334,0.00000000,2.85437638,0.00000000,1.88348590,1.44745738
-5.49574787,6.26982241,1.33735268,0.00000000,2.88719006,0.00000000,1.89435249,1.45568757
-5.48974487,6.29135715,1.33526705,0.00000000,2.90736498,0.00000000,1.89774282,1.45753333
-5.48374187,6.28586572,1.32754423,0.00000000,2.91515341,0.00000000,1.89405018,1.45323287
-5.47773887,6.25466098,1.31446323,0.00000000,2.91110812,0.00000000,1.88385027,1.44312909
-5.47173587,6.19957651,1.29637263,0.00000000,2.89606619,0.00000000,1.86788355,1.42765668
-5.46573287,6.12290769,1.27367761,0.00000000,2.87112326,0.00000000,1.84703224,1.40732705
-5.45972986,6.02733954,1.24682657,0.00000000,2.83759933,0.00000000,1.82229288,1.38271160
-5.45372686,5.91586397,1.21629751,0.00000000,2.79699706,0.00000000,1.79474537,1.35442406
-5.44772386,5.79168942,1.18258508,0.00000000,2.75095427,0.00000000,1.76551943,1.32310257
-5.44172086,5.65814608,1.14618834,0.00000000,2.70119218,0.00000000,1.73575964,1.28939215
-5.43571786,5.51859006,1.10759996,0.00000000,2.64946141,0.00000000,1.70659022,1.25392814
-5.42971486,5.37630973,1.06729678,0.00000000,2.59748772,0.00000000,1.67908071,1.21732124
-5.42371186,5.23443727,1.02573209,0.00000000,2.54691933,0.00000000,1.65421349,1.18014440
-5.41770885,5.09586858,0.98332971,0.00000000,2.49927806,0.00000000,1.63285445,1.14292202
-5.41170585,4.96319374,0.94047967,0.00000000,2.45591568,0.00000000,1.61572749,1.10612172
-5.40570285,4.83864044,0.89753557,0.00000000,2.41797743,0.00000000,1.60339383,1.07014859
-5.39969985,4.72403172,0.85481346,0.00000000,2.38637377,0.00000000,1.59623674,1.03534215
-5.39369685,4.62075927,0.81259187,0.00000000,2.36176137,0.00000000,1.59445221,1.00197575
-5.38769385,4.52977278,0.77111306,0.00000000,2.34453404,0.00000000,1.59804585,0.97025828
-5.38169085,4.45158509,0.73058496,0.00000000,2.33482371,0.00000000,1.60683619,0.94033804
-5.37568784,4.38629265,0.69118382,0.00000000,2.33251131,0.00000000,1.62046424,0.91230822
-5.36968484,4.33360999,0.65305717,0.00000000,2.33724697,0.00000000,1.63840902,0.88621386
-5.36368184,4.29291648,0.61632709,0.00000000,2.34847847,0.00000000,1.66000853,0.86205976
-5.35767884,4.26331316,0.58109342,0.00000000,2.36548673,0.00000000,1.68448550,0.83981903
-5.35167584,4.24368726,0.54743705,0.00000000,2.38742663,0.00000000,1.71097688,0.81944185
-5.34567284,4.23278130,0.51542299,0.00000000,2.41337134,0.00000000,1.73856616,0.80086402
-5.33966983,4.22926410,0.48510323,0.00000000,2.44235814,0.00000000,1.76631718,0.78401503
-5.33366683,4.23180048,0.45651951,0.00000000,2.47343365,0.00000000,1.79330821,0.76882534
-5.32766383,4.23911670,0.42970574,0.00000000,2.50569650,0.00000000,1.81866502,0.75523247
-5.32166083,4.25005908,0.40469035,0.00000000,2.53833538,0.00000000,1.84159158,0.74318589
-5.31565783,4.26364317,0.38149843,0.00000000,2.57066102,0.00000000,1.86139720,0.73265045
-5.30965483,4.27909176,0.36015362,0.00000000,2.60213047,0.00000000,1.87751909,0.72360821
-5.30365183,4.29586012,0.34068007,0.00000000,2.63236293,0.00000000,1.88953938,0.71605887
-5.29764882,4.31364796,0.32310402,0.00000000,2.66114641,0.00000000,1.89719610,0.71001865
-5.29164582,4.33239769,0.30745540,0.00000000,2.68843526,0.00000000,1.90038757,0.70551784
-5.28564282,4.35227978,0.29376914,0.00000000,2.71433888,0.00000000,1.89917037,0.70259725
-5.27963982,4.37366629,0.28208627,0.00000000,2.73910256,0.00000000,1.89375098,0.70130376
-5.27363682,4.39709424,0.27245467,0.00000000,2.76308152,0.00000000,1.88447157,0.70168520
-5.26763382,4.42322117,0.26492946,0.00000000,2.78670996,0.00000000,1.87179094,0.70378505
-5.26163082,4.45277515,0.25957290,0.00000000,2.81046662,0.00000000,1.85626136,0.70763707
-5.25562781,4.48650216,0.25645371,0.00000000,2.83483902,0.00000000,1.83850252,0.71326034
-5.24962481,4.52511336,0.25564581,0.00000000,2.86028808,0.00000000,1.81917393,0.72065493
-5.24362181,4.56923476,0.25722632,0.00000000,2.88721501,0.00000000,1.79894684,0.72979835
-5.23761881,4.61936173,0.26127289,0.00000000,2.91593206,0.00000000,1.77847699,0.74064322
-5.23161581,4.67582003,0.26786026,0.00000000,2.94663830,0.00000000,1.75837914,0.75311590
-5.22561281,4.73873483,0.27705615,0.00000000,2.97940155,0.00000000,1.73920457,0.76711640
-5.21960980,4.80800857,0.28891657,0.00000000,3.01414675,0.00000000,1.72142192,0.78251945
-5.21360680,4.88330807,0.30348053,0.00000000,3.05065115,0.00000000,1.70540224,0.79917641
-5.20760380,4.96406068,0.32076451,0.00000000,3.08854597,0.00000000,1.69140832,0.81691815
-5.20160080,5.04945894,0.34075666,0.00000000,3.12732405,0.00000000,1.67958850,0.83555838
-5.19559780,5.13847298,0.36341111,0.00000000,3.16635269,0.00000000,1.66997487,0.85489734
-5.18959480,5.22986943,0.38864260,0.00000000,3.20489077,0.00000000,1.66248552,0.87472547
-5.18359180,5.32223576,0.41632170,0.00000000,3.24210907,0.00000000,1.65693058,0.89482689
-5.17758879,5.41400877,0.44627082,0.00000000,3.27711279,0.00000000,1.65302146,0.91498245
-5.17158579,5.50350613,0.47826146,0.00000000,3.30896531,0.00000000,1.65038286,0.93497214
-5.16558279,5.58896004,0.51201272,0.00000000,3.33671215,0.00000000,1.64856696,0.95457688
-5.15957979,5.66855200,0.54719146,0.00000000,3.35940470,0.00000000,1.64706910,0.97357954
