energy_ev,total_up,C_s_up,C_p_up,Cu_p_up,Cu_d_up,Te_p_up,Te_d_up
-5.78989495,3.33644343,0.01766310,0.60151495,1.01284031,1.42618202,0.68225029,0.00000000
-5.78389195,3.57562333,0.01920958,0.63668677,1.09306435,1.51674321,0.75433114,0.00000000
-5.77788894,3.81920420,0.02084499,0.67096000,1.17616336,1.60666476,0.83211792,0.00000000
-5.77188594,4.06616209,0.02256988,0.70407875,1.26172337,1.69551857,0.91554205,0.00000000
-5.76588294,4.31555120,0.02438519,0.73582737,1.34934729,1.78294819,1.00448397,0.00000000
-5.75987994,4.56649703,0.02629189,0.76603426,1.43865313,1.86867186,1.09875934,0.00000000
-5.75387694,4.81818243,0.02829066,0.79457383,1.52927051,1.95248114,1.19810547,0.00000000
-5.74787394,5.06982658,0.03038142,0.82136632,1.62083533,2.03423489,1.30216846,0.00000000
-5.74187094,5.32065800,0.03256287,0.84637542,1.71298295,2.11384896,1.41049171,0.00000000
-5.73586793,5.56988280,0.03483200,0.86960387,1.80533983,2.19128180,1.52250632,0.00000000
-5.72986493,5.81665026,0.03718356,0.89108717,1.89751444,2.26651703,1.63752430,0.00000000
-5.72386193,6.06001799,0.03960960,0.91088573,1.98908775,2.33954363,1.75473498,0.00000000
-5.71785893,6.29891948,0.04209902,0.92907600,2.07960414,2.41033536,1.87320562,0.00000000
-5.71185593,6.53213677,0.04463726,0.94574096,2.16856368,2.47883034,1.99188644,0.00000000
-5.70585293,6.75828094,0.04720610,0.96096063,2.25541634,2.54491255,2.10962088,0.00000000
-5.69984992,6.97578314,0.04978357,0.97480321,2.33955932,2.60839628,2.22516106,0.00000000
-5.69384692,7.18289800,0.05234406,0.98731724,2.42033792,2.66901496,2.33718870,0.00000000
-5.68784392,7.37772091,0.05485865,0.99852551,2.49705086,2.72641523,2.44434117,0.00000000
-5.68184092,7.55821985,0.05729552,1.00842089,2.56896012,2.78015702,2.54524229,0.00000000
-5.67583792,7.72228151,0.05962066,1.01696458,2.63530570,2.82971997,2.63853708,0.00000000
-5.66983492,7.86777049,0.06179864,1.02408674,2.69532489,2.87451611,2.72292938,0.00000000
-5.66383192,7.99259958,0.06379358,1.02968957,2.74827579,2.91390856,2.79722114,0.00000000
-5.65782891,8.09480815,0.06557016,1.03365276,2.79346401,2.94723521,2.86035181,0.00000000
-5.65182591,8.17264509,0.06709476,1.03584083,2.83027170,2.97383649,2.91143628,0.00000000
-5.64582291,8.22465215,0.06833647,1.03611210,2.85818741,2.99308572,2.94979955,0.00000000
-5.63981991,8.24974333,0.06926822,1.03432869,2.87683536,3.00442053,2.97500652,0.00000000
-5.63381691,8.24727585,0.06986768,1.03036698,2.88600241,3.00737361,2.98688535,0.00000000
-5.62781391,8.21710861,0.07011809,1.02412791,2.88566129,3.00160126,2.98554294,0.00000000
-5.62181091,8.15964435,0.07000886,1.01554652,2.87598829,2.98690801,2.97137147,0.00000000
-5.61580790,8.07585263,0.06953606,1.00460018,2.85737435,2.96326607,2.94504534,0.00000000
-5.60980490,7.96727151,0.06870253,0.99131497,2.83042826,2.93082843,2.90750808,0.00000000
-5.60380190,7.83598701,0.06751795,0.97576989,2.79597130,2.88993487,2.85994949,0.00000000
-5.59779890,7.68459027,0.06599848,0.95809858,2.75502307,2.84111042,2.80377350,0.00000000
-5.59179590,7.51611387,0.06416635,0.93848845,2.70877841,2.78505628,2.74055791,0.00000000
-5.58579290,7.33394932,0.06204919,0.91717724,2.65857614,2.72263352,2.67200723,0.00000000
-5.57978989,7.14174910,0.05967914,0.89444713,2.60586046,2.65484029,2.59990063,0.00000000
-5.57378689,6.94331722,0.05709201,0.87061673,2.55213636,2.58278348,2.52603681,0.00000000
-5.56778389,6.74249268,0.05432618,0.84603128,2.49892082,2.50764622,2.45217803,0.00000000
-5.56178089,6.54303091,0.05142158,0.82105153,2.44769157,2.43065247,2.37999547,0.00000000
-5.55577789,6.34848795,0.04841860,0.79604197,2.39983560,2.35303049,2.31101802,0.00000000
-5.54977489,6.16211224,0.04535714,0.77135869,2.35659962,2.27597652,2.24658649,0.00000000
-5.54377189,5.98674837,0.04227563,0.74733782,2.31904438,2.20062044,2.18781499,0.00000000
-5.53776888,5.82475660,0.03921024,0.72428476,2.28800505,2.12799461,2.13556074,0.00000000
-5.53176588,5.67795125,0.03619415,0.70246486,2.26405925,2.05900729,2.09040343,0.00000000
-5.52576288,5.54756007,0.03325703,0.68209600,2.24750428,1.99442160,2.05263465,0.00000000
-5.51975988,5.43420599,0.03042459,0.66334325,2.23834446,1.93484077,2.02225763,0.00000000
-5.51375688,5.33791141,0.02771836,0.64631600,2.23628941,1.88070006,1.99899689,0.00000000
-5.50775388,5.25812448,0.02515557,0.63106749,2.24076326,1.83226564,1.98231738,0.00000000
-5.50175088,5.19376583,0.02274913,0.61759691,2.25092470,1.78964016,1.97145189,0.00000000
-5.49574787,5.14329344,0.02050782,0.60585376,2.26569699,1.75277463,1.96543574,0.00000000
-5.48974487,5.10478257,0.01843651,0.59574427,2.28380686,1.72148586,1.96314692,0.00000000
-5.48374187,5.07601740,0.01653649,0.58713967,2.30383090,1.69547860,1.96335044,0.00000000
-5.47773887,5.05459041,0.01480585,0.57988564,2.32424739,1.67437123,1.96474479,0.00000000
-5.47173587,5.03800540,0.01323996,0.57381272,2.34349177,1.65772381,1.96600909,0.00000000
-5.46573287,5.02378019,0.01183186,0.56874699,2.36001356,1.64506717,1.96584903,0.00000000
-5.45972986,5.00954505,0.01057282,0.56452062,2.37233236,1.63593186,1.96304023,0.00000000
-5.45372686,4.99313328,0.00945274,0.56098175,2.37909115,1.62987561,1.95646752,0.00000000
-5.44772386,4.97266085,0.00846059,0.55800330,2.37910454,1.62650835,1.94515896,0.00000000
-5.44172086,4.94659257,0.00758489,0.55549035,2.37140063,1.62551376,1.92831385,0.00000000
-5.43571786,4.91379296,0.00681400,0.55338580,2.35525478,1.62666667,1.90532381,0.00000000
-5.42971486,4.87356076,0.00613649,0.55167419,2.33021450,1.62984587,1.87578683,0.00000000
-5.42371186,4.82564666,0.00554138,0.55038358,2.29611469,1.63504205,1.83951402,0.00000000
-5.41770885,4.77025474,0.00501839,0.54958557,2.25308324,1.64236097,1.79652931,0.00000000
-5.41170585,4.70802854,0.00455810,0.54939363,2.20153699,1.65202202,1.74706252,0.00000000
-5.40570285,4.64002362,0.00415202,0.54995989,2.14216893,1.66435269,1.69153645,0.00000000
-5.39969985,4.56766839,0.00379274,0.55147079,2.07592739,1.67977956,1.63054883,0.00000000
-5.39369685,4.49271595,0.00347387,0.55414186,2.00398858,1.69881644,1.56485003,0.00000000
-5.38769385,4.41718923,0.00319010,0.55821190,1.92772381,1.72205053,1.49531757,0.00000000
-5.38169085,4.34332199,0.00293711,0.56393706,1.84866286,1.75012712,1.42292855,0.00000000
-5.37568784,4.27349817,0.00271154,0.57158485,1.76845507,1.78373369,1.34873097,0.00000000
-5.36968484,4.21019149,0.00251086,0.58142846,1.68882948,1.82358382,1.27381497,0.00000000
-5.36368184,4.15590707,0.00233333,0.59374147,1.61155541,1.87040119,1.19928478,0.00000000
-5.35767884,4.11312618,0.00217782,0.60879295,1.53840440,1.92490408,1.12623221,0.00000000
-5.35167584,4.08425503,0.00204377,0.62684297,1.47111446,1.98779024,1.05571223,0.00000000
-5.34567284,4.07157769,0.00193099,0.64813841,1.41135732,2.05972207,0.98872104,0.00000000
-5.33966983,4.07721321,0.00183961,0.67290893,1.36070876,2.14131204,0.92617693,0.00000000
-5.33366683,4.10307662,0.00176996,0.70136285,1.32062254,2.23310792,0.86890406,0.00000000
-5.32766383,4.15084331,0.00172242,0.73368297,1.29240767,2.33557783,0.81761913,0.00000000
-5.32166083,4.22191621,0.00169738,0.77002198,1.27720905,2.44909490,0.77292088,0.00000000
-5.31565783,4.31739575,0.00169511,0.81049760,1.27599124,2.57392170,0.73528225,0.00000000
-5.30965483,4.43805224,0.00171570,0.85518731,1.28952528,2.71019453,0.70504503,0.00000000
-5.30365183,4.58430114,0.00175898,0.90412301,1.31837834,2.85790836,0.68241673,0.00000000
-5.29764882,4.75618187,0.00182447,0.95728557,1.36290626,3.01690292,0.66746970,0.00000000
-5.29164582,4.95334118,0.00191133,1.01459991,1.42324892,3.18685098,0.66014206,0.00000000
-5.28564282,5.17502255,0.00201834,1.07593074,1.49932872,3.36724999,0.66024074,0.00000000
-5.27963982,5.42006311,0.00214386,1.14107955,1.59085225,3.55741816,0.66744620,0.00000000
-5.27363682,5.68689978,0.00228585,1.20978331,1.69731545,3.75649608,0.68131923,0.00000000
-5.26763382,5.97358608,0.00244189,1.28171522,1.81801251,3.96345496,0.70130953,0.00000000
-5.26163082,6.27782073,0.00260917,1.35648782,1.95204862,4.17711200,0.72676630,0.00000000
-5.25562781,6.59698868,0.00278459,1.43365874,2.09835660,4.39615323,0.75695084,0.00000000
-5.24962481,6.92821431,0.00296481,1.51273901,2.25571727,4.61916352,0.79105102,0.00000000
-5.24362181,7.26842594,0.00314628,1.59320372,2.42278321,4.84466292,0.82819756,0.00000000
-5.23761881,7.61442969,0.00332540,1.67450482,2.59810513,5.07114787,0.86748199,0.00000000
-5.23161581,7.96299004,0.00349859,1.75608517,2.78016030,5.29713544,0.90797585,0.00000000
-5.22561281,8.31091338,0.00366237,1.83739341,2.96738172,5.52120796,0.94875079,0.00000000
-5.21960980,8.65513069,0.00381354,1.91789854,3.15818692,5.74205546,0.98889910,0.00000000
-5.21360680,8.99277461,0.00394923,1.99710330,3.35100519,5.95851290,1.02755403,0.00000000
-5.20760380,9.32124667,0.00406702,2.07455550,3.54430186,6.16958940,1.06390930,0.00000000
-5.20160080,9.63827041,0.00416508,2.14985634,3.73659864,6.37448687,1.09723711,0.00000000
-5.19559780,9.94192683,0.00424219,2.22266506,3.92648884,6.57260618,1.12690412,0.00000000
-5.18959480,10.23066967,0.00429786,2.29269939,4.11264710,6.76353941,1.15238471,0.00000000
-5.18359180,10.50331924,0.00433235,2.35973167,4.29383326,6.94704790,1.17327117,0.00000000
-5.17758879,10.75903466,0.00434672,2.42358067,4.46889037,7.12302676,1.18928029,0.00000000
-5.17158579,10.99726628,0.00434279,2.48409969,4.63673774,7.29145731,1.20025633,0.00000000
-5.16558279,11.21769107,0.00432317,2.54116145,4.79635965,7.45235029,1.20617018,0.00000000
-5.15957979,11.42013525,0.00429115,2.59464108,4.94679135,7.60568305,1.20711478,0.00000000
-5.15357679,11.60448944,0.00425069,2.64439829,5.08710371,7.75133510,1.20329721,0.00000000
-5.14757379,11.77062232,0.00420625,2.69026003,5.21638836,7.88902631,1.19502757,0.00000000
-5.14157079,11.91829891,0.00416275,2.73200530,5.33374511,8.01826250,1.18270542,0.00000000
-5.13556778,12.04710961,0.00412536,2.76935307,5.43827308,8.13829266,1.16680401,0.00000000
-5.12956478,12.15641553,0.00409940,2.80195489,5.52906713,8.24808176,1.14785324,0.00000000
-5.12356178,12.24531437,0.00409016,2.82939271,5.60522054,8.34630196,1.12642167,0.00000000
-5.11755878,12.31263028,0.00410273,2.85118274,5.66583435,8.43134419,1.10309844,0.00000000
-5.11155578,12.35692903,0.00414186,2.86678548,5.71003362,8.50135076,1.07847539,0.00000000
-5.10555278,12.37655856,0.00421173,2.87562154,5.73698996,8.55426825,1.05313025,0.00000000
-5.09954977,12.36971302,0.00431586,2.87709287,5.74594946,8.58791877,1.02761103,0.00000000
-5.09354677,12.33451702,0.00445694,2.87060822,5.73626447,8.60008626,1.00242220,0.00000000
-5.08754377,12.26912536,0.00463670,2.85561149,5.70742753,8.58861379,0.97801292,0.00000000
-5.08154077,12.17183252,0.00485581,2.83161165,5.65910546,8.55150662,0.95476757,0.00000000
-5.07553777,12.04118557,0.00511380,2.79821233,5.59117138,8.48703588,0.93299883,0.00000000
-5.06953477,11.87609401,0.00540904,2.75513946,5.50373275,8.39383696,0.91294329,0.00000000
-5.06353177,11.67593015,0.00573871,2.70226544,5.39715353,8.27099757,0.89475992,0.00000000
-5.05752876,11.44061427,0.00609885,2.63962832,5.27206878,8.11813061,0.87853117,0.00000000
-5.05152576,11.17068001,0.00648443,2.56744492,5.12939085,7.93542780,0.86426680,0.00000000
-5.04552276,10.86731611,0.00688947,2.48611700,4.97030619,7.72369140,0.85191026,0.00000000
-5.03951976,10.53238273,0.00730720,2.39623023,4.79626284,7.48434223,0.84134756,0.00000000
-5.03351676,10.16840135,0.00773025,2.29854576,4.60894896,7.21940359,0.83241815,0.00000000
-5.02751376,9.77851914,0.00815088,2.19398493,4.41026307,6.93146210,0.82492767,0.00000000
-5.02151076,9.36644989,0.00856125,2.08360777,4.20227755,6.62360734,0.81866198,0.00000000
-5.01550775,8.93639436,0.00895368,1.96858641,3.98719666,6.29935338,0.81340209,0.00000000
-5.00950475,8.49294449,0.00932091,1.85017461,3.76731112,5.96254607,0.80893922,0.00000000
-5.00350175,8.04097554,0.00965643,1.72967494,3.54495092,5.61726030,0.80508952,0.00000000
-4.99749875,7.58553132,0.00995470,1.60840502,3.32243846,5.26769203,0.80170763,0.00000000
-4.99149575,7.13170712,0.01021141,1.48766426,3.10204355,4.91804946,0.79869855,0.00000000
-4.98549275,6.68453487,0.01042364,1.36870268,2.88594197,4.57244783,0.79602705,0.00000000
-4.97948974,6.24887446,0.01059009,1.25269263,2.67617888,4.23481169,0.79372412,0.00000000
-4.97348674,5.82931466,0.01071110,1.14070478,2.47463790,3.90878788,0.79189011,0.00000000
-4.96748374,5.43008613,0.01078873,1.03368876,2.28301667,3.59767171,0.79069407,0.00000000
-4.96148074,5.05498837,0.01082672,0.93245900,2.10280901,3.30434811,0.79036935,0.00000000
-4.95547774,4.70733161,0.01083044,0.83768598,1.93529374,3.03124859,0.79120550,0.00000000
-4.94947474,4.38989401,0.01080669,0.74989256,1.78152977,2.78032421,0.79353660,0.00000000
-4.94347174,4.10489387,0.01076355,0.66945530,1.64235697,2.55303402,0.79772667,0.00000000
-4.93746873,3.85397609,0.01071012,0.59660998,1.51840192,2.35034786,0.80415269,0.00000000
-4.93146573,3.63821178,0.01065625,0.53146078,1.41008786,2.17276200,0.81318601,0.00000000
-4.92546273,3.45810965,0.01061225,0.47399231,1.31764771,2.02032573,0.82517308,0.00000000
-4.91945973,3.31363758,0.01058858,0.42408361,1.24113927,1.89267687,0.84041639,0.00000000
-4.91345673,3.20425301,0.01059552,0.38152336,1.18046163,1.78908414,0.85915657,0.00000000
-4.90745373,3.12894035,0.01064293,0.34602550,1.13537201,1.70849422,0.88155658,0.00000000
-4.90145073,3.08625423,0.01073995,0.31724459,1.10550204,1.64958165,0.90768873,0.00000000
-4.89544772,3.07436704,0.01089474,0.29479028,1.09037312,1.61079972,0.93752522,0.00000000
-4.88944472,3.09111948,0.01111432,0.27824047,1.08941005,1.59043087,0.97093272,0.00000000
-4.88344172,3.13407317,0.01140437,0.26715275,1.10195286,1.58663523,1.00767108,0.00000000
-4.87743872,3.20056416,0.01176911,0.26107407,1.12726651,1.59749630,1.04739650,0.00000000
-4.87143572,3.28775636,0.01221120,0.25954846,1.16454845,1.62106298,1.08966878,0.00000000
-4.86543272,3.39269432,0.01273166,0.26212275,1.21293431,1.65538740,1.13396244,0.00000000
-4.85942971,3.51235443,0.01332989,0.26835078,1.27150196,1.69855824,1.17968113,0.00000000
-4.85342671,3.64369417,0.01400359,0.27779590,1.33927446,1.74872947,1.22617473,0.00000000
-4.84742371,3.78369893,0.01474884,0.29003241,1.41522246,1.80414456,1.27275838,0.00000000
-4.84142071,3.92942597,0.01556007,0.30464605,1.49826681,1.86315647,1.31873260,0.00000000
-4.83541771,4.07804566,0.01643014,0.32123405,1.58728207,1.92424383,1.36340387,0.00000000
-4.82941471,4.22687969,0.01735040,0.33940493,1.68110170,1.98602373,1.40610469,0.00000000
-4.82341171,4.37343646,0.01831076,0.35877856,1.77852564,2.04726182,1.44621266,0.00000000
-4.81740870,4.51544382,0.01929981,0.37898655,1.87833079,2.10688014,1.48316784,0.00000000
-4.81140570,4.65087926,0.02030494,0.39967333,1.97928493,2.16396348,1.51648801,0.00000000
-4.80540270,4.77799767,0.02131248,0.42049804,2.08016413,2.21776458,1.54578147,0.00000000
-4.79939970,4.89535683,0.02230792,0.44113725,2.17977362,2.26770872,1.57075706,0.00000000
-4.79339670,5.00184040,0.02327617,0.46128843,2.27697168,2.31339782,1.59123140,0.00000000
-4.78739370,5.09667810,0.02420176,0.48067422,2.37069582,2.35461436,1.60713327,0.00000000
-4.78139070,5.17946266,0.02506923,0.49904710,2.45999023,2.39132472,1.61850507,0.00000000
-4.77538769,5.25016263,0.02586344,0.51619430,2.54403306,2.42368186,1.62550160,0.00000000
-4.76938469,5.30913017,0.02656996,0.53194261,2.62216224,2.45202676,1.62838616,0.00000000
-4.76338169,5.35710254,0.02717546,0.54616276,2.69389787,2.47688788,1.62752416,0.00000000
-4.75737869,5.39519623,0.02766811,0.55877289,2.75895981,2.49897807,1.62337438,0.00000000
-4.75137569,5.42489239,0.02803796,0.56974093,2.81727867,2.51918796,1.61647803,0.00000000
-4.74537269,5.44801253,0.02827729,0.57908547,2.86899913,2.53857509,1.60744580,0.00000000
-4.73936968,5.46668379,0.02838092,0.58687493,2.91447431,2.55834819,1.59694315,0.00000000
-4.73336668,5.48329333,0.02834642,0.59322492,2.95425097,2.57984608,1.58567395,0.00000000
-4.72736368,5.50043195,0.02817429,0.59829369,2.98904528,2.60451083,1.57436301,0.00000000
-4.72136068,5.52082775,0.02786799,0.60227577,3.01970998,2.63385554,1.56373755,0.00000000
-4.71535768,5.54727113,0.02743390,0.60539407,3.04719384,2.66942679,1.55450831,0.00000000
-4.70935468,5.58253300,0.02688118,0.60789061,3.07249530,2.71276283,1.54735060,0.00000000
-4.70335168,5.62927884,0.02622153,0.61001638,3.09661230,2.76534835,1.54288592,0.00000000
-4.69734867,5.68998145,0.02546878,0.61202071,3.12049089,2.82856736,1.54166470,0.00000000
-4.69134567,5.76683565,0.02463857,0.61414073,3.14497512,2.90365568,1.54415071,0.00000000
-4.68534267,5.86167846,0.02374777,0.61659136,3.17076109,2.99165483,1.55070775,0.00000000
-4.67933967,5.97591776,0.02281405,0.61955638,3.19835754,3.09336912,1.56158911,0.00000000
-4.67333667,6.11047283,0.02185524,0.62318092,3.22805532,3.20932761,1.57693018,0.00000000
-4.66733367,6.26572910,0.02088891,0.62756592,3.25990741,3.33975264,1.59674453,0.00000000
-4.66133067,6.44150927,0.01993175,0.63276453,3.29372071,3.48453629,1.62092367,0.00000000
-4.65532766,6.63706203,0.01899924,0.63878085,3.32906011,3.64322578,1.64924032,0.00000000
-4.64932466,6.85106893,0.01810516,0.64557085,3.36526462,3.81501866,1.68135531,0.00000000
-4.64332166,7.08166907,0.01726133,0.65304542,3.40147470,3.99876809,1.71682743,0.00000000
-4.63731866,7.32650073,0.01647740,0.66107533,3.43666931,4.19299827,1.75512614,0.00000000
-4.63131566,7.58275810,0.01576069,0.66949778,3.46971059,4.39592953,1.79564635,0.00000000
-4.62531266,7.84726104,0.01511621,0.67812404,3.49939387,4.60551263,1.83772476,0.00000000
-4.61930965,8.11653515,0.01454661,0.68674803,3.52450023,4.81947107,1.88065710,0.00000000
-4.61330665,8.38689946,0.01405239,0.69515498,3.54384894,5.03535047,1.92371563,0.00000000
-4.60730365,8.65455866,0.01363207,0.70313015,3.55634725,5.25057349,1.96616639,0.00000000
-4.60130065,8.91569722,0.01328238,0.71046695,3.56103502,5.46249908,2.00728556,0.00000000
-4.59529765,9.16657264,0.01299858,0.71697419,3.55712235,5.66848438,2.04637478,0.00000000
-4.58929465,9.40360550,0.01277475,0.72248222,3.54401856,5.86594784,2.08277487,0.00000000
-4.58329165,9.62346430,0.01260406,0.72684784,3.52135173,6.05243215,2.11587804,0.00000000
-4.57728864,9.82314324,0.01247910,0.72995778,3.48897826,6.22566535,2.14513842,0.00000000
-4.57128564,10.00003175,0.01239218,0.73173075,3.44698272,6.38361877,2.17008087,0.00000000
-4.56528264,10.15197441,0.01233554,0.73211825,3.39566854,6.52456037,2.19030835,0.00000000
-4.55927964,10.27732061,0.01230164,0.73110416,3.33554066,6.64710213,2.20550773,0.00000000
-4.55327664,10.37496294,0.01228333,0.72870321,3.26728158,6.75024025,2.21545436,0.00000000
-4.54727364,10.44436400,0.01227404,0.72495873,3.19172235,6.83338670,2.22001537,0.00000000
-4.54127064,10.48557082,0.01226789,0.71993964,3.10981024,6.89639138,2.21915177,0.00000000
-4.53526763,10.49921669,0.01225981,0.71373708,3.02257480,6.93955349,2.21291932,0.00000000
-4.52926463,10.48650992,0.01224558,0.70646066,2.93109397,6.96362156,2.20146820,0.00000000
-4.52326163,10.44920929,0.01222189,0.69823470,2.83646155,6.96978155,2.18504116,0.00000000
-4.51725863,10.38958623,0.01218633,0.68919440,2.73975735,6.95963260,2.16397028,0.00000000
-4.51125563,10.31037388,0.01213737,0.67948213,2.64202087,6.93515063,2.13867179,0.00000000
-4.50525263,10.21470355,0.01207431,0.66924387,2.54422914,6.89864025,2.10963920,0.00000000
-4.49924962,10.10602946,0.01199722,0.65862588,2.44727913,6.85267573,2.07743431,0.00000000
-4.49324662,9.98804322,0.01190689,0.64777163,2.35197476,6.80003255,2.04267618,0.00000000
-4.48724362,9.86457971,0.01180467,0.63681889,2.25901846,6.74361107,2.00602815,0.00000000
-4.48124062,9.73951666,0.01169241,0.62589722,2.16900692,6.68635461,1.96818294,0.00000000
-4.47523762,9.61667075,0.01157235,0.61512566,2.08243054,6.63116434,1.92984626,0.00000000
-4.46923462,9.49969316,0.01144697,0.60461075,1.99967623,6.58081377,1.89171925,0.00000000
-4.46323162,9.39196798,0.01131886,0.59444485,1.92103280,6.53786567,1.85448023,0.00000000
-4.45722861,9.29651689,0.01119066,0.58470490,1.84669847,6.50459448,1.81876653,0.00000000
-4.45122561,9.21591373,0.01106487,0.57545150,1.77678989,6.48291698,1.78515689,0.00000000
-4.44522261,9.15221216,0.01094379,0.56672840,1.71135223,6.47433402,1.75415529,0.00000000
-4.43921961,9.10688947,0.01082938,0.55856255,1.65036982,6.47988570,1.72617691,0.00000000
-4.43321661,9.08080920,0.01072324,0.55096450,1.59377697,6.50012186,1.70153687,0.00000000
-4.42721361,9.07420435,0.01062648,0.54392934,1.54146868,6.53508954,1.68044228,0.00000000
-4.42121061,9.08668267,0.01053972,0.53743807,1.49331092,6.58433819,1.66298829,0.00000000
-4.41520760,9.11725434,0.01046305,0.53145941,1.44915035,6.64694289,1.64915824,0.00000000
-4.40920460,9.16438168,0.01039604,0.52595193,1.40882323,6.72154528,1.63882820,0.00000000
-4.40320160,9.22604979,0.01033774,0.52086654,1.37216353,6.80641099,1.63177590,0.00000000
-4.39719860,9.29985581,0.01028677,0.51614912,1.33900994,6.89950202,1.62769366,0.00000000
-4.39119560,9.38311410,0.01024136,0.51174325,1.30921203,6.99856162,1.62620508,0.00000000
-4.38519260,9.47297371,0.01019945,0.50759299,1.28263516,7.10120891,1.62688476,0.00000000
-4.37918959,9.56654385,0.01015880,0.50364544,1.25916448,7.20503985,1.62928036,0.00000000
-4.37318659,9.66102284,0.01011710,0.49985320,1.23870766,7.30773104,1.63293593,0.00000000
-4.36718359,9.75382564,0.01007210,0.49617639,1.22119671,7.40714234,1.63741584,0.00000000
-4.36118059,9.84270482,0.01002173,0.49258440,1.20658865,7.50141453,1.64232783,0.00000000
-4.35517759,9.92586019,0.00996426,0.48905709,1.19486520,7.58905797,1.64734453,0.00000000
-4.34917459,10.00203242,0.00989837,0.48558560,1.18603154,7.66902865,1.65222216,0.00000000
-4.34317159,10.07057643,0.00982328,0.48217264,1.18011420,7.74078839,1.65681565,0.00000000
-4.33716858,10.13151115,0.00973884,0.47883227,1.17715815,7.80434614,1.66108925,0.00000000
-4.33116558,10.18554300,0.00964557,0.47558932,1.17722319,7.86027853,1.66512222,0.00000000
-4.32516258,10.23406121,0.00954474,0.47247828,1.18037976,7.90972781,1.66910901,0.00000000
-4.31915958,10.27910445,0.00943830,0.46954200,1.18670418,7.95437681,1.67335381,0.00000000
-4.31315658,10.32329909,0.00932894,0.46682999,1.19627355,7.99640103,1.67825956,0.00000000
-4.30715358,10.36977055,0.00921998,0.46439655,1.20916020,8.03839889,1.68431173,0.00000000
