energy_ev,total_up,P_s_up,P_p_up,Se_s_up,Se_p_up,Zr_p_up,Zr_d_up
-5.58579290,1.41536610,0.00378723,0.89237228,0.02950834,0.07495242,0.51358319,0.79970270
-5.57978989,1.41067609,0.00353331,0.90119800,0.02810562,0.07076874,0.52908769,0.81399113
-5.57378689,1.40831605,0.00329325,0.91135727,0.02670928,0.06685953,0.54497501,0.82932164
-5.56778389,1.40783545,0.00306671,0.92250304,0.02532311,0.06320597,0.56096396,0.84535387
-5.56178089,1.40868823,0.00285310,0.93422069,0.02395029,0.05978609,0.57674112,0.86168544
-5.55577789,1.41024927,0.00265171,0.94603869,0.02259357,0.05657603,0.59196763,0.87786116
-5.54977489,1.41183405,0.00246174,0.95744176,0.02125546,0.05355123,0.60628727,0.89338482
-5.54377189,1.41272078,0.00228236,0.96788629,0.01993836,0.05068749,0.61933572,0.90773317
-5.53776888,1.41217418,0.00211276,0.97681724,0.01864469,0.04796196,0.63075073,0.92037173
-5.53176588,1.40947027,0.00195218,0.98368612,0.01737704,0.04535388,0.64018286,0.93077162
-5.52576288,1.40392093,0.00179995,0.98796923,0.01613818,0.04284519,0.64730627,0.93842702
-5.51975988,1.39489758,0.00165550,0.98918553,0.01493113,0.04042088,0.65182932,0.94287241
-5.51375688,1.38185285,0.00151838,0.98691332,0.01375912,0.03806930,0.65350447,0.94369889
-5.50775388,1.36433960,0.00138827,0.98080522,0.01262552,0.03578217,0.65213693,0.94056893
-5.50175088,1.34202641,0.00126495,0.97060058,0.01153382,0.03355450,0.64759196,0.93322879
-5.49574787,1.31470906,0.00114830,0.95613504,0.01048745,0.03138445,0.63980024,0.92151826
-5.48974487,1.28231753,0.00103827,0.93734667,0.00948972,0.02927303,0.62876114,0.90537709
-5.48374187,1.24491834,0.00093491,0.91427855,0.00854367,0.02722379,0.61454380,0.88484788
-5.47773887,1.20271219,0.00083827,0.88707770,0.00765200,0.02524248,0.59728582,0.86007547
-5.47173587,1.15602709,0.00074847,0.85599027,0.00681689,0.02333674,0.57718979,0.83130256
-5.46573287,1.10530739,0.00066561,0.82135358,0.00604001,0.02151579,0.55451759,0.79886214
-5.45972986,1.05109924,0.00058982,0.78358504,0.00532242,0.01979019,0.52958291,0.76316678
-5.45372686,0.99403321,0.00052121,0.74316871,0.00466456,0.01817166,0.50274221,0.72469552
-5.44772386,0.93480487,0.00045988,0.70064006,0.00406625,0.01667300,0.47438459,0.68397887
-5.44172086,0.87415418,0.00040593,0.65656958,0.00352672,0.01530805,0.44492090,0.64158256
-5.43571786,0.81284464,0.00035945,0.61154603,0.00304468,0.01409177,0.41477275,0.59809090
-5.42971486,0.75164302,0.00032052,0.56615994,0.00261841,0.01304034,0.38436162,0.55409025
-5.42371186,0.69130043,0.00028927,0.52098812,0.00224582,0.01217140,0.35409873,0.51015352
-5.41770885,0.63253545,0.00026582,0.47657962,0.00192459,0.01150426,0.32437589,0.46682599
-5.41170585,0.57601979,0.00025034,0.43344370,0.00165226,0.01106015,0.29555764,0.42461314
-5.40570285,0.52236695,0.00024305,0.39204018,0.00142637,0.01086255,0.26797496,0.38397079
-5.39969985,0.47212385,0.00024419,0.35277214,0.00124453,0.01093739,0.24192057,0.34529767
-5.39369685,0.42576568,0.00025410,0.31598133,0.00110455,0.01131331,0.21764593,0.30893059
-5.38769385,0.38369364,0.00027314,0.28194601,0.00100453,0.01202176,0.19535980,0.27514212
-5.38169085,0.34623536,0.00030175,0.25088104,0.00094291,0.01309710,0.17522833,0.24414063
-5.37568784,0.31364761,0.00034037,0.22294011,0.00091856,0.01457654,0.15737633,0.21607227
-5.36968484,0.28612068,0.00038949,0.19821951,0.00093080,0.01649994,0.14188961,0.19102487
-5.36368184,0.26378412,0.00044959,0.17676325,0.00097943,0.01890949,0.12881807,0.16903296
-5.35767884,0.24671311,0.00052113,0.15856898,0.00106474,0.02184923,0.11817925,0.15008387
-5.35167584,0.23493507,0.00060450,0.14359442,0.00118753,0.02536437,0.10996212,0.13412425
-5.34567284,0.22843601,0.00070000,0.13176384,0.00134904,0.02950055,0.10413082,0.12106681
-5.33966983,0.22716624,0.00080779,0.12297430,0.00155093,0.03430277,0.10062822,0.11079685
-5.33366683,0.23104521,0.00092785,0.11710144,0.00179526,0.03981439,0.09937911,0.10317840
-5.32766383,0.23996521,0.00105997,0.11400457,0.00208437,0.04607582,0.10029292,0.09805967
-5.32166083,0.25379389,0.00120367,0.11353090,0.00242083,0.05312325,0.10326592,0.09527778
-5.31565783,0.27237565,0.00135821,0.11551898,0.00280736,0.06098720,0.10818295,0.09466268
-5.30965483,0.29553187,0.00152253,0.11980128,0.00324669,0.06969112,0.11491865,0.09604020
-5.30365183,0.32306030,0.00169528,0.12620595,0.00374146,0.07924990,0.12333833,0.09923434
-5.29764882,0.35473359,0.00187480,0.13455789,0.00429409,0.08966849,0.13329849,0.10406885
-5.29164582,0.39029748,0.00205910,0.14467929,0.00490666,0.10094055,0.14464725,0.11036826
-5.28564282,0.42946865,0.00224593,0.15638966,0.00558072,0.11304716,0.15722462,0.11795840
-5.27963982,0.47193265,0.00243280,0.16950570,0.00631718,0.12595574,0.17086289,0.12666661
-5.27363682,0.51734211,0.00261703,0.18384091,0.00711617,0.13961913,0.18538706,0.13632182
-5.26763382,0.56531541,0.00279579,0.19920531,0.00797682,0.15397482,0.20061560,0.14675444
-5.26163082,0.61543619,0.00296622,0.21540518,0.00889721,0.16894459,0.21636138,0.15779639
-5.25562781,0.66725368,0.00312545,0.23224312,0.00987420,0.18443429,0.23243298,0.16928116
-5.24962481,0.72028415,0.00327072,0.24951840,0.01090332,0.20033405,0.24863629,0.18104411
-5.24362181,0.77401365,0.00339946,0.26702757,0.01197874,0.21651894,0.26477646,0.19292297
-5.23761881,0.82790204,0.00350936,0.28456571,0.01309324,0.23284994,0.28066008,0.20475861
-5.23161581,0.88138845,0.00359844,0.30192791,0.01423818,0.24917552,0.29609779,0.21639604
-5.22561281,0.93389826,0.00366512,0.31891137,0.01540364,0.26533369,0.31090693,0.22768576
-5.21960980,0.98485160,0.00370827,0.33531787,0.01657853,0.28115455,0.32491453,0.23848530
-5.21360680,1.03367319,0.00372728,0.35095672,0.01775078,0.29646348,0.33796036,0.24866103
-5.20760380,1.07980365,0.00372199,0.36564806,0.01890762,0.31108477,0.34990002,0.25809009
-5.20160080,1.12271183,0.00369281,0.37922645,0.02003589,0.32484579,0.36060811,0.26666259
-5.19559780,1.16190814,0.00364061,0.39154475,0.02112243,0.33758156,0.36998119,0.27428374
-5.18959480,1.19695824,0.00356673,0.40247798,0.02215446,0.34913954,0.37794071,0.28087608
-5.18359180,1.22749688,0.00347294,0.41192714,0.02312008,0.35938468,0.38443552,0.28638158
-5.17758879,1.25324120,0.00336136,0.41982283,0.02400869,0.36820431,0.38944405,0.29076353
-5.17158579,1.27400286,0.00323441,0.42612839,0.02481142,0.37551290,0.39297601,0.29400816
-5.16558279,1.28969841,0.00309472,0.43084234,0.02552153,0.38125621,0.39507332,0.29612577
-5.15957979,1.30035718,0.00294508,0.43400004,0.02613479,0.38541486,0.39581044,0.29715142
-5.15357679,1.30612603,0.00278833,0.43567421,0.02664968,0.38800688,0.39529362,0.29714481
-5.14757379,1.30727039,0.00262728,0.43597431,0.02706760,0.38908913,0.39365932,0.29618956
-5.14157079,1.30417107,0.00246469,0.43504444,0.02739287,0.38875742,0.39107140,0.29439155
-5.13556778,1.29731670,0.00230315,0.43305991,0.02763264,0.38714516,0.38771737,0.29187646
-5.12956478,1.28729144,0.00214506,0.43022229,0.02779668,0.38442050,0.38380343,0.28878643
-5.12356178,1.27475838,0.00199258,0.42675308,0.02789698,0.38078202,0.37954850,0.28527583
-5.11755878,1.26043871,0.00184758,0.42288624,0.02794732,0.37645293,0.37517748,0.28150645
-5.11155578,1.24508758,0.00171164,0.41885964,0.02796262,0.37167415,0.37091368,0.27764194
-5.10555278,1.22946726,0.00158604,0.41490585,0.02795831,0.36669626,0.36697088,0.27384200
-5.09954977,1.21431886,0.00147171,0.41124271,0.02794959,0.36177081,0.36354529,0.27025631
-5.09354677,1.20033366,0.00136930,0.40806390,0.02795069,0.35714135,0.36080770,0.26701863
-5.08754377,1.18812548,0.00127915,0.40553022,0.02797415,0.35303439,0.35889620,0.26424127
-5.08154077,1.17820537,0.00120131,0.40376183,0.02803020,0.34965087,0.35790984,0.26201017
-5.07553777,1.17095988,0.00113559,0.40283200,0.02812613,0.34715854,0.35790368,0.26038093
-5.06953477,1.16663412,0.00108156,0.40276265,0.02826592,0.34568539,0.35888533,0.25937606
-5.06353177,1.16532051,0.00103859,0.40352210,0.02844991,0.34531479,0.36081342,0.25898344
-5.05752876,1.16695385,0.00100590,0.40502510,0.02867468,0.34608225,0.36359799,0.25915632
-5.05152576,1.17131322,0.00098256,0.40713529,0.02893317,0.34797421,0.36710307,0.25981483
-5.04552276,1.17803064,0.00096756,0.40967003,0.02921485,0.35092878,0.37115123,0.26084896
-5.03951976,1.18660622,0.00095982,0.41240742,0.02950620,0.35483853,0.37552995,0.26212288
-5.03351676,1.19642910,0.00095825,0.41509525,0.02979120,0.35955506,0.37999979,0.26348054
-5.02751376,1.20680340,0.00096175,0.41746141,0.03005211,0.36489530,0.38430371,0.26475216
-5.02151076,1.21697771,0.00096927,0.41922534,0.03027015,0.37064918,0.38817738,0.26576144
-5.01550775,1.22617702,0.00097984,0.42010995,0.03042640,0.37658822,0.39135983,0.26633301
-5.00950475,1.23363545,0.00099258,0.41985349,0.03050260,0.38247496,0.39360411,0.26629999
-5.00350175,1.23862819,0.00100674,0.41822065,0.03048196,0.38807238,0.39468734,0.26551101
-4.99749875,1.24050147,0.00102172,0.41501266,0.03034995,0.39315328,0.39441970,0.26383670
-4.99149575,1.23869887,0.00103706,0.41007556,0.03009487,0.39750899,0.39265211,0.26117508
-4.98549275,1.23278319,0.00105248,0.40330666,0.02970841,0.40095711,0.38928198,0.25745580
-4.97948974,1.22245283,0.00106789,0.39465865,0.02918599,0.40334805,0.38425713,0.25264302
-4.97348674,1.20755218,0.00108338,0.38414137,0.02852699,0.40456992,0.37757749,0.24673679
-4.96748374,1.18807579,0.00109921,0.37182128,0.02773474,0.40455195,0.36929467,0.23977309
-4.96148074,1.16416653,0.00111582,0.35781864,0.02681647,0.40326596,0.35950958,0.23182237
-4.95547774,1.13610788,0.00113382,0.34230277,0.02578299,0.40072625,0.34836813,0.22298697
-4.94947474,1.10431135,0.00115399,0.32548563,0.02464835,0.39698784,0.33605544,0.21339747
-4.94347174,1.06929963,0.00117726,0.30761415,0.02342936,0.39214314,0.32278879,0.20320826
-4.93746873,1.03168671,0.00120468,0.28896179,0.02214503,0.38631759,0.30880991,0.19259264
-4.93146573,0.99215604,0.00123746,0.26981967,0.02081601,0.37966415,0.29437672,0.18173762
-4.92546273,0.95143790,0.00127694,0.25048790,0.01946401,0.37235736,0.27975525,0.17083879
-4.91945973,0.91028704,0.00132456,0.23126723,0.01811122,0.36458699,0.26521190,0.16009547
-4.91345673,0.86946170,0.00138193,0.21245163,0.01677980,0.35655175,0.25100638,0.14970630
-4.90745373,0.82970470,0.00145075,0.19432182,0.01549139,0.34845334,0.23738579,0.13986547
-4.90145073,0.79172730,0.00153287,0.17714009,0.01426675,0.34049105,0.22457970,0.13075958
-4.89544772,0.75619629,0.00163029,0.16114629,0.01312544,0.33285716,0.21279659,0.12256530
-4.88944472,0.72372422,0.00174514,0.14655517,0.01208554,0.32573322,0.20222146,0.11544768
-4.88344172,0.69486292,0.00187969,0.13355480,0.01116354,0.31928725,0.19301469,0.10955898
-4.87743872,0.67009989,0.00203637,0.12230604,0.01037417,0.31367191,0.18531182,0.10503810
-4.87143572,0.64985703,0.00221770,0.11294268,0.00973040,0.30902348,0.17922418,0.10201018
-4.86543272,0.63449115,0.00242630,0.10557219,0.00924334,0.30546150,0.17484007,0.10058633
-4.85942971,0.62429546,0.00266483,0.10027670,0.00892223,0.30308888,0.17222614,0.10086336
-4.85342671,0.61950142,0.00293594,0.09711403,0.00877447,0.30199229,0.17142892,0.10292311
-4.84742371,0.62028011,0.00324214,0.09611850,0.00880549,0.30224250,0.17247594,0.10683156
-4.84142071,0.62674276,0.00358578,0.09730140,0.00901875,0.30389457,0.17537655,0.11263736
-4.83541771,0.63893967,0.00396883,0.10065110,0.00941561,0.30698759,0.18012212,0.12036980
-4.82941471,0.65685764,0.00439285,0.10613255,0.00999520,0.31154388,0.18668552,0.13003641
-4.82341171,0.68041563,0.00485874,0.11368640,0.01075430,0.31756765,0.19502009,0.14162002
-4.81740870,0.70945901,0.00536664,0.12322774,0.01168711,0.32504307,0.20505793,0.15507557
-4.81140570,0.74375285,0.00591580,0.13464466,0.01278514,0.33393187,0.21670784,0.17032695
-4.80540270,0.78297476,0.00650438,0.14779680,0.01403701,0.34417071,0.22985311,0.18726393
-4.79939970,0.82670837,0.00712936,0.16251415,0.01542841,0.35566850,0.24434935,0.20573964
-4.79339670,0.87443809,0.00778649,0.17859638,0.01694197,0.36830410,0.26002275,0.22556878
-4.78739370,0.92554630,0.00847014,0.19581287,0.01855736,0.38192458,0.27666907,0.24652696
-4.78139070,0.97931385,0.00917341,0.21390379,0.02025141,0.39634458,0.29405359,0.26835135
-4.77538769,1.03492465,0.00988809,0.23258227,0.02199835,0.41134695,0.31191233,0.29074285
-4.76938469,1.09147494,0.01060482,0.25153791,0.02377024,0.42668499,0.32995473,0.31337001
-4.76338169,1.14798769,0.01131325,0.27044159,0.02553745,0.44208641,0.34786785,0.33587457
-4.75737869,1.20343200,0.01200223,0.28895158,0.02726928,0.45725925,0.36532212,0.35787879
-4.75137569,1.25674746,0.01266014,0.30672079,0.02893474,0.47189945,0.38197853,0.37899427
-4.74537269,1.30687251,0.01327520,0.32340502,0.03050337,0.48570013,0.39749710,0.39883195
-4.73936968,1.35277607,0.01383579,0.33867179,0.03194611,0.49836216,0.41154627,0.41701317
-4.73336668,1.39349113,0.01433086,0.35220956,0.03323619,0.50960558,0.42381283,0.43318103
-4.72736368,1.42814866,0.01475031,0.36373679,0.03435006,0.51918142,0.43401199,0.44701184
-4.72136068,1.45601044,0.01508529,0.37301056,0.03526820,0.52688329,0.44189708,0.45822601
-4.71535768,1.47649898,0.01532861,0.37983418,0.03597583,0.53255813,0.44726835,0.46659783
-4.70935468,1.48922292,0.01547495,0.38406356,0.03646351,0.53611546,0.44998049,0.47196370
-4.70335168,1.49399651,0.01552112,0.38561193,0.03672757,0.53753468,0.44994837,0.47422842
-4.69734867,1.49085193,0.01546618,0.38445260,0.03677029,0.53686970,0.44715075,0.47336907
-4.69134567,1.48004352,0.01531147,0.38061973,0.03659994,0.53425078,0.44163163,0.46943640
-4.68534267,1.46204347,0.01506066,0.37420692,0.03623053,0.52988303,0.43349925,0.46255347
-4.67933967,1.43752883,0.01471954,0.36536381,0.03568138,0.52404175,0.42292267,0.45291173
-4.67333667,1.40736031,0.01429590,0.35429061,0.03497647,0.51706447,0.41012608,0.44076459
-4.66733367,1.37255349,0.01379924,0.34123107,0.03414361,0.50934002,0.39538111,0.42641870
-4.66133067,1.33424365,0.01324044,0.32646402,0.03321345,0.50129494,0.37899750,0.41022357
-4.65532766,1.29364574,0.01263137,0.31029400,0.03221840,0.49337786,0.36131251,0.39255968
-4.64932466,1.25201105,0.01198456,0.29304124,0.03119148,0.48604234,0.34267960,0.37382586
-4.64332166,1.21058250,0.01131271,0.27503164,0.03016513,0.47972895,0.32345686,0.35442635
-4.63731866,1.17055046,0.01062837,0.25658695,0.02917009,0.47484743,0.30399573,0.33475813
-4.63131566,1.13301081,0.00994351,0.23801570,0.02823429,0.47175949,0.28463037,0.31519900
-4.62531266,1.09892715,0.00926921,0.21960513,0.02738197,0.47076324,0.26566822,0.29609692
-4.61930965,1.06909852,0.00861536,0.20161445,0.02663283,0.47207976,0.24738202,0.27776091
-4.61330665,1.04413389,0.00799046,0.18426950,0.02600144,0.47584249,0.23000358,0.26045388
-4.60730365,1.02443439,0.00740144,0.16775910,0.02549686,0.48208991,0.21371938,0.24438750
-4.60130065,1.01018380,0.00685359,0.15223293,0.02512244,0.49076188,0.19866819,0.22971917
-4.59529765,1.00134750,0.00635048,0.13780099,0.02487586,0.50169972,0.18494055,0.21655120
-4.58929465,0.99767974,0.00589409,0.12453454,0.02474940,0.51465023,0.17258017,0.20493190
-4.58329165,0.99873872,0.00548480,0.11246824,0.02473039,0.52927338,0.16158681,0.19485862
-4.57728864,1.00390869,0.00512161,0.10160344,0.02480182,0.54515340,0.15192071,0.18628221
-4.57128564,1.01242788,0.00480231,0.09191220,0.02494317,0.56181293,0.14350803,0.17911289
-4.56528264,1.02342124,0.00452363,0.08334198,0.02513127,0.57872945,0.13624719,0.17322696
-4.55927964,1.03593619,0.00428156,0.07582056,0.02534126,0.59535356,0.13001560,0.16847419
-4.55327664,1.04898024,0.00407150,0.06926115,0.02554764,0.61112817,0.12467675,0.16468546
-4.54727364,1.06155863,0.00388853,0.06356733,0.02572522,0.62550791,0.12008703,0.16168036
-4.54127064,1.07271072,0.00372765,0.05863773,0.02585010,0.63797798,0.11610234,0.15927450
-4.53526763,1.08154364,0.00358391,0.05437026,0.02590053,0.64807158,0.11258404,0.15728622
-4.52926463,1.08726204,0.00345266,0.05066577,0.02585763,0.65538544,0.10940421,0.15554257
-4.52326163,1.08919295,0.00332964,0.04743119,0.02570605,0.65959258,0.10645000,0.15388442
-4.51725863,1.08680496,0.00321114,0.04458187,0.02543439,0.66045212,0.10362699,0.15217049
-4.51125563,1.07972128,0.00309404,0.04204342,0.02503546,0.65781568,0.10086157,0.15028043
-4.50525263,1.06772653,0.00297586,0.03975278,0.02450643,0.65163023,0.09810227,0.14811675
-4.49924962,1.05076728,0.00285482,0.03765876,0.02384871,0.64193745,0.09532018,0.14560586
-4.49324662,1.02894674,0.00272977,0.03572209,0.02306776,0.62886976,0.09250844,0.14269810
-4.48724362,1.00251415,0.00260020,0.03391488,0.02217269,0.61264335,0.08968089,0.13936694
-4.48124062,0.97184973,0.00246617,0.03221991,0.02117582,0.59354853,0.08687016,0.13560756
-4.47523762,0.93744595,0.00232824,0.03062940,0.02009206,0.57193815,0.08412515,0.13143481
-4.46923462,0.89988635,0.00218739,0.02914381,0.01893834,0.54821447,0.08150816,0.12688072
-4.46323162,0.85982273,0.00204495,0.02777040,0.01773292,0.52281521,0.07909177,0.12199186
-4.45722861,0.81795187,0.00190251,0.02652175,0.01649475,0.49619936,0.07695565,0.11682647
-4.45122561,0.77499276,0.00176182,0.02541441,0.01524286,0.46883330,0.07518340,0.11145160
-4.44522261,0.73166511,0.00162475,0.02446757,0.01399580,0.44117787,0.07385954,0.10594040
-4.43921961,0.68866989,0.00149320,0.02370193,0.01277119,0.41367660,0.07306683,0.10036963
-4.43321661,0.64667257,0.00136907,0.02313872,0.01158525,0.38674568,0.07288385,0.09481736
-4.42721361,0.60628924,0.00125418,0.02279902,0.01045257,0.36076572,0.07338304,0.08936115
-4.42121061,0.56807614,0.00115027,0.02270328,0.00938590,0.33607548,0.07462921,0.08407654
-4.41520760,0.53252235,0.00105898,0.02287109,0.00839603,0.31296766,0.07667849,0.07903594
-4.40920460,0.50004584,0.00098181,0.02332128,0.00749177,0.29168659,0.07957774,0.07430803
-4.40320160,0.47099247,0.00092015,0.02407226,0.00668006,0.27242772,0.08336446,0.06995754
-4.39719860,0.44563789,0.00087525,0.02514257,0.00596606,0.25533870,0.08806703,0.06604537
-4.39119560,0.42419170,0.00084826,0.02655181,0.00535336,0.24052186,0.09370544,0.06262930
-4.38519260,0.40680367,0.00084022,0.02832160,0.00484417,0.22803771,0.10029220,0.05976482
-4.37918959,0.39357154,0.00085208,0.03047695,0.00443959,0.21790932,0.10783357,0.05750652
-4.37318659,0.38454993,0.00088468,0.03304759,0.00413982,0.21012720,0.11633094,0.05590958
-4.36718359,0.37975996,0.00093881,0.03606959,0.00394443,0.20465454,0.12578230,0.05503162
-4.36118059,0.37919924,0.00101517,0.03958692,0.00385256,0.20143245,0.13618381,0.05493467
-4.35517759,0.38285184,0.00111442,0.04365312,0.00386316,0.20038525,0.14753123,0.05568728
-4.34917459,0.39069793,0.00123713,0.04833285,0.00397511,0.20142537,0.15982141,0.05736663
-4.34317159,0.40272285,0.00138386,0.05370331,0.00418743,0.20445802,0.17305359,0.06006063
-4.33716858,0.41892533,0.00155511,0.05985552,0.00449935,0.20938541,0.18723052,0.06386983
-4.33116558,0.43932467,0.00175136,0.06689514,0.00491046,0.21611057,0.20235945,0.06890909
-4.32516258,0.46396675,0.00197310,0.07494305,0.00542072,0.22454062,0.21845291,0.07530881
-4.31915958,0.49292858,0.00222084,0.08413518,0.00603053,0.23458971,0.23552918,0.08321572
-4.31315658,0.52632127,0.00249516,0.09462190,0.00674073,0.24618143,0.25361258,0.09279289
-4.30715358,0.56429133,0.00279675,0.10656646,0.00755266,0.25925082,0.27273343,0.10421903
